   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_166.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Fe_K, Mn_K, Ca_K, Cl_K, S_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
-0.0321912, 332, 0, 0, 18.2757, 332, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0243047, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0164182, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.00853168, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.000645172, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00724133, 0, 7.29472e-23, 0, 1.41421, -7.29472e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.28088e-26, 0, 0, 5.84024e-27, 0, 0, 7.29085e-23, 0, 0, 0
0.0151278, 0, 1.81636e-22, 0, 1.41421, -1.81636e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.16927e-26, 0, 0, 1.47504e-26, 0, 0, 1.81539e-22, 0, 0, 0
0.0230143, 0, 4.43206e-22, 0, 1.41421, -4.43206e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.99337e-25, 0, 0, 3.65057e-26, 0, 0, 4.4297e-22, 0, 0, 0
0.0309008, 0, 1.06135e-21, 0, 1.41421, -1.06135e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.77354e-25, 0, 0, 8.86672e-26, 0, 0, 1.06079e-21, 0, 0, 0
0.0387873, 0, 2.49746e-21, 0, 1.41421, -2.49746e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.12325e-24, 0, 0, 2.11623e-25, 0, 0, 2.49612e-21, 0, 0, 0
0.0466738, 0, 5.78067e-21, 0, 1.41421, -5.78067e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.59991e-24, 0, 0, 4.96862e-25, 0, 0, 5.77757e-21, 0, 0, 0
0.0545604, 0, 1.31733e-20, 0, 1.41421, -1.31733e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.92481e-24, 0, 0, 1.14865e-24, 0, 0, 1.31662e-20, 0, 0, 0
0.0624469, 0, 2.95796e-20, 0, 1.41421, -2.95796e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.33037e-23, 0, 0, 2.61679e-24, 0, 0, 2.95637e-20, 0, 0, 0
