   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_164.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Fe_K, Mn_K, Cr_K, Ti_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Na_K, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
2.17636, 0, 4.70203, 3.07502, 1.41421, -4.70203, 4.60943e-09, 3.07502, 3.30933, 3.07986, 3.10376, 3.08654, 3.08028, 3.11753, 4.24989, 3.15824, 3.07502, 3.07502, 3.07502, 3.07502, 3.07502, 3.07502, 3.11163, 3.07502, 3.07502, 3.08009
2.18424, 4, 5.15442, 3.15757, 2.44949, -1.15442, 2.67041e-09, 3.15758, 3.39189, 3.16242, 3.18632, 3.1691, 3.16364, 3.20217, 4.70793, 3.22874, 3.15757, 3.15757, 3.15757, 3.15757, 3.15757, 3.15757, 3.19738, 3.15757, 3.15757, 3.16299
2.19213, 4, 5.7044, 3.24123, 2.44949, -1.7044, 1.52532e-09, 3.24123, 3.47554, 3.24608, 3.26997, 3.25276, 3.24819, 3.28795, 5.26109, 3.30196, 3.24123, 3.24123, 3.24123, 3.24123, 3.24123, 3.24123, 3.28489, 3.24123, 3.24123, 3.24702
2.20002, 0, 6.36236, 3.32598, 1.41421, -6.36236, 8.5887e-10, 3.32599, 3.5603, 3.33083, 3.35472, 3.33751, 3.33393, 3.37487, 5.9199, 3.37757, 3.32598, 3.32598, 3.32598, 3.32598, 3.32598, 3.32598, 3.37437, 3.32598, 3.32598, 3.33218
2.2079, 10, 7.13544, 3.41181, 3.4641, 2.86456, 4.76733e-10, 3.41181, 3.64612, 3.41665, 3.44055, 3.42333, 3.42079, 3.46291, 6.69151, 3.45532, 3.41181, 3.41181, 3.41181, 3.41181, 3.41181, 3.41181, 3.46608, 3.41181, 3.41181, 3.41843
2.21579, 6, 8.0262, 3.4987, 2.82843, -2.0262, 2.60828e-10, 3.49871, 3.73302, 3.50355, 3.52745, 3.51023, 3.50874, 3.55206, 7.5783, 3.53506, 3.4987, 3.4987, 3.4987, 3.4987, 3.4987, 3.4987, 3.56033, 3.4987, 3.4987, 3.50578
2.22367, 10, 9.03106, 3.58665, 3.4641, 0.968945, 1.40634e-10, 3.58666, 3.82097, 3.5915, 3.6154, 3.59818, 3.59773, 3.64231, 8.57644, 3.6167, 3.58665, 3.58665, 3.58665, 3.58665, 3.58665, 3.58665, 3.6575, 3.58665, 3.58665, 3.5942
2.23156, 22, 10.1388, 3.67564, 4.89898, 11.8612, 7.47298e-11, 3.67565, 3.90996, 3.68049, 3.70439, 3.68717, 3.68771, 3.73363, 9.67441, 3.70017, 3.67564, 3.67564, 3.67564, 3.67564, 3.67564, 3.67564, 3.758, 3.67564, 3.67564, 3.68369
2.23945, 26, 11.3304, 3.76566, 5.2915, 14.6696, 3.9108e-11, 3.76567, 3.99998, 3.77051, 3.79441, 3.77719, 3.77863, 3.82603, 10.8527, 3.78541, 3.76566, 3.76566, 3.76566, 3.76566, 3.76566, 3.76566, 3.86229, 3.76566, 3.76566, 3.77424
2.24733, 24, 12.5781, 3.8567, 5.09902, 11.4219, 2.01338e-11, 3.8567, 4.09102, 3.86155, 3.88544, 3.86823, 3.87043, 3.91947, 12.0832, 3.87237, 3.8567, 3.8567, 3.8567, 3.8567, 3.8567, 3.8567, 3.97083, 3.8567, 3.8567, 3.86582
2.25522, 14, 13.8467, 3.94873, 4, 0.153321, 1.01776e-11, 3.94874, 4.18305, 3.95358, 3.97748, 3.96026, 3.96305, 4.01396, 13.3304, 3.96098, 3.94873, 3.94873, 3.94873, 3.94873, 3.94873, 3.94873, 4.08408, 3.94873, 3.94873, 3.95842
2.2631, 18, 15.0948, 4.04176, 4.47214, 2.90515, 5.03015e-12, 4.04176, 4.27607, 4.0466, 4.0705, 4.05328, 4.05646, 4.10946, 14.5526, 4.05118, 4.04176, 4.04176, 4.04176, 4.04176, 4.04176, 4.04176, 4.20241, 4.04176, 4.04176, 4.05203
2.27099, 20, 16.2773, 4.13575, 4.69042, 3.72265, 2.4148e-12, 4.13575, 4.37006, 4.14059, 4.16449, 4.14727, 4.15063, 4.20598, 15.7044, 4.14288, 4.13575, 4.13575, 4.13575, 4.13575, 4.13575, 4.13575, 4.32609, 4.13575, 4.13575, 4.14663
2.27888, 16, 17.348, 4.2307, 4.24264, -1.34804, 1.18963e-12, 4.2307, 4.46501, 4.23554, 4.25944, 4.24222, 4.24552, 4.30348, 16.7396, 4.23601, 4.2307, 4.2307, 4.2307, 4.2307, 4.2307, 4.2307, 4.45523, 4.2307, 4.2307, 4.24221
2.28676, 24, 18.2632, 4.32658, 5.09902, 5.73682, 5.45133e-13, 4.32659, 4.5609, 4.33143, 4.35533, 4.33811, 4.34113, 4.40196, 17.6147, 4.33048, 4.32658, 4.32658, 4.32658, 4.32658, 4.32658, 4.32658, 4.5897, 4.32658, 4.32658, 4.33873
2.29465, 18, 18.9849, 4.42339, 4.47214, -0.984867, 2.38055e-13, 4.4234, 4.65771, 4.42824, 4.45214, 4.43492, 4.43744, 4.5014, 18.292, 4.4262, 4.42339, 4.42339, 4.42339, 4.42339, 4.42339, 4.42339, 4.72914, 4.42339, 4.42339, 4.43621
2.30253, 30, 19.484, 4.52111, 5.65685, 10.516, 9.75596e-14, 4.52112, 4.75543, 4.52596, 4.54986, 4.53264, 4.53448, 4.60179, 18.7432, 4.5231, 4.52111, 4.52111, 4.52111, 4.52111, 4.52111, 4.52111, 4.87289, 4.52111, 4.52111, 4.53461
2.31042, 36, 19.7426, 4.61972, 6.16441, 16.2574, 3.67973e-14, 4.61972, 4.85403, 4.62456, 4.64846, 4.63124, 4.63225, 4.7031, 18.9514, 4.6211, 4.61972, 4.61972, 4.61972, 4.61972, 4.61972, 4.61972, 5.01999, 4.61972, 4.61972, 4.63391
2.31831, 36, 19.7555, 4.71919, 6.16441, 16.2445, 1.3002e-14, 4.7192, 4.95351, 4.72404, 4.74794, 4.73072, 4.73077, 4.80533, 18.9125, 4.72014, 4.71919, 4.71919, 4.71919, 4.71919, 4.71919, 4.71919, 5.16922, 4.71919, 4.71919, 4.7341
2.32619, 32, 19.5307, 4.81952, 5.83095, 12.4693, 4.14609e-15, 4.81952, 5.05384, 4.82437, 4.84826, 4.83105, 4.83006, 4.90848, 18.6359, 4.82016, 4.81952, 4.81952, 4.81952, 4.81952, 4.81952, 4.81952, 5.31912, 4.81952, 4.81952, 4.83516
2.33408, 18, 19.0884, 4.92068, 4.47214, -1.08838, 1.16684e-15, 4.92068, 5.15499, 4.92553, 4.94942, 4.9322, 4.93014, 5.01255, 18.1434, 4.9211, 4.92068, 4.92068, 4.92068, 4.92068, 4.92068, 4.92068, 5.4681, 4.92068, 4.92068, 4.93706
2.34196, 14, 18.4593, 5.02265, 4, -4.45934, 2.77603e-16, 5.02265, 5.25696, 5.02749, 5.05139, 5.03417, 5.03103, 5.11757, 17.4673, 5.02292, 5.02265, 5.02265, 5.02265, 5.02265, 5.02265, 5.02265, 5.61451, 5.02265, 5.02265, 5.03979
2.34985, 28, 17.6822, 5.12541, 5.47723, 10.3178, 6.45329e-17, 5.12541, 5.35972, 5.13026, 5.15415, 5.13694, 5.13275, 5.22362, 16.6478, 5.12559, 5.12541, 5.12541, 5.12541, 5.12541, 5.12541, 5.12541, 5.75675, 5.12541, 5.12541, 5.14334
2.35774, 12, 16.8007, 5.22894, 3.74166, -4.80069, 1.3306e-17, 5.22894, 5.46326, 5.23379, 5.25768, 5.24047, 5.2353, 5.3308, 15.7297, 5.22905, 5.22894, 5.22894, 5.22894, 5.22894, 5.22894, 5.22894, 5.89342, 5.22894, 5.22894, 5.24766
2.36562, 16, 15.8598, 5.33321, 4.24264, 0.140232, 2.4197e-18, 5.33321, 5.56752, 5.33806, 5.36195, 5.34473, 5.33866, 5.43933, 14.759, 5.33328, 5.33321, 5.33321, 5.33321, 5.33321, 5.33321, 5.33321, 6.02337, 5.33321, 5.33321, 5.35274
2.37351, 14, 14.903, 5.43821, 4, -0.902987, 3.83944e-19, 5.43821, 5.67252, 5.44305, 5.46695, 5.44973, 5.44285, 5.54959, 13.7795, 5.43825, 5.43821, 5.43821, 5.43821, 5.43821, 5.43821, 5.43821, 6.14587, 5.43821, 5.43821, 5.45857
2.38139, 14, 13.9699, 5.5439, 4, 0.030118, 5.1444e-20, 5.5439, 5.77821, 5.54875, 5.57264, 5.55543, 5.54783, 5.66218, 12.8303, 5.54393, 5.5439, 5.5439, 5.5439, 5.5439, 5.5439, 5.5439, 6.26056, 5.5439, 5.5439, 5.5651
2.38928, 8, 13.0937, 5.65027, 3.16228, -5.09374, 5.08148e-21, 5.65028, 5.88459, 5.65512, 5.67901, 5.6618, 5.65359, 5.77804, 11.9438, 5.65029, 5.65027, 5.65027, 5.65027, 5.65027, 5.65027, 5.65027, 6.36759, 5.65027, 5.65027, 5.67233
2.39717, 8, 12.3008, 5.7573, 3.16228, -4.3008, 1.29596e-22, 5.7573, 5.99161, 5.76214, 5.78604, 5.76882, 5.7601, 5.89863, 11.1441, 5.75731, 5.7573, 5.7573, 5.7573, 5.7573, 5.7573, 5.7573, 6.46751, 5.7573, 5.7573, 5.78023
2.40505, 4, 11.6098, 5.86495, 2.44949, -7.60981, 3.92585e-24, 5.86496, 6.09927, 5.8698, 5.8937, 5.87648, 5.86733, 6.02612, 10.4467, 5.86496, 5.86495, 5.86495, 5.86495, 5.86495, 5.86495, 5.86495, 6.56127, 5.86495, 5.86495, 5.88877
2.41294, 18, 11.0326, 5.97322, 4.47214, 6.96743, 2.11889e-26, 5.97322, 6.20753, 5.97806, 6.00196, 5.98475, 5.97526, 6.16362, 9.85908, 5.97322, 5.97322, 5.97322, 5.97322, 5.97322, 5.97322, 5.97322, 6.6501, 5.97322, 5.97322, 5.99793
2.42082, 10, 10.5751, 6.08208, 3.4641, -0.575093, 0, 6.08208, 6.31639, 6.08692, 6.11082, 6.09361, 6.08384, 6.3156, 9.38131, 6.08208, 6.08208, 6.08208, 6.08208, 6.08208, 6.08208, 6.08208, 6.73549, 6.08208, 6.08208, 6.1077
2.42871, 6, 10.2392, 6.19151, 2.82843, -4.23918, 0, 6.19151, 6.42582, 6.19635, 6.22025, 6.20304, 6.19306, 6.48817, 9.00743, 6.19151, 6.19151, 6.19151, 6.19151, 6.19151, 6.19151, 6.19151, 6.81903, 6.19151, 6.19151, 6.21806
2.4366, 6, 10.0243, 6.30149, 2.82843, -4.02435, 0, 6.3015, 6.53581, 6.30634, 6.33024, 6.31304, 6.30289, 6.68951, 8.72712, 6.30149, 6.30149, 6.30149, 6.30149, 6.30149, 6.30149, 6.30149, 6.90235, 6.30149, 6.30149, 6.32898
2.44448, 8, 9.92976, 6.41203, 3.16228, -1.92976, 0, 6.41204, 6.64635, 6.41688, 6.44078, 6.4236, 6.41331, 6.93034, 8.52717, 6.41203, 6.41203, 6.41203, 6.41203, 6.41203, 6.41203, 6.41203, 6.98713, 6.41203, 6.41203, 6.44047
2.45237, 6, 9.95615, 6.5231, 2.82843, -3.95615, 0, 6.52311, 6.75742, 6.52795, 6.55185, 6.53469, 6.52429, 7.22413, 8.39314, 6.5231, 6.5231, 6.5231, 6.5231, 6.5231, 6.5231, 6.5231, 7.075, 6.5231, 6.5231, 6.5525
2.46025, 10, 10.1074, 6.6347, 3.4641, -0.107384, 0, 6.63471, 6.86902, 6.63955, 6.66344, 6.64632, 6.63582, 7.58745, 8.31059, 6.6347, 6.6347, 6.6347, 6.6347, 6.6347, 6.6347, 6.6347, 7.16772, 6.6347, 6.6347, 6.66508
2.46814, 2, 10.3916, 6.74682, 2, -8.39161, 0, 6.74683, 6.98114, 6.75167, 6.77556, 6.7585, 6.7479, 8.03989, 8.26611, 6.74682, 6.74682, 6.74682, 6.74682, 6.74682, 6.74682, 6.74682, 7.26723, 6.74682, 6.74682, 6.77818
2.47603, 18, 10.8219, 6.85944, 4.47214, 7.17813, 0, 6.85945, 7.09376, 6.86429, 6.88819, 6.8712, 6.86049, 8.6037, 8.24809, 6.85944, 6.85944, 6.85944, 6.85944, 6.85944, 6.85944, 6.85944, 7.3759, 6.85944, 6.85944, 6.8918
2.48391, 10, 11.4161, 6.97258, 3.4641, -1.41613, 0, 6.97258, 7.20689, 6.97742, 7.00132, 6.98445, 6.9736, 9.30317, 8.24712, 6.97258, 6.97258, 6.97258, 6.97258, 6.97258, 6.97258, 6.97258, 7.49682, 6.97258, 6.97258, 7.00595
2.4918, 14, 12.1965, 7.08621, 4, 1.80347, 0, 7.08621, 7.32052, 7.09105, 7.11495, 7.09825, 7.08721, 10.1633, 8.25612, 7.08621, 7.08621, 7.08621, 7.08621, 7.08621, 7.08621, 7.08621, 7.63417, 7.08621, 7.08621, 7.1206
2.49968, 4, 13.188, 7.20033, 2.44949, -9.18804, 0, 7.20033, 7.43464, 7.20517, 7.22907, 7.21262, 7.20132, 11.2081, 8.27029, 7.20033, 7.20033, 7.20033, 7.20033, 7.20033, 7.20033, 7.20033, 7.79367, 7.20033, 7.20033, 7.23575
2.50757, 16, 14.4165, 7.31493, 4.24264, 1.58354, 0, 7.31494, 7.54925, 7.31978, 7.34367, 7.32757, 7.31592, 12.4584, 8.28683, 7.31493, 7.31493, 7.31493, 7.31493, 7.31493, 7.31493, 7.31493, 7.98305, 7.31493, 7.31493, 7.3514
2.51546, 12, 15.906, 7.43001, 3.74166, -3.90596, 0, 7.43001, 7.66432, 7.43486, 7.45875, 7.44314, 7.43099, 13.9292, 8.30462, 7.43001, 7.43001, 7.43001, 7.43001, 7.43001, 7.43001, 7.43001, 8.21257, 7.43001, 7.43001, 7.46754
2.52334, 8, 17.6763, 7.54555, 3.16228, -9.67629, 0, 7.54556, 7.77987, 7.5504, 7.5743, 7.55937, 7.54653, 15.6268, 8.32376, 7.54555, 7.54555, 7.54555, 7.54555, 7.54555, 7.54555, 7.54555, 8.49548, 7.54555, 7.54555, 7.58417
2.53123, 22, 19.7399, 7.66154, 4.89898, 2.26011, 0, 7.66154, 7.89585, 7.66638, 7.69028, 7.67629, 7.66251, 17.5461, 8.3452, 7.66154, 7.66154, 7.66154, 7.66154, 7.66154, 7.66154, 7.66154, 8.8483, 7.66154, 7.66154, 7.70126
2.53911, 18, 22.0996, 7.77796, 4.47214, -4.09958, 0, 7.77796, 8.01227, 7.7828, 7.8067, 7.79398, 7.77893, 19.6684, 8.3703, 7.77796, 7.77796, 7.77796, 7.77796, 7.77796, 7.77796, 7.77796, 9.29103, 7.77796, 7.77796, 7.81882
2.547, 22, 24.7461, 7.8948, 4.89898, -2.74606, 0, 7.8948, 8.12911, 7.89964, 7.92354, 7.91253, 7.89577, 21.9595, 8.40059, 7.8948, 7.8948, 7.8948, 7.8948, 7.8948, 7.8948, 7.8948, 9.84691, 7.8948, 7.8948, 7.93687
2.55488, 16, 27.6568, 8.01203, 4.24264, -11.6568, 0, 8.01204, 8.24635, 8.01688, 8.04078, 8.03207, 8.01301, 24.3694, 8.43745, 8.01203, 8.01203, 8.01203, 8.01203, 8.01203, 8.01203, 8.01204, 10.5418, 8.01203, 8.01203, 8.05543
2.56277, 24, 30.7958, 8.12965, 5.09902, -6.79578, 0, 8.12965, 8.36396, 8.1345, 8.15839, 8.15275, 8.13062, 26.8333, 8.48196, 8.12965, 8.12965, 8.12965, 8.12965, 8.12965, 8.12965, 8.12965, 11.403, 8.12965, 8.12965, 8.17453
2.57066, 28, 34.1138, 8.24763, 5.47723, -6.11377, 0, 8.24763, 8.48194, 8.25247, 8.27637, 8.27478, 8.2486, 29.2737, 8.53484, 8.24763, 8.24763, 8.24763, 8.24763, 8.24763, 8.24763, 8.24763, 12.4578, 8.24763, 8.24763, 8.29428
2.57854, 48, 37.5503, 8.36594, 7.07107, 10.4497, 0, 8.36594, 8.60025, 8.37078, 8.39468, 8.39843, 8.36691, 31.6045, 8.59639, 8.36594, 8.36594, 8.36594, 8.36594, 8.36594, 8.36594, 8.36594, 13.7311, 8.36594, 8.36594, 8.41484
2.58643, 60, 41.0359, 8.48456, 7.87401, 18.9641, 0, 8.48457, 8.71888, 8.48941, 8.51331, 8.52403, 8.48553, 33.7359, 8.66654, 8.48456, 8.48456, 8.48456, 8.48456, 8.48456, 8.48456, 8.48456, 15.2423, 8.48456, 8.48456, 8.53648
2.59431, 26, 44.4956, 8.60349, 5.2915, -18.4956, 0, 8.60349, 8.8378, 8.60833, 8.63223, 8.652, 8.60446, 35.5808, 8.7449, 8.60349, 8.60349, 8.60349, 8.60349, 8.60349, 8.60349, 8.60349, 17.0032, 8.60349, 8.60349, 8.65965
2.6022, 50, 47.8513, 8.72268, 7.2111, 2.14873, 0, 8.72269, 8.957, 8.72753, 8.75143, 8.78284, 8.72365, 37.0605, 8.83082, 8.72268, 8.72268, 8.72268, 8.72268, 8.72268, 8.72268, 8.72268, 19.0139, 8.72268, 8.72268, 8.78501
2.61009, 62, 51.0265, 8.84213, 8, 10.9735, 0, 8.84213, 9.07644, 8.84698, 8.87087, 8.91714, 8.8431, 38.1112, 8.9235, 8.84213, 8.84213, 8.84213, 8.84213, 8.84213, 8.84213, 8.84213, 21.2607, 8.84213, 8.84213, 8.91358
2.61797, 54, 53.9483, 8.96181, 7.48331, 0.0516624, 0, 8.96182, 9.19613, 8.96666, 8.99056, 9.05557, 8.96278, 38.6887, 9.02207, 8.96181, 8.96181, 8.96181, 8.96181, 8.96181, 8.96181, 8.96181, 23.7135, 8.96181, 8.96181, 9.04685
2.62586, 90, 56.5504, 9.0817, 9.59166, 33.4496, 0, 9.0817, 9.31601, 9.08655, 9.11044, 9.19883, 9.08267, 38.7722, 9.12561, 9.0817, 9.0817, 9.0817, 9.0817, 9.0817, 9.0817, 9.0817, 26.3248, 9.0817, 9.0817, 9.18688
2.63374, 64, 58.7757, 9.20178, 8.12404, 5.22435, 0, 9.20179, 9.4361, 9.20663, 9.23053, 9.34768, 9.20275, 38.366, 9.23328, 9.20178, 9.20178, 9.20178, 9.20178, 9.20178, 9.20178, 9.20178, 29.0303, 9.20178, 9.20178, 9.33661
2.64163, 76, 60.577, 9.32203, 8.83176, 15.423, 0, 9.32203, 9.55634, 9.32687, 9.35077, 9.50284, 9.323, 37.4987, 9.34426, 9.32203, 9.32203, 9.32203, 9.32203, 9.32203, 9.32203, 9.32203, 31.7505, 9.32203, 9.32203, 9.49993
2.64952, 58, 61.9196, 9.44242, 7.74597, -3.91959, 0, 9.44242, 9.67673, 9.44726, 9.47116, 9.66492, 9.44339, 36.2216, 9.45786, 9.44242, 9.44242, 9.44242, 9.44242, 9.44242, 9.44242, 9.44242, 34.394, 9.44242, 9.44242, 9.68201
2.6574, 90, 62.7812, 9.56292, 9.59166, 27.2188, 0, 9.56293, 9.79724, 9.56777, 9.59167, 9.8344, 9.5639, 34.6037, 9.57348, 9.56292, 9.56292, 9.56292, 9.56292, 9.56292, 9.56292, 9.56292, 36.863, 9.56292, 9.56292, 9.88939
2.66529, 72, 63.1535, 9.68354, 8.60233, 8.84651, 0, 9.68354, 9.91785, 9.68838, 9.71228, 10.0115, 9.68451, 32.7269, 9.69065, 9.68354, 9.68354, 9.68354, 9.68354, 9.68354, 9.68354, 9.68354, 39.0595, 9.68354, 9.68354, 10.1302
2.67317, 68, 63.0428, 9.80421, 8.3666, 4.95721, 0, 9.80422, 10.0385, 9.80906, 9.83296, 10.196, 9.80519, 30.6801, 9.80892, 9.80421, 9.80421, 9.80421, 9.80421, 9.80421, 9.80421, 9.80422, 40.8914, 9.80421, 9.80421, 10.4142
2.68106, 62, 62.4704, 9.92493, 8, -0.470444, 0, 9.92494, 10.1592, 9.92978, 9.95367, 10.3875, 9.92591, 28.5529, 9.928, 9.92493, 9.92493, 9.92493, 9.92493, 9.92493, 9.92493, 9.92493, 42.2802, 9.92493, 9.92493, 10.7527
2.68895, 66, 61.473, 10.0457, 8.24621, 4.52699, 0, 10.0457, 10.28, 10.0505, 10.0744, 10.5849, 10.0466, 26.4295, 10.0476, 10.0457, 10.0457, 10.0457, 10.0457, 10.0457, 10.0457, 10.0457, 43.1665, 10.0457, 10.0457, 11.1583
2.69683, 62, 60.102, 10.1664, 8, 1.898, 0, 10.1664, 10.4007, 10.1712, 10.1951, 10.7866, 10.1673, 24.3851, 10.1676, 10.1664, 10.1664, 10.1664, 10.1664, 10.1664, 10.1664, 10.1664, 43.515, 10.1664, 10.1664, 11.6442
2.70472, 76, 58.422, 10.287, 8.83176, 17.578, 0, 10.287, 10.5213, 10.2919, 10.3158, 10.9908, 10.288, 22.4817, 10.2878, 10.287, 10.287, 10.287, 10.287, 10.287, 10.287, 10.287, 43.3171, 10.287, 10.287, 12.2238
2.7126, 64, 56.509, 10.4076, 8.12404, 7.49104, 0, 10.4076, 10.6419, 10.4124, 10.4363, 11.1948, 10.4086, 20.7662, 10.408, 10.4076, 10.4076, 10.4076, 10.4076, 10.4076, 10.4076, 10.4076, 42.5917, 10.4076, 10.4076, 12.9096
2.72049, 70, 54.4464, 10.528, 8.48528, 15.5536, 0, 10.528, 10.7623, 10.5328, 10.5567, 11.3959, 10.529, 19.2702, 10.5283, 10.528, 10.528, 10.528, 10.528, 10.528, 10.528, 10.528, 41.3836, 10.528, 10.528, 13.7113
2.72838, 62, 52.3206, 10.6482, 8, 9.67941, 0, 10.6482, 10.8825, 10.653, 10.6769, 11.5912, 10.6492, 18.0097, 10.6484, 10.6482, 10.6482, 10.6482, 10.6482, 10.6482, 10.6482, 10.6482, 39.7596, 10.6482, 10.6482, 14.6356
2.73626, 66, 50.2163, 10.7682, 8.24621, 15.7837, 0, 10.7682, 11.0025, 10.7731, 10.797, 11.7776, 10.7692, 16.9871, 10.7683, 10.7682, 10.7682, 10.7682, 10.7682, 10.7682, 10.7682, 10.7682, 37.8037, 10.7682, 10.7682, 15.6836
2.74415, 52, 48.2108, 10.888, 7.34847, 3.78917, 0, 10.888, 11.1223, 10.8928, 10.9167, 11.9522, 10.889, 16.1931, 10.888, 10.888, 10.888, 10.888, 10.888, 10.888, 10.888, 10.888, 35.6103, 10.888, 10.888, 16.85
2.75203, 74, 46.3689, 11.0074, 8.7178, 27.6311, 0, 11.0074, 11.2417, 11.0123, 11.0362, 12.1127, 11.0085, 15.6094, 11.0074, 11.0074, 11.0074, 11.0074, 11.0074, 11.0074, 11.0074, 11.0074, 33.2783, 11.0074, 11.0074, 18.1218
2.75992, 74, 44.7386, 11.1265, 8.7178, 29.2614, 0, 11.1265, 11.3608, 11.1314, 11.1553, 12.2571, 11.1276, 15.2105, 11.1266, 11.1265, 11.1265, 11.1265, 11.1265, 11.1265, 11.1265, 11.1265, 30.9036, 11.1265, 11.1265, 19.478
2.76781, 54, 43.3485, 11.2453, 7.48331, 10.6515, 0, 11.2453, 11.4796, 11.2501, 11.274, 12.3842, 11.2464, 14.9672, 11.2453, 11.2453, 11.2453, 11.2453, 11.2453, 11.2453, 11.2453, 11.2453, 28.575, 11.2453, 11.2453, 20.8889
2.77569, 60, 42.2062, 11.3636, 7.87401, 17.7938, 0, 11.3636, 11.5979, 11.3684, 11.3923, 12.4934, 11.3647, 14.8483, 11.3636, 11.3636, 11.3636, 11.3636, 11.3636, 11.3636, 11.3636, 11.3636, 26.3687, 11.3636, 11.3636, 22.3174
2.78358, 40, 41.299, 11.4814, 6.48074, -1.29903, 0, 11.4814, 11.7157, 11.4863, 11.5102, 12.5853, 11.4826, 14.8225, 11.4814, 11.4814, 11.4814, 11.4814, 11.4814, 11.4814, 11.4814, 11.4814, 24.3461, 11.4814, 11.4814, 23.7203
2.79146, 38, 40.5966, 11.5987, 6.32456, -2.59658, 0, 11.5987, 11.833, 11.6035, 11.6274, 12.6608, 11.5999, 14.8602, 11.5987, 11.5987, 11.5987, 11.5987, 11.5987, 11.5987, 11.5987, 11.5987, 22.5524, 11.5987, 11.5987, 25.0501
2.79935, 56, 40.0546, 11.7153, 7.61577, 15.9454, 0, 11.7153, 11.9496, 11.7201, 11.744, 12.7218, 11.7165, 14.9347, 11.7153, 11.7153, 11.7153, 11.7153, 11.7153, 11.7153, 11.7153, 11.7153, 21.0162, 11.7153, 11.7153, 26.2585
2.80724, 32, 39.6198, 11.831, 5.83095, -7.61982, 0, 11.831, 12.0653, 11.8359, 11.8598, 12.7704, 11.8323, 15.0231, 11.831, 11.831, 11.831, 11.831, 11.831, 11.831, 11.831, 11.831, 19.7512, 11.831, 11.831, 27.299
2.81512, 44, 39.2359, 11.9457, 6.78233, 4.76411, 0, 11.9458, 12.1801, 11.9506, 11.9745, 12.8093, 11.9471, 15.1067, 11.9457, 11.9457, 11.9457, 11.9457, 11.9457, 11.9457, 11.9457, 11.9458, 18.7576, 11.9457, 11.9457, 28.1303
2.82301, 48, 38.8484, 12.0591, 7.07107, 9.15155, 0, 12.0591, 12.2934, 12.0639, 12.0878, 12.8411, 12.0605, 15.1715, 12.0591, 12.0591, 12.0591, 12.0591, 12.0591, 12.0591, 12.0591, 12.0591, 18.0248, 12.0591, 12.0591, 28.7191
2.83089, 54, 38.41, 12.1706, 7.48331, 15.59, 0, 12.1706, 12.4049, 12.1755, 12.1994, 12.8682, 12.172, 15.2077, 12.1706, 12.1706, 12.1706, 12.1706, 12.1706, 12.1706, 12.1706, 12.1706, 17.5333, 12.1706, 12.1706, 29.0433
2.83878, 38, 37.8837, 12.2798, 6.32456, 0.116272, 0, 12.2798, 12.5141, 12.2846, 12.3085, 12.8929, 12.2812, 15.2101, 12.2798, 12.2798, 12.2798, 12.2798, 12.2798, 12.2798, 12.2798, 12.2798, 17.258, 12.2798, 12.2798, 29.0926
2.84667, 32, 37.2454, 12.3857, 5.83095, -5.2454, 0, 12.3857, 12.6201, 12.3906, 12.4145, 12.9168, 12.3873, 15.1767, 12.3857, 12.3857, 12.3857, 12.3857, 12.3857, 12.3857, 12.3857, 12.3857, 17.1696, 12.3857, 12.3857, 28.87
2.85455, 38, 36.4844, 12.4876, 6.32456, 1.51561, 0, 12.4876, 12.7219, 12.4925, 12.5164, 12.941, 12.4892, 15.1089, 12.4876, 12.4876, 12.4876, 12.4876, 12.4876, 12.4876, 12.4876, 12.4876, 17.2368, 12.4876, 12.4876, 28.391
2.86244, 22, 35.6029, 12.5842, 4.89898, -13.6029, 0, 12.5842, 12.8185, 12.589, 12.6129, 12.9658, 12.5859, 15.0101, 12.5842, 12.5842, 12.5842, 12.5842, 12.5842, 12.5842, 12.5842, 12.5842, 17.4276, 12.5842, 12.5842, 27.6823
2.87032, 30, 34.614, 12.674, 5.65685, -4.61401, 0, 12.674, 12.9083, 12.6789, 12.7027, 12.9908, 12.6758, 14.8854, 12.674, 12.674, 12.674, 12.674, 12.674, 12.674, 12.674, 12.674, 17.7106, 12.674, 12.674, 26.7795
2.87821, 20, 33.5391, 12.7555, 4.69042, -13.5391, 0, 12.7555, 12.9898, 12.7603, 12.7842, 13.0151, 12.7573, 14.7403, 12.7555, 12.7555, 12.7555, 12.7555, 12.7555, 12.7555, 12.7555, 12.7555, 18.0557, 12.7555, 12.7555, 25.7247
2.8861, 34, 32.4047, 12.8267, 6, 1.59531, 0, 12.8267, 13.061, 12.8315, 12.8554, 13.0368, 12.8286, 14.5806, 12.8267, 12.8267, 12.8267, 12.8267, 12.8267, 12.8267, 12.8267, 12.8267, 18.4351, 12.8267, 12.8267, 24.5626
2.89398, 32, 31.239, 12.8857, 5.83095, 0.760956, 0, 12.8857, 13.12, 12.8906, 12.9145, 13.0537, 12.8877, 14.4113, 12.8857, 12.8857, 12.8857, 12.8857, 12.8857, 12.8857, 12.8857, 12.8857, 18.8231, 12.8857, 12.8857, 23.3382
