   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_164.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Fe_K, Mn_K, Cr_K, Ti_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Na_K, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
11.2216, 10, 2.63235, 2.61401, 3.4641, 7.36765, 0, 2.61402, 2.61401, 2.61401, 2.61401, 2.61401, 2.61401, 2.61401, 2.61401, 2.61401, 2.61401, 2.61401, 2.61401, 2.61401, 2.61401, 2.61401, 2.61401, 2.61401, 2.63233, 2.61401
11.2294, 6, 2.62697, 2.6072, 2.82843, 3.37303, 0, 2.60722, 2.6072, 2.6072, 2.6072, 2.6072, 2.6072, 2.6072, 2.6072, 2.6072, 2.6072, 2.6072, 2.6072, 2.6072, 2.6072, 2.6072, 2.6072, 2.6072, 2.62695, 2.6072
11.2373, 6, 2.63545, 2.61421, 2.82843, 3.36455, 0, 2.61423, 2.61421, 2.61421, 2.61421, 2.61421, 2.61421, 2.61421, 2.61421, 2.61421, 2.61421, 2.61421, 2.61421, 2.61421, 2.61421, 2.61421, 2.61421, 2.61421, 2.63544, 2.61421
11.2452, 4, 2.63794, 2.61521, 2.44949, 1.36206, 0, 2.61523, 2.61521, 2.61521, 2.61521, 2.61521, 2.61521, 2.61521, 2.61521, 2.61521, 2.61521, 2.61521, 2.61521, 2.61521, 2.61521, 2.61521, 2.61521, 2.61521, 2.63792, 2.61521
11.2531, 4, 2.63508, 2.61087, 2.44949, 1.36492, 0, 2.61089, 2.61087, 2.61087, 2.61087, 2.61087, 2.61087, 2.61087, 2.61087, 2.61087, 2.61087, 2.61087, 2.61087, 2.61087, 2.61087, 2.61087, 2.61087, 2.61087, 2.63506, 2.61087
11.261, 2, 2.62952, 2.60387, 2, -0.629516, 0, 2.60389, 2.60387, 2.60387, 2.60387, 2.60387, 2.60387, 2.60387, 2.60387, 2.60387, 2.60387, 2.60387, 2.60387, 2.60387, 2.60387, 2.60387, 2.60387, 2.60387, 2.6295, 2.60387
11.2689, 10, 2.62389, 2.59689, 3.4641, 7.37611, 0, 2.5969, 2.59689, 2.59689, 2.59689, 2.59689, 2.59689, 2.59689, 2.59689, 2.59689, 2.59689, 2.59689, 2.59689, 2.59689, 2.59689, 2.59689, 2.59689, 2.59689, 2.62387, 2.59689
11.2768, 8, 2.63249, 2.60422, 3.16228, 5.36751, 0, 2.60424, 2.60422, 2.60422, 2.60422, 2.60422, 2.60422, 2.60422, 2.60422, 2.60422, 2.60422, 2.60422, 2.60422, 2.60422, 2.60422, 2.60422, 2.60422, 2.60422, 2.63247, 2.60422
11.2846, 2, 2.63472, 2.60531, 2, -0.634722, 0, 2.60533, 2.60531, 2.60531, 2.60531, 2.60531, 2.60531, 2.60531, 2.60531, 2.60531, 2.60531, 2.60531, 2.60531, 2.60531, 2.60531, 2.60532, 2.60531, 2.60531, 2.6347, 2.60531
11.2925, 2, 2.63131, 2.6009, 2, -0.631311, 0, 2.60092, 2.6009, 2.6009, 2.6009, 2.6009, 2.6009, 2.6009, 2.6009, 2.6009, 2.6009, 2.6009, 2.6009, 2.6009, 2.6009, 2.6009, 2.6009, 2.6009, 2.63129, 2.6009
11.3004, 8, 2.625, 2.59374, 3.16228, 5.375, 0, 2.59376, 2.59374, 2.59374, 2.59374, 2.59374, 2.59374, 2.59374, 2.59374, 2.59374, 2.59374, 2.59374, 2.59374, 2.59374, 2.59374, 2.59374, 2.59374, 2.59374, 2.62498, 2.59374
11.3083, 2, 2.61854, 2.58659, 2, -0.618536, 0, 2.58661, 2.58659, 2.58659, 2.58659, 2.58659, 2.58659, 2.58659, 2.58659, 2.58659, 2.58659, 2.58659, 2.58659, 2.58659, 2.58659, 2.58659, 2.58659, 2.58659, 2.61852, 2.58659
11.3162, 0, 2.62667, 2.59421, 1.41421, -2.62667, 0, 2.59423, 2.59421, 2.59421, 2.59421, 2.59421, 2.59421, 2.59421, 2.59421, 2.59421, 2.59421, 2.59421, 2.59421, 2.59421, 2.59421, 2.59421, 2.59421, 2.59421, 2.62665, 2.59421
11.3241, 8, 2.62817, 2.59537, 3.16228, 5.37183, 0, 2.59539, 2.59537, 2.59537, 2.59537, 2.59537, 2.59537, 2.59537, 2.59537, 2.59537, 2.59537, 2.59537, 2.59537, 2.59537, 2.59537, 2.59537, 2.59537, 2.59537, 2.62815, 2.59537
11.332, 2, 2.62386, 2.59088, 2, -0.623863, 0, 2.59091, 2.59088, 2.59088, 2.59088, 2.59088, 2.59088, 2.59088, 2.59088, 2.59088, 2.59088, 2.59088, 2.59088, 2.59088, 2.59088, 2.59088, 2.59088, 2.59088, 2.62384, 2.59088
11.3398, 6, 2.61658, 2.58358, 2.82843, 3.38342, 0, 2.5836, 2.58358, 2.58358, 2.58358, 2.58358, 2.58358, 2.58358, 2.58358, 2.58358, 2.58358, 2.58358, 2.58358, 2.58358, 2.58358, 2.58358, 2.58358, 2.58358, 2.61655, 2.58358
11.3477, 0, 2.60916, 2.57628, 1.41421, -2.60916, 0, 2.5763, 2.57628, 2.57628, 2.57628, 2.57628, 2.57628, 2.57628, 2.57628, 2.57628, 2.57628, 2.57628, 2.57628, 2.57628, 2.57628, 2.57628, 2.57628, 2.57628, 2.60914, 2.57628
11.3556, 6, 2.61682, 2.58417, 2.82843, 3.38318, 0, 2.58419, 2.58417, 2.58417, 2.58417, 2.58417, 2.58417, 2.58417, 2.58417, 2.58417, 2.58417, 2.58417, 2.58417, 2.58417, 2.58417, 2.58417, 2.58417, 2.58417, 2.61679, 2.58417
11.3635, 2, 2.61773, 2.58541, 2, -0.61773, 0, 2.58544, 2.58541, 2.58541, 2.58541, 2.58541, 2.58541, 2.58541, 2.58541, 2.58541, 2.58541, 2.58541, 2.58541, 2.58541, 2.58541, 2.58541, 2.58541, 2.58541, 2.6177, 2.58541
11.3714, 2, 2.61278, 2.58086, 2, -0.612778, 0, 2.58089, 2.58086, 2.58086, 2.58086, 2.58086, 2.58086, 2.58086, 2.58086, 2.58086, 2.58086, 2.58086, 2.58086, 2.58086, 2.58086, 2.58086, 2.58086, 2.58086, 2.61275, 2.58086
11.3793, 4, 2.6049, 2.57342, 2.44949, 1.3951, 0, 2.57344, 2.57342, 2.57342, 2.57342, 2.57342, 2.57342, 2.57342, 2.57342, 2.57342, 2.57342, 2.57342, 2.57342, 2.57342, 2.57342, 2.57342, 2.57342, 2.57342, 2.60487, 2.57342
11.3872, 6, 2.59703, 2.56598, 2.82843, 3.40297, 0, 2.56601, 2.56598, 2.56598, 2.56598, 2.56598, 2.56598, 2.56598, 2.56598, 2.56598, 2.56598, 2.56598, 2.56598, 2.56598, 2.56598, 2.56598, 2.56598, 2.56598, 2.597, 2.56598
11.395, 6, 2.60485, 2.57421, 2.82843, 3.39515, 0, 2.57424, 2.57421, 2.57421, 2.57421, 2.57421, 2.57421, 2.57421, 2.57421, 2.57421, 2.57421, 2.57421, 2.57421, 2.57421, 2.57421, 2.57421, 2.57421, 2.57421, 2.60482, 2.57421
11.4029, 2, 2.60587, 2.57556, 2, -0.605866, 0, 2.5756, 2.57556, 2.57556, 2.57556, 2.57556, 2.57556, 2.57556, 2.57556, 2.57556, 2.57556, 2.57556, 2.57556, 2.57556, 2.57556, 2.57556, 2.57556, 2.57556, 2.60583, 2.57556
11.4108, 6, 2.60099, 2.57093, 2.82843, 3.39901, 0, 2.57097, 2.57093, 2.57093, 2.57093, 2.57093, 2.57093, 2.57093, 2.57093, 2.57093, 2.57093, 2.57093, 2.57093, 2.57093, 2.57093, 2.57093, 2.57093, 2.57093, 2.60095, 2.57093
11.4187, 10, 2.59326, 2.56331, 3.4641, 7.40674, 0, 2.56335, 2.56331, 2.56331, 2.56331, 2.56331, 2.56331, 2.56331, 2.56331, 2.56331, 2.56331, 2.56331, 2.56331, 2.56331, 2.56331, 2.56331, 2.56331, 2.56331, 2.59322, 2.56331
11.4266, 2, 2.5857, 2.55571, 2, -0.585703, 0, 2.55575, 2.55571, 2.55571, 2.55571, 2.55571, 2.55571, 2.55571, 2.55571, 2.55571, 2.55571, 2.55571, 2.55571, 2.55571, 2.55571, 2.55571, 2.55571, 2.55571, 2.58566, 2.55571
11.4345, 4, 2.5948, 2.56457, 2.44949, 1.4052, 0, 2.56462, 2.56457, 2.56457, 2.56457, 2.56457, 2.56457, 2.56457, 2.56457, 2.56457, 2.56457, 2.56457, 2.56457, 2.56457, 2.56457, 2.56458, 2.56457, 2.56457, 2.59475, 2.56457
11.4424, 2, 2.59678, 2.56613, 2, -0.596784, 0, 2.56618, 2.56613, 2.56613, 2.56613, 2.56613, 2.56613, 2.56613, 2.56613, 2.56613, 2.56613, 2.56613, 2.56613, 2.56613, 2.56613, 2.56613, 2.56613, 2.56613, 2.59673, 2.56613
11.4502, 2, 2.59265, 2.56134, 2, -0.592651, 0, 2.56139, 2.56134, 2.56134, 2.56134, 2.56134, 2.56134, 2.56134, 2.56134, 2.56134, 2.56134, 2.56134, 2.56134, 2.56134, 2.56134, 2.56134, 2.56134, 2.56134, 2.59259, 2.56134
11.4581, 4, 2.5856, 2.55339, 2.44949, 1.4144, 0, 2.55345, 2.55339, 2.55339, 2.55339, 2.55339, 2.55339, 2.55339, 2.55339, 2.55339, 2.55339, 2.55339, 2.55339, 2.55339, 2.55339, 2.55339, 2.55339, 2.55339, 2.58553, 2.55339
11.466, 4, 2.57881, 2.54545, 2.44949, 1.42119, 0, 2.54552, 2.54545, 2.54545, 2.54545, 2.54545, 2.54545, 2.54545, 2.54545, 2.54545, 2.54545, 2.54545, 2.54545, 2.54545, 2.54545, 2.54545, 2.54545, 2.54545, 2.57874, 2.54545
11.4739, 2, 2.59355, 2.55879, 2, -0.593551, 0, 2.55887, 2.55879, 2.55879, 2.55879, 2.55879, 2.55879, 2.55879, 2.55879, 2.55879, 2.55879, 2.55879, 2.55879, 2.55879, 2.55879, 2.55879, 2.55879, 2.55879, 2.59347, 2.55879
11.4818, 2, 2.60103, 2.56459, 2, -0.601027, 0, 2.56467, 2.56459, 2.56459, 2.56459, 2.56459, 2.56459, 2.56459, 2.56459, 2.56459, 2.56459, 2.56459, 2.56459, 2.56459, 2.56459, 2.56459, 2.56459, 2.56459, 2.60094, 2.56459
11.4897, 2, 2.60215, 2.56374, 2, -0.602151, 0, 2.56384, 2.56374, 2.56374, 2.56374, 2.56374, 2.56374, 2.56374, 2.56374, 2.56374, 2.56374, 2.56374, 2.56374, 2.56374, 2.56374, 2.56374, 2.56374, 2.56374, 2.60205, 2.56374
11.4976, 2, 2.60027, 2.55957, 2, -0.600267, 0, 2.55969, 2.55957, 2.55957, 2.55957, 2.55957, 2.55957, 2.55957, 2.55957, 2.55957, 2.55957, 2.55957, 2.55957, 2.55957, 2.55957, 2.55957, 2.55957, 2.55957, 2.60014, 2.55957
11.5055, 2, 2.59873, 2.5554, 2, -0.598728, 0, 2.55555, 2.5554, 2.5554, 2.5554, 2.5554, 2.5554, 2.5554, 2.5554, 2.5554, 2.5554, 2.5554, 2.5554, 2.5554, 2.5554, 2.5554, 2.5554, 2.5554, 2.59858, 2.5554
11.5133, 4, 2.61381, 2.56747, 2.44949, 1.38619, 0, 2.56765, 2.56747, 2.56747, 2.56747, 2.56747, 2.56747, 2.56747, 2.56747, 2.56747, 2.56747, 2.56747, 2.56747, 2.56747, 2.56747, 2.56747, 2.56747, 2.56747, 2.61363, 2.56747
11.5212, 10, 2.62261, 2.57282, 3.4641, 7.37739, 0, 2.57304, 2.57282, 2.57282, 2.57282, 2.57282, 2.57282, 2.57282, 2.57282, 2.57282, 2.57282, 2.57282, 2.57282, 2.57282, 2.57282, 2.57282, 2.57282, 2.57282, 2.62239, 2.57282
11.5291, 0, 2.62605, 2.57229, 1.41421, -2.62605, 0, 2.57257, 2.57229, 2.57229, 2.57229, 2.57229, 2.57229, 2.57229, 2.57229, 2.57229, 2.57229, 2.57229, 2.57229, 2.57229, 2.57229, 2.57229, 2.57229, 2.57229, 2.62577, 2.57229
11.537, 0, 2.62716, 2.56883, 1.41421, -2.62716, 0, 2.56918, 2.56883, 2.56883, 2.56883, 2.56883, 2.56883, 2.56883, 2.56883, 2.56883, 2.56883, 2.56883, 2.56883, 2.56883, 2.56883, 2.56883, 2.56883, 2.56883, 2.62682, 2.56883
11.5449, 4, 2.62902, 2.56537, 2.44949, 1.37098, 0, 2.56581, 2.56537, 2.56537, 2.56537, 2.56537, 2.56537, 2.56537, 2.56537, 2.56537, 2.56537, 2.56537, 2.56537, 2.56537, 2.56537, 2.56537, 2.56537, 2.56537, 2.62857, 2.56537
11.5528, 8, 2.6462, 2.57633, 3.16228, 5.3538, 0, 2.57691, 2.57633, 2.57633, 2.57633, 2.57633, 2.57633, 2.57633, 2.57633, 2.57633, 2.57633, 2.57633, 2.57633, 2.57633, 2.57633, 2.57633, 2.57633, 2.57633, 2.64562, 2.57633
11.5607, 6, 2.65815, 2.581, 2.82843, 3.34185, 0, 2.58175, 2.581, 2.581, 2.581, 2.581, 2.581, 2.581, 2.581, 2.581, 2.581, 2.581, 2.581, 2.581, 2.581, 2.581, 2.581, 2.581, 2.6574, 2.581
11.5685, 4, 2.66591, 2.58018, 2.44949, 1.33409, 0, 2.58116, 2.58018, 2.58018, 2.58018, 2.58018, 2.58018, 2.58018, 2.58018, 2.58018, 2.58018, 2.58018, 2.58018, 2.58018, 2.58018, 2.58018, 2.58018, 2.58018, 2.66493, 2.58018
11.5764, 8, 2.67246, 2.57662, 3.16228, 5.32754, 0, 2.5779, 2.57662, 2.57662, 2.57662, 2.57662, 2.57662, 2.57662, 2.57662, 2.57662, 2.57662, 2.57662, 2.57662, 2.57662, 2.57662, 2.57662, 2.57662, 2.57662, 2.67118, 2.57662
11.5843, 2, 2.68082, 2.57307, 2, -0.680821, 0, 2.57474, 2.57307, 2.57307, 2.57307, 2.57307, 2.57307, 2.57307, 2.57307, 2.57307, 2.57307, 2.57307, 2.57307, 2.57307, 2.57307, 2.57307, 2.57307, 2.57307, 2.67915, 2.57307
11.5922, 2, 2.70528, 2.58351, 2, -0.705275, 0, 2.58568, 2.58351, 2.58351, 2.58351, 2.58351, 2.58351, 2.58351, 2.58351, 2.58351, 2.58351, 2.58351, 2.58351, 2.58351, 2.58351, 2.58351, 2.58351, 2.58351, 2.7031, 2.58351
11.6001, 2, 2.72621, 2.588, 2, -0.726209, 0, 2.59082, 2.588, 2.588, 2.588, 2.588, 2.588, 2.588, 2.588, 2.588, 2.588, 2.588, 2.588, 2.588, 2.588, 2.588, 2.588, 2.588, 2.72339, 2.588
11.608, 4, 2.74472, 2.58732, 2.44949, 1.25528, 0, 2.59096, 2.58732, 2.58732, 2.58732, 2.58732, 2.58732, 2.58732, 2.58732, 2.58732, 2.58732, 2.58732, 2.58732, 2.58732, 2.58732, 2.58732, 2.58732, 2.58732, 2.74108, 2.58732
11.6159, 8, 2.76372, 2.58405, 3.16228, 5.23628, 0, 2.58874, 2.58405, 2.58405, 2.58405, 2.58405, 2.58405, 2.58405, 2.58405, 2.58405, 2.58405, 2.58405, 2.58405, 2.58405, 2.58405, 2.58405, 2.58405, 2.58405, 2.75903, 2.58405
11.6237, 4, 2.78614, 2.58079, 2.44949, 1.21386, 0, 2.58679, 2.58079, 2.58079, 2.58079, 2.58079, 2.58079, 2.58079, 2.58079, 2.58079, 2.58079, 2.58079, 2.58079, 2.58079, 2.58079, 2.58079, 2.58079, 2.58079, 2.78013, 2.58079
11.6316, 4, 2.82473, 2.59, 2.44949, 1.17527, 0, 2.59765, 2.59, 2.59, 2.59, 2.59, 2.59, 2.59, 2.59, 2.59, 2.59, 2.59, 2.59, 2.59, 2.59, 2.59, 2.59, 2.59, 2.81709, 2.59
11.6395, 6, 2.86173, 2.59363, 2.82843, 3.13827, 0, 2.60331, 2.59363, 2.59363, 2.59363, 2.59363, 2.59363, 2.59363, 2.59363, 2.59363, 2.59363, 2.59363, 2.59363, 2.59363, 2.59363, 2.59363, 2.59363, 2.59363, 2.85204, 2.59363
11.6474, 2, 2.89806, 2.59241, 2, -0.89806, 0, 2.6046, 2.59241, 2.59241, 2.59241, 2.59241, 2.59241, 2.59241, 2.59241, 2.59241, 2.59241, 2.59241, 2.59241, 2.59241, 2.59241, 2.59241, 2.59241, 2.59241, 2.88587, 2.59241
11.6553, 6, 2.93631, 2.58877, 2.82843, 3.06369, 0, 2.60401, 2.58877, 2.58877, 2.58877, 2.58877, 2.58877, 2.58877, 2.58877, 2.58877, 2.58877, 2.58877, 2.58877, 2.58877, 2.58877, 2.58877, 2.58877, 2.58877, 2.92107, 2.58877
11.6632, 4, 2.97899, 2.58513, 2.44949, 1.02101, 0, 2.60407, 2.58513, 2.58513, 2.58513, 2.58513, 2.58513, 2.58513, 2.58513, 2.58513, 2.58513, 2.58513, 2.58513, 2.58513, 2.58513, 2.58513, 2.58513, 2.58513, 2.96004, 2.58513
11.6711, 10, 3.03847, 2.59391, 3.4641, 6.96153, 0, 2.61729, 2.59391, 2.59391, 2.59391, 2.59391, 2.59391, 2.59391, 2.59391, 2.59391, 2.59391, 2.59391, 2.59391, 2.59391, 2.59391, 2.59391, 2.59391, 2.59391, 3.01509, 2.59391
11.6789, 4, 3.09693, 2.5974, 2.44949, 0.903068, 0, 2.62608, 2.5974, 2.5974, 2.5974, 2.5974, 2.5974, 2.5974, 2.5974, 2.5974, 2.5974, 2.5974, 2.5974, 2.5974, 2.5974, 2.5974, 2.5974, 2.5974, 3.06825, 2.5974
11.6868, 6, 3.15482, 2.59629, 2.82843, 2.84518, 0, 2.63122, 2.59629, 2.59629, 2.59629, 2.59629, 2.59629, 2.59629, 2.59629, 2.59629, 2.59629, 2.59629, 2.59629, 2.59629, 2.59629, 2.59629, 2.59629, 2.59629, 3.11988, 2.59629
11.6947, 6, 3.21407, 2.59288, 2.82843, 2.78593, 0, 2.63514, 2.59288, 2.59288, 2.59288, 2.59288, 2.59288, 2.59288, 2.59288, 2.59288, 2.59288, 2.59288, 2.59288, 2.59288, 2.59288, 2.59288, 2.59288, 2.59288, 3.17181, 2.59288
11.7026, 2, 3.2765, 2.58948, 2, -1.2765, 0, 2.64025, 2.58948, 2.58948, 2.58948, 2.58948, 2.58948, 2.58948, 2.58948, 2.58948, 2.58948, 2.58948, 2.58948, 2.58948, 2.58948, 2.58948, 2.58948, 2.58948, 3.22573, 2.58948
11.7105, 6, 3.3523, 2.59684, 2.82843, 2.6477, 0, 2.65744, 2.59684, 2.59684, 2.59684, 2.59684, 2.59684, 2.59684, 2.59684, 2.59684, 2.59684, 2.59684, 2.59684, 2.59684, 2.59684, 2.59685, 2.59684, 2.59684, 3.29171, 2.59684
11.7184, 10, 3.42503, 2.59927, 3.4641, 6.57497, 0, 2.67107, 2.59927, 2.59927, 2.59927, 2.59927, 2.59927, 2.59927, 2.59927, 2.59927, 2.59927, 2.59927, 2.59927, 2.59927, 2.59927, 2.59927, 2.59927, 2.59927, 3.35323, 2.59927
11.7263, 8, 3.49454, 2.5974, 3.16228, 4.50546, 0, 2.68191, 2.5974, 2.5974, 2.5974, 2.5974, 2.5974, 2.5974, 2.5974, 2.5974, 2.5974, 2.5974, 2.5974, 2.5974, 2.5974, 2.5974, 2.5974, 2.5974, 3.41003, 2.5974
11.7341, 4, 3.56207, 2.5934, 2.44949, 0.437928, 0, 2.69217, 2.5934, 2.5934, 2.5934, 2.5934, 2.5934, 2.5934, 2.5934, 2.5934, 2.5934, 2.5934, 2.5934, 2.5934, 2.5934, 2.5934, 2.5934, 2.5934, 3.4633, 2.5934
11.742, 2, 3.62882, 2.5894, 2, -1.62882, 0, 2.70404, 2.5894, 2.5894, 2.5894, 2.5894, 2.5894, 2.5894, 2.5894, 2.5894, 2.5894, 2.5894, 2.5894, 2.5894, 2.5894, 2.5894, 2.5894, 2.5894, 3.51418, 2.5894
11.7499, 6, 3.70478, 2.59639, 2.82843, 2.29522, 0, 2.72853, 2.59639, 2.59639, 2.59639, 2.59639, 2.59639, 2.59639, 2.59639, 2.59639, 2.59639, 2.59639, 2.59639, 2.59639, 2.59639, 2.59639, 2.59639, 2.59639, 3.57263, 2.59639
11.7578, 6, 3.77325, 2.59869, 2.82843, 2.22675, 0, 2.74995, 2.59869, 2.59869, 2.59869, 2.59869, 2.59869, 2.59869, 2.59869, 2.59869, 2.59869, 2.59869, 2.59869, 2.59869, 2.59869, 2.59869, 2.59869, 2.59869, 3.62199, 2.59869
11.7657, 4, 3.83385, 2.59692, 2.44949, 0.166148, 0, 2.76887, 2.59692, 2.59692, 2.59692, 2.59692, 2.59692, 2.59692, 2.59692, 2.59692, 2.59692, 2.59692, 2.59692, 2.59692, 2.59692, 2.59693, 2.59692, 2.59692, 3.66191, 2.59692
11.7736, 4, 3.88766, 2.59312, 2.44949, 0.112342, 0, 2.78723, 2.59312, 2.59312, 2.59312, 2.59312, 2.59312, 2.59312, 2.59312, 2.59312, 2.59312, 2.59312, 2.59312, 2.59312, 2.59312, 2.59312, 2.59312, 2.59312, 3.69355, 2.59312
11.7815, 6, 3.9358, 2.58932, 2.82843, 2.0642, 0, 2.80692, 2.58932, 2.58932, 2.58932, 2.58932, 2.58932, 2.58932, 2.58932, 2.58932, 2.58932, 2.58932, 2.58932, 2.58932, 2.58932, 2.58932, 2.58932, 2.58932, 3.7182, 2.58932
11.7893, 4, 3.98671, 2.59474, 2.44949, 0.0132866, 0, 2.837, 2.59474, 2.59474, 2.59474, 2.59474, 2.59474, 2.59474, 2.59474, 2.59474, 2.59474, 2.59474, 2.59474, 2.59474, 2.59474, 2.59474, 2.59474, 2.59474, 3.74445, 2.59474
11.7972, 6, 4.0261, 2.59579, 2.82843, 1.9739, 0, 2.86364, 2.59579, 2.59579, 2.59579, 2.59579, 2.59579, 2.59579, 2.59579, 2.59579, 2.59579, 2.59579, 2.59579, 2.59579, 2.59579, 2.59579, 2.59579, 2.59579, 3.75825, 2.59579
11.8051, 4, 4.054, 2.59306, 2.44949, -0.0539951, 0, 2.88715, 2.59306, 2.59306, 2.59306, 2.59306, 2.59306, 2.59306, 2.59306, 2.59306, 2.59306, 2.59306, 2.59306, 2.59306, 2.59306, 2.59306, 2.59306, 2.59306, 3.75991, 2.59306
11.813, 4, 4.07187, 2.58845, 2.44949, -0.0718746, 0, 2.90911, 2.58845, 2.58845, 2.58845, 2.58845, 2.58845, 2.58845, 2.58845, 2.58845, 2.58845, 2.58845, 2.58845, 2.58845, 2.58845, 2.58845, 2.58845, 2.58845, 3.75121, 2.58845
11.8209, 2, 4.08136, 2.58383, 2, -2.08136, 0, 2.93107, 2.58383, 2.58383, 2.58383, 2.58383, 2.58383, 2.58383, 2.58383, 2.58383, 2.58383, 2.58383, 2.58383, 2.58383, 2.58383, 2.58384, 2.58383, 2.58383, 3.73412, 2.58383
11.8288, 8, 4.09208, 2.58896, 3.16228, 3.90792, 0, 2.96238, 2.58896, 2.58896, 2.58896, 2.58896, 2.58896, 2.58896, 2.58896, 2.58896, 2.58896, 2.58896, 2.58896, 2.58896, 2.58896, 2.58896, 2.58896, 2.58896, 3.71866, 2.58896
11.8367, 4, 4.09016, 2.58993, 2.44949, -0.0901642, 0, 2.98873, 2.58993, 2.58993, 2.58993, 2.58993, 2.58993, 2.58993, 2.58993, 2.58993, 2.58993, 2.58993, 2.58993, 2.58993, 2.58993, 2.58993, 2.58993, 2.58993, 3.69136, 2.58993
11.8445, 4, 4.07635, 2.58727, 2.44949, -0.0763512, 0, 3.01025, 2.58727, 2.58727, 2.58727, 2.58727, 2.58727, 2.58727, 2.58727, 2.58727, 2.58727, 2.58727, 2.58727, 2.58727, 2.58727, 2.58727, 2.58727, 2.58727, 3.65337, 2.58727
11.8524, 4, 4.05277, 2.58281, 2.44949, -0.0527735, 0, 3.02835, 2.58281, 2.58281, 2.58281, 2.58281, 2.58281, 2.58281, 2.58281, 2.58281, 2.58281, 2.58281, 2.58281, 2.58281, 2.58281, 2.58281, 2.58281, 2.58281, 3.60724, 2.58281
11.8603, 2, 4.02168, 2.57836, 2, -2.02168, 0, 3.04442, 2.57836, 2.57836, 2.57836, 2.57836, 2.57836, 2.57836, 2.57836, 2.57836, 2.57836, 2.57836, 2.57836, 2.57836, 2.57836, 2.57836, 2.57836, 2.57836, 3.55562, 2.57836
11.8682, 6, 3.99151, 2.5818, 2.82843, 2.00849, 0, 3.06598, 2.5818, 2.5818, 2.5818, 2.5818, 2.5818, 2.5818, 2.5818, 2.5818, 2.5818, 2.5818, 2.5818, 2.5818, 2.5818, 2.5818, 2.5818, 2.5818, 3.50733, 2.5818
11.8761, 4, 3.95111, 2.58135, 2.44949, 0.0488892, 0, 3.0809, 2.58135, 2.58135, 2.58135, 2.58135, 2.58135, 2.58135, 2.58135, 2.58135, 2.58135, 2.58135, 2.58135, 2.58135, 2.58135, 2.58135, 2.58135, 2.58135, 3.45156, 2.58135
11.884, 4, 3.90172, 2.57755, 2.44949, 0.0982792, 0, 3.08942, 2.57755, 2.57755, 2.57755, 2.57755, 2.57755, 2.57755, 2.57755, 2.57755, 2.57755, 2.57755, 2.57755, 2.57755, 2.57755, 2.57755, 2.57755, 2.57755, 3.38985, 2.57755
11.8919, 4, 3.84576, 2.57209, 2.44949, 0.154239, 0, 3.09297, 2.57209, 2.57209, 2.57209, 2.57209, 2.57209, 2.57209, 2.57209, 2.57209, 2.57209, 2.57209, 2.57209, 2.57209, 2.57209, 2.57209, 2.57209, 2.57209, 3.32487, 2.57209
11.8997, 4, 3.78568, 2.56663, 2.44949, 0.214324, 0, 3.09305, 2.56663, 2.56663, 2.56663, 2.56663, 2.56663, 2.56663, 2.56663, 2.56663, 2.56663, 2.56663, 2.56663, 2.56663, 2.56663, 2.56663, 2.56663, 2.56663, 3.25925, 2.56663
11.9076, 10, 3.73094, 2.56987, 3.4641, 6.26906, 0, 3.09824, 2.56987, 2.56987, 2.56987, 2.56987, 2.56987, 2.56987, 2.56987, 2.56987, 2.56987, 2.56987, 2.56987, 2.56987, 2.56987, 2.56987, 2.56987, 2.56987, 3.20256, 2.56987
11.9155, 6, 3.66988, 2.56937, 2.82843, 2.33012, 0, 3.09606, 2.56937, 2.56937, 2.56937, 2.56937, 2.56937, 2.56937, 2.56937, 2.56937, 2.56937, 2.56937, 2.56937, 2.56937, 2.56937, 2.56937, 2.56937, 2.56937, 3.14318, 2.56937
11.9234, 2, 3.60375, 2.56563, 2, -1.60375, 0, 3.08705, 2.56563, 2.56563, 2.56563, 2.56563, 2.56563, 2.56563, 2.56563, 2.56563, 2.56563, 2.56563, 2.56563, 2.56563, 2.56563, 2.56563, 2.56563, 2.56563, 3.08233, 2.56563
11.9313, 8, 3.53489, 2.56027, 3.16228, 4.46511, 0, 3.07294, 2.56027, 2.56027, 2.56027, 2.56027, 2.56027, 2.56027, 2.56027, 2.56027, 2.56027, 2.56027, 2.56027, 2.56027, 2.56027, 2.56027, 2.56027, 2.56027, 3.02222, 2.56027
11.9392, 4, 3.4656, 2.55492, 2.44949, 0.534396, 0, 3.05553, 2.55492, 2.55492, 2.55492, 2.55492, 2.55492, 2.55492, 2.55492, 2.55492, 2.55492, 2.55492, 2.55492, 2.55492, 2.55492, 2.55492, 2.55492, 2.55492, 2.965, 2.55492
11.9471, 0, 3.40334, 2.5564, 1.41421, -3.40334, 0, 3.04188, 2.5564, 2.5564, 2.5564, 2.5564, 2.5564, 2.5564, 2.5564, 2.5564, 2.5564, 2.5564, 2.5564, 2.5564, 2.5564, 2.5564, 2.5564, 2.5564, 2.91786, 2.5564
