   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_185.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Fe_K, Mn_K, Ca_K, K_K, Cl_K, S_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
16.034, 0, 0.00205383, 0, 1.41421, -0.00205383, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.05956e-06, 0, 0.00205177, 0, 0
16.0419, 0, 0.00208828, 0, 1.41421, -0.00208828, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.06104e-06, 0, 0.00208621, 0, 0
16.0498, 0, 0.00212181, 0, 1.41421, -0.00212181, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.06254e-06, 0, 0.00211975, 0, 0
16.0577, 0, 0.00215453, 0, 1.41421, -0.00215453, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.06403e-06, 0, 0.00215246, 0, 0
16.0655, 0, 0.00218653, 0, 1.41421, -0.00218653, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.06554e-06, 0, 0.00218447, 0, 0
16.0734, 2, 0.00221793, 0, 2, 1.99778, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.06705e-06, 0, 0.00221586, 0, 0
16.0813, 2, 0.00224881, 0, 2, 1.99775, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.06856e-06, 0, 0.00224674, 0, 0
16.0892, 0, 0.00227927, 0, 1.41421, -0.00227927, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.07009e-06, 0, 0.0022772, 0, 0
16.0971, 0, 0.00230938, 0, 1.41421, -0.00230938, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.07162e-06, 0, 0.00230731, 0, 0
16.105, 0, 0.00233925, 0, 1.41421, -0.00233925, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.07315e-06, 0, 0.00233717, 0, 0
16.1128, 0, 0.00236893, 0, 1.41421, -0.00236893, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.0747e-06, 0, 0.00236686, 0, 0
16.1207, 0, 0.0023985, 0, 1.41421, -0.0023985, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.07624e-06, 0, 0.00239643, 0, 0
16.1286, 2, 0.00242803, 0, 2, 1.99757, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.0778e-06, 0, 0.00242596, 0, 0
16.1365, 0, 0.00245757, 0, 1.41421, -0.00245757, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.07936e-06, 0, 0.00245549, 0, 0
16.1444, 2, 0.00248718, 0, 2, 1.99751, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.08093e-06, 0, 0.0024851, 0, 0
16.1522, 0, 0.00251689, 0, 1.41421, -0.00251689, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.0825e-06, 0, 0.0025148, 0, 0
16.1601, 2, 0.00254675, 0, 2, 1.99745, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.08408e-06, 0, 0.00254467, 0, 0
16.168, 2, 0.0025768, 0, 2, 1.99742, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.08566e-06, 0, 0.00257472, 0, 0
16.1759, 0, 0.00260707, 0, 1.41421, -0.00260707, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.08725e-06, 0, 0.00260499, 0, 0
16.1838, 0, 0.00263759, 0, 1.41421, -0.00263759, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.08885e-06, 0, 0.00263551, 0, 0
16.1916, 0, 0.00266838, 0, 1.41421, -0.00266838, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.09045e-06, 0, 0.00266629, 0, 0
16.1995, 0, 0.00269948, 0, 1.41421, -0.00269948, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.09206e-06, 0, 0.00269739, 0, 0
16.2074, 2, 0.00273088, 0, 2, 1.99727, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.09368e-06, 0, 0.00272879, 0, 0
16.2153, 0, 0.00276262, 0, 1.41421, -0.00276262, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.0953e-06, 0, 0.00276052, 0, 0
16.2232, 0, 0.0027947, 0, 1.41421, -0.0027947, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.09693e-06, 0, 0.0027926, 0, 0
16.2311, 0, 0.00282714, 0, 1.41421, -0.00282714, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.09856e-06, 0, 0.00282504, 0, 0
16.2389, 0, 0.00285996, 0, 1.41421, -0.00285996, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.1002e-06, 0, 0.00285786, 0, 0
16.2468, 0, 0.00289315, 0, 1.41421, -0.00289315, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.10184e-06, 0, 0.00289105, 0, 0
16.2547, 0, 0.00292675, 0, 1.41421, -0.00292675, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.10349e-06, 0, 0.00292464, 0, 0
16.2626, 0, 0.00296074, 0, 1.41421, -0.00296074, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.10515e-06, 0, 0.00295863, 0, 0
16.2705, 0, 0.00299513, 0, 1.41421, -0.00299513, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.10681e-06, 0, 0.00299303, 0, 0
16.2783, 0, 0.00302995, 0, 1.41421, -0.00302995, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.10848e-06, 0, 0.00302784, 0, 0
16.2862, 0, 0.00308608, 2.08925e-05, 1.41421, -0.00308608, 0, 2.08925e-05, 2.08925e-05, 2.08925e-05, 2.08925e-05, 2.08925e-05, 2.08925e-05, 2.08925e-05, 2.08925e-05, 2.08925e-05, 2.08925e-05, 2.08925e-05, 2.08925e-05, 2.08925e-05, 2.08925e-05, 2.30027e-05, 2.08925e-05, 0.00308397, 2.08925e-05, 2.08925e-05
16.2941, 0, 0.00317708, 7.62187e-05, 1.41421, -0.00317708, 0, 7.62187e-05, 7.62187e-05, 7.62187e-05, 7.62187e-05, 7.62187e-05, 7.62187e-05, 7.62187e-05, 7.62187e-05, 7.62187e-05, 7.62187e-05, 7.62187e-05, 7.62187e-05, 7.62187e-05, 7.62187e-05, 7.83305e-05, 7.62187e-05, 0.00317497, 7.62187e-05, 7.62187e-05
16.302, 0, 0.0032931, 0.000156133, 1.41421, -0.0032931, 0, 0.000156133, 0.000156133, 0.000156133, 0.000156133, 0.000156133, 0.000156133, 0.000156133, 0.000156133, 0.000156133, 0.000156133, 0.000156133, 0.000156133, 0.000156133, 0.000156133, 0.000158247, 0.000156133, 0.00329098, 0.000156133, 0.000156133
16.3099, 0, 0.00343155, 0.000258023, 1.41421, -0.00343155, 0, 0.000258023, 0.000258023, 0.000258023, 0.000258023, 0.000258023, 0.000258023, 0.000258023, 0.000258023, 0.000258023, 0.000258023, 0.000258023, 0.000258023, 0.000258023, 0.000258023, 0.000260138, 0.000258023, 0.00342943, 0.000258023, 0.000258023
16.3178, 0, 0.0035959, 0.000385371, 1.41421, -0.0035959, 0, 0.000385371, 0.000385371, 0.000385371, 0.000385371, 0.000385371, 0.000385371, 0.000385371, 0.000385371, 0.000385371, 0.000385371, 0.000385371, 0.000385371, 0.000385371, 0.000385371, 0.000387488, 0.000385371, 0.00359378, 0.000385371, 0.000385371
16.3256, 4, 0.00383119, 0.000583208, 2.44949, 3.99617, 0, 0.000583208, 0.000583208, 0.000583208, 0.000583208, 0.000583208, 0.000583208, 0.000583208, 0.000583208, 0.000583208, 0.000583208, 0.000583208, 0.000583208, 0.000583208, 0.000583208, 0.000585327, 0.000583208, 0.00382907, 0.000583208, 0.000583208
16.3335, 0, 0.00408616, 0.000800266, 1.41421, -0.00408616, 0, 0.000800266, 0.000800266, 0.000800266, 0.000800266, 0.000800266, 0.000800266, 0.000800266, 0.000800266, 0.000800266, 0.000800266, 0.000800266, 0.000800266, 0.000800266, 0.000800266, 0.000802386, 0.000800266, 0.00408404, 0.000800266, 0.000800266
16.3414, 0, 0.00435257, 0.00102829, 1.41421, -0.00435257, 0, 0.00102829, 0.00102829, 0.00102829, 0.00102829, 0.00102829, 0.00102829, 0.00102829, 0.00102829, 0.00102829, 0.00102829, 0.00102829, 0.00102829, 0.00102829, 0.00102829, 0.00103041, 0.00102829, 0.00435045, 0.00102829, 0.00102829
16.3493, 0, 0.00463509, 0.00127195, 1.41421, -0.00463509, 0, 0.00127195, 0.00127195, 0.00127195, 0.00127195, 0.00127195, 0.00127195, 0.00127195, 0.00127195, 0.00127195, 0.00127195, 0.00127195, 0.00127195, 0.00127195, 0.00127195, 0.00127407, 0.00127195, 0.00463297, 0.00127195, 0.00127195
16.3572, 0, 0.00494397, 0.00154148, 1.41421, -0.00494397, 0, 0.00154148, 0.00154148, 0.00154148, 0.00154148, 0.00154148, 0.00154148, 0.00154148, 0.00154148, 0.00154148, 0.00154148, 0.00154148, 0.00154148, 0.00154148, 0.00154148, 0.00154361, 0.00154148, 0.00494184, 0.00154148, 0.00154148
16.365, 0, 0.00535277, 0.00191046, 1.41421, -0.00535277, 0, 0.00191046, 0.00191046, 0.00191046, 0.00191046, 0.00191046, 0.00191046, 0.00191046, 0.00191046, 0.00191046, 0.00191046, 0.00191046, 0.00191046, 0.00191046, 0.00191046, 0.00191258, 0.00191046, 0.00535064, 0.00191046, 0.00191046
16.3729, 2, 0.00576285, 0.00228021, 2, 1.99424, 0, 0.00228021, 0.00228021, 0.00228021, 0.00228021, 0.00228021, 0.00228021, 0.00228021, 0.00228021, 0.00228021, 0.00228021, 0.00228021, 0.00228021, 0.00228021, 0.00228021, 0.00228234, 0.00228021, 0.00576072, 0.00228021, 0.00228021
16.3808, 0, 0.00616592, 0.00264247, 1.41421, -0.00616592, 0, 0.00264247, 0.00264247, 0.00264247, 0.00264247, 0.00264247, 0.00264247, 0.00264247, 0.00264247, 0.00264247, 0.00264247, 0.00264247, 0.00264247, 0.00264247, 0.00264247, 0.0026446, 0.00264247, 0.00616379, 0.00264247, 0.00264247
16.3887, 0, 0.00657479, 0.00301001, 1.41421, -0.00657479, 0, 0.00301001, 0.00301001, 0.00301001, 0.00301001, 0.00301001, 0.00301001, 0.00301001, 0.00301001, 0.00301001, 0.00301001, 0.00301001, 0.00301001, 0.00301001, 0.00301001, 0.00301214, 0.00301001, 0.00657265, 0.00301001, 0.00301001
16.3966, 0, 0.0070081, 0.00340148, 1.41421, -0.0070081, 0, 0.00340148, 0.00340148, 0.00340148, 0.00340148, 0.00340148, 0.00340148, 0.00340148, 0.00340148, 0.00340148, 0.00340148, 0.00340148, 0.00340148, 0.00340148, 0.00340148, 0.00340362, 0.00340148, 0.00700597, 0.00340148, 0.00340148
16.4045, 2, 0.00759567, 0.0039467, 2, 1.9924, 0, 0.0039467, 0.0039467, 0.0039467, 0.0039467, 0.0039467, 0.0039467, 0.0039467, 0.0039467, 0.0039467, 0.0039467, 0.0039467, 0.0039467, 0.0039467, 0.0039467, 0.00394884, 0.0039467, 0.00759353, 0.0039467, 0.0039467
16.4123, 0, 0.00816562, 0.00447378, 1.41421, -0.00816562, 0, 0.00447378, 0.00447378, 0.00447378, 0.00447378, 0.00447378, 0.00447378, 0.00447378, 0.00447378, 0.00447378, 0.00447378, 0.00447378, 0.00447378, 0.00447378, 0.00447378, 0.00447592, 0.00447378, 0.00816349, 0.00447378, 0.00447378
16.4202, 0, 0.00870923, 0.00497396, 1.41421, -0.00870923, 0, 0.00497396, 0.00497396, 0.00497396, 0.00497396, 0.00497396, 0.00497396, 0.00497396, 0.00497396, 0.00497396, 0.00497396, 0.00497396, 0.00497396, 0.00497396, 0.00497396, 0.0049761, 0.00497396, 0.00870709, 0.00497396, 0.00497396
16.4281, 2, 0.00924849, 0.00546927, 2, 1.99075, 0, 0.00546927, 0.00546927, 0.00546927, 0.00546927, 0.00546927, 0.00546927, 0.00546927, 0.00546927, 0.00546927, 0.00546927, 0.00546927, 0.00546927, 0.00546927, 0.00546927, 0.00547141, 0.00546927, 0.00924635, 0.00546927, 0.00546927
16.436, 0, 0.0098118, 0.00598809, 1.41421, -0.0098118, 0, 0.00598809, 0.00598809, 0.00598809, 0.00598809, 0.00598809, 0.00598809, 0.00598809, 0.00598809, 0.00598809, 0.00598809, 0.00598809, 0.00598809, 0.00598809, 0.00598809, 0.00599023, 0.00598809, 0.00980966, 0.00598809, 0.00598809
16.4439, 0, 0.0105529, 0.0066841, 1.41421, -0.0105529, 0, 0.0066841, 0.0066841, 0.0066841, 0.0066841, 0.0066841, 0.0066841, 0.0066841, 0.0066841, 0.0066841, 0.0066841, 0.0066841, 0.0066841, 0.0066841, 0.0066841, 0.00668624, 0.0066841, 0.0105507, 0.0066841, 0.0066841
16.4517, 2, 0.0112539, 0.00733949, 2, 1.98875, 0, 0.00733949, 0.00733949, 0.00733949, 0.00733949, 0.00733949, 0.00733949, 0.00733949, 0.00733949, 0.00733949, 0.00733949, 0.00733949, 0.00733949, 0.00733949, 0.00733949, 0.00734164, 0.00733949, 0.0112517, 0.00733949, 0.00733949
16.4596, 0, 0.0119057, 0.00794516, 1.41421, -0.0119057, 0, 0.00794516, 0.00794516, 0.00794516, 0.00794516, 0.00794516, 0.00794516, 0.00794516, 0.00794516, 0.00794516, 0.00794516, 0.00794516, 0.00794516, 0.00794516, 0.00794516, 0.00794731, 0.00794516, 0.0119036, 0.00794516, 0.00794516
16.4675, 2, 0.0125406, 0.00853325, 2, 1.98746, 0, 0.00853325, 0.00853325, 0.00853325, 0.00853325, 0.00853325, 0.00853325, 0.00853325, 0.00853325, 0.00853325, 0.00853325, 0.00853325, 0.00853325, 0.00853325, 0.00853325, 0.0085354, 0.00853325, 0.0125384, 0.00853325, 0.00853325
16.4754, 0, 0.013197, 0.00914233, 1.41421, -0.013197, 0, 0.00914233, 0.00914233, 0.00914233, 0.00914233, 0.00914233, 0.00914233, 0.00914233, 0.00914233, 0.00914233, 0.00914233, 0.00914233, 0.00914233, 0.00914233, 0.00914233, 0.00914448, 0.00914233, 0.0131949, 0.00914233, 0.00914233
16.4833, 0, 0.0141117, 0.010009, 1.41421, -0.0141117, 0, 0.010009, 0.010009, 0.010009, 0.010009, 0.010009, 0.010009, 0.010009, 0.010009, 0.010009, 0.010009, 0.010009, 0.010009, 0.010009, 0.010009, 0.0100112, 0.010009, 0.0141095, 0.010009, 0.010009
16.4911, 0, 0.0149632, 0.010812, 1.41421, -0.0149632, 0, 0.010812, 0.010812, 0.010812, 0.010812, 0.010812, 0.010812, 0.010812, 0.010812, 0.010812, 0.010812, 0.010812, 0.010812, 0.010812, 0.010812, 0.0108141, 0.010812, 0.014961, 0.010812, 0.010812
16.499, 2, 0.0157418, 0.0115415, 2, 1.98426, 0, 0.0115415, 0.0115415, 0.0115415, 0.0115415, 0.0115415, 0.0115415, 0.0115415, 0.0115415, 0.0115415, 0.0115415, 0.0115415, 0.0115415, 0.0115415, 0.0115415, 0.0115436, 0.0115415, 0.0157397, 0.0115415, 0.0115415
16.5069, 0, 0.0164913, 0.0122412, 1.41421, -0.0164913, 0, 0.0122412, 0.0122412, 0.0122412, 0.0122412, 0.0122412, 0.0122412, 0.0122412, 0.0122412, 0.0122412, 0.0122412, 0.0122412, 0.0122412, 0.0122412, 0.0122412, 0.0122433, 0.0122412, 0.0164892, 0.0122412, 0.0122412
16.5148, 0, 0.017262, 0.0129614, 1.41421, -0.017262, 0, 0.0129614, 0.0129614, 0.0129614, 0.0129614, 0.0129614, 0.0129614, 0.0129614, 0.0129614, 0.0129614, 0.0129614, 0.0129614, 0.0129614, 0.0129614, 0.0129614, 0.0129636, 0.0129614, 0.0172598, 0.0129614, 0.0129614
16.5227, 0, 0.0182994, 0.0139478, 1.41421, -0.0182994, 0, 0.0139478, 0.0139478, 0.0139478, 0.0139478, 0.0139478, 0.0139478, 0.0139478, 0.0139478, 0.0139478, 0.0139478, 0.0139478, 0.0139478, 0.0139478, 0.0139478, 0.01395, 0.0139478, 0.0182972, 0.0139478, 0.0139478
16.5306, 0, 0.0192481, 0.0148448, 1.41421, -0.0192481, 0, 0.0148448, 0.0148448, 0.0148448, 0.0148448, 0.0148448, 0.0148448, 0.0148448, 0.0148448, 0.0148448, 0.0148448, 0.0148448, 0.0148448, 0.0148448, 0.0148448, 0.014847, 0.0148448, 0.0192459, 0.0148448, 0.0148448
16.5384, 2, 0.0200979, 0.0156423, 2, 1.9799, 0, 0.0156423, 0.0156423, 0.0156423, 0.0156423, 0.0156423, 0.0156423, 0.0156423, 0.0156423, 0.0156423, 0.0156423, 0.0156423, 0.0156423, 0.0156423, 0.0156423, 0.0156445, 0.0156423, 0.0200958, 0.0156423, 0.0156423
16.5463, 0, 0.0209041, 0.0163954, 1.41421, -0.0209041, 0, 0.0163954, 0.0163954, 0.0163954, 0.0163954, 0.0163954, 0.0163954, 0.0163954, 0.0163954, 0.0163954, 0.0163954, 0.0163954, 0.0163954, 0.0163954, 0.0163954, 0.0163976, 0.0163954, 0.0209019, 0.0163954, 0.0163954
16.5542, 2, 0.0217286, 0.0171663, 2, 1.97827, 0, 0.0171663, 0.0171663, 0.0171663, 0.0171663, 0.0171663, 0.0171663, 0.0171663, 0.0171663, 0.0171663, 0.0171663, 0.0171663, 0.0171663, 0.0171663, 0.0171663, 0.0171684, 0.0171663, 0.0217264, 0.0171663, 0.0171663
16.5621, 2, 0.0229317, 0.018315, 2, 1.97707, 0, 0.018315, 0.018315, 0.018315, 0.018315, 0.018315, 0.018315, 0.018315, 0.018315, 0.018315, 0.018315, 0.018315, 0.018315, 0.018315, 0.018315, 0.0183171, 0.018315, 0.0229295, 0.018315, 0.018315
16.57, 2, 0.0240185, 0.0193467, 2, 1.97598, 0, 0.0193467, 0.0193467, 0.0193467, 0.0193467, 0.0193467, 0.0193467, 0.0193467, 0.0193467, 0.0193467, 0.0193467, 0.0193467, 0.0193467, 0.0193467, 0.0193467, 0.0193489, 0.0193467, 0.0240163, 0.0193467, 0.0193467
16.5778, 2, 0.0249789, 0.0202513, 2, 1.97502, 0, 0.0202513, 0.0202513, 0.0202513, 0.0202513, 0.0202513, 0.0202513, 0.0202513, 0.0202513, 0.0202513, 0.0202513, 0.0202513, 0.0202513, 0.0202513, 0.0202513, 0.0202535, 0.0202513, 0.0249767, 0.0202513, 0.0202513
16.5857, 0, 0.0258815, 0.0210974, 1.41421, -0.0258815, 0, 0.0210974, 0.0210974, 0.0210974, 0.0210974, 0.0210974, 0.0210974, 0.0210974, 0.0210974, 0.0210974, 0.0210974, 0.0210974, 0.0210974, 0.0210974, 0.0210974, 0.0210996, 0.0210974, 0.0258793, 0.0210974, 0.0210974
16.5936, 0, 0.0268021, 0.0219608, 1.41421, -0.0268021, 0, 0.0219608, 0.0219608, 0.0219608, 0.0219608, 0.0219608, 0.0219608, 0.0219608, 0.0219608, 0.0219608, 0.0219608, 0.0219608, 0.0219608, 0.0219608, 0.0219608, 0.021963, 0.0219608, 0.0267999, 0.0219608, 0.0219608
16.6015, 0, 0.0280899, 0.0231907, 1.41421, -0.0280899, 0, 0.0231907, 0.0231907, 0.0231907, 0.0231907, 0.0231907, 0.0231907, 0.0231907, 0.0231907, 0.0231907, 0.0231907, 0.0231907, 0.0231907, 0.0231907, 0.0231907, 0.0231929, 0.0231907, 0.0280878, 0.0231907, 0.0231907
16.6094, 0, 0.0292335, 0.0242756, 1.41421, -0.0292335, 0, 0.0242756, 0.0242756, 0.0242756, 0.0242756, 0.0242756, 0.0242756, 0.0242756, 0.0242756, 0.0242756, 0.0242756, 0.0242756, 0.0242756, 0.0242756, 0.0242756, 0.0242778, 0.0242756, 0.0292313, 0.0242756, 0.0242756
16.6173, 0, 0.0302217, 0.0252044, 1.41421, -0.0302217, 0, 0.0252044, 0.0252044, 0.0252044, 0.0252044, 0.0252044, 0.0252044, 0.0252044, 0.0252044, 0.0252044, 0.0252044, 0.0252044, 0.0252044, 0.0252044, 0.0252044, 0.0252066, 0.0252044, 0.0302195, 0.0252044, 0.0252044
16.6251, 2, 0.0311363, 0.0260587, 2, 1.96886, 0, 0.0260587, 0.0260587, 0.0260587, 0.0260587, 0.0260587, 0.0260587, 0.0260587, 0.0260587, 0.0260587, 0.0260587, 0.0260587, 0.0260587, 0.0260587, 0.0260587, 0.0260609, 0.0260587, 0.0311341, 0.0260587, 0.0260587
16.633, 0, 0.0320659, 0.0269273, 1.41421, -0.0320659, 0, 0.0269273, 0.0269273, 0.0269273, 0.0269273, 0.0269273, 0.0269273, 0.0269273, 0.0269273, 0.0269273, 0.0269273, 0.0269273, 0.0269273, 0.0269273, 0.0269273, 0.0269295, 0.0269273, 0.0320637, 0.0269273, 0.0269273
16.6409, 0, 0.03351, 0.0283097, 1.41421, -0.03351, 0, 0.0283097, 0.0283097, 0.0283097, 0.0283097, 0.0283097, 0.0283097, 0.0283097, 0.0283097, 0.0283097, 0.0283097, 0.0283097, 0.0283097, 0.0283097, 0.0283097, 0.0283119, 0.0283097, 0.0335079, 0.0283097, 0.0283097
16.6488, 0, 0.0347775, 0.0295145, 1.41421, -0.0347775, 0, 0.0295145, 0.0295145, 0.0295145, 0.0295145, 0.0295145, 0.0295145, 0.0295145, 0.0295145, 0.0295145, 0.0295145, 0.0295145, 0.0295145, 0.0295145, 0.0295145, 0.0295167, 0.0295145, 0.0347753, 0.0295145, 0.0295145
16.6567, 0, 0.0358583, 0.0305319, 1.41421, -0.0358583, 0, 0.0305319, 0.0305319, 0.0305319, 0.0305319, 0.0305319, 0.0305319, 0.0305319, 0.0305319, 0.0305319, 0.0305319, 0.0305319, 0.0305319, 0.0305319, 0.0305319, 0.0305341, 0.0305319, 0.0358561, 0.0305319, 0.0305319
16.6645, 0, 0.0368495, 0.0314588, 1.41421, -0.0368495, 0, 0.0314588, 0.0314588, 0.0314588, 0.0314588, 0.0314588, 0.0314588, 0.0314588, 0.0314588, 0.0314588, 0.0314588, 0.0314588, 0.0314588, 0.0314588, 0.0314588, 0.031461, 0.0314588, 0.0368473, 0.0314588, 0.0314588
16.6724, 0, 0.0378553, 0.0323996, 1.41421, -0.0378553, 0, 0.0323996, 0.0323996, 0.0323996, 0.0323996, 0.0323996, 0.0323996, 0.0323996, 0.0323996, 0.0323996, 0.0323996, 0.0323996, 0.0323996, 0.0323996, 0.0323996, 0.0324018, 0.0323996, 0.0378531, 0.0323996, 0.0323996
16.6803, 0, 0.0393428, 0.0338211, 1.41421, -0.0393428, 0, 0.0338211, 0.0338211, 0.0338211, 0.0338211, 0.0338211, 0.0338211, 0.0338211, 0.0338211, 0.0338211, 0.0338211, 0.0338211, 0.0338211, 0.0338211, 0.0338211, 0.0338233, 0.0338211, 0.0393406, 0.0338211, 0.0338211
16.6882, 0, 0.040623, 0.0350345, 1.41421, -0.040623, 0, 0.0350345, 0.0350345, 0.0350345, 0.0350345, 0.0350345, 0.0350345, 0.0350345, 0.0350345, 0.0350345, 0.0350345, 0.0350345, 0.0350345, 0.0350345, 0.0350345, 0.0350367, 0.0350345, 0.0406208, 0.0350345, 0.0350345
16.6961, 0, 0.0416848, 0.0360286, 1.41421, -0.0416848, 0, 0.0360286, 0.0360286, 0.0360286, 0.0360286, 0.0360286, 0.0360286, 0.0360286, 0.0360286, 0.0360286, 0.0360286, 0.0360286, 0.0360286, 0.0360286, 0.0360286, 0.0360308, 0.0360286, 0.0416826, 0.0360286, 0.0360286
16.704, 2, 0.0426397, 0.036915, 2, 1.95736, 0, 0.036915, 0.036915, 0.036915, 0.036915, 0.036915, 0.036915, 0.036915, 0.036915, 0.036915, 0.036915, 0.036915, 0.036915, 0.036915, 0.036915, 0.0369172, 0.036915, 0.0426375, 0.036915, 0.036915
16.7118, 0, 0.0436063, 0.0378121, 1.41421, -0.0436063, 0, 0.0378121, 0.0378121, 0.0378121, 0.0378121, 0.0378121, 0.0378121, 0.0378121, 0.0378121, 0.0378121, 0.0378121, 0.0378121, 0.0378121, 0.0378121, 0.0378121, 0.0378143, 0.0378121, 0.0436041, 0.0378121, 0.0378121
16.7197, 2, 0.045241, 0.0393765, 2, 1.95476, 0, 0.0393765, 0.0393765, 0.0393765, 0.0393765, 0.0393765, 0.0393765, 0.0393765, 0.0393765, 0.0393765, 0.0393765, 0.0393765, 0.0393765, 0.0393765, 0.0393765, 0.0393787, 0.0393765, 0.0452388, 0.0393765, 0.0393765
16.7276, 0, 0.0466302, 0.0406943, 1.41421, -0.0466302, 0, 0.0406943, 0.0406943, 0.0406943, 0.0406943, 0.0406943, 0.0406943, 0.0406943, 0.0406943, 0.0406943, 0.0406943, 0.0406943, 0.0406943, 0.0406943, 0.0406943, 0.0406965, 0.0406943, 0.046628, 0.0406943, 0.0406943
16.7355, 0, 0.0477657, 0.0417575, 1.41421, -0.0477657, 0, 0.0417575, 0.0417575, 0.0417575, 0.0417575, 0.0417575, 0.0417575, 0.0417575, 0.0417575, 0.0417575, 0.0417575, 0.0417575, 0.0417575, 0.0417575, 0.0417575, 0.0417597, 0.0417575, 0.0477634, 0.0417575, 0.0417575
16.7434, 0, 0.0487762, 0.0426948, 1.41421, -0.0487762, 0, 0.0426948, 0.0426948, 0.0426948, 0.0426948, 0.0426948, 0.0426948, 0.0426948, 0.0426948, 0.0426948, 0.0426948, 0.0426948, 0.0426948, 0.0426948, 0.0426948, 0.042697, 0.0426948, 0.048774, 0.0426948, 0.0426948
16.7512, 0, 0.0497981, 0.0436425, 1.41421, -0.0497981, 0, 0.0436425, 0.0436425, 0.0436425, 0.0436425, 0.0436425, 0.0436425, 0.0436425, 0.0436425, 0.0436425, 0.0436425, 0.0436425, 0.0436425, 0.0436425, 0.0436425, 0.0436447, 0.0436425, 0.0497959, 0.0436425, 0.0436425
16.7591, 0, 0.0514349, 0.0452041, 1.41421, -0.0514349, 0, 0.0452041, 0.0452041, 0.0452041, 0.0452041, 0.0452041, 0.0452041, 0.0452041, 0.0452041, 0.0452041, 0.0452041, 0.0452041, 0.0452041, 0.0452041, 0.0452041, 0.0452063, 0.0452041, 0.0514327, 0.0452041, 0.0452041
16.767, 2, 0.0527923, 0.0464853, 2, 1.94721, 0, 0.0464853, 0.0464853, 0.0464853, 0.0464853, 0.0464853, 0.0464853, 0.0464853, 0.0464853, 0.0464853, 0.0464853, 0.0464853, 0.0464853, 0.0464853, 0.0464853, 0.0464875, 0.0464853, 0.0527901, 0.0464853, 0.0464853
