   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_324.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Mn_K, Ca_K, Cl_K, S_K, Si_K, Br_L, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
6.70037, 74, 64.0653, 60.3715, 8.7178, 9.93468, 0, 60.3716, 60.3718, 60.3722, 63.7715, 60.6642, 60.3715, 60.3715, 60.3715, 60.3715, 60.3715, 60.3715, 60.3715, 60.3715, 60.3715, 60.3715, 60.3715, 60.3715, 60.3715, 60.3715
6.70826, 42, 62.9163, 60.3632, 6.63325, -20.9163, 0, 60.3633, 60.3636, 60.3639, 62.6961, 60.5822, 60.3632, 60.3632, 60.3632, 60.3632, 60.3632, 60.3632, 60.3632, 60.3632, 60.3632, 60.3632, 60.3632, 60.3632, 60.3632, 60.3632
6.71615, 62, 62.1408, 60.3546, 8, -0.140839, 0, 60.3547, 60.3551, 60.3553, 61.9775, 60.5168, 60.3546, 60.3546, 60.3546, 60.3546, 60.3546, 60.3546, 60.3546, 60.3546, 60.3546, 60.3546, 60.3546, 60.3546, 60.3547, 60.3546
6.72403, 62, 61.6298, 60.3458, 8, 0.370171, 0, 60.3459, 60.3463, 60.3464, 61.5097, 60.4646, 60.3458, 60.3458, 60.3458, 60.3458, 60.3458, 60.3458, 60.3458, 60.3458, 60.3458, 60.3458, 60.3458, 60.3458, 60.3458, 60.3458
6.73191, 50, 61.3078, 60.3364, 7.2111, -11.3078, 0, 60.3365, 60.337, 60.337, 61.2202, 60.4226, 60.3364, 60.3364, 60.3364, 60.3364, 60.3364, 60.3364, 60.3364, 60.3364, 60.3364, 60.3364, 60.3364, 60.3364, 60.3364, 60.3364
6.7398, 36, 61.1255, 60.3265, 6.16441, -25.1255, 0, 60.3266, 60.3272, 60.3271, 61.0621, 60.3883, 60.3265, 60.3265, 60.3265, 60.3265, 60.3265, 60.3265, 60.3265, 60.3265, 60.3265, 60.3265, 60.3265, 60.3265, 60.3265, 60.3265
6.74768, 66, 61.0539, 60.3159, 8.24621, 4.94608, 0, 60.316, 60.3168, 60.3166, 61.0083, 60.3599, 60.3159, 60.3159, 60.3159, 60.3159, 60.3159, 60.3159, 60.3159, 60.3159, 60.3159, 60.3159, 60.3159, 60.3159, 60.3159, 60.3159
6.75557, 54, 61.0807, 60.3047, 7.48331, -7.08067, 0, 60.3048, 60.3057, 60.3053, 61.048, 60.3356, 60.3047, 60.3047, 60.3047, 60.3047, 60.3047, 60.3047, 60.3047, 60.3047, 60.3047, 60.3047, 60.3047, 60.3047, 60.3047, 60.3047
6.76345, 82, 61.208, 60.2926, 9.16515, 20.792, 0, 60.2927, 60.2938, 60.2932, 61.1845, 60.3141, 60.2926, 60.2926, 60.2926, 60.2926, 60.2926, 60.2926, 60.2926, 60.2926, 60.2926, 60.2926, 60.2926, 60.2926, 60.2926, 60.2926
6.77134, 60, 61.4521, 60.2797, 7.87401, -1.45214, 0, 60.2798, 60.2811, 60.2803, 61.4352, 60.2945, 60.2797, 60.2797, 60.2797, 60.2797, 60.2797, 60.2797, 60.2797, 60.2797, 60.2797, 60.2797, 60.2797, 60.2797, 60.2797, 60.2797
6.77923, 44, 61.844, 60.266, 6.78233, -17.844, 0, 60.2661, 60.2676, 60.2666, 61.8315, 60.2761, 60.266, 60.266, 60.266, 60.266, 60.266, 60.266, 60.266, 60.266, 60.266, 60.266, 60.266, 60.266, 60.266, 60.266
6.78711, 64, 62.431, 60.2513, 8.12404, 1.56903, 0, 60.2514, 60.2532, 60.2519, 62.4216, 60.2582, 60.2513, 60.2513, 60.2513, 60.2513, 60.2513, 60.2513, 60.2513, 60.2513, 60.2513, 60.2513, 60.2513, 60.2513, 60.2513, 60.2513
6.795, 84, 63.2797, 60.2357, 9.27362, 20.7203, 0, 60.2358, 60.2378, 60.2364, 63.2724, 60.2403, 60.2357, 60.2357, 60.2357, 60.2357, 60.2357, 60.2357, 60.2357, 60.2357, 60.2357, 60.2357, 60.2357, 60.2357, 60.2357, 60.2357
6.80288, 96, 64.4801, 60.2192, 9.8995, 31.5199, 0, 60.2193, 60.2215, 60.2198, 64.474, 60.2222, 60.2192, 60.2192, 60.2192, 60.2192, 60.2192, 60.2192, 60.2192, 60.2192, 60.2192, 60.2192, 60.2192, 60.2192, 60.2192, 60.2192
6.81077, 56, 66.1487, 60.2015, 7.61577, -10.1487, 0, 60.2016, 60.2041, 60.2022, 66.1435, 60.2035, 60.2015, 60.2015, 60.2015, 60.2015, 60.2015, 60.2015, 60.2015, 60.2015, 60.2015, 60.2015, 60.2015, 60.2015, 60.2015, 60.2015
6.81865, 94, 68.4351, 60.1828, 9.79796, 25.5649, 0, 60.1829, 60.1856, 60.1834, 68.4303, 60.1841, 60.1828, 60.1828, 60.1828, 60.1828, 60.1828, 60.1828, 60.1828, 60.1828, 60.1828, 60.1828, 60.1828, 60.1828, 60.1828, 60.1828
6.82654, 100, 71.5262, 60.1628, 10.0995, 28.4738, 0, 60.1629, 60.1658, 60.1635, 71.5216, 60.1636, 60.1628, 60.1628, 60.1628, 60.1628, 60.1628, 60.1628, 60.1628, 60.1628, 60.1628, 60.1628, 60.1628, 60.1628, 60.1628, 60.1628
6.83442, 70, 75.65, 60.1414, 8.48528, -5.64997, 0, 60.1415, 60.1447, 60.1421, 75.6455, 60.142, 60.1414, 60.1414, 60.1414, 60.1414, 60.1414, 60.1414, 60.1414, 60.1414, 60.1414, 60.1414, 60.1414, 60.1414, 60.1414, 60.1414
6.84231, 90, 81.0824, 60.1185, 9.59166, 8.91756, 0, 60.1186, 60.1219, 60.1191, 81.0779, 60.1188, 60.1185, 60.1185, 60.1185, 60.1185, 60.1185, 60.1185, 60.1185, 60.1185, 60.1185, 60.1185, 60.1185, 60.1185, 60.1185, 60.1185
6.85019, 142, 88.1476, 60.0937, 12, 53.8524, 0, 60.0938, 60.0973, 60.0943, 88.143, 60.0939, 60.0937, 60.0937, 60.0937, 60.0937, 60.0937, 60.0937, 60.0937, 60.0937, 60.0937, 60.0937, 60.0937, 60.0937, 60.0937, 60.0937
6.85808, 144, 97.2216, 60.0665, 12.083, 46.7784, 0, 60.0666, 60.0703, 60.0671, 97.2169, 60.0666, 60.0665, 60.0665, 60.0665, 60.0665, 60.0665, 60.0665, 60.0665, 60.0665, 60.0665, 60.0665, 60.0665, 60.0665, 60.0665, 60.0665
6.86596, 124, 108.725, 60.0365, 11.225, 15.2749, 0, 60.0366, 60.0404, 60.0371, 108.72, 60.0365, 60.0365, 60.0365, 60.0365, 60.0365, 60.0365, 60.0365, 60.0365, 60.0365, 60.0365, 60.0365, 60.0365, 60.0365, 60.0365, 60.0365
6.87385, 156, 123.125, 60.0029, 12.5698, 32.8746, 0, 60.003, 60.0069, 60.0035, 123.121, 60.0029, 60.0029, 60.0029, 60.0029, 60.0029, 60.0029, 60.0029, 60.0029, 60.0029, 60.0029, 60.0029, 60.0029, 60.0029, 60.0029, 60.0029
6.88173, 158, 140.92, 59.9647, 12.6491, 17.0804, 0, 59.9648, 59.9687, 59.9653, 140.915, 59.9647, 59.9647, 59.9647, 59.9647, 59.9647, 59.9647, 59.9647, 59.9647, 59.9647, 59.9647, 59.9647, 59.9647, 59.9647, 59.9647, 59.9647
6.88962, 166, 162.623, 59.9206, 12.9615, 3.37688, 0, 59.9207, 59.9247, 59.9213, 162.618, 59.9206, 59.9206, 59.9206, 59.9206, 59.9206, 59.9206, 59.9206, 59.9206, 59.9206, 59.9206, 59.9206, 59.9206, 59.9206, 59.9206, 59.9206
6.8975, 236, 188.746, 59.8691, 15.4272, 47.2535, 0, 59.8692, 59.8732, 59.8698, 188.742, 59.8691, 59.8691, 59.8691, 59.8691, 59.8691, 59.8691, 59.8691, 59.8691, 59.8691, 59.8691, 59.8691, 59.8691, 59.8691, 59.8691, 59.8691
6.90539, 236, 219.777, 59.8081, 15.4272, 16.2233, 0, 59.8082, 59.8121, 59.8088, 219.772, 59.8081, 59.8081, 59.8081, 59.8081, 59.8081, 59.8081, 59.8081, 59.8081, 59.8081, 59.8081, 59.8081, 59.8081, 59.8081, 59.8081, 59.8081
6.91327, 276, 256.138, 59.7352, 16.6733, 19.8624, 0, 59.7353, 59.7391, 59.7359, 256.133, 59.7352, 59.7352, 59.7352, 59.7352, 59.7352, 59.7352, 59.7352, 59.7352, 59.7352, 59.7352, 59.7352, 59.7352, 59.7352, 59.7352, 59.7352
6.92116, 340, 298.158, 59.6471, 18.4932, 41.8423, 0, 59.6472, 59.6508, 59.6478, 298.153, 59.6471, 59.6471, 59.6471, 59.6471, 59.6471, 59.6471, 59.6471, 59.6471, 59.6471, 59.6471, 59.6471, 59.6471, 59.6471, 59.6471, 59.6471
6.92904, 394, 346.045, 59.5401, 19.8997, 47.9554, 0, 59.5402, 59.5437, 59.5408, 346.04, 59.5401, 59.5401, 59.5401, 59.5401, 59.5401, 59.5401, 59.5401, 59.5401, 59.5401, 59.5401, 59.5401, 59.5401, 59.5401, 59.5401, 59.5401
6.93693, 392, 399.831, 59.41, 19.8494, -7.83145, 0, 59.4101, 59.4134, 59.4107, 399.827, 59.41, 59.41, 59.41, 59.41, 59.41, 59.41, 59.41, 59.41, 59.41, 59.41, 59.41, 59.41, 59.41, 59.41, 59.41
6.94481, 512, 459.353, 59.2517, 22.6716, 52.6471, 0, 59.2518, 59.2548, 59.2524, 459.349, 59.2517, 59.2517, 59.2517, 59.2517, 59.2517, 59.2517, 59.2517, 59.2517, 59.2517, 59.2517, 59.2517, 59.2517, 59.2517, 59.2517, 59.2517
6.9527, 546, 524.21, 59.0592, 23.4094, 21.7905, 0, 59.0593, 59.0622, 59.0599, 524.206, 59.0592, 59.0592, 59.0592, 59.0592, 59.0592, 59.0592, 59.0592, 59.0592, 59.0592, 59.0592, 59.0592, 59.0592, 59.0592, 59.0592, 59.0592
6.96058, 628, 593.767, 58.8261, 25.0998, 34.2325, 0, 58.8262, 58.8288, 58.8269, 593.764, 58.8261, 58.8261, 58.8261, 58.8261, 58.8261, 58.8261, 58.8261, 58.8261, 58.8261, 58.8261, 58.8261, 58.8261, 58.8261, 58.8261, 58.8261
6.96847, 618, 667.102, 58.5454, 24.8998, -49.1024, 0, 58.5455, 58.5478, 58.5461, 667.099, 58.5454, 58.5454, 58.5454, 58.5454, 58.5454, 58.5454, 58.5454, 58.5454, 58.5454, 58.5454, 58.5454, 58.5454, 58.5454, 58.5454, 58.5454
6.97635, 746, 743.063, 58.2092, 27.3496, 2.93695, 0, 58.2093, 58.2114, 58.2099, 743.06, 58.2092, 58.2092, 58.2092, 58.2092, 58.2092, 58.2092, 58.2092, 58.2092, 58.2092, 58.2092, 58.2092, 58.2092, 58.2092, 58.2092, 58.2092
6.98424, 796, 820.237, 57.8095, 28.2489, -24.2366, 0, 57.8096, 57.8115, 57.8103, 820.234, 57.8095, 57.8095, 57.8095, 57.8095, 57.8095, 57.8095, 57.8095, 57.8095, 57.8095, 57.8095, 57.8095, 57.8095, 57.8095, 57.8095, 57.8095
6.99212, 938, 897.024, 57.3382, 30.6594, 40.9763, 0, 57.3383, 57.34, 57.339, 897.021, 57.3382, 57.3382, 57.3382, 57.3382, 57.3382, 57.3382, 57.3382, 57.3382, 57.3382, 57.3382, 57.3382, 57.3382, 57.3382, 57.3382, 57.3382
7.00001, 964, 972.418, 57.5489, 31.0805, -8.4184, 0, 57.549, 57.5505, 57.5497, 972.416, 57.5489, 57.5489, 57.5489, 57.5489, 57.5489, 57.5489, 57.5489, 57.5489, 57.5489, 57.5489, 57.5489, 57.5489, 57.5489, 57.5489, 57.5489
7.00789, 986, 1042.35, 56.225, 31.4325, -56.3522, 0, 56.2251, 56.2264, 56.2258, 1042.35, 56.225, 56.225, 56.225, 56.225, 56.225, 56.225, 56.225, 56.225, 56.225, 56.225, 56.225, 56.225, 56.225, 56.225, 56.225
7.01578, 1060, 1106.43, 54.8274, 32.5883, -46.4326, 0, 54.8275, 54.8286, 54.8282, 1106.43, 54.8274, 54.8274, 54.8274, 54.8274, 54.8274, 54.8274, 54.8274, 54.8274, 54.8274, 54.8274, 54.8274, 54.8274, 54.8274, 54.8274, 54.8274
7.02366, 1088, 1162.84, 53.3585, 33.0151, -74.8423, 0, 53.3586, 53.3595, 53.3592, 1162.84, 53.3585, 53.3585, 53.3585, 53.3585, 53.3585, 53.3585, 53.3585, 53.3585, 53.3585, 53.3585, 53.3585, 53.3585, 53.3585, 53.3585, 53.3585
7.03155, 1192, 1209.94, 51.8217, 34.5543, -17.9362, 0, 51.8218, 51.8225, 51.8225, 1209.93, 51.8217, 51.8217, 51.8217, 51.8217, 51.8217, 51.8217, 51.8217, 51.8217, 51.8217, 51.8217, 51.8217, 51.8217, 51.8217, 51.8217, 51.8217
7.03943, 1176, 1246.28, 50.2234, 34.322, -70.2798, 0, 50.2235, 50.2241, 50.2242, 1246.28, 50.2234, 50.2234, 50.2234, 50.2234, 50.2234, 50.2234, 50.2234, 50.2234, 50.2234, 50.2234, 50.2234, 50.2234, 50.2234, 50.2234, 50.2234
7.04732, 1158, 1270.74, 48.5714, 34.0588, -112.745, 0, 48.5715, 48.572, 48.5722, 1270.74, 48.5714, 48.5714, 48.5714, 48.5714, 48.5714, 48.5714, 48.5714, 48.5714, 48.5714, 48.5714, 48.5714, 48.5714, 48.5714, 48.5714, 48.5714
7.0552, 1146, 1282.55, 46.8759, 33.8821, -136.546, 0, 46.876, 46.8764, 46.8767, 1282.54, 46.8759, 46.8759, 46.8759, 46.8759, 46.8759, 46.8759, 46.8759, 46.8759, 46.8759, 46.8759, 46.8759, 46.8759, 46.8759, 46.8759, 46.8759
7.06309, 1270, 1281.3, 45.1485, 35.6651, -11.2985, 0, 45.1486, 45.1489, 45.1493, 1281.3, 45.1485, 45.1485, 45.1485, 45.1485, 45.1485, 45.1485, 45.1485, 45.1485, 45.1485, 45.1485, 45.1485, 45.1485, 45.1485, 45.1485, 45.1485
7.07098, 1146, 1267.03, 43.403, 33.8821, -121.027, 0, 43.4031, 43.4033, 43.4038, 1267.03, 43.403, 43.403, 43.403, 43.403, 43.403, 43.403, 43.403, 43.403, 43.403, 43.403, 43.403, 43.403, 43.403, 43.403, 43.403
7.07886, 1106, 1240.17, 41.654, 33.2866, -134.17, 0, 41.6541, 41.6543, 41.6549, 1240.17, 41.654, 41.654, 41.654, 41.654, 41.654, 41.654, 41.654, 41.654, 41.654, 41.654, 41.654, 41.654, 41.654, 41.654, 41.654
7.08675, 1120, 1201.54, 39.9165, 33.4963, -81.543, 0, 39.9166, 39.9168, 39.9174, 1201.54, 39.9165, 39.9165, 39.9165, 39.9165, 39.9165, 39.9165, 39.9165, 39.9165, 39.9165, 39.9165, 39.9165, 39.9165, 39.9165, 39.9165, 39.9165
7.09463, 1040, 1152.32, 38.2063, 32.28, -112.316, 0, 38.2064, 38.2065, 38.2072, 1152.31, 38.2063, 38.2063, 38.2063, 38.2063, 38.2063, 38.2063, 38.2063, 38.2063, 38.2063, 38.2063, 38.2063, 38.2063, 38.2063, 38.2063, 38.2063
7.10252, 986, 1093.92, 36.5383, 31.4325, -107.925, 0, 36.5384, 36.5385, 36.5392, 1093.92, 36.5383, 36.5383, 36.5383, 36.5383, 36.5383, 36.5383, 36.5383, 36.5383, 36.5383, 36.5383, 36.5383, 36.5383, 36.5383, 36.5383, 36.5383
7.1104, 1000, 1028.04, 34.9275, 31.6544, -28.0419, 0, 34.9276, 34.9276, 34.9284, 1028.04, 34.9275, 34.9275, 34.9275, 34.9275, 34.9275, 34.9275, 34.9275, 34.9275, 34.9275, 34.9275, 34.9275, 34.9275, 34.9275, 34.9276, 34.9275
7.11829, 884, 956.447, 33.3864, 29.7658, -72.4467, 0, 33.3865, 33.3865, 33.3874, 956.445, 33.3864, 33.3864, 33.3864, 33.3864, 33.3864, 33.3864, 33.3864, 33.3864, 33.3864, 33.3864, 33.3864, 33.3864, 33.3864, 33.3865, 33.3864
7.12617, 798, 880.984, 31.9264, 28.2843, -82.9841, 0, 31.9265, 31.9266, 31.9276, 880.983, 31.9264, 31.9264, 31.9264, 31.9264, 31.9264, 31.9264, 31.9264, 31.9264, 31.9264, 31.9264, 31.9264, 31.9264, 31.9264, 31.9266, 31.9264
7.13406, 696, 803.47, 30.5559, 26.4197, -107.47, 0, 30.556, 30.556, 30.5571, 803.468, 30.5559, 30.5559, 30.5559, 30.5559, 30.5559, 30.5559, 30.5559, 30.5559, 30.5559, 30.5559, 30.5559, 30.5559, 30.5559, 30.5561, 30.5559
7.14194, 662, 725.626, 29.2812, 25.7682, -63.6258, 0, 29.2813, 29.2813, 29.2826, 725.624, 29.2812, 29.2812, 29.2812, 29.2812, 29.2812, 29.2812, 29.2812, 29.2812, 29.2812, 29.2812, 29.2812, 29.2812, 29.2812, 29.2815, 29.2812
7.14983, 584, 649.005, 28.1059, 24.2074, -65.0054, 0, 28.106, 28.106, 28.1077, 649.003, 28.1059, 28.1059, 28.1059, 28.1059, 28.1059, 28.1059, 28.1059, 28.1059, 28.1059, 28.1059, 28.1059, 28.1059, 28.1059, 28.1064, 28.1059
7.15771, 494, 574.975, 27.0319, 22.2711, -80.9749, 0, 27.032, 27.032, 27.0341, 574.972, 27.0319, 27.0319, 27.0319, 27.0319, 27.0319, 27.0319, 27.0319, 27.0319, 27.0319, 27.0319, 27.0319, 27.0319, 27.0319, 27.0326, 27.0319
7.1656, 480, 504.666, 26.0581, 21.9545, -24.6662, 0, 26.0582, 26.0582, 26.061, 504.662, 26.0581, 26.0581, 26.0581, 26.0581, 26.0581, 26.0581, 26.0581, 26.0581, 26.0581, 26.0581, 26.0581, 26.0581, 26.0581, 26.059, 26.0581
7.17348, 454, 438.952, 25.1815, 21.3542, 15.0485, 0, 25.1816, 25.1816, 25.1854, 438.946, 25.1815, 25.1815, 25.1815, 25.1815, 25.1815, 25.1815, 25.1815, 25.1815, 25.1815, 25.1815, 25.1815, 25.1815, 25.1815, 25.1828, 25.1815
7.18137, 346, 378.465, 24.3972, 18.6548, -32.4648, 0, 24.3973, 24.3972, 24.4025, 378.458, 24.3972, 24.3972, 24.3972, 24.3972, 24.3972, 24.3972, 24.3972, 24.3972, 24.3972, 24.3972, 24.3972, 24.3972, 24.3972, 24.3988, 24.3972
7.18925, 354, 323.596, 23.6985, 18.868, 30.4039, 0, 23.6986, 23.6986, 23.7058, 323.586, 23.6985, 23.6985, 23.6985, 23.6985, 23.6985, 23.6985, 23.6985, 23.6985, 23.6985, 23.6985, 23.6985, 23.6985, 23.6985, 23.7007, 23.6985
7.19714, 274, 274.519, 23.078, 16.6132, -0.519043, 0, 23.0781, 23.0781, 23.0882, 274.506, 23.078, 23.078, 23.078, 23.078, 23.078, 23.078, 23.078, 23.078, 23.078, 23.078, 23.078, 23.078, 23.078, 23.0808, 23.078
7.20502, 206, 231.206, 22.527, 14.4222, -25.2061, 0, 22.5271, 22.5271, 22.5411, 231.188, 22.527, 22.527, 22.527, 22.527, 22.527, 22.527, 22.527, 22.527, 22.527, 22.527, 22.527, 22.527, 22.527, 22.5305, 22.527
7.21291, 168, 193.48, 22.0363, 13.0384, -25.4795, 0, 22.0364, 22.0364, 22.0559, 193.455, 22.0363, 22.0363, 22.0363, 22.0363, 22.0363, 22.0363, 22.0363, 22.0363, 22.0363, 22.0363, 22.0363, 22.0363, 22.0363, 22.0407, 22.0363
7.22079, 168, 161.034, 21.5966, 13.0384, 6.96634, 0, 21.5967, 21.5967, 21.6237, 161.001, 21.5966, 21.5966, 21.5966, 21.5966, 21.5966, 21.5966, 21.5966, 21.5966, 21.5966, 21.5966, 21.5966, 21.5966, 21.5966, 21.6021, 21.5966
7.22868, 104, 133.473, 21.1988, 10.2956, -29.4732, 0, 21.1989, 21.1988, 21.2361, 133.429, 21.1988, 21.1988, 21.1988, 21.1988, 21.1988, 21.1988, 21.1988, 21.1988, 21.1988, 21.1988, 21.1988, 21.1988, 21.1988, 21.2056, 21.1988
7.23656, 88, 110.338, 20.8342, 9.48683, -22.338, 0, 20.8343, 20.8343, 20.8852, 110.278, 20.8342, 20.8342, 20.8342, 20.8342, 20.8342, 20.8342, 20.8342, 20.8342, 20.8342, 20.8342, 20.8342, 20.8342, 20.8342, 20.8426, 20.8342
7.24445, 76, 91.148, 20.4953, 8.83176, -15.148, 0, 20.4954, 20.4954, 20.5644, 91.0685, 20.4953, 20.4953, 20.4953, 20.4953, 20.4953, 20.4953, 20.4953, 20.4953, 20.4953, 20.4953, 20.4953, 20.4953, 20.4953, 20.5055, 20.4953
7.25233, 76, 75.4081, 20.1751, 8.83176, 0.591904, 0, 20.1752, 20.1752, 20.2679, 75.3029, 20.1751, 20.1751, 20.1751, 20.1751, 20.1751, 20.1751, 20.1751, 20.1751, 20.1751, 20.1751, 20.1751, 20.1751, 20.1751, 20.1873, 20.1751
7.26022, 58, 62.6389, 19.8674, 7.74597, -4.63885, 0, 19.8675, 19.8674, 19.9908, 62.5008, 19.8674, 19.8674, 19.8674, 19.8674, 19.8674, 19.8674, 19.8674, 19.8674, 19.8674, 19.8674, 19.8674, 19.8674, 19.8674, 19.8818, 19.8674
7.2681, 50, 52.3895, 19.5663, 7.2111, -2.38953, 0, 19.5664, 19.5664, 19.7291, 52.2097, 19.5663, 19.5663, 19.5663, 19.5663, 19.5663, 19.5663, 19.5663, 19.5663, 19.5663, 19.5663, 19.5663, 19.5663, 19.5663, 19.5832, 19.5663
7.27599, 48, 44.2459, 19.2671, 7.07107, 3.75406, 0, 19.2672, 19.2672, 19.4795, 44.0138, 19.2671, 19.2671, 19.2671, 19.2671, 19.2671, 19.2671, 19.2671, 19.2671, 19.2671, 19.2671, 19.2671, 19.2671, 19.2671, 19.2866, 19.2671
7.28387, 28, 37.8385, 18.9662, 5.47723, -9.8385, 0, 18.9663, 18.9662, 19.2405, 37.5415, 18.9662, 18.9662, 18.9662, 18.9662, 18.9662, 18.9662, 18.9662, 18.9662, 18.9662, 18.9662, 18.9662, 18.9662, 18.9662, 18.9886, 18.9662
7.29176, 36, 32.8426, 18.6609, 6.16441, 3.15744, 0, 18.661, 18.661, 19.0118, 32.466, 18.6609, 18.6609, 18.6609, 18.6609, 18.6609, 18.6609, 18.6609, 18.6609, 18.6609, 18.6609, 18.6609, 18.6609, 18.6609, 18.6863, 18.6609
7.29964, 40, 28.5676, 17.9352, 6.48074, 11.4324, 0, 17.9352, 17.9352, 18.3793, 28.0947, 17.9352, 17.9352, 17.9352, 17.9352, 17.9352, 17.9352, 17.9352, 17.9352, 17.9352, 17.9352, 17.9352, 17.9352, 17.9352, 17.9637, 17.9352
7.30753, 18, 25.5799, 17.5884, 4.47214, -7.57994, 0, 17.5885, 17.5885, 18.1448, 24.9916, 17.5884, 17.5884, 17.5884, 17.5884, 17.5884, 17.5884, 17.5884, 17.5884, 17.5884, 17.5884, 17.5884, 17.5884, 17.5884, 17.6201, 17.5884
7.31541, 16, 23.3318, 17.2647, 4.24264, -7.3318, 0, 17.2648, 17.2648, 17.9546, 22.6069, 17.2647, 17.2647, 17.2647, 17.2647, 17.2647, 17.2647, 17.2647, 17.2647, 17.2647, 17.2647, 17.2647, 17.2647, 17.2647, 17.2996, 17.2647
7.3233, 16, 21.6459, 16.9441, 4.24264, -5.64587, 0, 16.9442, 16.9442, 17.7906, 20.7613, 16.9441, 16.9441, 16.9441, 16.9441, 16.9441, 16.9441, 16.9441, 16.9441, 16.9441, 16.9441, 16.9441, 16.9441, 16.9441, 16.982, 16.9441
7.33118, 20, 20.3965, 16.6265, 4.69042, -0.396486, 0, 16.6266, 16.6266, 17.6544, 19.3276, 16.6265, 16.6265, 16.6265, 16.6265, 16.6265, 16.6265, 16.6265, 16.6265, 16.6265, 16.6265, 16.6265, 16.6265, 16.6265, 16.6673, 16.6265
7.33907, 2, 19.4834, 16.3117, 2, -17.4834, 0, 16.3118, 16.3118, 17.547, 18.2046, 16.3117, 16.3117, 16.3117, 16.3117, 16.3117, 16.3117, 16.3117, 16.3117, 16.3117, 16.3117, 16.3117, 16.3117, 16.3117, 16.3552, 16.3117
7.34696, 18, 18.8285, 16, 4.47214, -0.828508, 0, 16.0001, 16.0001, 17.469, 17.3136, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16.0457, 16
7.35484, 22, 18.4752, 15.7957, 4.89898, 3.52481, 0, 15.7958, 15.7958, 17.5244, 16.6985, 15.7957, 15.7957, 15.7957, 15.7957, 15.7957, 15.7957, 15.7957, 15.7957, 15.7957, 15.7957, 15.7957, 15.7957, 15.7957, 15.8434, 15.7957
7.36273, 14, 18.2699, 15.5925, 4, -4.26993, 0, 15.5926, 15.5926, 17.6059, 16.2071, 15.5925, 15.5925, 15.5925, 15.5925, 15.5925, 15.5925, 15.5925, 15.5925, 15.5925, 15.5925, 15.5925, 15.5925, 15.5925, 15.6417, 15.5925
7.37061, 12, 18.1761, 15.3907, 3.74166, -6.17608, 0, 15.3908, 15.3908, 17.7113, 15.805, 15.3907, 15.3907, 15.3907, 15.3907, 15.3907, 15.3907, 15.3907, 15.3907, 15.3907, 15.3907, 15.3907, 15.3907, 15.3907, 15.4409, 15.3907
7.3785, 18, 18.1649, 15.1903, 4.47214, -0.164892, 0, 15.1904, 15.1904, 17.8372, 15.467, 15.1903, 15.1903, 15.1903, 15.1903, 15.1903, 15.1903, 15.1903, 15.1903, 15.1903, 15.1903, 15.1903, 15.1903, 15.1903, 15.2411, 15.1903
7.38638, 20, 18.213, 14.9911, 4.69042, 1.78704, 0, 14.9912, 14.9912, 17.9789, 15.1741, 14.9911, 14.9911, 14.9911, 14.9911, 14.9911, 14.9911, 14.9911, 14.9911, 14.9911, 14.9911, 14.9911, 14.9911, 14.9911, 15.0419, 14.9911
7.39427, 16, 18.3015, 14.7932, 4.24264, -2.30146, 0, 14.7933, 14.7933, 18.131, 14.9131, 14.7932, 14.7932, 14.7932, 14.7932, 14.7932, 14.7932, 14.7932, 14.7932, 14.7932, 14.7932, 14.7932, 14.7932, 14.7932, 14.8435, 14.7932
7.40215, 14, 18.4144, 14.5967, 4, -4.41441, 0, 14.5968, 14.5968, 18.2871, 14.6746, 14.5967, 14.5967, 14.5967, 14.5967, 14.5967, 14.5967, 14.5967, 14.5967, 14.5967, 14.5967, 14.5967, 14.5967, 14.5967, 14.646, 14.5967
7.41004, 18, 18.5375, 14.4015, 4.47214, -0.537523, 0, 14.4016, 14.4016, 18.4395, 14.4515, 14.4015, 14.4015, 14.4015, 14.4015, 14.4015, 14.4015, 14.4015, 14.4015, 14.4015, 14.4015, 14.4015, 14.4015, 14.4015, 14.4493, 14.4015
7.41792, 16, 18.6578, 14.2069, 4.24264, -2.65782, 0, 14.207, 14.207, 18.5798, 14.2388, 14.2069, 14.2069, 14.2069, 14.2069, 14.2069, 14.2069, 14.2069, 14.2069, 14.2069, 14.2069, 14.2069, 14.2069, 14.2069, 14.2529, 14.2069
7.42581, 30, 18.7636, 14.0128, 5.65685, 11.2364, 0, 14.0129, 14.0129, 18.6996, 14.0329, 14.0128, 14.0128, 14.0128, 14.0128, 14.0128, 14.0128, 14.0128, 14.0128, 14.0128, 14.0128, 14.0128, 14.0128, 14.0128, 14.0565, 14.0128
7.43369, 32, 18.8442, 13.8184, 5.83095, 13.1558, 0, 13.8185, 13.8185, 18.7902, 13.831, 13.8184, 13.8184, 13.8184, 13.8184, 13.8184, 13.8184, 13.8184, 13.8184, 13.8184, 13.8184, 13.8184, 13.8184, 13.8184, 13.8596, 13.8184
