   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_16.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Fe_K, Mn_K, Ti_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Na_K, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
0.0488208, 0, 1.45237e-18, 0, 1.41421, -1.45237e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.42001e-21, 0, 0, 0, 0, 1.45095e-18, 0, 0, 0
0.0567339, 0, 3.01192e-18, 0, 1.41421, -3.01192e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.94482e-21, 0, 0, 0, 0, 3.00898e-18, 0, 0, 0
0.0646469, 0, 6.17747e-18, 0, 1.41421, -6.17747e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.03983e-21, 0, 0, 0, 0, 6.17143e-18, 0, 0, 0
0.07256, 0, 1.27908e-17, 0, 1.41421, -1.27908e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.25059e-20, 0, 0, 0, 0, 1.27783e-17, 0, 0, 0
0.080473, 0, 2.5625e-17, 0, 1.41421, -2.5625e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.5054e-20, 0, 0, 0, 0, 2.55999e-17, 0, 0, 0
0.0883861, 0, 5.08247e-17, 0, 1.41421, -5.08247e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.96923e-20, 0, 0, 0, 0, 5.0775e-17, 0, 0, 0
0.0962991, 0, 9.98238e-17, 0, 1.41421, -9.98238e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.75997e-20, 0, 0, 0, 0, 9.97262e-17, 0, 0, 0
0.104212, 0, 1.94191e-16, 0, 1.41421, -1.94191e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.89865e-19, 0, 0, 0, 0, 1.94001e-16, 0, 0, 0
0.112125, 0, 3.74234e-16, 0, 1.41421, -3.74234e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.65896e-19, 0, 0, 0, 0, 3.73868e-16, 0, 0, 0
0.120038, 0, 7.1458e-16, 0, 1.41421, -7.1458e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.98659e-19, 0, 0, 0, 0, 7.13881e-16, 0, 0, 0
0.127951, 0, 1.35214e-15, 0, 1.41421, -1.35214e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.32201e-18, 0, 0, 0, 0, 1.35082e-15, 0, 0, 0
0.135864, 0, 2.53582e-15, 0, 1.41421, -2.53582e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.47932e-18, 0, 0, 0, 0, 2.53334e-15, 0, 0, 0
0.143777, 0, 4.7141e-15, 0, 1.41421, -4.7141e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.60906e-18, 0, 0, 0, 0, 4.70949e-15, 0, 0, 0
0.15169, 0, 8.68797e-15, 0, 1.41421, -8.68797e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.49438e-18, 0, 0, 0, 0, 8.67947e-15, 0, 0, 0
0.159603, 0, 1.58754e-14, 0, 1.41421, -1.58754e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.55217e-17, 0, 0, 0, 0, 1.58599e-14, 0, 0, 0
0.167516, 0, 2.87651e-14, 0, 1.41421, -2.87651e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.81241e-17, 0, 0, 0, 0, 2.8737e-14, 0, 0, 0
0.17543, 0, 5.16873e-14, 0, 1.41421, -5.16873e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.05356e-17, 0, 0, 0, 0, 5.16368e-14, 0, 0, 0
0.183343, 0, 9.21123e-14, 0, 1.41421, -9.21123e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.00599e-17, 0, 0, 0, 0, 9.20222e-14, 0, 0, 0
0.191256, 0, 1.62818e-13, 0, 1.41421, -1.62818e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.59191e-16, 0, 0, 0, 0, 1.62659e-13, 0, 0, 0
0.199169, 0, 2.8548e-13, 0, 1.41421, -2.8548e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.79121e-16, 0, 0, 0, 0, 2.85201e-13, 0, 0, 0
0.207082, 0, 4.96556e-13, 0, 1.41421, -4.96556e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.85499e-16, 0, 0, 0, 0, 4.96071e-13, 0, 0, 0
0.214995, 0, 8.56859e-13, 0, 1.41421, -8.56859e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.37786e-16, 0, 0, 0, 0, 8.56021e-13, 0, 0, 0
0.222908, 0, 1.46699e-12, 0, 1.41421, -1.46699e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.43435e-15, 0, 0, 0, 0, 1.46555e-12, 0, 0, 0
0.230821, 0, 2.49199e-12, 0, 1.41421, -2.49199e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.4366e-15, 0, 0, 0, 0, 2.48955e-12, 0, 0, 0
0.238734, 0, 4.20042e-12, 0, 1.41421, -4.20042e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.10719e-15, 0, 0, 0, 0, 4.19631e-12, 0, 0, 0
0.246647, 0, 7.0257e-12, 0, 1.41421, -7.0257e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.87003e-15, 0, 0, 0, 0, 7.01883e-12, 0, 0, 0
0.25456, 0, 1.16616e-11, 0, 1.41421, -1.16616e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.14038e-14, 0, 0, 0, 0, 1.16502e-11, 0, 0, 0
0.262473, 0, 1.92098e-11, 0, 1.41421, -1.92098e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.87864e-14, 0, 0, 0, 0, 1.9191e-11, 0, 0, 0
0.270386, 0, 3.14049e-11, 0, 1.41421, -3.14049e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.07156e-14, 0, 0, 0, 0, 3.13741e-11, 0, 0, 0
0.278299, 0, 5.09571e-11, 0, 1.41421, -5.09571e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.98445e-14, 0, 0, 0, 0, 5.09073e-11, 0, 0, 0
0.286212, 0, 8.20656e-11, 0, 1.41421, -8.20656e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.02859e-14, 0, 0, 0, 0, 8.19853e-11, 0, 0, 0
0.294125, 0, 1.31186e-10, 0, 1.41421, -1.31186e-10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.28365e-13, 0, 0, 0, 0, 1.31057e-10, 0, 0, 0
0.302038, 0, 2.0816e-10, 4.06377e-44, 1.41421, -2.0816e-10, 0, 4.06377e-44, 4.06377e-44, 4.06377e-44, 4.06377e-44, 4.06377e-44, 4.06377e-44, 4.06377e-44, 4.06377e-44, 4.06377e-44, 2.03734e-13, 4.06377e-44, 4.06377e-44, 4.06377e-44, 4.06377e-44, 2.07956e-10, 4.06377e-44, 4.06377e-44, 4.06377e-44
0.309951, 0, 3.27876e-10, 8.32371e-43, 1.41421, -3.27876e-10, 0, 8.32371e-43, 8.32371e-43, 8.32371e-43, 8.32371e-43, 8.32371e-43, 8.32371e-43, 8.32371e-43, 8.32371e-43, 8.32371e-43, 3.21e-13, 8.32371e-43, 8.32371e-43, 8.32371e-43, 8.32371e-43, 3.27555e-10, 8.32371e-43, 8.32371e-43, 8.32371e-43
0.317864, 0, 5.12675e-10, 1.26411e-41, 1.41421, -5.12675e-10, 0, 1.26411e-41, 1.26411e-41, 1.26411e-41, 1.26411e-41, 1.26411e-41, 1.26411e-41, 1.26411e-41, 1.26411e-41, 1.26411e-41, 5.0211e-13, 1.26411e-41, 1.26411e-41, 1.26411e-41, 1.26411e-41, 5.12173e-10, 1.26411e-41, 1.26411e-41, 1.26411e-41
0.325777, 0, 7.95809e-10, 1.74813e-40, 1.41421, -7.95809e-10, 0, 1.74813e-40, 1.74813e-40, 1.74813e-40, 1.74813e-40, 1.74813e-40, 1.74813e-40, 1.74813e-40, 1.74813e-40, 1.74813e-40, 7.79767e-13, 1.74813e-40, 1.74813e-40, 1.74813e-40, 1.74813e-40, 7.95029e-10, 1.74813e-40, 1.74813e-40, 1.74813e-40
0.33369, 0, 1.22639e-09, 2.16769e-39, 1.41421, -1.22639e-09, 0, 2.16769e-39, 2.16769e-39, 2.16769e-39, 2.16769e-39, 2.16769e-39, 2.16769e-39, 2.16769e-39, 2.16769e-39, 2.16769e-39, 1.20235e-12, 2.16769e-39, 2.16769e-39, 2.16769e-39, 2.16769e-39, 1.22519e-09, 2.16769e-39, 2.16769e-39, 2.16769e-39
0.341603, 0, 1.87638e-09, 2.41881e-38, 1.41421, -1.87638e-09, 0, 2.41881e-38, 2.41881e-38, 2.41881e-38, 2.41881e-38, 2.41881e-38, 2.41881e-38, 2.41881e-38, 2.41881e-38, 2.41881e-38, 1.84085e-12, 2.41881e-38, 2.41881e-38, 2.41881e-38, 2.41881e-38, 1.87454e-09, 2.41881e-38, 2.41881e-38, 2.41881e-38
0.349516, 0, 2.85035e-09, 2.43857e-37, 1.41421, -2.85035e-09, 0, 2.43857e-37, 2.43857e-37, 2.43857e-37, 2.43857e-37, 2.43857e-37, 2.43857e-37, 2.43857e-37, 2.43857e-37, 2.43857e-37, 2.7987e-12, 2.43857e-37, 2.43857e-37, 2.43857e-37, 2.43857e-37, 2.84755e-09, 2.43857e-37, 2.43857e-37, 2.43857e-37
0.35743, 0, 4.29914e-09, 2.23503e-36, 1.41421, -4.29914e-09, 0, 2.23503e-36, 2.23503e-36, 2.23503e-36, 2.23503e-36, 2.23503e-36, 2.23503e-36, 2.23503e-36, 2.23503e-36, 2.23503e-36, 4.22547e-12, 2.23503e-36, 2.23503e-36, 2.23503e-36, 2.23503e-36, 4.29492e-09, 2.23503e-36, 2.23503e-36, 2.23503e-36
0.365343, 0, 6.43857e-09, 1.87277e-35, 1.41421, -6.43857e-09, 0, 1.87277e-35, 1.87277e-35, 1.87277e-35, 1.87277e-35, 1.87277e-35, 1.87277e-35, 1.87277e-35, 1.87277e-35, 1.87277e-35, 6.33584e-12, 1.87277e-35, 1.87277e-35, 1.87277e-35, 1.87277e-35, 6.43223e-09, 1.87277e-35, 1.87277e-35, 1.87277e-35
0.373256, 0, 9.57551e-09, 4.3836e-34, 1.41421, -9.57551e-09, 0, 4.3836e-34, 4.3836e-34, 4.3836e-34, 4.3836e-34, 4.3836e-34, 4.3836e-34, 4.3836e-34, 4.3836e-34, 4.3836e-34, 9.43643e-12, 4.3836e-34, 4.3836e-34, 4.3836e-34, 4.3836e-34, 9.56607e-09, 4.3836e-34, 4.3836e-34, 4.3836e-34
0.381169, 0, 1.41408e-08, 3.03791e-33, 1.41421, -1.41408e-08, 0, 3.03791e-33, 3.03791e-33, 3.03791e-33, 3.03791e-33, 3.03791e-33, 3.03791e-33, 3.03791e-33, 3.03791e-33, 3.03791e-33, 1.39592e-11, 3.03791e-33, 3.03791e-33, 3.03791e-33, 3.03791e-33, 1.41268e-08, 3.03791e-33, 3.03791e-33, 3.03791e-33
0.389082, 0, 2.07382e-08, 1.80902e-32, 1.41421, -2.07382e-08, 0, 1.80902e-32, 1.80902e-32, 1.80902e-32, 1.80902e-32, 1.80902e-32, 1.80902e-32, 1.80902e-32, 1.80902e-32, 1.80902e-32, 2.0513e-11, 1.80902e-32, 1.80902e-32, 1.80902e-32, 1.80902e-32, 2.07177e-08, 1.80902e-32, 1.80902e-32, 1.80902e-32
0.396995, 0, 3.02047e-08, 1.01062e-31, 1.41421, -3.02047e-08, 0, 1.01062e-31, 1.01062e-31, 1.01062e-31, 1.01062e-31, 1.01062e-31, 1.01062e-31, 1.01062e-31, 1.01062e-31, 1.01062e-31, 2.99475e-11, 1.01062e-31, 1.01062e-31, 1.01062e-31, 1.01062e-31, 3.01748e-08, 1.01062e-31, 1.01062e-31, 1.01062e-31
0.404908, 0, 4.36927e-08, 5.55473e-31, 1.41421, -4.36927e-08, 0, 5.55473e-31, 5.55473e-31, 5.55473e-31, 5.55473e-31, 5.55473e-31, 5.55473e-31, 5.55473e-31, 5.55473e-31, 5.55473e-31, 4.34406e-11, 5.55473e-31, 5.55473e-31, 5.55473e-31, 5.55473e-31, 4.36493e-08, 5.55473e-31, 5.55473e-31, 5.55473e-31
0.412821, 0, 6.27765e-08, 2.91075e-30, 1.41421, -6.27765e-08, 0, 2.91075e-30, 2.91075e-30, 2.91075e-30, 2.91075e-30, 2.91075e-30, 2.91075e-30, 2.91075e-30, 2.91075e-30, 2.91075e-30, 6.26155e-11, 2.91075e-30, 2.91075e-30, 2.91075e-30, 2.91075e-30, 6.27139e-08, 2.91075e-30, 2.91075e-30, 2.91075e-30
0.420734, 0, 8.95909e-08, 1.43979e-29, 1.41421, -8.95909e-08, 0, 1.43979e-29, 1.43979e-29, 1.43979e-29, 1.43979e-29, 1.43979e-29, 1.43979e-29, 1.43979e-29, 1.43979e-29, 1.43979e-29, 8.9695e-11, 1.43979e-29, 1.43979e-29, 1.43979e-29, 1.43979e-29, 8.95012e-08, 1.43979e-29, 1.43979e-29, 1.43979e-29
0.428647, 0, 1.27009e-07, 6.76853e-29, 1.41421, -1.27009e-07, 0, 6.76853e-29, 6.76853e-29, 6.76853e-29, 6.76853e-29, 6.76853e-29, 6.76853e-29, 6.76853e-29, 6.76853e-29, 6.76853e-29, 1.27704e-10, 6.76853e-29, 6.76853e-29, 6.76853e-29, 6.76853e-29, 1.26882e-07, 6.76853e-29, 6.76853e-29, 6.76853e-29
0.43656, 0, 1.78871e-07, 3.05407e-28, 1.41421, -1.78871e-07, 0, 3.05407e-28, 3.05407e-28, 3.05407e-28, 3.05407e-28, 3.05407e-28, 3.05407e-28, 3.05407e-28, 3.05407e-28, 3.05407e-28, 1.80736e-10, 3.05407e-28, 3.05407e-28, 3.05407e-28, 3.05407e-28, 1.7869e-07, 3.05407e-28, 3.05407e-28, 3.05407e-28
0.444473, 0, 2.50268e-07, 1.31454e-27, 1.41421, -2.50268e-07, 0, 1.31454e-27, 1.31454e-27, 1.31454e-27, 1.31454e-27, 1.31454e-27, 1.31454e-27, 1.31454e-27, 1.31454e-27, 1.31454e-27, 2.54297e-10, 1.31454e-27, 1.31454e-27, 1.31454e-27, 1.31454e-27, 2.50013e-07, 1.31454e-27, 1.31454e-27, 1.31454e-27
0.452386, 0, 3.47904e-07, 5.38873e-27, 1.41421, -3.47904e-07, 0, 5.38873e-27, 5.38873e-27, 5.38873e-27, 5.38873e-27, 5.38873e-27, 5.38873e-27, 5.38873e-27, 5.38873e-27, 5.38873e-27, 3.55755e-10, 5.38873e-27, 5.38873e-27, 5.38873e-27, 5.38873e-27, 3.47548e-07, 5.38873e-27, 5.38873e-27, 5.38873e-27
0.460299, 0, 4.80543e-07, 2.10724e-26, 1.41421, -4.80543e-07, 0, 2.10724e-26, 2.10724e-26, 2.10724e-26, 2.10724e-26, 2.10724e-26, 2.10724e-26, 2.10724e-26, 2.10724e-26, 2.10724e-26, 4.9491e-10, 2.10724e-26, 2.10724e-26, 2.10724e-26, 2.10724e-26, 4.80048e-07, 2.10724e-26, 2.10724e-26, 2.10724e-26
0.468212, 0, 6.59564e-07, 7.87329e-26, 1.41421, -6.59564e-07, 0, 7.87329e-26, 7.87329e-26, 7.87329e-26, 7.87329e-26, 7.87329e-26, 3.10556e-12, 7.87329e-26, 7.87329e-26, 7.87329e-26, 6.84732e-10, 7.87329e-26, 7.87329e-26, 7.87329e-26, 7.87329e-26, 6.58876e-07, 7.87329e-26, 7.87329e-26, 7.87329e-26
0.476125, 0, 8.9963e-07, 2.81887e-25, 1.41421, -8.9963e-07, 0, 2.81887e-25, 2.81887e-25, 2.81887e-25, 2.81887e-25, 2.81887e-25, 1.04174e-11, 2.81887e-25, 2.81887e-25, 2.81887e-25, 9.42295e-10, 2.81887e-25, 2.81887e-25, 2.81887e-25, 2.81887e-25, 8.98677e-07, 2.81887e-25, 2.81887e-25, 2.81887e-25
0.484038, 0, 1.22138e-06, 9.79282e-25, 1.41421, -1.22138e-06, 0, 3.94696e-15, 3.91002e-10, 1.08785e-11, 3.79214e-12, 3.1572e-10, 1.68845e-10, 3.56357e-11, 3.01355e-12, 8.01054e-10, 1.28997e-09, 3.0681e-12, 2.28605e-12, 5.3781e-14, 1.22505e-15, 1.21833e-06, 9.79282e-25, 9.79282e-25, 2.07412e-11
0.491951, 0, 1.64952e-06, 2.35367e-10, 1.41421, -1.64952e-06, 2.35367e-10, 2.3538e-10, 1.54126e-09, 2.71699e-10, 2.48032e-10, 1.28983e-09, 7.73033e-10, 3.54385e-10, 2.45431e-10, 2.91078e-09, 1.99224e-09, 2.45614e-10, 2.43002e-10, 2.3616e-10, 2.35371e-10, 1.64193e-06, 2.35367e-10, 2.35367e-10, 3.0464e-10
0.499864, 0, 2.21736e-06, 7.80857e-10, 1.41421, -2.21736e-06, 7.80857e-10, 7.80892e-10, 4.16884e-09, 8.75119e-10, 8.13716e-10, 3.51654e-09, 2.15414e-09, 1.08964e-09, 8.0697e-10, 7.72189e-09, 3.16159e-09, 8.07442e-10, 8.00666e-10, 7.83787e-10, 7.80868e-10, 2.19985e-06, 7.80857e-10, 7.80857e-10, 9.60578e-10
0.507777, 0, 2.96992e-06, 2.01665e-09, 1.41421, -2.96992e-06, 2.01665e-09, 2.01673e-09, 1.0028e-08, 2.23954e-09, 2.09435e-09, 8.48552e-09, 5.23784e-09, 2.7468e-09, 2.0784e-09, 1.84296e-08, 5.22681e-09, 2.07951e-09, 2.06349e-09, 2.02478e-09, 2.01668e-09, 2.93096e-06, 2.01665e-09, 2.01665e-09, 2.44162e-09
0.51569, 0, 3.96886e-06, 4.75237e-09, 1.41421, -3.96886e-06, 4.75237e-09, 4.75255e-09, 2.27945e-08, 5.25434e-09, 4.92735e-09, 1.93208e-08, 1.19672e-08, 6.39672e-09, 4.89142e-09, 4.17157e-08, 9.05981e-09, 4.89394e-09, 4.85785e-09, 4.77243e-09, 4.75243e-09, 3.88408e-06, 4.75237e-09, 4.75237e-09, 5.70944e-09
0.523603, 0, 5.30257e-06, 1.06764e-08, 1.41421, -5.30257e-06, 1.06764e-08, 1.06768e-08, 4.99959e-08, 1.17703e-08, 1.10577e-08, 4.24255e-08, 2.63275e-08, 1.42599e-08, 1.09794e-08, 9.1231e-08, 1.64284e-08, 1.09849e-08, 1.09063e-08, 1.07229e-08, 1.06765e-08, 5.12151e-06, 1.06764e-08, 1.06764e-08, 1.27621e-08
0.531516, 0, 7.10578e-06, 2.32214e-08, 1.41421, -7.10578e-06, 2.32214e-08, 2.32222e-08, 1.06682e-07, 2.55435e-08, 2.40308e-08, 9.06131e-08, 5.92693e-08, 3.0828e-08, 2.38646e-08, 1.94209e-07, 3.08658e-08, 2.38763e-08, 2.37094e-08, 2.33249e-08, 2.32217e-08, 6.72319e-06, 2.32214e-08, 2.32214e-08, 2.76487e-08
0.539429, 0, 9.59315e-06, 4.92044e-08, 1.41421, -9.59315e-06, 4.92044e-08, 4.92061e-08, 2.22241e-07, 5.40186e-08, 5.08826e-08, 1.88925e-07, 1.36393e-07, 6.49748e-08, 5.0538e-08, 4.03708e-07, 5.93161e-08, 5.05622e-08, 5.02161e-08, 4.94275e-08, 4.92049e-08, 8.79322e-06, 4.92044e-08, 4.92044e-08, 5.83833e-08
0.547343, 0, 1.31248e-05, 1.01849e-07, 1.41421, -1.31248e-05, 1.01849e-07, 1.01853e-07, 4.52721e-07, 1.11611e-07, 1.05252e-07, 3.85166e-07, 3.1815e-07, 1.33827e-07, 1.04553e-07, 8.20688e-07, 1.15162e-07, 1.04602e-07, 1.039e-07, 1.02318e-07, 1.0185e-07, 1.14704e-05, 1.01849e-07, 1.01849e-07, 1.20461e-07
0.555256, 0, 1.82762e-05, 2.06204e-07, 1.41421, -1.82762e-05, 2.06204e-07, 2.06211e-07, 9.02521e-07, 2.25577e-07, 2.12957e-07, 7.68455e-07, 6.92535e-07, 2.69666e-07, 2.1157e-07, 1.63276e-06, 2.2365e-07, 2.11668e-07, 2.10275e-07, 2.07165e-07, 2.06206e-07, 1.49449e-05, 2.06204e-07, 2.06204e-07, 2.43141e-07
0.563169, 0, 2.60411e-05, 4.08596e-07, 1.41421, -2.60411e-05, 4.08596e-07, 4.0861e-07, 1.76151e-06, 4.46237e-07, 4.21717e-07, 1.50103e-06, 1.44778e-06, 5.319e-07, 4.19023e-07, 3.18034e-06, 4.31356e-07, 4.19212e-07, 4.16506e-07, 4.10526e-07, 4.086e-07, 1.94854e-05, 4.08596e-07, 4.08596e-07, 4.80363e-07
0.571082, 0, 3.81213e-05, 7.927e-07, 1.41421, -3.81213e-05, 7.927e-07, 7.92726e-07, 3.36694e-06, 8.64321e-07, 8.17666e-07, 2.8713e-06, 2.94742e-06, 1.02731e-06, 8.1254e-07, 6.06659e-06, 8.2226e-07, 8.12899e-07, 8.07751e-07, 7.96494e-07, 7.92708e-07, 2.54836e-05, 7.927e-07, 7.927e-07, 9.29254e-07
0.578995, 0, 5.73817e-05, 1.50606e-06, 1.41421, -5.73817e-05, 1.50606e-06, 1.50611e-06, 6.30363e-06, 1.63954e-06, 1.55259e-06, 5.37992e-06, 5.84126e-06, 1.94331e-06, 1.54304e-06, 1.13349e-05, 1.54428e-06, 1.5437e-06, 1.53411e-06, 1.51336e-06, 1.50607e-06, 3.35261e-05, 1.50606e-06, 1.50606e-06, 1.76055e-06
0.586908, 0, 8.8711e-05, 2.80268e-06, 1.41421, -8.8711e-05, 2.80268e-06, 2.80277e-06, 1.15618e-05, 3.04638e-06, 2.88763e-06, 9.87534e-06, 1.13878e-05, 3.60098e-06, 2.87019e-06, 2.07476e-05, 2.85189e-06, 2.87141e-06, 2.85389e-06, 2.81646e-06, 2.80271e-06, 4.45071e-05, 2.80268e-06, 2.80268e-06, 3.26732e-06
0.594821, 0, 0.000140226, 5.10932e-06, 1.41421, -0.000140226, 5.10932e-06, 5.10947e-06, 2.07776e-05, 5.54524e-06, 5.26128e-06, 1.77609e-05, 2.18415e-05, 6.53732e-06, 5.23008e-06, 3.72093e-05, 5.17243e-06, 5.23226e-06, 5.20092e-06, 5.13482e-06, 5.10937e-06, 5.98028e-05, 5.10932e-06, 5.10932e-06, 5.94046e-06
0.602734, 0, 0.000225253, 9.12592e-06, 1.41421, -0.000225253, 9.12592e-06, 9.12619e-06, 3.65906e-05, 9.89004e-06, 9.39228e-06, 3.13027e-05, 4.12164e-05, 1.1629e-05, 9.33759e-06, 6.53933e-05, 9.20655e-06, 9.34142e-06, 9.28649e-06, 9.17216e-06, 9.126e-06, 8.15484e-05, 9.12592e-06, 9.12592e-06, 1.05828e-05
0.610647, 0, 0.000365265, 1.59726e-05, 1.41421, -0.000365265, 1.59726e-05, 1.59731e-05, 6.31551e-05, 1.72853e-05, 1.64302e-05, 5.40707e-05, 7.65262e-05, 2.02728e-05, 1.63363e-05, 0.000112636, 1.60753e-05, 1.63429e-05, 1.62485e-05, 1.60549e-05, 1.59728e-05, 0.000112999, 1.59726e-05, 1.59726e-05, 1.84755e-05
0.61856, 0, 0.000594289, 2.7398e-05, 1.41421, -0.000594289, 2.7398e-05, 2.73988e-05, 0.000106849, 2.96085e-05, 2.81686e-05, 9.15519e-05, 0.000139794, 3.46391e-05, 2.80104e-05, 0.000190171, 2.75283e-05, 2.80215e-05, 2.78626e-05, 2.75415e-05, 2.73983e-05, 0.000159103, 2.7398e-05, 2.7398e-05, 3.16126e-05
0.626473, 0, 0.000965266, 4.60649e-05, 1.41421, -0.000965266, 4.60649e-05, 4.60662e-05, 0.000177225, 4.9714e-05, 4.7337e-05, 0.000151972, 0.000251236, 5.80187e-05, 4.70758e-05, 0.000314774, 4.62297e-05, 4.70941e-05, 4.68318e-05, 4.63105e-05, 4.60653e-05, 0.000227268, 4.60649e-05, 4.60649e-05, 5.30225e-05
0.634386, 0, 0.00155904, 7.59264e-05, 1.41421, -0.00155904, 7.59264e-05, 7.59285e-05, 0.000288227, 8.18331e-05, 7.79854e-05, 0.000247351, 0.000444173, 9.52753e-05, 7.75626e-05, 0.00051087, 7.61343e-05, 7.75922e-05, 7.71677e-05, 7.63389e-05, 7.59271e-05, 0.000328383, 7.59264e-05, 7.59264e-05, 8.71882e-05
0.642299, 0, 0.00249674, 0.000122701, 1.41421, -0.00249674, 0.000122701, 0.000122705, 0.000459692, 0.000132077, 0.00012597, 0.000394809, 0.000772403, 0.000153414, 0.000125299, 0.000813101, 0.000122963, 0.000125346, 0.000124672, 0.000123382, 0.000122702, 0.000478151, 0.000122701, 0.000122701, 0.000140578
0.650212, 2, 0.00395646, 0.000194451, 2, 1.99604, 0.000194451, 0.000194456, 0.000719108, 0.000209048, 0.000199539, 0.000618093, 0.00132099, 0.000242268, 0.000198495, 0.00126933, 0.000194779, 0.000198568, 0.000197519, 0.000195552, 0.000194452, 0.000698755, 0.000194451, 0.000194451, 0.000222282
