   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_152.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Ni_K, Fe_K, Mn_K, Ti_K, Ca_K, Cl_K, S_K, P_K, Si_K, Al_K, Mg_K, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
0.236997, 0, 2.64e-13, 0, 1.41421, -2.64e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.74298e-18, 0, 2.63997e-13, 0, 0, 0
0.244883, 0, 4.68447e-13, 0, 1.41421, -4.68447e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.98829e-18, 0, 4.68442e-13, 0, 0, 0
0.252769, 0, 8.24083e-13, 0, 1.41421, -8.24083e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.00231e-18, 0, 8.24074e-13, 0, 0, 0
0.260654, 0, 1.43736e-12, 0, 1.41421, -1.43736e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.61259e-17, 0, 1.43734e-12, 0, 0, 0
0.26854, 0, 2.48581e-12, 0, 1.41421, -2.48581e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.86755e-17, 0, 2.48578e-12, 0, 0, 0
0.276426, 0, 4.26296e-12, 0, 1.41421, -4.26296e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.06276e-17, 0, 4.26291e-12, 0, 0, 0
0.284312, 0, 7.24959e-12, 0, 1.41421, -7.24959e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.87611e-17, 0, 7.2495e-12, 0, 0, 0
0.292198, 0, 1.22265e-11, 0, 1.41421, -1.22265e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.54561e-16, 0, 1.22263e-11, 0, 0, 0
0.300083, 0, 2.04502e-11, 0, 1.41421, -2.04502e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.67368e-16, 0, 2.04499e-11, 0, 0, 0
0.307969, 0, 3.3925e-11, 0, 1.41421, -3.3925e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.59567e-16, 0, 3.39245e-11, 0, 0, 0
0.315855, 0, 5.58395e-11, 1.16308e-43, 1.41421, -5.58395e-11, 0, 1.16308e-43, 1.16308e-43, 1.16308e-43, 1.16308e-43, 1.16308e-43, 1.16308e-43, 1.16308e-43, 1.16308e-43, 1.16308e-43, 1.16308e-43, 1.16308e-43, 1.16308e-43, 7.86516e-16, 1.16308e-43, 5.58387e-11, 1.16308e-43, 1.16308e-43, 1.16308e-43
0.323741, 0, 9.11288e-11, 2.04309e-42, 1.41421, -9.11288e-11, 0, 2.04309e-42, 2.04309e-42, 2.04309e-42, 2.04309e-42, 2.04309e-42, 2.04309e-42, 2.04309e-42, 2.04309e-42, 2.04309e-42, 2.04309e-42, 2.04309e-42, 2.04309e-42, 1.33577e-15, 2.04309e-42, 9.11274e-11, 2.04309e-42, 2.04309e-42, 2.04309e-42
0.331627, 0, 1.47524e-10, 2.98827e-41, 1.41421, -1.47524e-10, 0, 2.98827e-41, 2.98827e-41, 2.98827e-41, 2.98827e-41, 2.98827e-41, 2.98827e-41, 2.98827e-41, 2.98827e-41, 2.98827e-41, 2.98827e-41, 2.98827e-41, 2.98827e-41, 2.25609e-15, 2.98827e-41, 1.47521e-10, 2.98827e-41, 2.98827e-41, 2.98827e-41
0.339512, 0, 2.36906e-10, 3.86963e-40, 1.41421, -2.36906e-10, 0, 3.86963e-40, 3.86963e-40, 3.86963e-40, 3.86963e-40, 3.86963e-40, 3.86963e-40, 3.86963e-40, 3.86963e-40, 3.86963e-40, 3.86963e-40, 3.86963e-40, 3.86963e-40, 3.79075e-15, 3.86963e-40, 2.36902e-10, 3.86963e-40, 3.86963e-40, 3.86963e-40
0.347398, 0, 3.77413e-10, 4.47897e-39, 1.41421, -3.77413e-10, 0, 4.47897e-39, 4.47897e-39, 4.47897e-39, 4.47897e-39, 4.47897e-39, 4.47897e-39, 4.47897e-39, 4.47897e-39, 4.47897e-39, 4.47897e-39, 4.47897e-39, 4.47897e-39, 6.33865e-15, 4.47897e-39, 3.77407e-10, 4.47897e-39, 4.47897e-39, 4.47897e-39
0.355284, 0, 5.96493e-10, 4.67992e-38, 1.41421, -5.96493e-10, 0, 4.67992e-38, 4.67992e-38, 4.67992e-38, 4.67992e-38, 4.67992e-38, 4.67992e-38, 4.67992e-38, 4.67992e-38, 4.67992e-38, 4.67992e-38, 4.67992e-38, 4.67992e-38, 1.05523e-14, 4.67992e-38, 5.96483e-10, 4.67992e-38, 4.67992e-38, 4.67992e-38
0.36317, 0, 9.35315e-10, 4.43708e-37, 1.41421, -9.35315e-10, 0, 4.43708e-37, 4.43708e-37, 4.43708e-37, 4.43708e-37, 4.43708e-37, 4.43708e-37, 4.43708e-37, 4.43708e-37, 4.43708e-37, 4.43708e-37, 4.43708e-37, 4.43708e-37, 1.74967e-14, 4.43708e-37, 9.35298e-10, 4.43708e-37, 4.43708e-37, 4.43708e-37
0.371056, 0, 1.45511e-09, 3.84307e-36, 1.41421, -1.45511e-09, 0, 3.84307e-36, 3.84307e-36, 3.84307e-36, 3.84307e-36, 3.84307e-36, 3.84307e-36, 3.84307e-36, 3.84307e-36, 3.84307e-36, 3.84307e-36, 3.84307e-36, 3.84307e-36, 2.89082e-14, 3.84307e-36, 1.45508e-09, 3.84307e-36, 3.84307e-36, 3.84307e-36
0.378941, 0, 2.24614e-09, 3.05316e-35, 1.41421, -2.24614e-09, 0, 3.05316e-35, 3.05316e-35, 3.05316e-35, 3.05316e-35, 3.05316e-35, 3.05316e-35, 3.05316e-35, 3.05316e-35, 3.05316e-35, 3.05316e-35, 3.05316e-35, 3.05316e-35, 4.76145e-14, 3.05316e-35, 2.24609e-09, 3.05316e-35, 3.05316e-35, 3.05316e-35
0.386827, 0, 3.44036e-09, 2.23474e-34, 1.41421, -3.44036e-09, 0, 2.23474e-34, 2.23474e-34, 2.23474e-34, 2.23474e-34, 2.23474e-34, 2.23474e-34, 2.23474e-34, 2.23474e-34, 2.23474e-34, 2.23474e-34, 2.23474e-34, 2.23474e-34, 7.82184e-14, 2.23474e-34, 3.44028e-09, 2.23474e-34, 2.23474e-34, 2.23474e-34
0.394713, 0, 5.22897e-09, 1.54449e-33, 1.41421, -5.22897e-09, 0, 1.54449e-33, 1.54449e-33, 1.54449e-33, 1.54449e-33, 1.54449e-33, 1.54449e-33, 1.54449e-33, 1.54449e-33, 1.54449e-33, 1.54449e-33, 1.54449e-33, 1.54449e-33, 1.2821e-13, 1.54449e-33, 5.22885e-09, 1.54449e-33, 1.54449e-33, 1.54449e-33
0.402599, 0, 7.88673e-09, 9.21911e-33, 1.41421, -7.88673e-09, 0, 9.21911e-33, 9.21911e-33, 9.21911e-33, 9.21911e-33, 9.21911e-33, 9.21911e-33, 9.21911e-33, 9.21911e-33, 9.21911e-33, 9.21911e-33, 9.21911e-33, 9.21911e-33, 2.09772e-13, 9.21911e-33, 7.88653e-09, 9.21911e-33, 9.21911e-33, 9.21911e-33
0.410485, 0, 1.18051e-08, 5.54571e-32, 1.41421, -1.18051e-08, 0, 5.54571e-32, 5.54571e-32, 5.54571e-32, 5.54571e-32, 5.54571e-32, 5.54571e-32, 5.54571e-32, 5.54571e-32, 5.54571e-32, 5.54571e-32, 5.54571e-32, 5.54571e-32, 3.42721e-13, 5.54571e-32, 1.18048e-08, 5.54571e-32, 5.54571e-32, 5.54571e-32
0.41837, 0, 1.75371e-08, 2.98848e-31, 1.41421, -1.75371e-08, 0, 2.98848e-31, 2.98848e-31, 2.98848e-31, 2.98848e-31, 2.98848e-31, 2.98848e-31, 2.98848e-31, 2.98848e-31, 2.98848e-31, 2.98848e-31, 2.98848e-31, 2.98848e-31, 5.5926e-13, 2.98848e-31, 1.75366e-08, 2.98848e-31, 2.98848e-31, 2.98848e-31
0.426256, 0, 2.58576e-08, 1.57146e-30, 1.41421, -2.58576e-08, 0, 1.57146e-30, 1.57146e-30, 1.57146e-30, 1.57146e-30, 1.57146e-30, 1.57146e-30, 1.57146e-30, 1.57146e-30, 1.57146e-30, 1.57146e-30, 1.57146e-30, 1.57146e-30, 9.11672e-13, 1.57146e-30, 2.58566e-08, 1.57146e-30, 1.57146e-30, 1.57146e-30
0.434142, 0, 3.78431e-08, 7.87679e-30, 1.41421, -3.78431e-08, 0, 7.87679e-30, 7.87679e-30, 7.87679e-30, 7.87679e-30, 7.87679e-30, 7.87679e-30, 7.87679e-30, 7.87679e-30, 7.87679e-30, 7.87679e-30, 7.87679e-30, 7.87679e-30, 1.48471e-12, 7.87679e-30, 3.78416e-08, 7.87679e-30, 7.87679e-30, 7.87679e-30
0.442028, 0, 5.4977e-08, 3.7345e-29, 1.41421, -5.4977e-08, 0, 3.7345e-29, 3.7345e-29, 3.7345e-29, 3.7345e-29, 3.7345e-29, 3.7345e-29, 3.7345e-29, 3.7345e-29, 3.7345e-29, 3.7345e-29, 3.7345e-29, 3.7345e-29, 2.41539e-12, 3.7345e-29, 5.49746e-08, 3.7345e-29, 3.7345e-29, 3.7345e-29
0.449914, 0, 7.92868e-08, 1.70969e-28, 1.41421, -7.92868e-08, 0, 1.70969e-28, 1.70969e-28, 1.70969e-28, 1.70969e-28, 1.70969e-28, 1.70969e-28, 1.70969e-28, 1.70969e-28, 1.70969e-28, 1.70969e-28, 1.70969e-28, 1.70969e-28, 3.92457e-12, 1.70969e-28, 7.92829e-08, 1.70969e-28, 1.70969e-28, 1.70969e-28
0.457799, 0, 1.13522e-07, 7.49488e-28, 1.41421, -1.13522e-07, 0, 7.49488e-28, 7.49488e-28, 7.49488e-28, 7.49488e-28, 7.49488e-28, 7.49488e-28, 7.49488e-28, 7.49488e-28, 7.49488e-28, 7.49488e-28, 7.49488e-28, 7.49488e-28, 6.36683e-12, 7.49488e-28, 1.13515e-07, 7.49488e-28, 7.49488e-28, 7.49488e-28
0.465685, 0, 1.61378e-07, 3.13375e-27, 1.41421, -1.61378e-07, 0, 3.13375e-27, 3.13375e-27, 3.13375e-27, 3.13375e-27, 3.13375e-27, 3.13375e-27, 3.13375e-27, 3.13375e-27, 3.13375e-27, 3.13375e-27, 3.13375e-27, 3.13375e-27, 1.03084e-11, 3.13375e-27, 1.61367e-07, 3.13375e-27, 3.13375e-27, 3.13375e-27
0.473571, 0, 2.27787e-07, 1.2504e-26, 1.41421, -2.27787e-07, 0, 1.2504e-26, 1.2504e-26, 1.2504e-26, 1.2504e-26, 1.2504e-26, 1.2504e-26, 1.2504e-26, 1.2504e-26, 1.2504e-26, 1.2504e-26, 1.2504e-26, 1.2504e-26, 1.66486e-11, 1.2504e-26, 2.27771e-07, 1.2504e-26, 1.2504e-26, 1.2504e-26
0.481457, 0, 3.19281e-07, 4.76685e-26, 1.41421, -3.19281e-07, 0, 4.76685e-26, 4.76685e-26, 4.76685e-26, 4.76685e-26, 4.76685e-26, 1.26696e-12, 4.76685e-26, 4.76685e-26, 4.76685e-26, 4.76685e-26, 4.76685e-26, 4.76685e-26, 2.68058e-11, 4.76685e-26, 3.19253e-07, 4.76685e-26, 4.76685e-26, 4.76685e-26
0.489343, 0, 4.44433e-07, 1.73927e-25, 1.41421, -4.44433e-07, 0, 1.73927e-25, 1.73927e-25, 1.73927e-25, 1.73927e-25, 1.73927e-25, 4.35632e-12, 1.73927e-25, 1.73927e-25, 1.73927e-25, 1.73927e-25, 1.73927e-25, 1.73927e-25, 4.30004e-11, 1.73927e-25, 4.44385e-07, 1.73927e-25, 1.73927e-25, 1.73927e-25
0.497228, 0, 6.14419e-07, 6.12881e-25, 1.41421, -6.14419e-07, 0, 6.12881e-25, 6.12881e-25, 6.12881e-25, 6.12881e-25, 6.12881e-25, 1.16513e-11, 6.12881e-25, 6.12881e-25, 6.12881e-25, 6.12881e-25, 6.12881e-25, 6.12881e-25, 6.86792e-11, 6.12881e-25, 6.14338e-07, 6.12881e-25, 6.12881e-25, 6.12881e-25
0.505114, 0, 8.46226e-07, 2.55697e-10, 1.41421, -8.46226e-07, 2.55697e-10, 2.55701e-10, 8.97922e-10, 2.7402e-10, 2.56332e-10, 3.22382e-10, 3.43393e-10, 5.65997e-10, 2.5872e-10, 1.28715e-09, 2.5775e-10, 2.59031e-10, 2.55697e-10, 3.64843e-10, 2.55699e-10, 8.43924e-07, 2.55697e-10, 2.55697e-10, 2.82357e-10
0.513, 0, 1.15946e-06, 8.66837e-10, 1.41421, -1.15946e-06, 8.66837e-10, 8.66849e-10, 3.06347e-09, 9.29508e-10, 8.69006e-10, 1.09492e-09, 1.13555e-09, 1.92817e-09, 8.77176e-10, 4.39476e-09, 8.7386e-10, 8.78239e-10, 8.66837e-10, 1.03932e-09, 8.66842e-10, 1.15182e-06, 8.66837e-10, 8.66837e-10, 9.58023e-10
0.520886, 0, 1.58268e-06, 2.29212e-09, 1.41421, -1.58268e-06, 2.29212e-09, 2.29215e-09, 8.13983e-09, 2.45895e-09, 2.29789e-09, 2.89931e-09, 2.97982e-09, 5.11752e-09, 2.31964e-09, 1.16839e-08, 2.31081e-09, 2.32247e-09, 2.29212e-09, 2.563e-09, 2.29213e-09, 1.56255e-06, 2.29212e-09, 2.29212e-09, 2.53486e-09
0.528772, 0, 2.15611e-06, 5.54195e-09, 1.41421, -2.15611e-06, 5.54195e-09, 5.54203e-09, 1.97406e-08, 5.94704e-09, 5.55597e-09, 7.01626e-09, 7.17522e-09, 1.24022e-08, 5.60878e-09, 2.83459e-08, 5.58734e-09, 5.61565e-09, 5.54195e-09, 5.96448e-09, 5.54198e-09, 2.10752e-06, 5.54195e-09, 5.54195e-09, 6.13136e-09
0.536657, 0, 2.93964e-06, 1.27757e-08, 1.41421, -2.93964e-06, 1.27757e-08, 1.27759e-08, 4.55993e-08, 1.37122e-08, 1.28082e-08, 1.61839e-08, 1.64902e-08, 2.86349e-08, 1.29302e-08, 6.54924e-08, 1.28807e-08, 1.29461e-08, 1.27757e-08, 1.343e-08, 1.27758e-08, 2.8277e-06, 1.27757e-08, 1.27757e-08, 1.41383e-08
0.544543, 0, 4.02735e-06, 2.84938e-08, 1.41421, -4.02735e-06, 2.84938e-08, 2.84942e-08, 1.01847e-07, 3.05865e-08, 2.85662e-08, 3.61103e-08, 3.72826e-08, 6.39353e-08, 2.8839e-08, 1.46303e-07, 2.87283e-08, 2.88745e-08, 2.84938e-08, 2.95005e-08, 2.84939e-08, 3.77716e-06, 2.84938e-08, 2.84938e-08, 3.15388e-08
0.552429, 0, 5.57309e-06, 6.18348e-08, 1.41421, -5.57309e-06, 6.18348e-08, 6.18357e-08, 2.21273e-07, 6.63836e-08, 6.19923e-08, 7.83899e-08, 8.20631e-08, 1.38869e-07, 6.25853e-08, 3.17902e-07, 6.23445e-08, 6.26624e-08, 6.18348e-08, 6.33703e-08, 6.18352e-08, 5.02882e-06, 6.18348e-08, 6.18348e-08, 6.84534e-08
0.560315, 0, 7.85012e-06, 1.30876e-07, 1.41421, -7.85012e-06, 1.30876e-07, 1.30878e-07, 4.68807e-07, 1.40517e-07, 1.31209e-07, 1.65965e-07, 1.87378e-07, 2.94152e-07, 1.32466e-07, 6.73615e-07, 1.31956e-07, 1.3263e-07, 1.30876e-07, 1.33199e-07, 1.30877e-07, 6.68383e-06, 1.30876e-07, 1.30876e-07, 1.44904e-07
0.568201, 0, 1.13184e-05, 2.70462e-07, 1.41421, -1.13184e-05, 2.70462e-07, 2.70466e-07, 9.69741e-07, 2.90412e-07, 2.71152e-07, 3.43071e-07, 4.06001e-07, 6.08328e-07, 2.73753e-07, 1.39355e-06, 2.72697e-07, 2.74091e-07, 2.70462e-07, 2.73946e-07, 2.70463e-07, 8.88766e-06, 2.70462e-07, 2.70462e-07, 2.9949e-07
0.576086, 0, 1.67993e-05, 5.4602e-07, 1.41421, -1.67993e-05, 5.4602e-07, 5.46028e-07, 1.95962e-06, 5.86351e-07, 5.47416e-07, 6.928e-07, 8.50439e-07, 1.22902e-06, 5.52674e-07, 2.81635e-06, 5.5054e-07, 5.53358e-07, 5.4602e-07, 5.51205e-07, 5.46024e-07, 1.18571e-05, 5.4602e-07, 5.4602e-07, 6.04701e-07
0.583972, 0, 2.57418e-05, 1.07722e-06, 1.41421, -2.57418e-05, 1.07722e-06, 1.07724e-06, 3.86982e-06, 1.1569e-06, 1.07998e-06, 1.36719e-06, 1.73461e-06, 2.4265e-06, 1.09037e-06, 5.56231e-06, 1.08615e-06, 1.09172e-06, 1.07722e-06, 1.08487e-06, 1.07723e-06, 1.59249e-05, 1.07722e-06, 1.07722e-06, 1.19315e-06
0.591858, 0, 4.06776e-05, 2.07724e-06, 1.41421, -4.06776e-05, 2.07724e-06, 2.07727e-06, 7.46982e-06, 2.23109e-06, 2.08257e-06, 2.63717e-06, 3.4562e-06, 4.68274e-06, 2.10262e-06, 1.07381e-05, 2.09448e-06, 2.10523e-06, 2.07724e-06, 2.08843e-06, 2.07725e-06, 2.16149e-05, 2.07724e-06, 2.07724e-06, 2.3011e-06
0.599744, 0, 6.59701e-05, 3.91592e-06, 1.41421, -6.59701e-05, 3.91592e-06, 3.91598e-06, 1.40967e-05, 4.20638e-06, 3.92598e-06, 4.97304e-06, 6.74405e-06, 8.83492e-06, 3.96384e-06, 2.02669e-05, 3.94847e-06, 3.96877e-06, 3.91592e-06, 3.93218e-06, 3.91595e-06, 2.97613e-05, 3.91592e-06, 3.91592e-06, 4.33855e-06
0.60763, 0, 0.000109014, 7.21802e-06, 1.41421, -0.000109014, 7.21802e-06, 7.21812e-06, 2.60129e-05, 7.75424e-06, 7.23658e-06, 9.16956e-06, 1.2918e-05, 1.6299e-05, 7.30648e-06, 3.74037e-05, 7.2781e-06, 7.31557e-06, 7.21802e-06, 7.24145e-06, 7.21806e-06, 4.16967e-05, 7.21802e-06, 7.21802e-06, 7.99822e-06
0.615515, 0, 0.000182064, 1.30107e-05, 1.41421, -0.000182064, 1.30107e-05, 1.30109e-05, 4.69445e-05, 1.39788e-05, 1.30442e-05, 1.65342e-05, 2.42974e-05, 2.94063e-05, 1.31704e-05, 6.75105e-05, 1.31192e-05, 1.31868e-05, 1.30107e-05, 1.30442e-05, 1.30108e-05, 5.95359e-05, 1.30107e-05, 1.30107e-05, 1.44194e-05
0.623401, 0, 0.000305015, 2.29381e-05, 1.41421, -0.000305015, 2.29381e-05, 2.29385e-05, 8.28681e-05, 2.46479e-05, 2.29973e-05, 2.91609e-05, 4.48907e-05, 5.18941e-05, 2.32202e-05, 0.00011919, 2.31297e-05, 2.32492e-05, 2.29381e-05, 2.29858e-05, 2.29383e-05, 8.66125e-05, 2.29381e-05, 2.29381e-05, 2.54259e-05
0.631287, 0, 0.000509378, 3.95598e-05, 1.41421, -0.000509378, 3.95598e-05, 3.95604e-05, 0.000143107, 4.2514e-05, 3.9662e-05, 5.03116e-05, 8.14887e-05, 8.95902e-05, 4.00472e-05, 0.000205864, 3.98908e-05, 4.00973e-05, 3.95598e-05, 3.96273e-05, 3.956e-05, 0.000128037, 3.95598e-05, 3.95598e-05, 4.38582e-05
0.639173, 0, 0.00084399, 6.67508e-05, 1.41421, -0.00084399, 6.67508e-05, 6.67517e-05, 0.000241813, 7.17453e-05, 6.69236e-05, 8.49282e-05, 0.000145369, 0.000151334, 6.75748e-05, 0.000347911, 6.73104e-05, 6.76595e-05, 6.67508e-05, 6.68459e-05, 6.67512e-05, 0.000191565, 6.67508e-05, 6.67508e-05, 7.40179e-05
0.647059, 0, 0.00138274, 0.000110216, 1.41421, -0.00138274, 0.000110216, 0.000110217, 0.000399872, 0.00011848, 0.000110502, 0.000140292, 0.000254893, 0.000250167, 0.000111579, 0.000575422, 0.000111142, 0.000111719, 0.000110216, 0.000110349, 0.000110216, 0.000288667, 0.000110216, 0.000110216, 0.00012224
0.654944, 0, 0.00223475, 0.000178111, 1.41421, -0.00223475, 0.000178111, 0.000178113, 0.00064724, 0.000191495, 0.000178574, 0.000226822, 0.000439344, 0.000404776, 0.000180319, 0.000931561, 0.00017961, 0.000180546, 0.000178111, 0.000178297, 0.000178112, 0.0004359, 0.000178111, 0.000178111, 0.000197585
