   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_184.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Zn_K, Fe_K, Mn_K, Ti_K, Ca_K, K_K, Cl_K, S_K, P_K, Si_K, Al_K, Mg_K, Zn_L, Na_K, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
6.3241, 4850, 4695.58, 39.7927, 69.6563, 154.417, 0, 39.7927, 4693.22, 42.1586, 39.7927, 39.7927, 39.7927, 39.7927, 39.7927, 39.7927, 39.7927, 39.7927, 39.7927, 39.7927, 39.7927, 39.7927, 39.7927, 39.7927, 39.7927, 39.7927
6.33198, 5242, 5185.26, 39.8303, 72.4155, 56.7432, 0, 39.8303, 5182.29, 42.7986, 39.8303, 39.8303, 39.8303, 39.8303, 39.8303, 39.8303, 39.8303, 39.8303, 39.8303, 39.8303, 39.8303, 39.8303, 39.8303, 39.8303, 39.8303, 39.8303
6.33987, 5730, 5664.18, 39.8666, 75.71, 65.8184, 0, 39.8666, 5660.5, 43.5494, 39.8666, 39.8666, 39.8666, 39.8666, 39.8666, 39.8666, 39.8666, 39.8666, 39.8666, 39.8666, 39.8666, 39.8666, 39.8666, 39.8666, 39.8666, 39.8666
6.34775, 6128, 6120.45, 39.9014, 78.2943, 7.5542, 0, 39.9014, 6115.93, 44.4199, 39.9014, 39.9014, 39.9014, 39.9014, 39.9014, 39.9014, 39.9014, 39.9014, 39.9014, 39.9014, 39.9014, 39.9014, 39.9014, 39.9014, 39.9014, 39.9014
6.35564, 6644, 6542.01, 39.9347, 81.523, 101.99, 0, 39.9347, 6536.53, 45.4171, 39.9347, 39.9347, 39.9347, 39.9347, 39.9347, 39.9347, 39.9347, 39.9347, 39.9347, 39.9347, 39.9347, 39.9347, 39.9347, 39.9347, 39.9347, 39.9347
6.36352, 6932, 6917.13, 39.9663, 83.2706, 14.8721, 0, 39.9664, 6910.55, 46.5446, 39.9663, 39.9663, 39.9663, 39.9663, 39.9663, 39.9663, 39.9663, 39.9663, 39.9663, 39.9663, 39.9663, 39.9663, 39.9663, 39.9663, 39.9663, 39.9663
6.37141, 7062, 7234.84, 39.9961, 84.0476, -172.84, 0, 39.9961, 7227.03, 47.8018, 39.9961, 39.9961, 39.9961, 39.9961, 39.9961, 39.9961, 39.9961, 39.9961, 39.9961, 39.9961, 39.9961, 39.9961, 39.9961, 39.9961, 39.9961, 39.9961
6.37929, 7662, 7485.63, 40.0238, 87.5443, 176.365, 0, 40.0238, 7476.48, 49.1834, 40.0238, 40.0238, 40.0238, 40.0238, 40.0238, 40.0238, 40.0238, 40.0238, 40.0238, 40.0238, 40.0238, 40.0238, 40.0238, 40.0238, 40.0238, 40.0238
6.38718, 7662, 7661.84, 40.0492, 87.5443, 0.159668, 0, 40.0492, 7651.21, 50.679, 40.0492, 40.0492, 40.0492, 40.0492, 40.0492, 40.0492, 40.0492, 40.0492, 40.0492, 40.0492, 40.0492, 40.0492, 40.0492, 40.0492, 40.0492, 40.0492
6.39506, 7758, 7758, 40.072, 88.0909, -0.00195312, 0, 40.0721, 7745.8, 52.272, 40.072, 40.072, 40.072, 40.072, 40.072, 40.072, 40.072, 40.072, 40.072, 40.072, 40.072, 40.072, 40.072, 40.072, 40.072, 40.072
6.40295, 7786, 7771.23, 40.0921, 88.2496, 14.7705, 0, 40.0921, 7757.38, 53.94, 40.0921, 40.0921, 40.0921, 40.0921, 40.0921, 40.0921, 40.0921, 40.0921, 40.0921, 40.0921, 40.0921, 40.0921, 40.0921, 40.0921, 40.0921, 40.0921
6.41084, 7602, 7701.29, 40.1091, 87.2009, -99.2871, 0, 40.1091, 7685.74, 55.6547, 40.1091, 40.1091, 40.1091, 40.1091, 40.1091, 40.1091, 40.1091, 40.1091, 40.1091, 40.1091, 40.1091, 40.1091, 40.1091, 40.1091, 40.1091, 40.1091
6.41872, 7468, 7550.61, 40.1226, 86.4292, -82.6108, 0, 40.1227, 7533.35, 57.3831, 40.1226, 40.1226, 40.1226, 40.1226, 40.1226, 40.1226, 40.1226, 40.1226, 40.1226, 40.1226, 40.1226, 40.1226, 40.1226, 40.1226, 40.1226, 40.1226
6.42661, 7338, 7324.2, 40.1326, 85.6738, 13.8032, 0, 40.1326, 7305.24, 59.087, 40.1326, 40.1326, 40.1326, 40.1326, 40.1326, 40.1326, 40.1326, 40.1326, 40.1326, 40.1326, 40.1326, 40.1326, 40.1326, 40.1326, 40.1326, 40.1326
6.43449, 7048, 7029.28, 40.1385, 83.9643, 18.7217, 0, 40.1386, 7008.69, 60.7261, 40.1385, 40.1385, 40.1385, 40.1385, 40.1385, 40.1385, 40.1385, 40.1385, 40.1385, 40.1385, 40.1385, 40.1385, 40.1385, 40.1385, 40.1385, 40.1385
6.44238, 6738, 6674.95, 40.1403, 82.0975, 63.0493, 0, 40.1403, 6652.83, 62.2581, 40.1403, 40.1403, 40.1403, 40.1403, 40.1403, 40.1403, 40.1403, 40.1403, 40.1403, 40.1403, 40.1403, 40.1403, 40.1403, 40.1403, 40.1403, 40.1403
6.45026, 6320, 6271.79, 40.1377, 79.511, 48.2109, 0, 40.1377, 6248.29, 63.641, 40.1377, 40.1377, 40.1377, 40.1377, 40.1377, 40.1377, 40.1377, 40.1377, 40.1377, 40.1377, 40.1377, 40.1377, 40.1377, 40.1377, 40.1377, 40.1377
6.45815, 5952, 5831.2, 40.1305, 77.1622, 120.799, 0, 40.1305, 5806.5, 64.8352, 40.1305, 40.1305, 40.1305, 40.1305, 40.1305, 40.1305, 40.1305, 40.1305, 40.1305, 40.1305, 40.1305, 40.1305, 40.1305, 40.1305, 40.1305, 40.1305
6.46603, 5298, 5364.99, 40.1186, 72.8011, -66.9868, 0, 40.1186, 5339.3, 65.8049, 40.1186, 40.1186, 40.1186, 40.1186, 40.1186, 40.1186, 40.1186, 40.1186, 40.1186, 40.1186, 40.1186, 40.1186, 40.1186, 40.1186, 40.1186, 40.1186
6.47392, 4956, 4884.76, 40.102, 70.4131, 71.2354, 0, 40.1021, 4858.35, 66.5206, 40.102, 40.102, 40.102, 40.102, 40.102, 40.102, 40.102, 40.102, 40.102, 40.102, 40.102, 40.102, 40.102, 40.102, 40.102, 40.102
6.4818, 4546, 4401.64, 40.0809, 67.4389, 144.358, 0, 40.0809, 4374.76, 66.9597, 40.0809, 40.0809, 40.0809, 40.0809, 40.0809, 40.0809, 40.0809, 40.0809, 40.0809, 40.0809, 40.0809, 40.0809, 40.0809, 40.0809, 40.0809, 40.0809
6.48969, 4048, 3925.63, 40.0552, 63.6396, 122.368, 0, 40.0552, 3898.58, 67.1081, 40.0552, 40.0552, 40.0552, 40.0552, 40.0552, 40.0552, 40.0552, 40.0552, 40.0552, 40.0552, 40.0552, 40.0552, 40.0552, 40.0552, 40.0552, 40.0552
6.49758, 3450, 3465.46, 40.0253, 58.7537, -15.4629, 0, 40.0253, 3438.53, 66.9613, 40.0253, 40.0253, 40.0253, 40.0253, 40.0253, 40.0253, 40.0253, 40.0253, 40.0253, 40.0253, 40.0253, 40.0253, 40.0253, 40.0253, 40.0253, 40.0253
6.50546, 2984, 3028.44, 39.9915, 54.6443, -44.4368, 0, 39.9915, 3001.9, 66.524, 39.9915, 39.9915, 39.9915, 39.9915, 39.9915, 39.9915, 39.9915, 39.9915, 39.9915, 39.9915, 39.9915, 39.9915, 39.9915, 39.9915, 39.9915, 39.9915
6.51335, 2674, 2620.17, 39.9542, 51.7301, 53.8274, 0, 39.9543, 2594.32, 65.8102, 39.9542, 39.9542, 39.9542, 39.9542, 39.9542, 39.9542, 39.9542, 39.9542, 39.9542, 39.9542, 39.9542, 39.9542, 39.9542, 39.9542, 39.9542, 39.9542
6.52123, 2358, 2244.7, 39.914, 48.5798, 113.302, 0, 39.9141, 2219.77, 64.842, 39.914, 39.914, 39.914, 39.914, 39.914, 39.914, 39.914, 39.914, 39.914, 39.914, 39.914, 39.914, 39.914, 39.914, 39.914, 39.914
6.52912, 1940, 1904.46, 39.8714, 44.0681, 35.5397, 0, 39.8715, 1880.68, 63.6491, 39.8714, 39.8714, 39.8714, 39.8714, 39.8714, 39.8714, 39.8714, 39.8714, 39.8714, 39.8714, 39.8714, 39.8714, 39.8714, 39.8714, 39.8714, 39.8714
6.537, 1684, 1600.61, 39.827, 41.0609, 83.3859, 0, 39.8271, 1578.17, 62.267, 39.827, 39.827, 39.827, 39.827, 39.827, 39.827, 39.827, 39.827, 39.827, 39.827, 39.827, 39.827, 39.827, 39.827, 39.827, 39.827
6.54489, 1326, 1332.96, 39.7815, 36.4417, -6.96362, 0, 39.7816, 1312.01, 60.7348, 39.7815, 39.7815, 39.7815, 39.7815, 39.7815, 39.7815, 39.7815, 39.7815, 39.7815, 39.7815, 39.7815, 39.7815, 39.7815, 39.7815, 39.7815, 39.7815
6.55277, 1100, 1100.32, 39.7355, 33.1964, -0.322876, 0, 39.7356, 1080.96, 59.0939, 39.7355, 39.7355, 39.7355, 39.7355, 39.7355, 39.7355, 39.7355, 39.7355, 39.7355, 39.7355, 39.7355, 39.7355, 39.7355, 39.7355, 39.7355, 39.7355
6.56066, 994, 900.758, 39.6897, 31.5595, 93.2422, 0, 39.6897, 883.061, 57.3863, 39.6897, 39.6897, 39.6897, 39.6897, 39.6897, 39.6897, 39.6897, 39.6897, 39.6897, 39.6897, 39.6897, 39.6897, 39.6897, 39.6897, 39.6897, 39.6897
6.56854, 796, 731.718, 39.6447, 28.2489, 64.2822, 0, 39.6447, 715.71, 55.652, 39.6447, 39.6447, 39.6447, 39.6447, 39.6447, 39.6447, 39.6447, 39.6447, 39.6447, 39.6447, 39.6447, 39.6447, 39.6447, 39.6447, 39.6447, 39.6447
6.57643, 606, 590.303, 39.6009, 24.6577, 15.6974, 0, 39.601, 575.975, 53.9285, 39.6009, 39.6009, 39.6009, 39.6009, 39.6009, 39.6009, 39.6009, 39.6009, 39.6009, 39.6009, 39.6009, 39.6009, 39.6009, 39.6009, 39.6009, 39.6009
6.58431, 528, 473.422, 39.559, 23.0217, 54.578, 0, 39.5591, 460.732, 52.2487, 39.559, 39.559, 39.559, 39.559, 39.559, 39.559, 39.559, 39.559, 39.559, 39.559, 39.559, 39.559, 39.559, 39.559, 39.559, 39.559
6.5922, 414, 377.978, 39.5194, 20.3961, 36.0219, 0, 39.5194, 366.856, 50.6413, 39.5194, 39.5194, 39.5194, 39.5194, 39.5194, 39.5194, 39.5194, 39.5194, 39.5194, 39.5194, 39.5194, 39.5194, 39.5194, 39.5194, 39.5194, 39.5194
6.60009, 354, 300.941, 39.4823, 18.868, 53.0588, 0, 39.4823, 291.295, 49.1286, 39.4823, 39.4823, 39.4823, 39.4823, 39.4823, 39.4823, 39.4823, 39.4823, 39.4823, 39.4823, 39.4823, 39.4823, 39.4823, 39.4823, 39.4823, 39.4823
6.60797, 242, 239.47, 39.448, 15.6205, 2.52974, 0, 39.448, 231.191, 47.7274, 39.448, 39.448, 39.448, 39.448, 39.448, 39.448, 39.448, 39.448, 39.448, 39.448, 39.448, 39.448, 39.448, 39.448, 39.448, 39.448
6.61586, 192, 190.978, 39.4166, 13.9284, 1.02188, 0, 39.4166, 183.945, 46.4493, 39.4166, 39.4166, 39.4166, 39.4166, 39.4166, 39.4166, 39.4166, 39.4166, 39.4166, 39.4166, 39.4166, 39.4166, 39.4166, 39.4166, 39.4166, 39.4166
6.62374, 136, 153.146, 39.3882, 11.7473, -17.1455, 0, 39.3883, 147.233, 45.3002, 39.3882, 39.3882, 39.3882, 39.3882, 39.3882, 39.3882, 39.3882, 39.3882, 39.3882, 39.3882, 39.3882, 39.3882, 39.3882, 39.3882, 39.3882, 39.3882
6.63163, 126, 123.951, 39.3628, 11.3137, 2.04904, 0, 39.3629, 119.032, 44.2814, 39.3628, 39.3628, 39.3628, 39.3628, 39.3628, 39.3628, 39.3628, 39.3628, 39.3628, 39.3628, 39.3628, 39.3628, 39.3628, 39.3628, 39.3628, 39.3628
6.63951, 96, 101.663, 39.3403, 9.8995, -5.66277, 0, 39.3403, 97.6127, 43.3902, 39.3403, 39.3403, 39.3403, 39.3403, 39.3403, 39.3403, 39.3403, 39.3403, 39.3403, 39.3403, 39.3403, 39.3403, 39.3403, 39.3403, 39.3403, 39.3403
6.6474, 66, 84.8288, 39.3204, 8.24621, -18.8288, 0, 39.3205, 81.5282, 42.621, 39.3204, 39.3204, 39.3204, 39.3204, 39.3204, 39.3204, 39.3204, 39.3204, 39.3204, 39.3204, 39.3204, 39.3204, 39.3204, 39.3204, 39.3204, 39.3204
6.65528, 82, 72.2457, 39.3031, 9.16515, 9.75427, 0, 39.3033, 69.5833, 41.9654, 39.3031, 39.3031, 39.3031, 39.3031, 39.3031, 39.3031, 39.3031, 39.3031, 39.3031, 39.3031, 39.3031, 39.3031, 39.3031, 39.3031, 39.3031, 39.3031
6.66317, 54, 62.9353, 39.2881, 7.48331, -8.93526, 0, 39.2882, 60.8097, 41.4135, 39.2881, 39.2881, 39.2881, 39.2881, 39.2881, 39.2881, 39.2881, 39.2881, 39.2881, 39.2881, 39.2881, 39.2881, 39.2881, 39.2881, 39.2881, 39.2881
6.67105, 50, 56.1175, 39.2751, 7.2111, -6.11752, 0, 39.2753, 54.4377, 40.9547, 39.2751, 39.2751, 39.2751, 39.2751, 39.2751, 39.2751, 39.2751, 39.2751, 39.2751, 39.2751, 39.2751, 39.2751, 39.2751, 39.2751, 39.2751, 39.2751
6.67894, 62, 51.1742, 39.2638, 8, 10.8258, 0, 39.264, 49.8601, 40.5776, 39.2638, 39.2638, 39.2638, 39.2638, 39.2638, 39.2638, 39.2638, 39.2638, 39.2638, 39.2638, 39.2638, 39.2638, 39.2638, 39.2638, 39.2638, 39.2638
6.68683, 36, 47.6257, 39.2539, 6.16441, -11.6257, 0, 39.2542, 46.6081, 40.2712, 39.2539, 39.2539, 39.2539, 39.2539, 39.2539, 39.2539, 39.2539, 39.2539, 39.2539, 39.2539, 39.2539, 39.2539, 39.2539, 39.2539, 39.2539, 39.2539
6.69471, 44, 45.1041, 39.2453, 6.78233, -1.10413, 0, 39.2456, 44.3241, 40.025, 39.2453, 39.2453, 39.2453, 39.2453, 39.2453, 39.2453, 39.2453, 39.2453, 39.2453, 39.2453, 39.2453, 39.2453, 39.2453, 39.2453, 39.2453, 39.2453
6.7026, 36, 43.332, 39.2376, 6.16441, -7.33195, 0, 39.2379, 42.74, 39.8292, 39.2376, 39.2376, 39.2376, 39.2376, 39.2376, 39.2376, 39.2376, 39.2376, 39.2376, 39.2376, 39.2376, 39.2376, 39.2376, 39.2376, 39.2376, 39.2376
6.71048, 42, 42.1021, 39.2306, 6.63325, -0.102131, 0, 39.231, 41.6573, 39.6749, 39.2306, 39.2306, 39.2306, 39.2306, 39.2306, 39.2306, 39.2306, 39.2306, 39.2306, 39.2306, 39.2306, 39.2306, 39.2306, 39.2306, 39.2306, 39.2306
6.71837, 56, 41.2633, 39.224, 7.61577, 14.7367, 0, 39.2246, 40.9323, 39.5545, 39.224, 39.224, 39.224, 39.224, 39.224, 39.224, 39.224, 39.224, 39.224, 39.224, 39.224, 39.224, 39.224, 39.224, 39.224, 39.224
6.72625, 54, 40.7072, 39.2178, 7.48331, 13.2928, 0, 39.2184, 40.4633, 39.4611, 39.2178, 39.2178, 39.2178, 39.2178, 39.2178, 39.2178, 39.2178, 39.2178, 39.2178, 39.2178, 39.2178, 39.2178, 39.2178, 39.2178, 39.2178, 39.2178
6.73414, 30, 40.3588, 39.2117, 5.65685, -10.3588, 0, 39.2124, 40.1808, 39.389, 39.2117, 39.2117, 39.2117, 39.2117, 39.2117, 39.2117, 39.2117, 39.2117, 39.2117, 39.2117, 39.2117, 39.2117, 39.2117, 39.2117, 39.2117, 39.2117
6.74202, 54, 40.1695, 39.2056, 7.48331, 13.8305, 0, 39.2064, 40.0407, 39.3335, 39.2056, 39.2056, 39.2056, 39.2056, 39.2056, 39.2056, 39.2056, 39.2056, 39.2056, 39.2056, 39.2056, 39.2056, 39.2056, 39.2056, 39.2056, 39.2056
6.74991, 34, 40.1113, 39.1992, 6, -6.11126, 0, 39.2002, 40.0189, 39.2906, 39.1992, 39.1992, 39.1992, 39.1992, 39.1992, 39.1992, 39.1992, 39.1992, 39.1992, 39.1992, 39.1992, 39.1992, 39.1992, 39.1992, 39.1992, 39.1992
6.75779, 40, 40.1741, 39.1927, 6.48074, -0.174149, 0, 39.1939, 40.1083, 39.2573, 39.1927, 39.1927, 39.1927, 39.1927, 39.1927, 39.1927, 39.1927, 39.1927, 39.1927, 39.1927, 39.1927, 39.1927, 39.1927, 39.1927, 39.1927, 39.1927
6.76568, 30, 40.364, 39.1858, 5.65685, -10.364, 0, 39.1871, 40.3174, 39.2311, 39.1858, 39.1858, 39.1858, 39.1858, 39.1858, 39.1858, 39.1858, 39.1858, 39.1858, 39.1858, 39.1858, 39.1858, 39.1858, 39.1858, 39.1858, 39.1858
6.77356, 28, 40.7023, 39.1785, 5.47723, -12.7023, 0, 39.18, 40.6694, 39.2099, 39.1785, 39.1785, 39.1785, 39.1785, 39.1785, 39.1785, 39.1785, 39.1785, 39.1785, 39.1785, 39.1785, 39.1785, 39.1785, 39.1785, 39.1785, 39.1785
6.78145, 60, 41.2272, 39.1707, 7.87401, 18.7728, 0, 39.1725, 41.2039, 39.1923, 39.1707, 39.1707, 39.1707, 39.1707, 39.1707, 39.1707, 39.1707, 39.1707, 39.1707, 39.1707, 39.1707, 39.1707, 39.1707, 39.1707, 39.1707, 39.1707
6.78934, 58, 41.9949, 39.1624, 7.74597, 16.0051, 0, 39.1643, 41.9783, 39.177, 39.1624, 39.1624, 39.1624, 39.1624, 39.1624, 39.1624, 39.1624, 39.1624, 39.1624, 39.1624, 39.1624, 39.1624, 39.1624, 39.1624, 39.1624, 39.1624
6.79722, 52, 43.0831, 39.1535, 7.34847, 8.91685, 0, 39.1557, 43.0711, 39.1633, 39.1535, 39.1535, 39.1535, 39.1535, 39.1535, 39.1535, 39.1535, 39.1535, 39.1535, 39.1535, 39.1535, 39.1535, 39.1535, 39.1535, 39.1535, 39.1535
6.80511, 38, 44.5942, 39.1439, 6.32456, -6.59417, 0, 39.1463, 44.5852, 39.1505, 39.1439, 39.1439, 39.1439, 39.1439, 39.1439, 39.1439, 39.1439, 39.1439, 39.1439, 39.1439, 39.1439, 39.1439, 39.1439, 39.1439, 39.1439, 39.1439
6.81299, 48, 46.6588, 39.1336, 7.07107, 1.34119, 0, 39.1362, 46.6518, 39.1379, 39.1336, 39.1336, 39.1336, 39.1336, 39.1336, 39.1336, 39.1336, 39.1336, 39.1336, 39.1336, 39.1336, 39.1336, 39.1336, 39.1336, 39.1336, 39.1336
6.82088, 70, 49.4412, 39.1224, 8.48528, 20.5588, 0, 39.1253, 49.4355, 39.1253, 39.1224, 39.1224, 39.1224, 39.1224, 39.1224, 39.1224, 39.1224, 39.1224, 39.1224, 39.1224, 39.1224, 39.1224, 39.1224, 39.1224, 39.1224, 39.1224
6.82876, 50, 53.1428, 39.1104, 7.2111, -3.14281, 0, 39.1135, 53.1379, 39.1122, 39.1104, 39.1104, 39.1104, 39.1104, 39.1104, 39.1104, 39.1104, 39.1104, 39.1104, 39.1104, 39.1104, 39.1104, 39.1104, 39.1104, 39.1104, 39.1104
6.83665, 78, 58.0052, 39.0971, 8.94427, 19.9948, 0, 39.1005, 58.0007, 39.0983, 39.0971, 39.0971, 39.0971, 39.0971, 39.0971, 39.0971, 39.0971, 39.0971, 39.0971, 39.0971, 39.0971, 39.0971, 39.0971, 39.0971, 39.0971, 39.0971
6.84453, 90, 64.3143, 39.0826, 9.59166, 25.6857, 0, 39.0861, 64.31, 39.0834, 39.0826, 39.0826, 39.0826, 39.0826, 39.0826, 39.0826, 39.0826, 39.0826, 39.0826, 39.0826, 39.0826, 39.0826, 39.0826, 39.0826, 39.0826, 39.0826
6.85242, 88, 72.3997, 39.0664, 9.48683, 15.6003, 0, 39.0701, 72.3956, 39.0669, 39.0664, 39.0664, 39.0664, 39.0664, 39.0664, 39.0664, 39.0664, 39.0664, 39.0664, 39.0664, 39.0664, 39.0664, 39.0664, 39.0664, 39.0664, 39.0664
6.8603, 114, 82.6353, 39.0482, 10.7703, 31.3647, 0, 39.0521, 82.6312, 39.0485, 39.0482, 39.0482, 39.0482, 39.0482, 39.0482, 39.0482, 39.0482, 39.0482, 39.0482, 39.0482, 39.0482, 39.0482, 39.0482, 39.0482, 39.0482, 39.0482
6.86819, 110, 95.4311, 39.0274, 10.583, 14.5689, 0, 39.0314, 95.427, 39.0276, 39.0274, 39.0274, 39.0274, 39.0274, 39.0274, 39.0274, 39.0274, 39.0274, 39.0274, 39.0274, 39.0274, 39.0274, 39.0274, 39.0274, 39.0275, 39.0274
6.87608, 112, 111.23, 39.0034, 10.6771, 0.770386, 0, 39.0075, 111.225, 39.0035, 39.0034, 39.0034, 39.0034, 39.0034, 39.0034, 39.0034, 39.0034, 39.0034, 39.0034, 39.0034, 39.0034, 39.0034, 39.0034, 39.0034, 39.0034, 39.0034
6.88396, 148, 130.492, 38.9753, 12.2474, 17.5081, 0, 38.9794, 130.488, 38.9754, 38.9753, 38.9753, 38.9753, 38.9753, 38.9753, 38.9753, 38.9753, 38.9753, 38.9753, 38.9753, 38.9753, 38.9753, 38.9753, 38.9753, 38.9753, 38.9753
6.89185, 218, 153.677, 38.942, 14.8324, 64.3231, 0, 38.946, 153.673, 38.942, 38.942, 38.942, 38.942, 38.942, 38.942, 38.942, 38.942, 38.942, 38.942, 38.942, 38.942, 38.942, 38.942, 38.942, 38.942, 38.942
6.89973, 222, 181.227, 38.9021, 14.9666, 40.7731, 0, 38.9061, 181.223, 38.9021, 38.9021, 38.9021, 38.9021, 38.9021, 38.9021, 38.9021, 38.9021, 38.9021, 38.9021, 38.9021, 38.9021, 38.9021, 38.9021, 38.9021, 38.9021, 38.9021
6.90762, 286, 213.54, 38.8539, 16.9706, 72.4604, 0, 38.8579, 213.536, 38.8539, 38.8539, 38.8539, 38.8539, 38.8539, 38.8539, 38.8539, 38.8539, 38.8539, 38.8539, 38.8539, 38.8539, 38.8539, 38.8539, 38.8539, 38.854, 38.8539
6.9155, 282, 250.932, 38.7955, 16.8523, 31.0684, 0, 38.7993, 250.928, 38.7955, 38.7955, 38.7955, 38.7955, 38.7955, 38.7955, 38.7955, 38.7955, 38.7955, 38.7955, 38.7955, 38.7955, 38.7955, 38.7955, 38.7955, 38.7955, 38.7955
6.92339, 304, 293.622, 38.7243, 17.4929, 10.3777, 0, 38.7281, 293.619, 38.7244, 38.7243, 38.7243, 38.7243, 38.7243, 38.7243, 38.7243, 38.7243, 38.7243, 38.7243, 38.7243, 38.7243, 38.7243, 38.7243, 38.7243, 38.7244, 38.7243
6.93127, 360, 341.683, 38.6377, 19.0263, 18.3174, 0, 38.6412, 341.679, 38.6377, 38.6377, 38.6377, 38.6377, 38.6377, 38.6377, 38.6377, 38.6377, 38.6377, 38.6377, 38.6377, 38.6377, 38.6377, 38.6377, 38.6377, 38.6378, 38.6377
6.93916, 404, 395.026, 38.5323, 20.1494, 8.97391, 0, 38.5356, 395.023, 38.5323, 38.5323, 38.5323, 38.5323, 38.5323, 38.5323, 38.5323, 38.5323, 38.5323, 38.5323, 38.5323, 38.5323, 38.5323, 38.5323, 38.5323, 38.5324, 38.5323
6.94704, 472, 453.358, 38.4045, 21.7715, 18.6419, 0, 38.4076, 453.355, 38.4045, 38.4045, 38.4045, 38.4045, 38.4045, 38.4045, 38.4045, 38.4045, 38.4045, 38.4045, 38.4045, 38.4045, 38.4045, 38.4045, 38.4045, 38.4047, 38.4045
6.95493, 540, 516.177, 38.2502, 23.2809, 23.8229, 0, 38.2531, 516.174, 38.2502, 38.2502, 38.2502, 38.2502, 38.2502, 38.2502, 38.2502, 38.2502, 38.2502, 38.2502, 38.2502, 38.2502, 38.2502, 38.2502, 38.2502, 38.2504, 38.2502
6.96282, 514, 582.755, 38.0649, 22.7156, -68.7546, 0, 38.0676, 582.752, 38.0649, 38.0649, 38.0649, 38.0649, 38.0649, 38.0649, 38.0649, 38.0649, 38.0649, 38.0649, 38.0649, 38.0649, 38.0649, 38.0649, 38.0649, 38.0652, 38.0649
6.9707, 658, 652.121, 37.844, 25.6905, 5.87878, 0, 37.8465, 652.118, 37.844, 37.844, 37.844, 37.844, 37.844, 37.844, 37.844, 37.844, 37.844, 37.844, 37.844, 37.844, 37.844, 37.844, 37.844, 37.8444, 37.844
6.97859, 706, 723.101, 37.5826, 26.6083, -17.1009, 0, 37.5848, 723.098, 37.5826, 37.5826, 37.5826, 37.5826, 37.5826, 37.5826, 37.5826, 37.5826, 37.5826, 37.5826, 37.5826, 37.5826, 37.5826, 37.5826, 37.5826, 37.583, 37.5826
6.98647, 724, 794.322, 37.2757, 26.9444, -70.3223, 0, 37.2777, 794.32, 37.2757, 37.2757, 37.2757, 37.2757, 37.2757, 37.2757, 37.2757, 37.2757, 37.2757, 37.2757, 37.2757, 37.2757, 37.2757, 37.2757, 37.2757, 37.2762, 37.2757
6.99436, 864, 864.262, 36.9185, 29.4279, -0.262329, 0, 36.9202, 864.26, 36.9185, 36.9185, 36.9185, 36.9185, 36.9185, 36.9185, 36.9185, 36.9185, 36.9185, 36.9185, 36.9185, 36.9185, 36.9185, 36.9185, 36.9185, 36.9191, 36.9185
7.00224, 808, 931.54, 36.7646, 28.4605, -123.54, 0, 36.7662, 931.538, 36.7646, 36.7646, 36.7646, 36.7646, 36.7646, 36.7646, 36.7646, 36.7646, 36.7646, 36.7646, 36.7646, 36.7646, 36.7646, 36.7646, 36.7646, 36.7654, 36.7646
7.01013, 1022, 993.574, 35.8982, 32, 28.4262, 0, 35.8996, 993.572, 35.8982, 35.8982, 35.8982, 35.8982, 35.8982, 35.8982, 35.8982, 35.8982, 35.8982, 35.8982, 35.8982, 35.8982, 35.8982, 35.8982, 35.8982, 35.8991, 35.8982
7.01801, 1016, 1049.39, 34.9842, 31.9061, -33.386, 0, 34.9854, 1049.38, 34.9842, 34.9842, 34.9842, 34.9842, 34.9842, 34.9842, 34.9842, 34.9842, 34.9842, 34.9842, 34.9842, 34.9842, 34.9842, 34.9842, 34.9842, 34.9853, 34.9842
7.0259, 1062, 1097.42, 34.0253, 32.619, -35.4215, 0, 34.0263, 1097.42, 34.0253, 34.0253, 34.0253, 34.0253, 34.0253, 34.0253, 34.0253, 34.0253, 34.0253, 34.0253, 34.0253, 34.0253, 34.0253, 34.0253, 34.0253, 34.0266, 34.0253
7.03378, 1054, 1136.3, 33.0255, 32.4962, -82.304, 0, 33.0264, 1136.3, 33.0255, 33.0255, 33.0255, 33.0255, 33.0255, 33.0255, 33.0255, 33.0255, 33.0255, 33.0255, 33.0255, 33.0255, 33.0255, 33.0255, 33.0255, 33.027, 33.0255
7.04167, 1136, 1164.88, 31.9899, 33.7343, -28.8849, 0, 31.9906, 1164.88, 31.9899, 31.9899, 31.9899, 31.9899, 31.9899, 31.9899, 31.9899, 31.9899, 31.9899, 31.9899, 31.9899, 31.9899, 31.9899, 31.9899, 31.9899, 31.9916, 31.9899
7.04956, 1070, 1182.3, 30.9246, 32.7414, -112.305, 0, 30.9253, 1182.3, 30.9246, 30.9246, 30.9246, 30.9246, 30.9246, 30.9246, 30.9246, 30.9246, 30.9246, 30.9246, 30.9246, 30.9246, 30.9246, 30.9246, 30.9246, 30.9266, 30.9246
7.05744, 1014, 1188.03, 29.8378, 31.8748, -174.03, 0, 29.8383, 1188.03, 29.8378, 29.8378, 29.8378, 29.8378, 29.8378, 29.8378, 29.8378, 29.8378, 29.8378, 29.8378, 29.8378, 29.8378, 29.8378, 29.8378, 29.8378, 29.84, 29.8378
