   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_184.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Zn_K, Fe_K, Mn_K, Ti_K, Ca_K, K_K, Cl_K, S_K, P_K, Si_K, Al_K, Mg_K, Zn_L, Na_K, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
14.8088, 0, 0.451438, 0.451437, 1.41421, -0.451438, 0, 0.451437, 0.451437, 0.451437, 0.451437, 0.451437, 0.451437, 0.451437, 0.451437, 0.451437, 0.451437, 0.451437, 0.451437, 0.451437, 0.451437, 0.451438, 0.451437, 0.451437, 0.451437, 0.451437
14.8167, 4, 0.446538, 0.446537, 2.44949, 3.55346, 0, 0.446537, 0.446537, 0.446537, 0.446537, 0.446537, 0.446537, 0.446537, 0.446537, 0.446537, 0.446537, 0.446537, 0.446537, 0.446537, 0.446537, 0.446538, 0.446537, 0.446537, 0.446537, 0.446537
14.8246, 2, 0.441665, 0.441664, 2, 1.55834, 0, 0.441664, 0.441664, 0.441664, 0.441664, 0.441664, 0.441664, 0.441664, 0.441664, 0.441664, 0.441664, 0.441664, 0.441664, 0.441664, 0.441664, 0.441665, 0.441664, 0.441664, 0.441664, 0.441664
14.8325, 0, 0.439073, 0.439071, 1.41421, -0.439073, 0, 0.439071, 0.439071, 0.439071, 0.439071, 0.439071, 0.439071, 0.439071, 0.439071, 0.439071, 0.439071, 0.439071, 0.439071, 0.439071, 0.439071, 0.439073, 0.439071, 0.439071, 0.439071, 0.439071
14.8404, 4, 0.435481, 0.43548, 2.44949, 3.56452, 0, 0.43548, 0.43548, 0.43548, 0.43548, 0.43548, 0.43548, 0.43548, 0.43548, 0.43548, 0.43548, 0.43548, 0.43548, 0.43548, 0.43548, 0.435481, 0.43548, 0.43548, 0.43548, 0.43548
14.8482, 0, 0.431059, 0.431058, 1.41421, -0.431059, 0, 0.431058, 0.431058, 0.431058, 0.431058, 0.431058, 0.431058, 0.431058, 0.431058, 0.431058, 0.431058, 0.431058, 0.431058, 0.431058, 0.431058, 0.431059, 0.431058, 0.431058, 0.431058, 0.431058
14.8561, 2, 0.42624, 0.426239, 2, 1.57376, 0, 0.426239, 0.426239, 0.426239, 0.426239, 0.426239, 0.426239, 0.426239, 0.426239, 0.426239, 0.426239, 0.426239, 0.426239, 0.426239, 0.426239, 0.42624, 0.426239, 0.426239, 0.426239, 0.426239
14.864, 2, 0.421448, 0.421446, 2, 1.57855, 0, 0.421446, 0.421446, 0.421446, 0.421446, 0.421446, 0.421446, 0.421446, 0.421446, 0.421446, 0.421446, 0.421446, 0.421446, 0.421446, 0.421446, 0.421448, 0.421446, 0.421446, 0.421446, 0.421446
14.8719, 0, 0.418814, 0.418812, 1.41421, -0.418814, 0, 0.418812, 0.418812, 0.418812, 0.418812, 0.418812, 0.418812, 0.418812, 0.418812, 0.418812, 0.418812, 0.418812, 0.418812, 0.418812, 0.418812, 0.418814, 0.418812, 0.418812, 0.418812, 0.418812
14.8798, 0, 0.415259, 0.415258, 1.41421, -0.415259, 0, 0.415258, 0.415258, 0.415258, 0.415258, 0.415258, 0.415258, 0.415258, 0.415258, 0.415258, 0.415258, 0.415258, 0.415258, 0.415258, 0.415258, 0.415259, 0.415258, 0.415258, 0.415258, 0.415258
14.8877, 0, 0.410967, 0.410965, 1.41421, -0.410967, 0, 0.410965, 0.410965, 0.410965, 0.410965, 0.410965, 0.410965, 0.410965, 0.410965, 0.410965, 0.410965, 0.410965, 0.410965, 0.410965, 0.410965, 0.410967, 0.410965, 0.410965, 0.410965, 0.410965
14.8956, 2, 0.406322, 0.406321, 2, 1.59368, 0, 0.406321, 0.406321, 0.406321, 0.406321, 0.406321, 0.406321, 0.406321, 0.406321, 0.406321, 0.406321, 0.406321, 0.406321, 0.406321, 0.406321, 0.406322, 0.406321, 0.406321, 0.406321, 0.406321
14.9034, 2, 0.401704, 0.401703, 2, 1.5983, 0, 0.401703, 0.401703, 0.401703, 0.401703, 0.401703, 0.401703, 0.401703, 0.401703, 0.401703, 0.401703, 0.401703, 0.401703, 0.401703, 0.401703, 0.401704, 0.401703, 0.401703, 0.401703, 0.401703
14.9113, 2, 0.398995, 0.398994, 2, 1.601, 0, 0.398994, 0.398994, 0.398994, 0.398994, 0.398994, 0.398994, 0.398994, 0.398994, 0.398994, 0.398994, 0.398994, 0.398994, 0.398994, 0.398994, 0.398995, 0.398994, 0.398994, 0.398994, 0.398994
14.9192, 0, 0.395474, 0.395473, 1.41421, -0.395474, 0, 0.395473, 0.395473, 0.395473, 0.395473, 0.395473, 0.395473, 0.395473, 0.395473, 0.395473, 0.395473, 0.395473, 0.395473, 0.395473, 0.395473, 0.395474, 0.395473, 0.395473, 0.395473, 0.395473
14.9271, 0, 0.391319, 0.391318, 1.41421, -0.391319, 0, 0.391318, 0.391318, 0.391318, 0.391318, 0.391318, 0.391318, 0.391318, 0.391318, 0.391318, 0.391318, 0.391318, 0.391318, 0.391318, 0.391318, 0.391319, 0.391318, 0.391318, 0.391318, 0.391318
14.935, 4, 0.386864, 0.386862, 2.44949, 3.61314, 0, 0.386862, 0.386862, 0.386862, 0.386862, 0.386862, 0.386862, 0.386862, 0.386862, 0.386862, 0.386862, 0.386862, 0.386862, 0.386862, 0.386862, 0.386864, 0.386862, 0.386862, 0.386862, 0.386862
14.9429, 0, 0.382434, 0.382433, 1.41421, -0.382434, 0, 0.382433, 0.382433, 0.382433, 0.382433, 0.382433, 0.382433, 0.382433, 0.382433, 0.382433, 0.382433, 0.382433, 0.382433, 0.382433, 0.382433, 0.382434, 0.382433, 0.382433, 0.382433, 0.382433
14.9508, 0, 0.379509, 0.379507, 1.41421, -0.379509, 0, 0.379507, 0.379507, 0.379507, 0.379507, 0.379507, 0.379507, 0.379507, 0.379507, 0.379507, 0.379507, 0.379507, 0.379507, 0.379507, 0.379507, 0.379509, 0.379507, 0.379507, 0.379507, 0.379507
14.9586, 0, 0.375962, 0.375961, 1.41421, -0.375962, 0, 0.375961, 0.375961, 0.375961, 0.375961, 0.375961, 0.375961, 0.375961, 0.375961, 0.375961, 0.375961, 0.375961, 0.375961, 0.375961, 0.375961, 0.375962, 0.375961, 0.375961, 0.375961, 0.375961
14.9665, 0, 0.371981, 0.37198, 1.41421, -0.371981, 0, 0.37198, 0.37198, 0.37198, 0.37198, 0.37198, 0.37198, 0.37198, 0.37198, 0.37198, 0.37198, 0.37198, 0.37198, 0.37198, 0.37198, 0.371981, 0.37198, 0.37198, 0.37198, 0.37198
14.9744, 0, 0.367798, 0.367796, 1.41421, -0.367798, 0, 0.367796, 0.367796, 0.367796, 0.367796, 0.367796, 0.367796, 0.367796, 0.367796, 0.367796, 0.367796, 0.367796, 0.367796, 0.367796, 0.367796, 0.367798, 0.367796, 0.367796, 0.367796, 0.367796
14.9823, 0, 0.363638, 0.363636, 1.41421, -0.363638, 0, 0.363636, 0.363636, 0.363636, 0.363636, 0.363636, 0.363636, 0.363636, 0.363636, 0.363636, 0.363636, 0.363636, 0.363636, 0.363636, 0.363636, 0.363638, 0.363636, 0.363636, 0.363636, 0.363636
14.9902, 0, 0.363638, 0.363636, 1.41421, -0.363638, 0, 0.363636, 0.363636, 0.363636, 0.363636, 0.363636, 0.363636, 0.363636, 0.363636, 0.363636, 0.363636, 0.363636, 0.363636, 0.363636, 0.363636, 0.363638, 0.363636, 0.363636, 0.363636, 0.363636
14.9981, 2, 0.364522, 0.36452, 2, 1.63548, 0, 0.36452, 0.36452, 0.36452, 0.36452, 0.36452, 0.36452, 0.36452, 0.36452, 0.36452, 0.36452, 0.36452, 0.36452, 0.36452, 0.36452, 0.364522, 0.36452, 0.36452, 0.36452, 0.36452
15.0059, 0, 0.365326, 0.365325, 1.41421, -0.365326, 0, 0.365325, 0.365325, 0.365325, 0.365325, 0.365325, 0.365325, 0.365325, 0.365325, 0.365325, 0.365325, 0.365325, 0.365325, 0.365325, 0.365325, 0.365326, 0.365325, 0.365325, 0.365325, 0.365325
15.0138, 0, 0.366051, 0.366049, 1.41421, -0.366051, 0, 0.366049, 0.366049, 0.366049, 0.366049, 0.366049, 0.366049, 0.366049, 0.366049, 0.366049, 0.366049, 0.366049, 0.366049, 0.366049, 0.366049, 0.366051, 0.366049, 0.366049, 0.366049, 0.366049
15.0217, 2, 0.366735, 0.366734, 2, 1.63326, 0, 0.366734, 0.366734, 0.366734, 0.366734, 0.366734, 0.366734, 0.366734, 0.366734, 0.366734, 0.366734, 0.366734, 0.366734, 0.366734, 0.366734, 0.366735, 0.366734, 0.366734, 0.366734, 0.366734
15.0296, 0, 0.367421, 0.367419, 1.41421, -0.367421, 0, 0.367419, 0.367419, 0.367419, 0.367419, 0.367419, 0.367419, 0.367419, 0.367419, 0.367419, 0.367419, 0.367419, 0.367419, 0.367419, 0.367419, 0.367421, 0.367419, 0.367419, 0.367419, 0.367419
15.0375, 2, 0.368249, 0.368248, 2, 1.63175, 0, 0.368248, 0.368248, 0.368248, 0.368248, 0.368248, 0.368248, 0.368248, 0.368248, 0.368248, 0.368248, 0.368248, 0.368248, 0.368248, 0.368248, 0.368249, 0.368248, 0.368248, 0.368248, 0.368248
15.0454, 0, 0.369035, 0.369034, 1.41421, -0.369035, 0, 0.369034, 0.369034, 0.369034, 0.369034, 0.369034, 0.369034, 0.369034, 0.369034, 0.369034, 0.369034, 0.369034, 0.369034, 0.369034, 0.369034, 0.369035, 0.369034, 0.369034, 0.369034, 0.369034
15.0533, 0, 0.369778, 0.369777, 1.41421, -0.369778, 0, 0.369777, 0.369777, 0.369777, 0.369777, 0.369777, 0.369777, 0.369777, 0.369777, 0.369777, 0.369777, 0.369777, 0.369777, 0.369777, 0.369777, 0.369778, 0.369777, 0.369777, 0.369777, 0.369777
15.0611, 0, 0.370487, 0.370486, 1.41421, -0.370487, 0, 0.370486, 0.370486, 0.370486, 0.370486, 0.370486, 0.370486, 0.370486, 0.370486, 0.370486, 0.370486, 0.370486, 0.370486, 0.370486, 0.370486, 0.370487, 0.370486, 0.370486, 0.370486, 0.370486
15.069, 0, 0.371173, 0.371172, 1.41421, -0.371173, 0, 0.371172, 0.371172, 0.371172, 0.371172, 0.371172, 0.371172, 0.371172, 0.371172, 0.371172, 0.371172, 0.371172, 0.371172, 0.371172, 0.371172, 0.371173, 0.371172, 0.371172, 0.371172, 0.371172
15.0769, 0, 0.371845, 0.371844, 1.41421, -0.371845, 0, 0.371844, 0.371844, 0.371844, 0.371844, 0.371844, 0.371844, 0.371844, 0.371844, 0.371844, 0.371844, 0.371844, 0.371844, 0.371844, 0.371844, 0.371845, 0.371844, 0.371844, 0.371844, 0.371844
15.0848, 2, 0.372508, 0.372506, 2, 1.62749, 0, 0.372506, 0.372506, 0.372506, 0.372506, 0.372506, 0.372506, 0.372506, 0.372506, 0.372506, 0.372506, 0.372506, 0.372506, 0.372506, 0.372506, 0.372508, 0.372506, 0.372506, 0.372506, 0.372506
15.0927, 2, 0.373167, 0.373165, 2, 1.62683, 0, 0.373165, 0.373165, 0.373165, 0.373165, 0.373165, 0.373165, 0.373165, 0.373165, 0.373165, 0.373165, 0.373165, 0.373165, 0.373165, 0.373165, 0.373167, 0.373165, 0.373165, 0.373165, 0.373165
15.1006, 4, 0.373816, 0.373815, 2.44949, 3.62618, 0, 0.373815, 0.373815, 0.373815, 0.373815, 0.373815, 0.373815, 0.373815, 0.373815, 0.373815, 0.373815, 0.373815, 0.373815, 0.373815, 0.373815, 0.373816, 0.373815, 0.373815, 0.373815, 0.373815
15.1085, 0, 0.374452, 0.374451, 1.41421, -0.374452, 0, 0.374451, 0.374451, 0.374451, 0.374451, 0.374451, 0.374451, 0.374451, 0.374451, 0.374451, 0.374451, 0.374451, 0.374451, 0.374451, 0.374451, 0.374452, 0.374451, 0.374451, 0.374451, 0.374451
15.1163, 0, 0.375078, 0.375076, 1.41421, -0.375078, 0, 0.375076, 0.375076, 0.375076, 0.375076, 0.375076, 0.375076, 0.375076, 0.375076, 0.375076, 0.375076, 0.375076, 0.375076, 0.375076, 0.375076, 0.375078, 0.375076, 0.375076, 0.375076, 0.375076
15.1242, 2, 0.375696, 0.375694, 2, 1.6243, 0, 0.375694, 0.375694, 0.375694, 0.375694, 0.375694, 0.375694, 0.375694, 0.375694, 0.375694, 0.375694, 0.375694, 0.375694, 0.375694, 0.375694, 0.375696, 0.375694, 0.375694, 0.375694, 0.375694
15.1321, 0, 0.37631, 0.376309, 1.41421, -0.37631, 0, 0.376309, 0.376309, 0.376309, 0.376309, 0.376309, 0.376309, 0.376309, 0.376309, 0.376309, 0.376309, 0.376309, 0.376309, 0.376309, 0.376309, 0.37631, 0.376309, 0.376309, 0.376309, 0.376309
15.14, 0, 0.376894, 0.376893, 1.41421, -0.376894, 0, 0.376893, 0.376893, 0.376893, 0.376893, 0.376893, 0.376893, 0.376893, 0.376893, 0.376893, 0.376893, 0.376893, 0.376893, 0.376893, 0.376893, 0.376894, 0.376893, 0.376893, 0.376893, 0.376893
15.1479, 0, 0.377359, 0.377357, 1.41421, -0.377359, 0, 0.377357, 0.377357, 0.377357, 0.377357, 0.377357, 0.377357, 0.377357, 0.377357, 0.377357, 0.377357, 0.377357, 0.377357, 0.377357, 0.377357, 0.377359, 0.377357, 0.377357, 0.377357, 0.377357
15.1558, 0, 0.377712, 0.37771, 1.41421, -0.377712, 0, 0.37771, 0.37771, 0.37771, 0.37771, 0.37771, 0.37771, 0.37771, 0.37771, 0.37771, 0.37771, 0.37771, 0.37771, 0.37771, 0.37771, 0.377712, 0.37771, 0.37771, 0.37771, 0.37771
15.1637, 0, 0.377959, 0.377957, 1.41421, -0.377959, 0, 0.377957, 0.377957, 0.377957, 0.377957, 0.377957, 0.377957, 0.377957, 0.377957, 0.377957, 0.377957, 0.377957, 0.377957, 0.377957, 0.377957, 0.377959, 0.377957, 0.377957, 0.377957, 0.377957
15.1715, 0, 0.378128, 0.378127, 1.41421, -0.378128, 0, 0.378127, 0.378127, 0.378127, 0.378127, 0.378127, 0.378127, 0.378127, 0.378127, 0.378127, 0.378127, 0.378127, 0.378127, 0.378127, 0.378127, 0.378128, 0.378127, 0.378127, 0.378127, 0.378127
15.1794, 2, 0.378259, 0.378257, 2, 1.62174, 0, 0.378257, 0.378257, 0.378257, 0.378257, 0.378257, 0.378257, 0.378257, 0.378257, 0.378257, 0.378257, 0.378257, 0.378257, 0.378257, 0.378257, 0.378259, 0.378257, 0.378257, 0.378257, 0.378257
15.1873, 2, 0.378309, 0.378308, 2, 1.62169, 0, 0.378308, 0.378308, 0.378308, 0.378308, 0.378308, 0.378308, 0.378308, 0.378308, 0.378308, 0.378308, 0.378308, 0.378308, 0.378308, 0.378308, 0.378309, 0.378308, 0.378308, 0.378308, 0.378308
15.1952, 2, 0.378285, 0.378284, 2, 1.62172, 0, 0.378284, 0.378284, 0.378284, 0.378284, 0.378284, 0.378284, 0.378284, 0.378284, 0.378284, 0.378284, 0.378284, 0.378284, 0.378284, 0.378284, 0.378285, 0.378284, 0.378284, 0.378284, 0.378284
15.2031, 0, 0.378176, 0.378175, 1.41421, -0.378176, 0, 0.378175, 0.378175, 0.378175, 0.378175, 0.378175, 0.378175, 0.378175, 0.378175, 0.378175, 0.378175, 0.378175, 0.378175, 0.378175, 0.378175, 0.378176, 0.378175, 0.378175, 0.378175, 0.378175
15.211, 0, 0.378001, 0.377999, 1.41421, -0.378001, 0, 0.377999, 0.377999, 0.377999, 0.377999, 0.377999, 0.377999, 0.377999, 0.377999, 0.377999, 0.377999, 0.377999, 0.377999, 0.377999, 0.377999, 0.378001, 0.377999, 0.377999, 0.377999, 0.377999
15.2189, 0, 0.377744, 0.377742, 1.41421, -0.377744, 0, 0.377742, 0.377742, 0.377742, 0.377742, 0.377742, 0.377742, 0.377742, 0.377742, 0.377742, 0.377742, 0.377742, 0.377742, 0.377742, 0.377742, 0.377744, 0.377742, 0.377742, 0.377742, 0.377742
15.2267, 4, 0.377421, 0.37742, 2.44949, 3.62258, 0, 0.37742, 0.37742, 0.37742, 0.37742, 0.37742, 0.37742, 0.37742, 0.37742, 0.37742, 0.37742, 0.37742, 0.37742, 0.37742, 0.37742, 0.377421, 0.37742, 0.37742, 0.37742, 0.37742
15.2346, 0, 0.377022, 0.377021, 1.41421, -0.377022, 0, 0.377021, 0.377021, 0.377021, 0.377021, 0.377021, 0.377021, 0.377021, 0.377021, 0.377021, 0.377021, 0.377021, 0.377021, 0.377021, 0.377021, 0.377022, 0.377021, 0.377021, 0.377021, 0.377021
15.2425, 0, 0.376464, 0.376463, 1.41421, -0.376464, 0, 0.376463, 0.376463, 0.376463, 0.376463, 0.376463, 0.376463, 0.376463, 0.376463, 0.376463, 0.376463, 0.376463, 0.376463, 0.376463, 0.376463, 0.376464, 0.376463, 0.376463, 0.376463, 0.376463
15.2504, 0, 0.375767, 0.375766, 1.41421, -0.375767, 0, 0.375766, 0.375766, 0.375766, 0.375766, 0.375766, 0.375766, 0.375766, 0.375766, 0.375766, 0.375766, 0.375766, 0.375766, 0.375766, 0.375766, 0.375767, 0.375766, 0.375766, 0.375766, 0.375766
15.2583, 2, 0.37492, 0.374918, 2, 1.62508, 0, 0.374918, 0.374918, 0.374918, 0.374918, 0.374918, 0.374918, 0.374918, 0.374918, 0.374918, 0.374918, 0.374918, 0.374918, 0.374918, 0.374918, 0.37492, 0.374918, 0.374918, 0.374918, 0.374918
15.2662, 0, 0.373957, 0.373955, 1.41421, -0.373957, 0, 0.373955, 0.373955, 0.373955, 0.373955, 0.373955, 0.373955, 0.373955, 0.373955, 0.373955, 0.373955, 0.373955, 0.373955, 0.373955, 0.373955, 0.373957, 0.373955, 0.373955, 0.373955, 0.373955
15.2741, 0, 0.372804, 0.372803, 1.41421, -0.372804, 0, 0.372803, 0.372803, 0.372803, 0.372803, 0.372803, 0.372803, 0.372803, 0.372803, 0.372803, 0.372803, 0.372803, 0.372803, 0.372803, 0.372803, 0.372804, 0.372803, 0.372803, 0.372803, 0.372803
15.2819, 0, 0.371492, 0.37149, 1.41421, -0.371492, 0, 0.37149, 0.37149, 0.37149, 0.37149, 0.37149, 0.37149, 0.37149, 0.37149, 0.37149, 0.37149, 0.37149, 0.37149, 0.37149, 0.37149, 0.371492, 0.37149, 0.37149, 0.37149, 0.37149
15.2898, 4, 0.370068, 0.370066, 2.44949, 3.62993, 0, 0.370066, 0.370066, 0.370066, 0.370066, 0.370066, 0.370066, 0.370066, 0.370066, 0.370066, 0.370066, 0.370066, 0.370066, 0.370066, 0.370066, 0.370068, 0.370066, 0.370066, 0.370066, 0.370066
15.2977, 0, 0.368535, 0.368534, 1.41421, -0.368535, 0, 0.368534, 0.368534, 0.368534, 0.368534, 0.368534, 0.368534, 0.368534, 0.368534, 0.368534, 0.368534, 0.368534, 0.368534, 0.368534, 0.368534, 0.368535, 0.368534, 0.368534, 0.368534, 0.368534
15.3056, 4, 0.36687, 0.366868, 2.44949, 3.63313, 0, 0.366868, 0.366868, 0.366868, 0.366868, 0.366868, 0.366868, 0.366868, 0.366868, 0.366868, 0.366868, 0.366868, 0.366868, 0.366868, 0.366868, 0.36687, 0.366868, 0.366868, 0.366868, 0.366868
15.3135, 0, 0.365007, 0.365005, 1.41421, -0.365007, 0, 0.365005, 0.365005, 0.365005, 0.365005, 0.365005, 0.365005, 0.365005, 0.365005, 0.365005, 0.365005, 0.365005, 0.365005, 0.365005, 0.365005, 0.365007, 0.365005, 0.365005, 0.365005, 0.365005
15.3214, 0, 0.362982, 0.36298, 1.41421, -0.362982, 0, 0.36298, 0.36298, 0.36298, 0.36298, 0.36298, 0.36298, 0.36298, 0.36298, 0.36298, 0.36298, 0.36298, 0.36298, 0.36298, 0.36298, 0.362982, 0.36298, 0.36298, 0.36298, 0.36298
15.3293, 0, 0.360819, 0.360818, 1.41421, -0.360819, 0, 0.360818, 0.360818, 0.360818, 0.360818, 0.360818, 0.360818, 0.360818, 0.360818, 0.360818, 0.360818, 0.360818, 0.360818, 0.360818, 0.360818, 0.360819, 0.360818, 0.360818, 0.360818, 0.360818
15.3371, 2, 0.358488, 0.358487, 2, 1.64151, 0, 0.358487, 0.358487, 0.358487, 0.358487, 0.358487, 0.358487, 0.358487, 0.358487, 0.358487, 0.358487, 0.358487, 0.358487, 0.358487, 0.358487, 0.358488, 0.358487, 0.358487, 0.358487, 0.358487
15.345, 2, 0.35602, 0.356019, 2, 1.64398, 0, 0.356019, 0.356019, 0.356019, 0.356019, 0.356019, 0.356019, 0.356019, 0.356019, 0.356019, 0.356019, 0.356019, 0.356019, 0.356019, 0.356019, 0.35602, 0.356019, 0.356019, 0.356019, 0.356019
15.3529, 0, 0.353355, 0.353354, 1.41421, -0.353355, 0, 0.353354, 0.353354, 0.353354, 0.353354, 0.353354, 0.353354, 0.353354, 0.353354, 0.353354, 0.353354, 0.353354, 0.353354, 0.353354, 0.353354, 0.353355, 0.353354, 0.353354, 0.353354, 0.353354
15.3608, 0, 0.35053, 0.350529, 1.41421, -0.35053, 0, 0.350529, 0.350529, 0.350529, 0.350529, 0.350529, 0.350529, 0.350529, 0.350529, 0.350529, 0.350529, 0.350529, 0.350529, 0.350529, 0.350529, 0.35053, 0.350529, 0.350529, 0.350529, 0.350529
15.3687, 0, 0.347587, 0.347586, 1.41421, -0.347587, 0, 0.347586, 0.347586, 0.347586, 0.347586, 0.347586, 0.347586, 0.347586, 0.347586, 0.347586, 0.347586, 0.347586, 0.347586, 0.347586, 0.347586, 0.347587, 0.347586, 0.347586, 0.347586, 0.347586
15.3766, 4, 0.344569, 0.344568, 2.44949, 3.65543, 0, 0.344568, 0.344568, 0.344568, 0.344568, 0.344568, 0.344568, 0.344568, 0.344568, 0.344568, 0.344568, 0.344568, 0.344568, 0.344568, 0.344568, 0.344569, 0.344568, 0.344568, 0.344568, 0.344568
15.3844, 2, 0.341504, 0.341503, 2, 1.6585, 0, 0.341503, 0.341503, 0.341503, 0.341503, 0.341503, 0.341503, 0.341503, 0.341503, 0.341503, 0.341503, 0.341503, 0.341503, 0.341503, 0.341503, 0.341504, 0.341503, 0.341503, 0.341503, 0.341503
15.3923, 0, 0.338413, 0.338412, 1.41421, -0.338413, 0, 0.338412, 0.338412, 0.338412, 0.338412, 0.338412, 0.338412, 0.338412, 0.338412, 0.338412, 0.338412, 0.338412, 0.338412, 0.338412, 0.338412, 0.338413, 0.338412, 0.338412, 0.338412, 0.338412
15.4002, 0, 0.335313, 0.335311, 1.41421, -0.335313, 0, 0.335311, 0.335311, 0.335311, 0.335311, 0.335311, 0.335311, 0.335311, 0.335311, 0.335311, 0.335311, 0.335311, 0.335311, 0.335311, 0.335311, 0.335312, 0.335311, 0.335311, 0.335311, 0.335311
15.4081, 0, 0.331959, 0.331957, 1.41421, -0.331959, 0, 0.331957, 0.331957, 0.331957, 0.331957, 0.331957, 0.331957, 0.331957, 0.331957, 0.331957, 0.331957, 0.331957, 0.331957, 0.331957, 0.331957, 0.331959, 0.331957, 0.331957, 0.331957, 0.331957
15.416, 2, 0.328362, 0.32836, 2, 1.67164, 0, 0.32836, 0.32836, 0.32836, 0.32836, 0.32836, 0.32836, 0.32836, 0.32836, 0.32836, 0.32836, 0.32836, 0.32836, 0.32836, 0.32836, 0.328361, 0.32836, 0.32836, 0.32836, 0.32836
15.4239, 2, 0.324566, 0.324564, 2, 1.67543, 0, 0.324564, 0.324564, 0.324564, 0.324564, 0.324564, 0.324564, 0.324564, 0.324564, 0.324564, 0.324564, 0.324564, 0.324564, 0.324564, 0.324564, 0.324566, 0.324564, 0.324565, 0.324564, 0.324564
15.4318, 0, 0.32064, 0.320638, 1.41421, -0.32064, 0, 0.320638, 0.320638, 0.320638, 0.320638, 0.320638, 0.320638, 0.320638, 0.320638, 0.320638, 0.320638, 0.320638, 0.320638, 0.320638, 0.320638, 0.32064, 0.320638, 0.320639, 0.320638, 0.320638
15.4396, 2, 0.316662, 0.316661, 2, 1.68334, 0, 0.316661, 0.316661, 0.316661, 0.316661, 0.316661, 0.316661, 0.316661, 0.316661, 0.316661, 0.316661, 0.316661, 0.316661, 0.316661, 0.316661, 0.316662, 0.316661, 0.316661, 0.316661, 0.316661
15.4475, 0, 0.312709, 0.312708, 1.41421, -0.312709, 0, 0.312708, 0.312708, 0.312708, 0.312708, 0.312708, 0.312708, 0.312708, 0.312708, 0.312708, 0.312708, 0.312708, 0.312708, 0.312708, 0.312708, 0.312709, 0.312708, 0.312708, 0.312708, 0.312708
15.4554, 2, 0.309594, 0.309593, 2, 1.69041, 0, 0.309593, 0.309593, 0.309593, 0.309593, 0.309593, 0.309593, 0.309593, 0.309593, 0.309593, 0.309593, 0.309593, 0.309593, 0.309593, 0.309593, 0.309594, 0.309593, 0.309593, 0.309593, 0.309593
15.4633, 4, 0.306001, 0.306, 2.44949, 3.694, 0, 0.306, 0.306, 0.306, 0.306, 0.306, 0.306, 0.306, 0.306, 0.306, 0.306, 0.306, 0.306, 0.306, 0.306, 0.306001, 0.306, 0.306, 0.306, 0.306
15.4712, 0, 0.302019, 0.302017, 1.41421, -0.302019, 0, 0.302017, 0.302017, 0.302017, 0.302017, 0.302017, 0.302017, 0.302017, 0.302017, 0.302017, 0.302017, 0.302017, 0.302017, 0.302017, 0.302017, 0.302019, 0.302017, 0.302018, 0.302017, 0.302017
15.4791, 0, 0.297859, 0.297857, 1.41421, -0.297859, 0, 0.297857, 0.297857, 0.297857, 0.297857, 0.297857, 0.297857, 0.297857, 0.297857, 0.297857, 0.297857, 0.297857, 0.297857, 0.297857, 0.297857, 0.297858, 0.297857, 0.297858, 0.297857, 0.297857
15.487, 2, 0.293728, 0.293726, 2, 1.70627, 0, 0.293726, 0.293726, 0.293726, 0.293726, 0.293726, 0.293726, 0.293726, 0.293726, 0.293726, 0.293726, 0.293726, 0.293726, 0.293726, 0.293726, 0.293727, 0.293726, 0.293727, 0.293726, 0.293726
15.4948, 2, 0.290961, 0.290958, 2, 1.70904, 0, 0.290958, 0.290958, 0.290958, 0.290958, 0.290958, 0.290958, 0.290958, 0.290958, 0.290958, 0.290958, 0.290958, 0.290958, 0.290958, 0.290958, 0.29096, 0.290958, 0.290959, 0.290958, 0.290958
15.5027, 2, 0.287414, 0.287412, 2, 1.71259, 0, 0.287412, 0.287412, 0.287412, 0.287412, 0.287412, 0.287412, 0.287412, 0.287412, 0.287412, 0.287412, 0.287412, 0.287412, 0.287412, 0.287412, 0.287413, 0.287412, 0.287413, 0.287412, 0.287412
15.5106, 0, 0.28322, 0.283218, 1.41421, -0.28322, 0, 0.283218, 0.283218, 0.283218, 0.283218, 0.283218, 0.283218, 0.283218, 0.283218, 0.283218, 0.283218, 0.283218, 0.283218, 0.283218, 0.283218, 0.283219, 0.283218, 0.283219, 0.283218, 0.283218
15.5185, 2, 0.278726, 0.278723, 2, 1.72127, 0, 0.278723, 0.278723, 0.278723, 0.278723, 0.278723, 0.278723, 0.278723, 0.278723, 0.278723, 0.278723, 0.278723, 0.278723, 0.278723, 0.278723, 0.278724, 0.278723, 0.278725, 0.278723, 0.278723
15.5264, 0, 0.274268, 0.274264, 1.41421, -0.274268, 0, 0.274264, 0.274264, 0.274264, 0.274264, 0.274264, 0.274264, 0.274264, 0.274264, 0.274264, 0.274264, 0.274264, 0.274264, 0.274264, 0.274264, 0.274266, 0.274264, 0.274267, 0.274264, 0.274264
15.5343, 0, 0.272089, 0.272085, 1.41421, -0.272089, 0, 0.272085, 0.272085, 0.272085, 0.272085, 0.272085, 0.272085, 0.272085, 0.272085, 0.272085, 0.272085, 0.272085, 0.272085, 0.272085, 0.272085, 0.272086, 0.272085, 0.272088, 0.272085, 0.272085
