   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_341.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Fe_K, Mn_K, Cr_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
-0.0302053, 682, 0, 0, 26.1534, 682, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0223243, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0144434, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.00656244, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00131851, 2, 5.96194e-26, 0, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.19e-29, 0, 0, 1.28025e-31, 0, 0, 5.95774e-26, 0, 0, 0
0.00919946, 0, 2.08476e-25, 0, 1.41421, -2.08476e-25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.46515e-28, 0, 0, 4.52514e-31, 0, 0, 2.08329e-25, 0, 0, 0
0.0170804, 0, 6.89818e-25, 0, 1.41421, -6.89818e-25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.84797e-28, 0, 0, 1.51494e-30, 0, 0, 6.89331e-25, 0, 0, 0
0.0249614, 0, 2.18077e-24, 0, 1.41421, -2.18077e-24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.53262e-27, 0, 0, 4.84821e-30, 0, 0, 2.17923e-24, 0, 0, 0
0.0328423, 2, 6.63169e-24, 0, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.66069e-27, 0, 0, 1.49291e-29, 0, 0, 6.62702e-24, 0, 0, 0
0.0407233, 0, 1.94955e-23, 0, 1.41421, -1.94955e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.37013e-26, 0, 0, 4.44487e-29, 0, 0, 1.94818e-23, 0, 0, 0
0.0486042, 0, 5.56139e-23, 0, 1.41421, -5.56139e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.90849e-26, 0, 0, 1.28434e-28, 0, 0, 5.55747e-23, 0, 0, 0
0.0564852, 2, 1.54402e-22, 0, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.08512e-25, 0, 0, 3.61221e-28, 0, 0, 1.54293e-22, 0, 0, 0
0.0643661, 0, 4.18187e-22, 0, 1.41421, -4.18187e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.93898e-25, 0, 0, 9.91212e-28, 0, 0, 4.17892e-22, 0, 0, 0
0.0722471, 0, 1.10709e-21, 0, 1.41421, -1.10709e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.7805e-25, 0, 0, 2.65894e-27, 0, 0, 1.10631e-21, 0, 0, 0
0.080128, 0, 2.86937e-21, 0, 1.41421, -2.86937e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.01656e-24, 0, 0, 6.984e-27, 0, 0, 2.86734e-21, 0, 0, 0
0.0880089, 0, 7.29082e-21, 0, 1.41421, -7.29082e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.12392e-24, 0, 0, 1.79866e-26, 0, 0, 7.28568e-21, 0, 0, 0
0.0958899, 0, 1.81826e-20, 0, 1.41421, -1.81826e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.27785e-23, 0, 0, 4.54731e-26, 0, 0, 1.81698e-20, 0, 0, 0
