   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_41.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Zn_K, Ni_K, Fe_K, Mn_K, Ca_K, Cl_K, S_K, P_K, Si_K, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup
-0.0334454, 82, 0, 0, 9.16515, 82, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0255399, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0176345, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.00972909, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.00182366, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00608176, 0, 1.17685e-21, 0, 1.41421, -1.17685e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.81956e-27, 0, 2.64544e-25, 0, 1.17658e-21, 0, 0
0.0139872, 0, 2.79394e-21, 0, 1.41421, -2.79394e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.16265e-26, 0, 6.41019e-25, 0, 2.79329e-21, 0, 0
0.0218926, 0, 6.52127e-21, 0, 1.41421, -6.52127e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.75757e-26, 0, 1.52584e-24, 0, 6.51972e-21, 0, 0
0.029798, 0, 1.49791e-20, 0, 1.41421, -1.49791e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.43678e-26, 0, 3.57188e-24, 0, 1.49754e-20, 0, 0
0.0377035, 0, 3.38875e-20, 0, 1.41421, -3.38875e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.47995e-25, 0, 8.23109e-24, 0, 3.38792e-20, 0, 0
0.0456089, 0, 7.56003e-20, 0, 1.41421, -7.56003e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.35719e-25, 0, 1.87048e-23, 0, 7.55813e-20, 0, 0
0.0535143, 0, 1.66332e-19, 0, 1.41421, -1.66332e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.51094e-25, 0, 4.19041e-23, 0, 1.66289e-19, 0, 0
0.0614197, 0, 3.73524e-19, 0, 1.41421, -3.73524e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.72701e-24, 0, 9.6453e-23, 0, 3.73426e-19, 0, 0
0.0693252, 0, 7.97777e-19, 0, 1.41421, -7.97777e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.74987e-24, 0, 2.09578e-22, 0, 7.97564e-19, 0, 0
0.0772306, 0, 1.6837e-18, 0, 1.41421, -1.6837e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.04663e-24, 0, 4.49959e-22, 0, 1.68325e-18, 0, 0
0.085136, 0, 3.51263e-18, 0, 1.41421, -3.51263e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.70709e-23, 0, 9.54959e-22, 0, 3.51166e-18, 0, 0
0.0930414, 0, 7.24647e-18, 0, 1.41421, -7.24647e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.58171e-23, 0, 2.00423e-21, 0, 7.24443e-18, 0, 0
0.100947, 0, 1.47869e-17, 0, 1.41421, -1.47869e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.4345e-23, 0, 4.16119e-21, 0, 1.47827e-17, 0, 0
0.108852, 0, 2.98541e-17, 0, 1.41421, -2.98541e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.52709e-22, 0, 8.54931e-21, 0, 2.98454e-17, 0, 0
0.116758, 0, 5.96503e-17, 0, 1.41421, -5.96503e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.10486e-22, 0, 1.73867e-20, 0, 5.96326e-17, 0, 0
0.124663, 0, 1.17979e-16, 0, 1.41421, -1.17979e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.25009e-22, 0, 3.50103e-20, 0, 1.17943e-16, 0, 0
0.132569, 0, 2.31028e-16, 0, 1.41421, -2.31028e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.24593e-21, 0, 6.98195e-20, 0, 2.30957e-16, 0, 0
0.140474, 0, 4.48002e-16, 0, 1.41421, -4.48002e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.46008e-21, 0, 1.37931e-19, 0, 4.47861e-16, 0, 0
0.148379, 0, 8.60448e-16, 0, 1.41421, -8.60448e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.81217e-21, 0, 2.69991e-19, 0, 8.60173e-16, 0, 0
0.156285, 0, 1.63708e-15, 0, 1.41421, -1.63708e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.32699e-21, 0, 5.23755e-19, 0, 1.63655e-15, 0, 0
0.16419, 0, 3.0859e-15, 0, 1.41421, -3.0859e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.79154e-20, 0, 1.00713e-18, 0, 3.08487e-15, 0, 0
0.172096, 0, 5.76393e-15, 0, 1.41421, -5.76393e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.41081e-20, 0, 1.92003e-18, 0, 5.76197e-15, 0, 0
0.180001, 0, 1.06694e-14, 0, 1.41421, -1.06694e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.43731e-20, 0, 3.62969e-18, 0, 1.06657e-14, 0, 0
0.187907, 0, 1.95747e-14, 0, 1.41421, -1.95747e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.20455e-19, 0, 6.80526e-18, 0, 1.95678e-14, 0, 0
0.195812, 0, 3.55989e-14, 0, 1.41421, -3.55989e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.23507e-19, 0, 1.26563e-17, 0, 3.55861e-14, 0, 0
0.203717, 0, 6.4181e-14, 0, 1.41421, -6.4181e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.11304e-19, 0, 2.3352e-17, 0, 6.41573e-14, 0, 0
0.211623, 0, 1.14722e-13, 0, 1.41421, -1.14722e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.5075e-19, 0, 4.27524e-17, 0, 1.14679e-13, 0, 0
0.219528, 0, 2.03329e-13, 0, 1.41421, -2.03329e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.3594e-18, 0, 7.76745e-17, 0, 2.0325e-13, 0, 0
0.227434, 0, 3.57352e-13, 0, 1.41421, -3.57352e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.44217e-18, 0, 1.40068e-16, 0, 3.57209e-13, 0, 0
0.235339, 0, 6.22834e-13, 0, 1.41421, -6.22834e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.35353e-18, 0, 2.50727e-16, 0, 6.22579e-13, 0, 0
0.243245, 0, 1.07661e-12, 0, 1.41421, -1.07661e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.70208e-18, 0, 4.45611e-16, 0, 1.07616e-12, 0, 0
0.25115, 0, 1.8458e-12, 0, 1.41421, -1.8458e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.35252e-17, 0, 7.86414e-16, 0, 1.845e-12, 0, 0
0.259055, 0, 3.13889e-12, 0, 1.41421, -3.13889e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.35787e-17, 0, 1.37832e-15, 0, 3.13749e-12, 0, 0
0.266961, 0, 5.29491e-12, 0, 1.41421, -5.29491e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.08148e-17, 0, 2.39949e-15, 0, 5.29247e-12, 0, 0
0.274866, 0, 8.86045e-12, 0, 1.41421, -8.86045e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.01658e-17, 0, 4.14986e-15, 0, 8.85623e-12, 0, 0
0.282772, 0, 1.47092e-11, 0, 1.41421, -1.47092e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.19826e-16, 0, 7.13132e-15, 0, 1.47019e-11, 0, 0
0.290677, 0, 2.42259e-11, 0, 1.41421, -2.42259e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.03329e-16, 0, 1.21792e-14, 0, 2.42135e-11, 0, 0
0.298583, 0, 3.95867e-11, 0, 1.41421, -3.95867e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.42922e-16, 0, 2.0676e-14, 0, 3.95657e-11, 0, 0
0.306488, 0, 6.41822e-11, 0, 1.41421, -6.41822e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.75011e-16, 0, 3.48997e-14, 0, 6.41467e-11, 0, 0
0.314393, 0, 1.03252e-10, 1.47136e-43, 1.41421, -1.03252e-10, 1.47136e-43, 0, 1.47136e-43, 1.47136e-43, 1.47136e-43, 1.47136e-43, 1.47136e-43, 1.47136e-43, 1.47136e-43, 1.47136e-43, 1.47136e-43, 1.47136e-43, 1.47136e-43, 9.58959e-16, 1.47136e-43, 5.85864e-14, 1.47136e-43, 1.03193e-10, 1.47136e-43, 1.47136e-43
0.322299, 0, 1.64823e-10, 2.62323e-42, 1.41421, -1.64823e-10, 2.62323e-42, 0, 2.62323e-42, 2.62323e-42, 2.62323e-42, 2.62323e-42, 2.62323e-42, 2.62323e-42, 2.62323e-42, 2.62323e-42, 2.62323e-42, 2.62323e-42, 2.62323e-42, 1.59123e-15, 2.62323e-42, 9.78395e-14, 2.62323e-42, 1.64723e-10, 2.62323e-42, 2.62323e-42
0.330204, 0, 2.61091e-10, 3.90304e-41, 1.41421, -2.61091e-10, 3.90304e-41, 0, 3.90304e-41, 3.90304e-41, 3.90304e-41, 3.90304e-41, 3.90304e-41, 3.90304e-41, 3.90304e-41, 3.90304e-41, 3.90304e-41, 3.90304e-41, 3.90304e-41, 2.62823e-15, 3.90304e-41, 1.62598e-13, 3.90304e-41, 2.60925e-10, 3.90304e-41, 3.90304e-41
0.33811, 0, 4.10428e-10, 5.10773e-40, 1.41421, -4.10428e-10, 5.10773e-40, 0, 5.10773e-40, 5.10773e-40, 5.10773e-40, 5.10773e-40, 5.10773e-40, 5.10773e-40, 5.10773e-40, 5.10773e-40, 5.10773e-40, 5.10773e-40, 5.10773e-40, 4.32305e-15, 5.10773e-40, 2.68993e-13, 5.10773e-40, 4.10154e-10, 5.10773e-40, 5.10773e-40
0.346015, 0, 6.40366e-10, 2.63546e-38, 1.41421, -6.40366e-10, 2.63546e-38, 0, 2.63546e-38, 2.63546e-38, 2.63546e-38, 2.63546e-38, 2.63546e-38, 2.63546e-38, 2.63546e-38, 2.63546e-38, 2.63546e-38, 2.63546e-38, 2.63546e-38, 7.09734e-15, 2.63546e-38, 4.43911e-13, 2.63546e-38, 6.39915e-10, 2.63546e-38, 2.63546e-38
0.35392, 0, 9.91443e-10, 2.52908e-37, 1.41421, -9.91443e-10, 2.52908e-37, 0, 2.52908e-37, 2.52908e-37, 2.52908e-37, 2.52908e-37, 2.52908e-37, 2.52908e-37, 2.52908e-37, 2.52908e-37, 2.52908e-37, 2.52908e-37, 2.52908e-37, 1.15948e-14, 2.52908e-37, 7.28548e-13, 2.52908e-37, 9.90702e-10, 2.52908e-37, 2.52908e-37
0.361826, 0, 1.52348e-09, 2.21596e-36, 1.41421, -1.52348e-09, 2.21596e-36, 0, 2.21596e-36, 2.21596e-36, 2.21596e-36, 2.21596e-36, 2.21596e-36, 2.21596e-36, 2.21596e-36, 2.21596e-36, 2.21596e-36, 2.21596e-36, 2.21596e-36, 1.88921e-14, 2.21596e-36, 1.19162e-12, 2.21596e-36, 1.52227e-09, 2.21596e-36, 2.21596e-36
0.369731, 0, 2.32358e-09, 1.77955e-35, 1.41421, -2.32358e-09, 1.77955e-35, 0, 1.77955e-35, 1.77955e-35, 1.77955e-35, 1.77955e-35, 1.77955e-35, 1.77955e-35, 1.77955e-35, 1.77955e-35, 1.77955e-35, 1.77955e-35, 1.77955e-35, 3.07161e-14, 1.77955e-35, 1.94316e-12, 1.77955e-35, 2.3216e-09, 1.77955e-35, 1.77955e-35
0.377637, 0, 3.51763e-09, 1.31562e-34, 1.41421, -3.51763e-09, 1.31562e-34, 0, 1.31562e-34, 1.31562e-34, 1.31562e-34, 1.31562e-34, 1.31562e-34, 1.31562e-34, 1.31562e-34, 1.31562e-34, 1.31562e-34, 1.31562e-34, 1.31562e-34, 4.98572e-14, 1.31562e-34, 3.16037e-12, 1.31562e-34, 3.51442e-09, 1.31562e-34, 1.31562e-34
0.385542, 0, 5.28609e-09, 9.13483e-34, 1.41421, -5.28609e-09, 9.13483e-34, 0, 9.13483e-34, 9.13483e-34, 9.13483e-34, 9.13483e-34, 9.13483e-34, 9.13483e-34, 9.13483e-34, 9.13483e-34, 9.13483e-34, 9.13483e-34, 9.13483e-34, 8.08257e-14, 9.13483e-34, 5.12845e-12, 9.13483e-34, 5.28088e-09, 9.13483e-34, 9.13483e-34
0.393448, 0, 7.88561e-09, 5.32949e-33, 1.41421, -7.88561e-09, 5.32949e-33, 0, 5.32949e-33, 5.32949e-33, 5.32949e-33, 5.32949e-33, 5.32949e-33, 5.32949e-33, 5.32949e-33, 5.32949e-33, 5.32949e-33, 5.32949e-33, 5.32949e-33, 1.30914e-13, 5.32949e-33, 8.30613e-12, 5.32949e-33, 7.87717e-09, 5.32949e-33, 5.32949e-33
0.401353, 0, 1.16782e-08, 3.18405e-32, 1.41421, -1.16782e-08, 3.18405e-32, 0, 3.18405e-32, 3.18405e-32, 3.18405e-32, 3.18405e-32, 3.18405e-32, 3.18405e-32, 3.18405e-32, 3.18405e-32, 3.18405e-32, 3.18405e-32, 3.18405e-32, 2.11912e-13, 3.18405e-32, 1.34305e-11, 3.18405e-32, 1.16645e-08, 3.18405e-32, 3.18405e-32
