   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_41.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Zn_K, Ni_K, Fe_K, Mn_K, Ca_K, Cl_K, S_K, P_K, Si_K, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup
0.409258, 0, 1.71702e-08, 1.69266e-31, 1.41421, -1.71702e-08, 1.69266e-31, 0, 1.69266e-31, 1.69266e-31, 1.69266e-31, 1.69266e-31, 1.69266e-31, 1.69266e-31, 1.69266e-31, 1.69266e-31, 1.69266e-31, 1.69266e-31, 1.69266e-31, 3.42863e-13, 1.69266e-31, 2.1685e-11, 1.69266e-31, 1.71482e-08, 1.69266e-31, 1.69266e-31
0.417164, 0, 2.50651e-08, 8.85592e-31, 1.41421, -2.50651e-08, 8.85592e-31, 0, 8.85592e-31, 8.85592e-31, 8.85592e-31, 8.85592e-31, 8.85592e-31, 8.85592e-31, 8.85592e-31, 8.85592e-31, 8.85592e-31, 8.85592e-31, 8.85592e-31, 5.54505e-13, 8.85592e-31, 3.49667e-11, 8.85592e-31, 2.50295e-08, 8.85592e-31, 8.85592e-31
0.425069, 0, 3.6331e-08, 4.43011e-30, 1.41421, -3.6331e-08, 4.43011e-30, 0, 4.43011e-30, 4.43011e-30, 4.43011e-30, 4.43011e-30, 4.43011e-30, 4.43011e-30, 4.43011e-30, 4.43011e-30, 4.43011e-30, 4.43011e-30, 4.43011e-30, 8.9634e-13, 4.43011e-30, 5.63097e-11, 4.43011e-30, 3.62738e-08, 4.43011e-30, 4.43011e-30
0.432975, 0, 5.22915e-08, 2.09813e-29, 1.41421, -5.22915e-08, 2.09813e-29, 0, 2.09813e-29, 2.09813e-29, 2.09813e-29, 2.09813e-29, 2.09813e-29, 2.09813e-29, 2.09813e-29, 2.09813e-29, 2.09813e-29, 2.09813e-29, 2.09813e-29, 1.44791e-12, 2.09813e-29, 9.05552e-11, 2.09813e-29, 5.21995e-08, 2.09813e-29, 2.09813e-29
0.44088, 0, 7.47415e-08, 9.61685e-29, 1.41421, -7.47415e-08, 9.61685e-29, 0, 9.61685e-29, 9.61685e-29, 9.61685e-29, 9.61685e-29, 9.61685e-29, 9.61685e-29, 9.61685e-29, 9.61685e-29, 9.61685e-29, 9.61685e-29, 9.61685e-29, 2.33658e-12, 9.61685e-29, 1.454e-10, 9.61685e-29, 7.45938e-08, 9.61685e-29, 9.61685e-29
0.448786, 0, 1.06096e-07, 4.22936e-28, 1.41421, -1.06096e-07, 4.22936e-28, 0, 4.22936e-28, 4.22936e-28, 4.22936e-28, 4.22936e-28, 4.22936e-28, 4.22936e-28, 4.22936e-28, 4.22936e-28, 4.22936e-28, 4.22936e-28, 4.22936e-28, 3.76552e-12, 4.22936e-28, 2.3303e-10, 4.22936e-28, 1.05859e-07, 4.22936e-28, 4.22936e-28
0.456691, 0, 1.49582e-07, 1.77495e-27, 1.41421, -1.49582e-07, 1.77495e-27, 0, 1.77495e-27, 1.77495e-27, 1.77495e-27, 1.77495e-27, 1.77495e-27, 1.77495e-27, 1.77495e-27, 1.77495e-27, 1.77495e-27, 1.77495e-27, 1.77495e-27, 6.05729e-12, 1.77495e-27, 3.72644e-10, 1.77495e-27, 1.49203e-07, 1.77495e-27, 1.77495e-27
0.464596, 0, 2.09475e-07, 7.1089e-27, 1.41421, -2.09475e-07, 7.1089e-27, 0, 7.1089e-27, 7.1089e-27, 7.1089e-27, 7.1089e-27, 7.1089e-27, 7.1089e-27, 7.1089e-27, 7.1089e-27, 7.1089e-27, 7.1089e-27, 7.1089e-27, 9.72128e-12, 7.1089e-27, 5.94307e-10, 7.1089e-27, 2.08871e-07, 7.1089e-27, 7.1089e-27
0.472502, 0, 2.91405e-07, 2.71965e-26, 1.41421, -2.91405e-07, 2.71965e-26, 0, 2.71965e-26, 2.71965e-26, 2.71965e-26, 2.71965e-26, 2.71965e-26, 3.3933e-13, 2.71965e-26, 2.71965e-26, 2.71965e-26, 2.71965e-26, 2.71965e-26, 1.55573e-11, 2.71965e-26, 9.44808e-10, 2.71965e-26, 2.90445e-07, 2.71965e-26, 2.71965e-26
0.480407, 0, 4.02728e-07, 9.95447e-26, 1.41421, -4.02728e-07, 9.95447e-26, 0, 9.95447e-26, 9.95447e-26, 9.95447e-26, 9.95447e-26, 9.95447e-26, 1.15288e-12, 9.95447e-26, 9.95447e-26, 9.95447e-26, 9.95447e-26, 9.95447e-26, 2.48133e-11, 9.95447e-26, 1.49642e-09, 9.95447e-26, 4.01205e-07, 9.95447e-26, 9.95447e-26
0.488313, 0, 5.52981e-07, 3.51701e-25, 1.41421, -5.52981e-07, 3.51701e-25, 0, 3.51701e-25, 3.51701e-25, 3.51701e-25, 3.51701e-25, 3.51701e-25, 3.04304e-12, 3.51701e-25, 3.51701e-25, 3.51701e-25, 3.51701e-25, 3.51701e-25, 3.94225e-11, 3.51701e-25, 2.35988e-09, 3.51701e-25, 5.50579e-07, 3.51701e-25, 3.51701e-25
0.496218, 0, 7.56406e-07, 2.90553e-10, 1.41421, -7.56406e-07, 3.26114e-10, 2.90553e-10, 2.90568e-10, 2.90652e-10, 9.47084e-10, 3.08743e-10, 3.04036e-10, 3.13808e-10, 3.90241e-10, 2.91797e-10, 1.01526e-09, 2.91192e-10, 2.93804e-10, 3.52912e-10, 2.90553e-10, 3.994e-09, 2.90555e-10, 7.51063e-07, 2.90553e-10, 2.90553e-10
0.504124, 0, 1.02946e-06, 9.73285e-10, 1.41421, -1.02946e-06, 1.09346e-09, 9.73285e-10, 9.73336e-10, 9.73618e-10, 3.19196e-09, 1.03476e-09, 1.01885e-09, 1.0439e-09, 1.31017e-09, 9.7749e-10, 3.42235e-09, 9.75445e-10, 9.84271e-10, 1.07146e-09, 9.73285e-10, 6.75377e-09, 9.73292e-10, 1.01826e-06, 9.73285e-10, 9.73285e-10
0.512029, 0, 1.3957e-06, 2.54323e-09, 1.41421, -1.3957e-06, 2.85893e-09, 2.54323e-09, 2.54337e-09, 2.54411e-09, 8.37167e-09, 2.70472e-09, 2.66294e-09, 2.7218e-09, 3.42822e-09, 2.55428e-09, 8.97692e-09, 2.54891e-09, 2.5721e-09, 2.69699e-09, 2.54323e-09, 1.15117e-08, 2.54325e-09, 1.37261e-06, 2.54323e-09, 2.54323e-09
0.519934, 0, 1.88774e-06, 6.06916e-09, 1.41421, -1.88774e-06, 6.82516e-09, 6.06916e-09, 6.06948e-09, 6.07126e-09, 2.00267e-08, 6.45587e-09, 6.35581e-09, 6.48783e-09, 8.18847e-09, 6.09561e-09, 2.14761e-08, 6.08275e-09, 6.13828e-09, 6.30861e-09, 6.06916e-09, 1.98939e-08, 6.0692e-09, 1.84023e-06, 6.06916e-09, 6.06916e-09
0.52784, 0, 2.55298e-06, 1.38054e-08, 1.41421, -2.55298e-06, 1.55291e-08, 1.38054e-08, 1.38061e-08, 1.38101e-08, 4.56299e-08, 1.46871e-08, 1.4459e-08, 1.47453e-08, 1.86376e-08, 1.38657e-08, 4.89347e-08, 1.38363e-08, 1.3963e-08, 1.4176e-08, 1.38054e-08, 3.49684e-08, 1.38055e-08, 2.45521e-06, 1.38054e-08, 1.38054e-08
0.535745, 0, 3.46356e-06, 3.03877e-08, 1.41421, -3.46356e-06, 3.41888e-08, 3.03877e-08, 3.03893e-08, 3.03982e-08, 1.00565e-07, 3.23321e-08, 3.1829e-08, 3.2596e-08, 4.10434e-08, 3.05207e-08, 1.07852e-07, 3.0456e-08, 3.07352e-08, 3.0958e-08, 3.03877e-08, 6.25886e-08, 3.03879e-08, 3.26253e-06, 3.03877e-08, 3.03877e-08
0.543651, 0, 4.73392e-06, 6.51231e-08, 1.41421, -4.73392e-06, 7.32807e-08, 6.51231e-08, 6.51265e-08, 6.51457e-08, 2.15731e-07, 6.92959e-08, 6.82162e-08, 7.01722e-08, 8.79913e-08, 6.54085e-08, 2.3137e-07, 6.52697e-08, 6.58689e-08, 6.59948e-08, 6.51231e-08, 1.1371e-07, 6.51235e-08, 4.32306e-06, 6.51231e-08, 6.51231e-08
0.551556, 0, 6.55626e-06, 1.36228e-07, 1.41421, -6.55626e-06, 1.53313e-07, 1.36228e-07, 1.36235e-07, 1.36275e-07, 4.51662e-07, 1.44967e-07, 1.42706e-07, 1.50493e-07, 1.84123e-07, 1.36826e-07, 4.84418e-07, 1.36535e-07, 1.3779e-07, 1.37551e-07, 1.36228e-07, 2.08974e-07, 1.36229e-07, 5.72158e-06, 1.36228e-07, 1.36228e-07
0.559462, 0, 9.25208e-06, 2.78474e-07, 1.41421, -9.25208e-06, 3.1344e-07, 2.78474e-07, 2.78489e-07, 2.78571e-07, 9.24016e-07, 2.9636e-07, 2.91732e-07, 3.12639e-07, 3.76493e-07, 2.79698e-07, 9.91052e-07, 2.79103e-07, 2.81671e-07, 2.8047e-07, 2.78474e-07, 3.86533e-07, 2.78476e-07, 7.58045e-06, 2.78474e-07, 2.78474e-07
0.567367, 0, 1.33776e-05, 5.5661e-07, 1.41421, -1.33776e-05, 6.26577e-07, 5.5661e-07, 5.56639e-07, 5.56804e-07, 1.84836e-06, 5.92399e-07, 5.83139e-07, 6.3291e-07, 7.52749e-07, 5.59058e-07, 1.9825e-06, 5.57867e-07, 5.63006e-07, 5.59601e-07, 5.5661e-07, 7.15848e-07, 5.56613e-07, 1.00826e-05, 5.5661e-07, 5.5661e-07
0.575272, 0, 1.98927e-05, 1.0882e-06, 1.41421, -1.98927e-05, 1.22514e-06, 1.0882e-06, 1.08825e-06, 1.08858e-06, 3.61651e-06, 1.15825e-06, 1.14012e-06, 1.25175e-06, 1.4721e-06, 1.09299e-06, 3.87906e-06, 1.09066e-06, 1.10072e-06, 1.09265e-06, 1.0882e-06, 1.321e-06, 1.0882e-06, 1.35097e-05, 1.0882e-06, 1.0882e-06
0.583178, 0, 3.04453e-05, 2.08141e-06, 1.41421, -3.04453e-05, 2.34365e-06, 2.08141e-06, 2.08152e-06, 2.08213e-06, 6.92309e-06, 2.21555e-06, 2.18084e-06, 2.42168e-06, 2.81657e-06, 2.09058e-06, 7.42587e-06, 2.08612e-06, 2.10538e-06, 2.08798e-06, 2.08141e-06, 2.41913e-06, 2.08142e-06, 1.83049e-05, 2.08141e-06, 2.08141e-06
0.591083, 0, 4.78287e-05, 3.89558e-06, 1.41421, -4.78287e-05, 4.38702e-06, 3.89558e-06, 3.89579e-06, 3.89695e-06, 1.29686e-05, 4.14697e-06, 4.08192e-06, 4.58756e-06, 5.27323e-06, 3.91278e-06, 1.39108e-05, 3.90442e-06, 3.94051e-06, 3.90523e-06, 3.89558e-06, 4.38183e-06, 3.89561e-06, 2.51733e-05, 3.89558e-06, 3.89558e-06
0.598989, 0, 7.67054e-05, 7.13554e-06, 1.41421, -7.67054e-05, 8.03688e-06, 7.13554e-06, 7.13592e-06, 7.13804e-06, 2.37763e-05, 7.59659e-06, 7.4773e-06, 8.51884e-06, 9.66227e-06, 7.16707e-06, 2.55043e-05, 7.15174e-06, 7.21794e-06, 7.1496e-06, 7.13554e-06, 7.83063e-06, 7.13559e-06, 3.52394e-05, 7.13554e-06, 7.13554e-06
0.606894, 0, 0.000124701, 1.27934e-05, 1.41421, -0.000124701, 1.44116e-05, 1.27934e-05, 1.27941e-05, 1.27979e-05, 4.267e-05, 1.36211e-05, 1.3407e-05, 1.55112e-05, 1.73298e-05, 1.285e-05, 4.57726e-05, 1.28225e-05, 1.29413e-05, 1.28137e-05, 1.27934e-05, 1.37804e-05, 1.27935e-05, 5.02843e-05, 1.27934e-05, 1.27934e-05
0.614799, 0, 0.000204033, 2.24549e-05, 1.41421, -0.000204033, 2.52994e-05, 2.24549e-05, 2.24561e-05, 2.24628e-05, 7.49712e-05, 2.39099e-05, 2.35334e-05, 2.77021e-05, 3.04289e-05, 2.25544e-05, 8.04247e-05, 2.2506e-05, 2.27149e-05, 2.24842e-05, 2.24549e-05, 2.38481e-05, 2.2455e-05, 7.31045e-05, 2.24549e-05, 2.24549e-05
0.622705, 0, 0.000333824, 3.85896e-05, 1.41421, -0.000333824, 4.34857e-05, 3.85896e-05, 3.85917e-05, 3.86032e-05, 0.000128982, 4.10941e-05, 4.04461e-05, 4.8542e-05, 5.23148e-05, 3.87609e-05, 0.000138369, 3.86776e-05, 3.90372e-05, 3.86316e-05, 3.85896e-05, 4.05456e-05, 3.85899e-05, 0.000107997, 3.85896e-05, 3.85896e-05
