   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_227.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Fe_K, Mn_K, Ca_K, K_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
-0.035188, 454, 0, 0, 21.3542, 454, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0272993, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0194107, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.011522, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.00363336, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0042553, 0, 3.44018e-22, 0, 1.41421, -3.44018e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.35036e-24, 0, 0, 1.86757e-27, 0, 0, 3.42666e-22, 0, 0, 0
0.012144, 0, 9.63112e-22, 0, 1.41421, -9.63112e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.78046e-24, 0, 0, 5.34092e-27, 0, 0, 9.59327e-22, 0, 0, 0
0.0200326, 0, 2.37205e-21, 0, 1.41421, -2.37205e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.3109e-24, 0, 0, 1.33144e-26, 0, 0, 2.36273e-21, 0, 0, 0
0.0279213, 0, 5.73276e-21, 0, 1.41421, -5.73276e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.25025e-23, 0, 0, 3.25718e-26, 0, 0, 5.71023e-21, 0, 0, 0
0.0358099, 0, 1.36124e-20, 0, 1.41421, -1.36124e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.34321e-23, 0, 0, 7.82934e-26, 0, 0, 1.35589e-20, 0, 0, 0
0.0436986, 0, 3.17897e-20, 0, 1.41421, -3.17897e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.24783e-22, 0, 0, 1.85111e-25, 0, 0, 3.16648e-20, 0, 0, 0
0.0515872, 0, 7.30817e-20, 0, 1.41421, -7.30817e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.86864e-22, 0, 0, 4.30882e-25, 0, 0, 7.27944e-20, 0, 0, 0
0.0594759, 0, 1.65513e-19, 0, 1.41421, -1.65513e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.4968e-22, 0, 0, 9.88202e-25, 0, 0, 1.64862e-19, 0, 0, 0
0.0673646, 0, 3.69532e-19, 0, 1.41421, -3.69532e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.4505e-21, 0, 0, 2.23457e-24, 0, 0, 3.68079e-19, 0, 0, 0
0.0752532, 0, 8.13814e-19, 0, 1.41421, -8.13814e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.19442e-21, 0, 0, 4.98501e-24, 0, 0, 8.10614e-19, 0, 0, 0
0.0831419, 0, 1.76881e-18, 0, 1.41421, -1.76881e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.94303e-21, 0, 0, 1.09774e-23, 0, 0, 1.76186e-18, 0, 0, 0
0.0910305, 0, 3.79599e-18, 0, 1.41421, -3.79599e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.49002e-20, 0, 0, 2.3873e-23, 0, 0, 3.78107e-18, 0, 0, 0
0.0989192, 0, 8.04717e-18, 0, 1.41421, -8.04717e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.15872e-20, 0, 0, 5.12955e-23, 0, 0, 8.01553e-18, 0, 0, 0
0.106808, 0, 1.68578e-17, 0, 1.41421, -1.68578e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.6171e-20, 0, 0, 1.08941e-22, 0, 0, 1.67915e-17, 0, 0, 0
0.114696, 0, 3.49101e-17, 0, 1.41421, -3.49101e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.37031e-19, 0, 0, 2.28773e-22, 0, 0, 3.47729e-17, 0, 0, 0
0.122585, 0, 7.14882e-17, 0, 1.41421, -7.14882e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.80609e-19, 0, 0, 4.75186e-22, 0, 0, 7.12071e-17, 0, 0, 0
0.130474, 0, 1.44803e-16, 0, 1.41421, -1.44803e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.68386e-19, 0, 0, 9.76573e-22, 0, 0, 1.44233e-16, 0, 0, 0
0.138362, 0, 2.90197e-16, 0, 1.41421, -2.90197e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.13909e-18, 0, 0, 1.98632e-21, 0, 0, 2.89056e-16, 0, 0, 0
0.146251, 0, 5.7556e-16, 0, 1.41421, -5.7556e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.25921e-18, 0, 0, 3.99955e-21, 0, 0, 5.73296e-16, 0, 0, 0
0.15414, 0, 1.12997e-15, 0, 1.41421, -1.12997e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.43541e-18, 0, 0, 7.97436e-21, 0, 0, 1.12553e-15, 0, 0, 0
0.162028, 0, 2.1964e-15, 0, 1.41421, -2.1964e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.62139e-18, 0, 0, 1.5747e-20, 0, 0, 2.18776e-15, 0, 0, 0
0.169917, 0, 4.2277e-15, 0, 1.41421, -4.2277e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.65947e-17, 0, 0, 3.08039e-20, 0, 0, 4.21107e-15, 0, 0, 0
0.177806, 0, 8.05968e-15, 0, 1.41421, -8.05968e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.16361e-17, 0, 0, 5.9703e-20, 0, 0, 8.02799e-15, 0, 0, 0
0.185694, 0, 1.52203e-14, 0, 1.41421, -1.52203e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.97428e-17, 0, 0, 1.14669e-19, 0, 0, 1.51604e-14, 0, 0, 0
0.193583, 0, 2.84758e-14, 0, 1.41421, -2.84758e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.11773e-16, 0, 0, 2.18284e-19, 0, 0, 2.83638e-14, 0, 0, 0
0.201472, 0, 5.27881e-14, 0, 1.41421, -5.27881e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.07204e-16, 0, 0, 4.11895e-19, 0, 0, 5.25805e-14, 0, 0, 0
0.20936, 0, 9.69735e-14, 0, 1.41421, -9.69735e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.80639e-16, 0, 0, 7.7057e-19, 0, 0, 9.6592e-14, 0, 0, 0
0.217249, 0, 1.76552e-13, 0, 1.41421, -1.76552e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.92999e-16, 0, 0, 1.42941e-18, 0, 0, 1.75857e-13, 0, 0, 0
0.225138, 0, 3.18593e-13, 0, 1.41421, -3.18593e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.25054e-15, 0, 0, 2.62954e-18, 0, 0, 3.1734e-13, 0, 0, 0
0.233026, 0, 5.69882e-13, 0, 1.41421, -5.69882e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.23689e-15, 0, 0, 4.79778e-18, 0, 0, 5.6764e-13, 0, 0, 0
0.240915, 0, 1.01053e-12, 0, 1.41421, -1.01053e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.96655e-15, 0, 0, 8.68346e-18, 0, 0, 1.00656e-12, 0, 0, 0
0.248804, 0, 1.77652e-12, 0, 1.41421, -1.77652e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.97324e-15, 0, 0, 1.5592e-17, 0, 0, 1.76953e-12, 0, 0, 0
0.256692, 0, 3.09649e-12, 0, 1.41421, -3.09649e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.21546e-14, 0, 0, 2.77799e-17, 0, 0, 3.08431e-12, 0, 0, 0
0.264581, 0, 5.35154e-12, 0, 1.41421, -5.35154e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.10067e-14, 0, 0, 4.9119e-17, 0, 0, 5.33048e-12, 0, 0, 0
0.27247, 0, 9.17116e-12, 0, 1.41421, -9.17116e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.60012e-14, 0, 0, 8.62058e-17, 0, 0, 9.13507e-12, 0, 0, 0
0.280358, 0, 1.55857e-11, 0, 1.41421, -1.55857e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.11841e-14, 0, 0, 1.50201e-16, 0, 0, 1.55244e-11, 0, 0, 0
0.288247, 0, 2.62674e-11, 0, 1.41421, -2.62674e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.03123e-13, 0, 0, 2.59869e-16, 0, 0, 2.6164e-11, 0, 0, 0
0.296136, 0, 4.39047e-11, 0, 1.41421, -4.39047e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.72379e-13, 0, 0, 4.46585e-16, 0, 0, 4.37319e-11, 0, 0, 0
0.304024, 0, 7.28135e-11, 0, 1.41421, -7.28135e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.85917e-13, 0, 0, 7.63852e-16, 0, 0, 7.25268e-11, 0, 0, 0
0.311913, 0, 1.19716e-10, 3.50325e-44, 1.41421, -1.19716e-10, 0, 3.50325e-44, 3.50325e-44, 3.50325e-44, 3.50325e-44, 3.50325e-44, 3.50325e-44, 3.50325e-44, 3.50325e-44, 3.50325e-44, 3.50325e-44, 4.70158e-13, 3.50325e-44, 3.50325e-44, 1.29613e-15, 3.50325e-44, 3.50325e-44, 1.19244e-10, 3.50325e-44, 3.50325e-44, 3.50325e-44
0.319802, 0, 1.95237e-10, 6.9084e-43, 1.41421, -1.95237e-10, 0, 6.9084e-43, 6.9084e-43, 6.9084e-43, 6.9084e-43, 6.9084e-43, 6.9084e-43, 6.9084e-43, 6.9084e-43, 6.9084e-43, 6.9084e-43, 7.66898e-13, 6.9084e-43, 6.9084e-43, 2.18658e-15, 6.9084e-43, 6.9084e-43, 1.94468e-10, 6.9084e-43, 6.9084e-43, 6.9084e-43
0.32769, 0, 3.15839e-10, 1.03108e-41, 1.41421, -3.15839e-10, 0, 1.03108e-41, 1.03108e-41, 1.03108e-41, 1.03108e-41, 1.03108e-41, 1.03108e-41, 1.03108e-41, 1.03108e-41, 1.03108e-41, 1.03108e-41, 1.24093e-12, 1.03108e-41, 1.03108e-41, 3.66881e-15, 1.03108e-41, 1.03108e-41, 3.14594e-10, 1.03108e-41, 1.03108e-41, 1.03108e-41
0.335579, 0, 5.06847e-10, 1.39816e-40, 1.41421, -5.06847e-10, 0, 1.39816e-40, 1.39816e-40, 1.39816e-40, 1.39816e-40, 1.39816e-40, 1.39816e-40, 1.39816e-40, 1.39816e-40, 1.39816e-40, 1.39816e-40, 1.99202e-12, 1.39816e-40, 1.39816e-40, 6.12513e-15, 1.39816e-40, 1.39816e-40, 5.04849e-10, 1.39816e-40, 1.39816e-40, 1.39816e-40
0.343468, 0, 8.06893e-10, 1.70282e-39, 1.41421, -8.06893e-10, 0, 1.70282e-39, 1.70282e-39, 1.70282e-39, 1.70282e-39, 1.70282e-39, 1.70282e-39, 1.70282e-39, 1.70282e-39, 1.70282e-39, 1.70282e-39, 3.1725e-12, 1.70282e-39, 1.70282e-39, 1.01798e-14, 1.70282e-39, 1.70282e-39, 8.03711e-10, 1.70282e-39, 1.70282e-39, 1.70282e-39
0.351356, 0, 1.27439e-09, 1.86942e-38, 1.41421, -1.27439e-09, 0, 1.86942e-38, 1.86942e-38, 1.86942e-38, 1.86942e-38, 1.86942e-38, 1.86942e-38, 1.86942e-38, 1.86942e-38, 1.86942e-38, 1.86942e-38, 5.01304e-12, 1.86942e-38, 1.86942e-38, 1.68508e-14, 1.86942e-38, 1.86942e-38, 1.26936e-09, 1.86942e-38, 1.86942e-38, 1.86942e-38
0.359245, 0, 1.9969e-09, 1.85697e-37, 1.41421, -1.9969e-09, 0, 1.85697e-37, 1.85697e-37, 1.85697e-37, 1.85697e-37, 1.85697e-37, 1.85697e-37, 1.85697e-37, 1.85697e-37, 1.85697e-37, 1.85697e-37, 7.8599e-12, 1.85697e-37, 1.85697e-37, 2.77965e-14, 1.85697e-37, 1.85697e-37, 1.98901e-09, 1.85697e-37, 1.85697e-37, 1.85697e-37
0.367134, 0, 3.10452e-09, 1.68028e-36, 1.41421, -3.10452e-09, 0, 1.68028e-36, 1.68028e-36, 1.68028e-36, 1.68028e-36, 1.68028e-36, 1.68028e-36, 1.68028e-36, 1.68028e-36, 1.68028e-36, 1.68028e-36, 1.22287e-11, 1.68028e-36, 1.68028e-36, 4.57177e-14, 1.68028e-36, 1.68028e-36, 3.09224e-09, 1.68028e-36, 1.68028e-36, 1.68028e-36
0.375022, 0, 4.78894e-09, 1.39203e-35, 1.41421, -4.78894e-09, 0, 1.39203e-35, 1.39203e-35, 1.39203e-35, 1.39203e-35, 1.39203e-35, 1.39203e-35, 1.39203e-35, 1.39203e-35, 1.39203e-35, 1.39203e-35, 1.8881e-11, 1.39203e-35, 1.39203e-35, 7.50151e-14, 1.39203e-35, 1.39203e-35, 4.76998e-09, 1.39203e-35, 1.39203e-35, 1.39203e-35
0.382911, 0, 7.33012e-09, 1.06026e-34, 1.41421, -7.33012e-09, 0, 1.06026e-34, 1.06026e-34, 1.06026e-34, 1.06026e-34, 1.06026e-34, 1.06026e-34, 1.06026e-34, 1.06026e-34, 1.06026e-34, 1.06026e-34, 2.89322e-11, 1.06026e-34, 1.06026e-34, 1.2286e-13, 1.06026e-34, 1.06026e-34, 7.30107e-09, 1.06026e-34, 1.06026e-34, 1.06026e-34
0.390799, 0, 1.11335e-08, 7.45706e-34, 1.41421, -1.11335e-08, 0, 7.45706e-34, 7.45706e-34, 7.45706e-34, 7.45706e-34, 7.45706e-34, 7.45706e-34, 7.45706e-34, 7.45706e-34, 7.45706e-34, 7.45706e-34, 4.40037e-11, 7.45706e-34, 7.45706e-34, 2.00951e-13, 7.45706e-34, 7.45706e-34, 1.10893e-08, 7.45706e-34, 7.45706e-34, 7.45706e-34
0.398688, 0, 1.67813e-08, 5.12509e-33, 1.41421, -1.67813e-08, 0, 5.12509e-33, 5.12509e-33, 5.12509e-33, 5.12509e-33, 5.12509e-33, 5.12509e-33, 5.12509e-33, 5.12509e-33, 5.12509e-33, 5.12509e-33, 6.64337e-11, 5.12509e-33, 5.12509e-33, 3.28375e-13, 5.12509e-33, 5.12509e-33, 1.67146e-08, 5.12509e-33, 5.12509e-33, 5.12509e-33
0.406577, 0, 2.51023e-08, 2.82554e-32, 1.41421, -2.51023e-08, 0, 2.82554e-32, 2.82554e-32, 2.82554e-32, 2.82554e-32, 2.82554e-32, 2.82554e-32, 2.82554e-32, 2.82554e-32, 2.82554e-32, 2.82554e-32, 9.95683e-11, 2.82554e-32, 2.82554e-32, 5.36284e-13, 2.82554e-32, 2.82554e-32, 2.50022e-08, 2.82554e-32, 2.82554e-32, 2.82554e-32
0.414465, 0, 3.72669e-08, 1.46892e-31, 1.41421, -3.72669e-08, 0, 1.46892e-31, 1.46892e-31, 1.46892e-31, 1.46892e-31, 1.46892e-31, 1.46892e-31, 1.46892e-31, 1.46892e-31, 1.46892e-31, 1.46892e-31, 1.48161e-10, 1.46892e-31, 1.46892e-31, 8.75522e-13, 1.46892e-31, 1.46892e-31, 3.71178e-08, 1.46892e-31, 1.46892e-31, 1.46892e-31
0.422354, 0, 5.49133e-08, 7.70462e-31, 1.41421, -5.49133e-08, 0, 7.70462e-31, 7.70462e-31, 7.70462e-31, 7.70462e-31, 7.70462e-31, 7.70462e-31, 7.70462e-31, 7.70462e-31, 7.70462e-31, 7.70462e-31, 2.18915e-10, 7.70462e-31, 7.70462e-31, 1.42899e-12, 7.70462e-31, 7.70462e-31, 5.4693e-08, 7.70462e-31, 7.70462e-31, 7.70462e-31
0.430243, 0, 8.0317e-08, 3.90638e-30, 1.41421, -8.0317e-08, 0, 3.90638e-30, 3.90638e-30, 3.90638e-30, 3.90638e-30, 3.90638e-30, 3.90638e-30, 3.90638e-30, 3.90638e-30, 3.90638e-30, 3.90638e-30, 3.21219e-10, 3.90638e-30, 3.90638e-30, 2.33169e-12, 3.90638e-30, 3.90638e-30, 7.99934e-08, 3.90638e-30, 3.90638e-30, 3.90638e-30
0.438131, 0, 1.16611e-07, 1.88269e-29, 1.41421, -1.16611e-07, 0, 1.88269e-29, 1.88269e-29, 1.88269e-29, 1.88269e-29, 1.88269e-29, 1.88269e-29, 1.88269e-29, 1.88269e-29, 1.88269e-29, 1.88269e-29, 4.68128e-10, 1.88269e-29, 1.88269e-29, 3.80296e-12, 1.88269e-29, 1.88269e-29, 1.16139e-07, 1.88269e-29, 1.88269e-29, 1.88269e-29
0.44602, 0, 1.68075e-07, 8.69618e-29, 1.41421, -1.68075e-07, 0, 8.69618e-29, 8.69618e-29, 8.69618e-29, 8.69618e-29, 8.69618e-29, 8.69618e-29, 8.69618e-29, 8.69618e-29, 8.69618e-29, 8.69618e-29, 6.77675e-10, 8.69618e-29, 8.69618e-29, 6.19807e-12, 8.69618e-29, 8.69618e-29, 1.67391e-07, 8.69618e-29, 8.69618e-29, 8.69618e-29
0.453909, 0, 2.4051e-07, 3.8798e-28, 1.41421, -2.4051e-07, 0, 3.8798e-28, 3.8798e-28, 3.8798e-28, 3.8798e-28, 3.8798e-28, 3.8798e-28, 3.8798e-28, 3.8798e-28, 3.8798e-28, 3.8798e-28, 9.7462e-10, 3.8798e-28, 3.8798e-28, 1.00905e-11, 3.8798e-28, 3.8798e-28, 2.39525e-07, 3.8798e-28, 3.8798e-28, 3.8798e-28
0.461797, 0, 3.4171e-07, 1.65631e-27, 1.41421, -3.4171e-07, 0, 1.65631e-27, 1.65631e-27, 1.65631e-27, 1.65631e-27, 1.65631e-27, 1.65631e-27, 1.65631e-27, 1.65631e-27, 1.65631e-27, 1.65631e-27, 1.39273e-09, 1.65631e-27, 1.65631e-27, 1.64015e-11, 1.65631e-27, 1.65631e-27, 3.403e-07, 1.65631e-27, 1.65631e-27, 1.65631e-27
0.469686, 0, 4.82073e-07, 6.75414e-27, 1.41421, -4.82073e-07, 0, 6.75414e-27, 6.75414e-27, 6.75414e-27, 6.75414e-27, 6.75414e-27, 6.75414e-27, 6.75414e-27, 6.75414e-27, 6.75414e-27, 6.75414e-27, 1.97778e-09, 6.75414e-27, 6.75414e-27, 2.66039e-11, 6.75414e-27, 6.75414e-27, 4.80068e-07, 6.75414e-27, 6.75414e-27, 6.75414e-27
0.477575, 0, 6.7536e-07, 2.63097e-26, 1.41421, -6.7536e-07, 0, 2.63097e-26, 2.63097e-26, 2.63097e-26, 2.63097e-26, 2.63097e-26, 2.63097e-26, 4.44232e-12, 2.63097e-26, 2.63097e-26, 2.63097e-26, 2.79147e-09, 2.63097e-26, 2.63097e-26, 4.30382e-11, 2.63097e-26, 2.63097e-26, 6.72521e-07, 2.63097e-26, 2.63097e-26, 2.63097e-26
0.485463, 0, 9.39635e-07, 9.80227e-26, 1.41421, -9.39635e-07, 0, 9.80227e-26, 9.80227e-26, 9.80227e-26, 9.80227e-26, 9.80227e-26, 9.80227e-26, 1.78878e-11, 9.80227e-26, 9.80227e-26, 9.80227e-26, 3.91643e-09, 9.80227e-26, 9.80227e-26, 6.94001e-11, 9.80227e-26, 9.80227e-26, 9.35631e-07, 9.80227e-26, 9.80227e-26, 9.80227e-26
0.493352, 0, 1.29844e-06, 3.50462e-25, 1.41421, -1.29844e-06, 0, 3.50462e-25, 3.50462e-25, 3.50462e-25, 3.50462e-25, 3.50462e-25, 3.50462e-25, 4.97899e-11, 3.50462e-25, 3.50462e-25, 3.50462e-25, 5.46272e-09, 3.50462e-25, 3.50462e-25, 1.11486e-10, 3.50462e-25, 3.50462e-25, 1.29281e-06, 3.50462e-25, 3.50462e-25, 3.50462e-25
