   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_174.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Zn_K, Fe_K, Mn_K, Ti_K, Ca_K, Cl_K, S_K, P_K, Si_K, Mg_K, Zn_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
14.0136, 0, 0.968778, 0.923029, 1.41421, -0.968778, 0, 0.923029, 0.923029, 0.923029, 0.923029, 0.923029, 0.923029, 0.923029, 0.923029, 0.923029, 0.923029, 0.923029, 0.923029, 0.923029, 0.923029, 0.968777, 0.923029
14.0215, 4, 0.977644, 0.927758, 2.44949, 3.02236, 0, 0.927758, 0.927758, 0.927758, 0.927758, 0.927758, 0.927758, 0.927758, 0.927758, 0.927758, 0.927758, 0.927758, 0.927759, 0.927758, 0.927758, 0.977643, 0.927758
14.0294, 0, 0.980431, 0.926396, 1.41421, -0.980431, 0, 0.926396, 0.926396, 0.926396, 0.926396, 0.926396, 0.926396, 0.926396, 0.926396, 0.926396, 0.926396, 0.926396, 0.926397, 0.926396, 0.926396, 0.98043, 0.926396
14.0373, 0, 0.977602, 0.919461, 1.41421, -0.977602, 0, 0.919461, 0.919461, 0.919461, 0.919461, 0.919461, 0.919461, 0.919461, 0.919461, 0.919461, 0.919461, 0.919461, 0.919462, 0.919461, 0.919461, 0.977601, 0.919461
14.0451, 4, 0.971925, 0.909783, 2.44949, 3.02807, 0, 0.909783, 0.909783, 0.909783, 0.909783, 0.909783, 0.909783, 0.909783, 0.909783, 0.909783, 0.909783, 0.909783, 0.909783, 0.909783, 0.909783, 0.971925, 0.909783
14.053, 6, 0.966136, 0.900155, 2.82843, 5.03386, 0, 0.900155, 0.900155, 0.900155, 0.900155, 0.900155, 0.900155, 0.900155, 0.900155, 0.900155, 0.900155, 0.900155, 0.900155, 0.900155, 0.900155, 0.966135, 0.900155
14.0609, 6, 0.974146, 0.904552, 2.82843, 5.02585, 0, 0.904552, 0.904552, 0.904552, 0.904552, 0.904552, 0.904552, 0.904552, 0.904552, 0.904552, 0.904552, 0.904552, 0.904553, 0.904552, 0.904552, 0.974145, 0.904552
14.0688, 2, 0.976029, 0.903111, 2, 1.02397, 0, 0.903111, 0.903111, 0.903111, 0.903111, 0.903111, 0.903111, 0.903111, 0.903111, 0.903111, 0.903111, 0.903111, 0.903111, 0.903111, 0.903111, 0.976029, 0.903111
14.0767, 2, 0.972225, 0.896327, 2, 1.02777, 0, 0.896327, 0.896327, 0.896327, 0.896327, 0.896327, 0.896327, 0.896327, 0.896327, 0.896327, 0.896327, 0.896327, 0.896328, 0.896327, 0.896327, 0.972225, 0.896327
14.0846, 4, 0.965393, 0.886914, 2.44949, 3.03461, 0, 0.886914, 0.886914, 0.886914, 0.886914, 0.886914, 0.886914, 0.886914, 0.886914, 0.886914, 0.886914, 0.886914, 0.886914, 0.886914, 0.886914, 0.965392, 0.886914
14.0925, 4, 0.958164, 0.87755, 2.44949, 3.04184, 0, 0.87755, 0.87755, 0.87755, 0.87755, 0.87755, 0.87755, 0.87755, 0.87755, 0.87755, 0.87755, 0.87755, 0.877551, 0.87755, 0.87755, 0.958163, 0.87755
14.1003, 0, 0.963879, 0.881618, 1.41421, -0.963879, 0, 0.881618, 0.881618, 0.881618, 0.881618, 0.881618, 0.881618, 0.881618, 0.881618, 0.881618, 0.881618, 0.881618, 0.881618, 0.881618, 0.881618, 0.963879, 0.881618
14.1082, 0, 0.963491, 0.880098, 1.41421, -0.963491, 0, 0.880098, 0.880098, 0.880098, 0.880098, 0.880098, 0.880098, 0.880098, 0.880098, 0.880098, 0.880098, 0.880098, 0.880099, 0.880098, 0.880098, 0.96349, 0.880098
14.1161, 0, 0.957454, 0.87347, 1.41421, -0.957454, 0, 0.87347, 0.87347, 0.87347, 0.87347, 0.87347, 0.87347, 0.87347, 0.87347, 0.87347, 0.87347, 0.87347, 0.873471, 0.87347, 0.87347, 0.957454, 0.87347
14.124, 2, 0.948353, 0.864327, 2, 1.05165, 0, 0.864327, 0.864327, 0.864327, 0.864327, 0.864327, 0.864327, 0.864327, 0.864327, 0.864327, 0.864327, 0.864327, 0.864328, 0.864327, 0.864327, 0.948353, 0.864327
14.1319, 2, 0.938751, 0.855233, 2, 1.06125, 0, 0.855233, 0.855233, 0.855233, 0.855233, 0.855233, 0.855233, 0.855233, 0.855233, 0.855233, 0.855233, 0.855233, 0.855233, 0.855233, 0.855233, 0.93875, 0.855233
14.1398, 2, 0.941274, 0.858803, 2, 1.05873, 0, 0.858803, 0.858803, 0.858803, 0.858803, 0.858803, 0.858803, 0.858803, 0.858803, 0.858803, 0.858803, 0.858803, 0.858804, 0.858803, 0.858803, 0.941273, 0.858803
14.1477, 0, 0.938053, 0.857148, 1.41421, -0.938053, 0, 0.857148, 0.857148, 0.857148, 0.857148, 0.857148, 0.857148, 0.857148, 0.857148, 0.857148, 0.857148, 0.857148, 0.857149, 0.857148, 0.857148, 0.938052, 0.857148
14.1556, 2, 0.929566, 0.850715, 2, 1.07043, 0, 0.850715, 0.850715, 0.850715, 0.850715, 0.850715, 0.850715, 0.850715, 0.850715, 0.850715, 0.850715, 0.850715, 0.850715, 0.850715, 0.850715, 0.929565, 0.850715
14.1634, 2, 0.91828, 0.84193, 2, 1.08172, 0, 0.84193, 0.84193, 0.84193, 0.84193, 0.84193, 0.84193, 0.84193, 0.84193, 0.84193, 0.84193, 0.84193, 0.84193, 0.84193, 0.84193, 0.918279, 0.84193
14.1713, 2, 0.906637, 0.833191, 2, 1.09336, 0, 0.833191, 0.833191, 0.833191, 0.833191, 0.833191, 0.833191, 0.833191, 0.833191, 0.833191, 0.833191, 0.833191, 0.833191, 0.833191, 0.833191, 0.906637, 0.833191
14.1792, 0, 0.90638, 0.836185, 1.41421, -0.90638, 0, 0.836185, 0.836185, 0.836185, 0.836185, 0.836185, 0.836185, 0.836185, 0.836185, 0.836185, 0.836185, 0.836185, 0.836185, 0.836185, 0.836185, 0.906379, 0.836185
14.1871, 2, 0.901015, 0.834363, 2, 1.09899, 0, 0.834363, 0.834363, 0.834363, 0.834363, 0.834363, 0.834363, 0.834363, 0.834363, 0.834363, 0.834363, 0.834363, 0.834363, 0.834363, 0.834363, 0.901014, 0.834363
14.195, 2, 0.891026, 0.828147, 2, 1.10897, 0, 0.828147, 0.828147, 0.828147, 0.828147, 0.828147, 0.828147, 0.828147, 0.828147, 0.828147, 0.828147, 0.828147, 0.828148, 0.828147, 0.828147, 0.891025, 0.828147
14.2029, 4, 0.878705, 0.81977, 2.44949, 3.1213, 0, 0.81977, 0.81977, 0.81977, 0.81977, 0.81977, 0.81977, 0.81977, 0.81977, 0.81977, 0.81977, 0.81977, 0.819771, 0.81977, 0.81977, 0.878704, 0.81977
14.2108, 2, 0.866317, 0.811436, 2, 1.13368, 0, 0.811436, 0.811436, 0.811436, 0.811436, 0.811436, 0.811436, 0.811436, 0.811436, 0.811436, 0.811436, 0.811436, 0.811437, 0.811436, 0.811436, 0.866316, 0.811436
14.2186, 6, 0.864313, 0.813537, 2.82843, 5.13569, 0, 0.813537, 0.813537, 0.813537, 0.813537, 0.813537, 0.813537, 0.813537, 0.813537, 0.813537, 0.813537, 0.813537, 0.813538, 0.813537, 0.813537, 0.864313, 0.813537
14.2265, 0, 0.858105, 0.81143, 1.41421, -0.858105, 0, 0.81143, 0.81143, 0.81143, 0.81143, 0.81143, 0.81143, 0.81143, 0.81143, 0.81143, 0.81143, 0.81143, 0.81143, 0.81143, 0.81143, 0.858105, 0.81143
14.2344, 2, 0.848141, 0.805512, 2, 1.15186, 0, 0.805512, 0.805512, 0.805512, 0.805512, 0.805512, 0.805512, 0.805512, 0.805512, 0.805512, 0.805512, 0.805512, 0.805512, 0.805512, 0.805512, 0.848141, 0.805512
14.2423, 0, 0.836402, 0.797719, 1.41421, -0.836402, 0, 0.797719, 0.797719, 0.797719, 0.797719, 0.797719, 0.797719, 0.797719, 0.797719, 0.797719, 0.797719, 0.797719, 0.797719, 0.797719, 0.797719, 0.836402, 0.797719
14.2502, 2, 0.824842, 0.789963, 2, 1.17516, 0, 0.789963, 0.789963, 0.789963, 0.789963, 0.789963, 0.789963, 0.789963, 0.789963, 0.789963, 0.789963, 0.789963, 0.789964, 0.789963, 0.789963, 0.824841, 0.789963
14.2581, 2, 0.822347, 0.791102, 2, 1.17765, 0, 0.791102, 0.791102, 0.791102, 0.791102, 0.791102, 0.791102, 0.791102, 0.791102, 0.791102, 0.791102, 0.791102, 0.791103, 0.791102, 0.791102, 0.822346, 0.791102
14.266, 0, 0.816493, 0.788682, 1.41421, -0.816493, 0, 0.788682, 0.788682, 0.788682, 0.788682, 0.788682, 0.788682, 0.788682, 0.788682, 0.788682, 0.788682, 0.788682, 0.788683, 0.788682, 0.788682, 0.816493, 0.788682
14.2738, 0, 0.807676, 0.78308, 1.41421, -0.807676, 0, 0.78308, 0.78308, 0.78308, 0.78308, 0.78308, 0.78308, 0.78308, 0.78308, 0.78308, 0.78308, 0.78308, 0.783081, 0.78308, 0.78308, 0.807676, 0.78308
14.2817, 4, 0.797527, 0.775913, 2.44949, 3.20247, 0, 0.775913, 0.775913, 0.775913, 0.775913, 0.775913, 0.775913, 0.775913, 0.775913, 0.775913, 0.775913, 0.775913, 0.775913, 0.775913, 0.775913, 0.797526, 0.775913
14.2896, 6, 0.78765, 0.768779, 2.82843, 5.21235, 0, 0.768779, 0.768779, 0.768779, 0.768779, 0.768779, 0.768779, 0.768779, 0.768779, 0.768779, 0.768779, 0.768779, 0.768779, 0.768779, 0.768779, 0.787649, 0.768779
14.2975, 0, 0.7854, 0.769027, 1.41421, -0.7854, 0, 0.769027, 0.769027, 0.769027, 0.769027, 0.769027, 0.769027, 0.769027, 0.769027, 0.769027, 0.769027, 0.769027, 0.769028, 0.769027, 0.769027, 0.785399, 0.769027
14.3054, 4, 0.780465, 0.766351, 2.44949, 3.21954, 0, 0.766351, 0.766351, 0.766351, 0.766351, 0.766351, 0.766351, 0.766351, 0.766351, 0.766351, 0.766351, 0.766351, 0.766352, 0.766351, 0.766351, 0.780464, 0.766351
14.3133, 2, 0.773136, 0.761047, 2, 1.22686, 0, 0.761047, 0.761047, 0.761047, 0.761047, 0.761047, 0.761047, 0.761047, 0.761047, 0.761047, 0.761047, 0.761047, 0.761047, 0.761047, 0.761047, 0.773135, 0.761047
14.3212, 2, 0.764739, 0.75445, 2, 1.23526, 0, 0.75445, 0.75445, 0.75445, 0.75445, 0.75445, 0.75445, 0.75445, 0.75445, 0.75445, 0.75445, 0.75445, 0.75445, 0.75445, 0.75445, 0.764738, 0.75445
14.3291, 0, 0.756583, 0.747882, 1.41421, -0.756583, 0, 0.747882, 0.747882, 0.747882, 0.747882, 0.747882, 0.747882, 0.747882, 0.747882, 0.747882, 0.747882, 0.747882, 0.747882, 0.747882, 0.747882, 0.756583, 0.747882
14.3369, 0, 0.754568, 0.747255, 1.41421, -0.754568, 0, 0.747255, 0.747255, 0.747255, 0.747255, 0.747255, 0.747255, 0.747255, 0.747255, 0.747255, 0.747255, 0.747255, 0.747256, 0.747255, 0.747255, 0.754567, 0.747255
14.3448, 0, 0.75047, 0.744364, 1.41421, -0.75047, 0, 0.744364, 0.744364, 0.744364, 0.744364, 0.744364, 0.744364, 0.744364, 0.744364, 0.744364, 0.744364, 0.744364, 0.744364, 0.744364, 0.744364, 0.750469, 0.744364
14.3527, 2, 0.744419, 0.739352, 2, 1.25558, 0, 0.739352, 0.739352, 0.739352, 0.739352, 0.739352, 0.739352, 0.739352, 0.739352, 0.739352, 0.739352, 0.739352, 0.739353, 0.739352, 0.739352, 0.744419, 0.739352
14.3606, 0, 0.737478, 0.7333, 1.41421, -0.737478, 0, 0.7333, 0.7333, 0.7333, 0.7333, 0.7333, 0.7333, 0.7333, 0.7333, 0.7333, 0.7333, 0.7333, 0.733301, 0.7333, 0.7333, 0.737477, 0.7333
14.3685, 0, 0.730696, 0.727273, 1.41421, -0.730696, 0, 0.727273, 0.727273, 0.727273, 0.727273, 0.727273, 0.727273, 0.727273, 0.727273, 0.727273, 0.727273, 0.727273, 0.727273, 0.727273, 0.727273, 0.730695, 0.727273
14.3764, 0, 0.7276, 0.724813, 1.41421, -0.7276, 0, 0.724813, 0.724813, 0.724813, 0.724813, 0.724813, 0.724813, 0.724813, 0.724813, 0.724813, 0.724813, 0.724813, 0.724814, 0.724813, 0.724813, 0.727599, 0.724813
14.3843, 0, 0.723339, 0.721084, 1.41421, -0.723339, 0, 0.721084, 0.721084, 0.721084, 0.721084, 0.721084, 0.721084, 0.721084, 0.721084, 0.721084, 0.721084, 0.721084, 0.721085, 0.721084, 0.721084, 0.723338, 0.721084
14.3921, 4, 0.717907, 0.716095, 2.44949, 3.28209, 0, 0.716095, 0.716095, 0.716095, 0.716095, 0.716095, 0.716095, 0.716095, 0.716095, 0.716095, 0.716095, 0.716095, 0.716095, 0.716095, 0.716095, 0.717907, 0.716095
14.4, 2, 0.711215, 0.709767, 2, 1.28878, 0, 0.709767, 0.709767, 0.709767, 0.709767, 0.709767, 0.709767, 0.709767, 0.709767, 0.709767, 0.709767, 0.709767, 0.709768, 0.709767, 0.709767, 0.711215, 0.709767
14.4079, 0, 0.703583, 0.702433, 1.41421, -0.703583, 0, 0.702433, 0.702433, 0.702433, 0.702433, 0.702433, 0.702433, 0.702433, 0.702433, 0.702433, 0.702433, 0.702433, 0.702434, 0.702433, 0.702433, 0.703582, 0.702433
14.4158, 2, 0.69553, 0.694623, 2, 1.30447, 0, 0.694623, 0.694623, 0.694623, 0.694623, 0.694623, 0.694623, 0.694623, 0.694623, 0.694623, 0.694623, 0.694623, 0.694623, 0.694623, 0.694623, 0.695529, 0.694623
14.4237, 2, 0.687567, 0.686856, 2, 1.31243, 0, 0.686856, 0.686856, 0.686856, 0.686856, 0.686856, 0.686856, 0.686856, 0.686856, 0.686856, 0.686856, 0.686856, 0.686857, 0.686856, 0.686856, 0.687567, 0.686856
14.4316, 0, 0.680922, 0.680368, 1.41421, -0.680922, 0, 0.680368, 0.680368, 0.680368, 0.680368, 0.680368, 0.680368, 0.680368, 0.680368, 0.680368, 0.680368, 0.680368, 0.680369, 0.680368, 0.680368, 0.680922, 0.680368
14.4395, 4, 0.672536, 0.672106, 2.44949, 3.32746, 0, 0.672106, 0.672106, 0.672106, 0.672106, 0.672106, 0.672106, 0.672106, 0.672106, 0.672106, 0.672106, 0.672106, 0.672107, 0.672106, 0.672106, 0.672535, 0.672106
14.4473, 4, 0.662574, 0.662244, 2.44949, 3.33743, 0, 0.662244, 0.662244, 0.662244, 0.662244, 0.662244, 0.662244, 0.662244, 0.662244, 0.662244, 0.662244, 0.662244, 0.662244, 0.662244, 0.662244, 0.662573, 0.662244
14.4552, 0, 0.651888, 0.651635, 1.41421, -0.651888, 0, 0.651635, 0.651635, 0.651635, 0.651635, 0.651635, 0.651635, 0.651635, 0.651635, 0.651635, 0.651635, 0.651635, 0.651636, 0.651635, 0.651635, 0.651887, 0.651635
14.4631, 2, 0.641304, 0.641112, 2, 1.3587, 0, 0.641112, 0.641112, 0.641112, 0.641112, 0.641112, 0.641112, 0.641112, 0.641112, 0.641112, 0.641112, 0.641112, 0.641113, 0.641112, 0.641112, 0.641304, 0.641112
14.471, 2, 0.636226, 0.636081, 2, 1.36377, 0, 0.636081, 0.636081, 0.636081, 0.636081, 0.636081, 0.636081, 0.636081, 0.636081, 0.636081, 0.636081, 0.636081, 0.636082, 0.636081, 0.636081, 0.636226, 0.636081
14.4789, 2, 0.628633, 0.628524, 2, 1.37137, 0, 0.628524, 0.628524, 0.628524, 0.628524, 0.628524, 0.628524, 0.628524, 0.628524, 0.628524, 0.628524, 0.628524, 0.628525, 0.628524, 0.628524, 0.628633, 0.628524
14.4868, 6, 0.618764, 0.618683, 2.82843, 5.38124, 0, 0.618683, 0.618683, 0.618683, 0.618683, 0.618683, 0.618683, 0.618683, 0.618683, 0.618683, 0.618683, 0.618683, 0.618683, 0.618683, 0.618683, 0.618764, 0.618683
14.4947, 2, 0.607826, 0.607765, 2, 1.39217, 0, 0.607765, 0.607765, 0.607765, 0.607765, 0.607765, 0.607765, 0.607765, 0.607765, 0.607765, 0.607765, 0.607765, 0.607766, 0.607765, 0.607765, 0.607825, 0.607765
14.5026, 2, 0.596989, 0.596945, 2, 1.40301, 0, 0.596945, 0.596945, 0.596945, 0.596945, 0.596945, 0.596945, 0.596945, 0.596945, 0.596945, 0.596945, 0.596945, 0.596945, 0.596945, 0.596945, 0.596989, 0.596945
14.5104, 2, 0.593058, 0.593025, 2, 1.40694, 0, 0.593025, 0.593025, 0.593025, 0.593025, 0.593025, 0.593025, 0.593025, 0.593025, 0.593025, 0.593025, 0.593025, 0.593026, 0.593025, 0.593025, 0.593058, 0.593025
14.5183, 2, 0.586041, 0.586017, 2, 1.41396, 0, 0.586017, 0.586017, 0.586017, 0.586017, 0.586017, 0.586017, 0.586017, 0.586017, 0.586017, 0.586017, 0.586017, 0.586018, 0.586017, 0.586017, 0.586041, 0.586017
14.5262, 2, 0.576248, 0.57623, 2, 1.42375, 0, 0.57623, 0.57623, 0.57623, 0.57623, 0.57623, 0.57623, 0.57623, 0.57623, 0.57623, 0.57623, 0.57623, 0.576231, 0.57623, 0.57623, 0.576247, 0.57623
14.5341, 4, 0.565142, 0.56513, 2.44949, 3.43486, 0, 0.56513, 0.56513, 0.56513, 0.56513, 0.56513, 0.56513, 0.56513, 0.56513, 0.56513, 0.56513, 0.56513, 0.56513, 0.56513, 0.56513, 0.565142, 0.56513
14.542, 0, 0.554146, 0.554137, 1.41421, -0.554146, 0, 0.554137, 0.554137, 0.554137, 0.554137, 0.554137, 0.554137, 0.554137, 0.554137, 0.554137, 0.554137, 0.554137, 0.554138, 0.554137, 0.554137, 0.554146, 0.554137
14.5499, 0, 0.551248, 0.551241, 1.41421, -0.551248, 0, 0.551241, 0.551241, 0.551241, 0.551241, 0.551241, 0.551241, 0.551241, 0.551241, 0.551241, 0.551241, 0.551241, 0.551242, 0.551241, 0.551241, 0.551247, 0.551241
14.5578, 0, 0.544783, 0.544778, 1.41421, -0.544783, 0, 0.544778, 0.544778, 0.544778, 0.544778, 0.544778, 0.544778, 0.544778, 0.544778, 0.544778, 0.544778, 0.544778, 0.544779, 0.544778, 0.544778, 0.544783, 0.544778
14.5656, 0, 0.53513, 0.535126, 1.41421, -0.53513, 0, 0.535126, 0.535126, 0.535126, 0.535126, 0.535126, 0.535126, 0.535126, 0.535126, 0.535126, 0.535126, 0.535126, 0.535127, 0.535126, 0.535126, 0.535129, 0.535126
14.5735, 0, 0.523968, 0.523965, 1.41421, -0.523968, 0, 0.523965, 0.523965, 0.523965, 0.523965, 0.523965, 0.523965, 0.523965, 0.523965, 0.523965, 0.523965, 0.523965, 0.523966, 0.523965, 0.523965, 0.523968, 0.523965
14.5814, 4, 0.512924, 0.512922, 2.44949, 3.48708, 0, 0.512922, 0.512922, 0.512922, 0.512922, 0.512922, 0.512922, 0.512922, 0.512922, 0.512922, 0.512922, 0.512922, 0.512923, 0.512922, 0.512922, 0.512923, 0.512922
14.5893, 2, 0.510931, 0.510929, 2, 1.48907, 0, 0.510929, 0.510929, 0.510929, 0.510929, 0.510929, 0.510929, 0.510929, 0.510929, 0.510929, 0.510929, 0.510929, 0.51093, 0.510929, 0.510929, 0.51093, 0.510929
14.5972, 0, 0.504959, 0.504958, 1.41421, -0.504959, 0, 0.504958, 0.504958, 0.504958, 0.504958, 0.504958, 0.504958, 0.504958, 0.504958, 0.504958, 0.504958, 0.504958, 0.504958, 0.504958, 0.504958, 0.504958, 0.504958
14.6051, 4, 0.495447, 0.495446, 2.44949, 3.50455, 0, 0.495446, 0.495446, 0.495446, 0.495446, 0.495446, 0.495446, 0.495446, 0.495446, 0.495446, 0.495446, 0.495446, 0.495446, 0.495446, 0.495446, 0.495446, 0.495446
14.613, 2, 0.48426, 0.484259, 2, 1.51574, 0, 0.484259, 0.484259, 0.484259, 0.484259, 0.484259, 0.484259, 0.484259, 0.484259, 0.484259, 0.484259, 0.484259, 0.484259, 0.484259, 0.484259, 0.484259, 0.484259
14.6208, 0, 0.4732, 0.473199, 1.41421, -0.4732, 0, 0.473199, 0.473199, 0.473199, 0.473199, 0.473199, 0.473199, 0.473199, 0.473199, 0.473199, 0.473199, 0.473199, 0.4732, 0.473199, 0.473199, 0.4732, 0.473199
14.6287, 0, 0.472038, 0.472037, 1.41421, -0.472038, 0, 0.472037, 0.472037, 0.472037, 0.472037, 0.472037, 0.472037, 0.472037, 0.472037, 0.472037, 0.472037, 0.472037, 0.472037, 0.472037, 0.472037, 0.472037, 0.472037
14.6366, 4, 0.466545, 0.466545, 2.44949, 3.53345, 0, 0.466545, 0.466545, 0.466545, 0.466545, 0.466545, 0.466545, 0.466545, 0.466545, 0.466545, 0.466545, 0.466545, 0.466545, 0.466545, 0.466545, 0.466545, 0.466545
14.6445, 2, 0.457219, 0.457219, 2, 1.54278, 0, 0.457219, 0.457219, 0.457219, 0.457219, 0.457219, 0.457219, 0.457219, 0.457219, 0.457219, 0.457219, 0.457219, 0.457219, 0.457219, 0.457219, 0.457219, 0.457219
14.6524, 2, 0.44608, 0.44608, 2, 1.55392, 0, 0.44608, 0.44608, 0.44608, 0.44608, 0.44608, 0.44608, 0.44608, 0.44608, 0.44608, 0.44608, 0.44608, 0.44608, 0.44608, 0.44608, 0.44608, 0.44608
14.6603, 2, 0.435078, 0.435078, 2, 1.56492, 0, 0.435078, 0.435078, 0.435078, 0.435078, 0.435078, 0.435078, 0.435078, 0.435078, 0.435078, 0.435078, 0.435078, 0.435078, 0.435078, 0.435078, 0.435078, 0.435078
14.6682, 0, 0.434909, 0.434909, 1.41421, -0.434909, 0, 0.434909, 0.434909, 0.434909, 0.434909, 0.434909, 0.434909, 0.434909, 0.434909, 0.434909, 0.434909, 0.434909, 0.434909, 0.434909, 0.434909, 0.434909, 0.434909
14.676, 4, 0.429965, 0.429965, 2.44949, 3.57003, 0, 0.429965, 0.429965, 0.429965, 0.429965, 0.429965, 0.429965, 0.429965, 0.429965, 0.429965, 0.429965, 0.429965, 0.429965, 0.429965, 0.429965, 0.429965, 0.429965
14.6839, 2, 0.420781, 0.420781, 2, 1.57922, 0, 0.420781, 0.420781, 0.420781, 0.420781, 0.420781, 0.420781, 0.420781, 0.420781, 0.420781, 0.420781, 0.420781, 0.420781, 0.420781, 0.420781, 0.420781, 0.420781
14.6918, 4, 0.409594, 0.409593, 2.44949, 3.59041, 0, 0.409593, 0.409593, 0.409593, 0.409593, 0.409593, 0.409593, 0.409593, 0.409593, 0.409593, 0.409593, 0.409593, 0.409594, 0.409593, 0.409593, 0.409593, 0.409593
14.6997, 0, 0.398557, 0.398557, 1.41421, -0.398557, 0, 0.398557, 0.398557, 0.398557, 0.398557, 0.398557, 0.398557, 0.398557, 0.398557, 0.398557, 0.398557, 0.398557, 0.398557, 0.398557, 0.398557, 0.398557, 0.398557
14.7076, 0, 0.400427, 0.400426, 1.41421, -0.400427, 0, 0.400426, 0.400426, 0.400426, 0.400426, 0.400426, 0.400426, 0.400426, 0.400426, 0.400426, 0.400426, 0.400426, 0.400427, 0.400426, 0.400426, 0.400426, 0.400426
14.7155, 2, 0.396371, 0.396371, 2, 1.60363, 0, 0.396371, 0.396371, 0.396371, 0.396371, 0.396371, 0.396371, 0.396371, 0.396371, 0.396371, 0.396371, 0.396371, 0.396371, 0.396371, 0.396371, 0.396371, 0.396371
14.7234, 2, 0.387055, 0.387055, 2, 1.61294, 0, 0.387055, 0.387055, 0.387055, 0.387055, 0.387055, 0.387055, 0.387055, 0.387055, 0.387055, 0.387055, 0.387055, 0.387055, 0.387055, 0.387055, 0.387055, 0.387055
14.7313, 0, 0.375255, 0.375254, 1.41421, -0.375255, 0, 0.375254, 0.375254, 0.375254, 0.375254, 0.375254, 0.375254, 0.375254, 0.375254, 0.375254, 0.375254, 0.375254, 0.375255, 0.375254, 0.375254, 0.375254, 0.375254
14.7391, 0, 0.363637, 0.363636, 1.41421, -0.363637, 0, 0.363636, 0.363636, 0.363636, 0.363636, 0.363636, 0.363636, 0.363636, 0.363636, 0.363636, 0.363636, 0.363636, 0.363637, 0.363636, 0.363636, 0.363636, 0.363636
14.747, 0, 0.375739, 0.375738, 1.41421, -0.375739, 0, 0.375738, 0.375738, 0.375738, 0.375738, 0.375738, 0.375738, 0.375738, 0.375738, 0.375738, 0.375738, 0.375738, 0.375739, 0.375738, 0.375738, 0.375738, 0.375738
14.7549, 0, 0.381582, 0.381582, 1.41421, -0.381582, 0, 0.381582, 0.381582, 0.381582, 0.381582, 0.381582, 0.381582, 0.381582, 0.381582, 0.381582, 0.381582, 0.381582, 0.381582, 0.381582, 0.381582, 0.381582, 0.381582
14.7628, 0, 0.381541, 0.38154, 1.41421, -0.381541, 0, 0.38154, 0.38154, 0.38154, 0.38154, 0.38154, 0.38154, 0.38154, 0.38154, 0.38154, 0.38154, 0.38154, 0.381541, 0.38154, 0.38154, 0.38154, 0.38154
14.7707, 0, 0.378551, 0.37855, 1.41421, -0.378551, 0, 0.37855, 0.37855, 0.37855, 0.37855, 0.37855, 0.37855, 0.37855, 0.37855, 0.37855, 0.37855, 0.37855, 0.378551, 0.37855, 0.37855, 0.37855, 0.37855
14.7786, 0, 0.375573, 0.375573, 1.41421, -0.375573, 0, 0.375573, 0.375573, 0.375573, 0.375573, 0.375573, 0.375573, 0.375573, 0.375573, 0.375573, 0.375573, 0.375573, 0.375573, 0.375573, 0.375573, 0.375573, 0.375573
14.7865, 2, 0.385819, 0.385819, 2, 1.61418, 0, 0.385819, 0.385819, 0.385819, 0.385819, 0.385819, 0.385819, 0.385819, 0.385819, 0.385819, 0.385819, 0.385819, 0.385819, 0.385819, 0.385819, 0.385819, 0.385819
14.7943, 0, 0.390945, 0.390945, 1.41421, -0.390945, 0, 0.390945, 0.390945, 0.390945, 0.390945, 0.390945, 0.390945, 0.390945, 0.390945, 0.390945, 0.390945, 0.390945, 0.390945, 0.390945, 0.390945, 0.390945, 0.390945
14.8022, 8, 0.391419, 0.391418, 3.16228, 7.60858, 0, 0.391418, 0.391418, 0.391418, 0.391418, 0.391418, 0.391418, 0.391418, 0.391418, 0.391418, 0.391418, 0.391418, 0.391419, 0.391418, 0.391418, 0.391418, 0.391418
14.8101, 0, 0.389558, 0.389558, 1.41421, -0.389558, 0, 0.389558, 0.389558, 0.389558, 0.389558, 0.389558, 0.389558, 0.389558, 0.389558, 0.389558, 0.389558, 0.389558, 0.389558, 0.389558, 0.389558, 0.389558, 0.389558
14.818, 8, 0.387702, 0.387702, 3.16228, 7.6123, 0, 0.387702, 0.387702, 0.387702, 0.387702, 0.387702, 0.387702, 0.387702, 0.387702, 0.387702, 0.387702, 0.387702, 0.387702, 0.387702, 0.387702, 0.387702, 0.387702
14.8259, 0, 0.397482, 0.397481, 1.41421, -0.397482, 0, 0.397481, 0.397481, 0.397481, 0.397481, 0.397481, 0.397481, 0.397481, 0.397481, 0.397481, 0.397481, 0.397481, 0.397482, 0.397481, 0.397481, 0.397481, 0.397481
14.8338, 0, 0.402398, 0.402397, 1.41421, -0.402398, 0, 0.402397, 0.402397, 0.402397, 0.402397, 0.402397, 0.402397, 0.402397, 0.402397, 0.402397, 0.402397, 0.402397, 0.402398, 0.402397, 0.402397, 0.402397, 0.402397
14.8417, 0, 0.402912, 0.402911, 1.41421, -0.402912, 0, 0.402911, 0.402911, 0.402911, 0.402911, 0.402911, 0.402911, 0.402911, 0.402911, 0.402911, 0.402911, 0.402911, 0.402912, 0.402911, 0.402911, 0.402911, 0.402911
