   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_291.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Fe_K, Mn_K, Ti_K, Ca_K, K_K, Cl_K, S_K, P_K, Si_K, Al_K, Mg_K, Na_K, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
7.11084, 868, 962.037, 24.8753, 29.4958, -94.0369, 0, 962.034, 24.8753, 24.8753, 24.8753, 24.8753, 24.8753, 24.8753, 24.8753, 24.8753, 24.8753, 24.8753, 24.8753, 24.8753, 24.8753, 24.8753, 24.8781, 24.8753
7.11872, 890, 897.177, 24.0485, 29.8664, -7.1767, 0, 897.174, 24.0485, 24.0485, 24.0485, 24.0485, 24.0485, 24.0485, 24.0485, 24.0485, 24.0485, 24.0485, 24.0485, 24.0485, 24.0485, 24.0485, 24.0514, 24.0485
7.12661, 834, 828.685, 23.2564, 28.9137, 5.31451, 0, 828.682, 23.2564, 23.2564, 23.2564, 23.2564, 23.2564, 23.2564, 23.2564, 23.2564, 23.2564, 23.2564, 23.2564, 23.2564, 23.2564, 23.2564, 23.2594, 23.2564
7.13449, 726, 758.17, 22.5039, 26.9815, -32.1699, 0, 758.167, 22.5039, 22.5039, 22.5039, 22.5039, 22.5039, 22.5039, 22.5039, 22.5039, 22.5039, 22.5039, 22.5039, 22.5039, 22.5039, 22.5039, 22.5069, 22.5039
7.14238, 590, 687.135, 21.7943, 24.3311, -97.1345, 0, 687.131, 21.7943, 21.7943, 21.7943, 21.7943, 21.7943, 21.7943, 21.7943, 21.7943, 21.7943, 21.7943, 21.7943, 21.7943, 21.7943, 21.7943, 21.7974, 21.7943
7.15027, 550, 616.96, 21.1289, 23.4947, -66.9601, 0, 616.957, 21.1289, 21.1289, 21.1289, 21.1289, 21.1289, 21.1289, 21.1289, 21.1289, 21.1289, 21.1289, 21.1289, 21.1289, 21.1289, 21.1289, 21.132, 21.1289
7.15815, 490, 548.87, 20.5085, 22.1811, -58.8699, 0, 548.867, 20.5085, 20.5085, 20.5085, 20.5085, 20.5085, 20.5085, 20.5085, 20.5085, 20.5085, 20.5085, 20.5085, 20.5085, 20.5085, 20.5085, 20.5115, 20.5085
7.16604, 488, 483.894, 19.933, 22.1359, 4.10638, 0, 483.891, 19.933, 19.933, 19.933, 19.933, 19.933, 19.933, 19.933, 19.933, 19.933, 19.933, 19.933, 19.933, 19.933, 19.933, 19.9359, 19.933
7.17393, 380, 422.838, 19.4012, 19.5448, -42.8383, 0, 422.836, 19.4012, 19.4012, 19.4012, 19.4012, 19.4012, 19.4012, 19.4012, 19.4012, 19.4012, 19.4012, 19.4012, 19.4012, 19.4012, 19.4012, 19.404, 19.4012
7.18181, 356, 366.309, 18.9103, 18.9209, -10.3094, 0, 366.307, 18.9103, 18.9103, 18.9103, 18.9103, 18.9103, 18.9103, 18.9103, 18.9103, 18.9103, 18.9103, 18.9103, 18.9103, 18.9103, 18.9103, 18.913, 18.9103
7.1897, 256, 314.701, 18.4566, 16.0624, -58.7007, 0, 314.698, 18.4566, 18.4566, 18.4566, 18.4566, 18.4566, 18.4566, 18.4566, 18.4566, 18.4566, 18.4566, 18.4566, 18.4566, 18.4566, 18.4566, 18.4592, 18.4566
7.19759, 260, 268.216, 18.0352, 16.1864, -8.21561, 0, 268.213, 18.0352, 18.0352, 18.0352, 18.0352, 18.0352, 18.0352, 18.0352, 18.0352, 18.0352, 18.0352, 18.0352, 18.0352, 18.0352, 18.0352, 18.0376, 18.0352
7.20547, 202, 226.881, 17.6412, 14.2829, -24.8815, 0, 226.879, 17.6412, 17.6412, 17.6412, 17.6412, 17.6412, 17.6412, 17.6412, 17.6412, 17.6412, 17.6412, 17.6412, 17.6412, 17.6412, 17.6412, 17.6434, 17.6412
7.21336, 168, 190.581, 17.27, 13.0384, -22.5809, 0, 190.579, 17.27, 17.27, 17.27, 17.27, 17.27, 17.27, 17.27, 17.27, 17.27, 17.27, 17.27, 17.27, 17.27, 17.27, 17.272, 17.27
7.22125, 152, 159.093, 16.9174, 12.4097, -7.09303, 0, 159.091, 16.9174, 16.9174, 16.9174, 16.9174, 16.9174, 16.9174, 16.9174, 16.9174, 16.9174, 16.9174, 16.9174, 16.9174, 16.9174, 16.9174, 16.9193, 16.9174
7.22913, 120, 132.095, 16.5788, 11.0454, -12.0951, 0, 132.093, 16.5788, 16.5788, 16.5788, 16.5788, 16.5788, 16.5788, 16.5788, 16.5788, 16.5788, 16.5788, 16.5788, 16.5788, 16.5788, 16.5788, 16.5804, 16.5788
7.23702, 84, 109.206, 16.2495, 9.27362, -25.2059, 0, 109.204, 16.2495, 16.2495, 16.2495, 16.2495, 16.2495, 16.2495, 16.2495, 16.2495, 16.2495, 16.2495, 16.2495, 16.2495, 16.2495, 16.2495, 16.251, 16.2495
7.24491, 58, 90.0162, 15.9251, 7.74597, -32.0162, 0, 90.0149, 15.9251, 15.9251, 15.9251, 15.9251, 15.9251, 15.9251, 15.9251, 15.9251, 15.9251, 15.9251, 15.9251, 15.9251, 15.9251, 15.9251, 15.9264, 15.9251
7.25279, 68, 74.0935, 15.6014, 8.3666, -6.09351, 0, 74.0924, 15.6014, 15.6014, 15.6014, 15.6014, 15.6014, 15.6014, 15.6014, 15.6014, 15.6014, 15.6014, 15.6014, 15.6014, 15.6014, 15.6014, 15.6025, 15.6014
7.26068, 36, 61.015, 15.2751, 6.16441, -25.015, 0, 61.014, 15.2751, 15.2751, 15.2751, 15.2751, 15.2751, 15.2751, 15.2751, 15.2751, 15.2751, 15.2751, 15.2751, 15.2751, 15.2751, 15.2751, 15.2761, 15.2751
7.26857, 42, 50.3725, 14.9436, 6.63325, -8.37253, 0, 50.3717, 14.9436, 14.9436, 14.9436, 14.9436, 14.9436, 14.9436, 14.9436, 14.9436, 14.9436, 14.9436, 14.9436, 14.9436, 14.9436, 14.9436, 14.9445, 14.9436
7.27645, 34, 41.7879, 14.6046, 6, -7.7879, 0, 41.7872, 14.6046, 14.6046, 14.6046, 14.6046, 14.6046, 14.6046, 14.6046, 14.6046, 14.6046, 14.6046, 14.6046, 14.6046, 14.6046, 14.6046, 14.6053, 14.6046
7.28434, 20, 34.917, 14.2562, 4.69042, -14.917, 0, 34.9164, 14.2562, 14.2562, 14.2562, 14.2562, 14.2562, 14.2562, 14.2562, 14.2562, 14.2562, 14.2562, 14.2562, 14.2562, 14.2562, 14.2562, 14.2568, 14.2562
7.29223, 22, 29.4529, 13.8972, 4.89898, -7.45287, 0, 29.4524, 13.8972, 13.8972, 13.8972, 13.8972, 13.8972, 13.8972, 13.8972, 13.8972, 13.8972, 13.8972, 13.8972, 13.8972, 13.8972, 13.8972, 13.8977, 13.8972
7.30011, 20, 24.8267, 13.2244, 4.69042, -4.82671, 0, 24.8263, 13.2244, 13.2244, 13.2244, 13.2244, 13.2244, 13.2244, 13.2244, 13.2244, 13.2244, 13.2244, 13.2244, 13.2244, 13.2244, 13.2244, 13.2249, 13.2244
7.308, 18, 21.3657, 12.7927, 4.47214, -3.36573, 0, 21.3654, 12.7927, 12.7927, 12.7927, 12.7927, 12.7927, 12.7927, 12.7927, 12.7927, 12.7927, 12.7927, 12.7927, 12.7927, 12.7927, 12.7927, 12.7931, 12.7927
7.31589, 10, 18.6422, 12.3667, 3.4641, -8.64223, 0, 18.6419, 12.3667, 12.3667, 12.3667, 12.3667, 12.3667, 12.3667, 12.3667, 12.3667, 12.3667, 12.3667, 12.3667, 12.3667, 12.3667, 12.3667, 12.367, 12.3667
7.32377, 10, 16.4978, 11.9467, 3.4641, -6.49784, 0, 16.4976, 11.9467, 11.9467, 11.9467, 11.9467, 11.9467, 11.9467, 11.9467, 11.9467, 11.9467, 11.9467, 11.9467, 11.9467, 11.9467, 11.9467, 11.9469, 11.9467
7.33166, 16, 14.8033, 11.5332, 4.24264, 1.19672, 0, 14.803, 11.5332, 11.5332, 11.5332, 11.5332, 11.5332, 11.5332, 11.5332, 11.5332, 11.5332, 11.5332, 11.5332, 11.5332, 11.5332, 11.5332, 11.5334, 11.5332
7.33954, 12, 13.4545, 11.1266, 3.74166, -1.4545, 0, 13.4543, 11.1266, 11.1266, 11.1266, 11.1266, 11.1266, 11.1266, 11.1266, 11.1266, 11.1266, 11.1266, 11.1266, 11.1266, 11.1266, 11.1266, 11.1268, 11.1266
7.34743, 6, 12.3693, 10.7273, 2.82843, -6.36926, 0, 12.369, 10.7273, 10.7273, 10.7273, 10.7273, 10.7273, 10.7273, 10.7273, 10.7273, 10.7273, 10.7273, 10.7273, 10.7273, 10.7273, 10.7273, 10.7275, 10.7273
7.35532, 10, 11.5081, 10.3604, 3.4641, -1.50805, 0, 11.5078, 10.3604, 10.3604, 10.3604, 10.3604, 10.3604, 10.3604, 10.3604, 10.3604, 10.3604, 10.3604, 10.3604, 10.3604, 10.3604, 10.3604, 10.3607, 10.3604
7.3632, 12, 10.7948, 10, 3.74166, 1.2052, 0, 10.7945, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10.0003, 10
7.37109, 14, 10.4287, 9.88314, 4, 3.57133, 0, 10.4282, 9.88314, 9.88314, 9.88314, 9.88314, 9.88314, 9.88314, 9.88314, 9.88314, 9.88314, 9.88314, 9.88314, 9.88314, 9.88314, 9.88314, 9.88358, 9.88314
7.37898, 8, 10.1367, 9.7655, 3.16228, -2.13669, 0, 10.1361, 9.7655, 9.7655, 9.7655, 9.7655, 9.7655, 9.7655, 9.7655, 9.7655, 9.7655, 9.7655, 9.7655, 9.7655, 9.7655, 9.7655, 9.76609, 9.7655
7.38686, 2, 9.89702, 9.64652, 2, -7.89702, 0, 9.8962, 9.64652, 9.64652, 9.64652, 9.64652, 9.64652, 9.64652, 9.64652, 9.64652, 9.64652, 9.64652, 9.64652, 9.64653, 9.64652, 9.64652, 9.64733, 9.64652
7.39475, 14, 9.69304, 9.52523, 4, 4.30696, 0, 9.69193, 9.52523, 9.52523, 9.52523, 9.52523, 9.52523, 9.52523, 9.52523, 9.52523, 9.52523, 9.52523, 9.52523, 9.52523, 9.52523, 9.52523, 9.52634, 9.52523
7.40264, 6, 9.51328, 9.40149, 2.82843, -3.51328, 0, 9.51178, 9.40149, 9.40149, 9.40149, 9.40149, 9.40149, 9.40149, 9.40149, 9.40149, 9.40149, 9.40149, 9.40149, 9.4015, 9.40149, 9.40149, 9.403, 9.40149
7.41052, 20, 9.3498, 9.27546, 4.69042, 10.6502, 0, 9.34777, 9.27546, 9.27546, 9.27546, 9.27546, 9.27546, 9.27546, 9.27546, 9.27546, 9.27546, 9.27546, 9.27546, 9.27546, 9.27546, 9.27546, 9.27749, 9.27546
7.41841, 10, 9.19697, 9.14725, 3.4641, 0.803033, 0, 9.19424, 9.14725, 9.14725, 9.14725, 9.14725, 9.14725, 9.14725, 9.14725, 9.14725, 9.14725, 9.14725, 9.14725, 9.14726, 9.14725, 9.14725, 9.14998, 9.14725
7.4263, 6, 9.05093, 9.01705, 2.82843, -3.05093, 0, 9.04731, 9.01705, 9.01705, 9.01705, 9.01705, 9.01705, 9.01705, 9.01705, 9.01705, 9.01705, 9.01705, 9.01705, 9.01705, 9.01705, 9.01705, 9.02067, 9.01705
7.43418, 10, 8.908, 8.88393, 3.4641, 1.092, 0, 8.90324, 8.88393, 8.88393, 8.88393, 8.88393, 8.88393, 8.88393, 8.88393, 8.88393, 8.88393, 8.88393, 8.88393, 8.88393, 8.88393, 8.88393, 8.88868, 8.88393
7.44207, 10, 8.76624, 8.74783, 3.4641, 1.23376, 0, 8.76005, 8.74783, 8.74783, 8.74783, 8.74783, 8.74783, 8.74783, 8.74783, 8.74783, 8.74783, 8.74783, 8.74783, 8.74784, 8.74783, 8.74783, 8.75402, 8.74783
7.44996, 16, 8.62437, 8.60873, 4.24264, 7.37563, 0, 8.61639, 8.60873, 8.60873, 8.60873, 8.60873, 8.60873, 8.60873, 8.60873, 8.60873, 8.60873, 8.60873, 8.60873, 8.60873, 8.60873, 8.60873, 8.6167, 8.60873
7.45784, 8, 8.48209, 8.46714, 3.16228, -0.482091, 0, 8.47191, 8.46714, 8.46714, 8.46714, 8.46714, 8.46714, 8.46714, 8.46714, 8.46714, 8.46714, 8.46714, 8.46714, 8.46715, 8.46714, 8.46714, 8.47733, 8.46714
7.46573, 12, 8.33971, 8.32391, 3.74166, 3.66029, 0, 8.32685, 8.32391, 8.32391, 8.32391, 8.32391, 8.32391, 8.32391, 8.32391, 8.32391, 8.32391, 8.32391, 8.32391, 8.32391, 8.32391, 8.32391, 8.33678, 8.32391
7.47362, 12, 8.19636, 8.17847, 3.74166, 3.80364, 0, 8.18027, 8.17847, 8.17847, 8.17847, 8.17847, 8.17847, 8.17847, 8.17847, 8.17847, 8.17847, 8.17847, 8.17847, 8.17848, 8.17847, 8.17847, 8.19456, 8.17847
7.4815, 10, 8.05187, 8.03086, 3.4641, 1.94813, 0, 8.03195, 8.03086, 8.03086, 8.03086, 8.03086, 8.03086, 8.03086, 8.03086, 8.03086, 8.03086, 8.03086, 8.03086, 8.03087, 8.03086, 8.03086, 8.05079, 8.03086
7.48939, 4, 7.90598, 7.88091, 2.44949, -3.90598, 0, 7.88156, 7.88091, 7.88091, 7.88091, 7.88091, 7.88091, 7.88091, 7.88091, 7.88091, 7.88091, 7.88091, 7.88091, 7.88091, 7.88091, 7.88091, 7.90533, 7.88091
7.49728, 6, 7.75903, 7.72901, 2.82843, -1.75903, 0, 7.7294, 7.72901, 7.72901, 7.72901, 7.72901, 7.72901, 7.72901, 7.72901, 7.72901, 7.72901, 7.72901, 7.72901, 7.72902, 7.72901, 7.72901, 7.75864, 7.72901
7.50516, 4, 7.612, 7.57618, 2.44949, -3.612, 0, 7.57641, 7.57618, 7.57618, 7.57618, 7.57618, 7.57618, 7.57618, 7.57618, 7.57618, 7.57618, 7.57618, 7.57618, 7.57619, 7.57618, 7.57618, 7.61177, 7.57618
7.51305, 8, 7.46613, 7.42368, 3.16228, 0.533867, 0, 7.42381, 7.42368, 7.42368, 7.42368, 7.42368, 7.42368, 7.42368, 7.42368, 7.42368, 7.42368, 7.42368, 7.42368, 7.42368, 7.42368, 7.42368, 7.466, 7.42368
7.52094, 4, 7.32263, 7.27273, 2.44949, -3.32263, 0, 7.2728, 7.27273, 7.27273, 7.27273, 7.27273, 7.27273, 7.27273, 7.27273, 7.27273, 7.27273, 7.27273, 7.27273, 7.27273, 7.27273, 7.27273, 7.32255, 7.27273
7.52882, 10, 7.26802, 7.20991, 3.4641, 2.73198, 0, 7.20995, 7.20991, 7.20991, 7.20991, 7.20991, 7.20991, 7.20991, 7.20991, 7.20991, 7.20991, 7.20991, 7.20991, 7.20992, 7.20991, 7.20991, 7.26798, 7.20991
7.53671, 10, 7.21422, 7.1472, 3.4641, 2.78578, 0, 7.14721, 7.1472, 7.1472, 7.1472, 7.1472, 7.1472, 7.1472, 7.1472, 7.1472, 7.1472, 7.1472, 7.1472, 7.1472, 7.1472, 7.1472, 7.21421, 7.1472
7.5446, 8, 7.16094, 7.08437, 3.16228, 0.839061, 0, 7.08437, 7.08437, 7.08437, 7.08437, 7.08437, 7.08437, 7.08437, 7.08437, 7.08437, 7.08437, 7.08437, 7.08437, 7.08437, 7.08437, 7.08437, 7.16093, 7.08437
7.55248, 12, 7.10748, 7.02087, 3.74166, 4.89252, 0, 7.02087, 7.02087, 7.02087, 7.02087, 7.02087, 7.02087, 7.02087, 7.02087, 7.02087, 7.02087, 7.02087, 7.02087, 7.02087, 7.02087, 7.02087, 7.10748, 7.02087
7.56037, 4, 7.05354, 6.95652, 2.44949, -3.05354, 0, 6.95652, 6.95652, 6.95652, 6.95652, 6.95652, 6.95652, 6.95652, 6.95652, 6.95652, 6.95652, 6.95652, 6.95652, 6.95653, 6.95652, 6.95652, 7.05353, 6.95652
7.56825, 12, 6.99898, 6.89139, 3.74166, 5.00102, 0, 6.89139, 6.89139, 6.89139, 6.89139, 6.89139, 6.89139, 6.89139, 6.89139, 6.89139, 6.89139, 6.89139, 6.89139, 6.89139, 6.89139, 6.89139, 6.99898, 6.89139
7.57614, 14, 6.94381, 6.82567, 4, 7.05619, 0, 6.82567, 6.82567, 6.82567, 6.82567, 6.82567, 6.82567, 6.82567, 6.82567, 6.82567, 6.82567, 6.82567, 6.82567, 6.82568, 6.82567, 6.82567, 6.94381, 6.82567
7.58403, 6, 6.88795, 6.7595, 2.82843, -0.887949, 0, 6.7595, 6.7595, 6.7595, 6.7595, 6.7595, 6.7595, 6.7595, 6.7595, 6.7595, 6.7595, 6.7595, 6.7595, 6.7595, 6.7595, 6.7595, 6.88795, 6.7595
7.59192, 6, 6.83131, 6.69302, 2.82843, -0.831315, 0, 6.69302, 6.69302, 6.69302, 6.69302, 6.69302, 6.69302, 6.69302, 6.69302, 6.69302, 6.69302, 6.69302, 6.69302, 6.69302, 6.69302, 6.69302, 6.83131, 6.69302
7.5998, 10, 6.77378, 6.62634, 3.4641, 3.22622, 0, 6.62634, 6.62634, 6.62634, 6.62634, 6.62634, 6.62634, 6.62634, 6.62634, 6.62634, 6.62634, 6.62634, 6.62634, 6.62635, 6.62634, 6.62634, 6.77378, 6.62634
7.60769, 8, 6.71524, 6.5596, 3.16228, 1.28476, 0, 6.5596, 6.5596, 6.5596, 6.5596, 6.5596, 6.5596, 6.5596, 6.5596, 6.5596, 6.5596, 6.5596, 6.5596, 6.5596, 6.5596, 6.5596, 6.71524, 6.5596
7.61557, 6, 6.6556, 6.49289, 2.82843, -0.6556, 0, 6.49289, 6.49289, 6.49289, 6.49289, 6.49289, 6.49289, 6.49289, 6.49289, 6.49289, 6.49289, 6.49289, 6.49289, 6.49289, 6.49289, 6.49289, 6.6556, 6.49289
7.62346, 10, 6.59428, 6.42583, 3.4641, 3.40572, 0, 6.42583, 6.42583, 6.42583, 6.42583, 6.42583, 6.42583, 6.42583, 6.42583, 6.42583, 6.42583, 6.42583, 6.42583, 6.42584, 6.42583, 6.42583, 6.59427, 6.42583
7.63135, 2, 6.53096, 6.35828, 2, -4.53096, 0, 6.35828, 6.35828, 6.35828, 6.35828, 6.35828, 6.35828, 6.35828, 6.35828, 6.35828, 6.35828, 6.35828, 6.35828, 6.35828, 6.35828, 6.35828, 6.53096, 6.35828
7.63923, 6, 6.46446, 6.28915, 2.82843, -0.464459, 0, 6.28915, 6.28915, 6.28915, 6.28915, 6.28915, 6.28915, 6.28915, 6.28915, 6.28915, 6.28915, 6.28915, 6.28915, 6.28915, 6.28915, 6.28915, 6.46446, 6.28915
7.64712, 8, 6.39433, 6.21807, 3.16228, 1.60567, 0, 6.21807, 6.21807, 6.21807, 6.21807, 6.21807, 6.21807, 6.21807, 6.21807, 6.21807, 6.21807, 6.21807, 6.21807, 6.21807, 6.21807, 6.21807, 6.39433, 6.21807
7.65501, 6, 6.32106, 6.14556, 2.82843, -0.321062, 0, 6.14556, 6.14556, 6.14556, 6.14556, 6.14556, 6.14556, 6.14556, 6.14556, 6.14556, 6.14556, 6.14556, 6.14556, 6.14556, 6.14556, 6.14556, 6.32106, 6.14556
7.66289, 6, 6.24562, 6.07256, 2.82843, -0.245625, 0, 6.07256, 6.07256, 6.07256, 6.07256, 6.07256, 6.07256, 6.07256, 6.07256, 6.07256, 6.07256, 6.07256, 6.07256, 6.07257, 6.07256, 6.07256, 6.24562, 6.07256
7.67078, 2, 6.16902, 6, 2, -4.16902, 0, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6.16901, 6
7.67867, 12, 6.11264, 5.94916, 3.74166, 5.88736, 0, 5.94916, 5.94916, 5.94916, 5.94916, 5.94916, 5.94916, 5.94916, 5.94916, 5.94916, 5.94916, 5.94916, 5.94916, 5.94916, 5.94916, 5.94916, 6.11263, 5.94916
7.68655, 10, 6.05491, 5.89831, 3.4641, 3.94509, 0, 5.89831, 5.89831, 5.89831, 5.89831, 5.89831, 5.89831, 5.89831, 5.89831, 5.89831, 5.89831, 5.89831, 5.89831, 5.89831, 5.89831, 5.89831, 6.05491, 5.89831
7.69444, 2, 5.99551, 5.84692, 2, -3.99551, 0, 5.84692, 5.84692, 5.84692, 5.84692, 5.84692, 5.84692, 5.84692, 5.84692, 5.84692, 5.84692, 5.84692, 5.84692, 5.84692, 5.84692, 5.84692, 5.99551, 5.84692
7.70233, 4, 5.93444, 5.7948, 2.44949, -1.93444, 0, 5.7948, 5.7948, 5.7948, 5.7948, 5.7948, 5.7948, 5.7948, 5.7948, 5.7948, 5.7948, 5.7948, 5.7948, 5.79481, 5.7948, 5.7948, 5.93444, 5.7948
7.71021, 8, 5.87076, 5.74078, 3.16228, 2.12924, 0, 5.74078, 5.74078, 5.74078, 5.74078, 5.74078, 5.74078, 5.74078, 5.74078, 5.74078, 5.74078, 5.74078, 5.74078, 5.74078, 5.74078, 5.74078, 5.87075, 5.74078
7.7181, 8, 5.80427, 5.68444, 3.16228, 2.19573, 0, 5.68444, 5.68444, 5.68444, 5.68444, 5.68444, 5.68444, 5.68444, 5.68444, 5.68444, 5.68444, 5.68444, 5.68444, 5.68444, 5.68444, 5.68444, 5.80427, 5.68444
7.72599, 8, 5.73543, 5.626, 3.16228, 2.26457, 0, 5.626, 5.626, 5.626, 5.626, 5.626, 5.626, 5.626, 5.626, 5.626, 5.626, 5.626, 5.626, 5.626, 5.626, 5.626, 5.73543, 5.626
7.73387, 4, 5.66453, 5.56554, 2.44949, -1.66453, 0, 5.56554, 5.56554, 5.56554, 5.56554, 5.56554, 5.56554, 5.56554, 5.56554, 5.56554, 5.56554, 5.56554, 5.56554, 5.56554, 5.56554, 5.56554, 5.66452, 5.56554
7.74176, 10, 5.59208, 5.50338, 3.4641, 4.40792, 0, 5.50338, 5.50338, 5.50338, 5.50338, 5.50338, 5.50338, 5.50338, 5.50338, 5.50338, 5.50338, 5.50338, 5.50338, 5.50339, 5.50338, 5.50338, 5.59208, 5.50338
7.74965, 6, 5.51794, 5.43921, 2.82843, 0.482063, 0, 5.43921, 5.43921, 5.43921, 5.43921, 5.43921, 5.43921, 5.43921, 5.43921, 5.43921, 5.43921, 5.43921, 5.43921, 5.43921, 5.43921, 5.43921, 5.51793, 5.43921
7.75753, 10, 5.44231, 5.37308, 3.4641, 4.55769, 0, 5.37308, 5.37308, 5.37308, 5.37308, 5.37308, 5.37308, 5.37308, 5.37308, 5.37308, 5.37308, 5.37308, 5.37308, 5.37309, 5.37308, 5.37308, 5.44231, 5.37308
7.76542, 8, 5.36595, 5.30564, 3.16228, 2.63405, 0, 5.30564, 5.30564, 5.30564, 5.30564, 5.30564, 5.30564, 5.30564, 5.30564, 5.30564, 5.30564, 5.30564, 5.30564, 5.30565, 5.30564, 5.30564, 5.36595, 5.30564
7.7733, 4, 5.28983, 5.23777, 2.44949, -1.28983, 0, 5.23777, 5.23777, 5.23777, 5.23777, 5.23777, 5.23777, 5.23777, 5.23777, 5.23777, 5.23777, 5.23777, 5.23777, 5.23777, 5.23777, 5.23777, 5.28983, 5.23777
7.78119, 6, 5.21381, 5.16927, 2.82843, 0.786195, 0, 5.16927, 5.16927, 5.16927, 5.16927, 5.16927, 5.16927, 5.16927, 5.16927, 5.16927, 5.16927, 5.16927, 5.16927, 5.16927, 5.16927, 5.16927, 5.2138, 5.16927
7.78908, 6, 5.13792, 5.10015, 2.82843, 0.86208, 0, 5.10015, 5.10015, 5.10015, 5.10015, 5.10015, 5.10015, 5.10015, 5.10015, 5.10015, 5.10015, 5.10015, 5.10015, 5.10016, 5.10015, 5.10015, 5.13792, 5.10015
7.79696, 4, 5.06274, 5.03097, 2.44949, -1.06274, 0, 5.03097, 5.03097, 5.03097, 5.03097, 5.03097, 5.03097, 5.03097, 5.03097, 5.03097, 5.03097, 5.03097, 5.03097, 5.03097, 5.03097, 5.03097, 5.06274, 5.03097
7.80485, 6, 4.9888, 4.96225, 2.82843, 1.0112, 0, 4.96225, 4.96225, 4.96225, 4.96225, 4.96225, 4.96225, 4.96225, 4.96225, 4.96225, 4.96225, 4.96225, 4.96225, 4.96225, 4.96225, 4.96225, 4.9888, 4.96225
7.81274, 12, 4.91621, 4.89413, 3.74166, 7.08379, 0, 4.89413, 4.89413, 4.89413, 4.89413, 4.89413, 4.89413, 4.89413, 4.89413, 4.89413, 4.89413, 4.89413, 4.89413, 4.89414, 4.89413, 4.89413, 4.91621, 4.89413
7.82062, 8, 4.84438, 4.82605, 3.16228, 3.15562, 0, 4.82605, 4.82605, 4.82605, 4.82605, 4.82605, 4.82605, 4.82605, 4.82605, 4.82605, 4.82605, 4.82605, 4.82605, 4.82605, 4.82605, 4.82605, 4.84437, 4.82605
7.82851, 10, 4.77372, 4.75844, 3.4641, 5.22628, 0, 4.75844, 4.75844, 4.75844, 4.75844, 4.75844, 4.75844, 4.75844, 4.75844, 4.75844, 4.75844, 4.75844, 4.75844, 4.75844, 4.75844, 4.75844, 4.77372, 4.75844
7.8364, 2, 4.70475, 4.69183, 2, -2.70475, 0, 4.69183, 4.69183, 4.69183, 4.69183, 4.69183, 4.69183, 4.69183, 4.69183, 4.69183, 4.69183, 4.69183, 4.69183, 4.69183, 4.69183, 4.69183, 4.70475, 4.69183
7.84428, 4, 4.63636, 4.62513, 2.44949, -0.636364, 0, 4.62513, 4.62513, 4.62513, 4.62513, 4.62513, 4.62513, 4.62513, 4.62513, 4.62513, 4.62513, 4.62513, 4.62513, 4.62513, 4.62513, 4.62513, 4.63636, 4.62513
7.85217, 0, 4.56913, 4.5589, 1.41421, -4.56913, 0, 4.5589, 4.5589, 4.5589, 4.5589, 4.5589, 4.5589, 4.5589, 4.5589, 4.5589, 4.5589, 4.5589, 4.5589, 4.5589, 4.5589, 4.5589, 4.56913, 4.5589
7.86006, 6, 4.50367, 4.49373, 2.82843, 1.49633, 0, 4.49373, 4.49373, 4.49373, 4.49373, 4.49373, 4.49373, 4.49373, 4.49373, 4.49373, 4.49373, 4.49373, 4.49373, 4.49373, 4.49373, 4.49373, 4.50367, 4.49373
7.86794, 6, 4.43887, 4.42845, 2.82843, 1.56113, 0, 4.42845, 4.42845, 4.42845, 4.42845, 4.42845, 4.42845, 4.42845, 4.42845, 4.42845, 4.42845, 4.42845, 4.42845, 4.42845, 4.42845, 4.42845, 4.43886, 4.42845
7.87583, 6, 4.3754, 4.36364, 2.82843, 1.6246, 0, 4.36364, 4.36364, 4.36364, 4.36364, 4.36364, 4.36364, 4.36364, 4.36364, 4.36364, 4.36364, 4.36364, 4.36364, 4.36364, 4.36364, 4.36364, 4.3754, 4.36364
7.88372, 10, 4.39038, 4.37628, 3.4641, 5.60962, 0, 4.37628, 4.37628, 4.37628, 4.37628, 4.37628, 4.37628, 4.37628, 4.37628, 4.37628, 4.37628, 4.37628, 4.37628, 4.37628, 4.37628, 4.37628, 4.39037, 4.37628
7.8916, 2, 4.40605, 4.38845, 2, -2.40605, 0, 4.38845, 4.38845, 4.38845, 4.38845, 4.38845, 4.38845, 4.38845, 4.38845, 4.38845, 4.38845, 4.38845, 4.38845, 4.38845, 4.38845, 4.38845, 4.40604, 4.38845
7.89949, 4, 4.42312, 4.40064, 2.44949, -0.423119, 0, 4.40064, 4.40064, 4.40064, 4.40064, 4.40064, 4.40064, 4.40064, 4.40064, 4.40064, 4.40064, 4.40064, 4.40064, 4.40064, 4.40064, 4.40064, 4.42312, 4.40064
7.90738, 4, 4.44236, 4.41333, 2.44949, -0.442355, 0, 4.41333, 4.41333, 4.41333, 4.41333, 4.41333, 4.41333, 4.41333, 4.41333, 4.41333, 4.41333, 4.41333, 4.41333, 4.41333, 4.41333, 4.41333, 4.44235, 4.41333
