   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_312.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Zn_K, Ni_K, Fe_K, Mn_K, Ti_K, Ca_K, Cl_K, S_K, P_K, Si_K, Al_K, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
0.275948, 0, 1.43728e-12, 0, 1.41421, -1.43728e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.28246e-17, 1.01162e-16, 0, 1.43716e-12, 0, 0, 0
0.283831, 0, 2.55434e-12, 0, 1.41421, -2.55434e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.33384e-17, 1.84536e-16, 0, 2.55413e-12, 0, 0, 0
0.291714, 0, 4.49799e-12, 0, 1.41421, -4.49799e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.21272e-17, 3.33931e-16, 0, 4.49762e-12, 0, 0, 0
0.299597, 0, 7.84849e-12, 0, 1.41421, -7.84849e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.5443e-17, 5.99549e-16, 0, 7.84782e-12, 0, 0, 0
0.30748, 0, 1.35709e-11, 0, 1.41421, -1.35709e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.34076e-16, 1.06825e-15, 0, 1.35696e-11, 0, 0, 0
0.315363, 0, 2.32546e-11, 0, 1.41421, -2.32546e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.36536e-16, 1.88928e-15, 0, 2.32525e-11, 0, 0, 0
0.323246, 0, 3.94925e-11, 0, 1.41421, -3.94925e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.14377e-16, 3.31744e-15, 0, 3.94888e-11, 0, 0, 0
0.331129, 0, 6.64737e-11, 1.38729e-43, 1.41421, -6.64737e-11, 0, 1.38729e-43, 1.38729e-43, 1.38729e-43, 1.38729e-43, 1.38729e-43, 1.38729e-43, 1.38729e-43, 1.38729e-43, 1.38729e-43, 1.38729e-43, 1.38729e-43, 1.38729e-43, 7.21131e-16, 5.78516e-15, 1.38729e-43, 6.64672e-11, 1.38729e-43, 1.38729e-43, 1.38729e-43
0.339012, 0, 1.10901e-10, 2.49431e-42, 1.41421, -1.10901e-10, 0, 2.49431e-42, 2.49431e-42, 2.49431e-42, 2.49431e-42, 2.49431e-42, 2.49431e-42, 2.49431e-42, 2.49431e-42, 2.49431e-42, 2.49431e-42, 2.49431e-42, 2.49431e-42, 1.24719e-15, 1.00222e-14, 2.49431e-42, 1.1089e-10, 2.49431e-42, 2.49431e-42, 2.49431e-42
0.346895, 0, 1.83399e-10, 3.70139e-41, 1.41421, -1.83399e-10, 0, 3.70139e-41, 3.70139e-41, 3.70139e-41, 3.70139e-41, 3.70139e-41, 3.70139e-41, 3.70139e-41, 3.70139e-41, 3.70139e-41, 3.70139e-41, 3.70139e-41, 3.70139e-41, 2.14464e-15, 1.72544e-14, 3.70139e-41, 1.8338e-10, 3.70139e-41, 3.70139e-41, 3.70139e-41
0.354778, 0, 3.00646e-10, 4.84195e-40, 1.41421, -3.00646e-10, 0, 4.84195e-40, 4.84195e-40, 4.84195e-40, 4.84195e-40, 4.84195e-40, 4.84195e-40, 4.84195e-40, 4.84195e-40, 4.84195e-40, 4.84195e-40, 4.84195e-40, 4.84195e-40, 3.66863e-15, 2.95321e-14, 4.84195e-40, 3.00613e-10, 4.84195e-40, 4.84195e-40, 4.84195e-40
0.36266, 0, 4.88576e-10, 5.67186e-39, 1.41421, -4.88576e-10, 0, 5.67186e-39, 5.67186e-39, 5.67186e-39, 5.67186e-39, 5.67186e-39, 5.67186e-39, 5.67186e-39, 5.67186e-39, 5.67186e-39, 5.67186e-39, 5.67186e-39, 5.67186e-39, 6.24622e-15, 5.02721e-14, 5.67186e-39, 4.88519e-10, 5.67186e-39, 5.67186e-39, 5.67186e-39
0.370543, 0, 7.87137e-10, 5.99609e-38, 1.41421, -7.87137e-10, 0, 5.99609e-38, 5.99609e-38, 5.99609e-38, 5.99609e-38, 5.99609e-38, 5.99609e-38, 5.99609e-38, 5.99609e-38, 5.99609e-38, 5.99609e-38, 5.99609e-38, 5.99609e-38, 1.05914e-14, 8.51547e-14, 5.99609e-38, 7.87042e-10, 5.99609e-38, 5.99609e-38, 5.99609e-38
0.378426, 0, 1.25728e-09, 5.74943e-37, 1.41421, -1.25728e-09, 0, 5.74943e-37, 5.74943e-37, 5.74943e-37, 5.74943e-37, 5.74943e-37, 5.74943e-37, 5.74943e-37, 5.74943e-37, 5.74943e-37, 5.74943e-37, 5.74943e-37, 5.74943e-37, 1.78965e-14, 1.43601e-13, 5.74943e-37, 1.25712e-09, 5.74943e-37, 5.74943e-37, 5.74943e-37
0.386309, 0, 1.99113e-09, 5.03142e-36, 1.41421, -1.99113e-09, 0, 5.03142e-36, 5.03142e-36, 5.03142e-36, 5.03142e-36, 5.03142e-36, 5.03142e-36, 5.03142e-36, 5.03142e-36, 5.03142e-36, 5.03142e-36, 5.03142e-36, 5.03142e-36, 3.01529e-14, 2.4122e-13, 5.03142e-36, 1.99086e-09, 5.03142e-36, 5.03142e-36, 5.03142e-36
0.394192, 0, 3.12666e-09, 4.0366e-35, 1.41421, -3.12666e-09, 0, 4.0366e-35, 4.0366e-35, 4.0366e-35, 4.0366e-35, 4.0366e-35, 4.0366e-35, 4.0366e-35, 4.0366e-35, 4.0366e-35, 4.0366e-35, 4.0366e-35, 4.0366e-35, 5.06859e-14, 4.03853e-13, 4.0366e-35, 3.1262e-09, 4.0366e-35, 4.0366e-35, 4.0366e-35
0.402075, 0, 4.86851e-09, 2.98283e-34, 1.41421, -4.86851e-09, 0, 2.98283e-34, 2.98283e-34, 2.98283e-34, 2.98283e-34, 2.98283e-34, 2.98283e-34, 2.98283e-34, 2.98283e-34, 2.98283e-34, 2.98283e-34, 2.98283e-34, 2.98283e-34, 8.50493e-14, 6.7427e-13, 2.98283e-34, 4.86775e-09, 2.98283e-34, 2.98283e-34, 2.98283e-34
0.409958, 0, 7.51744e-09, 2.06989e-33, 1.41421, -7.51744e-09, 0, 2.06989e-33, 2.06989e-33, 2.06989e-33, 2.06989e-33, 2.06989e-33, 2.06989e-33, 2.06989e-33, 2.06989e-33, 2.06989e-33, 2.06989e-33, 2.06989e-33, 2.06989e-33, 1.4252e-13, 1.12328e-12, 2.06989e-33, 7.51618e-09, 2.06989e-33, 2.06989e-33, 2.06989e-33
0.417841, 0, 1.15115e-08, 1.30771e-32, 1.41421, -1.15115e-08, 0, 1.30771e-32, 1.30771e-32, 1.30771e-32, 1.30771e-32, 1.30771e-32, 1.30771e-32, 1.30771e-32, 1.30771e-32, 1.30771e-32, 1.30771e-32, 1.30771e-32, 1.30771e-32, 2.38593e-13, 1.86814e-12, 1.30771e-32, 1.15094e-08, 1.30771e-32, 1.30771e-32, 1.30771e-32
0.425724, 0, 1.74827e-08, 8.13908e-32, 1.41421, -1.74827e-08, 0, 8.13908e-32, 8.13908e-32, 8.13908e-32, 8.13908e-32, 8.13908e-32, 8.13908e-32, 8.13908e-32, 8.13908e-32, 8.13908e-32, 8.13908e-32, 8.13908e-32, 8.13908e-32, 3.99123e-13, 3.10308e-12, 8.13908e-32, 1.74792e-08, 8.13908e-32, 8.13908e-32, 8.13908e-32
0.433607, 0, 2.63346e-08, 4.59489e-31, 1.41421, -2.63346e-08, 0, 4.59489e-31, 4.59489e-31, 4.59489e-31, 4.59489e-31, 4.59489e-31, 4.59489e-31, 4.59489e-31, 4.59489e-31, 4.59489e-31, 4.59489e-31, 4.59489e-31, 4.59489e-31, 6.67205e-13, 5.1498e-12, 4.59489e-31, 2.63288e-08, 4.59489e-31, 4.59489e-31, 4.59489e-31
0.44149, 0, 3.93477e-08, 2.4942e-30, 1.41421, -3.93477e-08, 0, 2.4942e-30, 2.4942e-30, 2.4942e-30, 2.4942e-30, 2.4942e-30, 2.4942e-30, 2.4942e-30, 2.4942e-30, 2.4942e-30, 2.4942e-30, 2.4942e-30, 2.4942e-30, 1.1145e-12, 8.54079e-12, 2.4942e-30, 3.9338e-08, 2.4942e-30, 2.4942e-30, 2.4942e-30
0.449373, 0, 5.83209e-08, 2.50695e-29, 1.41421, -5.83209e-08, 0, 2.50695e-29, 2.50695e-29, 2.50695e-29, 2.50695e-29, 2.50695e-29, 2.50695e-29, 2.50695e-29, 2.50695e-29, 2.50695e-29, 2.50695e-29, 2.50695e-29, 2.50695e-29, 1.86162e-12, 1.4169e-11, 2.50695e-29, 5.83049e-08, 2.50695e-29, 2.50695e-29, 2.50695e-29
0.457256, 0, 8.5755e-08, 1.16746e-28, 1.41421, -8.5755e-08, 0, 1.16746e-28, 1.16746e-28, 1.16746e-28, 1.16746e-28, 1.16746e-28, 1.16746e-28, 1.16746e-28, 1.16746e-28, 1.16746e-28, 1.16746e-28, 1.16746e-28, 1.16746e-28, 3.10217e-12, 2.34658e-11, 1.16746e-28, 8.57285e-08, 1.16746e-28, 1.16746e-28, 1.16746e-28
0.465139, 0, 1.25103e-07, 5.18979e-28, 1.41421, -1.25103e-07, 0, 5.18979e-28, 5.18979e-28, 5.18979e-28, 5.18979e-28, 5.18979e-28, 5.18979e-28, 5.18979e-28, 5.18979e-28, 5.18979e-28, 5.18979e-28, 5.18979e-28, 5.18979e-28, 5.16022e-12, 3.88265e-11, 5.18979e-28, 1.25059e-07, 5.18979e-28, 5.18979e-28, 5.18979e-28
0.473022, 0, 1.81086e-07, 2.19808e-27, 1.41421, -1.81086e-07, 0, 2.19808e-27, 2.19808e-27, 2.19808e-27, 2.19808e-27, 2.19808e-27, 2.19808e-27, 2.19808e-27, 2.19808e-27, 2.19808e-27, 2.19808e-27, 2.19808e-27, 2.19808e-27, 8.5638e-12, 6.41567e-11, 2.19808e-27, 1.81014e-07, 2.19808e-27, 2.19808e-27, 2.19808e-27
0.480905, 0, 2.60106e-07, 8.87859e-27, 1.41421, -2.60106e-07, 0, 8.87859e-27, 8.87859e-27, 8.87859e-27, 8.87859e-27, 8.87859e-27, 8.87859e-27, 8.87859e-27, 8.87859e-27, 8.87859e-27, 8.87859e-27, 8.87859e-27, 8.87859e-27, 1.41713e-11, 1.05814e-10, 8.87859e-27, 2.59986e-07, 8.87859e-27, 8.87859e-27, 8.87859e-27
0.488788, 0, 3.7077e-07, 3.42558e-26, 1.41421, -3.7077e-07, 0, 3.42558e-26, 3.42558e-26, 3.42558e-26, 3.42558e-26, 3.42558e-26, 3.42558e-26, 1.8668e-12, 3.42558e-26, 3.42558e-26, 3.42558e-26, 3.42558e-26, 3.42558e-26, 2.33684e-11, 1.74081e-10, 3.42558e-26, 3.70571e-07, 3.42558e-26, 3.42558e-26, 3.42558e-26
0.496671, 0, 5.24548e-07, 1.26493e-25, 1.41421, -5.24548e-07, 0, 1.26493e-25, 1.26493e-25, 1.26493e-25, 1.26493e-25, 1.26493e-25, 1.26493e-25, 6.63626e-12, 1.26493e-25, 1.26493e-25, 1.26493e-25, 1.26493e-25, 1.26493e-25, 3.83768e-11, 2.85464e-10, 1.26493e-25, 5.24217e-07, 1.26493e-25, 1.26493e-25, 1.26493e-25
0.504554, 0, 7.36607e-07, 4.50499e-25, 1.41421, -7.36607e-07, 0, 4.50499e-25, 4.50499e-25, 4.50499e-25, 4.50499e-25, 4.50499e-25, 4.50499e-25, 1.8402e-11, 4.50499e-25, 4.50499e-25, 4.50499e-25, 4.50499e-25, 4.50499e-25, 6.27301e-11, 4.66244e-10, 4.50499e-25, 7.36059e-07, 4.50499e-25, 4.50499e-25, 4.50499e-25
0.512437, 0, 1.02893e-06, 2.16002e-10, 1.41421, -1.02893e-06, 2.16002e-10, 2.16032e-10, 2.16029e-10, 5.20834e-10, 2.22662e-10, 2.16002e-10, 2.32062e-10, 3.50853e-10, 3.08157e-10, 2.18264e-10, 1.46053e-09, 2.16371e-10, 2.17272e-10, 3.18005e-10, 9.7387e-10, 2.16003e-10, 1.02625e-06, 2.16002e-10, 2.16002e-10, 2.35869e-10
0.520319, 0, 1.42849e-06, 7.60431e-10, 1.41421, -1.42849e-06, 7.60431e-10, 7.60538e-10, 7.60528e-10, 1.83787e-09, 7.8397e-10, 7.60432e-10, 8.17196e-10, 1.18463e-09, 1.08616e-09, 7.68429e-10, 5.15925e-09, 7.61736e-10, 7.64921e-10, 9.25371e-10, 1.9855e-09, 7.60435e-10, 1.42071e-06, 7.60431e-10, 7.60431e-10, 8.30651e-10
0.528202, 0, 1.97343e-06, 2.09069e-09, 1.41421, -1.97343e-06, 2.09069e-09, 2.09099e-09, 2.09096e-09, 5.06297e-09, 2.15563e-09, 2.0907e-09, 2.24729e-09, 3.21233e-09, 2.98925e-09, 2.11276e-09, 1.42255e-08, 2.09429e-09, 2.10308e-09, 2.35577e-09, 4.05855e-09, 2.0907e-09, 1.95362e-06, 2.09069e-09, 2.09069e-09, 2.2844e-09
0.536085, 0, 2.71688e-06, 5.25495e-09, 1.41421, -2.71688e-06, 5.25495e-09, 5.25569e-09, 5.25563e-09, 1.27417e-08, 5.41851e-09, 5.25496e-09, 5.64939e-09, 8.01222e-09, 7.51831e-09, 5.31052e-09, 3.58209e-08, 5.26402e-09, 5.28615e-09, 5.67818e-09, 8.39398e-09, 5.25497e-09, 2.6691e-06, 5.25495e-09, 5.25495e-09, 5.74288e-09
0.543968, 0, 3.73657e-06, 1.25826e-08, 1.41421, -3.73657e-06, 1.25826e-08, 1.25844e-08, 1.25842e-08, 3.05351e-08, 1.29748e-08, 1.25826e-08, 1.35284e-08, 1.90742e-08, 1.80099e-08, 1.27159e-08, 8.58764e-08, 1.26044e-08, 1.26574e-08, 1.32538e-08, 1.7552e-08, 1.25827e-08, 3.62502e-06, 1.25826e-08, 1.25826e-08, 1.37526e-08
0.551851, 0, 5.15196e-06, 2.91092e-08, 1.41421, -5.15196e-06, 2.91092e-08, 2.91134e-08, 2.9113e-08, 7.06853e-08, 3.00176e-08, 2.91093e-08, 3.12997e-08, 4.41012e-08, 4.16783e-08, 2.94178e-08, 1.9885e-07, 2.91596e-08, 2.92825e-08, 3.0166e-08, 3.69214e-08, 2.91094e-08, 4.89787e-06, 2.91092e-08, 2.91092e-08, 3.18188e-08
0.559734, 0, 7.1577e-06, 6.5418e-08, 1.41421, -7.1577e-06, 6.5418e-08, 6.54273e-08, 6.54264e-08, 1.58933e-07, 6.74611e-08, 6.54181e-08, 7.03449e-08, 1.00756e-07, 9.36891e-08, 6.61121e-08, 4.4721e-07, 6.55313e-08, 6.58077e-08, 6.70698e-08, 7.75873e-08, 6.54183e-08, 6.59068e-06, 6.5418e-08, 6.5418e-08, 7.15126e-08
0.567617, 0, 1.00991e-05, 1.43134e-07, 1.41421, -1.00991e-05, 1.43134e-07, 1.43154e-07, 1.43152e-07, 3.47903e-07, 1.47607e-07, 1.43134e-07, 1.53922e-07, 2.40521e-07, 2.05038e-07, 1.44654e-07, 9.79136e-07, 1.43382e-07, 1.43987e-07, 1.45696e-07, 1.61925e-07, 1.43134e-07, 8.8464e-06, 1.43134e-07, 1.43134e-07, 1.56479e-07
0.5755, 0, 1.45587e-05, 3.05219e-07, 1.41421, -1.45587e-05, 3.05219e-07, 3.05262e-07, 3.05258e-07, 7.42191e-07, 3.14765e-07, 3.05219e-07, 3.28241e-07, 5.40953e-07, 4.37322e-07, 3.08462e-07, 2.08923e-06, 3.05748e-07, 3.0704e-07, 3.09165e-07, 3.33978e-07, 3.0522e-07, 1.18705e-05, 3.05219e-07, 3.05219e-07, 3.33697e-07
0.583383, 0, 2.15928e-05, 6.34646e-07, 1.41421, -2.15928e-05, 6.34646e-07, 6.34737e-07, 6.34729e-07, 1.54392e-06, 6.54512e-07, 6.34648e-07, 6.82552e-07, 1.17274e-06, 9.09534e-07, 6.41396e-07, 4.34691e-06, 6.35748e-07, 6.38436e-07, 6.4068e-07, 6.78267e-07, 6.3465e-07, 1.59698e-05, 6.34646e-07, 6.34646e-07, 6.93907e-07
0.591266, 0, 3.30981e-05, 1.28717e-06, 1.41421, -3.30981e-05, 1.28717e-06, 1.28735e-06, 1.28734e-06, 3.13274e-06, 1.32749e-06, 1.28717e-06, 1.3844e-06, 2.47156e-06, 1.84511e-06, 1.30087e-06, 8.82202e-06, 1.28941e-06, 1.29486e-06, 1.29632e-06, 1.35274e-06, 1.28718e-06, 2.16188e-05, 1.28717e-06, 1.28717e-06, 1.40745e-06
0.599149, 0, 5.24623e-05, 2.547e-06, 1.41421, -5.24623e-05, 2.547e-06, 2.54737e-06, 2.54733e-06, 6.20188e-06, 2.62685e-06, 2.54701e-06, 2.73956e-06, 5.08636e-06, 3.65193e-06, 2.57413e-06, 1.74686e-05, 2.55143e-06, 2.56224e-06, 2.56078e-06, 2.64471e-06, 2.54702e-06, 2.9572e-05, 2.547e-06, 2.547e-06, 2.7852e-06
0.607032, 0, 8.56482e-05, 4.91813e-06, 1.41421, -8.56482e-05, 4.91813e-06, 4.91884e-06, 4.91877e-06, 1.19815e-05, 5.07245e-06, 4.91814e-06, 5.29027e-06, 1.02404e-05, 7.0535e-06, 4.97056e-06, 3.37555e-05, 4.92669e-06, 4.94757e-06, 4.93872e-06, 5.0625e-06, 4.91816e-06, 4.10463e-05, 4.91813e-06, 4.91813e-06, 5.37847e-06
0.614915, 0, 0.000142998, 9.26887e-06, 1.41421, -0.000142998, 9.26887e-06, 9.27019e-06, 9.27007e-06, 2.25927e-05, 9.55996e-06, 9.26889e-06, 9.97084e-06, 2.02273e-05, 1.32969e-05, 9.36777e-06, 6.36656e-05, 9.28501e-06, 9.3244e-06, 9.29941e-06, 9.4805e-06, 9.26892e-06, 5.80146e-05, 9.26887e-06, 9.26887e-06, 1.01372e-05
0.622798, 0, 0.000242045, 1.70526e-05, 1.41421, -0.000242045, 1.70526e-05, 1.7055e-05, 1.70548e-05, 4.1589e-05, 1.75887e-05, 1.70526e-05, 1.83453e-05, 3.92134e-05, 2.44703e-05, 1.72347e-05, 0.000117226, 1.70823e-05, 1.71549e-05, 1.70976e-05, 1.73606e-05, 1.70527e-05, 8.36567e-05, 1.70526e-05, 1.70526e-05, 1.86517e-05
0.630681, 0, 0.000411884, 3.06319e-05, 1.41421, -0.000411884, 3.06319e-05, 3.06363e-05, 3.06359e-05, 7.47525e-05, 3.15958e-05, 3.0632e-05, 3.29564e-05, 7.46356e-05, 4.39702e-05, 3.09594e-05, 0.000210761, 3.06854e-05, 3.08158e-05, 3.06978e-05, 3.10772e-05, 3.06321e-05, 0.000123044, 3.06319e-05, 3.06319e-05, 3.35074e-05
