   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_143.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Ni_K, Fe_K, Mn_K, Ti_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Mg_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
0.141264, 0, 4.17722e-17, 0, 1.41421, -4.17722e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.39517e-20, 0, 7.78924e-21, 0, 4.17005e-17, 0, 0, 0
0.149153, 0, 8.57232e-17, 0, 1.41421, -8.57232e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.31238e-19, 0, 1.62616e-20, 0, 8.55757e-17, 0, 0, 0
0.157043, 0, 1.73999e-16, 0, 1.41421, -1.73999e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.66385e-19, 0, 3.3586e-20, 0, 1.737e-16, 0, 0, 0
0.164933, 0, 3.49415e-16, 0, 1.41421, -3.49415e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.34935e-19, 0, 6.86442e-20, 0, 3.48811e-16, 0, 0, 0
0.172823, 0, 6.94342e-16, 0, 1.41421, -6.94342e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.06299e-18, 0, 1.38873e-19, 0, 6.9314e-16, 0, 0, 0
0.180712, 0, 1.36561e-15, 0, 1.41421, -1.36561e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.09066e-18, 0, 2.78167e-19, 0, 1.36325e-15, 0, 0, 0
0.188602, 0, 2.65879e-15, 0, 1.41421, -2.65879e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.07039e-18, 0, 5.5178e-19, 0, 2.65416e-15, 0, 0, 0
0.196492, 0, 5.12519e-15, 0, 1.41421, -5.12519e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.84621e-18, 0, 1.08416e-18, 0, 5.11626e-15, 0, 0, 0
0.204382, 0, 9.78302e-15, 0, 1.41421, -9.78302e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.49769e-17, 0, 2.11043e-18, 0, 9.76593e-15, 0, 0, 0
0.212271, 0, 1.8494e-14, 0, 1.41421, -1.8494e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.83123e-17, 0, 4.07085e-18, 0, 1.84616e-14, 0, 0, 0
0.220161, 0, 3.4629e-14, 0, 1.41421, -3.4629e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.30128e-17, 0, 7.78233e-18, 0, 3.45682e-14, 0, 0, 0
0.228051, 0, 6.42313e-14, 0, 1.41421, -6.42313e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.83296e-17, 0, 1.47476e-17, 0, 6.41182e-14, 0, 0, 0
0.235941, 0, 1.18032e-13, 0, 1.41421, -1.18032e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.8069e-16, 0, 2.77071e-17, 0, 1.17824e-13, 0, 0, 0
0.24383, 0, 2.14902e-13, 0, 1.41421, -2.14902e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.28982e-16, 0, 5.16162e-17, 0, 2.14521e-13, 0, 0, 0
0.25172, 0, 3.87712e-13, 0, 1.41421, -3.87712e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.93526e-16, 0, 9.53613e-17, 0, 3.87023e-13, 0, 0, 0
0.25961, 0, 6.94284e-13, 0, 1.41421, -6.94284e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.06284e-15, 0, 1.75326e-16, 0, 6.93046e-13, 0, 0, 0
0.2675, 0, 1.22988e-12, 0, 1.41421, -1.22988e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.88276e-15, 0, 3.18646e-16, 0, 1.22768e-12, 0, 0, 0
0.275389, 0, 2.15938e-12, 0, 1.41421, -2.15938e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.30573e-15, 0, 5.74639e-16, 0, 2.1555e-12, 0, 0, 0
0.283279, 0, 3.75809e-12, 0, 1.41421, -3.75809e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.75326e-15, 0, 1.02844e-15, 0, 3.75131e-12, 0, 0, 0
0.291169, 0, 6.48338e-12, 0, 1.41421, -6.48338e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.92571e-15, 0, 1.82702e-15, 0, 6.47162e-12, 0, 0, 0
0.299059, 0, 1.10881e-11, 0, 1.41421, -1.10881e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.69761e-14, 0, 3.22227e-15, 0, 1.10679e-11, 0, 0, 0
0.306948, 0, 1.87999e-11, 0, 1.41421, -1.87999e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.8785e-14, 0, 5.64328e-15, 0, 1.87655e-11, 0, 0, 0
0.314838, 0, 3.16025e-11, 0, 1.41421, -3.16025e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.8392e-14, 0, 9.81639e-15, 0, 3.15443e-11, 0, 0, 0
0.322728, 0, 5.26714e-11, 7.70714e-44, 1.41421, -5.26714e-11, 0, 7.70714e-44, 7.70714e-44, 7.70714e-44, 7.70714e-44, 7.70714e-44, 7.70714e-44, 7.70714e-44, 7.70714e-44, 7.70714e-44, 7.70714e-44, 8.06647e-14, 7.70714e-44, 1.69641e-14, 7.70714e-44, 5.25737e-11, 7.70714e-44, 7.70714e-44, 7.70714e-44
0.330618, 0, 8.70437e-11, 1.37748e-42, 1.41421, -8.70437e-11, 0, 1.37748e-42, 1.37748e-42, 1.37748e-42, 1.37748e-42, 1.37748e-42, 1.37748e-42, 1.37748e-42, 1.37748e-42, 1.37748e-42, 1.37748e-42, 1.33328e-13, 1.37748e-42, 2.91338e-14, 1.37748e-42, 8.68813e-11, 1.37748e-42, 1.37748e-42, 1.37748e-42
0.338507, 0, 1.42636e-10, 2.05164e-41, 1.41421, -1.42636e-10, 0, 2.05164e-41, 2.05164e-41, 2.05164e-41, 2.05164e-41, 2.05164e-41, 2.05164e-41, 2.05164e-41, 2.05164e-41, 2.05164e-41, 2.05164e-41, 2.18531e-13, 2.05164e-41, 4.97377e-14, 2.05164e-41, 1.42368e-10, 2.05164e-41, 2.05164e-41, 2.05164e-41
0.346397, 0, 2.31778e-10, 2.69695e-40, 1.41421, -2.31778e-10, 0, 2.69695e-40, 2.69695e-40, 2.69695e-40, 2.69695e-40, 2.69695e-40, 2.69695e-40, 2.69695e-40, 2.69695e-40, 2.69695e-40, 2.69695e-40, 3.55208e-13, 2.69695e-40, 8.44404e-14, 2.69695e-40, 2.31338e-10, 2.69695e-40, 2.69695e-40, 2.69695e-40
0.354287, 0, 3.73497e-10, 3.17372e-39, 1.41421, -3.73497e-10, 0, 3.17372e-39, 3.17372e-39, 3.17372e-39, 3.17372e-39, 3.17372e-39, 3.17372e-39, 3.17372e-39, 3.17372e-39, 3.17372e-39, 3.17372e-39, 5.72612e-13, 3.17372e-39, 1.42614e-13, 3.17372e-39, 3.72781e-10, 3.17372e-39, 3.17372e-39, 3.17372e-39
0.362177, 0, 5.96885e-10, 3.36835e-38, 1.41421, -5.96885e-10, 0, 3.36835e-38, 3.36835e-38, 3.36835e-38, 3.36835e-38, 3.36835e-38, 3.36835e-38, 3.36835e-38, 3.36835e-38, 3.36835e-38, 3.36835e-38, 9.15529e-13, 3.36835e-38, 2.39718e-13, 3.36835e-38, 5.9573e-10, 3.36835e-38, 3.36835e-38, 3.36835e-38
0.370066, 0, 9.46037e-10, 3.24137e-37, 1.41421, -9.46037e-10, 0, 3.24137e-37, 3.24137e-37, 3.24137e-37, 3.24137e-37, 3.24137e-37, 3.24137e-37, 3.24137e-37, 3.24137e-37, 3.24137e-37, 3.24137e-37, 1.45194e-12, 3.24137e-37, 4.01211e-13, 3.24137e-37, 9.44184e-10, 3.24137e-37, 3.24137e-37, 3.24137e-37
0.377956, 0, 1.48716e-09, 2.84406e-36, 1.41421, -1.48716e-09, 0, 2.84406e-36, 2.84406e-36, 2.84406e-36, 2.84406e-36, 2.84406e-36, 2.84406e-36, 2.84406e-36, 2.84406e-36, 2.84406e-36, 2.84406e-36, 2.28414e-12, 2.84406e-36, 6.6894e-13, 2.84406e-36, 1.48421e-09, 2.84406e-36, 2.84406e-36, 2.84406e-36
0.385846, 0, 2.31879e-09, 2.28704e-35, 1.41421, -2.31879e-09, 0, 2.28704e-35, 2.28704e-35, 2.28704e-35, 2.28704e-35, 2.28704e-35, 2.28704e-35, 2.28704e-35, 2.28704e-35, 2.28704e-35, 2.28704e-35, 3.56472e-12, 2.28704e-35, 1.11164e-12, 2.28704e-35, 2.31412e-09, 2.28704e-35, 2.28704e-35, 2.28704e-35
0.393736, 0, 3.58628e-09, 1.69336e-34, 1.41421, -3.58628e-09, 0, 1.69336e-34, 1.69336e-34, 1.69336e-34, 1.69336e-34, 1.69336e-34, 1.69336e-34, 1.69336e-34, 1.69336e-34, 1.69336e-34, 1.69336e-34, 5.51948e-12, 1.69336e-34, 1.84215e-12, 1.69336e-34, 3.57892e-09, 1.69336e-34, 1.69336e-34, 1.69336e-34
0.401625, 0, 5.50206e-09, 1.17553e-33, 1.41421, -5.50206e-09, 0, 1.17553e-33, 1.17553e-33, 1.17553e-33, 1.17553e-33, 1.17553e-33, 1.17553e-33, 1.17553e-33, 1.17553e-33, 1.17553e-33, 1.17553e-33, 8.47962e-12, 1.17553e-33, 3.04569e-12, 1.17553e-33, 5.49054e-09, 1.17553e-33, 1.17553e-33, 1.17553e-33
0.409515, 0, 8.37398e-09, 7.73115e-33, 1.41421, -8.37398e-09, 0, 7.73115e-33, 7.73115e-33, 7.73115e-33, 7.73115e-33, 7.73115e-33, 7.73115e-33, 7.73115e-33, 7.73115e-33, 7.73115e-33, 7.73115e-33, 1.29272e-11, 7.73115e-33, 5.02634e-12, 7.73115e-33, 8.35603e-09, 7.73115e-33, 7.73115e-33, 7.73115e-33
0.417405, 0, 1.26442e-08, 4.9182e-32, 1.41421, -1.26442e-08, 0, 4.9182e-32, 4.9182e-32, 4.9182e-32, 4.9182e-32, 4.9182e-32, 4.9182e-32, 4.9182e-32, 4.9182e-32, 4.9182e-32, 4.9182e-32, 1.95584e-11, 4.9182e-32, 8.28325e-12, 4.9182e-32, 1.26163e-08, 4.9182e-32, 4.9182e-32, 4.9182e-32
0.425295, 0, 1.8942e-08, 2.87366e-31, 1.41421, -1.8942e-08, 0, 2.87366e-31, 2.87366e-31, 2.87366e-31, 2.87366e-31, 2.87366e-31, 2.87366e-31, 2.87366e-31, 2.87366e-31, 2.87366e-31, 2.87366e-31, 2.93701e-11, 2.87366e-31, 1.36355e-11, 2.87366e-31, 1.8899e-08, 2.87366e-31, 2.87366e-31, 2.87366e-31
0.433184, 0, 2.81558e-08, 1.5943e-30, 1.41421, -2.81558e-08, 0, 1.5943e-30, 1.5943e-30, 1.5943e-30, 1.5943e-30, 1.5943e-30, 1.5943e-30, 1.5943e-30, 1.5943e-30, 1.5943e-30, 1.5943e-30, 4.37804e-11, 1.5943e-30, 2.24263e-11, 1.5943e-30, 2.80896e-08, 1.5943e-30, 1.5943e-30, 1.5943e-30
0.441074, 0, 4.15284e-08, 8.33337e-30, 1.41421, -4.15284e-08, 0, 8.33337e-30, 8.33337e-30, 8.33337e-30, 8.33337e-30, 8.33337e-30, 8.33337e-30, 8.33337e-30, 8.33337e-30, 8.33337e-30, 8.33337e-30, 6.47905e-11, 8.33337e-30, 3.68552e-11, 8.33337e-30, 4.14268e-08, 8.33337e-30, 8.33337e-30, 8.33337e-30
0.448964, 0, 6.07841e-08, 4.10002e-29, 1.41421, -6.07841e-08, 0, 4.10002e-29, 4.10002e-29, 4.10002e-29, 4.10002e-29, 4.10002e-29, 4.10002e-29, 4.10002e-29, 4.10002e-29, 4.10002e-29, 4.10002e-29, 9.52048e-11, 4.10002e-29, 6.05161e-11, 4.10002e-29, 6.06284e-08, 4.10002e-29, 4.10002e-29, 4.10002e-29
0.456854, 0, 8.82949e-08, 1.91805e-28, 1.41421, -8.82949e-08, 0, 1.91805e-28, 1.91805e-28, 1.91805e-28, 1.91805e-28, 1.91805e-28, 1.91805e-28, 1.91805e-28, 1.91805e-28, 1.91805e-28, 1.91805e-28, 1.38927e-10, 1.91805e-28, 9.92643e-11, 1.91805e-28, 8.80567e-08, 1.91805e-28, 1.91805e-28, 1.91805e-28
0.464743, 0, 1.27296e-07, 8.53106e-28, 1.41421, -1.27296e-07, 0, 8.53106e-28, 8.53106e-28, 8.53106e-28, 8.53106e-28, 8.53106e-28, 8.53106e-28, 8.53106e-28, 8.53106e-28, 8.53106e-28, 8.53106e-28, 2.01354e-10, 8.53106e-28, 1.62598e-10, 8.53106e-28, 1.26932e-07, 8.53106e-28, 8.53106e-28, 8.53106e-28
0.472633, 0, 1.82166e-07, 3.60786e-27, 1.41421, -1.82166e-07, 0, 3.60786e-27, 3.60786e-27, 3.60786e-27, 3.60786e-27, 3.60786e-27, 3.60786e-27, 3.60786e-27, 3.60786e-27, 3.60786e-27, 3.60786e-27, 2.899e-10, 3.60786e-27, 2.65855e-10, 3.60786e-27, 1.8161e-07, 3.60786e-27, 3.60786e-27, 3.60786e-27
0.480523, 0, 2.58779e-07, 1.45316e-26, 1.41421, -2.58779e-07, 0, 1.45316e-26, 1.45316e-26, 1.45316e-26, 1.45316e-26, 1.45316e-26, 1.45316e-26, 1.45316e-26, 1.45316e-26, 1.45316e-26, 1.45316e-26, 4.14682e-10, 1.45316e-26, 4.33642e-10, 1.45316e-26, 2.5793e-07, 1.45316e-26, 1.45316e-26, 1.45316e-26
0.488413, 0, 3.64957e-07, 5.58601e-26, 1.41421, -3.64957e-07, 0, 5.58601e-26, 5.58601e-26, 5.58601e-26, 5.58601e-26, 5.58601e-26, 5.58601e-26, 3.97523e-12, 5.58601e-26, 5.58601e-26, 5.58601e-26, 5.89425e-10, 5.58601e-26, 7.05179e-10, 5.58601e-26, 3.63658e-07, 5.58601e-26, 5.58601e-26, 5.58601e-26
0.496302, 0, 5.11028e-07, 2.0538e-25, 1.41421, -5.11028e-07, 0, 2.0538e-25, 2.0538e-25, 2.0538e-25, 2.0538e-25, 2.0538e-25, 2.0538e-25, 1.37945e-11, 2.0538e-25, 2.0538e-25, 2.0538e-25, 8.32635e-10, 2.0538e-25, 1.14248e-09, 2.0538e-25, 5.09039e-07, 2.0538e-25, 2.0538e-25, 2.0538e-25
0.504192, 0, 7.10528e-07, 7.28033e-25, 1.41421, -7.10528e-07, 0, 7.28033e-25, 7.28033e-25, 7.28033e-25, 7.28033e-25, 7.28033e-25, 7.28033e-25, 3.72551e-11, 7.28033e-25, 7.28033e-25, 7.28033e-25, 1.16911e-09, 7.28033e-25, 1.84276e-09, 7.28033e-25, 7.07479e-07, 7.28033e-25, 7.28033e-25, 7.28033e-25
0.512082, 0, 9.85969e-07, 7.91026e-10, 1.41421, -9.85969e-07, 7.91026e-10, 7.91035e-10, 7.91189e-10, 1.13798e-09, 7.95128e-10, 7.91275e-10, 8.04492e-10, 1.06908e-09, 1.10784e-09, 7.95685e-10, 3.84302e-09, 2.42295e-09, 7.93208e-10, 3.74801e-09, 7.91029e-10, 9.77315e-07, 7.91026e-10, 7.91026e-10, 8.36609e-10
0.519972, 0, 1.36226e-06, 2.70887e-09, 1.41421, -1.36226e-06, 2.70887e-09, 2.70891e-09, 2.70943e-09, 3.90635e-09, 2.72303e-09, 2.70973e-09, 2.75535e-09, 3.56685e-09, 3.80231e-09, 2.72495e-09, 1.32425e-08, 4.97369e-09, 2.71641e-09, 7.4262e-09, 2.70888e-09, 1.34135e-06, 2.70887e-09, 2.70887e-09, 2.8662e-09
0.527862, 0, 1.87831e-06, 7.24657e-09, 1.41421, -1.87831e-06, 7.24657e-09, 7.24666e-09, 7.24808e-09, 1.04652e-08, 7.28463e-09, 7.24888e-09, 7.37149e-09, 9.46128e-09, 1.01855e-08, 7.2898e-09, 3.5559e-08, 1.0372e-08, 7.26682e-09, 1.47235e-08, 7.2466e-09, 1.83037e-06, 7.24657e-09, 7.24657e-09, 7.66943e-09
0.535751, 0, 2.59216e-06, 1.77099e-08, 1.41421, -2.59216e-06, 1.77099e-08, 1.77101e-08, 1.77136e-08, 2.56e-08, 1.78032e-08, 1.77155e-08, 1.80161e-08, 2.30161e-08, 2.49145e-08, 1.78158e-08, 8.71157e-08, 2.19989e-08, 1.77595e-08, 2.94768e-08, 1.77099e-08, 2.4847e-06, 1.77099e-08, 1.77099e-08, 1.87465e-08
0.543641, 0, 3.59643e-06, 4.12327e-08, 1.41421, -3.59643e-06, 4.12327e-08, 4.12332e-08, 4.12413e-08, 5.96412e-08, 4.14503e-08, 4.12459e-08, 4.19471e-08, 5.34031e-08, 5.80417e-08, 4.14799e-08, 2.03163e-07, 4.70862e-08, 4.13484e-08, 5.96106e-08, 4.12328e-08, 3.35915e-06, 4.12327e-08, 4.12327e-08, 4.36512e-08
0.551531, 0, 5.04662e-06, 9.27919e-08, 1.41421, -5.04662e-06, 9.27919e-08, 9.2793e-08, 9.28114e-08, 1.34285e-07, 9.32825e-08, 9.28217e-08, 9.44023e-08, 1.20228e-07, 1.3068e-07, 9.33492e-08, 4.57785e-07, 1.00737e-07, 9.30529e-08, 1.21306e-07, 9.27922e-08, 4.52993e-06, 9.27919e-08, 9.27919e-08, 9.82432e-08
0.55942, 0, 7.23659e-06, 2.03319e-07, 1.41421, -7.23659e-06, 2.03319e-07, 2.03321e-07, 2.03361e-07, 2.94374e-07, 2.04395e-07, 2.03384e-07, 2.06853e-07, 2.83971e-07, 2.86463e-07, 2.04542e-07, 1.00429e-06, 2.14046e-07, 2.03891e-07, 2.47155e-07, 2.03319e-07, 6.10772e-06, 2.03319e-07, 2.03319e-07, 2.15282e-07
0.56731, 0, 1.06523e-05, 4.33098e-07, 1.41421, -1.06523e-05, 4.33098e-07, 4.33104e-07, 4.33189e-07, 6.27252e-07, 4.35394e-07, 4.33238e-07, 4.40634e-07, 6.28217e-07, 6.10383e-07, 4.35706e-07, 2.14097e-06, 4.47505e-07, 4.3432e-07, 4.99915e-07, 4.331e-07, 8.25727e-06, 4.33098e-07, 4.33098e-07, 4.58606e-07
0.5752, 0, 1.62129e-05, 9.00343e-07, 1.41421, -1.62129e-05, 9.00343e-07, 9.00354e-07, 9.00532e-07, 1.30436e-06, 9.0512e-07, 9.00633e-07, 9.16023e-07, 1.34528e-06, 1.26925e-06, 9.05769e-07, 4.45426e-06, 9.19589e-07, 9.02884e-07, 1.00131e-06, 9.00346e-07, 1.12389e-05, 9.00343e-07, 9.00343e-07, 9.53422e-07
0.58309, 0, 2.55842e-05, 1.82718e-06, 1.41421, -2.55842e-05, 1.82718e-06, 1.8272e-06, 1.82756e-06, 2.64793e-06, 1.83688e-06, 1.82776e-06, 1.85903e-06, 2.80558e-06, 2.57661e-06, 1.8382e-06, 9.04693e-06, 1.85275e-06, 1.83234e-06, 1.97844e-06, 1.82718e-06, 1.54725e-05, 1.82718e-06, 1.82718e-06, 1.93501e-06
0.59098, 0, 4.17715e-05, 3.62066e-06, 1.41421, -4.17715e-05, 3.62066e-06, 3.6207e-06, 3.62142e-06, 5.24876e-06, 3.63991e-06, 3.62183e-06, 3.68385e-06, 5.71684e-06, 5.1073e-06, 3.64252e-06, 1.79423e-05, 3.65448e-06, 3.6309e-06, 3.84534e-06, 3.62067e-06, 2.16501e-05, 3.62066e-06, 3.62066e-06, 3.83456e-06
0.598869, 0, 7.01094e-05, 7.00672e-06, 1.41421, -7.01094e-05, 7.00672e-06, 7.0068e-06, 7.00819e-06, 1.0161e-05, 7.04401e-06, 7.00898e-06, 7.12913e-06, 1.13983e-05, 9.88689e-06, 7.04908e-06, 3.4753e-05, 7.05122e-06, 7.02656e-06, 7.33771e-06, 7.00674e-06, 3.09214e-05, 7.00672e-06, 7.00672e-06, 7.42112e-06
0.606759, 0, 0.000119917, 1.32444e-05, 1.41421, -0.000119917, 1.32444e-05, 1.32446e-05, 1.32472e-05, 1.92138e-05, 1.3315e-05, 1.32487e-05, 1.34761e-05, 2.22867e-05, 1.86951e-05, 1.33246e-05, 6.5754e-05, 1.33027e-05, 1.32819e-05, 1.37282e-05, 1.32444e-05, 4.51913e-05, 1.32444e-05, 1.32444e-05, 1.40287e-05
0.614649, 0, 0.000207098, 2.44575e-05, 1.41421, -0.000207098, 2.44575e-05, 2.44578e-05, 2.44627e-05, 3.54946e-05, 2.4588e-05, 2.44654e-05, 2.48859e-05, 4.27519e-05, 3.45357e-05, 2.46058e-05, 0.000121546, 2.45335e-05, 2.4527e-05, 2.51594e-05, 2.44576e-05, 6.75823e-05, 2.44575e-05, 2.44575e-05, 2.59076e-05
0.622539, 0, 0.000358214, 4.41291e-05, 1.41421, -0.000358214, 4.41291e-05, 4.41297e-05, 4.41385e-05, 6.40702e-05, 4.43649e-05, 4.41434e-05, 4.49031e-05, 8.0489e-05, 6.23376e-05, 4.43969e-05, 0.000219542, 4.42277e-05, 4.42546e-05, 4.51406e-05, 4.41293e-05, 0.000103135, 4.41291e-05, 4.41291e-05, 4.6749e-05
0.630428, 0, 0.000616609, 7.78121e-05, 1.41421, -0.000616609, 7.78121e-05, 7.78131e-05, 7.78286e-05, 0.000113024, 7.82284e-05, 7.78374e-05, 7.91787e-05, 0.000148781, 0.000109965, 7.8285e-05, 0.000387556, 7.79396e-05, 7.80336e-05, 7.92612e-05, 7.78124e-05, 0.000159809, 7.78121e-05, 7.78121e-05, 8.24383e-05
0.638318, 0, 0.00105139, 0.000134107, 1.41421, -0.00105139, 0.000134107, 0.000134108, 0.000134135, 0.000194886, 0.000134825, 0.00013415, 0.000136466, 0.0002701, 0.000189605, 0.000134923, 0.000668755, 0.000134271, 0.000134489, 0.000136172, 0.000134107, 0.000249903, 0.000134107, 0.000134107, 0.000142092
0.646208, 0, 0.00177015, 0.00022595, 1.41421, -0.00177015, 0.00022595, 0.000225953, 0.000225998, 0.000328521, 0.000227163, 0.000226024, 0.000229931, 0.000481698, 0.000319609, 0.000227328, 0.00112822, 0.000226161, 0.000226595, 0.000228881, 0.000225951, 0.000391939, 0.00022595, 0.00022595, 0.000239426
0.654098, 0, 0.00293657, 0.000372234, 1.41421, -0.00293657, 0.000372234, 0.000372239, 0.000372314, 0.000541507, 0.000374236, 0.000372356, 0.000378804, 0.000844096, 0.000526799, 0.000374508, 0.00186124, 0.000372505, 0.000373299, 0.000376378, 0.000372236, 0.000613093, 0.000372234, 0.000372234, 0.000394473
