   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_216.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Fe_K, Mn_K, Cr_K, Ti_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
0.472681, 0, 2.82686e-07, 3.41184e-27, 1.41421, -2.82686e-07, 0, 3.41184e-27, 3.41184e-27, 3.41184e-27, 3.41184e-27, 3.41184e-27, 3.41184e-27, 3.41184e-27, 3.41184e-27, 3.41184e-27, 3.41184e-27, 3.41184e-27, 2.6002e-09, 3.41184e-27, 3.41184e-27, 2.8683e-11, 3.41184e-27, 3.41184e-27, 2.80057e-07, 3.41184e-27, 3.41184e-27, 3.41184e-27
0.480566, 0, 4.03292e-07, 1.37476e-26, 1.41421, -4.03292e-07, 0, 1.37476e-26, 1.37476e-26, 1.37476e-26, 1.37476e-26, 1.37476e-26, 1.37476e-26, 1.37476e-26, 1.37476e-26, 1.37476e-26, 1.37476e-26, 1.37476e-26, 3.7344e-09, 1.37476e-26, 1.37476e-26, 4.71858e-11, 1.37476e-26, 1.37476e-26, 3.9951e-07, 1.37476e-26, 1.37476e-26, 1.37476e-26
0.488451, 0, 5.71102e-07, 5.292e-26, 1.41421, -5.71102e-07, 0, 5.292e-26, 5.292e-26, 5.292e-26, 5.292e-26, 5.292e-26, 5.292e-26, 5.292e-26, 4.70871e-12, 5.292e-26, 5.292e-26, 5.292e-26, 5.32857e-09, 5.292e-26, 5.292e-26, 7.7344e-11, 5.292e-26, 5.292e-26, 5.65691e-07, 5.292e-26, 5.292e-26, 5.292e-26
0.496335, 0, 8.0283e-07, 1.94957e-25, 1.41421, -8.0283e-07, 0, 1.94957e-25, 1.94957e-25, 1.94957e-25, 1.94957e-25, 1.94957e-25, 1.94957e-25, 1.94957e-25, 1.64984e-11, 1.94957e-25, 1.94957e-25, 1.94957e-25, 7.55513e-09, 1.94957e-25, 1.94957e-25, 1.26246e-10, 1.94957e-25, 1.94957e-25, 7.95132e-07, 1.94957e-25, 1.94957e-25, 1.94957e-25
0.50422, 0, 1.12045e-06, 6.92476e-25, 1.41421, -1.12045e-06, 0, 6.92476e-25, 6.92476e-25, 6.92476e-25, 6.92476e-25, 6.92476e-25, 6.92476e-25, 6.92476e-25, 4.50282e-11, 6.92476e-25, 6.92476e-25, 6.92476e-25, 1.06459e-08, 6.92476e-25, 6.92476e-25, 2.0509e-10, 6.92476e-25, 6.92476e-25, 1.10955e-06, 6.92476e-25, 6.92476e-25, 6.92476e-25
0.512105, 0, 1.55539e-06, 3.56571e-10, 1.41421, -1.55539e-06, 3.56571e-10, 3.56622e-10, 3.56671e-10, 9.24157e-10, 3.68352e-10, 3.68357e-10, 3.98087e-10, 3.98429e-10, 6.89867e-10, 4.29962e-10, 3.57522e-10, 1.58907e-09, 1.52673e-08, 3.60978e-10, 3.58538e-10, 6.87996e-10, 3.56654e-10, 3.56573e-10, 1.5378e-06, 3.56571e-10, 3.56571e-10, 3.87564e-10
0.51999, 0, 2.14607e-06, 1.23852e-09, 1.41421, -2.14607e-06, 1.23852e-09, 1.2387e-09, 1.23887e-09, 3.21619e-09, 1.27957e-09, 1.27959e-09, 1.38318e-09, 1.38437e-09, 2.27477e-09, 1.49424e-09, 1.24184e-09, 5.53298e-09, 2.19992e-08, 1.25388e-09, 1.24538e-09, 1.77112e-09, 1.24036e-09, 1.23853e-09, 2.11671e-06, 1.23852e-09, 1.23852e-09, 1.34652e-09
0.527875, 0, 2.94617e-06, 3.35775e-09, 1.41421, -2.94617e-06, 3.35775e-09, 3.35823e-09, 3.3587e-09, 8.72847e-09, 3.46923e-09, 3.46927e-09, 3.7506e-09, 3.75382e-09, 6.05815e-09, 4.0522e-09, 3.36675e-09, 1.50202e-08, 3.20962e-08, 3.39945e-09, 3.37637e-09, 4.20839e-09, 3.36415e-09, 3.35777e-09, 2.89477e-06, 3.35775e-09, 3.35775e-09, 3.65102e-09
0.535759, 0, 4.02913e-06, 8.31113e-09, 1.41421, -4.02913e-06, 8.31113e-09, 8.31232e-09, 8.31348e-09, 2.16193e-08, 8.58735e-09, 8.58747e-09, 9.28456e-09, 9.29256e-09, 1.4847e-08, 1.00319e-08, 8.33343e-09, 3.72095e-08, 4.78665e-08, 8.41445e-09, 8.35725e-09, 9.66095e-09, 8.32901e-09, 8.31118e-09, 3.93433e-06, 8.31113e-09, 8.31113e-09, 9.03782e-09
0.543644, 0, 5.50015e-06, 1.95868e-08, 1.41421, -5.50015e-06, 1.95868e-08, 1.95897e-08, 1.95924e-08, 5.09738e-08, 2.02383e-08, 2.02386e-08, 2.18826e-08, 2.19015e-08, 3.4733e-08, 2.36453e-08, 1.96394e-08, 8.77429e-08, 7.37254e-08, 1.98305e-08, 1.96956e-08, 2.17143e-08, 1.96322e-08, 1.9587e-08, 5.31705e-06, 1.95868e-08, 1.95868e-08, 2.13007e-08
0.551529, 0, 7.51685e-06, 4.45962e-08, 1.41421, -7.51685e-06, 4.45962e-08, 4.46027e-08, 4.46089e-08, 1.16103e-07, 4.60804e-08, 4.60811e-08, 4.98266e-08, 4.98696e-08, 7.90669e-08, 5.38422e-08, 4.47161e-08, 1.99871e-07, 1.18285e-07, 4.51514e-08, 4.48441e-08, 4.7926e-08, 4.47049e-08, 4.45965e-08, 7.1509e-06, 4.45962e-08, 4.45962e-08, 4.85009e-08
0.559414, 0, 1.03303e-05, 9.86647e-08, 1.41421, -1.03303e-05, 9.86647e-08, 9.8679e-08, 9.86927e-08, 2.56942e-07, 1.0195e-07, 1.01951e-07, 1.10242e-07, 1.10337e-07, 1.79134e-07, 1.1913e-07, 9.893e-08, 4.4236e-07, 1.98415e-07, 9.98936e-08, 9.92133e-08, 1.03839e-07, 9.89149e-08, 9.86654e-08, 9.58163e-06, 9.86647e-08, 9.86647e-08, 1.07308e-07
0.567298, 0, 1.43918e-05, 2.12617e-07, 1.41421, -1.43918e-05, 2.12617e-07, 2.12648e-07, 2.12677e-07, 5.53841e-07, 2.197e-07, 2.19703e-07, 2.37576e-07, 2.37781e-07, 4.36028e-07, 2.56738e-07, 2.13189e-07, 9.53578e-07, 3.46915e-07, 2.15266e-07, 2.138e-07, 2.20598e-07, 2.13176e-07, 2.12618e-07, 1.28119e-05, 2.12617e-07, 2.12617e-07, 2.3125e-07
0.575183, 0, 2.0417e-05, 4.46768e-07, 1.41421, -2.0417e-05, 4.46768e-07, 4.46833e-07, 4.46895e-07, 1.16407e-06, 4.61657e-07, 4.61663e-07, 4.99236e-07, 4.99667e-07, 9.85333e-07, 5.39517e-07, 4.4797e-07, 2.00437e-06, 6.26613e-07, 4.52337e-07, 4.49255e-07, 4.58987e-07, 4.47981e-07, 4.46771e-07, 1.71337e-05, 4.46768e-07, 4.46768e-07, 4.85937e-07
0.583068, 0, 2.96974e-05, 9.15926e-07, 1.41421, -2.96974e-05, 9.15926e-07, 9.16059e-07, 9.16186e-07, 2.38707e-06, 9.46462e-07, 9.46474e-07, 1.02353e-06, 1.02442e-06, 2.1357e-06, 1.10615e-06, 9.18392e-07, 4.11048e-06, 1.1555e-06, 9.27348e-07, 9.21026e-07, 9.34503e-07, 9.18493e-07, 9.15932e-07, 2.29841e-05, 9.15926e-07, 9.15926e-07, 9.96259e-07
0.590953, 0, 4.45226e-05, 1.83263e-06, 1.41421, -4.45226e-05, 1.83263e-06, 1.83289e-06, 1.83315e-06, 4.77739e-06, 1.89375e-06, 1.89378e-06, 2.04802e-06, 2.0498e-06, 4.4922e-06, 2.21339e-06, 1.83756e-06, 8.22711e-06, 2.1501e-06, 1.85549e-06, 1.84283e-06, 1.86065e-06, 1.83793e-06, 1.83264e-06, 3.10377e-05, 1.83263e-06, 1.83263e-06, 1.99343e-06
0.598837, 2, 6.8948e-05, 3.57957e-06, 2, 1.99993, 3.57957e-06, 3.58009e-06, 3.58059e-06, 9.33394e-06, 3.69901e-06, 3.69906e-06, 4.00048e-06, 4.00394e-06, 9.22387e-06, 4.32363e-06, 3.58922e-06, 1.6075e-05, 3.99817e-06, 3.62425e-06, 3.59952e-06, 3.62154e-06, 3.59026e-06, 3.5796e-06, 4.23644e-05, 3.57957e-06, 3.57957e-06, 3.89379e-06
