   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_106.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Fe_K, Mn_K, Ca_K, K_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
0.0774036, 0, 7.39632e-23, 0, 1.41421, -7.39632e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.5547e-25, 0, 0, 4.56029e-28, 0, 0, 7.36073e-23, 0, 0, 0
0.0852972, 0, 2.21929e-22, 0, 1.41421, -2.21929e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0666e-24, 0, 0, 1.38377e-27, 0, 0, 2.20861e-22, 0, 0, 0
0.0931907, 0, 6.44223e-22, 0, 1.41421, -6.44223e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.09616e-24, 0, 0, 4.06148e-27, 0, 0, 6.41123e-22, 0, 0, 0
0.101084, 0, 1.98464e-21, 0, 1.41421, -1.98464e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.53825e-24, 0, 0, 1.27358e-26, 0, 0, 1.97509e-21, 0, 0, 0
0.108978, 0, 5.38452e-21, 0, 1.41421, -5.38452e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.58782e-23, 0, 0, 3.49252e-26, 0, 0, 5.35861e-21, 0, 0, 0
0.116871, 0, 1.42787e-20, 0, 1.41421, -1.42787e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.86239e-23, 0, 0, 9.36237e-26, 0, 0, 1.421e-20, 0, 0, 0
0.124765, 0, 3.70646e-20, 0, 1.41421, -3.70646e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.78134e-22, 0, 0, 2.4572e-25, 0, 0, 3.68862e-20, 0, 0, 0
0.132658, 0, 9.43013e-20, 0, 1.41421, -9.43013e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.53216e-22, 0, 0, 6.32229e-25, 0, 0, 9.38475e-20, 0, 0, 0
0.140552, 0, 2.35418e-19, 0, 1.41421, -2.35418e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.13143e-21, 0, 0, 1.59653e-24, 0, 0, 2.34285e-19, 0, 0, 0
0.148446, 0, 5.77228e-19, 0, 1.41421, -5.77228e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.77418e-21, 0, 0, 3.9608e-24, 0, 0, 5.74449e-19, 0, 0, 0
0.156339, 0, 1.39124e-18, 0, 1.41421, -1.39124e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.68634e-21, 0, 0, 9.66191e-24, 0, 0, 1.38454e-18, 0, 0, 0
0.164233, 0, 3.2986e-18, 0, 1.41421, -3.2986e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.58532e-20, 0, 0, 2.31929e-23, 0, 0, 3.28273e-18, 0, 0, 0
0.172126, 0, 7.69863e-18, 0, 1.41421, -7.69863e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.69999e-20, 0, 0, 5.48211e-23, 0, 0, 7.66157e-18, 0, 0, 0
0.18002, 0, 1.76972e-17, 0, 1.41421, -1.76972e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.50535e-20, 0, 0, 1.27674e-22, 0, 0, 1.7612e-17, 0, 0, 0
0.187913, 0, 4.00892e-17, 0, 1.41421, -4.00892e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.9267e-19, 0, 0, 2.93123e-22, 0, 0, 3.98962e-17, 0, 0, 0
0.195807, 0, 8.9532e-17, 0, 1.41421, -8.9532e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.30294e-19, 0, 0, 6.63737e-22, 0, 0, 8.91011e-17, 0, 0, 0
0.2037, 0, 1.97214e-16, 0, 1.41421, -1.97214e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.47814e-19, 0, 0, 1.48295e-21, 0, 0, 1.96264e-16, 0, 0, 0
0.211594, 0, 4.28603e-16, 0, 1.41421, -4.28603e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.05988e-18, 0, 0, 3.27038e-21, 0, 0, 4.2654e-16, 0, 0, 0
0.219488, 0, 9.19344e-16, 0, 1.41421, -9.19344e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.41839e-18, 0, 0, 7.12139e-21, 0, 0, 9.14919e-16, 0, 0, 0
0.227381, 0, 1.94683e-15, 0, 1.41421, -1.94683e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.35646e-18, 0, 0, 1.53163e-20, 0, 0, 1.93745e-15, 0, 0, 0
0.235275, 0, 4.07116e-15, 0, 1.41421, -4.07116e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.9566e-17, 0, 0, 3.25456e-20, 0, 0, 4.05156e-15, 0, 0, 0
0.243168, 0, 8.40908e-15, 0, 1.41421, -8.40908e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.04138e-17, 0, 0, 6.83407e-20, 0, 0, 8.36859e-15, 0, 0, 0
0.251062, 0, 1.71598e-14, 0, 1.41421, -1.71598e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.24694e-17, 0, 0, 1.41847e-19, 0, 0, 1.70772e-14, 0, 0, 0
0.258955, 0, 3.46014e-14, 0, 1.41421, -3.46014e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.66292e-16, 0, 0, 2.91074e-19, 0, 0, 3.44348e-14, 0, 0, 0
0.266849, 0, 6.89546e-14, 0, 1.41421, -6.89546e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.31388e-16, 0, 0, 5.90626e-19, 0, 0, 6.86226e-14, 0, 0, 0
0.274742, 0, 1.35829e-13, 0, 1.41421, -1.35829e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.52778e-16, 0, 0, 1.18542e-18, 0, 0, 1.35175e-13, 0, 0, 0
0.282636, 0, 2.64513e-13, 0, 1.41421, -2.64513e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.2712e-15, 0, 0, 2.35367e-18, 0, 0, 2.63239e-13, 0, 0, 0
0.290529, 0, 5.09309e-13, 0, 1.41421, -5.09309e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.44764e-15, 0, 0, 4.62408e-18, 0, 0, 5.06857e-13, 0, 0, 0
0.298423, 0, 9.69729e-13, 0, 1.41421, -9.69729e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.6603e-15, 0, 0, 8.99082e-18, 0, 0, 9.6506e-13, 0, 0, 0
0.306317, 0, 1.826e-12, 0, 1.41421, -1.826e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.77535e-15, 0, 0, 1.73047e-17, 0, 0, 1.81721e-12, 0, 0, 0
0.31421, 0, 3.40081e-12, 0, 1.41421, -3.40081e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.63436e-14, 0, 0, 3.29779e-17, 0, 0, 3.38443e-12, 0, 0, 0
0.322104, 0, 6.27144e-12, 0, 1.41421, -6.27144e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.01398e-14, 0, 0, 6.23908e-17, 0, 0, 6.24124e-12, 0, 0, 0
0.329997, 0, 1.14278e-11, 0, 1.41421, -1.14278e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.49222e-14, 0, 0, 1.1665e-16, 0, 0, 1.13728e-11, 0, 0, 0
0.337891, 0, 2.06027e-11, 0, 1.41421, -2.06027e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.90205e-14, 0, 0, 2.16153e-16, 0, 0, 2.05035e-11, 0, 0, 0
0.345784, 0, 3.6752e-11, 8.26766e-44, 1.41421, -3.6752e-11, 0, 8.26766e-44, 8.26766e-44, 8.26766e-44, 8.26766e-44, 8.26766e-44, 8.26766e-44, 8.26766e-44, 8.26766e-44, 8.26766e-44, 8.26766e-44, 1.76648e-13, 8.26766e-44, 8.26766e-44, 3.97111e-16, 8.26766e-44, 8.26766e-44, 3.65749e-11, 8.26766e-44, 8.26766e-44, 8.26766e-44
0.353678, 0, 6.48738e-11, 1.52601e-42, 1.41421, -6.48738e-11, 0, 1.52601e-42, 1.52601e-42, 1.52601e-42, 1.52601e-42, 1.52601e-42, 1.52601e-42, 1.52601e-42, 1.52601e-42, 1.52601e-42, 1.52601e-42, 3.11843e-13, 1.52601e-42, 1.52601e-42, 7.23653e-16, 1.52601e-42, 1.52601e-42, 6.45613e-11, 1.52601e-42, 1.52601e-42, 1.52601e-42
0.361571, 0, 1.13324e-10, 2.32868e-41, 1.41421, -1.13324e-10, 0, 2.32868e-41, 2.32868e-41, 2.32868e-41, 2.32868e-41, 2.32868e-41, 2.32868e-41, 2.32868e-41, 2.32868e-41, 2.32868e-41, 2.32868e-41, 5.44807e-13, 2.32868e-41, 2.32868e-41, 1.30866e-15, 2.32868e-41, 2.32868e-41, 1.12778e-10, 2.32868e-41, 2.32868e-41, 2.32868e-41
0.369465, 0, 1.95915e-10, 3.11713e-40, 1.41421, -1.95915e-10, 0, 3.11713e-40, 3.11713e-40, 3.11713e-40, 3.11713e-40, 3.11713e-40, 3.11713e-40, 3.11713e-40, 3.11713e-40, 3.11713e-40, 3.11713e-40, 9.42036e-13, 3.11713e-40, 3.11713e-40, 2.34985e-15, 3.11713e-40, 3.11713e-40, 1.94971e-10, 3.11713e-40, 3.11713e-40, 3.11713e-40
0.377359, 0, 3.35228e-10, 3.73254e-39, 1.41421, -3.35228e-10, 0, 3.73254e-39, 3.73254e-39, 3.73254e-39, 3.73254e-39, 3.73254e-39, 3.73254e-39, 3.73254e-39, 3.73254e-39, 3.73254e-39, 3.73254e-39, 1.6123e-12, 3.73254e-39, 3.73254e-39, 4.19219e-15, 3.73254e-39, 3.73254e-39, 3.33612e-10, 3.73254e-39, 3.73254e-39, 3.73254e-39
0.385252, 0, 5.67769e-10, 4.03232e-38, 1.41421, -5.67769e-10, 0, 4.03232e-38, 4.03232e-38, 4.03232e-38, 4.03232e-38, 4.03232e-38, 4.03232e-38, 4.03232e-38, 4.03232e-38, 4.03232e-38, 4.03232e-38, 2.73159e-12, 4.03232e-38, 4.03232e-38, 7.43568e-15, 4.03232e-38, 4.03232e-38, 5.6503e-10, 4.03232e-38, 4.03232e-38, 4.03232e-38
0.393146, 0, 9.51899e-10, 3.94854e-37, 1.41421, -9.51899e-10, 0, 3.94854e-37, 3.94854e-37, 3.94854e-37, 3.94854e-37, 3.94854e-37, 3.94854e-37, 3.94854e-37, 3.94854e-37, 3.94854e-37, 3.94854e-37, 4.58161e-12, 3.94854e-37, 3.94854e-37, 1.31218e-14, 3.94854e-37, 3.94854e-37, 9.47305e-10, 3.94854e-37, 3.94854e-37, 3.94854e-37
0.401039, 0, 1.5799e-09, 3.53051e-36, 1.41421, -1.5799e-09, 0, 3.53051e-36, 3.53051e-36, 3.53051e-36, 3.53051e-36, 3.53051e-36, 3.53051e-36, 3.53051e-36, 3.53051e-36, 3.53051e-36, 3.53051e-36, 7.60843e-12, 3.53051e-36, 3.53051e-36, 2.30561e-14, 3.53051e-36, 3.53051e-36, 1.57227e-09, 3.53051e-36, 3.53051e-36, 3.53051e-36
0.408933, 0, 2.59609e-09, 2.89373e-35, 1.41421, -2.59609e-09, 0, 2.89373e-35, 2.89373e-35, 2.89373e-35, 2.89373e-35, 2.89373e-35, 2.89373e-35, 2.89373e-35, 2.89373e-35, 2.89373e-35, 2.89373e-35, 1.25109e-11, 2.89373e-35, 2.89373e-35, 4.0367e-14, 2.89373e-35, 2.89373e-35, 2.58354e-09, 2.89373e-35, 2.89373e-35, 2.89373e-35
0.416826, 0, 4.22371e-09, 2.18395e-34, 1.41421, -4.22371e-09, 0, 2.18395e-34, 2.18395e-34, 2.18395e-34, 2.18395e-34, 2.18395e-34, 2.18395e-34, 2.18395e-34, 2.18395e-34, 2.18395e-34, 2.18395e-34, 2.03728e-11, 2.18395e-34, 2.18395e-34, 7.04754e-14, 2.18395e-34, 2.18395e-34, 4.20326e-09, 2.18395e-34, 2.18395e-34, 2.18395e-34
0.42472, 0, 6.80432e-09, 1.53679e-33, 1.41421, -6.80432e-09, 0, 1.53679e-33, 1.53679e-33, 1.53679e-33, 1.53679e-33, 1.53679e-33, 1.53679e-33, 1.53679e-33, 1.53679e-33, 1.53679e-33, 1.53679e-33, 3.28572e-11, 1.53679e-33, 1.53679e-33, 1.22775e-13, 1.53679e-33, 1.53679e-33, 6.77134e-09, 1.53679e-33, 1.53679e-33, 1.53679e-33
0.432613, 0, 1.08549e-08, 8.99259e-33, 1.41421, -1.08549e-08, 0, 8.99259e-33, 8.99259e-33, 8.99259e-33, 8.99259e-33, 8.99259e-33, 8.99259e-33, 8.99259e-33, 8.99259e-33, 8.99259e-33, 8.99259e-33, 5.24906e-11, 8.99259e-33, 8.99259e-33, 2.13543e-13, 8.99259e-33, 8.99259e-33, 1.08022e-08, 8.99259e-33, 8.99259e-33, 8.99259e-33
0.440507, 0, 1.71497e-08, 5.39585e-32, 1.41421, -1.71497e-08, 0, 5.39585e-32, 5.39585e-32, 5.39585e-32, 5.39585e-32, 5.39585e-32, 5.39585e-32, 5.39585e-32, 5.39585e-32, 5.39585e-32, 5.39585e-32, 8.30737e-11, 5.39585e-32, 5.39585e-32, 3.70978e-13, 5.39585e-32, 5.39585e-32, 1.70663e-08, 5.39585e-32, 5.39585e-32, 5.39585e-32
0.4484, 0, 2.68355e-08, 2.8922e-31, 1.41421, -2.68355e-08, 0, 2.8922e-31, 2.8922e-31, 2.8922e-31, 2.8922e-31, 2.8922e-31, 2.8922e-31, 2.8922e-31, 2.8922e-31, 2.8922e-31, 2.8922e-31, 1.30269e-10, 2.8922e-31, 2.8922e-31, 6.43876e-13, 2.8922e-31, 2.8922e-31, 2.67046e-08, 2.8922e-31, 2.8922e-31, 2.8922e-31
0.456294, 0, 4.15938e-08, 1.52767e-30, 1.41421, -4.15938e-08, 0, 1.52767e-30, 1.52767e-30, 1.52767e-30, 1.52767e-30, 1.52767e-30, 1.52767e-30, 1.52767e-30, 1.52767e-30, 1.52767e-30, 1.52767e-30, 2.02434e-10, 1.52767e-30, 1.52767e-30, 1.11652e-12, 1.52767e-30, 1.52767e-30, 4.13902e-08, 1.52767e-30, 1.52767e-30, 1.52767e-30
0.464188, 0, 6.38631e-08, 7.74097e-30, 1.41421, -6.38631e-08, 0, 7.74097e-30, 7.74097e-30, 7.74097e-30, 7.74097e-30, 7.74097e-30, 7.74097e-30, 7.74097e-30, 7.74097e-30, 7.74097e-30, 7.74097e-30, 3.11789e-10, 7.74097e-30, 7.74097e-30, 1.93405e-12, 7.74097e-30, 7.74097e-30, 6.35493e-08, 7.74097e-30, 7.74097e-30, 7.74097e-30
0.472081, 0, 9.71446e-08, 3.72368e-29, 1.41421, -9.71446e-08, 0, 3.72368e-29, 3.72368e-29, 3.72368e-29, 3.72368e-29, 3.72368e-29, 3.72368e-29, 3.72368e-29, 3.72368e-29, 3.72368e-29, 3.72368e-29, 4.76054e-10, 3.72368e-29, 3.72368e-29, 3.34547e-12, 3.72368e-29, 3.72368e-29, 9.66652e-08, 3.72368e-29, 3.72368e-29, 3.72368e-29
0.479975, 0, 1.46413e-07, 1.73097e-28, 1.41421, -1.46413e-07, 0, 1.73097e-28, 1.73097e-28, 1.73097e-28, 1.73097e-28, 1.73097e-28, 1.73097e-28, 1.73097e-28, 1.73097e-28, 1.73097e-28, 1.73097e-28, 7.20691e-10, 1.73097e-28, 1.73097e-28, 5.7758e-12, 1.73097e-28, 1.73097e-28, 1.45686e-07, 1.73097e-28, 1.73097e-28, 1.73097e-28
0.487868, 0, 2.18664e-07, 7.74451e-28, 1.41421, -2.18664e-07, 0, 7.74451e-28, 7.74451e-28, 7.74451e-28, 7.74451e-28, 7.74451e-28, 7.74451e-28, 7.74451e-28, 7.74451e-28, 7.74451e-28, 7.74451e-28, 1.082e-09, 7.74451e-28, 7.74451e-28, 9.94616e-12, 7.74451e-28, 7.74451e-28, 2.17572e-07, 7.74451e-28, 7.74451e-28, 7.74451e-28
0.495762, 0, 3.23639e-07, 3.31441e-27, 1.41421, -3.23639e-07, 0, 3.31441e-27, 3.31441e-27, 3.31441e-27, 3.31441e-27, 3.31441e-27, 3.31441e-27, 3.31441e-27, 3.31441e-27, 3.31441e-27, 3.31441e-27, 1.6113e-09, 3.31441e-27, 3.31441e-27, 1.70717e-11, 3.31441e-27, 3.31441e-27, 3.22011e-07, 3.31441e-27, 3.31441e-27, 3.31441e-27
0.503655, 0, 4.74769e-07, 1.35583e-26, 1.41421, -4.74769e-07, 0, 1.35583e-26, 1.35583e-26, 1.35583e-26, 1.35583e-26, 1.35583e-26, 1.35583e-26, 1.35583e-26, 1.35583e-26, 1.35583e-26, 1.35583e-26, 2.38062e-09, 1.35583e-26, 1.35583e-26, 2.91847e-11, 1.35583e-26, 1.35583e-26, 4.72359e-07, 1.35583e-26, 1.35583e-26, 1.35583e-26
0.511549, 0, 6.90387e-07, 5.30356e-26, 1.41421, -6.90387e-07, 0, 5.30356e-26, 5.30356e-26, 5.30356e-26, 5.30356e-26, 5.30356e-26, 5.30356e-26, 5.18505e-12, 5.30356e-26, 5.30356e-26, 5.30356e-26, 3.49023e-09, 5.30356e-26, 5.30356e-26, 4.96549e-11, 5.30356e-26, 5.30356e-26, 6.86842e-07, 5.30356e-26, 5.30356e-26, 5.30356e-26
0.519442, 0, 9.95278e-07, 1.98657e-25, 1.41421, -9.95278e-07, 0, 1.98657e-25, 1.98657e-25, 1.98657e-25, 1.98657e-25, 1.98657e-25, 1.98657e-25, 1.91063e-11, 1.98657e-25, 1.98657e-25, 1.98657e-25, 5.0788e-09, 1.98657e-25, 1.98657e-25, 8.40214e-11, 1.98657e-25, 1.98657e-25, 9.90096e-07, 1.98657e-25, 1.98657e-25, 1.98657e-25
0.527336, 0, 1.42263e-06, 7.1719e-25, 1.41421, -1.42263e-06, 0, 7.1719e-25, 7.1719e-25, 7.1719e-25, 7.1719e-25, 7.1719e-25, 7.1719e-25, 5.49799e-11, 7.1719e-25, 7.1719e-25, 7.1719e-25, 7.33654e-09, 7.1719e-25, 7.1719e-25, 1.41303e-10, 7.1719e-25, 7.1719e-25, 1.4151e-06, 7.1719e-25, 7.1719e-25, 7.1719e-25
0.53523, 0, 2.01891e-06, 3.44941e-10, 1.41421, -2.01891e-06, 3.44941e-10, 3.44982e-10, 3.45028e-10, 1.10763e-09, 3.65178e-10, 4.01632e-10, 3.51479e-10, 7.38989e-10, 4.59619e-10, 3.45446e-10, 8.63886e-10, 1.08678e-08, 3.5113e-10, 3.48083e-10, 5.80983e-10, 3.4505e-10, 3.44943e-10, 2.00624e-06, 3.44941e-10, 3.44941e-10, 3.70434e-10
0.543123, 0, 2.84487e-06, 1.38158e-09, 1.41421, -2.84487e-06, 1.38158e-09, 1.38175e-09, 1.38193e-09, 4.47406e-09, 1.46363e-09, 1.61144e-09, 1.40809e-09, 2.75621e-09, 1.84656e-09, 1.38363e-09, 3.48574e-09, 1.63702e-08, 1.40667e-09, 1.39432e-09, 1.7732e-09, 1.38489e-09, 1.38159e-09, 2.82197e-06, 1.38158e-09, 1.38158e-09, 1.48494e-09
0.551017, 0, 3.98021e-06, 3.69227e-09, 1.41421, -3.98021e-06, 3.69227e-09, 3.69272e-09, 3.69321e-09, 1.19826e-08, 3.91225e-09, 4.30849e-09, 3.76334e-09, 7.27216e-09, 4.93881e-09, 3.69776e-09, 9.33312e-09, 2.48965e-08, 3.75955e-09, 3.72642e-09, 4.33689e-09, 3.70222e-09, 3.6923e-09, 3.9383e-06, 3.69227e-09, 3.69227e-09, 3.96938e-09
0.55891, 0, 5.53829e-06, 9.39177e-09, 1.41421, -5.53829e-06, 9.39177e-09, 9.39291e-09, 9.39417e-09, 3.05216e-08, 9.95243e-09, 1.09624e-08, 9.57289e-09, 1.83136e-08, 1.25688e-08, 9.40576e-09, 2.37688e-08, 3.9189e-08, 9.56324e-09, 9.4788e-09, 1.04444e-08, 9.41891e-09, 9.39183e-09, 5.45651e-06, 9.39177e-09, 9.39177e-09, 1.0098e-08
0.566804, 0, 7.67864e-06, 2.3025e-08, 1.41421, -7.67864e-06, 2.3025e-08, 2.30278e-08, 2.30309e-08, 7.49028e-08, 2.44016e-08, 2.68811e-08, 2.34697e-08, 4.47191e-08, 3.08254e-08, 2.30594e-08, 5.83233e-08, 6.4623e-08, 2.3446e-08, 2.32387e-08, 2.473e-08, 2.3095e-08, 2.30252e-08, 7.51051e-06, 2.3025e-08, 2.3025e-08, 2.4759e-08
0.574697, 0, 1.0639e-05, 5.46567e-08, 1.41421, -1.0639e-05, 5.46567e-08, 5.46634e-08, 5.46707e-08, 1.77955e-07, 5.79283e-08, 6.38215e-08, 5.57136e-08, 1.07646e-07, 7.31958e-08, 5.47383e-08, 1.38551e-07, 1.12353e-07, 5.56573e-08, 5.51646e-08, 5.73949e-08, 5.48299e-08, 5.4657e-08, 1.02804e-05, 5.46567e-08, 5.46567e-08, 5.87779e-08
0.582591, 0, 1.48067e-05, 1.25864e-07, 1.41421, -1.48067e-05, 1.25864e-07, 1.2588e-07, 1.25897e-07, 4.10119e-07, 1.33407e-07, 1.46993e-07, 1.28301e-07, 2.68629e-07, 1.68605e-07, 1.26053e-07, 3.19275e-07, 2.05377e-07, 1.28171e-07, 1.27035e-07, 1.30225e-07, 1.26279e-07, 1.25865e-07, 1.40149e-05, 1.25864e-07, 1.25864e-07, 1.35366e-07
0.590484, 0, 2.07998e-05, 2.8141e-07, 1.41421, -2.07998e-05, 2.8141e-07, 2.81445e-07, 2.81482e-07, 9.17665e-07, 2.98292e-07, 3.28703e-07, 2.86864e-07, 6.31416e-07, 3.77077e-07, 2.81831e-07, 7.14326e-07, 3.90297e-07, 2.86573e-07, 2.84031e-07, 2.88295e-07, 2.8237e-07, 2.81412e-07, 1.90691e-05, 2.8141e-07, 2.8141e-07, 3.02677e-07
0.598378, 0, 2.96996e-05, 6.11186e-07, 1.41421, -2.96996e-05, 6.11186e-07, 6.1126e-07, 6.11342e-07, 1.99464e-06, 6.47894e-07, 7.14018e-07, 6.23044e-07, 1.42922e-06, 8.19201e-07, 6.12101e-07, 1.5525e-06, 7.59372e-07, 6.22413e-07, 6.16884e-07, 6.21966e-07, 6.13346e-07, 6.11189e-07, 2.59719e-05, 6.11186e-07, 6.11186e-07, 6.57427e-07
0.606272, 0, 4.34239e-05, 1.28988e-06, 1.41421, -4.34239e-05, 1.28988e-06, 1.29004e-06, 1.29021e-06, 4.21311e-06, 1.36745e-06, 1.50717e-06, 1.31494e-06, 3.14099e-06, 1.72942e-06, 1.29182e-06, 3.27888e-06, 1.49032e-06, 1.3136e-06, 1.30192e-06, 1.30662e-06, 1.29461e-06, 1.28989e-06, 3.55433e-05, 1.28988e-06, 1.28988e-06, 1.38759e-06
0.614165, 0, 6.54219e-05, 2.64597e-06, 1.41421, -6.54219e-05, 2.64597e-06, 2.64629e-06, 2.64665e-06, 8.6501e-06, 2.80528e-06, 3.09226e-06, 2.69744e-06, 6.73721e-06, 3.54875e-06, 2.64995e-06, 6.73125e-06, 2.91549e-06, 2.69469e-06, 2.6707e-06, 2.67174e-06, 2.65601e-06, 2.64599e-06, 4.90969e-05, 2.64597e-06, 2.64597e-06, 2.84666e-06
0.622059, 0, 0.000101855, 5.27715e-06, 1.41421, -0.000101855, 5.27715e-06, 5.2778e-06, 5.27851e-06, 1.7268e-05, 5.59531e-06, 6.16843e-06, 5.37993e-06, 1.41092e-05, 7.08009e-06, 5.28509e-06, 1.34359e-05, 5.6375e-06, 5.37446e-06, 5.32654e-06, 5.31649e-06, 5.29792e-06, 5.27718e-06, 6.87805e-05, 5.27715e-06, 5.27715e-06, 5.67794e-06
