   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_305.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Ni_K, Fe_K, Mn_K, Ti_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
12.1695, 4, 1.47888, 1.30712, 2.44949, 2.52112, 1.30712, 0, 1.31114, 1.30712, 1.30712, 1.30712, 1.30712, 1.30712, 1.30712, 1.30712, 1.30712, 1.30712, 1.30712, 1.30712, 1.30712, 1.30712, 1.30712, 1.30712, 1.30712, 1.30712, 1.47486, 1.30712
12.1774, 4, 1.50069, 1.30842, 2.44949, 2.49931, 1.30842, 0, 1.3116, 1.30842, 1.30842, 1.30842, 1.30842, 1.30842, 1.30842, 1.30842, 1.30842, 1.30842, 1.30842, 1.30842, 1.30842, 1.30842, 1.30842, 1.30842, 1.30842, 1.30842, 1.4975, 1.30842
12.1853, 6, 1.52401, 1.30994, 2.82843, 4.47599, 1.30994, 0, 1.31244, 1.30994, 1.30994, 1.30994, 1.30994, 1.30994, 1.30994, 1.30994, 1.30994, 1.30994, 1.30994, 1.30994, 1.30994, 1.30994, 1.30994, 1.30994, 1.30994, 1.30994, 1.52151, 1.30994
12.1932, 2, 1.54794, 1.31101, 2, 0.452059, 1.31101, 0, 1.31296, 1.31101, 1.31101, 1.31101, 1.31101, 1.31101, 1.31101, 1.31101, 1.31101, 1.31101, 1.31101, 1.31101, 1.31101, 1.31101, 1.31101, 1.31101, 1.31101, 1.31101, 1.54599, 1.31101
12.201, 4, 1.57215, 1.31159, 2.44949, 2.42785, 1.31159, 0, 1.3131, 1.31159, 1.31159, 1.31159, 1.31159, 1.31159, 1.31159, 1.31159, 1.31159, 1.31159, 1.31159, 1.31159, 1.31159, 1.31159, 1.31159, 1.31159, 1.31159, 1.31159, 1.57064, 1.31159
12.2089, 4, 1.59656, 1.31192, 2.44949, 2.40344, 1.31192, 0, 1.31309, 1.31192, 1.31192, 1.31192, 1.31192, 1.31192, 1.31192, 1.31192, 1.31192, 1.31192, 1.31192, 1.31192, 1.31192, 1.31192, 1.31192, 1.31192, 1.31192, 1.31192, 1.59539, 1.31192
12.2168, 2, 1.62105, 1.31225, 2, 0.378946, 1.31225, 0, 1.31314, 1.31225, 1.31225, 1.31225, 1.31225, 1.31225, 1.31225, 1.31225, 1.31225, 1.31225, 1.31225, 1.31225, 1.31225, 1.31225, 1.31225, 1.31226, 1.31225, 1.31225, 1.62016, 1.31225
12.2247, 2, 1.64706, 1.3144, 2, 0.352938, 1.3144, 0, 1.31507, 1.3144, 1.3144, 1.3144, 1.3144, 1.3144, 1.3144, 1.3144, 1.3144, 1.3144, 1.3144, 1.3144, 1.3144, 1.3144, 1.3144, 1.3144, 1.3144, 1.3144, 1.64639, 1.3144
12.2326, 2, 1.6715, 1.31567, 2, 0.328498, 1.31567, 0, 1.31618, 1.31567, 1.31567, 1.31567, 1.31567, 1.31567, 1.31567, 1.31567, 1.31567, 1.31567, 1.31567, 1.31567, 1.31567, 1.31567, 1.31567, 1.31567, 1.31567, 1.31567, 1.67099, 1.31567
12.2404, 2, 1.69398, 1.3161, 2, 0.306022, 1.3161, 0, 1.31648, 1.3161, 1.3161, 1.3161, 1.3161, 1.3161, 1.3161, 1.3161, 1.3161, 1.3161, 1.3161, 1.3161, 1.3161, 1.3161, 1.3161, 1.3161, 1.3161, 1.3161, 1.6936, 1.3161
12.2483, 4, 1.7145, 1.31609, 2.44949, 2.2855, 1.31609, 0, 1.31638, 1.31609, 1.31609, 1.31609, 1.31609, 1.31609, 1.31609, 1.31609, 1.31609, 1.31609, 1.31609, 1.31609, 1.31609, 1.31609, 1.31609, 1.3161, 1.31609, 1.31609, 1.71421, 1.31609
12.2562, 2, 1.7331, 1.31609, 2, 0.266904, 1.31609, 0, 1.3163, 1.31609, 1.31609, 1.31609, 1.31609, 1.31609, 1.31609, 1.31609, 1.31609, 1.31609, 1.31609, 1.31609, 1.31609, 1.31609, 1.31609, 1.31609, 1.31609, 1.31609, 1.73288, 1.31609
12.2641, 0, 1.75077, 1.31747, 1.41421, -1.75077, 1.31747, 0, 1.31763, 1.31747, 1.31747, 1.31747, 1.31747, 1.31747, 1.31747, 1.31747, 1.31747, 1.31747, 1.31747, 1.31747, 1.31747, 1.31747, 1.31747, 1.31747, 1.31747, 1.31747, 1.75062, 1.31747
12.272, 2, 1.76484, 1.31787, 2, 0.235165, 1.31787, 0, 1.31798, 1.31787, 1.31787, 1.31787, 1.31787, 1.31787, 1.31787, 1.31787, 1.31787, 1.31787, 1.31787, 1.31787, 1.31787, 1.31787, 1.31787, 1.31787, 1.31787, 1.31787, 1.76472, 1.31787
12.2799, 8, 1.77502, 1.3173, 3.16228, 6.22499, 1.3173, 0, 1.31738, 1.3173, 1.3173, 1.3173, 1.3173, 1.3173, 1.3173, 1.3173, 1.3173, 1.3173, 1.3173, 1.3173, 1.3173, 1.3173, 1.3173, 1.3173, 1.3173, 1.3173, 1.77493, 1.3173
12.2877, 2, 1.78157, 1.31625, 2, 0.218433, 1.31625, 0, 1.31631, 1.31625, 1.31625, 1.31625, 1.31625, 1.31625, 1.31625, 1.31625, 1.31625, 1.31625, 1.31625, 1.31625, 1.31625, 1.31625, 1.31625, 1.31625, 1.31625, 1.31625, 1.78151, 1.31625
12.2956, 12, 1.78481, 1.3152, 3.74166, 10.2152, 1.3152, 0, 1.31524, 1.3152, 1.3152, 1.3152, 1.3152, 1.3152, 1.3152, 1.3152, 1.3152, 1.3152, 1.3152, 1.3152, 1.3152, 1.3152, 1.3152, 1.3152, 1.3152, 1.3152, 1.78477, 1.3152
12.3035, 4, 1.78737, 1.31686, 2.44949, 2.21263, 1.31686, 0, 1.31689, 1.31686, 1.31686, 1.31686, 1.31686, 1.31686, 1.31686, 1.31686, 1.31686, 1.31686, 1.31686, 1.31686, 1.31686, 1.31686, 1.31686, 1.31686, 1.31686, 1.31686, 1.78734, 1.31686
12.3114, 2, 1.78533, 1.31734, 2, 0.214672, 1.31734, 0, 1.31736, 1.31734, 1.31734, 1.31734, 1.31734, 1.31734, 1.31734, 1.31734, 1.31734, 1.31734, 1.31734, 1.31734, 1.31734, 1.31734, 1.31734, 1.31734, 1.31734, 1.31734, 1.78531, 1.31734
12.3193, 2, 1.77882, 1.3167, 2, 0.221184, 1.3167, 0, 1.31672, 1.3167, 1.3167, 1.3167, 1.3167, 1.3167, 1.3167, 1.3167, 1.3167, 1.3167, 1.3167, 1.3167, 1.3167, 1.3167, 1.3167, 1.3167, 1.3167, 1.3167, 1.7788, 1.3167
12.3271, 0, 1.76852, 1.31551, 1.41421, -1.76852, 1.31551, 0, 1.31552, 1.31551, 1.31551, 1.31551, 1.31551, 1.31551, 1.31551, 1.31551, 1.31551, 1.31551, 1.31551, 1.31551, 1.31551, 1.31551, 1.31551, 1.31551, 1.31551, 1.31551, 1.76851, 1.31551
12.335, 6, 1.7552, 1.31431, 2.82843, 4.2448, 1.31431, 0, 1.31432, 1.31431, 1.31431, 1.31431, 1.31431, 1.31431, 1.31431, 1.31431, 1.31431, 1.31431, 1.31431, 1.31431, 1.31431, 1.31431, 1.31431, 1.31431, 1.31431, 1.31431, 1.7552, 1.31431
12.3429, 2, 1.74107, 1.31506, 2, 0.258932, 1.31506, 0, 1.31507, 1.31506, 1.31506, 1.31506, 1.31506, 1.31506, 1.31506, 1.31506, 1.31506, 1.31506, 1.31506, 1.31506, 1.31506, 1.31506, 1.31506, 1.31506, 1.31506, 1.31506, 1.74106, 1.31506
12.3508, 0, 1.72318, 1.31452, 1.41421, -1.72318, 1.31452, 0, 1.31452, 1.31452, 1.31452, 1.31452, 1.31452, 1.31452, 1.31452, 1.31452, 1.31452, 1.31452, 1.31452, 1.31452, 1.31452, 1.31452, 1.31452, 1.31452, 1.31452, 1.31452, 1.72318, 1.31452
12.3587, 2, 1.70198, 1.31276, 2, 0.298019, 1.31276, 0, 1.31276, 1.31276, 1.31276, 1.31276, 1.31276, 1.31276, 1.31276, 1.31276, 1.31276, 1.31276, 1.31276, 1.31276, 1.31276, 1.31276, 1.31276, 1.31276, 1.31276, 1.31276, 1.70198, 1.31276
12.3665, 4, 1.67845, 1.31039, 2.44949, 2.32155, 1.31039, 0, 1.31039, 1.31039, 1.31039, 1.31039, 1.31039, 1.31039, 1.31039, 1.31039, 1.31039, 1.31039, 1.31039, 1.31039, 1.31039, 1.31039, 1.31039, 1.31039, 1.31039, 1.31039, 1.67845, 1.31039
12.3744, 4, 1.65361, 1.30803, 2.44949, 2.34639, 1.30803, 0, 1.30803, 1.30803, 1.30803, 1.30803, 1.30803, 1.30803, 1.30803, 1.30803, 1.30803, 1.30803, 1.30803, 1.30803, 1.30803, 1.30803, 1.30803, 1.30803, 1.30803, 1.30803, 1.6536, 1.30803
12.3823, 0, 1.6313, 1.3091, 1.41421, -1.6313, 1.3091, 0, 1.3091, 1.3091, 1.3091, 1.3091, 1.3091, 1.3091, 1.3091, 1.3091, 1.3091, 1.3091, 1.3091, 1.3091, 1.3091, 1.3091, 1.3091, 1.3091, 1.3091, 1.3091, 1.6313, 1.3091
12.3902, 0, 1.60698, 1.30866, 1.41421, -1.60698, 1.30866, 0, 1.30867, 1.30866, 1.30866, 1.30866, 1.30866, 1.30866, 1.30866, 1.30866, 1.30866, 1.30866, 1.30866, 1.30866, 1.30866, 1.30866, 1.30866, 1.30866, 1.30866, 1.30866, 1.60698, 1.30866
12.3981, 0, 1.58115, 1.30683, 1.41421, -1.58115, 1.30683, 0, 1.30683, 1.30683, 1.30683, 1.30683, 1.30683, 1.30683, 1.30683, 1.30683, 1.30683, 1.30683, 1.30683, 1.30683, 1.30683, 1.30683, 1.30683, 1.30683, 1.30683, 1.30683, 1.58115, 1.30683
12.406, 0, 1.55491, 1.30429, 1.41421, -1.55491, 1.30429, 0, 1.30429, 1.30429, 1.30429, 1.30429, 1.30429, 1.30429, 1.30429, 1.30429, 1.30429, 1.30429, 1.30429, 1.30429, 1.30429, 1.30429, 1.30429, 1.30429, 1.30429, 1.30429, 1.5549, 1.30429
12.4138, 4, 1.52929, 1.30176, 2.44949, 2.47071, 1.30176, 0, 1.30176, 1.30176, 1.30176, 1.30176, 1.30176, 1.30176, 1.30176, 1.30176, 1.30176, 1.30176, 1.30176, 1.30176, 1.30176, 1.30176, 1.30176, 1.30176, 1.30176, 1.30176, 1.52929, 1.30176
12.4217, 0, 1.50717, 1.30177, 1.41421, -1.50717, 1.30177, 0, 1.30177, 1.30177, 1.30177, 1.30177, 1.30177, 1.30177, 1.30177, 1.30177, 1.30177, 1.30177, 1.30177, 1.30177, 1.30177, 1.30177, 1.30177, 1.30177, 1.30177, 1.30177, 1.50717, 1.30177
12.4296, 4, 1.48475, 1.30021, 2.44949, 2.51525, 1.30021, 0, 1.30021, 1.30021, 1.30021, 1.30021, 1.30021, 1.30021, 1.30021, 1.30021, 1.30021, 1.30021, 1.30021, 1.30021, 1.30021, 1.30021, 1.30021, 1.30021, 1.30021, 1.30021, 1.48475, 1.30021
12.4375, 2, 1.46241, 1.2972, 2, 0.537587, 1.2972, 0, 1.2972, 1.2972, 1.2972, 1.2972, 1.2972, 1.2972, 1.2972, 1.2972, 1.2972, 1.2972, 1.2972, 1.2972, 1.2972, 1.2972, 1.2972, 1.2972, 1.2972, 1.2972, 1.46241, 1.2972
12.4454, 4, 1.44117, 1.29347, 2.44949, 2.55883, 1.29347, 0, 1.29347, 1.29347, 1.29347, 1.29347, 1.29347, 1.29347, 1.29347, 1.29347, 1.29347, 1.29347, 1.29347, 1.29347, 1.29347, 1.29347, 1.29347, 1.29347, 1.29347, 1.29347, 1.44116, 1.29347
12.4532, 10, 1.42199, 1.28974, 3.4641, 8.57801, 1.28974, 0, 1.28974, 1.28974, 1.28974, 1.28974, 1.28974, 1.28974, 1.28974, 1.28974, 1.28974, 1.28974, 1.28974, 1.28974, 1.28974, 1.28974, 1.28974, 1.28974, 1.28974, 1.28974, 1.42199, 1.28974
12.4611, 4, 1.40916, 1.29001, 2.44949, 2.59084, 1.29001, 0, 1.29001, 1.29001, 1.29001, 1.29001, 1.29001, 1.29001, 1.29001, 1.29001, 1.29001, 1.29001, 1.29001, 1.29001, 1.29001, 1.29001, 1.29001, 1.29001, 1.29001, 1.29001, 1.40916, 1.29001
12.469, 6, 1.39721, 1.28855, 2.82843, 4.60279, 1.28855, 0, 1.28855, 1.28855, 1.28855, 1.28855, 1.28855, 1.28855, 1.28855, 1.28855, 1.28855, 1.28855, 1.28855, 1.28855, 1.28855, 1.28855, 1.28855, 1.28855, 1.28855, 1.28855, 1.39721, 1.28855
12.4769, 2, 1.38661, 1.28549, 2, 0.613388, 1.28549, 0, 1.28549, 1.28549, 1.28549, 1.28549, 1.28549, 1.28549, 1.28549, 1.28549, 1.28549, 1.28549, 1.28549, 1.28549, 1.28549, 1.28549, 1.28549, 1.28549, 1.28549, 1.28549, 1.38661, 1.28549
12.4848, 2, 1.37855, 1.28163, 2, 0.621448, 1.28163, 0, 1.28163, 1.28163, 1.28163, 1.28163, 1.28163, 1.28163, 1.28163, 1.28163, 1.28163, 1.28163, 1.28163, 1.28163, 1.28163, 1.28163, 1.28163, 1.28163, 1.28163, 1.28163, 1.37855, 1.28163
12.4926, 8, 1.37429, 1.27778, 3.16228, 6.62571, 1.27778, 0, 1.27778, 1.27778, 1.27778, 1.27778, 1.27778, 1.27778, 1.27778, 1.27778, 1.27778, 1.27778, 1.27778, 1.27778, 1.27778, 1.27778, 1.27778, 1.27778, 1.27778, 1.27778, 1.37429, 1.27778
12.5005, 6, 1.37726, 1.27681, 2.82843, 4.62274, 1.27681, 0, 1.27681, 1.27681, 1.27681, 1.27681, 1.27681, 1.27681, 1.27681, 1.27681, 1.27681, 1.27681, 1.27681, 1.27681, 1.27681, 1.27681, 1.27681, 1.27681, 1.27681, 1.27681, 1.37726, 1.27681
12.5084, 2, 1.38358, 1.27416, 2, 0.616416, 1.27416, 0, 1.27416, 1.27416, 1.27416, 1.27416, 1.27416, 1.27416, 1.27416, 1.27416, 1.27416, 1.27416, 1.27416, 1.27416, 1.27416, 1.27416, 1.27416, 1.27416, 1.27416, 1.27416, 1.38358, 1.27416
12.5163, 0, 1.39423, 1.26996, 1.41421, -1.39423, 1.26996, 0, 1.26996, 1.26996, 1.26996, 1.26996, 1.26996, 1.26996, 1.26996, 1.26996, 1.26996, 1.26996, 1.26996, 1.26996, 1.26996, 1.26996, 1.26996, 1.26996, 1.26996, 1.26996, 1.39423, 1.26996
12.5242, 4, 1.41098, 1.265, 2.44949, 2.58902, 1.265, 0, 1.265, 1.265, 1.265, 1.265, 1.265, 1.265, 1.265, 1.265, 1.265, 1.265, 1.265, 1.265, 1.265, 1.265, 1.265, 1.265, 1.265, 1.265, 1.41098, 1.265
12.5321, 2, 1.4358, 1.26004, 2, 0.564202, 1.26004, 0, 1.26004, 1.26004, 1.26004, 1.26004, 1.26004, 1.26004, 1.26004, 1.26004, 1.26004, 1.26004, 1.26004, 1.26004, 1.26004, 1.26004, 1.26004, 1.26004, 1.26004, 1.26004, 1.4358, 1.26004
12.5399, 2, 1.47416, 1.25918, 2, 0.525838, 1.25918, 0, 1.25918, 1.25918, 1.25918, 1.25918, 1.25918, 1.25918, 1.25918, 1.25918, 1.25918, 1.25918, 1.25918, 1.25918, 1.25918, 1.25918, 1.25918, 1.25918, 1.25918, 1.25918, 1.47416, 1.25918
12.5478, 0, 1.52184, 1.25658, 1.41421, -1.52184, 1.25658, 0, 1.25658, 1.25658, 1.25658, 1.25658, 1.25658, 1.25658, 1.25658, 1.25658, 1.25658, 1.25658, 1.25658, 1.25658, 1.25658, 1.25658, 1.25658, 1.25658, 1.25658, 1.25658, 1.52184, 1.25658
12.5557, 2, 1.58082, 1.25238, 2, 0.419177, 1.25238, 0, 1.25238, 1.25238, 1.25238, 1.25238, 1.25238, 1.25238, 1.25238, 1.25238, 1.25238, 1.25238, 1.25238, 1.25238, 1.25238, 1.25238, 1.25238, 1.25238, 1.25238, 1.25238, 1.58082, 1.25238
12.5636, 2, 1.65395, 1.2474, 2, 0.346045, 1.2474, 0, 1.2474, 1.2474, 1.2474, 1.2474, 1.2474, 1.2474, 1.2474, 1.2474, 1.2474, 1.2474, 1.2474, 1.2474, 1.2474, 1.2474, 1.2474, 1.2474, 1.2474, 1.2474, 1.65395, 1.2474
12.5715, 8, 1.74429, 1.24242, 3.16228, 6.25571, 1.24242, 0, 1.24243, 1.24242, 1.24242, 1.24242, 1.24242, 1.24242, 1.24242, 1.24242, 1.24242, 1.24242, 1.24242, 1.24242, 1.24242, 1.24242, 1.24242, 1.24243, 1.24242, 1.24242, 1.74429, 1.24242
12.5793, 8, 1.85717, 1.24037, 3.16228, 6.14283, 1.24037, 0, 1.24037, 1.24037, 1.24037, 1.24037, 1.24037, 1.24037, 1.24037, 1.24037, 1.24037, 1.24037, 1.24037, 1.24037, 1.24037, 1.24037, 1.24037, 1.24037, 1.24037, 1.24037, 1.85717, 1.24037
12.5872, 2, 1.99057, 1.23663, 2, 0.00943494, 1.23663, 0, 1.23663, 1.23663, 1.23663, 1.23663, 1.23663, 1.23663, 1.23663, 1.23663, 1.23663, 1.23663, 1.23663, 1.23663, 1.23663, 1.23663, 1.23663, 1.23663, 1.23663, 1.23663, 1.99056, 1.23663
12.5951, 0, 2.14724, 1.23136, 1.41421, -2.14724, 1.23136, 0, 1.23136, 1.23136, 1.23136, 1.23136, 1.23136, 1.23136, 1.23136, 1.23136, 1.23136, 1.23136, 1.23136, 1.23136, 1.23136, 1.23136, 1.23136, 1.23136, 1.23136, 1.23136, 2.14724, 1.23136
12.603, 2, 2.33069, 1.22533, 2, -0.330693, 1.22533, 0, 1.22533, 1.22533, 1.22533, 1.22533, 1.22533, 1.22533, 1.22533, 1.22533, 1.22533, 1.22533, 1.22533, 1.22533, 1.22533, 1.22533, 1.22533, 1.22533, 1.22533, 1.22533, 2.33069, 1.22533
12.6109, 2, 2.54423, 1.21931, 2, -0.544228, 1.21931, 0, 1.21931, 1.21931, 1.21931, 1.21931, 1.21931, 1.21931, 1.21931, 1.21931, 1.21931, 1.21931, 1.21931, 1.21931, 1.21931, 1.21931, 1.21931, 1.21931, 1.21931, 1.21931, 2.54423, 1.21931
12.6187, 2, 2.79439, 1.21741, 2, -0.79439, 1.21741, 0, 1.21741, 1.21741, 1.21741, 1.21741, 1.21741, 1.21741, 1.21741, 1.21741, 1.21741, 1.21741, 1.21741, 1.21741, 1.21741, 1.21741, 1.21741, 1.21741, 1.21741, 1.21741, 2.79439, 1.21741
12.6266, 2, 3.07748, 1.21373, 2, -1.07748, 1.21373, 0, 1.21373, 1.21373, 1.21373, 1.21373, 1.21373, 1.21373, 1.21373, 1.21373, 1.21373, 1.21373, 1.21373, 1.21373, 1.21373, 1.21373, 1.21373, 1.21373, 1.21373, 1.21373, 3.07747, 1.21373
12.6345, 2, 3.39534, 1.20847, 2, -1.39534, 1.20847, 0, 1.20847, 1.20847, 1.20847, 1.20847, 1.20847, 1.20847, 1.20847, 1.20847, 1.20847, 1.20847, 1.20847, 1.20847, 1.20847, 1.20847, 1.20847, 1.20847, 1.20847, 1.20847, 3.39533, 1.20847
12.6424, 6, 3.75006, 1.20244, 2.82843, 2.24994, 1.20244, 0, 1.20244, 1.20244, 1.20244, 1.20244, 1.20244, 1.20244, 1.20244, 1.20244, 1.20244, 1.20244, 1.20244, 1.20244, 1.20244, 1.20244, 1.20244, 1.20244, 1.20244, 1.20244, 3.75006, 1.20244
12.6503, 8, 4.14288, 1.19641, 3.16228, 3.85712, 1.19641, 0, 1.19641, 1.19641, 1.19641, 1.19641, 1.19641, 1.19641, 1.19641, 1.19641, 1.19641, 1.19641, 1.19641, 1.19641, 1.19641, 1.19641, 1.19641, 1.19641, 1.19641, 1.19641, 4.14288, 1.19641
12.6582, 8, 4.57671, 1.19345, 3.16228, 3.42329, 1.19345, 0, 1.19345, 1.19345, 1.19345, 1.19345, 1.19345, 1.19345, 1.19345, 1.19345, 1.19345, 1.19345, 1.19345, 1.19345, 1.19345, 1.19345, 1.19345, 1.19345, 1.19345, 1.19345, 4.57671, 1.19345
12.666, 6, 5.04549, 1.18876, 2.82843, 0.95451, 1.18876, 0, 1.18876, 1.18876, 1.18876, 1.18876, 1.18876, 1.18876, 1.18876, 1.18876, 1.18876, 1.18876, 1.18876, 1.18876, 1.18876, 1.18876, 1.18876, 1.18876, 1.18876, 1.18876, 5.04549, 1.18876
12.6739, 4, 5.54731, 1.18253, 2.44949, -1.54731, 1.18253, 0, 1.18253, 1.18253, 1.18253, 1.18253, 1.18253, 1.18253, 1.18253, 1.18253, 1.18253, 1.18253, 1.18253, 1.18253, 1.18253, 1.18253, 1.18253, 1.18253, 1.18253, 1.18253, 5.54731, 1.18253
12.6818, 4, 6.0798, 1.17555, 2.44949, -2.0798, 1.17555, 0, 1.17555, 1.17555, 1.17555, 1.17555, 1.17555, 1.17555, 1.17555, 1.17555, 1.17555, 1.17555, 1.17555, 1.17555, 1.17555, 1.17555, 1.17555, 1.17555, 1.17555, 1.17555, 6.0798, 1.17555
12.6897, 16, 6.63927, 1.16858, 4.24264, 9.36073, 1.16858, 0, 1.16858, 1.16858, 1.16858, 1.16858, 1.16858, 1.16858, 1.16858, 1.16858, 1.16858, 1.16858, 1.16858, 1.16858, 1.16858, 1.16858, 1.16858, 1.16858, 1.16858, 1.16858, 6.63927, 1.16858
12.6976, 12, 7.22459, 1.1658, 3.74166, 4.77541, 1.1658, 0, 1.1658, 1.1658, 1.1658, 1.1658, 1.1658, 1.1658, 1.1658, 1.1658, 1.1658, 1.1658, 1.1658, 1.1658, 1.1658, 1.1658, 1.1658, 1.1658, 1.1658, 1.1658, 7.22459, 1.1658
12.7054, 10, 7.82315, 1.16121, 3.4641, 2.17685, 1.16121, 0, 1.16121, 1.16121, 1.16121, 1.16121, 1.16121, 1.16121, 1.16121, 1.16121, 1.16121, 1.16121, 1.16121, 1.16121, 1.16121, 1.16121, 1.16121, 1.16121, 1.16121, 1.16121, 7.82315, 1.16121
12.7133, 12, 8.42758, 1.15501, 3.74166, 3.57242, 1.15501, 0, 1.15501, 1.15501, 1.15501, 1.15501, 1.15501, 1.15501, 1.15501, 1.15501, 1.15501, 1.15501, 1.15501, 1.15501, 1.15501, 1.15501, 1.15501, 1.15501, 1.15501, 1.15501, 8.42758, 1.15501
12.7212, 12, 9.03038, 1.14803, 3.74166, 2.96962, 1.14803, 0, 1.14803, 1.14803, 1.14803, 1.14803, 1.14803, 1.14803, 1.14803, 1.14803, 1.14803, 1.14803, 1.14803, 1.14803, 1.14803, 1.14803, 1.14803, 1.14803, 1.14803, 1.14803, 9.03038, 1.14803
12.7291, 16, 9.62328, 1.14107, 4.24264, 6.37672, 1.14107, 0, 1.14107, 1.14107, 1.14107, 1.14107, 1.14107, 1.14107, 1.14107, 1.14107, 1.14107, 1.14107, 1.14107, 1.14107, 1.14107, 1.14107, 1.14107, 1.14107, 1.14107, 1.14107, 9.62328, 1.14107
12.737, 14, 10.2001, 1.13742, 4, 3.79991, 1.13742, 0, 1.13742, 1.13742, 1.13742, 1.13742, 1.13742, 1.13742, 1.13742, 1.13742, 1.13742, 1.13742, 1.13742, 1.13742, 1.13742, 1.13742, 1.13742, 1.13743, 1.13742, 1.13742, 10.2001, 1.13742
12.7448, 12, 10.7458, 1.13198, 3.74166, 1.25425, 1.13198, 0, 1.13198, 1.13198, 1.13198, 1.13198, 1.13198, 1.13198, 1.13198, 1.13198, 1.13198, 1.13198, 1.13198, 1.13198, 1.13198, 1.13198, 1.13198, 1.13198, 1.13198, 1.13198, 10.7457, 1.13198
12.7527, 16, 11.2509, 1.12497, 4.24264, 4.74914, 1.12497, 0, 1.12497, 1.12497, 1.12497, 1.12497, 1.12497, 1.12497, 1.12497, 1.12497, 1.12497, 1.12497, 1.12497, 1.12497, 1.12497, 1.12497, 1.12497, 1.12497, 1.12497, 1.12497, 11.2509, 1.12497
12.7606, 4, 11.7067, 1.11718, 2.44949, -7.7067, 1.11718, 0, 1.11718, 1.11718, 1.11718, 1.11718, 1.11718, 1.11718, 1.11718, 1.11718, 1.11718, 1.11718, 1.11718, 1.11718, 1.11718, 1.11718, 1.11718, 1.11718, 1.11718, 1.11718, 11.7067, 1.11718
12.7685, 12, 12.1052, 1.10942, 3.74166, -0.105199, 1.10942, 0, 1.10942, 1.10942, 1.10942, 1.10942, 1.10942, 1.10942, 1.10942, 1.10942, 1.10942, 1.10942, 1.10942, 1.10942, 1.10942, 1.10942, 1.10942, 1.10942, 1.10942, 1.10942, 12.1052, 1.10942
12.7764, 20, 12.4428, 1.10598, 4.69042, 7.55723, 1.10598, 0, 1.10598, 1.10598, 1.10598, 1.10598, 1.10598, 1.10598, 1.10598, 1.10598, 1.10598, 1.10598, 1.10598, 1.10598, 1.10598, 1.10598, 1.10598, 1.10598, 1.10598, 1.10598, 12.4428, 1.10598
12.7843, 22, 12.7064, 1.10066, 4.89898, 9.29357, 1.10066, 0, 1.10066, 1.10066, 1.10066, 1.10066, 1.10066, 1.10066, 1.10066, 1.10066, 1.10066, 1.10066, 1.10066, 1.10066, 1.10066, 1.10066, 1.10066, 1.10066, 1.10066, 1.10066, 12.7064, 1.10066
12.7921, 12, 12.891, 1.0937, 3.74166, -0.890956, 1.0937, 0, 1.0937, 1.0937, 1.0937, 1.0937, 1.0937, 1.0937, 1.0937, 1.0937, 1.0937, 1.0937, 1.0937, 1.0937, 1.0937, 1.0937, 1.0937, 1.0937, 1.0937, 1.0937, 12.891, 1.0937
12.8, 20, 12.9934, 1.08594, 4.69042, 7.00663, 1.08594, 0, 1.08594, 1.08594, 1.08594, 1.08594, 1.08594, 1.08594, 1.08594, 1.08594, 1.08594, 1.08594, 1.08594, 1.08594, 1.08594, 1.08594, 1.08594, 1.08594, 1.08594, 1.08594, 12.9934, 1.08594
12.8079, 12, 13.0123, 1.07821, 3.74166, -1.01231, 1.07821, 0, 1.07821, 1.07821, 1.07821, 1.07821, 1.07821, 1.07821, 1.07821, 1.07821, 1.07821, 1.07821, 1.07821, 1.07821, 1.07821, 1.07821, 1.07821, 1.07821, 1.07821, 1.07821, 13.0123, 1.07821
12.8158, 6, 12.951, 1.07411, 2.82843, -6.95099, 1.07411, 0, 1.07411, 1.07411, 1.07411, 1.07411, 1.07411, 1.07411, 1.07411, 1.07411, 1.07411, 1.07411, 1.07411, 1.07411, 1.07411, 1.07411, 1.07411, 1.07411, 1.07411, 1.07411, 12.951, 1.07411
12.8237, 10, 12.8053, 1.06814, 3.4641, -2.80526, 1.06814, 0, 1.06814, 1.06814, 1.06814, 1.06814, 1.06814, 1.06814, 1.06814, 1.06814, 1.06814, 1.06814, 1.06814, 1.06814, 1.06814, 1.06814, 1.06814, 1.06814, 1.06814, 1.06814, 12.8053, 1.06814
12.8315, 26, 12.5785, 1.06054, 5.2915, 13.4215, 1.06054, 0, 1.06054, 1.06054, 1.06054, 1.06054, 1.06054, 1.06054, 1.06054, 1.06054, 1.06054, 1.06054, 1.06054, 1.06054, 1.06054, 1.06054, 1.06054, 1.06054, 1.06054, 1.06054, 12.5785, 1.06054
12.8394, 14, 12.2761, 1.05215, 4, 1.72391, 1.05215, 0, 1.05215, 1.05215, 1.05215, 1.05215, 1.05215, 1.05215, 1.05215, 1.05215, 1.05215, 1.05215, 1.05215, 1.05215, 1.05215, 1.05215, 1.05215, 1.05215, 1.05215, 1.05215, 12.2761, 1.05215
