   PIQUANT 0.0.0-main  ps__0293_0692986818_000rfs_shot_23.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Mn_K, Ti_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
-0.0346122, 46, 0, 0, 6.9282, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0266966, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.018781, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0108654, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.00294986, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00496571, 0, 3.17107e-20, 0, 1.41421, -3.17107e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.87054e-24, 0, 0, 1.1982e-25, 1.84616e-24, 0, 3.17069e-20, 0, 0, 0
0.0128813, 0, 6.92872e-20, 0, 1.41421, -6.92872e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.08708e-24, 0, 0, 2.66151e-25, 4.10675e-24, 0, 6.92787e-20, 0, 0, 0
0.0207968, 0, 1.49382e-19, 0, 1.41421, -1.49382e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.81167e-24, 0, 0, 5.83334e-25, 9.01095e-24, 0, 1.49364e-19, 0, 0, 0
0.0287124, 2, 3.17984e-19, 0, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.8757e-23, 0, 0, 1.26233e-24, 1.95161e-23, 0, 3.17944e-19, 0, 0, 0
0.036628, 0, 6.6865e-19, 0, 1.41421, -6.6865e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.94419e-23, 0, 0, 2.69854e-24, 4.17474e-23, 0, 6.68566e-19, 0, 0, 0
0.0445436, 0, 1.38959e-18, 0, 1.41421, -1.38959e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.19681e-23, 0, 0, 5.70175e-24, 8.82513e-23, 0, 1.38941e-18, 0, 0, 0
0.0524591, 0, 2.85533e-18, 0, 1.41421, -2.85533e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.68428e-22, 0, 0, 1.19126e-23, 1.84453e-22, 0, 2.85497e-18, 0, 0, 0
0.0603747, 0, 5.80325e-18, 0, 1.41421, -5.80325e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.42317e-22, 0, 0, 2.46205e-23, 3.81343e-22, 0, 5.8025e-18, 0, 0, 0
0.0682903, 2, 1.16704e-17, 0, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.88405e-22, 0, 0, 5.03552e-23, 7.80176e-22, 0, 1.16689e-17, 0, 0, 0
0.0762058, 0, 2.32294e-17, 0, 1.41421, -2.32294e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.37023e-21, 0, 0, 1.0195e-22, 1.58006e-21, 0, 2.32263e-17, 0, 0, 0
0.0841214, 0, 4.57773e-17, 0, 1.41421, -4.57773e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.70026e-21, 0, 0, 2.04393e-22, 3.16889e-21, 0, 4.57713e-17, 0, 0, 0
