   PIQUANT 0.0.0-main  ps__0846_0742001877_000BHVO2_shot_9.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Fe_K, Mn_K, Cr_K, Ti_K, Ca_K, K_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
-0.00303896, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0048275, 0, 2.54157e-16, 0, 1.41421, -2.54157e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.69247e-19, 0, 0, 3.59511e-21, 0, 0, 2.53584e-16, 0, 0, 0
0.012694, 0, 4.58668e-16, 0, 1.41421, -4.58668e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0273e-18, 0, 0, 6.59605e-21, 0, 0, 4.57634e-16, 0, 0, 0
0.0205604, 0, 8.21624e-16, 0, 1.41421, -8.21624e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.84022e-18, 0, 0, 1.20144e-20, 0, 0, 8.19771e-16, 0, 0, 0
0.0284269, 0, 1.4611e-15, 0, 1.41421, -1.4611e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.27249e-18, 0, 0, 2.17286e-20, 0, 0, 1.45781e-15, 0, 0, 0
0.0362934, 0, 2.57974e-15, 0, 1.41421, -2.57974e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.77796e-18, 0, 0, 3.90233e-20, 0, 0, 2.57393e-15, 0, 0, 0
0.0441598, 0, 4.5228e-15, 0, 1.41421, -4.5228e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.01299e-17, 0, 0, 6.96037e-20, 0, 0, 4.5126e-15, 0, 0, 0
0.0520263, 0, 7.87446e-15, 0, 1.41421, -7.87446e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.76367e-17, 0, 0, 1.23313e-19, 0, 0, 7.8567e-15, 0, 0, 0
0.0598927, 0, 1.36163e-14, 0, 1.41421, -1.36163e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.04968e-17, 0, 0, 2.17018e-19, 0, 0, 1.35855e-14, 0, 0, 0
0.0677592, 0, 2.33862e-14, 0, 1.41421, -2.33862e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.23789e-17, 0, 0, 3.7944e-19, 0, 0, 2.33335e-14, 0, 0, 0
0.0756257, 0, 3.9899e-14, 0, 1.41421, -3.9899e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.93632e-17, 0, 0, 6.59157e-19, 0, 0, 3.9809e-14, 0, 0, 0
0.0834921, 0, 6.76241e-14, 0, 1.41421, -6.76241e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.5146e-16, 0, 0, 1.13782e-18, 0, 0, 6.74715e-14, 0, 0, 0
0.0913586, 0, 1.1387e-13, 0, 1.41421, -1.1387e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.55038e-16, 0, 0, 1.95179e-18, 0, 0, 1.13613e-13, 0, 0, 0
0.0992251, 0, 1.9051e-13, 0, 1.41421, -1.9051e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.26691e-16, 0, 0, 3.32745e-18, 0, 0, 1.9008e-13, 0, 0, 0
0.107092, 0, 3.16703e-13, 0, 1.41421, -3.16703e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.09331e-16, 0, 0, 5.63828e-18, 0, 0, 3.15988e-13, 0, 0, 0
0.114958, 0, 5.23168e-13, 0, 1.41421, -5.23168e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.17176e-15, 0, 0, 9.49676e-18, 0, 0, 5.21987e-13, 0, 0, 0
0.122824, 0, 8.58836e-13, 0, 1.41421, -8.58836e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.92358e-15, 0, 0, 1.59013e-17, 0, 0, 8.56896e-13, 0, 0, 0
0.130691, 0, 1.40114e-12, 0, 1.41421, -1.40114e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.13824e-15, 0, 0, 2.647e-17, 0, 0, 1.39798e-12, 0, 0, 0
0.138557, 0, 2.27185e-12, 0, 1.41421, -2.27185e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.08848e-15, 0, 0, 4.38099e-17, 0, 0, 2.26672e-12, 0, 0, 0
