   PIQUANT 0.0.0-main  ps__0545_0715362334_000BHVO2_shot_13.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Fe_K, Mn_K, Cr_K, Ti_K, Ca_K, K_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
-0.00245347, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00541269, 0, 5.61395e-17, 0, 1.41421, -5.61395e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.74936e-20, 0, 0, 6.95298e-22, 0, 0, 5.60413e-17, 0, 0, 0
0.0132789, 0, 1.04737e-16, 0, 1.41421, -1.04737e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.8189e-19, 0, 0, 1.31798e-21, 0, 0, 1.04554e-16, 0, 0, 0
0.021145, 0, 1.93829e-16, 0, 1.41421, -1.93829e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.36609e-19, 0, 0, 2.47859e-21, 0, 0, 1.9349e-16, 0, 0, 0
0.0290112, 0, 3.5587e-16, 0, 1.41421, -3.5587e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.18014e-19, 0, 0, 4.62523e-21, 0, 0, 3.55247e-16, 0, 0, 0
0.0368774, 0, 6.48317e-16, 0, 1.41421, -6.48317e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.12589e-18, 0, 0, 8.56577e-21, 0, 0, 6.47183e-16, 0, 0, 0
0.0447435, 0, 1.17211e-15, 0, 1.41421, -1.17211e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.03553e-18, 0, 0, 1.5746e-20, 0, 0, 1.17006e-15, 0, 0, 0
0.0526097, 0, 2.10326e-15, 0, 1.41421, -2.10326e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.65258e-18, 0, 0, 2.87344e-20, 0, 0, 2.09958e-15, 0, 0, 0
0.0604759, 0, 3.74639e-15, 0, 1.41421, -3.74639e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.50608e-18, 0, 0, 5.20621e-20, 0, 0, 3.73983e-15, 0, 0, 0
0.068342, 0, 6.62484e-15, 0, 1.41421, -6.62484e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.15049e-17, 0, 0, 9.36653e-20, 0, 0, 6.61325e-15, 0, 0, 0
0.0762082, 0, 1.16313e-14, 0, 1.41421, -1.16313e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.01991e-17, 0, 0, 1.67348e-19, 0, 0, 1.16109e-14, 0, 0, 0
0.0840744, 0, 2.02772e-14, 0, 1.41421, -2.02772e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.5214e-17, 0, 0, 2.96959e-19, 0, 0, 2.02417e-14, 0, 0, 0
0.0919405, 0, 3.51043e-14, 0, 1.41421, -3.51043e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.09629e-17, 0, 0, 5.23415e-19, 0, 0, 3.50428e-14, 0, 0, 0
0.0998067, 0, 6.03555e-14, 0, 1.41421, -6.03555e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.04815e-16, 0, 0, 9.16453e-19, 0, 0, 6.02498e-14, 0, 0, 0
0.107673, 0, 1.03065e-13, 0, 1.41421, -1.03065e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.78985e-16, 0, 0, 1.59414e-18, 0, 0, 1.02885e-13, 0, 0, 0
0.115539, 0, 1.74815e-13, 0, 1.41421, -1.74815e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.03588e-16, 0, 0, 2.75512e-18, 0, 0, 1.74509e-13, 0, 0, 0
0.123405, 0, 2.94541e-13, 0, 1.41421, -2.94541e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.11507e-16, 0, 0, 4.7314e-18, 0, 0, 2.94024e-13, 0, 0, 0
