   PIQUANT 0.0.0-main  ps__0097_0675553164_000rfs_shot_93.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Cr_K, Ti_K, Ca_K, K_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
0.182677, 0, 1.09483e-14, 0, 1.41421, -1.09483e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.7971e-17, 0, 0, 3.22949e-19, 1.82385e-18, 0, 1.08881e-14, 0, 0
0.19056, 0, 1.95779e-14, 0, 1.41421, -1.95779e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.03665e-16, 0, 0, 5.88951e-19, 3.33189e-18, 0, 1.94704e-14, 0, 0
0.198442, 0, 3.47303e-14, 0, 1.41421, -3.47303e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.83895e-16, 0, 0, 1.06593e-18, 6.04281e-18, 0, 3.45393e-14, 0, 0
0.206324, 0, 6.1123e-14, 0, 1.41421, -6.1123e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.23642e-16, 0, 0, 1.91479e-18, 1.08814e-17, 0, 6.07866e-14, 0, 0
0.214207, 0, 1.0673e-13, 0, 1.41421, -1.0673e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.65125e-16, 0, 0, 3.41435e-18, 1.94573e-17, 0, 1.06142e-13, 0, 0
0.222089, 0, 1.84918e-13, 0, 1.41421, -1.84918e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.79125e-16, 0, 0, 6.04419e-18, 3.45526e-17, 0, 1.83898e-13, 0, 0
0.229972, 0, 3.17915e-13, 0, 1.41421, -3.17915e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.68334e-15, 0, 0, 1.06234e-17, 6.0948e-17, 0, 3.1616e-13, 0, 0
0.237854, 0, 5.42387e-13, 0, 1.41421, -5.42387e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.87193e-15, 0, 0, 1.85412e-17, 1.06797e-16, 0, 5.3939e-13, 0, 0
0.245737, 0, 9.18319e-13, 0, 1.41421, -9.18319e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.86255e-15, 0, 0, 3.21385e-17, 1.85923e-16, 0, 9.13239e-13, 0, 0
0.253619, 0, 1.54307e-12, 0, 1.41421, -1.54307e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.17084e-15, 0, 0, 5.53339e-17, 3.21616e-16, 0, 1.53452e-12, 0, 0
0.261502, 0, 2.5734e-12, 0, 1.41421, -2.5734e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.36271e-14, 0, 0, 9.46477e-17, 5.52891e-16, 0, 2.55913e-12, 0, 0
0.269384, 0, 4.25966e-12, 0, 1.41421, -4.25966e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.25575e-14, 0, 0, 1.60867e-16, 9.44712e-16, 0, 4.236e-12, 0, 0
0.277266, 0, 6.99851e-12, 0, 1.41421, -6.99851e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.70638e-14, 0, 0, 2.71737e-16, 1.60468e-15, 0, 6.95957e-12, 0, 0
0.285149, 0, 1.14134e-11, 0, 1.41421, -1.14134e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.04506e-14, 0, 0, 4.56311e-16, 2.71011e-15, 0, 1.13498e-11, 0, 0
0.293031, 0, 1.84767e-11, 0, 1.41421, -1.84767e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.78723e-14, 0, 0, 7.61932e-16, 4.55175e-15, 0, 1.83735e-11, 0, 0
0.300914, 0, 2.96923e-11, 0, 1.41421, -2.96923e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.57306e-13, 0, 0, 1.26545e-15, 7.60422e-15, 0, 2.95261e-11, 0, 0
0.308796, 0, 4.73685e-11, 5.74532e-44, 1.41421, -4.73685e-11, 0, 5.74532e-44, 5.74532e-44, 5.74532e-44, 5.74532e-44, 5.74532e-44, 5.74532e-44, 5.74532e-44, 5.74532e-44, 5.74532e-44, 5.74532e-44, 5.74532e-44, 5.74532e-44, 2.51003e-13, 5.74532e-44, 5.74532e-44, 2.09114e-15, 1.26392e-14, 5.74532e-44, 4.71028e-11, 5.74532e-44, 5.74532e-44
0.316679, 0, 7.50199e-11, 9.80909e-43, 1.41421, -7.50199e-11, 0, 9.80909e-43, 9.80909e-43, 9.80909e-43, 9.80909e-43, 9.80909e-43, 9.80909e-43, 9.80909e-43, 9.80909e-43, 9.80909e-43, 9.80909e-43, 9.80909e-43, 9.80909e-43, 3.97626e-13, 9.80909e-43, 9.80909e-43, 3.43949e-15, 2.09065e-14, 9.80909e-43, 7.45979e-11, 9.80909e-43, 9.80909e-43
0.324561, 0, 1.17955e-10, 1.40873e-41, 1.41421, -1.17955e-10, 0, 1.40873e-41, 1.40873e-41, 1.40873e-41, 1.40873e-41, 1.40873e-41, 1.40873e-41, 1.40873e-41, 1.40873e-41, 1.40873e-41, 1.40873e-41, 1.40873e-41, 1.40873e-41, 6.25395e-13, 1.40873e-41, 1.40873e-41, 5.63305e-15, 3.44245e-14, 1.40873e-41, 1.1729e-10, 1.40873e-41, 1.40873e-41
0.332444, 0, 1.84132e-10, 1.78897e-40, 1.41421, -1.84132e-10, 0, 1.78897e-40, 1.78897e-40, 1.78897e-40, 1.78897e-40, 1.78897e-40, 1.78897e-40, 1.78897e-40, 1.78897e-40, 1.78897e-40, 1.78897e-40, 1.78897e-40, 1.78897e-40, 9.76647e-13, 1.78897e-40, 1.78897e-40, 9.19008e-15, 5.64429e-14, 1.78897e-40, 1.8309e-10, 1.78897e-40, 1.78897e-40
0.340326, 0, 2.8538e-10, 2.03756e-39, 1.41421, -2.8538e-10, 0, 2.03756e-39, 2.03756e-39, 2.03756e-39, 2.03756e-39, 2.03756e-39, 2.03756e-39, 2.03756e-39, 2.03756e-39, 2.03756e-39, 2.03756e-39, 2.03756e-39, 2.03756e-39, 1.51442e-12, 2.03756e-39, 2.03756e-39, 1.49422e-14, 9.21819e-14, 2.03756e-39, 2.83759e-10, 2.03756e-39, 2.03756e-39
0.348208, 0, 4.39155e-10, 2.09502e-38, 1.41421, -4.39155e-10, 0, 2.09502e-38, 2.09502e-38, 2.09502e-38, 2.09502e-38, 2.09502e-38, 2.09502e-38, 2.09502e-38, 2.09502e-38, 2.09502e-38, 2.09502e-38, 2.09502e-38, 2.09502e-38, 2.33185e-12, 2.09502e-38, 2.09502e-38, 2.42232e-14, 1.50013e-13, 2.09502e-38, 4.36649e-10, 2.09502e-38, 2.09502e-38
0.356091, 0, 6.71003e-10, 1.95543e-37, 1.41421, -6.71003e-10, 0, 1.95543e-37, 1.95543e-37, 1.95543e-37, 1.95543e-37, 1.95543e-37, 1.95543e-37, 1.95543e-37, 1.95543e-37, 1.95543e-37, 1.95543e-37, 1.95543e-37, 1.95543e-37, 3.56557e-12, 1.95543e-37, 1.95543e-37, 3.91723e-14, 2.4334e-13, 1.95543e-37, 6.67155e-10, 1.95543e-37, 1.95543e-37
0.363973, 0, 1.01803e-09, 1.66583e-36, 1.41421, -1.01803e-09, 0, 1.66583e-36, 1.66583e-36, 1.66583e-36, 1.66583e-36, 1.66583e-36, 1.66583e-36, 1.66583e-36, 1.66583e-36, 1.66583e-36, 1.66583e-36, 1.66583e-36, 1.66583e-36, 5.41444e-12, 1.66583e-36, 1.66583e-36, 6.32205e-14, 3.93603e-13, 1.66583e-36, 1.01216e-09, 1.66583e-36, 1.66583e-36
0.371856, 0, 1.5337e-09, 1.30161e-35, 1.41421, -1.5337e-09, 0, 1.30161e-35, 1.30161e-35, 1.30161e-35, 1.30161e-35, 1.30161e-35, 1.30161e-35, 1.30161e-35, 1.30161e-35, 1.30161e-35, 1.30161e-35, 1.30161e-35, 1.30161e-35, 8.1659e-12, 1.30161e-35, 1.30161e-35, 1.01874e-13, 6.35065e-13, 1.30161e-35, 1.5248e-09, 1.30161e-35, 1.30161e-35
0.379738, 0, 2.29448e-09, 9.37313e-35, 1.41421, -2.29448e-09, 0, 9.37313e-35, 9.37313e-35, 9.37313e-35, 9.37313e-35, 9.37313e-35, 9.37313e-35, 9.37313e-35, 9.37313e-35, 9.37313e-35, 9.37313e-35, 9.37313e-35, 9.37313e-35, 1.22323e-11, 9.37313e-35, 9.37313e-35, 1.6397e-13, 1.02245e-12, 9.37313e-35, 2.28106e-09, 9.37313e-35, 9.37313e-35
0.387621, 0, 3.40883e-09, 6.43112e-34, 1.41421, -3.40883e-09, 0, 6.43112e-34, 6.43112e-34, 6.43112e-34, 6.43112e-34, 6.43112e-34, 6.43112e-34, 6.43112e-34, 6.43112e-34, 6.43112e-34, 6.43112e-34, 6.43112e-34, 6.43112e-34, 1.82014e-11, 6.43112e-34, 6.43112e-34, 2.63704e-13, 1.64313e-12, 6.43112e-34, 3.38873e-09, 6.43112e-34, 6.43112e-34
0.395503, 0, 5.02951e-09, 4.32431e-33, 1.41421, -5.02951e-09, 0, 4.32431e-33, 4.32431e-33, 4.32431e-33, 4.32431e-33, 4.32431e-33, 4.32431e-33, 4.32431e-33, 4.32431e-33, 4.32431e-33, 4.32431e-33, 4.32431e-33, 4.32431e-33, 2.69043e-11, 4.32431e-33, 4.32431e-33, 4.23867e-13, 2.63645e-12, 4.32431e-33, 4.99954e-09, 4.32431e-33, 4.32431e-33
0.403386, 0, 7.3699e-09, 2.74413e-32, 1.41421, -7.3699e-09, 0, 2.74413e-32, 2.74413e-32, 2.74413e-32, 2.74413e-32, 2.74413e-32, 2.74413e-32, 2.74413e-32, 2.74413e-32, 2.74413e-32, 2.74413e-32, 2.74413e-32, 2.74413e-32, 3.95095e-11, 2.74413e-32, 2.74413e-32, 6.81045e-13, 4.22452e-12, 2.74413e-32, 7.32549e-09, 2.74413e-32, 2.74413e-32
0.411268, 0, 1.07259e-08, 1.6283e-31, 1.41421, -1.07259e-08, 0, 1.6283e-31, 1.6283e-31, 1.6283e-31, 1.6283e-31, 1.6283e-31, 1.6283e-31, 1.6283e-31, 1.6283e-31, 1.6283e-31, 1.6283e-31, 1.6283e-31, 1.6283e-31, 5.76479e-11, 1.6283e-31, 1.6283e-31, 1.09391e-12, 6.76092e-12, 1.6283e-31, 1.06604e-08, 1.6283e-31, 1.6283e-31
0.41915, 0, 1.55049e-08, 9.03662e-31, 1.41421, -1.55049e-08, 0, 9.03662e-31, 9.03662e-31, 9.03662e-31, 9.03662e-31, 9.03662e-31, 9.03662e-31, 9.03662e-31, 9.03662e-31, 9.03662e-31, 9.03662e-31, 9.03662e-31, 9.03662e-31, 8.35818e-11, 9.03662e-31, 9.03662e-31, 1.75642e-12, 1.08076e-11, 9.03662e-31, 1.54088e-08, 9.03662e-31, 9.03662e-31
0.427033, 0, 2.22631e-08, 4.7013e-30, 1.41421, -2.22631e-08, 0, 4.7013e-30, 4.7013e-30, 4.7013e-30, 4.7013e-30, 4.7013e-30, 4.7013e-30, 4.7013e-30, 4.7013e-30, 4.7013e-30, 4.7013e-30, 4.7013e-30, 4.7013e-30, 1.20429e-10, 4.7013e-30, 4.7013e-30, 2.8187e-12, 1.72555e-11, 4.7013e-30, 2.21226e-08, 4.7013e-30, 4.7013e-30
0.434915, 0, 3.17548e-08, 2.2999e-29, 1.41421, -3.17548e-08, 0, 2.2999e-29, 2.2999e-29, 2.2999e-29, 2.2999e-29, 2.2999e-29, 2.2999e-29, 2.2999e-29, 2.2999e-29, 2.2999e-29, 2.2999e-29, 2.2999e-29, 2.2999e-29, 1.72462e-10, 2.2999e-29, 2.2999e-29, 4.51991e-12, 2.75134e-11, 2.2999e-29, 3.15503e-08, 2.2999e-29, 2.2999e-29
0.442798, 0, 4.49952e-08, 1.06142e-28, 1.41421, -4.49952e-08, 0, 1.06142e-28, 1.06142e-28, 1.06142e-28, 1.06142e-28, 1.06142e-28, 1.06142e-28, 1.06142e-28, 1.06142e-28, 1.06142e-28, 1.06142e-28, 1.06142e-28, 1.06142e-28, 2.45498e-10, 1.06142e-28, 1.06142e-28, 7.23977e-12, 4.38005e-11, 1.06142e-28, 4.46987e-08, 1.06142e-28, 1.06142e-28
0.45068, 0, 6.33406e-08, 4.63526e-28, 1.41421, -6.33406e-08, 0, 4.63526e-28, 4.63526e-28, 4.63526e-28, 4.63526e-28, 4.63526e-28, 4.63526e-28, 4.63526e-28, 4.63526e-28, 4.63526e-28, 4.63526e-28, 4.63526e-28, 4.63526e-28, 3.47413e-10, 4.63526e-28, 4.63526e-28, 1.15786e-11, 6.95971e-11, 4.63526e-28, 6.2912e-08, 4.63526e-28, 4.63526e-28
0.458563, 0, 8.859e-08, 1.92096e-27, 1.41421, -8.859e-08, 0, 1.92096e-27, 1.92096e-27, 1.92096e-27, 1.92096e-27, 1.92096e-27, 1.92096e-27, 1.92096e-27, 1.92096e-27, 1.92096e-27, 1.92096e-27, 1.92096e-27, 1.92096e-27, 4.88811e-10, 1.92096e-27, 1.92096e-27, 1.84807e-11, 1.10334e-10, 1.92096e-27, 8.79724e-08, 1.92096e-27, 1.92096e-27
0.466445, 0, 1.23113e-07, 7.57576e-27, 1.41421, -1.23113e-07, 0, 7.57576e-27, 7.57576e-27, 7.57576e-27, 7.57576e-27, 7.57576e-27, 7.57576e-27, 7.57576e-27, 7.57576e-27, 7.57576e-27, 7.57576e-27, 7.57576e-27, 7.57576e-27, 6.83891e-10, 7.57576e-27, 7.57576e-27, 2.94244e-11, 1.74437e-10, 7.57576e-27, 1.22225e-07, 7.57576e-27, 7.57576e-27
0.474328, 0, 1.70008e-07, 2.85054e-26, 1.41421, -1.70008e-07, 0, 2.85054e-26, 2.85054e-26, 2.85054e-26, 2.85054e-26, 2.85054e-26, 2.85054e-26, 2.85054e-26, 2.85054e-26, 1.68397e-13, 2.85054e-26, 2.85054e-26, 2.85054e-26, 9.5156e-10, 2.85054e-26, 2.85054e-26, 4.67086e-11, 2.74888e-10, 2.85054e-26, 1.68735e-07, 2.85054e-26, 2.85054e-26
0.48221, 0, 2.333e-07, 1.02588e-25, 1.41421, -2.333e-07, 0, 1.02588e-25, 1.02588e-25, 1.02588e-25, 1.02588e-25, 1.02588e-25, 1.02588e-25, 1.02588e-25, 1.02588e-25, 5.59762e-13, 1.02588e-25, 1.02588e-25, 1.02588e-25, 1.31686e-09, 1.02588e-25, 1.02588e-25, 7.38878e-11, 4.31551e-10, 1.02588e-25, 2.31477e-07, 1.02588e-25, 1.02588e-25
0.490092, 0, 3.18176e-07, 3.56823e-25, 1.41421, -3.18176e-07, 0, 3.56823e-25, 3.56823e-25, 3.56823e-25, 3.56823e-25, 3.56823e-25, 3.56823e-25, 3.56823e-25, 3.56823e-25, 1.44431e-12, 3.56823e-25, 3.56823e-25, 3.56823e-25, 1.8128e-09, 3.56823e-25, 3.56823e-25, 1.16419e-10, 6.74581e-10, 3.56823e-25, 3.1557e-07, 3.56823e-25, 3.56823e-25
0.497975, 0, 4.34921e-07, 9.00349e-10, 1.41421, -4.34921e-07, 9.00349e-10, 9.00371e-10, 9.00469e-10, 9.00425e-10, 9.01962e-10, 9.00571e-10, 9.01369e-10, 9.02983e-10, 9.00552e-10, 9.11466e-10, 9.26239e-10, 9.10647e-10, 3.49368e-09, 3.38304e-09, 9.03083e-10, 9.00477e-10, 1.08297e-09, 1.94971e-09, 9.00351e-10, 4.28533e-07, 9.00349e-10, 9.24766e-10
0.505857, 0, 5.93115e-07, 2.96744e-09, 1.41421, -5.93115e-07, 2.96744e-09, 2.96751e-09, 2.96784e-09, 2.96769e-09, 2.97277e-09, 2.96817e-09, 2.97081e-09, 2.97615e-09, 2.96811e-09, 3.00059e-09, 3.05312e-09, 3.00152e-09, 1.15504e-08, 6.35033e-09, 2.97649e-09, 2.96786e-09, 3.25256e-09, 4.59102e-09, 2.96744e-09, 5.78978e-07, 2.96744e-09, 3.04825e-09
0.51374, 0, 8.11006e-07, 7.99882e-09, 1.41421, -8.11006e-07, 7.99882e-09, 7.99902e-09, 7.9999e-09, 7.9995e-09, 8.01326e-09, 8.00081e-09, 8.00795e-09, 8.02241e-09, 8.00064e-09, 8.0845e-09, 8.23065e-09, 8.09103e-09, 3.12201e-08, 1.25855e-08, 8.0233e-09, 7.99996e-09, 8.44173e-09, 1.04962e-08, 7.99884e-09, 7.79551e-07, 7.99882e-09, 8.21745e-09
0.521622, 0, 1.11084e-06, 1.81949e-08, 1.41421, -1.11084e-06, 1.81949e-08, 1.81953e-08, 1.81973e-08, 1.81964e-08, 1.82277e-08, 1.81994e-08, 1.82157e-08, 1.82486e-08, 1.8199e-08, 1.8387e-08, 1.87228e-08, 1.84048e-08, 7.10735e-08, 2.4383e-08, 1.82506e-08, 1.81975e-08, 1.88789e-08, 2.20118e-08, 1.81949e-08, 1.04567e-06, 1.81949e-08, 1.86927e-08
0.529505, 0, 1.53634e-06, 4.00882e-08, 1.41421, -1.53634e-06, 4.00882e-08, 4.00892e-08, 4.00936e-08, 4.00916e-08, 4.01607e-08, 4.00982e-08, 4.01341e-08, 4.02067e-08, 4.00974e-08, 4.05388e-08, 4.12522e-08, 4.05512e-08, 1.56683e-07, 4.83967e-08, 4.02112e-08, 4.0094e-08, 4.11385e-08, 4.58884e-08, 4.00883e-08, 1.40102e-06, 4.00882e-08, 4.1186e-08
0.537387, 0, 2.15934e-06, 8.60752e-08, 1.41421, -2.15934e-06, 8.60752e-08, 8.60774e-08, 8.60869e-08, 8.60825e-08, 8.6231e-08, 8.60967e-08, 8.61738e-08, 8.63297e-08, 8.60949e-08, 8.71039e-08, 8.85761e-08, 8.70699e-08, 3.36571e-07, 9.71772e-08, 8.63394e-08, 8.60876e-08, 8.76781e-08, 9.48217e-08, 8.60754e-08, 1.87966e-06, 8.60752e-08, 8.84337e-08
0.54527, 0, 3.10676e-06, 1.80574e-07, 1.41421, -3.10676e-06, 1.80574e-07, 1.80579e-07, 1.80598e-07, 1.80589e-07, 1.80901e-07, 1.80619e-07, 1.80781e-07, 1.81108e-07, 1.80615e-07, 1.83453e-07, 1.85823e-07, 1.82662e-07, 7.06351e-07, 1.95339e-07, 1.81128e-07, 1.806e-07, 1.83005e-07, 1.93668e-07, 1.80574e-07, 2.53375e-06, 1.80574e-07, 1.85524e-07
0.553152, 0, 4.60413e-06, 3.70557e-07, 1.41421, -4.60413e-06, 3.70557e-07, 3.70566e-07, 3.70607e-07, 3.70589e-07, 3.71228e-07, 3.7065e-07, 3.70982e-07, 3.71654e-07, 3.70642e-07, 3.77425e-07, 3.81334e-07, 3.74843e-07, 1.45002e-06, 3.901e-07, 3.71695e-07, 3.7061e-07, 3.7422e-07, 3.90012e-07, 3.70558e-07, 3.44625e-06, 3.70557e-07, 3.80721e-07
0.561034, 0, 7.05551e-06, 7.44267e-07, 1.41421, -7.05551e-06, 7.44267e-07, 7.44287e-07, 7.44368e-07, 7.44331e-07, 7.45617e-07, 7.44454e-07, 7.45121e-07, 7.46471e-07, 7.44438e-07, 7.59582e-07, 7.65923e-07, 7.52881e-07, 2.91341e-06, 7.70016e-07, 7.46555e-07, 7.44375e-07, 7.49751e-07, 7.72956e-07, 7.44269e-07, 4.7531e-06, 7.44267e-07, 7.64691e-07
0.568917, 0, 1.11793e-05, 1.46355e-06, 1.41421, -1.11793e-05, 1.46355e-06, 1.46359e-06, 1.46375e-06, 1.46368e-06, 1.46621e-06, 1.46392e-06, 1.46523e-06, 1.46789e-06, 1.46389e-06, 1.49638e-06, 1.50616e-06, 1.4805e-06, 5.73107e-06, 1.49732e-06, 1.46805e-06, 1.46376e-06, 1.47171e-06, 1.50553e-06, 1.46356e-06, 6.68089e-06, 1.46355e-06, 1.50373e-06
0.576799, 0, 1.82374e-05, 2.81826e-06, 1.41421, -1.82374e-05, 2.81826e-06, 2.81833e-06, 2.81864e-06, 2.8185e-06, 2.82338e-06, 2.81897e-06, 2.8215e-06, 2.82661e-06, 2.81891e-06, 2.88663e-06, 2.90034e-06, 2.85091e-06, 1.104e-05, 2.86235e-06, 2.82693e-06, 2.81867e-06, 2.83031e-06, 2.87923e-06, 2.81827e-06, 9.61019e-06, 2.81826e-06, 2.89567e-06
0.584682, 0, 3.04093e-05, 5.31509e-06, 1.41421, -3.04093e-05, 5.31509e-06, 5.31522e-06, 5.31581e-06, 5.31554e-06, 5.32474e-06, 5.31642e-06, 5.32119e-06, 5.33085e-06, 5.3163e-06, 5.45445e-06, 5.46997e-06, 5.37669e-06, 2.08288e-05, 5.37239e-06, 5.33145e-06, 5.31585e-06, 5.33276e-06, 5.40297e-06, 5.3151e-06, 1.41783e-05, 5.31509e-06, 5.46115e-06
0.592564, 0, 5.13892e-05, 9.81861e-06, 1.41421, -5.13892e-05, 9.81861e-06, 9.81887e-06, 9.81995e-06, 9.81945e-06, 9.83645e-06, 9.82108e-06, 9.8299e-06, 9.84774e-06, 9.82086e-06, 1.00981e-05, 1.01049e-05, 9.93248e-06, 3.84928e-05, 9.89278e-06, 9.84885e-06, 9.82003e-06, 9.84438e-06, 9.9444e-06, 9.81864e-06, 2.14426e-05, 9.81861e-06, 1.00886e-05
