   PIQUANT 0.0.0-main  ps__0097_0675553164_000rfs_shot_64.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Cr_K, Ti_K, Ca_K, K_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
-0.00210514, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00579244, 0, 2.34218e-19, 0, 1.41421, -2.34218e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.04462e-22, 0, 0, 2.06733e-24, 3.46861e-23, 0, 2.33377e-19, 0, 0
0.01369, 0, 4.63927e-19, 0, 1.41421, -4.63927e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.59343e-21, 0, 0, 4.16009e-24, 6.99044e-23, 0, 4.6226e-19, 0, 0
0.0215876, 0, 9.10269e-19, 0, 1.41421, -9.10269e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.12646e-21, 0, 0, 8.29328e-24, 1.3956e-22, 0, 9.06995e-19, 0, 0
0.0294852, 0, 1.7697e-18, 0, 1.41421, -1.7697e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.07828e-21, 0, 0, 1.63835e-23, 2.761e-22, 0, 1.76333e-18, 0, 0
0.0373828, 0, 3.40999e-18, 0, 1.41421, -3.40999e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.1712e-20, 0, 0, 3.20817e-23, 5.41444e-22, 0, 3.3977e-18, 0, 0
0.0452803, 0, 6.51372e-18, 0, 1.41421, -6.51372e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.23722e-20, 0, 0, 6.22858e-23, 1.05278e-21, 0, 6.49023e-18, 0, 0
0.0531779, 0, 1.23373e-17, 0, 1.41421, -1.23373e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.23738e-20, 0, 0, 1.19921e-22, 2.03017e-21, 0, 1.22928e-17, 0, 0
0.0610755, 0, 2.31744e-17, 0, 1.41421, -2.31744e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.95948e-20, 0, 0, 2.29014e-22, 3.88358e-21, 0, 2.30907e-17, 0, 0
0.0689731, 0, 4.31792e-17, 0, 1.41421, -4.31792e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.48303e-19, 0, 0, 4.33888e-22, 7.37118e-21, 0, 4.30231e-17, 0, 0
0.0768707, 0, 7.9815e-17, 0, 1.41421, -7.9815e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.74131e-19, 0, 0, 8.15665e-22, 1.38844e-20, 0, 7.95261e-17, 0, 0
0.0847683, 0, 1.46387e-16, 0, 1.41421, -1.46387e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.02776e-19, 0, 0, 1.52172e-21, 2.59589e-20, 0, 1.45857e-16, 0, 0
0.0926659, 0, 2.66435e-16, 0, 1.41421, -2.66435e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.15085e-19, 0, 0, 2.81781e-21, 4.81822e-20, 0, 2.65469e-16, 0, 0
0.100563, 0, 4.81284e-16, 0, 1.41421, -4.81284e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.65299e-18, 0, 0, 5.17962e-21, 8.87968e-20, 0, 4.79537e-16, 0, 0
0.108461, 0, 8.62944e-16, 0, 1.41421, -8.62944e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.9638e-18, 0, 0, 9.45257e-21, 1.62511e-19, 0, 8.59808e-16, 0, 0
0.116359, 0, 1.53597e-15, 0, 1.41421, -1.53597e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.27528e-18, 0, 0, 1.71286e-20, 2.95401e-19, 0, 1.53038e-15, 0, 0
0.124256, 0, 2.71419e-15, 0, 1.41421, -2.71419e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.32183e-18, 0, 0, 3.08215e-20, 5.33377e-19, 0, 2.7043e-15, 0, 0
0.132154, 0, 4.76208e-15, 0, 1.41421, -4.76208e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.63552e-17, 0, 0, 5.50799e-20, 9.56762e-19, 0, 4.74472e-15, 0, 0
