   PIQUANT 0.0.0-main  ps__0097_0675553164_000rfs_shot_115.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Cr_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
-0.00123195, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00665836, 0, 1.2665e-20, 0, 1.41421, -1.2665e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.28315e-23, 0, 0, 8.0239e-26, 2.97059e-22, 0, 1.2285e-20, 0, 0
0.0145487, 0, 2.71669e-20, 0, 1.41421, -2.71669e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.776e-22, 0, 0, 1.74713e-25, 6.48565e-22, 0, 2.63405e-20, 0, 0
0.022439, 0, 5.75638e-20, 0, 1.41421, -5.75638e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.76155e-22, 0, 0, 3.75819e-25, 1.39838e-21, 0, 5.57889e-20, 0, 0
0.0303293, 0, 1.20546e-19, 0, 1.41421, -1.20546e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.87374e-22, 0, 0, 7.99034e-25, 2.97925e-21, 0, 1.16778e-19, 0, 0
0.0382196, 0, 2.49597e-19, 0, 1.41421, -2.49597e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.62959e-21, 0, 0, 1.67989e-24, 6.2751e-21, 0, 2.4169e-19, 0, 0
0.0461099, 0, 5.11191e-19, 0, 1.41421, -5.11191e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.33603e-21, 0, 0, 3.49386e-24, 1.30727e-20, 0, 4.94779e-19, 0, 0
0.0540003, 0, 1.03595e-18, 0, 1.41421, -1.03595e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.75754e-21, 0, 0, 7.19105e-24, 2.69473e-20, 0, 1.00223e-18, 0, 0
0.0618906, 0, 2.078e-18, 0, 1.41421, -2.078e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.35487e-20, 0, 0, 1.46518e-23, 5.49845e-20, 0, 2.00945e-18, 0, 0
0.0697809, 0, 4.12697e-18, 0, 1.41421, -4.12697e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.68954e-20, 0, 0, 2.95619e-23, 1.11092e-19, 0, 3.98896e-18, 0, 0
0.0776712, 0, 8.11732e-18, 0, 1.41421, -8.11732e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.28749e-20, 0, 0, 5.90792e-23, 2.22323e-19, 0, 7.84207e-18, 0, 0
0.0855615, 0, 1.58158e-17, 0, 1.41421, -1.58158e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0297e-19, 0, 0, 1.16978e-22, 4.40821e-19, 0, 1.52719e-17, 0, 0
0.0934518, 0, 3.05326e-17, 0, 1.41421, -3.05326e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.98684e-19, 0, 0, 2.29534e-22, 8.66228e-19, 0, 2.94675e-17, 0, 0
0.101342, 0, 5.84141e-17, 0, 1.41421, -5.84141e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.79914e-19, 0, 0, 4.46425e-22, 1.68733e-18, 0, 5.63464e-17, 0, 0
0.109232, 0, 1.10773e-16, 0, 1.41421, -1.10773e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.20048e-19, 0, 0, 8.60787e-22, 3.25883e-18, 0, 1.06793e-16, 0, 0
0.117123, 0, 2.08248e-16, 0, 1.41421, -2.08248e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.35289e-18, 0, 0, 1.64576e-21, 6.2418e-18, 0, 2.00652e-16, 0, 0
0.125013, 0, 3.8818e-16, 0, 1.41421, -3.8818e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.52032e-18, 0, 0, 3.12055e-21, 1.18584e-17, 0, 3.73798e-16, 0, 0
0.132903, 0, 7.17543e-16, 0, 1.41421, -7.17543e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.65587e-18, 0, 0, 5.8689e-21, 2.23508e-17, 0, 6.9053e-16, 0, 0
0.140794, 0, 1.31548e-15, 0, 1.41421, -1.31548e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.53012e-18, 0, 0, 1.09497e-20, 4.18005e-17, 0, 1.26514e-15, 0, 0
0.148684, 0, 2.39217e-15, 0, 1.41421, -2.39217e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.55013e-17, 0, 0, 2.02688e-20, 7.75819e-17, 0, 2.29906e-15, 0, 0
0.156574, 0, 4.33662e-15, 0, 1.41421, -4.33662e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.80786e-17, 0, 0, 3.74952e-20, 1.44049e-16, 0, 4.16446e-15, 0, 0
0.164465, 0, 7.75689e-15, 0, 1.41421, -7.75689e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.01866e-17, 0, 0, 6.82931e-20, 2.63231e-16, 0, 7.44341e-15, 0, 0
0.172355, 0, 1.37677e-14, 0, 1.41421, -1.37677e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.90063e-17, 0, 0, 1.23467e-19, 4.77608e-16, 0, 1.32009e-14, 0, 0
0.180245, 0, 2.42497e-14, 0, 1.41421, -2.42497e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.56642e-16, 0, 0, 2.21586e-19, 8.60529e-16, 0, 2.32323e-14, 0, 0
0.188136, 0, 4.23895e-14, 0, 1.41421, -4.23895e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.73579e-16, 0, 0, 3.94818e-19, 1.53982e-15, 0, 4.05757e-14, 0, 0
0.196026, 0, 7.35441e-14, 0, 1.41421, -7.35441e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.74213e-16, 0, 0, 6.98482e-19, 2.73673e-15, 0, 7.03324e-14, 0, 0
0.203916, 0, 1.26649e-13, 0, 1.41421, -1.26649e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.15843e-16, 0, 0, 1.22705e-18, 4.83168e-15, 0, 1.21e-13, 0, 0
0.211807, 0, 2.16496e-13, 0, 1.41421, -2.16496e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.39319e-15, 0, 0, 2.14075e-18, 8.47455e-15, 0, 2.06626e-13, 0, 0
0.219697, 0, 3.67381e-13, 0, 1.41421, -3.67381e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.36158e-15, 0, 0, 3.70949e-18, 1.47691e-14, 0, 3.50246e-13, 0, 0
0.227587, 0, 6.18907e-13, 0, 1.41421, -6.18907e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.97384e-15, 0, 0, 6.38497e-18, 2.55771e-14, 0, 5.8935e-13, 0, 0
0.235478, 0, 1.03515e-12, 0, 1.41421, -1.03515e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.63824e-15, 0, 0, 1.09183e-17, 4.40209e-14, 0, 9.84476e-13, 0, 0
0.243368, 0, 1.71896e-12, 0, 1.41421, -1.71896e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.10091e-14, 0, 0, 1.8551e-17, 7.53053e-14, 0, 1.63262e-12, 0, 0
0.251258, 0, 2.83426e-12, 0, 1.41421, -2.83426e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.81268e-14, 0, 0, 3.13229e-17, 1.28059e-13, 0, 2.68804e-12, 0, 0
0.259148, 0, 4.64029e-12, 0, 1.41421, -4.64029e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.96336e-14, 0, 0, 5.25685e-17, 2.16507e-13, 0, 4.3941e-12, 0, 0
0.267039, 0, 7.54401e-12, 0, 1.41421, -7.54401e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.8101e-14, 0, 0, 8.77072e-17, 3.63978e-13, 0, 7.13185e-12, 0, 0
0.274929, 0, 1.21796e-11, 0, 1.41421, -1.21796e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.75265e-14, 0, 0, 1.45509e-16, 6.08544e-13, 0, 1.14934e-11, 0, 0
0.282819, 0, 1.95282e-11, 0, 1.41421, -1.95282e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.24076e-13, 0, 0, 2.401e-16, 1.01205e-12, 0, 1.83918e-11, 0, 0
0.29071, 0, 3.10963e-11, 0, 1.41421, -3.10963e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.97191e-13, 0, 0, 3.94152e-16, 1.6745e-12, 0, 2.92242e-11, 0, 0
0.2986, 0, 4.91811e-11, 2.94273e-44, 1.41421, -4.91811e-11, 2.94273e-44, 0, 2.94273e-44, 2.94273e-44, 2.94273e-44, 2.94273e-44, 2.94273e-44, 2.94273e-44, 2.94273e-44, 2.94273e-44, 2.94273e-44, 2.94273e-44, 3.11216e-13, 2.94273e-44, 2.94273e-44, 6.43929e-16, 2.75704e-12, 2.94273e-44, 4.61122e-11, 2.94273e-44, 2.94273e-44
0.30649, 0, 7.72607e-11, 5.11474e-43, 1.41421, -7.72607e-11, 5.11474e-43, 0, 5.11474e-43, 5.11474e-43, 5.11474e-43, 5.11474e-43, 5.11474e-43, 5.11474e-43, 5.11474e-43, 5.11474e-43, 5.11474e-43, 5.11474e-43, 4.87788e-13, 5.11474e-43, 5.11474e-43, 1.04727e-15, 4.51829e-12, 5.11474e-43, 7.22536e-11, 5.11474e-43, 5.11474e-43
0.314381, 0, 1.20564e-10, 7.57402e-42, 1.41421, -1.20564e-10, 7.57402e-42, 0, 7.57402e-42, 7.57402e-42, 7.57402e-42, 7.57402e-42, 7.57402e-42, 7.57402e-42, 7.57402e-42, 7.57402e-42, 7.57402e-42, 7.57402e-42, 7.59298e-13, 7.57402e-42, 7.57402e-42, 1.69624e-15, 7.37206e-12, 7.57402e-42, 1.1243e-10, 7.57402e-42, 7.57402e-42
0.322271, 0, 1.86897e-10, 9.9111e-41, 1.41421, -1.86897e-10, 9.9111e-41, 0, 9.9111e-41, 9.9111e-41, 9.9111e-41, 9.9111e-41, 9.9111e-41, 9.9111e-41, 9.9111e-41, 9.9111e-41, 9.9111e-41, 9.9111e-41, 1.17388e-12, 9.9111e-41, 9.9111e-41, 2.73712e-15, 1.19787e-11, 9.9111e-41, 1.73742e-10, 9.9111e-41, 9.9111e-41
0.330161, 0, 2.87841e-10, 1.16067e-39, 1.41421, -2.87841e-10, 1.16067e-39, 0, 1.16067e-39, 1.16067e-39, 1.16067e-39, 1.16067e-39, 1.16067e-39, 1.16067e-39, 1.16067e-39, 1.16067e-39, 1.16067e-39, 1.16067e-39, 1.80256e-12, 1.16067e-39, 1.16067e-39, 4.40208e-15, 1.93893e-11, 1.16067e-39, 2.66645e-10, 1.16067e-39, 1.16067e-39
0.338052, 0, 4.40457e-10, 1.22532e-38, 1.41421, -4.40457e-10, 1.22532e-38, 0, 1.22532e-38, 1.22532e-38, 1.22532e-38, 1.22532e-38, 1.22532e-38, 1.22532e-38, 1.22532e-38, 1.22532e-38, 1.22532e-38, 1.22532e-38, 2.74934e-12, 1.22532e-38, 1.22532e-38, 7.0595e-15, 3.12738e-11, 1.22532e-38, 4.06427e-10, 1.22532e-38, 1.22532e-38
0.345942, 0, 6.69733e-10, 1.17241e-37, 1.41421, -6.69733e-10, 1.17241e-37, 0, 1.17241e-37, 1.17241e-37, 1.17241e-37, 1.17241e-37, 1.17241e-37, 1.17241e-37, 1.17241e-37, 1.17241e-37, 1.17241e-37, 1.17241e-37, 4.16547e-12, 1.17241e-37, 1.17241e-37, 1.12937e-14, 5.02814e-11, 1.17241e-37, 6.15275e-10, 1.17241e-37, 1.17241e-37
0.353832, 0, 1.01203e-09, 1.02224e-36, 1.41421, -1.01203e-09, 1.02224e-36, 0, 1.02224e-36, 1.02224e-36, 1.02224e-36, 1.02224e-36, 1.02224e-36, 1.02224e-36, 1.02224e-36, 1.02224e-36, 1.02224e-36, 1.02224e-36, 6.26933e-12, 1.02224e-36, 1.02224e-36, 1.80315e-14, 8.06084e-11, 1.02224e-36, 9.25134e-10, 1.02224e-36, 1.02224e-36
0.361723, 0, 1.51997e-09, 8.16451e-36, 1.41421, -1.51997e-09, 8.16451e-36, 0, 8.16451e-36, 8.16451e-36, 8.16451e-36, 8.16451e-36, 8.16451e-36, 8.16451e-36, 8.16451e-36, 8.16451e-36, 8.16451e-36, 8.16451e-36, 9.37403e-12, 8.16451e-36, 8.16451e-36, 2.87442e-14, 1.28896e-10, 8.16451e-36, 1.38167e-09, 8.16451e-36, 8.16451e-36
0.369613, 0, 2.26929e-09, 6.00153e-35, 1.41421, -2.26929e-09, 6.00153e-35, 0, 6.00153e-35, 6.00153e-35, 6.00153e-35, 6.00153e-35, 6.00153e-35, 6.00153e-35, 6.00153e-35, 6.00153e-35, 6.00153e-35, 6.00153e-35, 1.39254e-11, 6.00153e-35, 6.00153e-35, 4.57677e-14, 2.05645e-10, 6.00153e-35, 2.04968e-09, 6.00153e-35, 6.00153e-35
0.377503, 0, 3.36845e-09, 4.11957e-34, 1.41421, -3.36845e-09, 4.11957e-34, 0, 4.11957e-34, 4.11957e-34, 4.11957e-34, 4.11957e-34, 4.11957e-34, 4.11957e-34, 4.11957e-34, 4.11957e-34, 4.11957e-34, 4.11957e-34, 2.05542e-11, 4.11957e-34, 4.11957e-34, 7.28128e-14, 3.27443e-10, 4.11957e-34, 3.02038e-09, 4.11957e-34, 4.11957e-34
0.385394, 0, 4.97203e-09, 2.81028e-33, 1.41421, -4.97203e-09, 2.81028e-33, 0, 2.81028e-33, 2.81028e-33, 2.81028e-33, 2.81028e-33, 2.81028e-33, 2.81028e-33, 2.81028e-33, 2.81028e-33, 2.81028e-33, 2.81028e-33, 3.01463e-11, 2.81028e-33, 2.81028e-33, 1.15774e-13, 5.20475e-10, 2.81028e-33, 4.42129e-09, 2.81028e-33, 2.81028e-33
0.393284, 0, 7.29952e-09, 1.81488e-32, 1.41421, -7.29952e-09, 1.81488e-32, 0, 1.81488e-32, 1.81488e-32, 1.81488e-32, 1.81488e-32, 1.81488e-32, 1.81488e-32, 1.81488e-32, 1.81488e-32, 1.81488e-32, 1.81488e-32, 4.39388e-11, 1.81488e-32, 1.81488e-32, 1.84015e-13, 8.26029e-10, 1.81488e-32, 6.42937e-09, 1.81488e-32, 1.81488e-32
0.401174, 0, 1.06614e-08, 1.09604e-31, 1.41421, -1.06614e-08, 1.09604e-31, 0, 1.09604e-31, 1.09604e-31, 1.09604e-31, 1.09604e-31, 1.09604e-31, 1.09604e-31, 1.09604e-31, 1.09604e-31, 1.09604e-31, 1.09604e-31, 6.36473e-11, 1.09604e-31, 1.09604e-31, 2.92398e-13, 1.30912e-09, 1.09604e-31, 9.2883e-09, 1.09604e-31, 1.09604e-31
