   PIQUANT 0.0.0-main  ps__0097_0675553164_000rfs_shot_22.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Cr_K, Ti_K, Ca_K, K_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
7.37924, 8.16619, 9.43618, 9.24624, 3.18845, -1.26999, 9.24624, 0, 9.24624, 9.24626, 9.43615, 9.24624, 9.24624, 9.24624, 9.24624, 9.24624, 9.24624, 9.24624, 9.24624, 9.24624, 9.24624, 9.24624, 9.24624, 9.24624, 9.24624, 9.24624, 9.24624, 9.24624, 9.24624, 9.24624
7.38714, 11.1145, 9.47142, 9.22018, 3.62139, 1.64303, 9.22018, 0, 9.22018, 9.2202, 9.47139, 9.22018, 9.22018, 9.22018, 9.22018, 9.22018, 9.22018, 9.22018, 9.22018, 9.22018, 9.22018, 9.22018, 9.22018, 9.22018, 9.22018, 9.22018, 9.22018, 9.22018, 9.22018, 9.22018
7.39504, 12.7831, 9.51844, 9.19392, 3.84488, 3.26468, 9.19392, 0, 9.19393, 9.19395, 9.51841, 9.19392, 9.19392, 9.19392, 9.19392, 9.19392, 9.19392, 9.19392, 9.19392, 9.19392, 9.19392, 9.19392, 9.19392, 9.19392, 9.19392, 9.19392, 9.19393, 9.19392, 9.19392, 9.19392
7.40295, 20.4876, 9.57687, 9.16759, 4.74211, 10.9107, 9.16759, 0, 9.1676, 9.16762, 9.57684, 9.16759, 9.16759, 9.16759, 9.16759, 9.16759, 9.16759, 9.16759, 9.16759, 9.16759, 9.16759, 9.16759, 9.16759, 9.16759, 9.16759, 9.16759, 9.1676, 9.16759, 9.16759, 9.16759
7.41085, 16.5476, 9.6453, 9.1413, 4.30669, 6.90229, 9.1413, 0, 9.14131, 9.14133, 9.64526, 9.1413, 9.1413, 9.1413, 9.1413, 9.1413, 9.1413, 9.1413, 9.1413, 9.1413, 9.1413, 9.1413, 9.1413, 9.1413, 9.1413, 9.1413, 9.1413, 9.1413, 9.1413, 9.1413
7.41876, 14.9827, 9.72113, 9.11518, 4.121, 5.26152, 9.11518, 0, 9.11519, 9.11521, 9.7211, 9.11518, 9.11518, 9.11518, 9.11518, 9.11518, 9.11518, 9.11518, 9.11518, 9.11518, 9.11518, 9.11518, 9.11518, 9.11518, 9.11518, 9.11518, 9.11518, 9.11518, 9.11518, 9.11518
7.42666, 8.29413, 9.80024, 9.08895, 3.20845, -1.50611, 9.08895, 0, 9.08896, 9.08898, 9.80021, 9.08895, 9.08895, 9.08895, 9.08895, 9.08895, 9.08895, 9.08895, 9.08895, 9.08895, 9.08895, 9.08895, 9.08895, 9.08895, 9.08895, 9.08895, 9.08895, 9.08895, 9.08895, 9.08895
7.43456, 15.8327, 9.87795, 9.06276, 4.22288, 5.95475, 9.06276, 0, 9.06277, 9.06279, 9.87792, 9.06276, 9.06276, 9.06276, 9.06276, 9.06276, 9.06276, 9.06276, 9.06276, 9.06276, 9.06276, 9.06276, 9.06276, 9.06276, 9.06276, 9.06276, 9.06277, 9.06276, 9.06276, 9.06276
7.44246, 9.90505, 9.94892, 9.03677, 3.45037, -0.0438719, 9.03677, 0, 9.03678, 9.0368, 9.94889, 9.03677, 9.03677, 9.03677, 9.03677, 9.03677, 9.03677, 9.03677, 9.03677, 9.03677, 9.03677, 9.03677, 9.03677, 9.03677, 9.03677, 9.03677, 9.03677, 9.03677, 9.03677, 9.03677
7.45037, 8.98547, 10.0071, 9.01065, 3.31443, -1.02167, 9.01065, 0, 9.01065, 9.01067, 10.0071, 9.01065, 9.01065, 9.01065, 9.01065, 9.01065, 9.01065, 9.01065, 9.01065, 9.01065, 9.01065, 9.01065, 9.01065, 9.01065, 9.01065, 9.01065, 9.01065, 9.01065, 9.01065, 9.01065
7.45827, 7.16059, 10.0474, 8.98457, 3.02665, -2.88683, 8.98457, 0, 8.98457, 8.98459, 10.0474, 8.98457, 8.98457, 8.98457, 8.98457, 8.98457, 8.98457, 8.98457, 8.98457, 8.98457, 8.98457, 8.98457, 8.98457, 8.98457, 8.98457, 8.98457, 8.98457, 8.98457, 8.98457, 8.98457
7.46617, 9.08011, 10.0655, 8.9587, 3.32868, -0.985392, 8.9587, 0, 8.95871, 8.95873, 10.0655, 8.9587, 8.9587, 8.9587, 8.9587, 8.9587, 8.9587, 8.9587, 8.9587, 8.9587, 8.9587, 8.9587, 8.9587, 8.9587, 8.9587, 8.9587, 8.9587, 8.9587, 8.9587, 8.9587
7.47408, 16.4396, 10.058, 8.93268, 4.29413, 6.38161, 8.93268, 0, 8.93269, 8.93271, 10.0579, 8.93268, 8.93268, 8.93268, 8.93268, 8.93268, 8.93268, 8.93268, 8.93268, 8.93268, 8.93268, 8.93268, 8.93268, 8.93268, 8.93268, 8.93268, 8.93269, 8.93268, 8.93268, 8.93268
7.48198, 6.73514, 10.0237, 8.90671, 2.95553, -3.2886, 8.90671, 0, 8.90671, 8.90673, 10.0237, 8.90671, 8.90671, 8.90671, 8.90671, 8.90671, 8.90671, 8.90671, 8.90671, 8.90671, 8.90671, 8.90671, 8.90671, 8.90671, 8.90671, 8.90671, 8.90671, 8.90671, 8.90671, 8.90671
7.48989, 8.60947, 10.0231, 8.9405, 3.25722, -1.4136, 8.9405, 0, 8.9405, 8.94052, 10.023, 8.9405, 8.9405, 8.9405, 8.9405, 8.9405, 8.9405, 8.9405, 8.9405, 8.9405, 8.9405, 8.9405, 8.9405, 8.9405, 8.9405, 8.9405, 8.9405, 8.9405, 8.9405, 8.9405
7.49779, 9.98764, 9.9986, 8.97423, 3.46232, -0.0109644, 8.97423, 0, 8.97423, 8.97425, 9.99857, 8.97423, 8.97423, 8.97423, 8.97423, 8.97423, 8.97423, 8.97423, 8.97423, 8.97423, 8.97423, 8.97423, 8.97423, 8.97423, 8.97423, 8.97423, 8.97423, 8.97423, 8.97423, 8.97423
7.50569, 7.29377, 9.9544, 9.00802, 3.04857, -2.66063, 9.00802, 0, 9.00803, 9.00805, 9.95437, 9.00802, 9.00802, 9.00802, 9.00802, 9.00802, 9.00802, 9.00802, 9.00802, 9.00802, 9.00802, 9.00802, 9.00802, 9.00802, 9.00802, 9.00802, 9.00802, 9.00802, 9.00802, 9.00802
7.5136, 8.57844, 9.89565, 9.04199, 3.25245, -1.31721, 9.04199, 0, 9.042, 9.04202, 9.89562, 9.04199, 9.04199, 9.04199, 9.04199, 9.04199, 9.04199, 9.04199, 9.04199, 9.04199, 9.04199, 9.04199, 9.04199, 9.04199, 9.04199, 9.04199, 9.042, 9.04199, 9.04199, 9.04199
7.5215, 5.19851, 9.82774, 9.07592, 2.683, -4.62923, 9.07592, 0, 9.07592, 9.07595, 9.8277, 9.07592, 9.07592, 9.07592, 9.07592, 9.07592, 9.07592, 9.07592, 9.07592, 9.07592, 9.07592, 9.07592, 9.07592, 9.07592, 9.07592, 9.07592, 9.07592, 9.07592, 9.07592, 9.07592
7.5294, 12.0996, 9.75623, 9.10975, 3.75495, 2.3434, 9.10975, 0, 9.10975, 9.10977, 9.7562, 9.10975, 9.10975, 9.10975, 9.10975, 9.10975, 9.10975, 9.10975, 9.10975, 9.10975, 9.10975, 9.10975, 9.10975, 9.10975, 9.10975, 9.10975, 9.10975, 9.10975, 9.10975, 9.10975
7.53731, 9.65841, 9.68612, 9.14335, 3.41444, -0.0277195, 9.14335, 0, 9.14335, 9.14337, 9.68609, 9.14335, 9.14335, 9.14335, 9.14335, 9.14335, 9.14335, 9.14335, 9.14335, 9.14335, 9.14335, 9.14335, 9.14335, 9.14335, 9.14335, 9.14335, 9.14335, 9.14335, 9.14335, 9.14335
7.54521, 13.099, 9.62182, 9.17686, 3.88575, 3.47721, 9.17686, 0, 9.17687, 9.17689, 9.62178, 9.17686, 9.17686, 9.17686, 9.17686, 9.17686, 9.17686, 9.17686, 9.17686, 9.17686, 9.17686, 9.17686, 9.17686, 9.17686, 9.17686, 9.17686, 9.17687, 9.17686, 9.17686, 9.17686
7.55311, 13.988, 9.5666, 9.21044, 3.99849, 4.42135, 9.21044, 0, 9.21045, 9.21047, 9.56657, 9.21044, 9.21044, 9.21044, 9.21044, 9.21044, 9.21044, 9.21044, 9.21044, 9.21044, 9.21044, 9.21044, 9.21044, 9.21044, 9.21044, 9.21044, 9.21044, 9.21044, 9.21044, 9.21044
7.56102, 9.86948, 9.52249, 9.24414, 3.44521, 0.346988, 9.24414, 0, 9.24414, 9.24417, 9.52246, 9.24414, 9.24414, 9.24414, 9.24414, 9.24414, 9.24414, 9.24414, 9.24414, 9.24414, 9.24414, 9.24414, 9.24414, 9.24414, 9.24414, 9.24414, 9.24414, 9.24414, 9.24414, 9.24414
7.56892, 10.1066, 9.49023, 9.2778, 3.47946, 0.616404, 9.2778, 0, 9.27781, 9.27783, 9.49019, 9.2778, 9.2778, 9.2778, 9.2778, 9.2778, 9.2778, 9.2778, 9.2778, 9.2778, 9.2778, 9.2778, 9.2778, 9.2778, 9.2778, 9.2778, 9.2778, 9.2778, 9.2778, 9.2778
7.57682, 14.6173, 9.46947, 9.31118, 4.07643, 5.14781, 9.31118, 0, 9.31119, 9.31121, 9.46944, 9.31118, 9.31118, 9.31118, 9.31118, 9.31118, 9.31118, 9.31118, 9.31118, 9.31118, 9.31118, 9.31118, 9.31118, 9.31118, 9.31118, 9.31118, 9.31118, 9.31118, 9.31118, 9.31118
7.58473, 8.73656, 9.45947, 9.34429, 3.27667, -0.722912, 9.34429, 0, 9.34429, 9.34432, 9.45943, 9.34429, 9.34429, 9.34429, 9.34429, 9.34429, 9.34429, 9.34429, 9.34429, 9.34429, 9.34429, 9.34429, 9.34429, 9.34429, 9.34429, 9.34429, 9.34429, 9.34429, 9.34429, 9.34429
7.59263, 10.7383, 9.45912, 9.37728, 3.56908, 1.2792, 9.37728, 0, 9.37729, 9.37731, 9.45909, 9.37728, 9.37728, 9.37728, 9.37728, 9.37728, 9.37728, 9.37728, 9.37728, 9.37728, 9.37728, 9.37728, 9.37728, 9.37728, 9.37728, 9.37728, 9.37728, 9.37728, 9.37728, 9.37728
7.60053, 12.7287, 9.46713, 9.41034, 3.8378, 3.26159, 9.41034, 0, 9.41034, 9.41037, 9.46709, 9.41034, 9.41034, 9.41034, 9.41034, 9.41034, 9.41034, 9.41034, 9.41034, 9.41034, 9.41034, 9.41034, 9.41034, 9.41034, 9.41034, 9.41034, 9.41034, 9.41034, 9.41034, 9.41034
7.60844, 10.9856, 9.48192, 9.44344, 3.60355, 1.50363, 9.44344, 0, 9.44344, 9.44347, 9.48188, 9.44344, 9.44344, 9.44344, 9.44344, 9.44344, 9.44344, 9.44344, 9.44344, 9.44344, 9.44344, 9.44344, 9.44344, 9.44344, 9.44344, 9.44344, 9.44344, 9.44344, 9.44344, 9.44344
7.61634, 14.7142, 9.50188, 9.4764, 4.0883, 5.21232, 9.4764, 0, 9.47641, 9.47643, 9.50184, 9.4764, 9.4764, 9.4764, 9.4764, 9.4764, 9.4764, 9.4764, 9.4764, 9.4764, 9.4764, 9.4764, 9.4764, 9.4764, 9.4764, 9.4764, 9.4764, 9.4764, 9.4764, 9.4764
7.62424, 8.53284, 9.5255, 9.50903, 3.24543, -0.992664, 9.50903, 0, 9.50903, 9.50906, 9.52546, 9.50903, 9.50903, 9.50903, 9.50903, 9.50903, 9.50903, 9.50903, 9.50903, 9.50903, 9.50903, 9.50903, 9.50903, 9.50903, 9.50903, 9.50903, 9.50903, 9.50903, 9.50903, 9.50903
7.63215, 14.1482, 9.55177, 9.54136, 4.01848, 4.59643, 9.54136, 0, 9.54137, 9.54139, 9.55173, 9.54136, 9.54136, 9.54136, 9.54136, 9.54136, 9.54136, 9.54136, 9.54136, 9.54136, 9.54136, 9.54136, 9.54136, 9.54136, 9.54136, 9.54136, 9.54136, 9.54136, 9.54136, 9.54136
7.64005, 14.1192, 9.58, 9.57357, 4.01487, 4.5392, 9.57357, 0, 9.57358, 9.5736, 9.57996, 9.57357, 9.57357, 9.57357, 9.57357, 9.57357, 9.57357, 9.57357, 9.57357, 9.57357, 9.57357, 9.57357, 9.57357, 9.57357, 9.57357, 9.57357, 9.57357, 9.57357, 9.57357, 9.57357
7.64795, 12.5583, 9.60973, 9.60583, 3.81554, 2.94862, 9.60583, 0, 9.60584, 9.60587, 9.60968, 9.60583, 9.60583, 9.60583, 9.60583, 9.60583, 9.60583, 9.60583, 9.60583, 9.60583, 9.60583, 9.60583, 9.60583, 9.60583, 9.60583, 9.60583, 9.60584, 9.60583, 9.60583, 9.60583
7.65586, 9.28347, 9.64035, 9.63804, 3.35909, -0.356874, 9.63804, 0, 9.63804, 9.63807, 9.64031, 9.63804, 9.63804, 9.63804, 9.63804, 9.63804, 9.63804, 9.63804, 9.63804, 9.63804, 9.63804, 9.63804, 9.63804, 9.63804, 9.63804, 9.63804, 9.63804, 9.63804, 9.63804, 9.63804
7.66376, 14.7924, 9.67134, 9.67, 4.09785, 5.12101, 9.67, 0, 9.67, 9.67003, 9.6713, 9.67, 9.67, 9.67, 9.67, 9.67, 9.67, 9.67, 9.67, 9.67, 9.67, 9.67, 9.67, 9.67, 9.67, 9.67, 9.67, 9.67, 9.67, 9.67
7.67166, 14.193, 9.70236, 9.70158, 4.02405, 4.4906, 9.70158, 0, 9.70158, 9.70161, 9.70231, 9.70158, 9.70158, 9.70158, 9.70158, 9.70158, 9.70158, 9.70158, 9.70158, 9.70158, 9.70158, 9.70158, 9.70158, 9.70158, 9.70158, 9.70158, 9.70158, 9.70158, 9.70158, 9.70158
7.67957, 15.7538, 9.7333, 9.73285, 4.21352, 6.02048, 9.73285, 0, 9.73285, 9.73289, 9.73326, 9.73285, 9.73285, 9.73285, 9.73285, 9.73285, 9.73285, 9.73285, 9.73285, 9.73285, 9.73285, 9.73285, 9.73285, 9.73285, 9.73285, 9.73285, 9.73285, 9.73285, 9.73285, 9.73285
7.68747, 12.9176, 9.76427, 9.764, 3.86233, 3.15333, 9.764, 0, 9.764, 9.76404, 9.76422, 9.764, 9.764, 9.764, 9.764, 9.764, 9.764, 9.764, 9.764, 9.764, 9.764, 9.764, 9.764, 9.764, 9.764, 9.764, 9.764, 9.764, 9.764, 9.764
7.69537, 10.3072, 9.79529, 9.79512, 3.50817, 0.511959, 9.79512, 0, 9.79512, 9.79516, 9.79524, 9.79512, 9.79512, 9.79512, 9.79512, 9.79512, 9.79512, 9.79512, 9.79512, 9.79512, 9.79512, 9.79512, 9.79512, 9.79512, 9.79512, 9.79512, 9.79512, 9.79512, 9.79512, 9.79512
7.70328, 10.3169, 9.82621, 9.82609, 3.50954, 0.490652, 9.82609, 0, 9.82609, 9.82614, 9.82615, 9.82609, 9.82609, 9.82609, 9.82609, 9.82609, 9.82609, 9.82609, 9.82609, 9.82609, 9.82609, 9.82609, 9.82609, 9.82609, 9.82609, 9.82609, 9.82609, 9.82609, 9.82609, 9.82609
7.71118, 14.6817, 9.85683, 9.85673, 4.08432, 4.82482, 9.85673, 0, 9.85674, 9.85679, 9.85677, 9.85673, 9.85673, 9.85673, 9.85673, 9.85673, 9.85673, 9.85673, 9.85673, 9.85673, 9.85673, 9.85673, 9.85673, 9.85673, 9.85673, 9.85673, 9.85673, 9.85673, 9.85673, 9.85673
7.71908, 16.9778, 9.8871, 9.887, 4.35635, 7.09069, 9.887, 0, 9.88701, 9.88706, 9.88703, 9.887, 9.887, 9.887, 9.887, 9.887, 9.887, 9.887, 9.887, 9.887, 9.887, 9.887, 9.887, 9.887, 9.887, 9.887, 9.887, 9.887, 9.887, 9.887
7.72699, 12.6557, 9.91709, 9.917, 3.82828, 2.73864, 9.917, 0, 9.917, 9.91706, 9.91701, 9.917, 9.917, 9.917, 9.917, 9.917, 9.917, 9.917, 9.917, 9.917, 9.917, 9.917, 9.917, 9.917, 9.917, 9.917, 9.917, 9.917, 9.917, 9.917
7.73489, 6.67522, 9.94696, 9.94687, 2.94537, -3.27175, 9.94687, 0, 9.94687, 9.94694, 9.94688, 9.94687, 9.94687, 9.94687, 9.94687, 9.94687, 9.94687, 9.94687, 9.94687, 9.94687, 9.94687, 9.94687, 9.94687, 9.94687, 9.94687, 9.94687, 9.94687, 9.94687, 9.94687, 9.94687
7.74279, 11.1268, 9.97663, 9.97652, 3.62309, 1.15014, 9.97652, 0, 9.97652, 9.97661, 9.97653, 9.97652, 9.97652, 9.97652, 9.97652, 9.97652, 9.97652, 9.97652, 9.97652, 9.97652, 9.97652, 9.97652, 9.97652, 9.97652, 9.97652, 9.97652, 9.97652, 9.97652, 9.97652, 9.97652
7.7507, 6.69182, 10.006, 10.0059, 2.94819, -3.3142, 10.0059, 0, 10.0059, 10.006, 10.0059, 10.0059, 10.0059, 10.0059, 10.0059, 10.0059, 10.0059, 10.0059, 10.0059, 10.0059, 10.0059, 10.0059, 10.0059, 10.0059, 10.0059, 10.0059, 10.0059, 10.0059, 10.0059, 10.0059
7.7586, 8.99519, 10.0351, 10.035, 3.3159, -1.03991, 10.035, 0, 10.035, 10.0351, 10.035, 10.035, 10.035, 10.035, 10.035, 10.035, 10.035, 10.035, 10.035, 10.035, 10.035, 10.035, 10.035, 10.035, 10.035, 10.035, 10.035, 10.035, 10.035, 10.035
7.76651, 8.26987, 10.0639, 10.0637, 3.20466, -1.794, 10.0637, 0, 10.0637, 10.0638, 10.0637, 10.0637, 10.0637, 10.0637, 10.0637, 10.0637, 10.0637, 10.0637, 10.0637, 10.0637, 10.0637, 10.0637, 10.0637, 10.0637, 10.0637, 10.0637, 10.0637, 10.0637, 10.0637, 10.0637
7.77441, 14.6171, 10.0924, 10.0922, 4.0764, 4.52469, 10.0922, 0, 10.0922, 10.0924, 10.0922, 10.0922, 10.0922, 10.0922, 10.0922, 10.0922, 10.0922, 10.0922, 10.0922, 10.0922, 10.0922, 10.0922, 10.0922, 10.0922, 10.0922, 10.0922, 10.0922, 10.0922, 10.0922, 10.0922
7.78231, 10.0985, 10.1207, 10.1205, 3.4783, -0.0221596, 10.1205, 0, 10.1205, 10.1207, 10.1205, 10.1205, 10.1205, 10.1205, 10.1205, 10.1205, 10.1205, 10.1205, 10.1205, 10.1205, 10.1205, 10.1205, 10.1205, 10.1205, 10.1205, 10.1205, 10.1205, 10.1205, 10.1205, 10.1205
7.79022, 20.4865, 10.1487, 10.1485, 4.74199, 10.3378, 10.1485, 0, 10.1485, 10.1487, 10.1485, 10.1485, 10.1485, 10.1485, 10.1485, 10.1485, 10.1485, 10.1485, 10.1485, 10.1485, 10.1485, 10.1485, 10.1485, 10.1485, 10.1485, 10.1485, 10.1485, 10.1485, 10.1485, 10.1485
7.79812, 13.3128, 10.1764, 10.1762, 3.91315, 3.1364, 10.1762, 0, 10.1762, 10.1763, 10.1762, 10.1762, 10.1762, 10.1762, 10.1762, 10.1762, 10.1762, 10.1762, 10.1762, 10.1762, 10.1762, 10.1762, 10.1762, 10.1762, 10.1762, 10.1762, 10.1762, 10.1762, 10.1762, 10.1762
7.80602, 15.6061, 10.2037, 10.2035, 4.19596, 5.4024, 10.2035, 0, 10.2035, 10.2037, 10.2035, 10.2035, 10.2035, 10.2035, 10.2035, 10.2035, 10.2035, 10.2035, 10.2035, 10.2035, 10.2035, 10.2035, 10.2035, 10.2035, 10.2035, 10.2035, 10.2035, 10.2035, 10.2035, 10.2035
7.81393, 11.2046, 10.2307, 10.2305, 3.63382, 0.973911, 10.2305, 0, 10.2305, 10.2307, 10.2305, 10.2305, 10.2305, 10.2305, 10.2305, 10.2305, 10.2305, 10.2305, 10.2305, 10.2305, 10.2305, 10.2305, 10.2305, 10.2305, 10.2305, 10.2305, 10.2305, 10.2305, 10.2305, 10.2305
7.82183, 15.3747, 10.2574, 10.2572, 4.16829, 5.11723, 10.2572, 0, 10.2572, 10.2574, 10.2572, 10.2572, 10.2572, 10.2572, 10.2572, 10.2572, 10.2572, 10.2572, 10.2572, 10.2572, 10.2572, 10.2572, 10.2572, 10.2572, 10.2572, 10.2572, 10.2572, 10.2572, 10.2572, 10.2572
7.82973, 12.782, 10.2838, 10.2836, 3.84474, 2.49819, 10.2836, 0, 10.2836, 10.2838, 10.2836, 10.2836, 10.2836, 10.2836, 10.2836, 10.2836, 10.2836, 10.2836, 10.2836, 10.2836, 10.2836, 10.2836, 10.2836, 10.2836, 10.2836, 10.2836, 10.2836, 10.2836, 10.2836, 10.2836
7.83764, 9.99656, 10.3098, 10.3096, 3.4636, -0.31324, 10.3096, 0, 10.3096, 10.3098, 10.3096, 10.3096, 10.3096, 10.3096, 10.3096, 10.3096, 10.3096, 10.3096, 10.3096, 10.3096, 10.3096, 10.3096, 10.3096, 10.3096, 10.3096, 10.3096, 10.3096, 10.3096, 10.3096, 10.3096
7.84554, 11.1707, 10.3354, 10.3352, 3.62915, 0.835295, 10.3352, 0, 10.3352, 10.3354, 10.3352, 10.3352, 10.3352, 10.3352, 10.3352, 10.3352, 10.3352, 10.3352, 10.3352, 10.3352, 10.3352, 10.3352, 10.3352, 10.3352, 10.3352, 10.3352, 10.3352, 10.3352, 10.3352, 10.3352
7.85344, 15.9831, 10.3605, 10.3603, 4.24065, 5.62257, 10.3603, 0, 10.3603, 10.3605, 10.3603, 10.3603, 10.3603, 10.3603, 10.3603, 10.3603, 10.3603, 10.3603, 10.3603, 10.3603, 10.3603, 10.3603, 10.3603, 10.3603, 10.3603, 10.3603, 10.3603, 10.3603, 10.3603, 10.3603
7.86135, 12.8245, 10.3851, 10.3849, 3.85026, 2.43937, 10.3849, 0, 10.3849, 10.3851, 10.385, 10.3849, 10.3849, 10.3849, 10.3849, 10.3849, 10.3849, 10.3849, 10.3849, 10.3849, 10.3849, 10.3849, 10.3849, 10.3849, 10.3849, 10.3849, 10.3849, 10.3849, 10.3849, 10.3849
7.86925, 9.14166, 10.4093, 10.4091, 3.33791, -1.2676, 10.4091, 0, 10.4091, 10.4092, 10.4091, 10.4091, 10.4091, 10.4091, 10.4091, 10.4091, 10.4091, 10.4091, 10.4091, 10.4091, 10.4091, 10.4091, 10.4091, 10.4091, 10.4091, 10.4091, 10.4091, 10.4091, 10.4091, 10.4091
7.87715, 16.6286, 10.4329, 10.4328, 4.31609, 6.19569, 10.4328, 0, 10.4328, 10.4329, 10.4328, 10.4328, 10.4328, 10.4328, 10.4328, 10.4328, 10.4328, 10.4328, 10.4328, 10.4328, 10.4328, 10.4328, 10.4328, 10.4328, 10.4328, 10.4328, 10.4328, 10.4328, 10.4328, 10.4328
7.88506, 9.55522, 10.4561, 10.456, 3.3993, -0.900901, 10.456, 0, 10.456, 10.4561, 10.456, 10.456, 10.456, 10.456, 10.456, 10.456, 10.456, 10.456, 10.456, 10.456, 10.456, 10.456, 10.456, 10.456, 10.456, 10.456, 10.456, 10.456, 10.456, 10.456
7.89296, 13.106, 10.4789, 10.4787, 3.88664, 2.62711, 10.4787, 0, 10.4787, 10.4789, 10.4787, 10.4787, 10.4787, 10.4787, 10.4787, 10.4787, 10.4787, 10.4787, 10.4787, 10.4787, 10.4787, 10.4787, 10.4787, 10.4787, 10.4787, 10.4787, 10.4787, 10.4787, 10.4787, 10.4787
7.90086, 17.1976, 10.5011, 10.501, 4.38151, 6.69653, 10.501, 0, 10.501, 10.5011, 10.501, 10.501, 10.501, 10.501, 10.501, 10.501, 10.501, 10.501, 10.501, 10.501, 10.501, 10.501, 10.501, 10.501, 10.501, 10.501, 10.501, 10.501, 10.501, 10.501
7.90877, 11.2036, 10.5228, 10.5227, 3.63368, 0.680751, 10.5227, 0, 10.5227, 10.5228, 10.5227, 10.5227, 10.5227, 10.5227, 10.5227, 10.5227, 10.5227, 10.5227, 10.5227, 10.5227, 10.5227, 10.5227, 10.5227, 10.5227, 10.5227, 10.5227, 10.5227, 10.5227, 10.5227, 10.5227
7.91667, 16.7536, 10.544, 10.5439, 4.33054, 6.20955, 10.5439, 0, 10.5439, 10.544, 10.5439, 10.5439, 10.5439, 10.5439, 10.5439, 10.5439, 10.5439, 10.5439, 10.5439, 10.5439, 10.5439, 10.5439, 10.5439, 10.5439, 10.5439, 10.5439, 10.5439, 10.5439, 10.5439, 10.5439
7.92457, 11.8963, 10.5648, 10.5647, 3.72777, 1.33148, 10.5647, 0, 10.5647, 10.5648, 10.5647, 10.5647, 10.5647, 10.5647, 10.5647, 10.5647, 10.5647, 10.5647, 10.5647, 10.5647, 10.5647, 10.5647, 10.5647, 10.5647, 10.5647, 10.5647, 10.5647, 10.5647, 10.5647, 10.5647
7.93248, 10.2203, 10.585, 10.5849, 3.49575, -0.364735, 10.5849, 0, 10.5849, 10.585, 10.5849, 10.5849, 10.5849, 10.5849, 10.5849, 10.5849, 10.5849, 10.5849, 10.5849, 10.5849, 10.5849, 10.5849, 10.5849, 10.5849, 10.5849, 10.5849, 10.5849, 10.5849, 10.5849, 10.5849
7.94038, 14.8182, 10.6046, 10.6046, 4.101, 4.21358, 10.6046, 0, 10.6046, 10.6046, 10.6046, 10.6046, 10.6046, 10.6046, 10.6046, 10.6046, 10.6046, 10.6046, 10.6046, 10.6046, 10.6046, 10.6046, 10.6046, 10.6046, 10.6046, 10.6046, 10.6046, 10.6046, 10.6046, 10.6046
7.94828, 13.215, 10.6237, 10.6236, 3.90064, 2.59126, 10.6236, 0, 10.6237, 10.6237, 10.6237, 10.6236, 10.6236, 10.6236, 10.6236, 10.6236, 10.6236, 10.6236, 10.6236, 10.6236, 10.6236, 10.6236, 10.6236, 10.6236, 10.6236, 10.6236, 10.6237, 10.6236, 10.6236, 10.6236
7.95619, 10.9378, 10.6423, 10.6422, 3.59691, 0.295481, 10.6422, 0, 10.6422, 10.6423, 10.6423, 10.6422, 10.6422, 10.6422, 10.6422, 10.6422, 10.6422, 10.6422, 10.6422, 10.6422, 10.6422, 10.6422, 10.6422, 10.6422, 10.6422, 10.6422, 10.6422, 10.6422, 10.6422, 10.6422
7.96409, 15.2657, 10.6605, 10.6604, 4.1552, 4.60517, 10.6604, 0, 10.6604, 10.6605, 10.6604, 10.6604, 10.6604, 10.6604, 10.6604, 10.6604, 10.6604, 10.6604, 10.6604, 10.6604, 10.6604, 10.6604, 10.6604, 10.6604, 10.6604, 10.6604, 10.6604, 10.6604, 10.6604, 10.6604
7.97199, 13.471, 10.6782, 10.6782, 3.93331, 2.79272, 10.6782, 0, 10.6782, 10.6782, 10.6782, 10.6782, 10.6782, 10.6782, 10.6782, 10.6782, 10.6782, 10.6782, 10.6782, 10.6782, 10.6782, 10.6782, 10.6782, 10.6782, 10.6782, 10.6782, 10.6782, 10.6782, 10.6782, 10.6782
7.9799, 17.7413, 10.6955, 10.6954, 4.44312, 7.04583, 10.6954, 0, 10.6954, 10.6955, 10.6954, 10.6954, 10.6954, 10.6954, 10.6954, 10.6954, 10.6954, 10.6954, 10.6954, 10.6954, 10.6954, 10.6954, 10.6954, 10.6954, 10.6954, 10.6954, 10.6954, 10.6954, 10.6954, 10.6954
7.9878, 4.98141, 10.7122, 10.7122, 2.64224, -5.73082, 10.7122, 0, 10.7122, 10.7122, 10.7122, 10.7122, 10.7122, 10.7122, 10.7122, 10.7122, 10.7122, 10.7122, 10.7122, 10.7122, 10.7122, 10.7122, 10.7122, 10.7122, 10.7122, 10.7122, 10.7122, 10.7122, 10.7122, 10.7122
7.9957, 13.4924, 10.7283, 10.7283, 3.93604, 2.76405, 10.7283, 0, 10.7283, 10.7283, 10.7283, 10.7283, 10.7283, 10.7283, 10.7283, 10.7283, 10.7283, 10.7283, 10.7283, 10.7283, 10.7283, 10.7283, 10.7283, 10.7283, 10.7283, 10.7283, 10.7283, 10.7283, 10.7283, 10.7283
