   PIQUANT 0.0.0-main  ps__0097_0675553164_000rfs_shot_122.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Cr_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
0.000265564, 0, 3.21147e-22, 0, 1.41421, -3.21147e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.69866e-24, 0, 0, 5.50345e-27, 4.40892e-24, 0, 3.14033e-22, 0, 0
0.00815086, 0, 7.56617e-22, 0, 1.41421, -7.56617e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.35624e-24, 0, 0, 1.31586e-26, 1.05944e-23, 0, 7.39653e-22, 0, 0
0.0160362, 0, 1.75347e-21, 0, 1.41421, -1.75347e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.47267e-23, 0, 0, 3.09497e-26, 2.50212e-23, 0, 1.71369e-21, 0, 0
0.0239215, 0, 4.00116e-21, 0, 1.41421, -4.00116e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.35952e-23, 0, 0, 7.16785e-26, 5.81442e-23, 0, 3.90935e-21, 0, 0
0.0318067, 0, 9.00283e-21, 0, 1.41421, -9.00283e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.55706e-23, 0, 0, 1.63783e-25, 1.33224e-22, 0, 8.79387e-21, 0, 0
0.039692, 0, 1.99739e-20, 0, 1.41421, -1.99739e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.67618e-22, 0, 0, 3.69017e-25, 3.00832e-22, 0, 1.9505e-20, 0, 0
0.0475773, 0, 4.37243e-20, 0, 1.41421, -4.37243e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.6683e-22, 0, 0, 8.20386e-25, 6.69992e-22, 0, 4.26867e-20, 0, 0
0.0554626, 0, 9.44975e-20, 0, 1.41421, -9.44975e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.92587e-22, 0, 0, 1.80075e-24, 1.47271e-21, 0, 9.22304e-20, 0, 0
0.0633479, 0, 2.01732e-19, 0, 1.41421, -2.01732e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.69155e-21, 0, 0, 3.90461e-24, 3.19688e-21, 0, 1.9684e-19, 0, 0
0.0712332, 0, 4.25585e-19, 0, 1.41421, -4.25585e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.56763e-21, 0, 0, 8.36753e-24, 6.85679e-21, 0, 4.15152e-19, 0, 0
0.0791185, 0, 8.87624e-19, 0, 1.41421, -8.87624e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.43883e-21, 0, 0, 1.77294e-23, 1.45381e-20, 0, 8.65629e-19, 0, 0
0.0870038, 0, 1.83088e-18, 0, 1.41421, -1.83088e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.53397e-20, 0, 0, 3.7156e-23, 3.04836e-20, 0, 1.78502e-18, 0, 0
0.0948891, 0, 3.73612e-18, 0, 1.41421, -3.73612e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.12936e-20, 0, 0, 7.70459e-23, 6.32357e-20, 0, 3.64152e-18, 0, 0
