   PIQUANT 0.0.0-main  ps__0097_0675553164_000rfs_shot_42.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Cr_K, Ti_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
-0.00136854, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00652697, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0144225, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.022318, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0302135, 0, 2.31143e-29, 0, 1.41421, -2.31143e-29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.09351e-31, 0, 0, 2.99758e-34, 0, 2.73761e-35, 0, 2.30046e-29, 0, 0, 0
0.038109, 0, 2.14076e-28, 0, 1.41421, -2.14076e-28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.01275e-30, 0, 0, 2.77618e-33, 0, 5.24492e-33, 0, 2.13055e-28, 0, 0, 0
0.0460045, 0, 1.24916e-27, 0, 1.41421, -1.24916e-27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.90943e-30, 0, 0, 1.61992e-32, 0, 4.7239e-32, 0, 1.24319e-27, 0, 0, 0
0.0539, 0, 5.85179e-27, 0, 1.41421, -5.85179e-27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.76829e-29, 0, 0, 7.59821e-32, 0, 2.72761e-31, 0, 5.82375e-27, 0, 0, 0
0.0617955, 0, 2.39894e-26, 0, 1.41421, -2.39894e-26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.13485e-28, 0, 0, 3.12643e-31, 0, 1.27112e-30, 0, 2.38744e-26, 0, 0, 0
0.0696911, 0, 8.96964e-26, 0, 1.41421, -8.96964e-26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.24319e-28, 0, 0, 1.17555e-30, 0, 5.19544e-30, 0, 8.92657e-26, 0, 0, 0
0.0775866, 0, 3.13053e-25, 0, 1.41421, -3.13053e-25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.48093e-27, 0, 0, 4.13086e-30, 0, 1.93896e-29, 0, 3.11549e-25, 0, 0, 0
0.0854821, 0, 1.03461e-24, 0, 1.41421, -1.03461e-24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.8943e-27, 0, 0, 1.37552e-29, 0, 6.76078e-29, 0, 1.02963e-24, 0, 0, 0
0.0933776, 0, 3.26884e-24, 0, 1.41421, -3.26884e-24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.54635e-26, 0, 0, 4.38069e-29, 0, 2.23366e-28, 0, 3.25311e-24, 0, 0, 0
0.101273, 0, 9.93978e-24, 0, 1.41421, -9.93978e-24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.70206e-26, 0, 0, 1.34311e-28, 0, 7.05811e-28, 0, 9.89192e-24, 0, 0, 0
0.109169, 0, 2.92324e-23, 0, 1.41421, -2.92324e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.38285e-25, 0, 0, 3.98366e-28, 0, 2.14719e-27, 0, 2.90915e-23, 0, 0, 0
0.117064, 0, 8.346e-23, 0, 1.41421, -8.346e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.9481e-25, 0, 0, 1.14727e-27, 0, 6.31925e-27, 0, 8.30577e-23, 0, 0, 0
0.12496, 0, 2.32003e-22, 0, 1.41421, -2.32003e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.09749e-24, 0, 0, 3.21761e-27, 0, 1.80586e-26, 0, 2.30884e-22, 0, 0, 0
0.132855, 0, 6.29406e-22, 0, 1.41421, -6.29406e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.97741e-24, 0, 0, 8.8086e-27, 0, 5.02558e-26, 0, 6.2637e-22, 0, 0, 0
0.140751, 0, 1.66965e-21, 0, 1.41421, -1.66965e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.8983e-24, 0, 0, 2.35844e-26, 0, 1.36517e-25, 0, 1.6616e-21, 0, 0, 0
0.148646, 0, 4.33786e-21, 0, 1.41421, -4.33786e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.05202e-23, 0, 0, 6.18566e-26, 0, 3.62674e-25, 0, 4.31691e-21, 0, 0, 0
0.156542, 0, 1.10526e-20, 0, 1.41421, -1.10526e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.22841e-23, 0, 0, 1.59141e-25, 0, 9.43786e-25, 0, 1.09992e-20, 0, 0, 0
0.164437, 0, 2.765e-20, 0, 1.41421, -2.765e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.30797e-22, 0, 0, 4.02084e-25, 0, 2.40904e-24, 0, 2.75164e-20, 0, 0, 0
0.172333, 0, 6.79815e-20, 0, 1.41421, -6.79815e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.21584e-22, 0, 0, 9.98667e-25, 0, 6.03843e-24, 0, 6.76528e-20, 0, 0, 0
0.180228, 0, 1.6441e-19, 0, 1.41421, -1.6441e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.77732e-22, 0, 0, 2.44046e-24, 0, 1.48781e-23, 0, 1.63615e-19, 0, 0, 0
