   PIQUANT 0.0.0-main  ps__0097_0675553164_000rfs_shot_101.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Ti_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
4.58998, 7.84436, 9.14219, 8.48084, 3.13757, -1.29783, 8.48084, 0, 8.48084, 8.48086, 8.48427, 8.49501, 9.12455, 8.48084, 8.48084, 8.48084, 8.48084, 8.48084, 8.48084, 8.48084, 8.48084, 8.48084, 8.48084, 8.48084, 8.48084, 8.48084, 8.48084, 8.48084
4.59787, 11.3441, 9.09343, 8.52093, 3.65295, 2.25062, 8.52093, 0, 8.52093, 8.52095, 8.52436, 8.53666, 9.07424, 8.52093, 8.52093, 8.52093, 8.52093, 8.52093, 8.52093, 8.52093, 8.52093, 8.52093, 8.52093, 8.52093, 8.52093, 8.52093, 8.52093, 8.52093
4.60576, 15.8906, 9.05086, 8.56111, 4.22973, 6.83979, 8.56111, 0, 8.56111, 8.56113, 8.56454, 8.57835, 9.03015, 8.56111, 8.56111, 8.56111, 8.56111, 8.56111, 8.56111, 8.56111, 8.56111, 8.56111, 8.56111, 8.56111, 8.56111, 8.56111, 8.56111, 8.56111
4.61364, 7.52898, 9.01564, 8.60138, 3.0869, -1.48667, 8.60138, 0, 8.60138, 8.6014, 8.60481, 8.62005, 8.99351, 8.60138, 8.60138, 8.60138, 8.60138, 8.60138, 8.60138, 8.60138, 8.60138, 8.60138, 8.60138, 8.60138, 8.60138, 8.60138, 8.60138, 8.60138
4.62153, 8.99271, 8.98849, 8.64173, 3.31553, 0.00421715, 8.64173, 0, 8.64174, 8.64175, 8.64516, 8.6617, 8.96506, 8.64173, 8.64173, 8.64173, 8.64173, 8.64173, 8.64173, 8.64173, 8.64173, 8.64173, 8.64173, 8.64173, 8.64173, 8.64173, 8.64173, 8.64173
4.62942, 7.76586, 8.96967, 8.68218, 3.12504, -1.20381, 8.68218, 0, 8.68218, 8.6822, 8.68561, 8.70327, 8.94512, 8.68218, 8.68218, 8.68218, 8.68218, 8.68218, 8.68218, 8.68218, 8.68218, 8.68218, 8.68218, 8.68218, 8.68218, 8.68218, 8.68218, 8.68218
4.6373, 6.67789, 8.95907, 8.72271, 2.94583, -2.28118, 8.72271, 0, 8.72271, 8.72273, 8.72614, 8.7447, 8.93362, 8.72271, 8.72271, 8.72271, 8.72271, 8.72271, 8.72271, 8.72271, 8.72271, 8.72271, 8.72271, 8.72271, 8.72271, 8.72271, 8.72271, 8.72271
4.64519, 4.30297, 8.95629, 8.76332, 2.51057, -4.65332, 8.76332, 0, 8.76332, 8.76334, 8.76675, 8.78596, 8.93019, 8.76332, 8.76332, 8.76332, 8.76332, 8.76332, 8.76332, 8.76332, 8.76332, 8.76332, 8.76332, 8.76332, 8.76332, 8.76332, 8.76332, 8.76332
4.65308, 7.45824, 8.96073, 8.80402, 3.07543, -1.50249, 8.80402, 0, 8.80403, 8.80404, 8.80746, 8.82704, 8.93426, 8.80402, 8.80402, 8.80402, 8.80402, 8.80402, 8.80402, 8.80402, 8.80402, 8.80402, 8.80402, 8.80402, 8.80403, 8.80402, 8.80402, 8.80402
4.66096, 7.28637, 8.97163, 8.8448, 3.04735, -1.68526, 8.8448, 0, 8.84481, 8.84483, 8.84824, 8.86789, 8.94508, 8.8448, 8.8448, 8.8448, 8.8448, 8.8448, 8.8448, 8.8448, 8.8448, 8.8448, 8.8448, 8.8448, 8.84481, 8.8448, 8.8448, 8.8448
4.66885, 7.98799, 8.98819, 8.88567, 3.16038, -1.0002, 8.88567, 0, 8.88568, 8.88569, 8.8891, 8.90854, 8.96186, 8.88567, 8.88567, 8.88567, 8.88567, 8.88567, 8.88567, 8.88567, 8.88567, 8.88567, 8.88567, 8.88567, 8.88568, 8.88567, 8.88567, 8.88567
4.67673, 11.0227, 9.00959, 8.92662, 3.6087, 2.01314, 8.92662, 0, 8.92662, 8.92664, 8.93005, 8.94898, 8.98377, 8.92662, 8.92662, 8.92662, 8.92662, 8.92662, 8.92662, 8.92662, 8.92662, 8.92662, 8.92662, 8.92662, 8.92662, 8.92662, 8.92662, 8.92662
4.68462, 8.9528, 9.03504, 8.96764, 3.3095, -0.0822334, 8.96764, 0, 8.96765, 8.96766, 8.97107, 8.98922, 9.00999, 8.96764, 8.96764, 8.96764, 8.96764, 8.96764, 8.96764, 8.96764, 8.96764, 8.96764, 8.96764, 8.96764, 8.96764, 8.96764, 8.96764, 8.96764
4.69251, 12.2341, 9.06383, 9.00875, 3.77281, 3.1703, 9.00875, 0, 9.00875, 9.00877, 9.01218, 9.02931, 9.03981, 9.00875, 9.00875, 9.00875, 9.00875, 9.00875, 9.00875, 9.00875, 9.00875, 9.00875, 9.00875, 9.00875, 9.00875, 9.00875, 9.00875, 9.00875
4.70039, 12.2447, 9.09534, 9.04993, 3.77422, 3.14939, 9.04993, 0, 9.04993, 9.04995, 9.05336, 9.06926, 9.07255, 9.04993, 9.04993, 9.04993, 9.04993, 9.04993, 9.04993, 9.04993, 9.04993, 9.04993, 9.04993, 9.04993, 9.04993, 9.04993, 9.04993, 9.04993
4.70828, 9.73594, 9.12905, 9.09117, 3.42578, 0.606882, 9.09117, 0, 9.09118, 9.0912, 9.09461, 9.10913, 9.10764, 9.09117, 9.09117, 9.09117, 9.09117, 9.09117, 9.09117, 9.09117, 9.09117, 9.09117, 9.09117, 9.09117, 9.09118, 9.09117, 9.09117, 9.09117
4.71617, 8.48426, 9.16455, 9.13249, 3.23794, -0.680285, 9.13249, 0, 9.1325, 9.13252, 9.13593, 9.14895, 9.14463, 9.13249, 9.13249, 9.13249, 9.13249, 9.13249, 9.13249, 9.13249, 9.13249, 9.13249, 9.13249, 9.13249, 9.1325, 9.13249, 9.13249, 9.13249
4.72405, 8.00771, 9.20149, 9.17388, 3.1635, -1.19378, 9.17388, 0, 9.17389, 9.1739, 9.17731, 9.18877, 9.18315, 9.17388, 9.17388, 9.17388, 9.17388, 9.17388, 9.17388, 9.17388, 9.17388, 9.17388, 9.17388, 9.17388, 9.17388, 9.17388, 9.17388, 9.17388
4.73194, 13.9951, 9.23967, 9.21534, 3.99939, 4.75546, 9.21534, 0, 9.21534, 9.21536, 9.21877, 9.22864, 9.22291, 9.21534, 9.21534, 9.21534, 9.21534, 9.21534, 9.21534, 9.21534, 9.21534, 9.21534, 9.21534, 9.21534, 9.21534, 9.21534, 9.21534, 9.21534
4.73983, 7.47429, 9.27891, 9.25686, 3.07803, -1.80462, 9.25686, 0, 9.25686, 9.25688, 9.26029, 9.26859, 9.26372, 9.25686, 9.25686, 9.25686, 9.25686, 9.25686, 9.25686, 9.25686, 9.25686, 9.25686, 9.25686, 9.25686, 9.25686, 9.25686, 9.25686, 9.25686
4.74771, 8.72738, 9.31913, 9.29843, 3.27527, -0.591751, 9.29843, 0, 9.29844, 9.29845, 9.30186, 9.30865, 9.30546, 9.29843, 9.29843, 9.29843, 9.29843, 9.29843, 9.29843, 9.29843, 9.29843, 9.29843, 9.29843, 9.29843, 9.29843, 9.29843, 9.29843, 9.29843
4.7556, 11.5185, 9.36031, 9.34007, 3.67675, 2.15821, 9.34007, 0, 9.34008, 9.34009, 9.3435, 9.34886, 9.34806, 9.34007, 9.34007, 9.34007, 9.34007, 9.34007, 9.34007, 9.34007, 9.34007, 9.34007, 9.34007, 9.34007, 9.34007, 9.34007, 9.34007, 9.34007
4.76349, 6.52825, 9.40245, 9.38176, 2.92032, -2.87419, 9.38176, 0, 9.38177, 9.38178, 9.38519, 9.38923, 9.39151, 9.38176, 9.38176, 9.38176, 9.38176, 9.38176, 9.38176, 9.38176, 9.38176, 9.38176, 9.38176, 9.38176, 9.38176, 9.38176, 9.38176, 9.38176
4.77137, 9.91729, 9.44561, 9.42351, 3.45214, 0.47168, 9.42351, 0, 9.42351, 9.42353, 9.42694, 9.42979, 9.43587, 9.42351, 9.42351, 9.42351, 9.42351, 9.42351, 9.42351, 9.42351, 9.42351, 9.42351, 9.42351, 9.42351, 9.42351, 9.42351, 9.42351, 9.42351
4.77926, 8.71516, 9.48986, 9.46531, 3.2734, -0.774701, 9.46531, 0, 9.46531, 9.46533, 9.46874, 9.47052, 9.48119, 9.46531, 9.46531, 9.46531, 9.46531, 9.46531, 9.46531, 9.46531, 9.46531, 9.46531, 9.46531, 9.46531, 9.46531, 9.46531, 9.46531, 9.46531
4.78715, 10.2607, 9.53529, 9.50715, 3.50153, 0.72539, 9.50715, 0, 9.50716, 9.50717, 9.51058, 9.51143, 9.52755, 9.50715, 9.50715, 9.50715, 9.50715, 9.50715, 9.50715, 9.50715, 9.50715, 9.50715, 9.50715, 9.50715, 9.50716, 9.50715, 9.50715, 9.50715
4.79503, 9.7107, 9.582, 9.54904, 3.42209, 0.128696, 9.54904, 0, 9.54905, 9.54906, 9.55247, 9.55252, 9.57506, 9.54904, 9.54904, 9.54904, 9.54904, 9.54904, 9.54904, 9.54904, 9.54904, 9.54904, 9.54904, 9.54904, 9.54905, 9.54904, 9.54904, 9.54904
4.80292, 8.54463, 9.63009, 9.59098, 3.24725, -1.08546, 9.59098, 0, 9.59098, 9.591, 9.59441, 9.59378, 9.62383, 9.59098, 9.59098, 9.59098, 9.59098, 9.59098, 9.59098, 9.59098, 9.59098, 9.59098, 9.59098, 9.59098, 9.59098, 9.59098, 9.59098, 9.59098
4.81081, 5.27274, 9.67961, 9.63296, 2.6968, -4.40687, 9.63296, 0, 9.63296, 9.63298, 9.63639, 9.63519, 9.67391, 9.63296, 9.63296, 9.63296, 9.63296, 9.63296, 9.63296, 9.63296, 9.63296, 9.63296, 9.63296, 9.63296, 9.63296, 9.63296, 9.63296, 9.63296
4.81869, 11.2774, 9.73062, 9.67497, 3.64382, 1.54683, 9.67497, 0, 9.67498, 9.67499, 9.6784, 9.67675, 9.72538, 9.67497, 9.67497, 9.67497, 9.67497, 9.67497, 9.67497, 9.67497, 9.67497, 9.67497, 9.67497, 9.67497, 9.67497, 9.67497, 9.67497, 9.67497
4.82658, 7.70805, 9.78309, 9.71702, 3.11578, -2.07503, 9.71702, 0, 9.71702, 9.71704, 9.72045, 9.71842, 9.77822, 9.71702, 9.71702, 9.71702, 9.71702, 9.71702, 9.71702, 9.71702, 9.71702, 9.71702, 9.71702, 9.71702, 9.71702, 9.71702, 9.71702, 9.71702
4.83446, 9.9928, 9.83696, 9.75909, 3.46306, 0.155841, 9.75909, 0, 9.7591, 9.75911, 9.76252, 9.7602, 9.83239, 9.75909, 9.75909, 9.75909, 9.75909, 9.75909, 9.75909, 9.75909, 9.75909, 9.75909, 9.75909, 9.75909, 9.75909, 9.75909, 9.75909, 9.75909
4.84235, 9.24232, 9.89213, 9.8012, 3.35296, -0.6498, 9.8012, 0, 9.80121, 9.80122, 9.80463, 9.80208, 9.88778, 9.8012, 9.8012, 9.8012, 9.8012, 9.8012, 9.8012, 9.8012, 9.8012, 9.8012, 9.8012, 9.8012, 9.8012, 9.8012, 9.8012, 9.8012
4.85024, 10.8605, 9.94837, 9.84334, 3.58616, 0.912152, 9.84334, 0, 9.84334, 9.84336, 9.84677, 9.84404, 9.9442, 9.84334, 9.84334, 9.84334, 9.84334, 9.84334, 9.84334, 9.84334, 9.84334, 9.84334, 9.84334, 9.84334, 9.84334, 9.84334, 9.84334, 9.84334
4.85812, 7.87536, 10.0054, 9.88549, 3.14251, -2.13005, 9.88549, 0, 9.8855, 9.88551, 9.88892, 9.88606, 10.0014, 9.88549, 9.88549, 9.88549, 9.88549, 9.88549, 9.88549, 9.88549, 9.88549, 9.88549, 9.88549, 9.88549, 9.88549, 9.88549, 9.88549, 9.88549
4.86601, 10.7969, 10.0629, 9.92766, 3.57728, 0.734005, 9.92766, 0, 9.92766, 9.92768, 9.93109, 9.92813, 10.059, 9.92766, 9.92766, 9.92766, 9.92766, 9.92766, 9.92766, 9.92766, 9.92766, 9.92766, 9.92766, 9.92766, 9.92766, 9.92766, 9.92766, 9.92766
4.8739, 12.5859, 10.1204, 9.96985, 3.81915, 2.4655, 9.96985, 0, 9.96985, 9.96987, 9.97328, 9.97024, 10.1166, 9.96985, 9.96985, 9.96985, 9.96985, 9.96985, 9.96985, 9.96985, 9.96985, 9.96985, 9.96985, 9.96985, 9.96985, 9.96985, 9.96985, 9.96985
4.88178, 6.89944, 10.1776, 10.0121, 2.98319, -3.27814, 10.0121, 0, 10.0121, 10.0121, 10.0155, 10.0124, 10.1738, 10.0121, 10.0121, 10.0121, 10.0121, 10.0121, 10.0121, 10.0121, 10.0121, 10.0121, 10.0121, 10.0121, 10.0121, 10.0121, 10.0121, 10.0121
4.88967, 13.1578, 10.2338, 10.0543, 3.8933, 2.92395, 10.0543, 0, 10.0543, 10.0543, 10.0577, 10.0546, 10.2301, 10.0543, 10.0543, 10.0543, 10.0543, 10.0543, 10.0543, 10.0543, 10.0543, 10.0543, 10.0543, 10.0543, 10.0543, 10.0543, 10.0543, 10.0543
4.89756, 13.2892, 10.2887, 10.0965, 3.91014, 3.0005, 10.0965, 0, 10.0965, 10.0965, 10.0999, 10.0968, 10.285, 10.0965, 10.0965, 10.0965, 10.0965, 10.0965, 10.0965, 10.0965, 10.0965, 10.0965, 10.0965, 10.0965, 10.0965, 10.0965, 10.0965, 10.0965
4.90544, 12.6717, 10.3417, 10.1387, 3.83036, 2.32993, 10.1387, 0, 10.1387, 10.1387, 10.1421, 10.139, 10.338, 10.1387, 10.1387, 10.1387, 10.1387, 10.1387, 10.1387, 10.1387, 10.1387, 10.1387, 10.1387, 10.1387, 10.1387, 10.1387, 10.1387, 10.1387
4.91333, 15.354, 10.3925, 10.1809, 4.16581, 4.9615, 10.1809, 0, 10.1809, 10.1809, 10.1844, 10.1812, 10.3888, 10.1809, 10.1809, 10.1809, 10.1809, 10.1809, 10.1809, 10.1809, 10.1809, 10.1809, 10.1809, 10.1809, 10.1809, 10.1809, 10.1809, 10.1809
4.92122, 14.2399, 10.4407, 10.2232, 4.02988, 3.79921, 10.2232, 0, 10.2232, 10.2232, 10.2266, 10.2234, 10.437, 10.2232, 10.2232, 10.2232, 10.2232, 10.2232, 10.2232, 10.2232, 10.2232, 10.2232, 10.2232, 10.2232, 10.2232, 10.2232, 10.2232, 10.2232
4.9291, 13.0751, 10.4861, 10.2654, 3.88267, 2.58902, 10.2654, 0, 10.2654, 10.2654, 10.2688, 10.2656, 10.4824, 10.2654, 10.2654, 10.2654, 10.2654, 10.2654, 10.2654, 10.2654, 10.2654, 10.2654, 10.2654, 10.2654, 10.2654, 10.2654, 10.2654, 10.2654
4.93699, 16.2545, 10.5285, 10.3076, 4.27253, 5.72603, 10.3076, 0, 10.3076, 10.3076, 10.3111, 10.3079, 10.5248, 10.3076, 10.3076, 10.3076, 10.3076, 10.3076, 10.3076, 10.3076, 10.3076, 10.3076, 10.3076, 10.3076, 10.3076, 10.3076, 10.3076, 10.3076
4.94488, 14.9808, 10.568, 10.3499, 4.12078, 4.41285, 10.3499, 0, 10.3499, 10.3499, 10.3533, 10.3501, 10.5643, 10.3499, 10.3499, 10.3499, 10.3499, 10.3499, 10.3499, 10.3499, 10.3499, 10.3499, 10.3499, 10.3499, 10.3499, 10.3499, 10.3499, 10.3499
4.95276, 18.3056, 10.6046, 10.3921, 4.50617, 7.70098, 10.3921, 0, 10.3921, 10.3921, 10.3955, 10.3924, 10.6009, 10.3921, 10.3921, 10.3921, 10.3921, 10.3921, 10.3921, 10.3921, 10.3921, 10.3921, 10.3921, 10.3921, 10.3921, 10.3921, 10.3921, 10.3921
4.96065, 16.3112, 10.6387, 10.4344, 4.27916, 5.67254, 10.4344, 0, 10.4344, 10.4344, 10.4378, 10.4346, 10.635, 10.4344, 10.4344, 10.4344, 10.4344, 10.4344, 10.4344, 10.4344, 10.4344, 10.4344, 10.4344, 10.4344, 10.4344, 10.4344, 10.4344, 10.4344
4.96854, 11.9947, 10.6704, 10.4766, 3.74095, 1.32423, 10.4766, 0, 10.4766, 10.4766, 10.48, 10.4769, 10.6667, 10.4766, 10.4766, 10.4766, 10.4766, 10.4766, 10.4766, 10.4766, 10.4766, 10.4766, 10.4766, 10.4766, 10.4766, 10.4766, 10.4766, 10.4766
4.97642, 10.9749, 10.7003, 10.5189, 3.60207, 0.274586, 10.5189, 0, 10.5189, 10.5189, 10.5223, 10.5191, 10.6966, 10.5189, 10.5189, 10.5189, 10.5189, 10.5189, 10.5189, 10.5189, 10.5189, 10.5189, 10.5189, 10.5189, 10.5189, 10.5189, 10.5189, 10.5189
4.98431, 7.32237, 10.7288, 10.5611, 3.05326, -3.40642, 10.5611, 0, 10.5611, 10.5612, 10.5646, 10.5614, 10.7251, 10.5611, 10.5611, 10.5611, 10.5611, 10.5611, 10.5611, 10.5611, 10.5611, 10.5611, 10.5611, 10.5611, 10.5611, 10.5611, 10.5611, 10.5611
4.99219, 12.3128, 10.7563, 10.6034, 3.78323, 1.55655, 10.6034, 0, 10.6034, 10.6034, 10.6068, 10.6037, 10.7526, 10.6034, 10.6034, 10.6034, 10.6034, 10.6034, 10.6034, 10.6034, 10.6034, 10.6034, 10.6034, 10.6034, 10.6034, 10.6034, 10.6034, 10.6034
5.00008, 13.3029, 10.7833, 10.6457, 3.91189, 2.51958, 10.6457, 0, 10.6457, 10.6457, 10.6491, 10.646, 10.7796, 10.6457, 10.6457, 10.6457, 10.6457, 10.6457, 10.6457, 10.6457, 10.6457, 10.6457, 10.6457, 10.6457, 10.6457, 10.6457, 10.6457, 10.6457
5.00797, 11.3753, 10.8103, 10.688, 3.65723, 0.565047, 10.688, 0, 10.688, 10.688, 10.6914, 10.6883, 10.8066, 10.688, 10.688, 10.688, 10.688, 10.688, 10.688, 10.688, 10.688, 10.688, 10.688, 10.688, 10.688, 10.688, 10.688, 10.688
5.01585, 14.8917, 10.8376, 10.7303, 4.10995, 4.05406, 10.7303, 0, 10.7303, 10.7303, 10.7337, 10.7306, 10.8339, 10.7303, 10.7303, 10.7303, 10.7303, 10.7303, 10.7303, 10.7303, 10.7303, 10.7303, 10.7303, 10.7303, 10.7303, 10.7303, 10.7303, 10.7303
5.02374, 16.7096, 10.8656, 10.7726, 4.32545, 5.84391, 10.7726, 0, 10.7726, 10.7726, 10.776, 10.7729, 10.8619, 10.7726, 10.7726, 10.7726, 10.7726, 10.7726, 10.7726, 10.7726, 10.7726, 10.7726, 10.7726, 10.7726, 10.7726, 10.7726, 10.7726, 10.7726
5.03163, 13.2861, 10.8946, 10.8149, 3.90975, 2.39152, 10.8149, 0, 10.8149, 10.8149, 10.8183, 10.8152, 10.8909, 10.8149, 10.8149, 10.8149, 10.8149, 10.8149, 10.8149, 10.8149, 10.8149, 10.8149, 10.8149, 10.8149, 10.8149, 10.8149, 10.8149, 10.8149
5.03951, 13.6853, 10.9247, 10.8572, 3.96046, 2.76056, 10.8572, 0, 10.8572, 10.8572, 10.8606, 10.8575, 10.9209, 10.8572, 10.8572, 10.8572, 10.8572, 10.8572, 10.8572, 10.8572, 10.8572, 10.8572, 10.8572, 10.8572, 10.8572, 10.8572, 10.8572, 10.8572
5.0474, 16.9223, 10.956, 10.8995, 4.34998, 5.96628, 10.8995, 0, 10.8995, 10.8995, 10.9029, 10.8998, 10.9523, 10.8995, 10.8995, 10.8995, 10.8995, 10.8995, 10.8995, 10.8995, 10.8995, 10.8995, 10.8995, 10.8995, 10.8995, 10.8995, 10.8995, 10.8995
5.05529, 17.3344, 10.9887, 10.9418, 4.39709, 6.34576, 10.9418, 0, 10.9418, 10.9418, 10.9452, 10.9421, 10.9849, 10.9418, 10.9418, 10.9418, 10.9418, 10.9418, 10.9418, 10.9418, 10.9418, 10.9418, 10.9418, 10.9418, 10.9418, 10.9418, 10.9418, 10.9418
5.06317, 14.2626, 11.0226, 10.9841, 4.03269, 3.23998, 10.9841, 0, 10.9841, 10.9841, 10.9875, 10.9844, 11.0188, 10.9841, 10.9841, 10.9841, 10.9841, 10.9841, 10.9841, 10.9841, 10.9841, 10.9841, 10.9841, 10.9841, 10.9841, 10.9841, 10.9841, 10.9841
5.07106, 13.1462, 11.0578, 11.0263, 3.89181, 2.08843, 11.0263, 0, 11.0263, 11.0263, 11.0298, 11.0266, 11.054, 11.0263, 11.0263, 11.0263, 11.0263, 11.0263, 11.0263, 11.0263, 11.0263, 11.0263, 11.0263, 11.0263, 11.0263, 11.0263, 11.0263, 11.0263
5.07895, 17.8979, 11.0941, 11.0686, 4.4607, 6.80381, 11.0686, 0, 11.0686, 11.0686, 11.072, 11.0689, 11.0903, 11.0686, 11.0686, 11.0686, 11.0686, 11.0686, 11.0686, 11.0686, 11.0686, 11.0686, 11.0686, 11.0686, 11.0686, 11.0686, 11.0686, 11.0686
5.08683, 13.8835, 11.1314, 11.1108, 3.98541, 2.75207, 11.1108, 0, 11.1108, 11.1108, 11.1142, 11.1111, 11.1276, 11.1108, 11.1108, 11.1108, 11.1108, 11.1108, 11.1108, 11.1108, 11.1108, 11.1108, 11.1108, 11.1108, 11.1108, 11.1108, 11.1108, 11.1108
5.09472, 23.7143, 11.1696, 11.1529, 5.07092, 12.5446, 11.1529, 0, 11.1529, 11.153, 11.1564, 11.1533, 11.1658, 11.1529, 11.1529, 11.1529, 11.1529, 11.1529, 11.1529, 11.1529, 11.1529, 11.1529, 11.1529, 11.1529, 11.1529, 11.1529, 11.1529, 11.1529
5.10261, 17.9804, 11.2086, 11.1951, 4.46994, 6.77176, 11.1951, 0, 11.1951, 11.1951, 11.1985, 11.1955, 11.2048, 11.1951, 11.1951, 11.1951, 11.1951, 11.1951, 11.1951, 11.1951, 11.1951, 11.1951, 11.1951, 11.1951, 11.1951, 11.1951, 11.1951, 11.1951
5.11049, 20.4853, 11.2482, 11.2372, 4.74187, 9.23708, 11.2372, 0, 11.2372, 11.2372, 11.2406, 11.2376, 11.2444, 11.2372, 11.2372, 11.2372, 11.2372, 11.2372, 11.2372, 11.2372, 11.2372, 11.2372, 11.2372, 11.2372, 11.2372, 11.2372, 11.2372, 11.2372
5.11838, 17.4763, 11.2884, 11.2792, 4.4132, 6.18794, 11.2792, 0, 11.2792, 11.2792, 11.2826, 11.2796, 11.2845, 11.2792, 11.2792, 11.2792, 11.2792, 11.2792, 11.2792, 11.2792, 11.2792, 11.2792, 11.2792, 11.2792, 11.2792, 11.2792, 11.2792, 11.2792
5.12627, 12.1162, 11.329, 11.3212, 3.75715, 0.787194, 11.3212, 0, 11.3212, 11.3212, 11.3246, 11.3217, 11.3251, 11.3212, 11.3212, 11.3212, 11.3212, 11.3212, 11.3212, 11.3212, 11.3212, 11.3212, 11.3212, 11.3212, 11.3212, 11.3212, 11.3212, 11.3212
5.13415, 15.2257, 11.3699, 11.3632, 4.15039, 3.85587, 11.3632, 0, 11.3632, 11.3632, 11.3666, 11.3636, 11.3659, 11.3632, 11.3632, 11.3632, 11.3632, 11.3632, 11.3632, 11.3632, 11.3632, 11.3632, 11.3632, 11.3632, 11.3632, 11.3632, 11.3632, 11.3632
5.14204, 23.0665, 11.411, 11.405, 5.00665, 11.6556, 11.405, 0, 11.405, 11.4051, 11.4085, 11.4056, 11.407, 11.405, 11.405, 11.405, 11.405, 11.405, 11.405, 11.405, 11.405, 11.405, 11.405, 11.405, 11.405, 11.405, 11.405, 11.405
5.14993, 17.672, 11.4523, 11.4469, 4.43531, 6.21973, 11.4469, 0, 11.4469, 11.4469, 11.4503, 11.4475, 11.4482, 11.4469, 11.4469, 11.4469, 11.4469, 11.4469, 11.4469, 11.4469, 11.4469, 11.4469, 11.4469, 11.4469, 11.4469, 11.4469, 11.4469, 11.4469
5.15781, 14.0461, 11.4937, 11.4886, 4.00576, 2.55243, 11.4886, 0, 11.4886, 11.4886, 11.4921, 11.4893, 11.4896, 11.4886, 11.4886, 11.4886, 11.4886, 11.4886, 11.4886, 11.4886, 11.4886, 11.4886, 11.4886, 11.4886, 11.4886, 11.4886, 11.4886, 11.4886
5.1657, 11.5388, 11.5351, 11.5303, 3.67951, 0.00366116, 11.5303, 0, 11.5303, 11.5303, 11.5338, 11.531, 11.531, 11.5303, 11.5303, 11.5303, 11.5303, 11.5303, 11.5303, 11.5303, 11.5303, 11.5303, 11.5303, 11.5303, 11.5303, 11.5303, 11.5303, 11.5303
5.17358, 8.98587, 11.5766, 11.5719, 3.31449, -2.59075, 11.5719, 0, 11.5719, 11.572, 11.5754, 11.5727, 11.5724, 11.5719, 11.5719, 11.5719, 11.5719, 11.5719, 11.5719, 11.5719, 11.5719, 11.5719, 11.5719, 11.5719, 11.5719, 11.5719, 11.5719, 11.5719
5.18147, 18.0073, 11.6181, 11.6135, 4.47296, 6.38921, 11.6135, 0, 11.6135, 11.6135, 11.6169, 11.6144, 11.6138, 11.6135, 11.6135, 11.6135, 11.6135, 11.6135, 11.6135, 11.6135, 11.6135, 11.6135, 11.6135, 11.6135, 11.6135, 11.6135, 11.6135, 11.6135
5.18936, 18.3717, 11.6596, 11.655, 4.5135, 6.71212, 11.655, 0, 11.655, 11.655, 11.6584, 11.656, 11.6551, 11.655, 11.655, 11.655, 11.655, 11.655, 11.655, 11.655, 11.655, 11.655, 11.655, 11.655, 11.655, 11.655, 11.655, 11.655
5.19724, 15.3779, 11.7011, 11.6963, 4.16869, 3.67688, 11.6963, 0, 11.6964, 11.6964, 11.6998, 11.6975, 11.6965, 11.6963, 11.6963, 11.6963, 11.6963, 11.6963, 11.6963, 11.6963, 11.6963, 11.6963, 11.6963, 11.6963, 11.6963, 11.6963, 11.6963, 11.6963
5.20513, 14.977, 11.7425, 11.7376, 4.12032, 3.23454, 11.7376, 0, 11.7377, 11.7377, 11.7411, 11.7389, 11.7377, 11.7376, 11.7376, 11.7376, 11.7376, 11.7376, 11.7376, 11.7376, 11.7376, 11.7376, 11.7376, 11.7376, 11.7376, 11.7376, 11.7376, 11.7376
5.21302, 12.5984, 11.7838, 11.7789, 3.82078, 0.814566, 11.7789, 0, 11.7789, 11.7789, 11.7823, 11.7803, 11.7789, 11.7789, 11.7789, 11.7789, 11.7789, 11.7789, 11.7789, 11.7789, 11.7789, 11.7789, 11.7789, 11.7789, 11.7789, 11.7789, 11.7789, 11.7789
5.2209, 14.5806, 11.8251, 11.82, 4.07193, 2.75549, 11.82, 0, 11.82, 11.82, 11.8234, 11.8216, 11.82, 11.82, 11.82, 11.82, 11.82, 11.82, 11.82, 11.82, 11.82, 11.82, 11.82, 11.82, 11.82, 11.82, 11.82, 11.82
5.22879, 13.3954, 11.8663, 11.861, 3.9237, 1.52908, 11.861, 0, 11.861, 11.8611, 11.8645, 11.8629, 11.8611, 11.861, 11.861, 11.861, 11.861, 11.861, 11.861, 11.861, 11.861, 11.861, 11.861, 11.861, 11.861, 11.861, 11.861, 11.861
5.23668, 8.75064, 11.9075, 11.902, 3.27882, -3.15684, 11.902, 0, 11.902, 11.902, 11.9054, 11.904, 11.902, 11.902, 11.902, 11.902, 11.902, 11.902, 11.902, 11.902, 11.902, 11.902, 11.902, 11.902, 11.902, 11.902, 11.902, 11.902
5.24456, 11.6399, 11.9485, 11.9429, 3.69323, -0.308587, 11.9429, 0, 11.9429, 11.9429, 11.9463, 11.9451, 11.9429, 11.9429, 11.9429, 11.9429, 11.9429, 11.9429, 11.9429, 11.9429, 11.9429, 11.9429, 11.9429, 11.9429, 11.9429, 11.9429, 11.9429, 11.9429
