   PIQUANT 0.0.0-main  ps__0097_0675553164_000rfs_shot_101.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Ti_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
0.181422, 0, 2.43976e-14, 0, 1.41421, -2.43976e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.86224e-17, 0, 0, 5.11213e-19, 0, 7.69813e-16, 0, 2.35386e-14, 0, 0
0.189308, 0, 4.25638e-14, 0, 1.41421, -4.25638e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.54492e-16, 0, 0, 9.09379e-19, 0, 1.37445e-15, 0, 4.10339e-14, 0, 0
0.197195, 0, 7.37048e-14, 0, 1.41421, -7.37048e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.67308e-16, 0, 0, 1.60626e-18, 0, 2.4376e-15, 0, 7.09983e-14, 0, 0
0.205081, 0, 1.2669e-13, 0, 1.41421, -1.2669e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.59081e-16, 0, 0, 2.81747e-18, 0, 4.2947e-15, 0, 1.21934e-13, 0, 0
0.212968, 0, 2.16176e-13, 0, 1.41421, -2.16176e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.82643e-16, 0, 0, 4.9082e-18, 0, 7.51777e-15, 0, 2.07871e-13, 0, 0
0.220854, 0, 3.66197e-13, 0, 1.41421, -3.66197e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.32451e-15, 0, 0, 8.4929e-18, 0, 1.30769e-14, 0, 3.51788e-13, 0, 0
0.228741, 0, 6.15869e-13, 0, 1.41421, -6.15869e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2253e-15, 0, 0, 1.45985e-17, 0, 2.26053e-14, 0, 5.91024e-13, 0, 0
0.236627, 0, 1.02837e-12, 0, 1.41421, -1.02837e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.71179e-15, 0, 0, 2.49311e-17, 0, 3.8838e-14, 0, 9.85795e-13, 0, 0
0.244514, 0, 1.70498e-12, 0, 1.41421, -1.70498e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.14691e-15, 0, 0, 4.23072e-17, 0, 6.63282e-14, 0, 1.63247e-12, 0, 0
0.2524, 0, 2.80686e-12, 0, 1.41421, -2.80686e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.01071e-14, 0, 0, 7.13505e-17, 0, 1.12614e-13, 0, 2.68407e-12, 0, 0
0.260287, 0, 4.58854e-12, 0, 1.41421, -4.58854e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.65013e-14, 0, 0, 1.19613e-16, 0, 1.90106e-13, 0, 4.38181e-12, 0, 0
0.268174, 0, 7.449e-12, 0, 1.41421, -7.449e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.6751e-14, 0, 0, 1.9936e-16, 0, 3.19138e-13, 0, 7.10291e-12, 0, 0
0.27606, 0, 1.20092e-11, 0, 1.41421, -1.20092e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.30636e-14, 0, 0, 3.30424e-16, 0, 5.32858e-13, 0, 1.14329e-11, 0, 0
0.283947, 0, 1.92283e-11, 0, 1.41421, -1.92283e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.88409e-14, 0, 0, 5.44739e-16, 0, 8.85057e-13, 0, 1.82738e-11, 0, 0
0.291833, 0, 3.05775e-11, 0, 1.41421, -3.05775e-11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.09286e-13, 0, 0, 8.93534e-16, 0, 1.46267e-12, 0, 2.90046e-11, 0, 0
0.29972, 0, 4.82969e-11, 3.92364e-44, 1.41421, -4.82969e-11, 3.92364e-44, 0, 3.92364e-44, 3.92364e-44, 3.92364e-44, 3.92364e-44, 3.92364e-44, 3.92364e-44, 3.92364e-44, 3.92364e-44, 3.92364e-44, 3.92364e-44, 1.72299e-13, 3.92364e-44, 3.92364e-44, 1.45872e-15, 3.92364e-44, 2.40566e-12, 3.92364e-44, 4.57175e-11, 3.92364e-44, 3.92364e-44
0.307606, 0, 7.57737e-11, 6.83834e-43, 1.41421, -7.57737e-11, 6.83834e-43, 0, 6.83834e-43, 6.83834e-43, 6.83834e-43, 6.83834e-43, 6.83834e-43, 6.83834e-43, 6.83834e-43, 6.83834e-43, 6.83834e-43, 6.83834e-43, 2.69785e-13, 6.83834e-43, 6.83834e-43, 2.37093e-15, 6.83834e-43, 3.93855e-12, 6.83834e-43, 7.1563e-11, 6.83834e-43, 6.83834e-43
0.315493, 0, 1.18094e-10, 9.96603e-42, 1.41421, -1.18094e-10, 9.96603e-42, 0, 9.96603e-42, 9.96603e-42, 9.96603e-42, 9.96603e-42, 9.96603e-42, 9.96603e-42, 9.96603e-42, 9.96603e-42, 9.96603e-42, 9.96603e-42, 4.19553e-13, 9.96603e-42, 9.96603e-42, 3.83809e-15, 9.96603e-42, 6.42044e-12, 9.96603e-42, 1.1125e-10, 9.96603e-42, 9.96603e-42
0.323379, 0, 1.8284e-10, 1.28304e-40, 1.41421, -1.8284e-10, 1.28304e-40, 0, 1.28304e-40, 1.28304e-40, 1.28304e-40, 1.28304e-40, 1.28304e-40, 1.28304e-40, 1.28304e-40, 1.28304e-40, 1.28304e-40, 1.28304e-40, 6.48052e-13, 1.28304e-40, 1.28304e-40, 6.19057e-15, 1.28304e-40, 1.04242e-11, 1.28304e-40, 1.71761e-10, 1.28304e-40, 1.28304e-40
0.331266, 0, 2.81244e-10, 1.4798e-39, 1.41421, -2.81244e-10, 1.4798e-39, 0, 1.4798e-39, 1.4798e-39, 1.4798e-39, 1.4798e-39, 1.4798e-39, 1.4798e-39, 1.4798e-39, 1.4798e-39, 1.4798e-39, 1.4798e-39, 9.94269e-13, 1.4798e-39, 1.4798e-39, 9.95288e-15, 1.4798e-39, 1.68616e-11, 1.4798e-39, 2.63378e-10, 1.4798e-39, 1.4798e-39
0.339152, 0, 4.29834e-10, 1.53981e-38, 1.41421, -4.29834e-10, 1.53981e-38, 0, 1.53981e-38, 1.53981e-38, 1.53981e-38, 1.53981e-38, 1.53981e-38, 1.53981e-38, 1.53981e-38, 1.53981e-38, 1.53981e-38, 1.53981e-38, 1.51528e-12, 1.53981e-38, 1.53981e-38, 1.59574e-14, 1.53981e-38, 2.71811e-11, 1.53981e-38, 4.01122e-10, 1.53981e-38, 1.53981e-38
0.347039, 0, 6.52774e-10, 1.45316e-37, 1.41421, -6.52774e-10, 1.45316e-37, 0, 1.45316e-37, 1.45316e-37, 1.45316e-37, 1.45316e-37, 1.45316e-37, 1.45316e-37, 1.45316e-37, 1.45316e-37, 1.45316e-37, 1.45316e-37, 2.29402e-12, 1.45316e-37, 1.45316e-37, 2.55247e-14, 1.45316e-37, 4.36803e-11, 1.45316e-37, 6.06774e-10, 1.45316e-37, 1.45316e-37
0.354925, 0, 9.85182e-10, 1.25077e-36, 1.41421, -9.85182e-10, 1.25077e-36, 0, 1.25077e-36, 1.25077e-36, 1.25077e-36, 1.25077e-36, 1.25077e-36, 1.25077e-36, 1.25077e-36, 1.25077e-36, 1.25077e-36, 1.25077e-36, 3.4502e-12, 1.25077e-36, 1.25077e-36, 4.07511e-14, 1.25077e-36, 7.00002e-11, 1.25077e-36, 9.11691e-10, 1.25077e-36, 1.25077e-36
0.362812, 0, 1.47778e-09, 9.86668e-36, 1.41421, -1.47778e-09, 9.86668e-36, 0, 9.86668e-36, 9.86668e-36, 9.86668e-36, 9.86668e-36, 9.86668e-36, 9.86668e-36, 9.86668e-36, 9.86668e-36, 9.86668e-36, 9.86668e-36, 5.15534e-12, 9.86668e-36, 9.86668e-36, 6.49645e-14, 9.86668e-36, 1.11903e-10, 9.86668e-36, 1.36066e-09, 9.86668e-36, 9.86668e-36
0.370698, 0, 2.20347e-09, 7.16849e-35, 1.41421, -2.20347e-09, 7.16849e-35, 0, 7.16849e-35, 7.16849e-35, 7.16849e-35, 7.16849e-35, 7.16849e-35, 7.16849e-35, 7.16849e-35, 7.16849e-35, 7.16849e-35, 7.16849e-35, 7.65361e-12, 7.16849e-35, 7.16849e-35, 1.03452e-13, 7.16849e-35, 1.78503e-10, 7.16849e-35, 2.01721e-09, 7.16849e-35, 7.16849e-35
0.378585, 0, 3.26639e-09, 4.9122e-34, 1.41421, -3.26639e-09, 4.9122e-34, 0, 4.9122e-34, 4.9122e-34, 4.9122e-34, 4.9122e-34, 4.9122e-34, 4.9122e-34, 4.9122e-34, 4.9122e-34, 4.9122e-34, 4.9122e-34, 1.12902e-11, 4.9122e-34, 4.9122e-34, 1.64614e-13, 4.9122e-34, 2.84203e-10, 4.9122e-34, 2.97073e-09, 4.9122e-34, 4.9122e-34
0.386471, 0, 4.81473e-09, 3.32253e-33, 1.41421, -4.81473e-09, 3.32253e-33, 0, 3.32253e-33, 3.32253e-33, 3.32253e-33, 3.32253e-33, 3.32253e-33, 3.32253e-33, 3.32253e-33, 3.32253e-33, 3.32253e-33, 3.32253e-33, 1.65501e-11, 3.32253e-33, 3.32253e-33, 2.61802e-13, 3.32253e-33, 4.51744e-10, 3.32253e-33, 4.34617e-09, 3.32253e-33, 3.32253e-33
0.394358, 0, 7.05832e-09, 2.12398e-32, 1.41421, -7.05832e-09, 2.12398e-32, 0, 2.12398e-32, 2.12398e-32, 2.12398e-32, 2.12398e-32, 2.12398e-32, 2.12398e-32, 2.12398e-32, 2.12398e-32, 2.12398e-32, 2.12398e-32, 2.41098e-11, 2.12398e-32, 2.12398e-32, 4.16228e-13, 2.12398e-32, 7.16997e-10, 2.12398e-32, 6.3168e-09, 2.12398e-32, 2.12398e-32
0.402244, 0, 1.02932e-08, 1.26961e-31, 1.41421, -1.02932e-08, 1.26961e-31, 0, 1.26961e-31, 1.26961e-31, 1.26961e-31, 1.26961e-31, 1.26961e-31, 1.26961e-31, 1.26961e-31, 1.26961e-31, 1.26961e-31, 1.26961e-31, 3.49078e-11, 1.26961e-31, 1.26961e-31, 6.61565e-13, 1.26961e-31, 1.13646e-09, 1.26961e-31, 9.1212e-09, 1.26961e-31, 1.26961e-31
0.410131, 0, 1.49357e-08, 7.09431e-31, 1.41421, -1.49357e-08, 7.09431e-31, 0, 7.09431e-31, 7.09431e-31, 7.09431e-31, 7.09431e-31, 7.09431e-31, 7.09431e-31, 7.09431e-31, 7.09431e-31, 7.09431e-31, 7.09431e-31, 5.02375e-11, 7.09431e-31, 7.09431e-31, 1.0512e-12, 7.09431e-31, 1.79895e-09, 7.09431e-31, 1.30855e-08, 7.09431e-31, 7.09431e-31
0.418017, 0, 2.15697e-08, 3.71439e-30, 1.41421, -2.15697e-08, 3.71439e-30, 0, 3.71439e-30, 3.71439e-30, 3.71439e-30, 3.71439e-30, 3.71439e-30, 3.71439e-30, 3.71439e-30, 3.71439e-30, 3.71439e-30, 3.71439e-30, 7.18711e-11, 3.71439e-30, 3.71439e-30, 1.66961e-12, 3.71439e-30, 2.84382e-09, 3.71439e-30, 1.86524e-08, 3.71439e-30, 3.71439e-30
0.425904, 0, 3.1012e-08, 1.82766e-29, 1.41421, -3.1012e-08, 1.82766e-29, 0, 1.82766e-29, 1.82766e-29, 1.82766e-29, 1.82766e-29, 1.82766e-29, 1.82766e-29, 1.82766e-29, 1.82766e-29, 1.82766e-29, 1.82766e-29, 1.02222e-10, 1.82766e-29, 1.82766e-29, 2.65014e-12, 1.82766e-29, 4.48897e-09, 1.82766e-29, 2.64181e-08, 1.82766e-29, 1.82766e-29
0.43379, 0, 4.44034e-08, 8.47958e-29, 1.41421, -4.44034e-08, 8.47958e-29, 0, 8.47958e-29, 8.47958e-29, 8.47958e-29, 8.47958e-29, 8.47958e-29, 8.47958e-29, 8.47958e-29, 8.47958e-29, 8.47958e-29, 8.47958e-29, 1.44561e-10, 8.47958e-29, 8.47958e-29, 4.20252e-12, 8.47958e-29, 7.07403e-09, 8.47958e-29, 3.71807e-08, 8.47958e-29, 8.47958e-29
0.441677, 0, 6.33361e-08, 3.72082e-28, 1.41421, -6.33361e-08, 3.72082e-28, 0, 3.72082e-28, 3.72082e-28, 3.72082e-28, 3.72082e-28, 3.72082e-28, 3.72082e-28, 3.72082e-28, 3.72082e-28, 3.72082e-28, 3.72082e-28, 2.03292e-10, 3.72082e-28, 3.72082e-28, 6.65552e-12, 3.72082e-28, 1.11261e-08, 3.72082e-28, 5.2e-08, 3.72082e-28, 3.72082e-28
0.449563, 0, 9.00287e-08, 1.54874e-27, 1.41421, -9.00287e-08, 1.54874e-27, 0, 1.54874e-27, 1.54874e-27, 1.54874e-27, 1.54874e-27, 1.54874e-27, 1.54874e-27, 1.54874e-27, 1.54874e-27, 1.54874e-27, 1.54874e-27, 2.84317e-10, 1.54874e-27, 1.54874e-27, 1.05221e-11, 1.54874e-27, 1.74594e-08, 1.54874e-27, 7.22744e-08, 1.54874e-27, 1.54874e-27
0.45745, 0, 1.27572e-07, 6.13171e-27, 1.41421, -1.27572e-07, 6.13171e-27, 0, 6.13171e-27, 6.13171e-27, 6.13171e-27, 6.13171e-27, 6.13171e-27, 6.13171e-27, 6.13171e-27, 6.13171e-27, 6.13171e-27, 6.13171e-27, 3.95504e-10, 6.13171e-27, 6.13171e-27, 1.65987e-11, 6.13171e-27, 2.73241e-08, 6.13171e-27, 9.98355e-08, 6.13171e-27, 6.13171e-27
0.465336, 0, 1.80269e-07, 2.31533e-26, 1.41421, -1.80269e-07, 2.31533e-26, 0, 2.31533e-26, 2.31533e-26, 2.31533e-26, 2.31533e-26, 2.31533e-26, 2.31533e-26, 1.2668e-13, 2.31533e-26, 2.31533e-26, 2.31533e-26, 5.47284e-10, 2.31533e-26, 2.31533e-26, 2.6115e-11, 2.31533e-26, 4.26288e-08, 2.31533e-26, 1.37066e-07, 2.31533e-26, 2.31533e-26
0.473223, 0, 2.54107e-07, 8.35882e-26, 1.41421, -2.54107e-07, 8.35882e-26, 0, 8.35882e-26, 8.35882e-26, 8.35882e-26, 8.35882e-26, 8.35882e-26, 8.35882e-26, 4.17054e-13, 8.35882e-26, 8.35882e-26, 8.35882e-26, 7.53421e-10, 8.35882e-26, 8.35882e-26, 4.09587e-11, 8.35882e-26, 6.62666e-08, 8.35882e-26, 1.87046e-07, 8.35882e-26, 8.35882e-26
0.481109, 0, 3.57413e-07, 2.91171e-25, 1.41421, -3.57413e-07, 2.91171e-25, 0, 2.91171e-25, 2.91171e-25, 2.91171e-25, 2.91171e-25, 2.91171e-25, 2.91171e-25, 1.06524e-12, 2.91171e-25, 2.91171e-25, 2.91171e-25, 1.03198e-09, 2.91171e-25, 2.91171e-25, 6.40092e-11, 2.91171e-25, 1.02591e-07, 2.91171e-25, 2.53725e-07, 2.91171e-25, 2.91171e-25
0.488996, 0, 5.03995e-07, 6.80068e-10, 1.41421, -5.03995e-07, 6.85568e-10, 6.80068e-10, 6.80078e-10, 6.80123e-10, 6.8983e-10, 6.80676e-10, 6.8044e-10, 6.80572e-10, 6.88327e-10, 6.91757e-10, 6.8421e-10, 2.14062e-09, 2.08667e-09, 6.81297e-10, 6.80096e-10, 7.79697e-10, 6.80085e-10, 1.58781e-07, 6.8007e-10, 3.42867e-07, 6.80068e-10, 6.97808e-10
0.496882, 0, 7.10511e-07, 2.22519e-09, 1.41421, -7.10511e-07, 2.24322e-09, 2.22519e-09, 2.22523e-09, 2.22537e-09, 2.2572e-09, 2.22719e-09, 2.22641e-09, 2.22685e-09, 2.24964e-09, 2.26351e-09, 2.23877e-09, 7.01374e-09, 4.13314e-09, 2.22922e-09, 2.22528e-09, 2.3796e-09, 2.22559e-09, 2.44645e-07, 2.2252e-09, 4.61046e-07, 2.22519e-09, 2.28336e-09
0.504769, 0, 1.00264e-06, 5.65909e-09, 1.41421, -1.00264e-06, 5.70498e-09, 5.65909e-09, 5.65917e-09, 5.65954e-09, 5.74056e-09, 5.66416e-09, 5.66219e-09, 5.66329e-09, 5.71911e-09, 5.75663e-09, 5.69365e-09, 1.7848e-08, 8.23477e-09, 5.66934e-09, 5.65932e-09, 5.89722e-09, 5.66036e-09, 3.75314e-07, 5.6591e-09, 6.17487e-07, 5.65909e-09, 5.80714e-09
0.512655, 0, 1.4181e-06, 1.3123e-08, 1.41421, -1.4181e-06, 1.32295e-08, 1.3123e-08, 1.31232e-08, 1.31241e-08, 1.3312e-08, 1.31348e-08, 1.31302e-08, 1.31328e-08, 1.32596e-08, 1.33493e-08, 1.32032e-08, 4.14025e-08, 1.65839e-08, 1.31468e-08, 1.31235e-08, 1.34884e-08, 1.31263e-08, 5.7345e-07, 1.3123e-08, 8.24528e-07, 1.3123e-08, 1.34665e-08
0.520542, 0, 2.01362e-06, 2.89978e-08, 1.41421, -2.01362e-06, 2.92332e-08, 2.89978e-08, 2.89982e-08, 2.90001e-08, 2.94156e-08, 2.90238e-08, 2.90137e-08, 2.90193e-08, 2.92954e-08, 2.9498e-08, 2.9175e-08, 9.15122e-08, 3.36265e-08, 2.90504e-08, 2.89989e-08, 2.95554e-08, 2.90057e-08, 8.7296e-07, 2.89978e-08, 1.09944e-06, 2.89978e-08, 2.97571e-08
0.528428, 0, 2.87803e-06, 6.20579e-08, 1.41421, -2.87803e-06, 6.25618e-08, 6.20579e-08, 6.20588e-08, 6.20629e-08, 6.29524e-08, 6.21136e-08, 6.2092e-08, 6.21041e-08, 6.27436e-08, 6.31288e-08, 6.24374e-08, 1.9588e-07, 6.82204e-08, 6.21705e-08, 6.20604e-08, 6.2904e-08, 6.20758e-08, 1.32653e-06, 6.20581e-08, 1.46729e-06, 6.20579e-08, 6.36833e-08
0.536315, 0, 4.14586e-06, 1.29472e-07, 1.41421, -4.14586e-06, 1.30524e-07, 1.29472e-07, 1.29474e-07, 1.29482e-07, 1.31338e-07, 1.29588e-07, 1.29543e-07, 1.29568e-07, 1.31011e-07, 1.31707e-07, 1.30264e-07, 4.08723e-07, 1.37639e-07, 1.29707e-07, 1.29477e-07, 1.30748e-07, 1.29511e-07, 2.00929e-06, 1.29472e-07, 1.9659e-06, 1.29472e-07, 1.32864e-07
0.544201, 0, 6.03658e-06, 2.64086e-07, 1.41421, -6.03658e-06, 2.66231e-07, 2.64086e-07, 2.6409e-07, 2.64107e-07, 2.67894e-07, 2.64323e-07, 2.64231e-07, 2.64283e-07, 2.68474e-07, 2.68645e-07, 2.65702e-07, 8.33774e-07, 2.74862e-07, 2.64566e-07, 2.64097e-07, 2.66e-07, 2.64168e-07, 3.03902e-06, 2.64087e-07, 2.65466e-06, 2.64086e-07, 2.71006e-07
0.552088, 0, 8.90219e-06, 5.27336e-07, 1.41421, -8.90219e-06, 5.31621e-07, 5.27336e-07, 5.27344e-07, 5.27379e-07, 5.34941e-07, 5.2781e-07, 5.27626e-07, 5.27729e-07, 5.37725e-07, 5.36442e-07, 5.30563e-07, 1.66508e-06, 5.41491e-07, 5.28294e-07, 5.27358e-07, 5.30187e-07, 5.27505e-07, 4.59431e-06, 5.27338e-07, 3.62968e-06, 5.27336e-07, 5.41156e-07
0.559975, 0, 1.33177e-05, 1.03153e-06, 1.41421, -1.33177e-05, 1.03991e-06, 1.03153e-06, 1.03155e-06, 1.03161e-06, 1.04641e-06, 1.03246e-06, 1.0321e-06, 1.0323e-06, 1.05434e-06, 1.04934e-06, 1.03784e-06, 3.25743e-06, 1.05004e-06, 1.0334e-06, 1.03157e-06, 1.03575e-06, 1.03187e-06, 6.94912e-06, 1.03153e-06, 5.04963e-06, 1.03153e-06, 1.05857e-06
0.567861, 0, 2.02244e-05, 1.97734e-06, 1.41421, -2.02244e-05, 1.99341e-06, 1.97734e-06, 1.97737e-06, 1.9775e-06, 2.00586e-06, 1.97911e-06, 1.97843e-06, 1.97881e-06, 2.02531e-06, 2.01149e-06, 1.98944e-06, 6.2448e-06, 2.00144e-06, 1.98093e-06, 1.97742e-06, 1.98355e-06, 1.97801e-06, 1.05257e-05, 1.97734e-06, 7.17869e-06, 1.97734e-06, 2.02917e-06
0.575748, 0, 3.11611e-05, 3.71521e-06, 1.41421, -3.11611e-05, 3.74541e-06, 3.71521e-06, 3.71527e-06, 3.71551e-06, 3.76881e-06, 3.71855e-06, 3.71725e-06, 3.71798e-06, 3.81306e-06, 3.77939e-06, 3.73795e-06, 1.17346e-05, 3.74646e-06, 3.72196e-06, 3.71536e-06, 3.72429e-06, 3.7165e-06, 1.59767e-05, 3.71522e-06, 1.04573e-05, 3.71521e-06, 3.81261e-06
