   PIQUANT 0.0.0-main  ps__0097_0675553164_000rfs_shot_96.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Ti_K, Ca_K, K_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
10.2941, 8.86472, 6.12138, 6.12114, 3.29617, 2.74334, 0, 6.12137, 6.12114, 6.12114, 6.12114, 6.12114, 6.12114, 6.12114, 6.12114, 6.12114, 6.12114, 6.12114, 6.12114, 6.12114, 6.12114, 6.12114, 6.12114, 6.12114, 6.12114, 6.12114, 6.12114
10.3019, 9.17968, 6.10055, 6.10035, 3.3436, 3.07913, 0, 6.10055, 6.10035, 6.10035, 6.10035, 6.10035, 6.10035, 6.10035, 6.10035, 6.10035, 6.10035, 6.10035, 6.10035, 6.10035, 6.10035, 6.10035, 6.10035, 6.10035, 6.10035, 6.10035, 6.10035
10.3098, 8.771, 6.0773, 6.07713, 3.28192, 2.69371, 0, 6.0773, 6.07713, 6.07713, 6.07713, 6.07713, 6.07713, 6.07713, 6.07713, 6.07713, 6.07713, 6.07713, 6.07713, 6.07713, 6.07713, 6.07713, 6.07713, 6.07713, 6.07713, 6.07713, 6.07713
10.3177, 3.99504, 6.05287, 6.05273, 2.44848, -2.05782, 0, 6.05287, 6.05273, 6.05273, 6.05273, 6.05273, 6.05273, 6.05273, 6.05273, 6.05273, 6.05273, 6.05273, 6.05273, 6.05273, 6.05273, 6.05273, 6.05273, 6.05273, 6.05273, 6.05273, 6.05273
10.3256, 6.05551, 6.02849, 6.02838, 2.83822, 0.0270224, 0, 6.02849, 6.02838, 6.02838, 6.02838, 6.02838, 6.02838, 6.02838, 6.02838, 6.02838, 6.02838, 6.02838, 6.02838, 6.02838, 6.02838, 6.02838, 6.02838, 6.02838, 6.02838, 6.02838, 6.02838
10.3335, 6.96307, 6.01097, 6.01087, 2.99384, 0.952107, 0, 6.01096, 6.01087, 6.01087, 6.01087, 6.01087, 6.01087, 6.01087, 6.01087, 6.01087, 6.01087, 6.01087, 6.01087, 6.01087, 6.01087, 6.01087, 6.01087, 6.01087, 6.01087, 6.01087, 6.01087
10.3414, 6.01809, 5.9903, 5.99022, 2.83162, 0.0277891, 0, 5.9903, 5.99022, 5.99022, 5.99022, 5.99022, 5.99022, 5.99022, 5.99022, 5.99022, 5.99022, 5.99022, 5.99022, 5.99022, 5.99022, 5.99022, 5.99022, 5.99023, 5.99022, 5.99022, 5.99022
10.3492, 10.9901, 5.96686, 5.9668, 3.60417, 5.02321, 0, 5.96686, 5.9668, 5.9668, 5.9668, 5.9668, 5.9668, 5.9668, 5.9668, 5.9668, 5.9668, 5.9668, 5.9668, 5.9668, 5.9668, 5.9668, 5.9668, 5.9668, 5.9668, 5.9668, 5.9668
10.3571, 6.01129, 5.94207, 5.94202, 2.83042, 0.0692167, 0, 5.94207, 5.94202, 5.94202, 5.94202, 5.94202, 5.94202, 5.94202, 5.94202, 5.94202, 5.94202, 5.94202, 5.94202, 5.94202, 5.94202, 5.94202, 5.94202, 5.94202, 5.94202, 5.94202, 5.94202
10.365, 10.9512, 5.91733, 5.91729, 3.59877, 5.03385, 0, 5.91733, 5.91729, 5.91729, 5.91729, 5.91729, 5.91729, 5.91729, 5.91729, 5.91729, 5.91729, 5.91729, 5.91729, 5.91729, 5.91729, 5.91729, 5.91729, 5.91729, 5.91729, 5.91729, 5.91729
10.3729, 5.99257, 5.90066, 5.90062, 2.82711, 0.091908, 0, 5.90066, 5.90062, 5.90062, 5.90062, 5.90062, 5.90062, 5.90062, 5.90062, 5.90062, 5.90062, 5.90062, 5.90062, 5.90062, 5.90062, 5.90062, 5.90062, 5.90062, 5.90062, 5.90062, 5.90062
10.3808, 4.00682, 5.88042, 5.88039, 2.45088, -1.87361, 0, 5.88042, 5.88039, 5.88039, 5.88039, 5.88039, 5.88039, 5.88039, 5.88039, 5.88039, 5.88039, 5.88039, 5.88039, 5.88039, 5.88039, 5.88039, 5.88039, 5.88039, 5.88039, 5.88039, 5.88039
10.3886, 5.957, 5.85704, 5.85701, 2.82082, 0.0999608, 0, 5.85704, 5.85701, 5.85701, 5.85701, 5.85701, 5.85701, 5.85701, 5.85701, 5.85701, 5.85701, 5.85701, 5.85701, 5.85701, 5.85701, 5.85701, 5.85701, 5.85701, 5.85701, 5.85701, 5.85701
10.3965, 3.02317, 5.83212, 5.83209, 2.24124, -2.80895, 0, 5.83212, 5.83209, 5.83209, 5.83209, 5.83209, 5.83209, 5.83209, 5.83209, 5.83209, 5.83209, 5.83209, 5.83209, 5.83209, 5.83209, 5.83209, 5.83209, 5.83209, 5.83209, 5.83209, 5.83209
10.4044, 5.99059, 5.80725, 5.80723, 2.82676, 0.183331, 0, 5.80725, 5.80723, 5.80723, 5.80723, 5.80723, 5.80723, 5.80723, 5.80723, 5.80723, 5.80723, 5.80723, 5.80723, 5.80723, 5.80723, 5.80723, 5.80723, 5.80723, 5.80723, 5.80723, 5.80723
10.4123, 9.98265, 5.79111, 5.79109, 3.4616, 4.19154, 0, 5.79111, 5.79109, 5.79109, 5.79109, 5.79109, 5.79109, 5.79109, 5.79109, 5.79109, 5.79109, 5.79109, 5.79109, 5.79109, 5.79109, 5.79109, 5.79109, 5.79109, 5.79109, 5.79109, 5.79109
10.4202, 6.99257, 5.77105, 5.77102, 2.99876, 1.22152, 0, 5.77105, 5.77102, 5.77102, 5.77102, 5.77102, 5.77102, 5.77102, 5.77102, 5.77102, 5.77102, 5.77102, 5.77102, 5.77102, 5.77102, 5.77102, 5.77102, 5.77102, 5.77102, 5.77102, 5.77102
10.428, 4, 5.74752, 5.7475, 2.44949, -1.74752, 0, 5.74752, 5.7475, 5.7475, 5.7475, 5.7475, 5.7475, 5.7475, 5.7475, 5.7475, 5.7475, 5.7475, 5.7475, 5.7475, 5.7475, 5.7475, 5.7475, 5.7475, 5.7475, 5.7475, 5.7475
10.4359, 9.98265, 5.7223, 5.72228, 3.4616, 4.26035, 0, 5.7223, 5.72228, 5.72228, 5.72228, 5.72228, 5.72228, 5.72228, 5.72228, 5.72228, 5.72228, 5.72228, 5.72228, 5.72228, 5.72228, 5.72228, 5.72228, 5.72228, 5.72228, 5.72228, 5.72228
10.4438, 5.99988, 5.69714, 5.69711, 2.82841, 0.30274, 0, 5.69713, 5.69711, 5.69711, 5.69711, 5.69711, 5.69711, 5.69711, 5.69711, 5.69711, 5.69711, 5.69711, 5.69711, 5.69711, 5.69711, 5.69711, 5.69711, 5.69711, 5.69711, 5.69711, 5.69711
10.4517, 4.00112, 5.68176, 5.68174, 2.44972, -1.68065, 0, 5.68176, 5.68174, 5.68174, 5.68174, 5.68174, 5.68174, 5.68174, 5.68174, 5.68174, 5.68174, 5.68174, 5.68174, 5.68174, 5.68174, 5.68174, 5.68174, 5.68174, 5.68174, 5.68174, 5.68174
10.4596, 8.97373, 5.66209, 5.66206, 3.31266, 3.31164, 0, 5.66209, 5.66206, 5.66206, 5.66206, 5.66206, 5.66206, 5.66206, 5.66206, 5.66206, 5.66206, 5.66206, 5.66206, 5.66206, 5.66206, 5.66206, 5.66206, 5.66207, 5.66206, 5.66206, 5.66206
10.4674, 8.99009, 5.63863, 5.63861, 3.31513, 3.35146, 0, 5.63863, 5.63861, 5.63861, 5.63861, 5.63861, 5.63861, 5.63861, 5.63861, 5.63861, 5.63861, 5.63861, 5.63861, 5.63861, 5.63861, 5.63861, 5.63861, 5.63861, 5.63861, 5.63861, 5.63861
10.4753, 6.99058, 5.61333, 5.6133, 2.99843, 1.37725, 0, 5.61332, 5.6133, 5.6133, 5.6133, 5.6133, 5.6133, 5.6133, 5.6133, 5.6133, 5.6133, 5.6133, 5.6133, 5.6133, 5.6133, 5.6133, 5.6133, 5.6133, 5.6133, 5.6133, 5.6133
10.4832, 4.02602, 5.58808, 5.58805, 2.4548, -1.56205, 0, 5.58807, 5.58805, 5.58805, 5.58805, 5.58805, 5.58805, 5.58805, 5.58805, 5.58805, 5.58805, 5.58805, 5.58805, 5.58805, 5.58805, 5.58805, 5.58805, 5.58805, 5.58805, 5.58805, 5.58805
10.4911, 3.01561, 5.57326, 5.57323, 2.23956, -2.55764, 0, 5.57326, 5.57323, 5.57323, 5.57323, 5.57323, 5.57323, 5.57323, 5.57323, 5.57323, 5.57323, 5.57323, 5.57323, 5.57323, 5.57323, 5.57323, 5.57323, 5.57323, 5.57323, 5.57323, 5.57323
10.499, 7.92962, 5.5538, 5.55377, 3.15113, 2.37582, 0, 5.55379, 5.55377, 5.55377, 5.55377, 5.55377, 5.55377, 5.55377, 5.55377, 5.55377, 5.55377, 5.55377, 5.55377, 5.55377, 5.55377, 5.55377, 5.55377, 5.55377, 5.55377, 5.55377, 5.55377
10.5069, 10.9649, 5.53026, 5.53023, 3.60068, 5.43467, 0, 5.53026, 5.53023, 5.53023, 5.53023, 5.53023, 5.53023, 5.53023, 5.53023, 5.53023, 5.53023, 5.53023, 5.53023, 5.53023, 5.53023, 5.53023, 5.53023, 5.53023, 5.53023, 5.53023, 5.53023
10.5147, 12.0153, 5.50471, 5.50469, 3.7437, 6.51054, 0, 5.50471, 5.50469, 5.50469, 5.50469, 5.50469, 5.50469, 5.50469, 5.50469, 5.50469, 5.50469, 5.50469, 5.50469, 5.50469, 5.50469, 5.50469, 5.50469, 5.50469, 5.50469, 5.50469, 5.50469
10.5226, 3.11052, 5.47923, 5.47921, 2.26065, -2.36871, 0, 5.47923, 5.47921, 5.47921, 5.47921, 5.47921, 5.47921, 5.47921, 5.47921, 5.47921, 5.47921, 5.47921, 5.47921, 5.47921, 5.47921, 5.47921, 5.47921, 5.47921, 5.47921, 5.47921, 5.47921
10.5305, 6.87014, 5.46516, 5.46513, 2.97828, 1.40498, 0, 5.46516, 5.46513, 5.46513, 5.46513, 5.46513, 5.46513, 5.46513, 5.46513, 5.46513, 5.46513, 5.46513, 5.46513, 5.46513, 5.46513, 5.46513, 5.46513, 5.46513, 5.46513, 5.46513, 5.46513
10.5384, 5.99108, 5.44608, 5.44606, 2.82685, 0.544995, 0, 5.44608, 5.44606, 5.44606, 5.44606, 5.44606, 5.44606, 5.44606, 5.44606, 5.44606, 5.44606, 5.44606, 5.44606, 5.44606, 5.44606, 5.44606, 5.44606, 5.44606, 5.44606, 5.44606, 5.44606
10.5463, 11.9157, 5.42262, 5.4226, 3.73038, 6.49311, 0, 5.42262, 5.4226, 5.4226, 5.4226, 5.4226, 5.4226, 5.4226, 5.4226, 5.4226, 5.4226, 5.4226, 5.4226, 5.4226, 5.4226, 5.4226, 5.4226, 5.4226, 5.4226, 5.4226, 5.4226
10.5541, 6.10409, 5.39701, 5.39699, 2.84677, 0.707078, 0, 5.39701, 5.39699, 5.39699, 5.39699, 5.39699, 5.39699, 5.39699, 5.39699, 5.39699, 5.39699, 5.39699, 5.39699, 5.39699, 5.39699, 5.39699, 5.39699, 5.39699, 5.39699, 5.39699, 5.39699
10.562, 4.03519, 5.37146, 5.37143, 2.45666, -1.33627, 0, 5.37146, 5.37143, 5.37143, 5.37143, 5.37143, 5.37143, 5.37143, 5.37143, 5.37143, 5.37143, 5.37143, 5.37143, 5.37143, 5.37143, 5.37143, 5.37143, 5.37143, 5.37143, 5.37143, 5.37143
10.5699, 5.99504, 5.35798, 5.35795, 2.82755, 0.637063, 0, 5.35798, 5.35795, 5.35795, 5.35795, 5.35795, 5.35795, 5.35795, 5.35795, 5.35795, 5.35795, 5.35795, 5.35795, 5.35795, 5.35795, 5.35795, 5.35795, 5.35796, 5.35795, 5.35795, 5.35795
10.5778, 5.94785, 5.33917, 5.33914, 2.81919, 0.608678, 0, 5.33917, 5.33914, 5.33914, 5.33914, 5.33914, 5.33914, 5.33914, 5.33914, 5.33914, 5.33914, 5.33914, 5.33914, 5.33914, 5.33914, 5.33914, 5.33914, 5.33915, 5.33914, 5.33914, 5.33914
10.5857, 5.99329, 5.31569, 5.31566, 2.82724, 0.677603, 0, 5.31569, 5.31566, 5.31566, 5.31566, 5.31566, 5.31566, 5.31566, 5.31566, 5.31566, 5.31566, 5.31566, 5.31566, 5.31566, 5.31566, 5.31566, 5.31566, 5.31566, 5.31566, 5.31566, 5.31566
10.5935, 7.88922, 5.28991, 5.28989, 3.14471, 2.59931, 0, 5.28991, 5.28989, 5.28989, 5.28989, 5.28989, 5.28989, 5.28989, 5.28989, 5.28989, 5.28989, 5.28989, 5.28989, 5.28989, 5.28989, 5.28989, 5.28989, 5.28989, 5.28989, 5.28989, 5.28989
10.6014, 4.15006, 5.2642, 5.26417, 2.47993, -1.11414, 0, 5.2642, 5.26417, 5.26417, 5.26417, 5.26417, 5.26417, 5.26417, 5.26417, 5.26417, 5.26417, 5.26417, 5.26417, 5.26417, 5.26417, 5.26417, 5.26417, 5.26417, 5.26417, 5.26417, 5.26417
10.6093, 9.77001, 5.25144, 5.25141, 3.43075, 4.51858, 0, 5.25144, 5.25141, 5.25141, 5.25141, 5.25141, 5.25141, 5.25141, 5.25141, 5.25141, 5.25141, 5.25141, 5.25141, 5.25141, 5.25141, 5.25141, 5.25141, 5.25141, 5.25141, 5.25141, 5.25141
10.6172, 6.04399, 5.23301, 5.23298, 2.83619, 0.810983, 0, 5.23301, 5.23298, 5.23298, 5.23298, 5.23298, 5.23298, 5.23298, 5.23298, 5.23298, 5.23298, 5.23298, 5.23298, 5.23298, 5.23298, 5.23298, 5.23298, 5.23298, 5.23298, 5.23298, 5.23298
10.6251, 5.04848, 5.20962, 5.20959, 2.6549, -0.161135, 0, 5.20961, 5.20959, 5.20959, 5.20959, 5.20959, 5.20959, 5.20959, 5.20959, 5.20959, 5.20959, 5.20959, 5.20959, 5.20959, 5.20959, 5.20959, 5.20959, 5.20959, 5.20959, 5.20959, 5.20959
10.6329, 3.18213, 5.18379, 5.18376, 2.27643, -2.00166, 0, 5.18378, 5.18376, 5.18376, 5.18376, 5.18376, 5.18376, 5.18376, 5.18376, 5.18376, 5.18376, 5.18376, 5.18376, 5.18376, 5.18376, 5.18376, 5.18376, 5.18376, 5.18376, 5.18376, 5.18376
10.6408, 4.86518, 5.15802, 5.15799, 2.62015, -0.29284, 0, 5.15802, 5.15799, 5.15799, 5.15799, 5.15799, 5.15799, 5.15799, 5.15799, 5.15799, 5.15799, 5.15799, 5.15799, 5.15799, 5.15799, 5.15799, 5.15799, 5.15799, 5.15799, 5.15799, 5.15799
10.6487, 7.12986, 5.14589, 5.14586, 3.02157, 1.98397, 0, 5.14589, 5.14586, 5.14586, 5.14586, 5.14586, 5.14586, 5.14586, 5.14586, 5.14586, 5.14586, 5.14586, 5.14586, 5.14586, 5.14586, 5.14586, 5.14586, 5.14587, 5.14586, 5.14586, 5.14586
10.6566, 4.99777, 5.12778, 5.12775, 2.64533, -0.130008, 0, 5.12778, 5.12775, 5.12775, 5.12775, 5.12775, 5.12775, 5.12775, 5.12775, 5.12775, 5.12775, 5.12775, 5.12775, 5.12775, 5.12775, 5.12775, 5.12775, 5.12775, 5.12775, 5.12775, 5.12775
10.6645, 9.85081, 5.10443, 5.1044, 3.4425, 4.74638, 0, 5.10443, 5.1044, 5.1044, 5.1044, 5.1044, 5.1044, 5.1044, 5.1044, 5.1044, 5.1044, 5.1044, 5.1044, 5.1044, 5.1044, 5.1044, 5.1044, 5.1044, 5.1044, 5.1044, 5.1044
10.6724, 4.99294, 5.07851, 5.07848, 2.64442, -0.085568, 0, 5.0785, 5.07848, 5.07848, 5.07848, 5.07848, 5.07848, 5.07848, 5.07848, 5.07848, 5.07848, 5.07848, 5.07848, 5.07848, 5.07848, 5.07848, 5.07848, 5.07848, 5.07848, 5.07848, 5.07848
10.6802, 9.6026, 5.05265, 5.05262, 3.40626, 4.54995, 0, 5.05265, 5.05262, 5.05262, 5.05262, 5.05262, 5.05262, 5.05262, 5.05262, 5.05262, 5.05262, 5.05262, 5.05262, 5.05262, 5.05262, 5.05262, 5.05262, 5.05262, 5.05262, 5.05262, 5.05262
10.6881, 7.46322, 5.04121, 5.04118, 3.07623, 2.42201, 0, 5.0412, 5.04118, 5.04118, 5.04118, 5.04118, 5.04118, 5.04118, 5.04118, 5.04118, 5.04118, 5.04118, 5.04118, 5.04118, 5.04118, 5.04118, 5.04118, 5.04118, 5.04118, 5.04118, 5.04118
10.696, 3.91225, 5.02346, 5.02344, 2.43151, -1.11122, 0, 5.02346, 5.02344, 5.02344, 5.02344, 5.02344, 5.02344, 5.02344, 5.02344, 5.02344, 5.02344, 5.02344, 5.02344, 5.02344, 5.02344, 5.02344, 5.02344, 5.02344, 5.02344, 5.02344, 5.02344
10.7039, 5.07831, 5.00021, 5.00019, 2.66051, 0.0781007, 0, 5.00021, 5.00019, 5.00019, 5.00019, 5.00019, 5.00019, 5.00019, 5.00019, 5.00019, 5.00019, 5.00019, 5.00019, 5.00019, 5.00019, 5.00019, 5.00019, 5.00019, 5.00019, 5.00019, 5.00019
10.7118, 12.6436, 4.97426, 4.97423, 3.8267, 7.66936, 0, 4.97425, 4.97423, 4.97423, 4.97423, 4.97423, 4.97423, 4.97423, 4.97423, 4.97423, 4.97423, 4.97423, 4.97423, 4.97423, 4.97423, 4.97423, 4.97423, 4.97423, 4.97423, 4.97423, 4.97423
10.7196, 6.34672, 4.94837, 4.94834, 2.88907, 1.39835, 0, 4.94836, 4.94834, 4.94834, 4.94834, 4.94834, 4.94834, 4.94834, 4.94834, 4.94834, 4.94834, 4.94834, 4.94834, 4.94834, 4.94834, 4.94834, 4.94834, 4.94834, 4.94834, 4.94834, 4.94834
10.7275, 5.99529, 4.93786, 4.93783, 2.82759, 1.05743, 0, 4.93786, 4.93783, 4.93783, 4.93783, 4.93783, 4.93783, 4.93783, 4.93783, 4.93783, 4.93783, 4.93783, 4.93783, 4.93783, 4.93783, 4.93783, 4.93783, 4.93783, 4.93783, 4.93783, 4.93783
10.7354, 11.8997, 4.92059, 4.92056, 3.72823, 6.97908, 0, 4.92059, 4.92056, 4.92056, 4.92056, 4.92056, 4.92056, 4.92056, 4.92056, 4.92056, 4.92056, 4.92056, 4.92056, 4.92056, 4.92056, 4.92056, 4.92056, 4.92056, 4.92056, 4.92056, 4.92056
10.7433, 9.70034, 4.89737, 4.89735, 3.42058, 4.80296, 0, 4.89737, 4.89735, 4.89735, 4.89735, 4.89735, 4.89735, 4.89735, 4.89735, 4.89735, 4.89735, 4.89735, 4.89735, 4.89735, 4.89735, 4.89735, 4.89735, 4.89735, 4.89735, 4.89735, 4.89735
10.7512, 9.2855, 4.87124, 4.87121, 3.35939, 4.41427, 0, 4.87123, 4.87121, 4.87121, 4.87121, 4.87121, 4.87121, 4.87121, 4.87121, 4.87121, 4.87121, 4.87121, 4.87121, 4.87121, 4.87121, 4.87121, 4.87121, 4.87121, 4.87121, 4.87121, 4.87121
10.759, 3.89021, 4.84517, 4.84514, 2.42698, -0.954958, 0, 4.84517, 4.84514, 4.84514, 4.84514, 4.84514, 4.84514, 4.84514, 4.84514, 4.84514, 4.84514, 4.84514, 4.84514, 4.84514, 4.84514, 4.84514, 4.84514, 4.84514, 4.84514, 4.84514, 4.84514
10.7669, 3.99058, 4.83667, 4.83665, 2.44757, -0.846091, 0, 4.83667, 4.83665, 4.83665, 4.83665, 4.83665, 4.83665, 4.83665, 4.83665, 4.83665, 4.83665, 4.83665, 4.83665, 4.83665, 4.83665, 4.83665, 4.83665, 4.83665, 4.83665, 4.83665, 4.83665
10.7748, 6.09765, 4.82022, 4.82019, 2.84564, 1.27743, 0, 4.82022, 4.82019, 4.82019, 4.82019, 4.82019, 4.82019, 4.82019, 4.82019, 4.82019, 4.82019, 4.82019, 4.82019, 4.82019, 4.82019, 4.82019, 4.82019, 4.82019, 4.82019, 4.82019, 4.82019
10.7827, 5.77348, 4.79677, 4.79674, 2.7881, 0.976712, 0, 4.79677, 4.79674, 4.79674, 4.79674, 4.79674, 4.79674, 4.79674, 4.79674, 4.79674, 4.79674, 4.79674, 4.79674, 4.79674, 4.79674, 4.79674, 4.79674, 4.79674, 4.79674, 4.79674, 4.79674
10.7906, 4.43594, 4.76988, 4.76985, 2.53691, -0.333943, 0, 4.76988, 4.76985, 4.76985, 4.76985, 4.76985, 4.76985, 4.76985, 4.76985, 4.76985, 4.76985, 4.76985, 4.76985, 4.76985, 4.76985, 4.76985, 4.76985, 4.76985, 4.76985, 4.76985, 4.76985
10.7985, 4.53997, 4.74306, 4.74303, 2.55734, -0.20309, 0, 4.74306, 4.74303, 4.74303, 4.74303, 4.74303, 4.74303, 4.74303, 4.74303, 4.74303, 4.74303, 4.74303, 4.74303, 4.74303, 4.74303, 4.74303, 4.74303, 4.74303, 4.74303, 4.74303, 4.74303
10.8063, 4.22124, 4.74723, 4.74721, 2.49424, -0.525991, 0, 4.74723, 4.74721, 4.74721, 4.74721, 4.74721, 4.74721, 4.74721, 4.74721, 4.74721, 4.74721, 4.74721, 4.74721, 4.74721, 4.74721, 4.74721, 4.74721, 4.74721, 4.74721, 4.74721, 4.74721
10.8142, 5.11239, 4.7426, 4.74257, 2.66691, 0.369788, 0, 4.7426, 4.74257, 4.74257, 4.74257, 4.74257, 4.74257, 4.74257, 4.74257, 4.74257, 4.74257, 4.74257, 4.74257, 4.74257, 4.74257, 4.74257, 4.74257, 4.74258, 4.74257, 4.74257, 4.74257
10.8221, 5.87348, 4.73, 4.72998, 2.80597, 1.14348, 0, 4.73, 4.72998, 4.72998, 4.72998, 4.72998, 4.72998, 4.72998, 4.72998, 4.72998, 4.72998, 4.72998, 4.72998, 4.72998, 4.72998, 4.72998, 4.72998, 4.72998, 4.72998, 4.72998, 4.72998
10.83, 5.1166, 4.71344, 4.71342, 2.6677, 0.403161, 0, 4.71344, 4.71342, 4.71342, 4.71342, 4.71342, 4.71342, 4.71342, 4.71342, 4.71342, 4.71342, 4.71342, 4.71342, 4.71342, 4.71342, 4.71342, 4.71342, 4.71342, 4.71342, 4.71342, 4.71342
10.8379, 3.12181, 4.69691, 4.69688, 2.26314, -1.5751, 0, 4.69691, 4.69688, 4.69688, 4.69688, 4.69688, 4.69688, 4.69688, 4.69688, 4.69688, 4.69688, 4.69688, 4.69688, 4.69688, 4.69688, 4.69688, 4.69688, 4.69689, 4.69688, 4.69688, 4.69688
10.8457, 5.86856, 4.69874, 4.69871, 2.80509, 1.16982, 0, 4.69874, 4.69871, 4.69871, 4.69871, 4.69871, 4.69871, 4.69871, 4.69871, 4.69871, 4.69871, 4.69871, 4.69871, 4.69871, 4.69871, 4.69871, 4.69871, 4.69871, 4.69871, 4.69871, 4.69871
10.8536, 5.12636, 4.69324, 4.69321, 2.66952, 0.433126, 0, 4.69323, 4.69321, 4.69321, 4.69321, 4.69321, 4.69321, 4.69321, 4.69321, 4.69321, 4.69321, 4.69321, 4.69321, 4.69321, 4.69321, 4.69321, 4.69321, 4.69321, 4.69321, 4.69321, 4.69321
10.8615, 7.46344, 4.68128, 4.68125, 3.07627, 2.78216, 0, 4.68128, 4.68125, 4.68125, 4.68125, 4.68125, 4.68125, 4.68125, 4.68125, 4.68125, 4.68125, 4.68125, 4.68125, 4.68125, 4.68125, 4.68125, 4.68125, 4.68125, 4.68125, 4.68125, 4.68125
10.8694, 5.53185, 4.66612, 4.66609, 2.74442, 0.865723, 0, 4.66612, 4.66609, 4.66609, 4.66609, 4.66609, 4.66609, 4.66609, 4.66609, 4.66609, 4.66609, 4.66609, 4.66609, 4.66609, 4.66609, 4.66609, 4.66609, 4.6661, 4.66609, 4.66609, 4.66609
10.8773, 13.3048, 4.65099, 4.65096, 3.91214, 8.65384, 0, 4.65099, 4.65096, 4.65096, 4.65096, 4.65096, 4.65096, 4.65096, 4.65096, 4.65096, 4.65096, 4.65096, 4.65096, 4.65096, 4.65096, 4.65096, 4.65096, 4.65096, 4.65096, 4.65096, 4.65096
10.8851, 8.12739, 4.65235, 4.65232, 3.18236, 3.47503, 0, 4.65235, 4.65232, 4.65232, 4.65232, 4.65232, 4.65232, 4.65232, 4.65232, 4.65232, 4.65232, 4.65232, 4.65232, 4.65232, 4.65232, 4.65232, 4.65232, 4.65232, 4.65232, 4.65232, 4.65232
10.893, 10.4146, 4.64669, 4.64666, 3.52344, 5.76793, 0, 4.64669, 4.64666, 4.64666, 4.64666, 4.64666, 4.64666, 4.64666, 4.64666, 4.64666, 4.64666, 4.64666, 4.64666, 4.64666, 4.64666, 4.64666, 4.64666, 4.64666, 4.64666, 4.64666, 4.64666
10.9009, 13.5405, 4.63484, 4.63481, 3.94215, 8.90568, 0, 4.63484, 4.63481, 4.63481, 4.63481, 4.63481, 4.63481, 4.63481, 4.63481, 4.63481, 4.63481, 4.63481, 4.63481, 4.63481, 4.63481, 4.63481, 4.63481, 4.63481, 4.63481, 4.63481, 4.63481
10.9088, 3.60064, 4.61991, 4.61988, 2.36657, -1.01927, 0, 4.61991, 4.61988, 4.61988, 4.61988, 4.61988, 4.61988, 4.61988, 4.61988, 4.61988, 4.61988, 4.61988, 4.61988, 4.61988, 4.61988, 4.61988, 4.61988, 4.61988, 4.61988, 4.61988, 4.61988
10.9167, 7.39527, 4.60501, 4.60498, 3.06517, 2.79026, 0, 4.60501, 4.60498, 4.60498, 4.60498, 4.60498, 4.60498, 4.60498, 4.60498, 4.60498, 4.60498, 4.60498, 4.60498, 4.60498, 4.60498, 4.60498, 4.60498, 4.60498, 4.60498, 4.60498, 4.60498
10.9245, 3.44696, 4.60615, 4.60612, 2.33387, -1.15918, 0, 4.60615, 4.60612, 4.60612, 4.60612, 4.60612, 4.60612, 4.60612, 4.60612, 4.60612, 4.60612, 4.60612, 4.60612, 4.60612, 4.60612, 4.60612, 4.60612, 4.60612, 4.60612, 4.60612, 4.60612
10.9324, 4.99529, 4.60045, 4.60042, 2.64486, 0.394838, 0, 4.60045, 4.60042, 4.60042, 4.60042, 4.60042, 4.60042, 4.60042, 4.60042, 4.60042, 4.60042, 4.60042, 4.60042, 4.60042, 4.60042, 4.60042, 4.60042, 4.60042, 4.60042, 4.60042, 4.60042
10.9403, 5.99504, 4.58872, 4.58869, 2.82755, 1.40633, 0, 4.58872, 4.58869, 4.58869, 4.58869, 4.58869, 4.58869, 4.58869, 4.58869, 4.58869, 4.58869, 4.58869, 4.58869, 4.58869, 4.58869, 4.58869, 4.58869, 4.58869, 4.58869, 4.58869, 4.58869
10.9482, 9.03386, 4.57398, 4.57395, 3.32173, 4.45989, 0, 4.57398, 4.57395, 4.57395, 4.57395, 4.57395, 4.57395, 4.57395, 4.57395, 4.57395, 4.57395, 4.57395, 4.57395, 4.57395, 4.57395, 4.57395, 4.57395, 4.57395, 4.57395, 4.57395, 4.57395
10.9561, 5.95647, 4.55926, 4.55923, 2.82072, 1.39721, 0, 4.55926, 4.55923, 4.55923, 4.55923, 4.55923, 4.55923, 4.55923, 4.55923, 4.55923, 4.55923, 4.55923, 4.55923, 4.55923, 4.55923, 4.55923, 4.55923, 4.55923, 4.55923, 4.55923, 4.55923
10.964, 8.33482, 4.56012, 4.56009, 3.21478, 3.7747, 0, 4.56012, 4.56009, 4.56009, 4.56009, 4.56009, 4.56009, 4.56009, 4.56009, 4.56009, 4.56009, 4.56009, 4.56009, 4.56009, 4.56009, 4.56009, 4.56009, 4.56009, 4.56009, 4.56009, 4.56009
10.9718, 2.99033, 4.55433, 4.5543, 2.23391, -1.56399, 0, 4.55433, 4.5543, 4.5543, 4.5543, 4.5543, 4.5543, 4.5543, 4.5543, 4.5543, 4.5543, 4.5543, 4.5543, 4.5543, 4.5543, 4.5543, 4.5543, 4.5543, 4.5543, 4.5543, 4.5543
