   PIQUANT 0.0.0-main  ps__0097_0675553164_000rfs_shot_34.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Cr_K, Ti_K, Ca_K, K_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
-0.00271509, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00519225, 0, 9.71979e-25, 0, 1.41421, -9.71979e-25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.3978e-27, 0, 0, 2.03333e-29, 8.54837e-29, 0, 9.66476e-25, 0, 0, 0
0.0130996, 0, 2.83225e-24, 0, 1.41421, -2.83225e-24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.57286e-26, 0, 0, 5.99671e-29, 2.57112e-28, 0, 2.81621e-24, 0, 0, 0
0.0210069, 0, 8.00604e-24, 0, 1.41421, -8.00604e-24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.44606e-26, 0, 0, 1.71597e-28, 7.48037e-28, 0, 7.96066e-24, 0, 0, 0
0.0289143, 0, 2.20227e-23, 0, 1.41421, -2.20227e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.223e-25, 0, 0, 4.77905e-28, 2.113e-27, 0, 2.18978e-23, 0, 0, 0
0.0368216, 0, 5.90974e-23, 0, 1.41421, -5.90974e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.28188e-25, 0, 0, 1.29863e-27, 5.812e-27, 0, 5.87621e-23, 0, 0, 0
0.0447289, 0, 1.55018e-22, 0, 1.41421, -1.55018e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.60869e-25, 0, 0, 3.44998e-27, 1.56032e-26, 0, 1.54138e-22, 0, 0, 0
0.0526363, 0, 3.98144e-22, 0, 1.41421, -3.98144e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.21102e-24, 0, 0, 8.9755e-27, 4.09645e-26, 0, 3.95883e-22, 0, 0, 0
0.0605436, 0, 1.00265e-21, 0, 1.41421, -1.00265e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.56801e-24, 0, 0, 2.28995e-26, 1.05344e-25, 0, 9.96953e-22, 0, 0, 0
0.0684509, 0, 2.47868e-21, 0, 1.41421, -2.47868e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.37648e-23, 0, 0, 5.73634e-26, 2.65714e-25, 0, 2.4646e-21, 0, 0, 0
0.0763583, 0, 6.02148e-21, 0, 1.41421, -6.02148e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.34389e-23, 0, 0, 1.41232e-25, 6.58151e-25, 0, 5.98724e-21, 0, 0, 0
0.0842656, 0, 1.43873e-20, 0, 1.41421, -1.43873e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.98964e-23, 0, 0, 3.42067e-25, 1.60243e-24, 0, 1.43055e-20, 0, 0, 0
0.092173, 0, 3.38363e-20, 0, 1.41421, -3.38363e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.87901e-22, 0, 0, 8.1565e-25, 3.83847e-24, 0, 3.36437e-20, 0, 0, 0
0.10008, 0, 7.83812e-20, 0, 1.41421, -7.83812e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.35269e-22, 0, 0, 1.91608e-24, 9.05313e-24, 0, 7.79349e-20, 0, 0, 0
0.107988, 0, 1.78946e-19, 0, 1.41421, -1.78946e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.93729e-22, 0, 0, 4.43713e-24, 2.10375e-23, 0, 1.77927e-19, 0, 0, 0
