   PIQUANT 0.0.0-main  ps__0097_0675553164_000rfs_shot_192.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Ni_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
4.94346, 158.361, 128.332, 128.331, 12.6634, 30.0294, 0, 128.331, 128.331, 128.331, 128.331, 128.331, 128.331, 128.331, 128.331, 128.331, 128.331, 128.331, 128.331, 128.331, 128.331, 128.331
4.95088, 137.221, 128.819, 128.818, 11.7992, 8.40172, 0, 128.818, 128.819, 128.819, 128.818, 128.818, 128.818, 128.818, 128.818, 128.818, 128.818, 128.818, 128.818, 128.818, 128.818, 128.818
4.95831, 142.709, 129.307, 129.306, 12.0295, 13.4023, 0, 129.306, 129.306, 129.306, 129.306, 129.306, 129.306, 129.306, 129.306, 129.306, 129.306, 129.306, 129.306, 129.306, 129.306, 129.306
4.96574, 140.781, 129.794, 129.793, 11.9491, 10.9871, 0, 129.793, 129.794, 129.794, 129.793, 129.793, 129.793, 129.793, 129.793, 129.793, 129.793, 129.793, 129.793, 129.793, 129.793, 129.793
4.97317, 128.76, 130.282, 130.281, 11.4351, -1.52109, 0, 130.281, 130.281, 130.281, 130.281, 130.281, 130.281, 130.281, 130.281, 130.281, 130.281, 130.281, 130.281, 130.281, 130.281, 130.281
4.98059, 140.822, 130.769, 130.768, 11.9508, 10.0528, 0, 130.768, 130.768, 130.768, 130.768, 130.768, 130.768, 130.768, 130.768, 130.768, 130.768, 130.768, 130.768, 130.768, 130.768, 130.768
4.98802, 126.896, 131.256, 131.255, 11.3532, -4.35992, 0, 131.255, 131.255, 131.256, 131.255, 131.255, 131.255, 131.255, 131.255, 131.255, 131.255, 131.255, 131.255, 131.255, 131.255, 131.255
4.99545, 170.83, 131.743, 131.742, 13.1465, 39.0875, 0, 131.742, 131.742, 131.743, 131.742, 131.742, 131.742, 131.742, 131.742, 131.742, 131.742, 131.742, 131.742, 131.742, 131.742, 131.742
5.00288, 143.189, 132.23, 132.229, 12.0494, 10.959, 0, 132.229, 132.229, 132.229, 132.229, 132.229, 132.229, 132.229, 132.229, 132.229, 132.229, 132.229, 132.229, 132.229, 132.229, 132.229
5.01031, 141.84, 132.716, 132.716, 11.9933, 9.12383, 0, 132.716, 132.716, 132.716, 132.716, 132.716, 132.716, 132.716, 132.716, 132.716, 132.716, 132.716, 132.716, 132.716, 132.716, 132.716
5.01773, 149.634, 133.203, 133.202, 12.314, 16.4314, 0, 133.202, 133.202, 133.202, 133.202, 133.202, 133.202, 133.202, 133.202, 133.202, 133.202, 133.202, 133.202, 133.202, 133.202, 133.202
5.02516, 161.902, 133.689, 133.688, 12.8024, 28.2135, 0, 133.688, 133.688, 133.688, 133.688, 133.688, 133.688, 133.688, 133.688, 133.688, 133.688, 133.688, 133.688, 133.688, 133.688, 133.688
5.03259, 125.923, 134.175, 134.174, 11.3103, -8.25168, 0, 134.174, 134.174, 134.174, 134.174, 134.174, 134.174, 134.174, 134.174, 134.174, 134.174, 134.174, 134.174, 134.174, 134.174, 134.174
5.04002, 154.394, 134.66, 134.659, 12.5058, 19.7342, 0, 134.659, 134.659, 134.66, 134.659, 134.659, 134.659, 134.659, 134.659, 134.659, 134.659, 134.659, 134.659, 134.659, 134.659, 134.659
5.04745, 149.9, 135.145, 135.144, 12.3248, 14.7547, 0, 135.144, 135.145, 135.145, 135.144, 135.144, 135.144, 135.144, 135.144, 135.144, 135.144, 135.144, 135.144, 135.144, 135.144, 135.144
5.05487, 148.469, 135.63, 135.629, 12.2666, 12.8396, 0, 135.629, 135.629, 135.629, 135.629, 135.629, 135.629, 135.629, 135.629, 135.629, 135.629, 135.629, 135.629, 135.629, 135.629, 135.629
5.0623, 156.075, 136.114, 136.113, 12.5728, 19.9607, 0, 136.113, 136.114, 136.114, 136.113, 136.113, 136.113, 136.113, 136.113, 136.113, 136.113, 136.113, 136.113, 136.113, 136.113, 136.113
5.06973, 123.606, 136.598, 136.597, 11.2074, -12.9916, 0, 136.597, 136.597, 136.598, 136.597, 136.597, 136.597, 136.597, 136.597, 136.597, 136.597, 136.597, 136.597, 136.597, 136.597, 136.597
5.07716, 167.91, 137.081, 137.08, 13.0349, 30.8287, 0, 137.08, 137.081, 137.081, 137.08, 137.08, 137.08, 137.08, 137.08, 137.08, 137.08, 137.08, 137.08, 137.08, 137.08, 137.08
5.08458, 160.93, 137.564, 137.563, 12.7644, 23.3663, 0, 137.563, 137.563, 137.564, 137.563, 137.563, 137.563, 137.563, 137.563, 137.563, 137.563, 137.563, 137.563, 137.563, 137.563, 137.563
5.09201, 126.381, 138.046, 138.045, 11.3305, -11.6657, 0, 138.045, 138.046, 138.046, 138.045, 138.045, 138.045, 138.045, 138.045, 138.045, 138.045, 138.045, 138.045, 138.045, 138.045, 138.045
5.09944, 162.109, 138.528, 138.527, 12.8105, 23.581, 0, 138.527, 138.527, 138.528, 138.527, 138.527, 138.527, 138.527, 138.527, 138.527, 138.527, 138.527, 138.527, 138.527, 138.527, 138.527
5.10687, 156.387, 139.009, 139.008, 12.5852, 17.3781, 0, 139.008, 139.008, 139.008, 139.008, 139.008, 139.008, 139.008, 139.008, 139.008, 139.008, 139.008, 139.008, 139.008, 139.008, 139.008
5.1143, 153.869, 139.489, 139.489, 12.4848, 14.3797, 0, 139.489, 139.489, 139.489, 139.489, 139.489, 139.489, 139.489, 139.489, 139.489, 139.489, 139.489, 139.489, 139.489, 139.489, 139.489
5.12172, 150.999, 139.969, 139.968, 12.3693, 11.0294, 0, 139.968, 139.969, 139.969, 139.968, 139.968, 139.968, 139.968, 139.968, 139.968, 139.968, 139.968, 139.968, 139.968, 139.968, 139.968
5.12915, 153.145, 140.448, 140.447, 12.4557, 12.6964, 0, 140.447, 140.448, 140.448, 140.447, 140.447, 140.447, 140.447, 140.447, 140.447, 140.447, 140.447, 140.447, 140.447, 140.447, 140.447
5.13658, 146.824, 140.926, 140.926, 12.1993, 5.89734, 0, 140.926, 140.926, 140.926, 140.926, 140.926, 140.926, 140.926, 140.926, 140.926, 140.926, 140.926, 140.926, 140.926, 140.926, 140.926
5.14401, 158.481, 141.404, 141.403, 12.6681, 17.0772, 0, 141.403, 141.404, 141.404, 141.403, 141.403, 141.403, 141.403, 141.403, 141.403, 141.403, 141.403, 141.403, 141.403, 141.403, 141.403
5.15144, 174.62, 141.881, 141.88, 13.2899, 32.7396, 0, 141.88, 141.88, 141.88, 141.88, 141.88, 141.88, 141.88, 141.88, 141.88, 141.88, 141.88, 141.88, 141.88, 141.88, 141.88
5.15886, 170.155, 142.357, 142.356, 13.1208, 27.7982, 0, 142.356, 142.356, 142.356, 142.356, 142.356, 142.356, 142.356, 142.356, 142.356, 142.356, 142.356, 142.356, 142.356, 142.356, 142.356
5.16629, 162.794, 142.832, 142.831, 12.8372, 19.9623, 0, 142.831, 142.831, 142.831, 142.831, 142.831, 142.831, 142.831, 142.831, 142.831, 142.831, 142.831, 142.831, 142.831, 142.831, 142.831
5.17372, 143.253, 143.306, 143.305, 12.0521, -0.0532837, 0, 143.305, 143.306, 143.306, 143.305, 143.305, 143.305, 143.305, 143.305, 143.305, 143.305, 143.305, 143.305, 143.305, 143.305, 143.305
5.18115, 169.87, 143.779, 143.779, 13.1099, 26.091, 0, 143.779, 143.779, 143.779, 143.779, 143.779, 143.779, 143.779, 143.779, 143.779, 143.779, 143.779, 143.779, 143.779, 143.779, 143.779
5.18858, 167.958, 144.252, 144.251, 13.0368, 23.7066, 0, 144.251, 144.251, 144.251, 144.251, 144.251, 144.251, 144.251, 144.251, 144.251, 144.251, 144.251, 144.251, 144.251, 144.251, 144.251
5.196, 159.689, 144.723, 144.722, 12.7157, 14.966, 0, 144.722, 144.723, 144.723, 144.722, 144.722, 144.722, 144.722, 144.722, 144.722, 144.722, 144.722, 144.722, 144.722, 144.722, 144.722
5.20343, 183.2, 145.193, 145.193, 13.6088, 38.0069, 0, 145.193, 145.193, 145.193, 145.193, 145.193, 145.193, 145.193, 145.193, 145.193, 145.193, 145.193, 145.193, 145.193, 145.193, 145.193
5.21086, 179.58, 145.663, 145.662, 13.4752, 33.9171, 0, 145.662, 145.662, 145.663, 145.662, 145.662, 145.662, 145.662, 145.662, 145.662, 145.662, 145.662, 145.662, 145.662, 145.662, 145.662
5.21829, 173.719, 146.131, 146.13, 13.2559, 27.5884, 0, 146.13, 146.131, 146.131, 146.13, 146.13, 146.13, 146.13, 146.13, 146.13, 146.13, 146.13, 146.13, 146.13, 146.13, 146.13
5.22571, 200.208, 146.598, 146.597, 14.22, 53.6099, 0, 146.598, 146.598, 146.598, 146.597, 146.597, 146.597, 146.597, 146.597, 146.597, 146.597, 146.597, 146.597, 146.597, 146.597, 146.597
5.23314, 185.538, 147.064, 147.063, 13.6945, 38.474, 0, 147.064, 147.064, 147.064, 147.063, 147.063, 147.063, 147.063, 147.063, 147.063, 147.063, 147.063, 147.063, 147.063, 147.063, 147.063
5.24057, 170.996, 147.529, 147.528, 13.1528, 23.4669, 0, 147.528, 147.529, 147.529, 147.528, 147.528, 147.528, 147.528, 147.528, 147.528, 147.528, 147.528, 147.528, 147.528, 147.528, 147.528
5.248, 158.204, 147.993, 147.992, 12.6572, 10.2107, 0, 147.992, 147.992, 147.992, 147.992, 147.992, 147.992, 147.992, 147.992, 147.992, 147.992, 147.992, 147.992, 147.992, 147.992, 147.992
5.25543, 161.417, 148.455, 148.455, 12.7835, 12.9615, 0, 148.455, 148.455, 148.455, 148.455, 148.455, 148.455, 148.455, 148.455, 148.455, 148.455, 148.455, 148.455, 148.455, 148.455, 148.455
5.26285, 153.71, 148.916, 148.916, 12.4784, 4.79318, 0, 148.916, 148.916, 148.916, 148.916, 148.916, 148.916, 148.916, 148.916, 148.916, 148.916, 148.916, 148.916, 148.916, 148.916, 148.916
5.27028, 157.82, 149.376, 149.376, 12.642, 8.44391, 0, 149.376, 149.376, 149.376, 149.376, 149.376, 149.376, 149.376, 149.376, 149.376, 149.376, 149.376, 149.376, 149.376, 149.376, 149.376
5.27771, 171.881, 149.835, 149.834, 13.1864, 22.0459, 0, 149.834, 149.834, 149.834, 149.834, 149.834, 149.834, 149.834, 149.834, 149.834, 149.834, 149.834, 149.834, 149.834, 149.834, 149.834
5.28514, 173.219, 150.292, 150.291, 13.237, 22.9269, 0, 150.291, 150.292, 150.292, 150.291, 150.291, 150.291, 150.291, 150.291, 150.291, 150.291, 150.291, 150.291, 150.291, 150.291, 150.291
5.29256, 161.289, 150.748, 150.747, 12.7785, 10.5409, 0, 150.747, 150.747, 150.747, 150.747, 150.747, 150.747, 150.747, 150.747, 150.747, 150.747, 150.747, 150.747, 150.747, 150.747, 150.747
5.29999, 155.293, 151.202, 151.201, 12.5416, 4.09052, 0, 151.201, 151.202, 151.202, 151.201, 151.201, 151.201, 151.201, 151.201, 151.201, 151.201, 151.201, 151.201, 151.201, 151.201, 151.201
5.30742, 168.297, 151.655, 151.654, 13.0498, 16.6419, 0, 151.654, 151.654, 151.655, 151.654, 151.654, 151.654, 151.654, 151.654, 151.654, 151.654, 151.654, 151.654, 151.654, 151.654, 151.654
5.31485, 170.279, 152.106, 152.105, 13.1255, 18.1726, 0, 152.106, 152.106, 152.106, 152.105, 152.105, 152.105, 152.105, 152.105, 152.105, 152.105, 152.105, 152.105, 152.105, 152.105, 152.105
5.32228, 161.834, 152.556, 152.555, 12.7998, 9.27757, 0, 152.555, 152.556, 152.556, 152.555, 152.555, 152.555, 152.555, 152.555, 152.555, 152.555, 152.555, 152.555, 152.555, 152.555, 152.555
5.3297, 175.241, 153.004, 153.003, 13.3132, 22.2364, 0, 153.004, 153.004, 153.004, 153.003, 153.003, 153.003, 153.003, 153.003, 153.003, 153.003, 153.003, 153.003, 153.003, 153.003, 153.003
5.33713, 149.842, 153.451, 153.45, 12.3224, -3.60928, 0, 153.45, 153.45, 153.451, 153.45, 153.45, 153.45, 153.45, 153.45, 153.45, 153.45, 153.45, 153.45, 153.45, 153.45, 153.45
5.34456, 171.231, 153.896, 153.895, 13.1617, 17.3353, 0, 153.895, 153.895, 153.896, 153.895, 153.895, 153.895, 153.895, 153.895, 153.895, 153.895, 153.895, 153.895, 153.895, 153.895, 153.895
5.35199, 169.658, 154.339, 154.338, 13.1018, 15.3188, 0, 154.339, 154.339, 154.339, 154.338, 154.338, 154.338, 154.338, 154.338, 154.338, 154.338, 154.338, 154.338, 154.338, 154.338, 154.338
5.35942, 143.399, 154.781, 154.78, 12.0581, -11.382, 0, 154.78, 154.78, 154.78, 154.78, 154.78, 154.78, 154.78, 154.78, 154.78, 154.78, 154.78, 154.78, 154.78, 154.78, 154.78
5.36684, 166.428, 155.221, 155.22, 12.978, 11.2075, 0, 155.22, 155.22, 155.22, 155.22, 155.22, 155.22, 155.22, 155.22, 155.22, 155.22, 155.22, 155.22, 155.22, 155.22, 155.22
5.37427, 175.465, 155.659, 155.658, 13.3216, 19.8058, 0, 155.658, 155.658, 155.658, 155.658, 155.658, 155.658, 155.658, 155.658, 155.658, 155.658, 155.658, 155.658, 155.658, 155.658, 155.658
5.3817, 154.186, 156.095, 156.094, 12.4974, -1.90938, 0, 156.094, 156.094, 156.095, 156.094, 156.094, 156.094, 156.094, 156.094, 156.094, 156.094, 156.094, 156.094, 156.094, 156.094, 156.094
5.38913, 178.33, 156.529, 156.528, 13.4287, 21.8006, 0, 156.528, 156.529, 156.529, 156.528, 156.528, 156.528, 156.528, 156.528, 156.528, 156.528, 156.528, 156.528, 156.528, 156.528, 156.528
5.39655, 186.199, 156.962, 156.961, 13.7186, 29.2375, 0, 156.961, 156.961, 156.961, 156.961, 156.961, 156.961, 156.961, 156.961, 156.961, 156.961, 156.961, 156.961, 156.961, 156.961, 156.961
5.40398, 176.015, 157.392, 157.391, 13.3422, 18.6227, 0, 157.391, 157.391, 157.392, 157.391, 157.391, 157.391, 157.391, 157.391, 157.391, 157.391, 157.391, 157.391, 157.391, 157.391, 157.391
5.41141, 175.572, 157.821, 157.82, 13.3256, 17.7513, 0, 157.82, 157.82, 157.821, 157.82, 157.82, 157.82, 157.82, 157.82, 157.82, 157.82, 157.82, 157.82, 157.82, 157.82, 157.82
5.41884, 188.156, 158.248, 158.246, 13.7897, 29.9087, 0, 158.246, 158.246, 158.247, 158.246, 158.246, 158.246, 158.246, 158.246, 158.246, 158.246, 158.246, 158.246, 158.246, 158.246, 158.246
5.42627, 187.86, 158.672, 158.671, 13.779, 29.188, 0, 158.671, 158.671, 158.672, 158.671, 158.671, 158.671, 158.671, 158.671, 158.671, 158.671, 158.671, 158.671, 158.671, 158.671, 158.671
5.43369, 177.241, 159.095, 159.093, 13.3881, 18.1468, 0, 159.093, 159.093, 159.094, 159.093, 159.093, 159.093, 159.093, 159.093, 159.093, 159.093, 159.093, 159.093, 159.093, 159.093, 159.093
5.44112, 162.883, 159.515, 159.513, 12.8407, 3.3676, 0, 159.513, 159.513, 159.515, 159.513, 159.513, 159.513, 159.513, 159.513, 159.513, 159.513, 159.513, 159.513, 159.513, 159.513, 159.513
5.44855, 160.513, 159.933, 159.931, 12.7481, 0.579697, 0, 159.931, 159.931, 159.933, 159.931, 159.931, 159.931, 159.931, 159.931, 159.931, 159.931, 159.931, 159.931, 159.931, 159.931, 159.931
5.45598, 192.376, 160.349, 160.347, 13.9419, 32.0265, 0, 160.347, 160.347, 160.349, 160.347, 160.347, 160.347, 160.347, 160.347, 160.347, 160.347, 160.347, 160.347, 160.347, 160.347, 160.347
5.46341, 169.602, 160.763, 160.761, 13.0997, 8.83817, 0, 160.761, 160.761, 160.763, 160.761, 160.761, 160.761, 160.761, 160.761, 160.761, 160.761, 160.761, 160.761, 160.761, 160.761, 160.761
5.47083, 169.032, 161.175, 161.172, 13.0779, 7.8568, 0, 161.172, 161.172, 161.175, 161.172, 161.172, 161.172, 161.172, 161.172, 161.172, 161.172, 161.172, 161.172, 161.172, 161.172, 161.172
5.47826, 161.228, 161.585, 161.581, 12.7761, -0.356583, 0, 161.581, 161.582, 161.584, 161.581, 161.581, 161.581, 161.581, 161.581, 161.581, 161.581, 161.581, 161.581, 161.581, 161.581, 161.581
5.48569, 177.341, 161.992, 161.988, 13.3918, 15.3495, 0, 161.988, 161.988, 161.991, 161.988, 161.988, 161.988, 161.988, 161.988, 161.988, 161.988, 161.988, 161.988, 161.988, 161.988, 161.988
5.49312, 170.094, 162.397, 162.392, 13.1185, 7.69713, 0, 162.393, 162.393, 162.396, 162.392, 162.392, 162.392, 162.392, 162.392, 162.392, 162.392, 162.392, 162.392, 162.392, 162.392, 162.392
5.50054, 186.967, 162.799, 162.794, 13.7465, 24.1678, 0, 162.794, 162.795, 162.799, 162.794, 162.794, 162.794, 162.794, 162.794, 162.794, 162.794, 162.794, 162.794, 162.794, 162.794, 162.794
5.50797, 190.168, 163.199, 163.194, 13.8625, 26.9687, 0, 163.194, 163.194, 163.199, 163.194, 163.194, 163.194, 163.194, 163.194, 163.194, 163.194, 163.194, 163.194, 163.194, 163.194, 163.194
5.5154, 189.064, 163.597, 163.591, 13.8226, 25.467, 0, 163.591, 163.592, 163.597, 163.591, 163.591, 163.591, 163.591, 163.591, 163.591, 163.591, 163.591, 163.591, 163.591, 163.591, 163.591
5.52283, 162.364, 163.992, 163.986, 12.8204, -1.62868, 0, 163.986, 163.986, 163.992, 163.986, 163.986, 163.986, 163.986, 163.986, 163.986, 163.986, 163.986, 163.986, 163.986, 163.986, 163.986
5.53026, 170.662, 164.385, 164.378, 13.1401, 6.27657, 0, 164.378, 164.378, 164.385, 164.378, 164.378, 164.378, 164.378, 164.378, 164.378, 164.378, 164.378, 164.378, 164.378, 164.378, 164.378
5.53768, 170.08, 164.775, 164.767, 13.1179, 5.30455, 0, 164.767, 164.768, 164.775, 164.767, 164.767, 164.767, 164.767, 164.767, 164.767, 164.767, 164.767, 164.767, 164.767, 164.767, 164.767
5.54511, 162.701, 165.163, 165.154, 12.8336, -2.46179, 0, 165.154, 165.154, 165.163, 165.154, 165.154, 165.154, 165.154, 165.154, 165.154, 165.154, 165.154, 165.154, 165.154, 165.154, 165.154
5.55254, 172.055, 165.548, 165.538, 13.193, 6.50648, 0, 165.539, 165.539, 165.548, 165.538, 165.538, 165.538, 165.538, 165.538, 165.538, 165.538, 165.538, 165.538, 165.538, 165.538, 165.538
5.55997, 168.642, 165.931, 165.92, 13.063, 2.71143, 0, 165.92, 165.92, 165.93, 165.92, 165.92, 165.92, 165.92, 165.92, 165.92, 165.92, 165.92, 165.92, 165.92, 165.92, 165.92
5.5674, 152.734, 166.311, 166.299, 12.4392, -13.5767, 0, 166.299, 166.299, 166.31, 166.299, 166.299, 166.299, 166.299, 166.299, 166.299, 166.299, 166.299, 166.299, 166.299, 166.299, 166.299
5.57482, 165.393, 166.688, 166.675, 12.938, -1.29465, 0, 166.675, 166.675, 166.687, 166.675, 166.675, 166.675, 166.675, 166.675, 166.675, 166.675, 166.675, 166.675, 166.675, 166.675, 166.675
5.58225, 170.684, 167.062, 167.048, 13.1409, 3.62154, 0, 167.048, 167.048, 167.062, 167.048, 167.048, 167.048, 167.048, 167.048, 167.048, 167.048, 167.048, 167.048, 167.048, 167.048, 167.048
5.58968, 176.137, 167.434, 167.418, 13.3468, 8.70355, 0, 167.419, 167.419, 167.433, 167.418, 167.418, 167.418, 167.418, 167.418, 167.418, 167.418, 167.418, 167.418, 167.418, 167.418, 167.418
5.59711, 176.052, 167.802, 167.786, 13.3436, 8.24994, 0, 167.786, 167.786, 167.802, 167.786, 167.786, 167.786, 167.786, 167.786, 167.786, 167.786, 167.786, 167.786, 167.786, 167.786, 167.786
5.60453, 202.424, 168.168, 168.151, 14.2977, 34.2559, 0, 168.151, 168.151, 168.168, 168.151, 168.151, 168.151, 168.151, 168.151, 168.151, 168.151, 168.151, 168.151, 168.151, 168.151, 168.151
5.61196, 178.571, 168.531, 168.512, 13.4377, 10.0396, 0, 168.512, 168.513, 168.531, 168.512, 168.512, 168.512, 168.512, 168.512, 168.512, 168.512, 168.512, 168.512, 168.512, 168.512, 168.512
5.61939, 191.994, 168.891, 168.871, 13.9282, 23.1031, 0, 168.871, 168.871, 168.891, 168.871, 168.871, 168.871, 168.871, 168.871, 168.871, 168.871, 168.871, 168.871, 168.871, 168.871, 168.871
5.62682, 180.79, 169.248, 169.227, 13.52, 11.5417, 0, 169.227, 169.227, 169.248, 169.227, 169.227, 169.227, 169.227, 169.227, 169.227, 169.227, 169.227, 169.227, 169.227, 169.227, 169.227
5.63425, 168.148, 169.602, 169.579, 13.0441, -1.45433, 0, 169.579, 169.58, 169.601, 169.579, 169.579, 169.579, 169.579, 169.579, 169.579, 169.579, 169.579, 169.579, 169.579, 169.579, 169.579
5.64167, 181.042, 169.953, 169.929, 13.5293, 11.0894, 0, 169.929, 169.929, 169.952, 169.929, 169.929, 169.929, 169.929, 169.929, 169.929, 169.929, 169.929, 169.929, 169.929, 169.929, 169.929
5.6491, 196.053, 170.3, 170.275, 14.0731, 25.7525, 0, 170.275, 170.276, 170.3, 170.275, 170.275, 170.275, 170.275, 170.275, 170.275, 170.275, 170.275, 170.275, 170.275, 170.275, 170.275
5.65653, 186.842, 170.645, 170.619, 13.742, 16.1976, 0, 170.619, 170.619, 170.644, 170.619, 170.619, 170.619, 170.619, 170.619, 170.619, 170.619, 170.619, 170.619, 170.619, 170.619, 170.619
5.66396, 186.018, 170.986, 170.959, 13.712, 15.0321, 0, 170.959, 170.959, 170.985, 170.959, 170.959, 170.959, 170.959, 170.959, 170.959, 170.959, 170.959, 170.959, 170.959, 170.959, 170.959
5.67139, 181.481, 171.324, 171.296, 13.5455, 10.1577, 0, 171.296, 171.296, 171.323, 171.296, 171.296, 171.296, 171.296, 171.296, 171.296, 171.296, 171.296, 171.296, 171.296, 171.296, 171.296
5.67881, 197.727, 171.658, 171.629, 14.1325, 26.0688, 0, 171.629, 171.63, 171.658, 171.629, 171.629, 171.629, 171.629, 171.629, 171.629, 171.629, 171.629, 171.629, 171.629, 171.629, 171.629
5.68624, 195.764, 171.989, 171.96, 14.0628, 23.7743, 0, 171.96, 171.96, 171.989, 171.96, 171.96, 171.96, 171.96, 171.96, 171.96, 171.96, 171.96, 171.96, 171.96, 171.96, 171.96
5.69367, 175.779, 172.317, 172.287, 13.3334, 3.46222, 0, 172.287, 172.287, 172.317, 172.287, 172.287, 172.287, 172.287, 172.287, 172.287, 172.287, 172.287, 172.287, 172.287, 172.287, 172.287
5.7011, 189.935, 172.642, 172.611, 13.8541, 17.2934, 0, 172.611, 172.611, 172.641, 172.611, 172.611, 172.611, 172.611, 172.611, 172.611, 172.611, 172.611, 172.611, 172.611, 172.611, 172.611
5.70852, 169.85, 172.963, 172.931, 13.1092, -3.1127, 0, 172.932, 172.932, 172.962, 172.931, 172.931, 172.931, 172.931, 172.931, 172.931, 172.931, 172.931, 172.931, 172.931, 172.931, 172.931
5.71595, 176.868, 173.28, 173.249, 13.3742, 3.58775, 0, 173.249, 173.249, 173.28, 173.249, 173.249, 173.249, 173.249, 173.249, 173.249, 173.249, 173.249, 173.249, 173.249, 173.249, 173.249
5.72338, 192.585, 173.594, 173.563, 13.9494, 18.9901, 0, 173.563, 173.563, 173.594, 173.563, 173.563, 173.563, 173.563, 173.563, 173.563, 173.563, 173.563, 173.563, 173.563, 173.563, 173.563
5.73081, 165.169, 173.905, 173.874, 12.9294, -8.73674, 0, 173.874, 173.874, 173.905, 173.874, 173.874, 173.874, 173.874, 173.874, 173.874, 173.874, 173.874, 173.874, 173.874, 173.874, 173.874
5.73824, 173.874, 174.213, 174.181, 13.2618, -0.338242, 0, 174.181, 174.181, 174.212, 174.181, 174.181, 174.181, 174.181, 174.181, 174.181, 174.181, 174.181, 174.181, 174.181, 174.181, 174.181
5.74566, 182, 174.517, 174.486, 13.5647, 7.48354, 0, 174.486, 174.486, 174.516, 174.486, 174.486, 174.486, 174.486, 174.486, 174.486, 174.486, 174.486, 174.486, 174.486, 174.486, 174.486
5.75309, 197.546, 174.818, 174.787, 14.1261, 22.7281, 0, 174.787, 174.787, 174.817, 174.787, 174.787, 174.787, 174.787, 174.787, 174.787, 174.787, 174.787, 174.787, 174.787, 174.787, 174.787
5.76052, 199.054, 175.115, 175.085, 14.1794, 23.9389, 0, 175.085, 175.085, 175.115, 175.085, 175.085, 175.085, 175.085, 175.085, 175.085, 175.085, 175.085, 175.085, 175.085, 175.085, 175.085
5.76795, 178.672, 175.41, 175.38, 13.4414, 3.26242, 0, 175.38, 175.38, 175.409, 175.38, 175.38, 175.38, 175.38, 175.38, 175.38, 175.38, 175.38, 175.38, 175.38, 175.38, 175.38
5.77537, 178.706, 175.701, 175.672, 13.4427, 3.00536, 0, 175.672, 175.672, 175.7, 175.672, 175.672, 175.672, 175.672, 175.672, 175.672, 175.672, 175.672, 175.672, 175.672, 175.672, 175.672
5.7828, 178.929, 175.989, 175.961, 13.451, 2.93941, 0, 175.961, 175.961, 175.989, 175.961, 175.961, 175.961, 175.961, 175.961, 175.961, 175.961, 175.961, 175.961, 175.961, 175.961, 175.961
5.79023, 180.238, 176.275, 176.247, 13.4996, 3.96358, 0, 176.248, 176.248, 176.274, 176.247, 176.247, 176.247, 176.247, 176.247, 176.247, 176.247, 176.247, 176.247, 176.247, 176.247, 176.247
5.79766, 185.004, 176.557, 176.531, 13.6749, 8.44624, 0, 176.531, 176.532, 176.557, 176.531, 176.531, 176.531, 176.531, 176.531, 176.531, 176.531, 176.531, 176.531, 176.531, 176.531, 176.531
5.80509, 183.011, 176.838, 176.813, 13.6019, 6.17348, 0, 176.813, 176.813, 176.837, 176.813, 176.813, 176.813, 176.813, 176.813, 176.813, 176.813, 176.813, 176.813, 176.813, 176.813, 176.813
5.81251, 177.474, 177.116, 177.091, 13.3968, 0.358749, 0, 177.092, 177.092, 177.115, 177.091, 177.091, 177.091, 177.091, 177.091, 177.091, 177.091, 177.091, 177.091, 177.091, 177.091, 177.091
5.81994, 196.429, 177.391, 177.368, 14.0865, 19.0376, 0, 177.368, 177.369, 177.391, 177.368, 177.368, 177.368, 177.368, 177.368, 177.368, 177.368, 177.368, 177.368, 177.368, 177.368, 177.368
5.82737, 169.856, 177.665, 177.643, 13.1094, -7.80911, 0, 177.643, 177.643, 177.664, 177.643, 177.643, 177.643, 177.643, 177.643, 177.643, 177.643, 177.643, 177.643, 177.643, 177.643, 177.643
5.8348, 172.384, 177.936, 177.916, 13.2054, -5.55251, 0, 177.916, 177.916, 177.936, 177.916, 177.916, 177.916, 177.916, 177.916, 177.916, 177.916, 177.916, 177.916, 177.916, 177.916, 177.916
5.84223, 158.725, 178.207, 178.187, 12.6778, -19.4811, 0, 178.187, 178.188, 178.206, 178.187, 178.187, 178.187, 178.187, 178.187, 178.187, 178.187, 178.187, 178.187, 178.187, 178.187, 178.187
5.84965, 180.999, 178.475, 178.457, 13.5277, 2.52406, 0, 178.457, 178.457, 178.475, 178.457, 178.457, 178.457, 178.457, 178.457, 178.457, 178.457, 178.457, 178.457, 178.457, 178.457, 178.457
5.85708, 182.456, 178.743, 178.726, 13.5815, 3.71333, 0, 178.726, 178.726, 178.743, 178.726, 178.726, 178.726, 178.726, 178.726, 178.726, 178.726, 178.726, 178.726, 178.726, 178.726, 178.726
5.86451, 192.983, 179.01, 178.994, 13.9636, 13.973, 0, 178.994, 178.994, 179.009, 178.994, 178.994, 178.994, 178.994, 178.994, 178.994, 178.994, 178.994, 178.994, 178.994, 178.994, 178.994
