   PIQUANT 0.0.0-main  ps__0097_0675553164_000rfs_shot_37.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Ti_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
0.109428, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.117323, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.125218, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.133114, 0, 8.16401e-30, 0, 1.41421, -8.16401e-30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.0336e-32, 0, 0, 1.53496e-34, 0, 1.66209e-35, 0, 8.1335e-30, 0, 0, 0
0.141009, 0, 9.31398e-29, 0, 1.41421, -9.31398e-29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.46079e-31, 0, 0, 1.75111e-33, 0, 3.51061e-33, 0, 9.27885e-29, 0, 0, 0
0.148905, 0, 6.67581e-28, 0, 1.41421, -6.67581e-28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.48047e-30, 0, 0, 1.25508e-32, 0, 3.87586e-32, 0, 6.65049e-28, 0, 0, 0
0.1568, 0, 3.82481e-27, 0, 1.41421, -3.82481e-27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.42113e-29, 0, 0, 7.19741e-32, 0, 2.73948e-31, 0, 3.81025e-27, 0, 0, 0
0.164695, 0, 1.90773e-26, 0, 1.41421, -1.90773e-26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.08823e-29, 0, 0, 3.5986e-31, 0, 1.55665e-30, 0, 1.90045e-26, 0, 0, 0
0.172591, 0, 8.62968e-26, 0, 1.41421, -8.62968e-26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.20636e-28, 0, 0, 1.63361e-30, 0, 7.71953e-30, 0, 8.59668e-26, 0, 0, 0
0.180486, 0, 3.62267e-25, 0, 1.41421, -3.62267e-25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.34599e-27, 0, 0, 6.88715e-30, 0, 3.47637e-29, 0, 3.60879e-25, 0, 0, 0
0.188382, 0, 1.43166e-24, 0, 1.41421, -1.43166e-24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.31925e-27, 0, 0, 2.73476e-29, 0, 1.45414e-28, 0, 1.42617e-24, 0, 0, 0
0.196277, 0, 5.37774e-24, 0, 1.41421, -5.37774e-24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.99806e-26, 0, 0, 1.03254e-28, 0, 5.7297e-28, 0, 5.35708e-24, 0, 0, 0
0.204172, 0, 1.93322e-23, 0, 1.41421, -1.93322e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.18272e-26, 0, 0, 3.73209e-28, 0, 2.14687e-27, 0, 1.92578e-23, 0, 0, 0
0.212068, 0, 6.68481e-23, 0, 1.41421, -6.68481e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.48368e-25, 0, 0, 1.29791e-27, 0, 7.70114e-27, 0, 6.65907e-23, 0, 0, 0
0.219963, 0, 2.23214e-22, 0, 1.41421, -2.23214e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.29325e-25, 0, 0, 4.35996e-27, 0, 2.658e-26, 0, 2.22353e-22, 0, 0, 0
0.227858, 0, 7.21976e-22, 0, 1.41421, -7.21976e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.68241e-24, 0, 0, 1.41909e-26, 0, 8.8611e-26, 0, 7.19191e-22, 0, 0, 0
0.235754, 0, 2.26768e-21, 0, 1.41421, -2.26768e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.42526e-24, 0, 0, 4.48661e-26, 0, 2.86212e-25, 0, 2.25893e-21, 0, 0, 0
0.243649, 0, 6.93104e-21, 0, 1.41421, -6.93104e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.57512e-23, 0, 0, 1.38073e-25, 0, 8.97917e-25, 0, 6.90425e-21, 0, 0, 0
0.251545, 0, 2.06498e-20, 0, 1.41421, -2.06498e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.67211e-23, 0, 0, 4.1432e-25, 0, 2.74173e-24, 0, 2.057e-20, 0, 0, 0
0.25944, 0, 6.00581e-20, 0, 1.41421, -6.00581e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.23135e-22, 0, 0, 1.21404e-24, 0, 8.16207e-24, 0, 5.98256e-20, 0, 0, 0
0.267335, 0, 1.70725e-19, 0, 1.41421, -1.70725e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.34296e-22, 0, 0, 3.47812e-24, 0, 2.37241e-23, 0, 1.70064e-19, 0, 0, 0
0.275231, 0, 4.74851e-19, 0, 1.41421, -4.74851e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.76421e-21, 0, 0, 9.75303e-24, 0, 6.74113e-23, 0, 4.73009e-19, 0, 0, 0
0.283126, 0, 1.29345e-18, 0, 1.41421, -1.29345e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.80553e-21, 0, 0, 2.67932e-23, 0, 1.87453e-22, 0, 1.28843e-18, 0, 0, 0
0.291022, 0, 3.45317e-18, 0, 1.41421, -3.45317e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.28294e-20, 0, 0, 7.21689e-23, 0, 5.10579e-22, 0, 3.43975e-18, 0, 0, 0
0.298917, 0, 9.2126e-18, 0, 1.41421, -9.2126e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.42269e-20, 0, 0, 1.9479e-22, 0, 1.39452e-21, 0, 9.17678e-18, 0, 0, 0
0.306812, 0, 2.36057e-17, 0, 1.41421, -2.36057e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.76998e-20, 0, 0, 5.03917e-22, 0, 3.64057e-21, 0, 2.35139e-17, 0, 0, 0
0.314708, 0, 5.94164e-17, 0, 1.41421, -5.94164e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2074e-19, 0, 0, 1.28115e-21, 0, 9.33365e-21, 0, 5.9185e-17, 0, 0, 0
0.322603, 0, 1.46971e-16, 0, 1.41421, -1.46971e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.46009e-19, 0, 0, 3.20247e-21, 0, 2.35118e-20, 0, 1.46398e-16, 0, 0, 0
0.330499, 0, 3.57403e-16, 0, 1.41421, -3.57403e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.32775e-18, 0, 0, 7.87393e-21, 0, 5.82189e-20, 0, 3.56009e-16, 0, 0, 0
0.338394, 0, 8.54724e-16, 0, 1.41421, -8.54724e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.17522e-18, 0, 0, 1.90491e-20, 0, 1.41759e-19, 0, 8.51388e-16, 0, 0, 0
0.346289, 0, 2.01079e-15, 0, 1.41421, -2.01079e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.46966e-18, 0, 0, 4.53602e-20, 0, 3.39551e-19, 0, 2.00294e-15, 0, 0, 0
0.354185, 0, 4.65475e-15, 0, 1.41421, -4.65475e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.72907e-17, 0, 0, 1.06348e-19, 0, 8.00321e-19, 0, 4.63655e-15, 0, 0, 0
0.36208, 0, 1.06051e-14, 0, 1.41421, -1.06051e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.93923e-17, 0, 0, 2.45576e-19, 0, 1.85675e-18, 0, 1.05636e-14, 0, 0, 0
0.369976, 0, 2.37855e-14, 0, 1.41421, -2.37855e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.83461e-17, 0, 0, 5.58685e-19, 0, 4.24124e-18, 0, 2.36924e-14, 0, 0, 0
0.377871, 0, 5.2526e-14, 0, 1.41421, -5.2526e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.95085e-16, 0, 0, 1.25258e-18, 0, 9.54088e-18, 0, 5.23201e-14, 0, 0, 0
0.385766, 0, 1.14228e-13, 0, 1.41421, -1.14228e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.24222e-16, 0, 0, 2.76844e-18, 0, 2.11418e-17, 0, 1.1378e-13, 0, 0, 0
0.393662, 0, 2.44664e-13, 2.38221e-44, 1.41421, -2.44664e-13, 2.38221e-44, 0, 2.38221e-44, 2.38221e-44, 2.38221e-44, 2.38221e-44, 2.38221e-44, 2.38221e-44, 2.38221e-44, 2.38221e-44, 2.38221e-44, 2.38221e-44, 9.08577e-16, 2.38221e-44, 2.38221e-44, 6.03406e-18, 2.38221e-44, 4.61583e-17, 2.38221e-44, 2.43703e-13, 2.38221e-44, 2.38221e-44, 2.38221e-44
0.401557, 0, 5.16211e-13, 4.41409e-43, 1.41421, -5.16211e-13, 4.41409e-43, 0, 4.41409e-43, 4.41409e-43, 4.41409e-43, 4.41409e-43, 4.41409e-43, 4.41409e-43, 4.41409e-43, 4.41409e-43, 4.41409e-43, 4.41409e-43, 1.91686e-15, 4.41409e-43, 4.41409e-43, 1.29747e-17, 4.41409e-43, 9.93133e-17, 4.41409e-43, 5.14182e-13, 4.41409e-43, 4.41409e-43, 4.41409e-43
0.409452, 0, 1.07301e-12, 6.71502e-42, 1.41421, -1.07301e-12, 6.71502e-42, 0, 6.71502e-42, 6.71502e-42, 6.71502e-42, 6.71502e-42, 6.71502e-42, 6.71502e-42, 6.71502e-42, 6.71502e-42, 6.71502e-42, 6.71502e-42, 3.98415e-15, 6.71502e-42, 6.71502e-42, 2.75362e-17, 6.71502e-42, 2.10633e-16, 6.71502e-42, 1.06878e-12, 6.71502e-42, 6.71502e-42, 6.71502e-42
0.417348, 0, 2.19755e-12, 8.94631e-41, 1.41421, -2.19755e-12, 8.94631e-41, 0, 8.94631e-41, 8.94631e-41, 8.94631e-41, 8.94631e-41, 8.94631e-41, 8.94631e-41, 8.94631e-41, 8.94631e-41, 8.94631e-41, 8.94631e-41, 8.15925e-15, 8.94631e-41, 8.94631e-41, 5.77113e-17, 8.94631e-41, 4.40458e-16, 8.94631e-41, 2.18889e-12, 8.94631e-41, 8.94631e-41, 8.94631e-41
0.425243, 0, 4.43494e-12, 1.06646e-39, 1.41421, -4.43494e-12, 1.06646e-39, 0, 1.06646e-39, 1.06646e-39, 1.06646e-39, 1.06646e-39, 1.06646e-39, 1.06646e-39, 1.06646e-39, 1.06646e-39, 1.06646e-39, 1.06646e-39, 1.64658e-14, 1.06646e-39, 1.06646e-39, 1.19524e-16, 1.06646e-39, 9.08364e-16, 1.06646e-39, 4.41744e-12, 1.06646e-39, 1.06646e-39, 1.06646e-39
0.433139, 0, 8.8204e-12, 1.14715e-38, 1.41421, -8.8204e-12, 1.14715e-38, 0, 1.14715e-38, 1.14715e-38, 1.14715e-38, 1.14715e-38, 1.14715e-38, 1.14715e-38, 1.14715e-38, 1.14715e-38, 1.14715e-38, 1.14715e-38, 3.27479e-14, 1.14715e-38, 1.14715e-38, 2.44805e-16, 1.14715e-38, 1.84809e-15, 1.14715e-38, 8.78556e-12, 1.14715e-38, 1.14715e-38, 1.14715e-38
0.441034, 0, 1.72896e-11, 1.11997e-37, 1.41421, -1.72896e-11, 1.11997e-37, 0, 1.11997e-37, 1.11997e-37, 1.11997e-37, 1.11997e-37, 1.11997e-37, 1.11997e-37, 1.11997e-37, 1.11997e-37, 1.11997e-37, 1.11997e-37, 6.41949e-14, 1.11997e-37, 1.11997e-37, 4.96318e-16, 1.11997e-37, 3.71073e-15, 1.11997e-37, 1.72212e-11, 1.11997e-37, 1.11997e-37, 1.11997e-37
0.448929, 0, 3.34051e-11, 9.97949e-37, 1.41421, -3.34051e-11, 9.97949e-37, 0, 9.97949e-37, 9.97949e-37, 9.97949e-37, 9.97949e-37, 9.97949e-37, 9.97949e-37, 9.97949e-37, 9.97949e-37, 9.97949e-37, 9.97949e-37, 1.24045e-13, 9.97949e-37, 9.97949e-37, 9.97087e-16, 9.97949e-37, 7.35622e-15, 9.97949e-37, 3.32727e-11, 9.97949e-37, 9.97949e-37, 9.97949e-37
0.456825, 0, 6.36229e-11, 8.15859e-36, 1.41421, -6.36229e-11, 8.15859e-36, 0, 8.15859e-36, 8.15859e-36, 8.15859e-36, 8.15859e-36, 8.15859e-36, 8.15859e-36, 8.15859e-36, 8.15859e-36, 8.15859e-36, 8.15859e-36, 2.36306e-13, 8.15859e-36, 8.15859e-36, 1.98732e-15, 8.15859e-36, 1.44063e-14, 8.15859e-36, 6.33702e-11, 8.15859e-36, 8.15859e-36, 8.15859e-36
0.46472, 0, 1.1946e-10, 6.14932e-35, 1.41421, -1.1946e-10, 6.14932e-35, 0, 6.14932e-35, 6.14932e-35, 6.14932e-35, 6.14932e-35, 6.14932e-35, 6.14932e-35, 6.14932e-35, 6.14932e-35, 6.14932e-35, 6.14932e-35, 4.43849e-13, 6.14932e-35, 6.14932e-35, 3.93499e-15, 6.14932e-35, 2.78902e-14, 6.14932e-35, 1.18984e-10, 6.14932e-35, 6.14932e-35, 6.14932e-35
0.472616, 0, 2.21146e-10, 4.34841e-34, 1.41421, -2.21146e-10, 4.34841e-34, 0, 4.34841e-34, 4.34841e-34, 4.34841e-34, 4.34841e-34, 4.34841e-34, 4.34841e-34, 4.34841e-34, 4.34841e-34, 4.34841e-34, 4.34841e-34, 8.22095e-13, 4.34841e-34, 4.34841e-34, 7.7513e-15, 4.34841e-34, 5.3423e-14, 4.34841e-34, 2.20262e-10, 4.34841e-34, 4.34841e-34, 4.34841e-34
0.480511, 0, 4.03664e-10, 3.01324e-33, 1.41421, -4.03664e-10, 3.01324e-33, 0, 3.01324e-33, 3.01324e-33, 3.01324e-33, 3.01324e-33, 3.01324e-33, 3.01324e-33, 3.01324e-33, 3.01324e-33, 3.01324e-33, 3.01324e-33, 1.50174e-12, 3.01324e-33, 3.01324e-33, 1.52115e-14, 3.01324e-33, 1.01356e-13, 3.01324e-33, 4.02046e-10, 3.01324e-33, 3.01324e-33, 3.01324e-33
0.488406, 0, 7.26591e-10, 1.98495e-32, 1.41421, -7.26591e-10, 1.98495e-32, 0, 1.98495e-32, 1.98495e-32, 1.98495e-32, 1.98495e-32, 1.98495e-32, 1.98495e-32, 1.98495e-32, 1.98495e-32, 1.98495e-32, 1.98495e-32, 2.706e-12, 1.98495e-32, 1.98495e-32, 2.97789e-14, 1.98495e-32, 1.90715e-13, 1.98495e-32, 7.23664e-10, 1.98495e-32, 1.98495e-32, 1.98495e-32
0.496302, 0, 1.28982e-09, 1.22956e-31, 1.41421, -1.28982e-09, 1.22956e-31, 0, 1.22956e-31, 1.22956e-31, 1.22956e-31, 1.22956e-31, 1.22956e-31, 1.22956e-31, 1.22956e-31, 1.22956e-31, 1.22956e-31, 1.22956e-31, 4.8106e-12, 1.22956e-31, 1.22956e-31, 5.82168e-14, 1.22956e-31, 3.56473e-13, 1.22956e-31, 1.2846e-09, 1.22956e-31, 1.22956e-31, 1.22956e-31
0.504197, 0, 2.2583e-09, 7.14819e-31, 1.41421, -2.2583e-09, 7.14819e-31, 0, 7.14819e-31, 7.14819e-31, 7.14819e-31, 7.14819e-31, 7.14819e-31, 7.14819e-31, 7.14819e-31, 7.14819e-31, 7.14819e-31, 7.14819e-31, 8.43896e-12, 7.14819e-31, 7.14819e-31, 1.13737e-13, 7.14819e-31, 6.63073e-13, 7.14819e-31, 2.24908e-09, 7.14819e-31, 7.14819e-31, 7.14819e-31
0.512093, 0, 3.90032e-09, 3.90552e-30, 1.41421, -3.90032e-09, 3.90552e-30, 0, 3.90552e-30, 3.90552e-30, 3.90552e-30, 3.90552e-30, 3.90552e-30, 3.90552e-30, 3.90552e-30, 3.90552e-30, 3.90552e-30, 3.90552e-30, 1.46118e-11, 3.90552e-30, 3.90552e-30, 2.22124e-13, 3.90552e-30, 1.22994e-12, 3.90552e-30, 3.88425e-09, 3.90552e-30, 3.90552e-30, 3.90552e-30
0.519988, 0, 6.64555e-09, 2.01049e-29, 1.41421, -6.64555e-09, 2.01049e-29, 0, 2.01049e-29, 2.01049e-29, 2.01049e-29, 2.01049e-29, 2.01049e-29, 2.01049e-29, 2.01049e-29, 2.01049e-29, 2.01049e-29, 2.01049e-29, 2.49773e-11, 2.01049e-29, 2.01049e-29, 4.33536e-13, 2.01049e-29, 2.27988e-12, 2.01049e-29, 6.61786e-09, 2.01049e-29, 2.01049e-29, 2.01049e-29
0.527883, 0, 1.11721e-08, 9.78074e-29, 1.41421, -1.11721e-08, 9.78074e-29, 0, 9.78074e-29, 9.78074e-29, 9.78074e-29, 9.78074e-29, 9.78074e-29, 9.78074e-29, 9.78074e-29, 9.78074e-29, 9.78074e-29, 9.78074e-29, 4.21636e-11, 9.78074e-29, 9.78074e-29, 8.45053e-13, 9.78074e-29, 4.23193e-12, 9.78074e-29, 1.11248e-08, 9.78074e-29, 9.78074e-29, 9.78074e-29
0.535779, 0, 1.8534e-08, 4.51059e-28, 1.41421, -1.8534e-08, 4.51059e-28, 0, 4.51059e-28, 4.51059e-28, 4.51059e-28, 4.51059e-28, 4.51059e-28, 4.51059e-28, 4.51059e-28, 4.51059e-28, 4.51059e-28, 4.51059e-28, 7.03085e-11, 4.51059e-28, 4.51059e-28, 1.64317e-12, 4.51059e-28, 7.87997e-12, 4.51059e-28, 1.84542e-08, 4.51059e-28, 4.51059e-28, 4.51059e-28
0.543674, 0, 3.0346e-08, 1.97773e-27, 1.41421, -3.0346e-08, 1.97773e-27, 0, 1.97773e-27, 1.97773e-27, 1.97773e-27, 1.97773e-27, 1.97773e-27, 1.97773e-27, 1.97773e-27, 1.97773e-27, 1.97773e-27, 1.97773e-27, 1.15851e-10, 1.97773e-27, 1.97773e-27, 3.18278e-12, 1.97773e-27, 1.47363e-11, 1.97773e-27, 3.02123e-08, 1.97773e-27, 1.97773e-27, 1.97773e-27
0.55157, 0, 4.9046e-08, 8.26829e-27, 1.41421, -4.9046e-08, 8.26829e-27, 0, 8.26829e-27, 8.26829e-27, 8.26829e-27, 8.26829e-27, 8.26829e-27, 8.26829e-27, 8.26829e-27, 8.26829e-27, 8.26829e-27, 8.26829e-27, 1.88693e-10, 8.26829e-27, 8.26829e-27, 6.13155e-12, 8.26829e-27, 2.76901e-11, 8.26829e-27, 4.88235e-08, 8.26829e-27, 8.26829e-27, 8.26829e-27
0.559465, 0, 7.82618e-08, 3.30483e-26, 1.41421, -7.82618e-08, 3.30483e-26, 0, 3.30483e-26, 3.30483e-26, 3.30483e-26, 3.30483e-26, 3.30483e-26, 3.30483e-26, 2.94281e-13, 3.30483e-26, 3.30483e-26, 3.30483e-26, 3.03901e-10, 3.30483e-26, 3.30483e-26, 1.17294e-11, 3.30483e-26, 5.22574e-11, 3.30483e-26, 7.78936e-08, 3.30483e-26, 3.30483e-26, 3.30483e-26
0.56736, 0, 1.23316e-07, 1.2661e-25, 1.41421, -1.23316e-07, 1.2661e-25, 0, 1.2661e-25, 1.2661e-25, 1.2661e-25, 1.2661e-25, 1.2661e-25, 1.2661e-25, 1.26158e-12, 1.2661e-25, 1.2661e-25, 1.2661e-25, 4.84151e-10, 1.2661e-25, 1.2661e-25, 2.22463e-11, 1.2661e-25, 9.89268e-11, 1.2661e-25, 1.22709e-07, 1.2661e-25, 1.2661e-25, 1.2661e-25
0.575256, 0, 1.91911e-07, 4.67677e-25, 1.41421, -1.91911e-07, 4.67677e-25, 0, 4.67677e-25, 4.67677e-25, 4.67677e-25, 4.67677e-25, 4.67677e-25, 4.67677e-25, 4.284e-12, 4.67677e-25, 4.67677e-25, 4.67677e-25, 7.63219e-10, 4.67677e-25, 4.67677e-25, 4.17756e-11, 4.67677e-25, 1.87493e-10, 4.67677e-25, 1.90914e-07, 4.67677e-25, 4.67677e-25, 4.67677e-25
0.583151, 0, 2.9794e-07, 7.30891e-10, 1.41421, -2.9794e-07, 7.32296e-10, 7.30891e-10, 7.30902e-10, 7.30983e-10, 7.30971e-10, 7.32228e-10, 7.3158e-10, 7.32474e-10, 7.58056e-10, 7.49149e-10, 7.40392e-10, 2.78885e-09, 1.92182e-09, 7.3411e-10, 7.30971e-10, 8.08474e-10, 7.30935e-10, 1.0858e-09, 7.30895e-10, 2.94173e-07, 7.30891e-10, 7.30891e-10, 7.52419e-10
0.591047, 0, 4.60531e-07, 3.10434e-09, 1.41421, -4.60531e-07, 3.11032e-09, 3.10434e-09, 3.10438e-09, 3.10473e-09, 3.10468e-09, 3.11003e-09, 3.10727e-09, 3.11108e-09, 3.20246e-09, 3.18214e-09, 3.14482e-09, 1.18736e-08, 4.94428e-09, 3.11805e-09, 3.10467e-09, 3.24672e-09, 3.10538e-09, 3.77362e-09, 3.10435e-09, 4.48765e-07, 3.10434e-09, 3.10434e-09, 3.19607e-09
0.598942, 0, 7.14656e-07, 1.0468e-08, 1.41421, -7.14656e-07, 1.04882e-08, 1.0468e-08, 1.04682e-08, 1.04693e-08, 1.04692e-08, 1.04872e-08, 1.04779e-08, 1.04908e-08, 1.0777e-08, 1.07307e-08, 1.06047e-08, 4.00836e-08, 1.32833e-08, 1.05143e-08, 1.04691e-08, 1.0726e-08, 1.04724e-08, 1.17221e-08, 1.04681e-08, 6.79568e-07, 1.0468e-08, 1.0468e-08, 1.07778e-08
0.606837, 0, 1.12787e-06, 3.23205e-08, 1.41421, -1.12787e-06, 3.2383e-08, 3.23205e-08, 3.2321e-08, 3.23246e-08, 3.2324e-08, 3.23799e-08, 3.23511e-08, 3.23909e-08, 3.32309e-08, 3.31324e-08, 3.2743e-08, 1.23839e-07, 3.65874e-08, 3.24636e-08, 3.2324e-08, 3.2782e-08, 3.23354e-08, 3.46502e-08, 3.23206e-08, 1.0258e-06, 3.23205e-08, 3.23205e-08, 3.32778e-08
0.614733, 0, 1.84346e-06, 9.44024e-08, 1.41421, -1.84346e-06, 9.4585e-08, 9.44024e-08, 9.44038e-08, 9.44143e-08, 9.44128e-08, 9.45761e-08, 9.44919e-08, 9.46081e-08, 9.69603e-08, 9.67753e-08, 9.56371e-08, 3.61865e-07, 1.00809e-07, 9.48207e-08, 9.44127e-08, 9.52168e-08, 9.4449e-08, 9.86837e-08, 9.44029e-08, 1.55438e-06, 9.44024e-08, 9.44024e-08, 9.72003e-08
0.622628, 0, 3.18247e-06, 2.63308e-07, 1.41421, -3.18247e-06, 2.63818e-07, 2.63308e-07, 2.63312e-07, 2.63342e-07, 2.63337e-07, 2.63793e-07, 2.63558e-07, 2.63882e-07, 2.70232e-07, 2.6993e-07, 2.66754e-07, 1.00968e-06, 2.7284e-07, 2.64476e-07, 2.63337e-07, 2.64727e-07, 2.63445e-07, 2.71093e-07, 2.6331e-07, 2.38934e-06, 2.63308e-07, 2.63308e-07, 2.71116e-07
0.630523, 0, 5.8774e-06, 7.03516e-07, 1.41421, -5.8774e-06, 7.04878e-07, 7.03516e-07, 7.03526e-07, 7.03605e-07, 7.03594e-07, 7.04812e-07, 7.04183e-07, 7.0505e-07, 7.21786e-07, 7.21216e-07, 7.12726e-07, 2.6986e-06, 7.17569e-07, 7.06636e-07, 7.03593e-07, 7.05954e-07, 7.03898e-07, 7.17469e-07, 7.0352e-07, 3.77721e-06, 7.03516e-07, 7.03516e-07, 7.24386e-07
