   PIQUANT 0.0.0-main  ps__0097_0675553164_000rfs_shot_49.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Cr_K, Ti_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
0.00309494, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0109709, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0188469, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0267229, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0345988, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0424748, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0503508, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0582268, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0661027, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0739787, 0, 4.24434e-30, 0, 1.41421, -4.24434e-30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.67072e-32, 0, 0, 5.31542e-35, 8.14382e-36, 0, 4.22757e-30, 0, 0
0.0818547, 0, 4.62829e-29, 0, 1.41421, -4.62829e-29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.82183e-31, 0, 0, 5.79617e-34, 7.87779e-34, 0, 4.60993e-29, 0, 0
0.0897307, 0, 3.1678e-28, 0, 1.41421, -3.1678e-28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.24692e-30, 0, 0, 3.9671e-33, 8.97628e-33, 0, 3.1552e-28, 0, 0
0.0976066, 0, 1.733e-27, 0, 1.41421, -1.733e-27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.82147e-30, 0, 0, 2.17025e-32, 6.37119e-32, 0, 1.72609e-27, 0, 0
0.105483, 0, 8.25722e-27, 0, 1.41421, -8.25722e-27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.2502e-29, 0, 0, 1.03467e-31, 3.57759e-31, 0, 8.22426e-27, 0, 0
0.113359, 0, 3.57085e-26, 0, 1.41421, -3.57085e-26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.40555e-28, 0, 0, 4.48079e-31, 1.73806e-30, 0, 3.55658e-26, 0, 0
0.121235, 0, 1.43439e-25, 0, 1.41421, -1.43439e-25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.64599e-28, 0, 0, 1.80372e-30, 7.63098e-30, 0, 1.42865e-25, 0, 0
0.129111, 0, 5.42975e-25, 0, 1.41421, -5.42975e-25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.13723e-27, 0, 0, 6.84588e-30, 3.10328e-29, 0, 5.408e-25, 0, 0
0.136987, 0, 1.95568e-24, 0, 1.41421, -1.95568e-24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.69779e-27, 0, 0, 2.47327e-29, 1.18704e-28, 0, 1.94783e-24, 0, 0
0.144862, 0, 6.74825e-24, 0, 1.41421, -6.74825e-24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.65619e-26, 0, 0, 8.56324e-29, 4.31474e-28, 0, 6.72117e-24, 0, 0
0.152738, 0, 2.24212e-23, 0, 1.41421, -2.24212e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.82519e-26, 0, 0, 2.85566e-28, 1.50108e-27, 0, 2.23311e-23, 0, 0
0.160614, 0, 7.20089e-23, 0, 1.41421, -7.20089e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.83433e-25, 0, 0, 9.20778e-28, 5.02479e-27, 0, 7.17195e-23, 0, 0
0.16849, 0, 2.24237e-22, 0, 1.41421, -2.24237e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.82616e-25, 0, 0, 2.87949e-27, 1.62502e-26, 0, 2.23336e-22, 0, 0
0.176366, 0, 6.78738e-22, 0, 1.41421, -6.78738e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.67156e-24, 0, 0, 8.75513e-27, 5.09345e-26, 0, 6.76006e-22, 0, 0
0.184242, 0, 2.00104e-21, 0, 1.41421, -2.00104e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.8762e-24, 0, 0, 2.59351e-26, 1.55131e-25, 0, 1.99298e-21, 0, 0
0.192118, 0, 5.75588e-21, 0, 1.41421, -5.75588e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.26554e-23, 0, 0, 7.49781e-26, 4.60089e-25, 0, 5.73269e-21, 0, 0
0.199994, 0, 1.61769e-20, 0, 1.41421, -1.61769e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.3673e-23, 0, 0, 2.11851e-25, 1.33108e-24, 0, 1.61117e-20, 0, 0
0.20787, 0, 4.4478e-20, 0, 1.41421, -4.4478e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.75067e-22, 0, 0, 5.85759e-25, 3.76219e-24, 0, 4.42986e-20, 0, 0
0.215746, 0, 1.19763e-19, 0, 1.41421, -1.19763e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.71388e-22, 0, 0, 1.58659e-24, 1.04017e-23, 0, 1.19279e-19, 0, 0
0.223622, 0, 3.16098e-19, 0, 1.41421, -3.16098e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.24417e-21, 0, 0, 4.21376e-24, 2.81628e-23, 0, 3.14822e-19, 0, 0
0.231498, 0, 8.18461e-19, 0, 1.41421, -8.18461e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.22146e-21, 0, 0, 1.09823e-23, 7.47422e-23, 0, 8.15154e-19, 0, 0
0.239374, 0, 2.08044e-18, 0, 1.41421, -2.08044e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.18861e-21, 0, 0, 2.8109e-23, 1.946e-22, 0, 2.07203e-18, 0, 0
