   PIQUANT 0.0.0-main  ps__0097_0675553164_000rfs_shot_33.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Cr_K, Ti_K, Ca_K, K_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
-0.00275249, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00515019, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0130529, 0, 7.23056e-30, 0, 1.41421, -7.23056e-30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.18338e-33, 0, 0, 1.36304e-34, 0, 2.65613e-35, 0, 7.22222e-30, 0, 0, 0
0.0209556, 0, 6.73099e-29, 0, 1.41421, -6.73099e-29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.61746e-32, 0, 0, 1.26878e-33, 0, 4.77884e-33, 0, 6.72277e-29, 0, 0, 0
0.0288582, 0, 3.94802e-28, 0, 1.41421, -3.94802e-28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.4678e-31, 0, 0, 7.44165e-33, 0, 4.34808e-32, 0, 3.94304e-28, 0, 0, 0
0.0367609, 0, 1.85929e-27, 0, 1.41421, -1.85929e-27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.10402e-30, 0, 0, 3.50784e-32, 0, 2.53236e-31, 0, 1.85689e-27, 0, 0, 0
0.0446636, 0, 7.66342e-27, 0, 1.41421, -7.66342e-27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.67196e-30, 0, 0, 1.45039e-31, 0, 1.18922e-30, 0, 7.65341e-27, 0, 0, 0
0.0525663, 0, 2.8812e-26, 0, 1.41421, -2.8812e-26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.26034e-29, 0, 0, 5.48018e-31, 0, 4.89562e-30, 0, 2.8774e-26, 0, 0, 0
0.060469, 0, 1.01127e-25, 0, 1.41421, -1.01127e-25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.14433e-28, 0, 0, 1.93536e-30, 0, 1.83969e-29, 0, 1.00992e-25, 0, 0, 0
0.0683716, 0, 3.36148e-25, 0, 1.41421, -3.36148e-25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.80372e-28, 0, 0, 6.47752e-30, 0, 6.45819e-29, 0, 3.35696e-25, 0, 0, 0
0.0762743, 0, 1.06831e-24, 0, 1.41421, -1.06831e-24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.20885e-27, 0, 0, 2.07375e-29, 0, 2.14806e-28, 0, 1.06687e-24, 0, 0, 0
0.084177, 0, 3.268e-24, 0, 1.41421, -3.268e-24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.69788e-27, 0, 0, 6.39215e-29, 0, 6.83326e-28, 0, 3.26356e-24, 0, 0, 0
0.0920797, 0, 9.66969e-24, 0, 1.41421, -9.66969e-24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.09416e-26, 0, 0, 1.90627e-28, 0, 2.09279e-27, 0, 9.65647e-24, 0, 0, 0
0.0999824, 0, 2.77788e-23, 0, 1.41421, -2.77788e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.14324e-26, 0, 0, 5.52054e-28, 0, 6.20088e-27, 0, 2.77406e-23, 0, 0, 0
0.107885, 0, 7.77053e-23, 0, 1.41421, -7.77053e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.7925e-26, 0, 0, 1.55703e-27, 0, 1.78409e-26, 0, 7.7598e-23, 0, 0, 0
0.115788, 0, 2.12151e-22, 0, 1.41421, -2.12151e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.40052e-25, 0, 0, 4.287e-27, 0, 4.99898e-26, 0, 2.11857e-22, 0, 0, 0
0.12369, 0, 5.6641e-22, 0, 1.41421, -5.6641e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.40895e-25, 0, 0, 1.15448e-26, 0, 1.3673e-25, 0, 5.6562e-22, 0, 0, 0
0.131593, 0, 1.48116e-21, 0, 1.41421, -1.48116e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.67593e-24, 0, 0, 3.04573e-26, 0, 3.65758e-25, 0, 1.47909e-21, 0, 0, 0
0.139496, 0, 3.79874e-21, 0, 1.41421, -3.79874e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.29824e-24, 0, 0, 7.88234e-26, 0, 9.58447e-25, 0, 3.7934e-21, 0, 0, 0
0.147398, 0, 9.56629e-21, 0, 1.41421, -9.56629e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.08241e-23, 0, 0, 2.00346e-25, 0, 2.46361e-24, 0, 9.5528e-21, 0, 0, 0
0.155301, 0, 2.48092e-20, 0, 1.41421, -2.48092e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.80711e-23, 0, 0, 5.26866e-25, 0, 6.56703e-24, 0, 2.4774e-20, 0, 0, 0
0.163204, 0, 6.00637e-20, 0, 1.41421, -6.00637e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.79604e-23, 0, 0, 1.28779e-24, 0, 1.61908e-23, 0, 5.99783e-20, 0, 0, 0
0.171106, 0, 1.43246e-19, 0, 1.41421, -1.43246e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.62077e-22, 0, 0, 3.10145e-24, 0, 3.93029e-23, 0, 1.43041e-19, 0, 0, 0
