   PIQUANT 0.0.0-main  ps__0097_0675553164_000rfs_shot_200.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Ni_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
2.4205, 48.7142, 68.3882, 25.511, 7.12139, -19.674, 4.07174e-12, 25.511, 25.5112, 25.5115, 38.8457, 25.5112, 25.511, 25.511, 25.511, 25.511, 25.511, 25.511, 25.511, 53.4965, 25.511, 27.0668
2.42823, 58.1646, 68.1971, 25.9108, 7.75659, -10.0324, 2.20654e-12, 25.9109, 25.911, 25.9114, 37.839, 25.9109, 25.9108, 25.9108, 25.9108, 25.9108, 25.9108, 25.9108, 25.9108, 54.6575, 25.9108, 27.521
2.43595, 56.1343, 68.4763, 26.3101, 7.62459, -12.3419, 1.15724e-12, 26.3102, 26.3103, 26.3107, 36.9439, 26.3102, 26.3101, 26.3101, 26.3101, 26.3101, 26.3101, 26.3101, 26.3101, 56.1754, 26.3101, 27.9762
2.44368, 56.9271, 69.3693, 26.7092, 7.6764, -12.4422, 5.84064e-13, 26.7093, 26.7094, 26.7098, 36.1633, 26.7093, 26.7092, 26.7092, 26.7092, 26.7092, 26.7092, 26.7092, 26.7092, 58.1906, 26.7092, 28.4328
2.4514, 73.5666, 71.0409, 27.1083, 8.6929, 2.52568, 2.87321e-13, 27.1084, 27.1085, 27.1089, 35.4964, 27.1083, 27.1083, 27.1083, 27.1083, 27.1083, 27.1083, 27.1083, 27.1083, 60.8685, 27.1083, 28.8916
2.45913, 73.3092, 73.68, 27.5077, 8.67809, -0.370819, 1.35506e-13, 27.5078, 27.5079, 27.5083, 34.9397, 27.5078, 27.5077, 27.5077, 27.5077, 27.5077, 27.5077, 27.5077, 27.5077, 64.4009, 27.5077, 29.3538
2.46686, 55.9072, 77.5013, 27.9078, 7.60968, -21.5941, 6.09605e-14, 27.9079, 27.9081, 27.9084, 34.4871, 27.9079, 27.9078, 27.9078, 27.9078, 27.9078, 27.9078, 27.9078, 27.9079, 69.0079, 27.9078, 29.821
2.47458, 64.7675, 82.7465, 28.309, 8.17114, -17.979, 2.59898e-14, 28.3091, 28.3092, 28.3096, 34.1313, 28.309, 28.309, 28.309, 28.309, 28.309, 28.309, 28.309, 28.309, 74.9369, 28.309, 30.2953
2.48231, 64.0571, 89.6836, 28.7116, 8.12755, -25.6265, 1.03973e-14, 28.7117, 28.7118, 28.7122, 33.864, 28.7116, 28.7116, 28.7116, 28.7116, 28.7116, 28.7116, 28.7116, 28.7116, 82.4623, 28.7116, 30.7796
2.49003, 86.6122, 98.6073, 29.1161, 9.41341, -11.995, 4.13009e-15, 29.1162, 29.1163, 29.1167, 33.6763, 29.1161, 29.1161, 29.1161, 29.1161, 29.1161, 29.1161, 29.1161, 29.1161, 91.8841, 29.1161, 31.278
2.49776, 97.0191, 109.831, 29.5227, 9.95083, -12.8124, 1.56225e-15, 29.5228, 29.5229, 29.5233, 33.5596, 29.5227, 29.5227, 29.5227, 29.5227, 29.5227, 29.5227, 29.5227, 29.5227, 103.52, 29.5227, 31.7961
2.50548, 103.117, 123.687, 29.9318, 10.2527, -20.5699, 5.61812e-16, 29.9319, 29.9321, 29.9324, 33.5057, 29.9318, 29.9318, 29.9318, 29.9318, 29.9318, 29.9318, 29.9318, 29.9318, 117.702, 29.9318, 32.3416
2.51321, 133.233, 140.509, 30.3438, 11.629, -7.27594, 1.91748e-16, 30.3439, 30.3441, 30.3444, 33.5071, 30.3438, 30.3438, 30.3438, 30.3438, 30.3438, 30.3438, 30.3438, 30.3438, 134.764, 30.3438, 32.9246
2.52094, 148.314, 160.629, 30.7589, 12.2603, -12.3154, 6.19579e-17, 30.759, 30.7591, 30.7595, 33.5569, 30.7589, 30.7589, 30.7589, 30.7589, 30.7589, 30.7589, 30.7589, 30.7589, 155.03, 30.7589, 33.559
2.52866, 152.248, 184.362, 31.1773, 12.4197, -32.114, 1.88723e-17, 31.1774, 31.1776, 31.1779, 33.6494, 31.1773, 31.1773, 31.1773, 31.1773, 31.1773, 31.1773, 31.1773, 31.1773, 178.803, 31.1773, 34.2633
2.53639, 166.159, 211.986, 31.5992, 12.9676, -45.8271, 5.37133e-18, 31.5993, 31.5995, 31.5998, 33.7796, 31.5992, 31.5992, 31.5992, 31.5992, 31.5992, 31.5992, 31.5992, 31.5993, 206.342, 31.5992, 35.0618
2.54411, 222.105, 243.726, 32.0247, 14.9701, -21.6203, 1.39946e-18, 32.0248, 32.0249, 32.0253, 33.9432, 32.0247, 32.0247, 32.0247, 32.0247, 32.0247, 32.0247, 32.0247, 32.0247, 237.845, 32.0247, 35.9858
2.55184, 236.328, 279.744, 32.4538, 15.4379, -43.4156, 3.16434e-19, 32.4539, 32.454, 32.4544, 34.1368, 32.4538, 32.4538, 32.4538, 32.4538, 32.4538, 32.4538, 32.4538, 32.4538, 273.438, 32.4538, 37.0761
2.55956, 294.001, 320.111, 32.8866, 17.2047, -26.1098, 5.2412e-20, 32.8867, 32.8868, 32.8872, 34.3577, 32.8866, 32.8866, 32.8866, 32.8866, 32.8866, 32.8866, 32.8866, 32.8866, 313.141, 32.8866, 38.3841
2.56729, 350.776, 364.793, 33.3229, 18.7823, -14.0175, 3.07013e-20, 33.323, 33.3231, 33.3235, 34.6034, 33.3229, 33.3229, 33.3229, 33.3229, 33.3229, 33.3229, 33.3229, 33.3229, 356.861, 33.3229, 39.9739
2.57502, 389.141, 413.645, 33.7627, 19.7773, -24.5034, 1.09088e-21, 33.7628, 33.7629, 33.7633, 34.872, 33.7627, 33.7627, 33.7627, 33.7627, 33.7627, 33.7627, 33.7627, 33.7627, 404.372, 33.7627, 41.925
2.58274, 479.269, 466.392, 34.2059, 21.9378, 12.8768, 3.79705e-23, 34.206, 34.2061, 34.2065, 35.1618, 34.2059, 34.2059, 34.2059, 34.2059, 34.2059, 34.2059, 34.2059, 34.2059, 455.308, 34.2059, 44.3336
2.59047, 525.061, 522.635, 34.6523, 22.9578, 2.42603, 2.14952e-25, 34.6524, 34.6525, 34.6529, 35.4713, 34.6523, 34.6523, 34.6523, 34.6523, 34.6523, 34.6523, 34.6523, 34.6523, 509.152, 34.6523, 47.3151
2.59819, 631.434, 581.839, 35.1017, 25.1681, 49.5953, 0, 35.1017, 35.1019, 35.1022, 35.7991, 35.1017, 35.1017, 35.1017, 35.1017, 35.1017, 35.1017, 35.1017, 35.1017, 565.238, 35.1017, 51.0048
2.60592, 720.41, 643.351, 35.5538, 26.8777, 77.0591, 0, 35.5539, 35.554, 35.5544, 36.144, 35.5538, 35.5538, 35.5538, 35.5538, 35.5538, 35.5538, 35.5538, 35.5538, 622.754, 35.5538, 55.5591
2.61364, 834.254, 706.42, 36.0086, 28.9181, 127.833, 0, 36.0087, 36.0088, 36.0092, 36.5046, 36.0086, 36.0086, 36.0086, 36.0086, 36.0086, 36.0086, 36.0086, 36.0086, 680.775, 36.0086, 61.1565
2.62137, 901.24, 770.205, 36.4657, 30.054, 131.035, 0, 36.4658, 36.466, 36.4663, 36.8797, 36.4657, 36.4657, 36.4657, 36.4657, 36.4657, 36.4657, 36.4657, 36.4657, 738.261, 36.4657, 67.9947
2.6291, 1052.38, 833.807, 36.925, 32.4712, 218.573, 0, 36.9251, 36.9252, 36.9256, 37.268, 36.925, 36.925, 36.925, 36.925, 36.925, 36.925, 36.925, 36.925, 794.099, 36.925, 76.2888
2.63682, 1147.75, 896.309, 37.3862, 33.9079, 251.437, 0, 37.3863, 37.3864, 37.3868, 37.6683, 37.3862, 37.3862, 37.3862, 37.3862, 37.3862, 37.3862, 37.3862, 37.3862, 847.144, 37.3862, 86.2682
2.64455, 1215.85, 956.802, 37.849, 34.8977, 259.046, 0, 37.8491, 37.8493, 37.8496, 38.0794, 37.849, 37.849, 37.849, 37.849, 37.849, 37.849, 37.849, 37.849, 896.25, 37.849, 98.1699
2.65227, 1289.95, 1014.42, 38.3134, 35.9437, 275.528, 0, 38.3135, 38.3137, 38.314, 38.5001, 38.3134, 38.3134, 38.3134, 38.3134, 38.3134, 38.3134, 38.3134, 38.3134, 940.315, 38.3134, 112.23
2.66, 1388.36, 1068.38, 38.7791, 37.2875, 319.984, 0, 38.7792, 38.7794, 38.7797, 38.9292, 38.7791, 38.7791, 38.7791, 38.7791, 38.7791, 38.7791, 38.7791, 38.7791, 978.33, 38.7791, 128.676
2.66773, 1457.01, 1117.99, 39.2459, 38.197, 339.019, 0, 39.246, 39.2461, 39.2465, 39.3657, 39.2459, 39.2459, 39.2459, 39.2459, 39.2459, 39.2459, 39.2459, 39.2459, 1009.41, 39.2459, 147.712
2.67545, 1483.79, 1162.73, 39.7136, 38.5459, 321.059, 0, 39.7137, 39.7139, 39.7142, 39.8085, 39.7136, 39.7136, 39.7136, 39.7136, 39.7136, 39.7136, 39.7136, 39.7136, 1032.83, 39.7136, 169.514
2.68318, 1516.15, 1202.19, 40.1821, 38.9634, 313.957, 0, 40.1822, 40.1823, 40.1827, 40.2566, 40.1821, 40.1821, 40.1821, 40.1821, 40.1821, 40.1821, 40.1821, 40.1821, 1048.09, 40.1821, 194.206
2.6909, 1469.66, 1236.14, 40.6512, 38.3622, 233.526, 0, 40.6513, 40.6514, 40.6518, 40.7092, 40.6512, 40.6512, 40.6512, 40.6512, 40.6512, 40.6512, 40.6512, 40.6512, 1054.88, 40.6512, 221.85
2.69863, 1476.67, 1264.49, 41.1206, 38.4534, 212.176, 0, 41.1207, 41.1208, 41.1212, 41.1655, 41.1206, 41.1206, 41.1206, 41.1206, 41.1206, 41.1206, 41.1206, 41.1206, 1053.13, 41.1206, 252.436
2.70635, 1445.09, 1287.32, 41.5902, 38.0406, 157.771, 0, 41.5903, 41.5905, 41.5908, 41.6247, 41.5902, 41.5902, 41.5902, 41.5902, 41.5902, 41.5902, 41.5902, 41.5902, 1043.01, 41.5902, 285.867
2.71408, 1401.1, 1304.83, 42.0598, 37.458, 96.2726, 0, 42.0599, 42.06, 42.0604, 42.086, 42.0598, 42.0598, 42.0598, 42.0598, 42.0598, 42.0598, 42.0598, 42.0598, 1024.91, 42.0598, 321.946
2.72181, 1408.47, 1317.32, 42.5291, 37.5562, 91.1537, 0, 42.5292, 42.5294, 42.5297, 42.5489, 42.5291, 42.5291, 42.5291, 42.5291, 42.5291, 42.5291, 42.5291, 42.5291, 999.45, 42.5291, 360.375
2.72953, 1356.66, 1325.17, 42.9979, 36.8601, 31.4912, 0, 42.998, 42.9981, 42.9985, 43.0127, 42.9979, 42.9979, 42.9979, 42.9979, 42.9979, 42.9979, 42.9979, 42.9979, 967.41, 42.9979, 400.745
2.73726, 1344.26, 1328.82, 43.4658, 36.6914, 15.4351, 0, 43.4658, 43.466, 43.4664, 43.4768, 43.4658, 43.4658, 43.4658, 43.4658, 43.4658, 43.4658, 43.4658, 43.4658, 929.732, 43.4658, 442.544
2.74498, 1321.13, 1328.71, 43.9323, 36.3748, -7.57837, 0, 43.9324, 43.9325, 43.9329, 43.9404, 43.9323, 43.9323, 43.9323, 43.9323, 43.9323, 43.9323, 43.9323, 43.9323, 887.469, 43.9323, 485.161
2.75271, 1263.66, 1325.25, 44.397, 35.5761, -61.5923, 0, 44.397, 44.3972, 44.3976, 44.4029, 44.397, 44.397, 44.397, 44.397, 44.397, 44.397, 44.397, 44.397, 841.747, 44.397, 527.897
2.76043, 1253.66, 1318.85, 44.8592, 35.4353, -65.1854, 0, 44.8593, 44.8594, 44.8598, 44.8635, 44.8592, 44.8592, 44.8592, 44.8592, 44.8592, 44.8592, 44.8592, 44.8592, 793.72, 44.8592, 569.982
2.76816, 1288.47, 1309.82, 45.3182, 35.9231, -21.349, 0, 45.3183, 45.3185, 45.3188, 45.3213, 45.3182, 45.3182, 45.3182, 45.3182, 45.3182, 45.3182, 45.3182, 45.3182, 744.525, 45.3182, 610.605
2.77589, 1287.39, 1298.41, 45.7731, 35.9081, -11.0151, 0, 45.7732, 45.7734, 45.7737, 45.7754, 45.7731, 45.7731, 45.7731, 45.7731, 45.7731, 45.7731, 45.7731, 45.7732, 695.255, 45.7731, 648.925
2.78361, 1269.19, 1284.81, 46.2229, 35.6538, -15.6122, 0, 46.223, 46.2231, 46.2235, 46.2245, 46.2229, 46.2229, 46.2229, 46.2229, 46.2229, 46.2229, 46.2229, 46.2229, 646.912, 46.2229, 684.114
2.79134, 1242.75, 1269.11, 46.6661, 35.281, -26.3594, 0, 46.6662, 46.6664, 46.6667, 46.6672, 46.6661, 46.6661, 46.6661, 46.6661, 46.6661, 46.6661, 46.6661, 46.6661, 600.393, 46.6661, 715.379
2.79906, 1310.37, 1251.35, 47.1014, 36.2266, 59.0172, 0, 47.1015, 47.1017, 47.102, 47.1022, 47.1014, 47.1014, 47.1014, 47.1014, 47.1014, 47.1014, 47.1014, 47.1014, 556.456, 47.1014, 741.995
2.80679, 1261.55, 1231.53, 47.527, 35.5464, 30.0197, 0, 47.5271, 47.5272, 47.5276, 47.5275, 47.527, 47.527, 47.527, 47.527, 47.527, 47.527, 47.527, 47.527, 515.716, 47.527, 763.336
2.81451, 1261.47, 1209.59, 47.9408, 35.5454, 51.8876, 0, 47.9409, 47.9411, 47.9414, 47.9412, 47.9408, 47.9408, 47.9408, 47.9408, 47.9408, 47.9408, 47.9408, 47.9408, 478.635, 47.9408, 778.891
2.82224, 1295.64, 1185.48, 48.3406, 36.0227, 110.163, 0, 48.3407, 48.3409, 48.3412, 48.3409, 48.3406, 48.3406, 48.3406, 48.3406, 48.3406, 48.3406, 48.3406, 48.3407, 445.521, 48.3406, 788.293
2.82997, 1243.14, 1159.14, 48.724, 35.2866, 83.9994, 0, 48.7241, 48.7243, 48.7246, 48.7242, 48.724, 48.724, 48.724, 48.724, 48.724, 48.724, 48.724, 48.724, 416.532, 48.724, 791.334
2.83769, 1218.8, 1130.57, 49.0881, 34.9399, 88.2274, 0, 49.0882, 49.0884, 49.0887, 49.0883, 49.0881, 49.0881, 49.0881, 49.0881, 49.0881, 49.0881, 49.0881, 49.0881, 391.691, 49.0881, 787.965
2.84542, 1107.24, 1099.77, 49.4301, 33.3052, 7.46729, 0, 49.4301, 49.4303, 49.4307, 49.4301, 49.4301, 49.4301, 49.4301, 49.4301, 49.4301, 49.4301, 49.4301, 49.4301, 370.896, 49.4301, 778.303
2.85314, 1116.65, 1066.82, 49.7465, 33.4463, 49.8329, 0, 49.7466, 49.7468, 49.7471, 49.7466, 49.7465, 49.7465, 49.7465, 49.7465, 49.7465, 49.7465, 49.7465, 49.7466, 353.941, 49.7465, 762.624
2.86087, 1051.35, 1031.85, 50.0344, 32.4554, 19.5037, 0, 50.0345, 50.0346, 50.035, 50.0344, 50.0344, 50.0344, 50.0344, 50.0344, 50.0344, 50.0344, 50.0344, 50.0344, 340.53, 50.0344, 741.349
2.8686, 1019.2, 995.04, 50.2902, 31.9562, 24.1609, 0, 50.2903, 50.2905, 50.2908, 50.2903, 50.2902, 50.2902, 50.2902, 50.2902, 50.2902, 50.2902, 50.2902, 50.2902, 330.303, 50.2902, 715.026
2.87632, 961.899, 956.645, 50.5107, 31.0467, 5.25366, 0, 50.5108, 50.5109, 50.5113, 50.5107, 50.5107, 50.5107, 50.5107, 50.5107, 50.5107, 50.5107, 50.5107, 50.5107, 322.849, 50.5107, 684.306
2.88405, 975.81, 916.959, 50.6925, 31.27, 58.8513, 0, 50.6926, 50.6927, 50.6931, 50.6925, 50.6925, 50.6925, 50.6925, 50.6925, 50.6925, 50.6925, 50.6925, 50.6925, 317.73, 50.6925, 649.92
2.89177, 857.76, 876.305, 50.8327, 29.3217, -18.5456, 0, 50.8328, 50.833, 50.8333, 50.8327, 50.8327, 50.8327, 50.8327, 50.8327, 50.8327, 50.8327, 50.8327, 50.8327, 314.494, 50.8327, 612.643
2.8995, 815.115, 835.04, 50.9286, 28.5852, -19.9254, 0, 50.9287, 50.9288, 50.9292, 50.9286, 50.9286, 50.9286, 50.9286, 50.9286, 50.9286, 50.9286, 50.9286, 50.9286, 312.693, 50.9286, 573.275
2.90722, 752.059, 793.528, 50.9777, 27.4601, -41.4688, 0, 50.9778, 50.9779, 50.9783, 50.9777, 50.9777, 50.9777, 50.9777, 50.9777, 50.9777, 50.9777, 50.9777, 50.9777, 311.896, 50.9777, 532.609
2.91495, 726.021, 752.123, 50.9784, 26.9819, -26.1019, 0, 50.9784, 50.9786, 50.979, 50.9784, 50.9784, 50.9784, 50.9784, 50.9784, 50.9784, 50.9784, 50.9784, 50.9784, 311.699, 50.9784, 491.402
2.92268, 675.383, 711.164, 50.9293, 26.0266, -35.7807, 0, 50.9294, 50.9295, 50.9299, 50.9293, 50.9293, 50.9293, 50.9293, 50.9293, 50.9293, 50.9293, 50.9293, 50.9293, 311.733, 50.9293, 450.359
2.9304, 642.152, 670.959, 50.83, 25.3802, -28.8069, 0, 50.8301, 50.8302, 50.8306, 50.83, 50.83, 50.83, 50.83, 50.83, 50.83, 50.83, 50.83, 50.83, 311.673, 50.83, 410.115
2.93813, 597.742, 631.78, 50.6807, 24.4896, -34.0378, 0, 50.6808, 50.6809, 50.6813, 50.6807, 50.6807, 50.6807, 50.6807, 50.6807, 50.6807, 50.6807, 50.6807, 50.6807, 311.239, 50.6807, 371.22
2.94585, 576.384, 593.855, 50.4825, 24.0496, -17.4709, 0, 50.4826, 50.4827, 50.4831, 50.4825, 50.4825, 50.4825, 50.4825, 50.4825, 50.4825, 50.4825, 50.4825, 50.4825, 310.202, 50.4825, 334.134
2.95358, 517.192, 557.358, 50.2371, 22.7858, -40.1661, 0, 50.2372, 50.2373, 50.2377, 50.2371, 50.2371, 50.2371, 50.2371, 50.2371, 50.2371, 50.2371, 50.2371, 50.2371, 308.38, 50.2371, 299.214
2.9613, 472.75, 522.423, 49.9471, 21.7888, -49.6729, 0, 49.9472, 49.9474, 49.9477, 49.9471, 49.9471, 49.9471, 49.9471, 49.9471, 49.9471, 49.9471, 49.9471, 49.9472, 305.642, 49.9471, 266.727
2.96903, 395.819, 489.137, 49.6161, 19.9454, -93.3179, 0, 49.6162, 49.6163, 49.6167, 49.6161, 49.6161, 49.6161, 49.6161, 49.6161, 49.6161, 49.6161, 49.6161, 49.6161, 301.904, 49.6161, 236.848
2.97676, 383.217, 457.545, 49.2479, 19.627, -74.3279, 0, 49.248, 49.2481, 49.2485, 49.2479, 49.2479, 49.2479, 49.2479, 49.2479, 49.2479, 49.2479, 49.2479, 49.2479, 297.124, 49.2479, 209.668
2.98448, 328.917, 427.656, 48.8472, 18.1911, -98.7391, 0, 48.8473, 48.8474, 48.8478, 48.8472, 48.8472, 48.8472, 48.8472, 48.8472, 48.8472, 48.8472, 48.8472, 48.8472, 291.302, 48.8472, 185.2
2.99221, 301.663, 399.451, 48.4191, 17.4259, -97.7881, 0, 48.4192, 48.4194, 48.4197, 48.4191, 48.4191, 48.4191, 48.4191, 48.4191, 48.4191, 48.4191, 48.4191, 48.4191, 284.472, 48.4191, 163.397
2.99993, 281.168, 372.888, 47.9692, 16.8276, -91.7206, 0, 47.9692, 47.9694, 47.9698, 47.9692, 47.9692, 47.9692, 47.9692, 47.9692, 47.9692, 47.9692, 47.9692, 47.9692, 276.699, 47.9692, 144.157
3.00766, 282.075, 347.911, 47.5029, 16.8545, -65.8364, 0, 47.503, 47.5031, 47.5035, 47.5029, 47.5029, 47.5029, 47.5029, 47.5029, 47.5029, 47.5029, 47.5029, 47.5029, 268.075, 47.5029, 127.339
3.01538, 230.702, 324.456, 47.0262, 15.2546, -93.7544, 0, 47.0263, 47.0264, 47.0268, 47.0262, 47.0262, 47.0262, 47.0262, 47.0262, 47.0262, 47.0262, 47.0262, 47.0262, 258.71, 47.0262, 112.772
3.02311, 241.536, 302.448, 46.5445, 15.6056, -60.9129, 0, 46.5446, 46.5447, 46.5451, 46.5445, 46.5445, 46.5445, 46.5445, 46.5445, 46.5445, 46.5445, 46.5445, 46.5445, 248.728, 46.5445, 100.263
3.03084, 183.894, 281.82, 46.0634, 13.6343, -97.9265, 0, 46.0635, 46.0636, 46.064, 46.0634, 46.0634, 46.0634, 46.0634, 46.0634, 46.0634, 46.0634, 46.0634, 46.0634, 238.267, 46.0634, 89.6151
3.03856, 184.31, 262.502, 45.588, 13.6496, -78.1917, 0, 45.5881, 45.5882, 45.5886, 45.588, 45.588, 45.588, 45.588, 45.588, 45.588, 45.588, 45.588, 45.588, 227.466, 45.588, 80.6233
3.04629, 160.347, 244.433, 45.123, 12.7415, -84.0866, 0, 45.1231, 45.1232, 45.1236, 45.123, 45.123, 45.123, 45.123, 45.123, 45.123, 45.123, 45.123, 45.123, 216.465, 45.123, 73.0902
3.05401, 142.176, 227.555, 44.6726, 12.0073, -85.3795, 0, 44.6727, 44.6728, 44.6732, 44.6726, 44.6726, 44.6726, 44.6726, 44.6726, 44.6726, 44.6726, 44.6726, 44.6726, 205.401, 44.6726, 66.8263
3.06174, 124.836, 211.817, 44.2405, 11.2621, -86.9813, 0, 44.2406, 44.2407, 44.2411, 44.2405, 44.2405, 44.2405, 44.2405, 44.2405, 44.2405, 44.2405, 44.2405, 44.2405, 194.402, 44.2405, 61.6549
3.06947, 126.182, 197.173, 43.8298, 11.3218, -70.9906, 0, 43.8299, 43.83, 43.8304, 43.8298, 43.8298, 43.8298, 43.8298, 43.8298, 43.8298, 43.8298, 43.8298, 43.8298, 183.587, 43.8298, 57.4145
3.07719, 118.125, 183.582, 43.4432, 10.9602, -65.457, 0, 43.4433, 43.4435, 43.4438, 43.4432, 43.4432, 43.4432, 43.4432, 43.4432, 43.4432, 43.4432, 43.4432, 43.4432, 173.064, 43.4432, 53.9602
3.08492, 105.688, 171.004, 43.0827, 10.3773, -65.3164, 0, 43.0828, 43.0829, 43.0833, 43.0827, 43.0827, 43.0827, 43.0827, 43.0827, 43.0827, 43.0827, 43.0827, 43.0827, 162.923, 43.0827, 51.1631
3.09264, 91.1867, 159.402, 42.7497, 9.65332, -68.2157, 0, 42.7498, 42.75, 42.7503, 42.7497, 42.7497, 42.7497, 42.7497, 42.7497, 42.7497, 42.7497, 42.7497, 42.7497, 153.24, 42.7497, 48.9114
3.10037, 97.6131, 148.74, 42.4455, 9.98064, -51.1266, 0, 42.4456, 42.4457, 42.4461, 42.4455, 42.4455, 42.4455, 42.4455, 42.4455, 42.4455, 42.4455, 42.4455, 42.4455, 144.075, 42.4455, 47.1089
3.10809, 80.3615, 138.977, 42.1706, 9.07533, -58.6159, 0, 42.1707, 42.1708, 42.1712, 42.1706, 42.1706, 42.1706, 42.1706, 42.1706, 42.1706, 42.1706, 42.1706, 42.1706, 135.473, 42.1706, 45.6737
3.11582, 92.4951, 130.076, 41.9255, 9.72086, -37.5806, 0, 41.9256, 41.9257, 41.9261, 41.9255, 41.9255, 41.9255, 41.9255, 41.9255, 41.9255, 41.9255, 41.9255, 41.9255, 127.463, 41.9255, 44.5374
3.12355, 76.4783, 121.992, 41.7102, 8.8588, -45.5136, 0, 41.7103, 41.7105, 41.7108, 41.7102, 41.7102, 41.7102, 41.7102, 41.7102, 41.7102, 41.7102, 41.7102, 41.7102, 120.058, 41.7102, 43.6432
3.13127, 68.4891, 114.682, 41.5247, 8.39578, -46.1926, 0, 41.5247, 41.5249, 41.5252, 41.5247, 41.5247, 41.5247, 41.5247, 41.5247, 41.5247, 41.5247, 41.5247, 41.5247, 113.261, 41.5247, 42.9446
3.139, 77.3504, 108.098, 41.3684, 8.90788, -30.7476, 0, 41.3685, 41.3687, 41.369, 41.3684, 41.3684, 41.3684, 41.3684, 41.3684, 41.3684, 41.3684, 41.3684, 41.3684, 107.062, 41.3684, 42.4039
3.14672, 80.1744, 102.191, 41.2412, 9.06501, -22.0165, 0, 41.2413, 41.2414, 41.2418, 41.2412, 41.2412, 41.2412, 41.2412, 41.2412, 41.2412, 41.2412, 41.2412, 41.2412, 101.44, 41.2412, 41.9908
3.15445, 69.0005, 96.9102, 41.1423, 8.42618, -27.9097, 0, 41.1424, 41.1426, 41.1429, 41.1423, 41.1423, 41.1423, 41.1423, 41.1423, 41.1423, 41.1423, 41.1423, 41.1423, 96.3706, 41.1423, 41.681
3.16217, 59.0121, 92.2048, 41.0713, 7.81102, -33.1927, 0, 41.0714, 41.0715, 41.0719, 41.0713, 41.0713, 41.0713, 41.0713, 41.0713, 41.0713, 41.0713, 41.0713, 41.0713, 91.8195, 41.0713, 41.4556
3.1699, 54.407, 88.0229, 41.0274, 7.51046, -33.6158, 0, 41.0274, 41.0276, 41.028, 41.0274, 41.0274, 41.0274, 41.0274, 41.0274, 41.0274, 41.0274, 41.0274, 41.0274, 87.7498, 41.0274, 41.2995
3.17763, 70.9237, 84.3142, 41.0098, 8.53954, -13.3905, 0, 41.0099, 41.01, 41.0104, 41.0098, 41.0098, 41.0098, 41.0098, 41.0098, 41.0098, 41.0098, 41.0098, 41.0098, 84.1219, 41.0098, 41.2011
3.18535, 62.0542, 81.03, 41.0177, 8.00339, -18.9757, 0, 41.0177, 41.0179, 41.0183, 41.0177, 41.0177, 41.0177, 41.0177, 41.0177, 41.0177, 41.0177, 41.0177, 41.0177, 80.8954, 41.0177, 41.1512
3.19308, 45.196, 78.1235, 41.0501, 6.86994, -32.9275, 0, 41.0502, 41.0504, 41.0507, 41.0501, 41.0501, 41.0501, 41.0501, 41.0501, 41.0501, 41.0501, 41.0501, 41.0501, 78.03, 41.0501, 41.1427
3.2008, 62.1175, 75.5511, 41.1062, 8.00734, -13.4336, 0, 41.1063, 41.1064, 41.1068, 41.1062, 41.1062, 41.1062, 41.1062, 41.1062, 41.1062, 41.1062, 41.1062, 41.1062, 75.4865, 41.1062, 41.1699
3.20853, 38.1488, 73.2722, 41.1848, 6.33631, -35.1234, 0, 41.1849, 41.185, 41.1854, 41.1848, 41.1848, 41.1848, 41.1848, 41.1848, 41.1848, 41.1848, 41.1848, 41.1848, 73.2277, 41.1848, 41.2283
3.21625, 54.7315, 71.2496, 41.2846, 7.53203, -16.5181, 0, 41.2847, 41.2848, 41.2852, 41.2846, 41.2846, 41.2846, 41.2846, 41.2846, 41.2846, 41.2846, 41.2846, 41.2846, 71.2192, 41.2846, 41.3141
3.22398, 53.5179, 69.4503, 41.4043, 7.45103, -15.9324, 0, 41.4044, 41.4045, 41.4049, 41.4043, 41.4043, 41.4043, 41.4043, 41.4043, 41.4043, 41.4043, 41.4043, 41.4043, 69.4295, 41.4043, 41.4242
3.23171, 48.9797, 67.8445, 41.5426, 7.14001, -18.8648, 0, 41.5427, 41.5428, 41.5432, 41.5426, 41.5426, 41.5426, 41.5426, 41.5426, 41.5426, 41.5426, 41.5426, 41.5426, 67.8303, 41.5426, 41.5559
3.23943, 39.4491, 66.4061, 41.6979, 6.4381, -26.957, 0, 41.698, 41.6981, 41.6985, 41.6979, 41.6979, 41.6979, 41.6979, 41.6979, 41.6979, 41.6979, 41.6979, 41.6979, 66.3963, 41.6979, 41.7067
3.24716, 48.8116, 65.1126, 41.8685, 7.12822, -16.3011, 0, 41.8686, 41.8687, 41.8691, 41.8685, 41.8685, 41.8685, 41.8685, 41.8685, 41.8685, 41.8685, 41.8685, 41.8685, 65.1059, 41.8685, 41.8743
3.25488, 52.771, 63.9447, 42.0528, 7.40074, -11.1736, 0, 42.0529, 42.053, 42.0534, 42.0528, 42.0528, 42.0528, 42.0528, 42.0528, 42.0528, 42.0528, 42.0528, 42.0528, 63.9399, 42.0528, 42.0566
3.26261, 59.2047, 62.8858, 42.2491, 7.82334, -3.6811, 0, 42.2492, 42.2493, 42.2497, 42.2491, 42.2491, 42.2491, 42.2491, 42.2491, 42.2491, 42.2491, 42.2491, 42.2491, 62.8823, 42.2491, 42.2515
