   PIQUANT 0.0.0-main  ps__0097_0675553164_000rfs_shot_98.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Ti_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
0.355319, 0, 2.40846e-10, 1.19493e-38, 1.41421, -2.40846e-10, 1.19493e-38, 0, 1.19493e-38, 1.19493e-38, 1.19493e-38, 1.19493e-38, 1.19493e-38, 1.19493e-38, 1.19493e-38, 1.19493e-38, 1.19493e-38, 1.19493e-38, 2.14795e-12, 1.19493e-38, 1.19493e-38, 4.03061e-15, 1.19493e-38, 3.9281e-12, 1.19493e-38, 2.34766e-10, 1.19493e-38, 1.19493e-38
0.363203, 0, 3.78568e-10, 1.13518e-37, 1.41421, -3.78568e-10, 1.13518e-37, 0, 1.13518e-37, 1.13518e-37, 1.13518e-37, 1.13518e-37, 1.13518e-37, 1.13518e-37, 1.13518e-37, 1.13518e-37, 1.13518e-37, 1.13518e-37, 3.37511e-12, 1.13518e-37, 1.13518e-37, 6.68555e-15, 1.13518e-37, 6.51796e-12, 1.13518e-37, 3.68668e-10, 1.13518e-37, 1.13518e-37
0.371087, 0, 5.90457e-10, 9.83812e-37, 1.41421, -5.90457e-10, 9.83812e-37, 0, 9.83812e-37, 9.83812e-37, 9.83812e-37, 9.83812e-37, 9.83812e-37, 9.83812e-37, 9.83812e-37, 9.83812e-37, 9.83812e-37, 9.83812e-37, 5.26258e-12, 9.83812e-37, 9.83812e-37, 1.10598e-14, 9.83812e-37, 1.07765e-11, 9.83812e-37, 5.74407e-10, 9.83812e-37, 9.83812e-37
0.378971, 0, 9.13916e-10, 7.81818e-36, 1.41421, -9.13916e-10, 7.81818e-36, 0, 7.81818e-36, 7.81818e-36, 7.81818e-36, 7.81818e-36, 7.81818e-36, 7.81818e-36, 7.81818e-36, 7.81818e-36, 7.81818e-36, 7.81818e-36, 8.14306e-12, 7.81818e-36, 7.81818e-36, 1.8257e-14, 7.81818e-36, 1.77618e-11, 7.81818e-36, 8.87993e-10, 7.81818e-36, 7.81818e-36
0.386855, 0, 1.40388e-09, 5.72375e-35, 1.41421, -1.40388e-09, 5.72375e-35, 0, 5.72375e-35, 5.72375e-35, 5.72375e-35, 5.72375e-35, 5.72375e-35, 5.72375e-35, 5.72375e-35, 5.72375e-35, 5.72375e-35, 5.72375e-35, 1.25051e-11, 5.72375e-35, 5.72375e-35, 3.00879e-14, 5.72375e-35, 2.91965e-11, 5.72375e-35, 1.36214e-09, 5.72375e-35, 5.72375e-35
0.394739, 0, 2.14039e-09, 3.96256e-34, 1.41421, -2.14039e-09, 3.96256e-34, 0, 3.96256e-34, 3.96256e-34, 3.96256e-34, 3.96256e-34, 3.96256e-34, 3.96256e-34, 3.96256e-34, 3.96256e-34, 3.96256e-34, 3.96256e-34, 1.90606e-11, 3.96256e-34, 3.96256e-34, 4.95244e-14, 3.96256e-34, 4.78861e-11, 3.96256e-34, 2.0734e-09, 3.96256e-34, 3.96256e-34
0.402624, 0, 3.23922e-09, 2.69909e-33, 1.41421, -3.23922e-09, 2.69909e-33, 0, 2.69909e-33, 2.69909e-33, 2.69909e-33, 2.69909e-33, 2.69909e-33, 2.69909e-33, 2.69909e-33, 2.69909e-33, 2.69909e-33, 2.69909e-33, 2.88385e-11, 2.69909e-33, 2.69909e-33, 8.14444e-14, 2.69909e-33, 7.83969e-11, 2.69909e-33, 3.1319e-09, 2.69909e-33, 2.69909e-33
0.410508, 0, 4.86648e-09, 1.73819e-32, 1.41421, -4.86648e-09, 1.73819e-32, 0, 1.73819e-32, 1.73819e-32, 1.73819e-32, 1.73819e-32, 1.73819e-32, 1.73819e-32, 1.73819e-32, 1.73819e-32, 1.73819e-32, 1.73819e-32, 4.33148e-11, 1.73819e-32, 1.73819e-32, 1.33849e-13, 1.73819e-32, 1.2816e-10, 1.73819e-32, 4.69487e-09, 1.73819e-32, 1.73819e-32
0.418392, 0, 7.25884e-09, 1.04743e-31, 1.41421, -7.25884e-09, 1.04743e-31, 0, 1.04743e-31, 1.04743e-31, 1.04743e-31, 1.04743e-31, 1.04743e-31, 1.04743e-31, 1.04743e-31, 1.04743e-31, 1.04743e-31, 1.04743e-31, 6.45917e-11, 1.04743e-31, 1.04743e-31, 2.19852e-13, 1.04743e-31, 2.09265e-10, 1.04743e-31, 6.98476e-09, 1.04743e-31, 1.04743e-31
0.426276, 0, 1.07511e-08, 5.90382e-31, 1.41421, -1.07511e-08, 5.90382e-31, 0, 5.90382e-31, 5.90382e-31, 5.90382e-31, 5.90382e-31, 5.90382e-31, 5.90382e-31, 5.90382e-31, 5.90382e-31, 5.90382e-31, 5.90382e-31, 9.56401e-11, 5.90382e-31, 5.90382e-31, 3.60911e-13, 5.90382e-31, 3.41356e-10, 5.90382e-31, 1.03138e-08, 5.90382e-31, 5.90382e-31
0.43416, 0, 1.58139e-08, 3.11936e-30, 1.41421, -1.58139e-08, 3.11936e-30, 0, 3.11936e-30, 3.11936e-30, 3.11936e-30, 3.11936e-30, 3.11936e-30, 3.11936e-30, 3.11936e-30, 3.11936e-30, 3.11936e-30, 3.11936e-30, 1.4063e-10, 3.11936e-30, 3.11936e-30, 5.92052e-13, 3.11936e-30, 5.56307e-10, 3.11936e-30, 1.51164e-08, 3.11936e-30, 3.11936e-30
0.442044, 0, 2.31043e-08, 1.54964e-29, 1.41421, -2.31043e-08, 1.54964e-29, 0, 1.54964e-29, 1.54964e-29, 1.54964e-29, 1.54964e-29, 1.54964e-29, 1.54964e-29, 1.54964e-29, 1.54964e-29, 1.54964e-29, 1.54964e-29, 2.05375e-10, 1.54964e-29, 1.54964e-29, 9.70279e-13, 1.54964e-29, 9.05727e-10, 1.54964e-29, 2.19923e-08, 1.54964e-29, 1.54964e-29
0.449928, 0, 3.35347e-08, 7.26119e-29, 1.41421, -3.35347e-08, 7.26119e-29, 0, 7.26119e-29, 7.26119e-29, 7.26119e-29, 7.26119e-29, 7.26119e-29, 7.26119e-29, 7.26119e-29, 7.26119e-29, 7.26119e-29, 7.26119e-29, 2.97923e-10, 7.26119e-29, 7.26119e-29, 1.58799e-12, 7.26119e-29, 1.47291e-09, 7.26119e-29, 3.17622e-08, 7.26119e-29, 7.26119e-29
0.457813, 0, 4.83648e-08, 3.21913e-28, 1.41421, -4.83648e-08, 3.21913e-28, 0, 3.21913e-28, 3.21913e-28, 3.21913e-28, 3.21913e-28, 3.21913e-28, 3.21913e-28, 3.21913e-28, 3.21913e-28, 3.21913e-28, 3.21913e-28, 4.29347e-10, 3.21913e-28, 3.21913e-28, 2.59431e-12, 3.21913e-28, 2.39177e-09, 3.21913e-28, 4.55411e-08, 3.21913e-28, 3.21913e-28
0.465697, 0, 6.93257e-08, 1.35425e-27, 1.41421, -6.93257e-08, 1.35425e-27, 0, 1.35425e-27, 1.35425e-27, 1.35425e-27, 1.35425e-27, 1.35425e-27, 1.35425e-27, 1.35425e-27, 1.35425e-27, 1.35425e-27, 1.35425e-27, 6.14786e-10, 1.35425e-27, 1.35425e-27, 4.22859e-12, 1.35425e-27, 3.87656e-09, 1.35425e-27, 6.48301e-08, 1.35425e-27, 1.35425e-27
0.473581, 0, 9.87852e-08, 5.42112e-27, 1.41421, -9.87852e-08, 5.42112e-27, 0, 5.42112e-27, 5.42112e-27, 5.42112e-27, 5.42112e-27, 5.42112e-27, 5.42112e-27, 5.42112e-27, 5.42112e-27, 5.42112e-27, 5.42112e-27, 8.74802e-10, 5.42112e-27, 5.42112e-27, 6.87277e-12, 5.42112e-27, 6.26811e-09, 5.42112e-27, 9.16354e-08, 5.42112e-27, 5.42112e-27
0.481465, 0, 1.3997e-07, 2.07044e-26, 1.41421, -1.3997e-07, 2.07044e-26, 0, 2.07044e-26, 2.07044e-26, 2.07044e-26, 2.07044e-26, 2.07044e-26, 2.07044e-26, 1.22109e-13, 2.07044e-26, 2.07044e-26, 2.07044e-26, 1.23718e-09, 2.07044e-26, 2.07044e-26, 1.11325e-11, 2.07044e-26, 1.01051e-08, 2.07044e-26, 1.28617e-07, 2.07044e-26, 2.07044e-26
0.489349, 0, 1.97261e-07, 7.56316e-26, 1.41421, -1.97261e-07, 7.56316e-26, 0, 7.56316e-26, 7.56316e-26, 7.56316e-26, 7.56316e-26, 7.56316e-26, 7.56316e-26, 4.20602e-13, 7.56316e-26, 7.56316e-26, 7.56316e-26, 1.73919e-09, 7.56316e-26, 7.56316e-26, 1.79613e-11, 7.56316e-26, 1.62323e-08, 7.56316e-26, 1.79271e-07, 7.56316e-26, 7.56316e-26
0.497233, 0, 2.7659e-07, 2.66641e-25, 1.41421, -2.7659e-07, 2.66641e-25, 0, 2.66641e-25, 2.66641e-25, 2.66641e-25, 2.66641e-25, 2.66641e-25, 2.66641e-25, 1.1274e-12, 2.66641e-25, 2.66641e-25, 2.66641e-25, 2.43063e-09, 2.66641e-25, 2.66641e-25, 2.88496e-11, 2.66641e-25, 2.59643e-08, 2.66641e-25, 2.48165e-07, 2.66641e-25, 2.66641e-25
0.505117, 0, 3.88189e-07, 5.90514e-10, 1.41421, -3.88189e-07, 5.93682e-10, 5.90514e-10, 5.90538e-10, 5.90541e-10, 5.93322e-10, 5.91115e-10, 5.90928e-10, 5.90562e-10, 5.98982e-10, 6.02031e-10, 5.95236e-10, 2.1409e-09, 3.96812e-09, 5.91925e-10, 5.90559e-10, 6.36623e-10, 5.90518e-10, 4.19182e-08, 5.90516e-10, 3.4184e-07, 5.90514e-10, 6.04484e-10
0.513002, 0, 5.43791e-07, 2.01868e-09, 1.41421, -5.43791e-07, 2.02953e-09, 2.01868e-09, 2.01876e-09, 2.01877e-09, 2.0283e-09, 2.02074e-09, 2.0201e-09, 2.01884e-09, 2.04467e-09, 2.05814e-09, 2.03486e-09, 7.33166e-09, 6.68596e-09, 2.02351e-09, 2.01883e-09, 2.09199e-09, 2.01876e-09, 6.74376e-08, 2.01869e-09, 4.6816e-07, 2.01868e-09, 2.06655e-09
0.520886, 0, 7.62129e-07, 5.37987e-09, 1.41421, -7.62129e-07, 5.40884e-09, 5.37987e-09, 5.38009e-09, 5.38012e-09, 5.40554e-09, 5.38536e-09, 5.38366e-09, 5.38031e-09, 5.44653e-09, 5.48518e-09, 5.42305e-09, 1.95571e-08, 1.17939e-08, 5.39277e-09, 5.38028e-09, 5.49574e-09, 5.38014e-09, 1.08297e-07, 5.37989e-09, 6.38083e-07, 5.37987e-09, 5.50761e-09
0.52877, 0, 1.0718e-06, 1.30867e-08, 1.41421, -1.0718e-06, 1.31572e-08, 1.30867e-08, 1.30872e-08, 1.30873e-08, 1.31492e-08, 1.31001e-08, 1.30959e-08, 1.30878e-08, 1.32454e-08, 1.33431e-08, 1.31918e-08, 4.76011e-08, 2.18536e-08, 1.31181e-08, 1.30877e-08, 1.32687e-08, 1.30874e-08, 1.73911e-07, 1.30868e-08, 8.66494e-07, 1.30867e-08, 1.33977e-08
0.536654, 0, 1.5186e-06, 3.0322e-08, 1.41421, -1.5186e-06, 3.04854e-08, 3.0322e-08, 3.03232e-08, 3.03233e-08, 3.04668e-08, 3.0353e-08, 3.03433e-08, 3.03244e-08, 3.06839e-08, 3.09163e-08, 3.05656e-08, 1.10337e-07, 4.22413e-08, 3.03947e-08, 3.03243e-08, 3.06061e-08, 3.03238e-08, 2.79818e-07, 3.0322e-08, 1.17452e-06, 3.0322e-08, 3.10429e-08
0.544538, 0, 2.17923e-06, 6.79315e-08, 1.41421, -2.17923e-06, 6.82979e-08, 6.79315e-08, 6.79343e-08, 6.79346e-08, 6.82563e-08, 6.8001e-08, 6.79794e-08, 6.7937e-08, 6.87891e-08, 6.92637e-08, 6.84777e-08, 2.47274e-07, 8.40518e-08, 6.80946e-08, 6.79367e-08, 6.8372e-08, 6.79358e-08, 4.52543e-07, 6.79317e-08, 1.59337e-06, 6.79315e-08, 6.95474e-08
0.552422, 0, 3.18416e-06, 1.4804e-07, 1.41421, -3.18416e-06, 1.48839e-07, 1.4804e-07, 1.48046e-07, 1.48047e-07, 1.48748e-07, 1.48192e-07, 1.48145e-07, 1.48052e-07, 1.50017e-07, 1.50944e-07, 1.49231e-07, 5.39017e-07, 1.69729e-07, 1.48396e-07, 1.48052e-07, 1.48718e-07, 1.4805e-07, 7.3576e-07, 1.48041e-07, 2.17134e-06, 1.4804e-07, 1.51563e-07
0.560306, 0, 4.76481e-06, 3.14617e-07, 1.41421, -4.76481e-06, 3.16315e-07, 3.14617e-07, 3.1463e-07, 3.14631e-07, 3.16122e-07, 3.14939e-07, 3.14839e-07, 3.14642e-07, 3.2012e-07, 3.20791e-07, 3.17148e-07, 1.14579e-06, 3.43648e-07, 3.15373e-07, 3.14641e-07, 3.15654e-07, 3.14638e-07, 1.20541e-06, 3.14618e-07, 2.98647e-06, 3.14617e-07, 3.22106e-07
0.568191, 0, 7.3299e-06, 6.52798e-07, 1.41421, -7.3299e-06, 6.56322e-07, 6.52798e-07, 6.52824e-07, 6.52828e-07, 6.55922e-07, 6.53466e-07, 6.53259e-07, 6.52851e-07, 6.65999e-07, 6.65612e-07, 6.58052e-07, 2.37792e-06, 6.9146e-07, 6.54367e-07, 6.52848e-07, 6.54372e-07, 6.52843e-07, 1.99179e-06, 6.528e-07, 4.16918e-06, 6.52798e-07, 6.68342e-07
0.576075, 0, 1.16063e-05, 1.32318e-06, 1.41421, -1.16063e-05, 1.33033e-06, 1.32318e-06, 1.32323e-06, 1.32324e-06, 1.32951e-06, 1.32454e-06, 1.32411e-06, 1.32329e-06, 1.35286e-06, 1.34916e-06, 1.33383e-06, 4.82093e-06, 1.37441e-06, 1.32636e-06, 1.32328e-06, 1.32555e-06, 1.32328e-06, 3.31911e-06, 1.32318e-06, 5.94183e-06, 1.32318e-06, 1.3547e-06
0.583959, 0, 1.88759e-05, 2.62089e-06, 1.41421, -1.88759e-05, 2.63505e-06, 2.62089e-06, 2.62099e-06, 2.62101e-06, 2.63344e-06, 2.62357e-06, 2.62274e-06, 2.6211e-06, 2.68509e-06, 2.67236e-06, 2.64199e-06, 9.55117e-06, 2.68844e-06, 2.62719e-06, 2.62109e-06, 2.62444e-06, 2.62108e-06, 5.57142e-06, 2.62089e-06, 8.68635e-06, 2.62089e-06, 2.68333e-06
0.591843, 0, 3.13699e-05, 5.07417e-06, 1.41421, -3.13699e-05, 5.10159e-06, 5.07417e-06, 5.07438e-06, 5.0744e-06, 5.09847e-06, 5.07937e-06, 5.07775e-06, 5.07458e-06, 5.20912e-06, 5.17387e-06, 5.11504e-06, 1.84958e-05, 5.16281e-06, 5.08638e-06, 5.07456e-06, 5.07945e-06, 5.07456e-06, 9.40049e-06, 5.07418e-06, 1.30572e-05, 5.07417e-06, 5.1951e-06
