   PIQUANT 0.0.0-main  ps__0097_0675553164_000rfs_shot_185.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Ni_K, Fe_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
4.06982, 59.4278, 78.2008, 78.1996, 7.83759, -18.773, 0, 78.1997, 78.1999, 78.2002, 78.1998, 78.1996, 78.1996, 78.1996, 78.1996, 78.1996, 78.1996, 78.1996, 78.1996, 78.1996, 78.1996, 78.1996, 78.1996
4.0776, 55.1343, 78.6206, 78.6195, 7.55872, -23.4863, 0, 78.6196, 78.6197, 78.6201, 78.6197, 78.6195, 78.6195, 78.6195, 78.6195, 78.6195, 78.6195, 78.6195, 78.6195, 78.6195, 78.6195, 78.6195, 78.6195
4.08538, 56.1457, 79.0407, 79.0396, 7.62533, -22.8951, 0, 79.0397, 79.0398, 79.0402, 79.0398, 79.0396, 79.0396, 79.0396, 79.0396, 79.0396, 79.0396, 79.0396, 79.0396, 79.0396, 79.0396, 79.0396, 79.0396
4.09316, 49.727, 79.4612, 79.46, 7.19215, -29.7341, 0, 79.4601, 79.4603, 79.4606, 79.4602, 79.46, 79.46, 79.46, 79.46, 79.46, 79.46, 79.46, 79.46, 79.46, 79.46, 79.46, 79.46
4.10095, 52.0136, 79.882, 79.8809, 7.34939, -27.8684, 0, 79.881, 79.8811, 79.8815, 79.881, 79.8809, 79.8809, 79.8809, 79.8809, 79.8809, 79.8809, 79.8809, 79.8809, 79.8809, 79.8809, 79.8809, 79.8809
4.10873, 50.2472, 80.3035, 80.3023, 7.22822, -30.0563, 0, 80.3024, 80.3026, 80.3029, 80.3025, 80.3023, 80.3023, 80.3023, 80.3023, 80.3023, 80.3023, 80.3023, 80.3023, 80.3023, 80.3023, 80.3023, 80.3023
4.11651, 57.6304, 80.7255, 80.7244, 7.72208, -23.0951, 0, 80.7245, 80.7246, 80.725, 80.7246, 80.7244, 80.7244, 80.7244, 80.7244, 80.7244, 80.7244, 80.7244, 80.7244, 80.7244, 80.7244, 80.7244, 80.7244
4.12429, 60.695, 81.1483, 81.1472, 7.91802, -20.4533, 0, 81.1473, 81.1474, 81.1478, 81.1473, 81.1472, 81.1472, 81.1472, 81.1472, 81.1472, 81.1472, 81.1472, 81.1472, 81.1472, 81.1472, 81.1472, 81.1472
4.13207, 52.7779, 81.572, 81.5709, 7.40121, -28.7941, 0, 81.571, 81.5711, 81.5715, 81.5711, 81.5709, 81.5709, 81.5709, 81.5709, 81.5709, 81.5709, 81.5709, 81.5709, 81.5709, 81.5709, 81.5709, 81.5709
4.13985, 59.9982, 81.9967, 81.9956, 7.8739, -21.9985, 0, 81.9957, 81.9958, 81.9962, 81.9957, 81.9956, 81.9956, 81.9956, 81.9956, 81.9956, 81.9956, 81.9956, 81.9956, 81.9956, 81.9956, 81.9956, 81.9956
4.14763, 54.378, 82.4224, 82.4213, 7.50853, -28.0444, 0, 82.4214, 82.4215, 82.4219, 82.4214, 82.4213, 82.4213, 82.4213, 82.4213, 82.4213, 82.4213, 82.4213, 82.4213, 82.4213, 82.4213, 82.4213, 82.4213
4.15541, 46.0351, 82.8493, 82.8481, 6.93074, -36.8141, 0, 82.8482, 82.8484, 82.8487, 82.8483, 82.8481, 82.8481, 82.8481, 82.8481, 82.8481, 82.8481, 82.8481, 82.8481, 82.8481, 82.8481, 82.8481, 82.8481
4.16319, 61.2825, 83.2773, 83.2761, 7.95503, -21.9948, 0, 83.2762, 83.2764, 83.2767, 83.2763, 83.2761, 83.2761, 83.2761, 83.2761, 83.2761, 83.2761, 83.2761, 83.2761, 83.2761, 83.2761, 83.2761, 83.2761
4.17097, 55.5084, 83.7065, 83.7054, 7.58343, -28.1981, 0, 83.7055, 83.7056, 83.706, 83.7055, 83.7054, 83.7054, 83.7054, 83.7054, 83.7054, 83.7054, 83.7054, 83.7054, 83.7054, 83.7054, 83.7054, 83.7054
4.17876, 63.9546, 84.1371, 84.136, 8.12125, -20.1825, 0, 84.1361, 84.1362, 84.1366, 84.1361, 84.136, 84.136, 84.136, 84.136, 84.136, 84.136, 84.136, 84.136, 84.136, 84.136, 84.136, 84.136
4.18654, 67.5126, 84.5691, 84.568, 8.33742, -17.0565, 0, 84.5681, 84.5682, 84.5686, 84.5681, 84.568, 84.568, 84.568, 84.568, 84.568, 84.568, 84.568, 84.568, 84.568, 84.568, 84.568, 84.568
4.19432, 69.0098, 85.0024, 85.0013, 8.42673, -15.9926, 0, 85.0014, 85.0015, 85.0019, 85.0014, 85.0013, 85.0013, 85.0013, 85.0013, 85.0013, 85.0013, 85.0013, 85.0013, 85.0013, 85.0013, 85.0013, 85.0013
4.2021, 52.8231, 85.4372, 85.436, 7.40426, -32.6141, 0, 85.4361, 85.4363, 85.4366, 85.4362, 85.436, 85.436, 85.436, 85.436, 85.436, 85.436, 85.436, 85.436, 85.436, 85.436, 85.436, 85.436
4.20988, 49.76, 85.8733, 85.8722, 7.19444, -36.1133, 0, 85.8723, 85.8724, 85.8728, 85.8724, 85.8722, 85.8722, 85.8722, 85.8722, 85.8722, 85.8722, 85.8722, 85.8722, 85.8722, 85.8722, 85.8722, 85.8722
4.21766, 67.4818, 86.311, 86.3099, 8.33557, -18.8293, 0, 86.31, 86.3101, 86.3105, 86.3101, 86.3099, 86.3099, 86.3099, 86.3099, 86.3099, 86.3099, 86.3099, 86.3099, 86.3099, 86.3099, 86.3099, 86.3099
4.22544, 60.1465, 86.7502, 86.749, 7.8833, -26.6037, 0, 86.7491, 86.7493, 86.7496, 86.7492, 86.749, 86.749, 86.749, 86.749, 86.749, 86.749, 86.749, 86.749, 86.749, 86.749, 86.749, 86.749
4.23322, 59.6175, 87.1908, 87.1896, 7.84968, -27.5733, 0, 87.1897, 87.1899, 87.1902, 87.1898, 87.1896, 87.1896, 87.1896, 87.1896, 87.1896, 87.1896, 87.1896, 87.1896, 87.1896, 87.1896, 87.1896, 87.1896
4.241, 58.755, 87.6329, 87.6318, 7.79455, -28.8779, 0, 87.6319, 87.632, 87.6324, 87.632, 87.6318, 87.6318, 87.6318, 87.6318, 87.6318, 87.6318, 87.6318, 87.6318, 87.6318, 87.6318, 87.6318, 87.6318
4.24878, 63.8783, 88.0765, 88.0754, 8.11654, -24.1982, 0, 88.0755, 88.0756, 88.076, 88.0756, 88.0754, 88.0754, 88.0754, 88.0754, 88.0754, 88.0754, 88.0754, 88.0754, 88.0754, 88.0754, 88.0754, 88.0754
4.25657, 59.95, 88.5217, 88.5206, 7.87083, -28.5718, 0, 88.5207, 88.5208, 88.5212, 88.5208, 88.5206, 88.5206, 88.5206, 88.5206, 88.5206, 88.5206, 88.5206, 88.5206, 88.5206, 88.5206, 88.5206, 88.5206
4.26435, 68.4089, 88.9683, 88.9672, 8.391, -20.5594, 0, 88.9673, 88.9674, 88.9678, 88.9673, 88.9672, 88.9672, 88.9672, 88.9672, 88.9672, 88.9672, 88.9672, 88.9672, 88.9672, 88.9672, 88.9672, 88.9672
4.27213, 56.6939, 89.4164, 89.4153, 7.66119, -32.7226, 0, 89.4154, 89.4155, 89.4159, 89.4155, 89.4153, 89.4153, 89.4153, 89.4153, 89.4153, 89.4153, 89.4153, 89.4153, 89.4153, 89.4153, 89.4153, 89.4153
4.27991, 59.4176, 89.8661, 89.8649, 7.83694, -30.4484, 0, 89.865, 89.8652, 89.8655, 89.8651, 89.8649, 89.8649, 89.8649, 89.8649, 89.8649, 89.8649, 89.8649, 89.8649, 89.8649, 89.8649, 89.8649, 89.8649
4.28769, 64.3948, 90.3172, 90.316, 8.1483, -25.9224, 0, 90.3162, 90.3163, 90.3167, 90.3162, 90.316, 90.316, 90.316, 90.316, 90.316, 90.316, 90.316, 90.316, 90.3161, 90.316, 90.316, 90.316
4.29547, 66.6498, 90.7698, 90.7687, 8.28552, -24.12, 0, 90.7688, 90.7689, 90.7693, 90.7688, 90.7687, 90.7687, 90.7687, 90.7687, 90.7687, 90.7687, 90.7687, 90.7687, 90.7687, 90.7687, 90.7687, 90.7687
4.30325, 55.2881, 91.2239, 91.2227, 7.56889, -35.9358, 0, 91.2228, 91.223, 91.2233, 91.2229, 91.2227, 91.2227, 91.2227, 91.2227, 91.2227, 91.2227, 91.2227, 91.2227, 91.2227, 91.2227, 91.2227, 91.2227
4.31103, 58.5379, 91.6794, 91.6783, 7.78061, -33.1415, 0, 91.6784, 91.6785, 91.6789, 91.6785, 91.6783, 91.6783, 91.6783, 91.6783, 91.6783, 91.6783, 91.6783, 91.6783, 91.6783, 91.6783, 91.6783, 91.6783
4.31881, 67.913, 92.1364, 92.1353, 8.3614, -24.2234, 0, 92.1354, 92.1355, 92.1359, 92.1355, 92.1353, 92.1353, 92.1353, 92.1353, 92.1353, 92.1353, 92.1353, 92.1353, 92.1353, 92.1353, 92.1353, 92.1353
4.32659, 56.0711, 92.5949, 92.5938, 7.62044, -36.5238, 0, 92.5939, 92.594, 92.5944, 92.594, 92.5938, 92.5938, 92.5938, 92.5938, 92.5938, 92.5938, 92.5938, 92.5938, 92.5938, 92.5938, 92.5938, 92.5938
4.33437, 60.1963, 93.0548, 93.0537, 7.88647, -32.8585, 0, 93.0538, 93.0539, 93.0543, 93.0539, 93.0537, 93.0537, 93.0537, 93.0537, 93.0537, 93.0537, 93.0537, 93.0537, 93.0537, 93.0537, 93.0537, 93.0537
4.34216, 75.8263, 93.5162, 93.5151, 8.82192, -17.6899, 0, 93.5152, 93.5153, 93.5157, 93.5153, 93.5151, 93.5151, 93.5151, 93.5151, 93.5151, 93.5151, 93.5151, 93.5151, 93.5151, 93.5151, 93.5151, 93.5151
4.34994, 78.2566, 93.9791, 93.9779, 8.95861, -15.7225, 0, 93.978, 93.9781, 93.9785, 93.9781, 93.9779, 93.9779, 93.9779, 93.9779, 93.9779, 93.9779, 93.9779, 93.9779, 93.9779, 93.9779, 93.9779, 93.9779
4.35772, 82.2079, 94.4433, 94.4421, 9.17649, -12.2354, 0, 94.4423, 94.4424, 94.4428, 94.4424, 94.4421, 94.4421, 94.4421, 94.4421, 94.4421, 94.4421, 94.4421, 94.4421, 94.4422, 94.4421, 94.4421, 94.4421
4.3655, 73.3516, 94.9091, 94.9079, 8.68053, -21.5575, 0, 94.908, 94.9081, 94.9085, 94.9081, 94.9079, 94.9079, 94.9079, 94.9079, 94.9079, 94.9079, 94.9079, 94.9079, 94.9079, 94.9079, 94.9079, 94.9079
4.37328, 69.0059, 95.3762, 95.375, 8.4265, -26.3703, 0, 95.3751, 95.3752, 95.3756, 95.3752, 95.375, 95.375, 95.375, 95.375, 95.375, 95.375, 95.375, 95.375, 95.375, 95.375, 95.375, 95.375
4.38106, 72.0372, 95.8448, 95.8436, 8.60449, -23.8076, 0, 95.8437, 95.8438, 95.8442, 95.8439, 95.8436, 95.8436, 95.8436, 95.8436, 95.8436, 95.8436, 95.8436, 95.8436, 95.8436, 95.8436, 95.8436, 95.8436
4.38884, 73.6079, 96.3148, 96.3135, 8.69528, -22.7069, 0, 96.3136, 96.3138, 96.3141, 96.3138, 96.3135, 96.3135, 96.3135, 96.3135, 96.3135, 96.3135, 96.3135, 96.3135, 96.3135, 96.3135, 96.3135, 96.3135
4.39662, 80.573, 96.7862, 96.7849, 9.08697, -16.2132, 0, 96.785, 96.7851, 96.7855, 96.7852, 96.7849, 96.7849, 96.7849, 96.7849, 96.7849, 96.7849, 96.7849, 96.7849, 96.7849, 96.7849, 96.7849, 96.7849
4.4044, 65.5762, 97.2591, 97.2577, 8.22047, -31.6829, 0, 97.2578, 97.258, 97.2583, 97.2581, 97.2577, 97.2577, 97.2577, 97.2577, 97.2577, 97.2577, 97.2577, 97.2577, 97.2577, 97.2577, 97.2577, 97.2577
4.41218, 68.5613, 97.7333, 97.7319, 8.40007, -29.1721, 0, 97.732, 97.7321, 97.7325, 97.7323, 97.7319, 97.7319, 97.7319, 97.7319, 97.7319, 97.7319, 97.7319, 97.7319, 97.7319, 97.7319, 97.7319, 97.7319
4.41996, 73.7317, 98.209, 98.2074, 8.7024, -24.4772, 0, 98.2076, 98.2077, 98.2081, 98.208, 98.2074, 98.2074, 98.2074, 98.2074, 98.2074, 98.2074, 98.2074, 98.2074, 98.2075, 98.2074, 98.2074, 98.2074
4.42775, 70.3116, 98.686, 98.6844, 8.50363, -28.3744, 0, 98.6845, 98.6847, 98.685, 98.6851, 98.6844, 98.6844, 98.6844, 98.6844, 98.6844, 98.6844, 98.6844, 98.6844, 98.6844, 98.6844, 98.6844, 98.6844
4.43553, 68.8476, 99.1645, 99.1628, 8.4171, -30.3168, 0, 99.1629, 99.163, 99.1634, 99.1635, 99.1628, 99.1628, 99.1628, 99.1628, 99.1628, 99.1628, 99.1628, 99.1628, 99.1628, 99.1628, 99.1628, 99.1628
4.44331, 94.8198, 99.6443, 99.6424, 9.83971, -4.82448, 0, 99.6425, 99.6427, 99.643, 99.6433, 99.6424, 99.6424, 99.6424, 99.6424, 99.6424, 99.6424, 99.6424, 99.6424, 99.6424, 99.6424, 99.6424, 99.6424
4.45109, 70.4599, 100.126, 100.123, 8.51234, -29.6657, 0, 100.124, 100.124, 100.124, 100.125, 100.123, 100.123, 100.123, 100.123, 100.123, 100.123, 100.123, 100.123, 100.123, 100.123, 100.123, 100.123
4.45887, 64.1823, 100.608, 100.606, 8.13525, -36.4257, 0, 100.606, 100.606, 100.606, 100.607, 100.606, 100.606, 100.606, 100.606, 100.606, 100.606, 100.606, 100.606, 100.606, 100.606, 100.606, 100.606
4.46665, 71.7847, 101.092, 101.089, 8.5898, -29.3073, 0, 101.09, 101.09, 101.09, 101.091, 101.089, 101.089, 101.089, 101.089, 101.089, 101.089, 101.089, 101.089, 101.09, 101.089, 101.089, 101.089
4.47443, 88.4736, 101.577, 101.574, 9.51176, -13.1037, 0, 101.575, 101.575, 101.575, 101.576, 101.574, 101.574, 101.574, 101.574, 101.574, 101.574, 101.574, 101.574, 101.574, 101.574, 101.574, 101.574
4.48221, 82.1703, 102.064, 102.061, 9.17444, -19.8935, 0, 102.061, 102.061, 102.061, 102.063, 102.061, 102.061, 102.061, 102.061, 102.061, 102.061, 102.061, 102.061, 102.061, 102.061, 102.061, 102.061
4.48999, 73.2767, 102.552, 102.548, 8.67621, -29.2751, 0, 102.548, 102.549, 102.549, 102.551, 102.548, 102.548, 102.548, 102.548, 102.548, 102.548, 102.548, 102.548, 102.548, 102.548, 102.548, 102.548
4.49777, 77.6963, 103.041, 103.037, 8.92728, -25.3448, 0, 103.037, 103.037, 103.038, 103.04, 103.037, 103.037, 103.037, 103.037, 103.037, 103.037, 103.037, 103.037, 103.037, 103.037, 103.037, 103.037
4.50556, 70.6928, 103.532, 103.527, 8.52601, -32.8388, 0, 103.527, 103.527, 103.528, 103.531, 103.527, 103.527, 103.527, 103.527, 103.527, 103.527, 103.527, 103.527, 103.527, 103.527, 103.527, 103.527
4.51334, 84.4901, 104.023, 104.018, 9.3, -19.5334, 0, 104.019, 104.019, 104.019, 104.022, 104.018, 104.018, 104.018, 104.018, 104.018, 104.018, 104.018, 104.018, 104.018, 104.018, 104.018, 104.018
4.52112, 75.5093, 104.517, 104.511, 8.80393, -29.0073, 0, 104.511, 104.511, 104.512, 104.516, 104.511, 104.511, 104.511, 104.511, 104.511, 104.511, 104.511, 104.511, 104.511, 104.511, 104.511, 104.511
4.5289, 98.244, 105.011, 105.005, 10.0122, -6.76692, 0, 105.005, 105.005, 105.005, 105.01, 105.005, 105.005, 105.005, 105.005, 105.005, 105.005, 105.005, 105.005, 105.005, 105.005, 105.005, 105.005
4.53668, 96.0366, 105.506, 105.499, 9.90134, -9.46989, 0, 105.5, 105.5, 105.5, 105.505, 105.499, 105.499, 105.499, 105.499, 105.499, 105.499, 105.499, 105.499, 105.499, 105.499, 105.499, 105.499
4.54446, 81.2708, 106.003, 105.995, 9.12528, -24.7324, 0, 105.996, 105.996, 105.996, 106.002, 105.995, 105.995, 105.995, 105.995, 105.995, 105.995, 105.995, 105.995, 105.995, 105.995, 105.995, 105.995
4.55224, 86.9813, 106.501, 106.493, 9.43299, -19.5199, 0, 106.493, 106.493, 106.493, 106.5, 106.493, 106.493, 106.493, 106.493, 106.493, 106.493, 106.493, 106.493, 106.493, 106.493, 106.493, 106.493
4.56002, 79.8888, 107, 106.991, 9.04925, -27.1114, 0, 106.991, 106.991, 106.991, 106.999, 106.991, 106.991, 106.991, 106.991, 106.991, 106.991, 106.991, 106.991, 106.991, 106.991, 106.991, 106.991
4.5678, 90.4499, 107.501, 107.49, 9.61509, -17.0507, 0, 107.49, 107.491, 107.491, 107.5, 107.49, 107.49, 107.49, 107.49, 107.49, 107.49, 107.49, 107.49, 107.49, 107.49, 107.49, 107.49
4.57558, 92.6595, 108.002, 107.991, 9.72931, -15.3424, 0, 107.991, 107.991, 107.991, 108.001, 107.991, 107.991, 107.991, 107.991, 107.991, 107.991, 107.991, 107.991, 107.991, 107.991, 107.991, 107.991
4.58336, 75.6785, 108.504, 108.492, 8.81354, -32.8259, 0, 108.492, 108.493, 108.493, 108.503, 108.492, 108.492, 108.492, 108.492, 108.492, 108.492, 108.492, 108.492, 108.492, 108.492, 108.492, 108.492
4.59115, 98.6314, 109.008, 108.995, 10.0315, -10.3764, 0, 108.995, 108.995, 108.996, 109.007, 108.995, 108.995, 108.995, 108.995, 108.995, 108.995, 108.995, 108.995, 108.995, 108.995, 108.995, 108.995
4.59893, 91.483, 109.512, 109.499, 9.66866, -18.0293, 0, 109.499, 109.499, 109.499, 109.511, 109.499, 109.499, 109.499, 109.499, 109.499, 109.499, 109.499, 109.499, 109.499, 109.499, 109.499, 109.499
4.60671, 102.199, 110.018, 110.003, 10.2078, -7.81886, 0, 110.004, 110.004, 110.004, 110.017, 110.003, 110.003, 110.003, 110.003, 110.003, 110.003, 110.003, 110.003, 110.003, 110.003, 110.003, 110.003
4.61449, 79.3957, 110.524, 110.509, 9.02196, -31.1287, 0, 110.509, 110.509, 110.51, 110.523, 110.509, 110.509, 110.509, 110.509, 110.509, 110.509, 110.509, 110.509, 110.509, 110.509, 110.509, 110.509
4.62227, 108.144, 111.032, 111.016, 10.4949, -2.88808, 0, 111.016, 111.016, 111.017, 111.031, 111.016, 111.016, 111.016, 111.016, 111.016, 111.016, 111.016, 111.016, 111.016, 111.016, 111.016, 111.016
4.63005, 89.5557, 111.54, 111.524, 9.56847, -21.9845, 0, 111.524, 111.524, 111.524, 111.539, 111.524, 111.524, 111.524, 111.524, 111.524, 111.524, 111.524, 111.524, 111.524, 111.524, 111.524, 111.524
4.63783, 82.6214, 112.049, 112.033, 9.19899, -29.428, 0, 112.033, 112.033, 112.033, 112.048, 112.033, 112.033, 112.033, 112.033, 112.033, 112.033, 112.033, 112.033, 112.033, 112.033, 112.033, 112.033
4.64561, 89.4983, 112.559, 112.542, 9.56547, -23.061, 0, 112.542, 112.542, 112.543, 112.558, 112.542, 112.542, 112.542, 112.542, 112.542, 112.542, 112.542, 112.542, 112.542, 112.542, 112.542, 112.542
4.65339, 101.893, 113.07, 113.053, 10.1928, -11.1773, 0, 113.053, 113.053, 113.053, 113.069, 113.053, 113.053, 113.053, 113.053, 113.053, 113.053, 113.053, 113.053, 113.053, 113.053, 113.053, 113.053
4.66117, 91.8364, 113.582, 113.564, 9.68692, -21.7454, 0, 113.564, 113.565, 113.565, 113.581, 113.564, 113.564, 113.564, 113.564, 113.564, 113.564, 113.564, 113.564, 113.564, 113.564, 113.564, 113.564
4.66895, 81.401, 114.094, 114.077, 9.13241, -32.6933, 0, 114.077, 114.077, 114.078, 114.093, 114.077, 114.077, 114.077, 114.077, 114.077, 114.077, 114.077, 114.077, 114.077, 114.077, 114.077, 114.077
4.67674, 115.55, 114.608, 114.59, 10.8421, 0.942505, 0, 114.59, 114.591, 114.591, 114.607, 114.59, 114.59, 114.59, 114.59, 114.59, 114.59, 114.59, 114.59, 114.59, 114.59, 114.59, 114.59
4.68452, 114.995, 115.121, 115.105, 10.8164, -0.126251, 0, 115.105, 115.105, 115.105, 115.121, 115.105, 115.105, 115.105, 115.105, 115.105, 115.105, 115.105, 115.105, 115.105, 115.105, 115.105, 115.105
4.6923, 111.541, 115.636, 115.62, 10.6555, -4.0955, 0, 115.62, 115.62, 115.62, 115.635, 115.62, 115.62, 115.62, 115.62, 115.62, 115.62, 115.62, 115.62, 115.62, 115.62, 115.62, 115.62
4.70008, 121.303, 116.152, 116.136, 11.1042, 5.15121, 0, 116.136, 116.136, 116.136, 116.151, 116.136, 116.136, 116.136, 116.136, 116.136, 116.136, 116.136, 116.136, 116.136, 116.136, 116.136, 116.136
4.70786, 112.638, 116.668, 116.652, 10.7069, -4.02991, 0, 116.653, 116.653, 116.653, 116.667, 116.652, 116.652, 116.652, 116.652, 116.652, 116.652, 116.652, 116.652, 116.652, 116.652, 116.652, 116.652
4.71564, 118.735, 117.185, 117.17, 10.9879, 1.55032, 0, 117.17, 117.17, 117.171, 117.184, 117.17, 117.17, 117.17, 117.17, 117.17, 117.17, 117.17, 117.17, 117.17, 117.17, 117.17, 117.17
4.72342, 118.645, 117.702, 117.688, 10.9839, 0.942978, 0, 117.689, 117.689, 117.689, 117.701, 117.688, 117.688, 117.688, 117.688, 117.688, 117.688, 117.688, 117.688, 117.688, 117.688, 117.688, 117.688
4.7312, 113.415, 118.221, 118.208, 10.7431, -4.80585, 0, 118.208, 118.208, 118.208, 118.22, 118.208, 118.208, 118.208, 118.208, 118.208, 118.208, 118.208, 118.208, 118.208, 118.208, 118.208, 118.208
4.73898, 119.728, 118.74, 118.727, 11.033, 0.988518, 0, 118.728, 118.728, 118.728, 118.739, 118.727, 118.727, 118.727, 118.727, 118.727, 118.727, 118.727, 118.727, 118.727, 118.727, 118.727, 118.727
4.74676, 138.194, 119.259, 119.248, 11.8404, 18.9348, 0, 119.248, 119.248, 119.249, 119.258, 119.248, 119.248, 119.248, 119.248, 119.248, 119.248, 119.248, 119.248, 119.248, 119.248, 119.248, 119.248
4.75455, 142.441, 119.78, 119.769, 12.0183, 22.6611, 0, 119.769, 119.769, 119.77, 119.779, 119.769, 119.769, 119.769, 119.769, 119.769, 119.769, 119.769, 119.769, 119.769, 119.769, 119.769, 119.769
4.76233, 123.606, 120.301, 120.291, 11.2074, 3.30522, 0, 120.291, 120.291, 120.292, 120.3, 120.291, 120.291, 120.291, 120.291, 120.291, 120.291, 120.291, 120.291, 120.291, 120.291, 120.291, 120.291
4.77011, 138.739, 120.822, 120.814, 11.8633, 17.9163, 0, 120.814, 120.814, 120.814, 120.821, 120.814, 120.814, 120.814, 120.814, 120.814, 120.814, 120.814, 120.814, 120.814, 120.814, 120.814, 120.814
4.77789, 114.498, 121.345, 121.337, 10.7934, -6.84651, 0, 121.337, 121.337, 121.337, 121.344, 121.337, 121.337, 121.337, 121.337, 121.337, 121.337, 121.337, 121.337, 121.337, 121.337, 121.337, 121.337
4.78567, 144.403, 121.868, 121.861, 12.0997, 22.5353, 0, 121.861, 121.861, 121.861, 121.867, 121.861, 121.861, 121.861, 121.861, 121.861, 121.861, 121.861, 121.861, 121.861, 121.861, 121.861, 121.861
4.79345, 134.85, 122.391, 122.385, 11.6983, 12.4587, 0, 122.385, 122.385, 122.385, 122.39, 122.385, 122.385, 122.385, 122.385, 122.385, 122.385, 122.385, 122.385, 122.385, 122.385, 122.385, 122.385
4.80123, 141.667, 122.915, 122.91, 11.9861, 18.7514, 0, 122.91, 122.91, 122.91, 122.915, 122.91, 122.91, 122.91, 122.91, 122.91, 122.91, 122.91, 122.91, 122.91, 122.91, 122.91, 122.91
4.80901, 130.289, 123.44, 123.435, 11.5017, 6.84885, 0, 123.435, 123.435, 123.436, 123.439, 123.435, 123.435, 123.435, 123.435, 123.435, 123.435, 123.435, 123.435, 123.435, 123.435, 123.435, 123.435
4.81679, 136.569, 123.966, 123.961, 11.7715, 12.6033, 0, 123.961, 123.961, 123.962, 123.965, 123.961, 123.961, 123.961, 123.961, 123.961, 123.961, 123.961, 123.961, 123.961, 123.961, 123.961, 123.961
4.82457, 133.194, 124.491, 124.487, 11.6273, 8.7024, 0, 124.487, 124.488, 124.488, 124.49, 124.487, 124.487, 124.487, 124.487, 124.487, 124.487, 124.487, 124.487, 124.487, 124.487, 124.487, 124.487
4.83235, 137.822, 125.018, 125.014, 11.8246, 12.8039, 0, 125.014, 125.014, 125.015, 125.017, 125.014, 125.014, 125.014, 125.014, 125.014, 125.014, 125.014, 125.014, 125.014, 125.014, 125.014, 125.014
4.84014, 146.802, 125.545, 125.542, 12.1984, 21.2571, 0, 125.542, 125.542, 125.542, 125.544, 125.542, 125.542, 125.542, 125.542, 125.542, 125.542, 125.542, 125.542, 125.542, 125.542, 125.542, 125.542
4.84792, 137.56, 126.072, 126.069, 11.8135, 11.4876, 0, 126.069, 126.069, 126.07, 126.071, 126.069, 126.069, 126.069, 126.069, 126.069, 126.069, 126.069, 126.069, 126.069, 126.069, 126.069, 126.069
4.8557, 152.192, 126.6, 126.597, 12.4174, 25.5923, 0, 126.597, 126.597, 126.598, 126.599, 126.597, 126.597, 126.597, 126.597, 126.597, 126.597, 126.597, 126.597, 126.597, 126.597, 126.597, 126.597
4.86348, 159.384, 127.128, 127.126, 12.7037, 32.256, 0, 127.126, 127.126, 127.126, 127.127, 127.126, 127.126, 127.126, 127.126, 127.126, 127.126, 127.126, 127.126, 127.126, 127.126, 127.126, 127.126
4.87126, 137.58, 127.657, 127.654, 11.8144, 9.92327, 0, 127.655, 127.655, 127.655, 127.656, 127.654, 127.654, 127.654, 127.654, 127.654, 127.654, 127.654, 127.654, 127.654, 127.654, 127.654, 127.654
4.87904, 154.562, 128.186, 128.184, 12.5125, 26.3768, 0, 128.184, 128.184, 128.184, 128.185, 128.184, 128.184, 128.184, 128.184, 128.184, 128.184, 128.184, 128.184, 128.184, 128.184, 128.184, 128.184
4.88682, 142.398, 128.715, 128.713, 12.0166, 13.6836, 0, 128.713, 128.713, 128.714, 128.714, 128.713, 128.713, 128.713, 128.713, 128.713, 128.713, 128.713, 128.713, 128.713, 128.713, 128.713, 128.713
4.8946, 148.263, 129.244, 129.243, 12.2582, 19.0182, 0, 129.243, 129.243, 129.243, 129.243, 129.243, 129.243, 129.243, 129.243, 129.243, 129.243, 129.243, 129.243, 129.243, 129.243, 129.243, 129.243
4.90238, 166.006, 129.774, 129.773, 12.9617, 36.2318, 0, 129.773, 129.773, 129.773, 129.773, 129.773, 129.773, 129.773, 129.773, 129.773, 129.773, 129.773, 129.773, 129.773, 129.773, 129.773, 129.773
4.91016, 139.621, 130.304, 130.303, 11.9004, 9.31631, 0, 130.303, 130.303, 130.304, 130.303, 130.303, 130.303, 130.303, 130.303, 130.303, 130.303, 130.303, 130.303, 130.303, 130.303, 130.303, 130.303
4.91794, 141.407, 130.835, 130.833, 11.9752, 10.5718, 0, 130.833, 130.834, 130.834, 130.834, 130.833, 130.833, 130.833, 130.833, 130.833, 130.833, 130.833, 130.833, 130.833, 130.833, 130.833, 130.833
4.92573, 136.166, 131.365, 131.364, 11.7544, 4.80069, 0, 131.364, 131.364, 131.364, 131.364, 131.364, 131.364, 131.364, 131.364, 131.364, 131.364, 131.364, 131.364, 131.364, 131.364, 131.364, 131.364
4.93351, 135.152, 131.896, 131.895, 11.7112, 3.25569, 0, 131.895, 131.895, 131.895, 131.895, 131.895, 131.895, 131.895, 131.895, 131.895, 131.895, 131.895, 131.895, 131.895, 131.895, 131.895, 131.895
4.94129, 144.799, 132.427, 132.426, 12.1161, 12.3721, 0, 132.426, 132.426, 132.426, 132.426, 132.426, 132.426, 132.426, 132.426, 132.426, 132.426, 132.426, 132.426, 132.426, 132.426, 132.426, 132.426
