   PIQUANT 0.0.0-main  ps__0097_0675553164_000rfs_shot_140.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Ti_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
-0.00736397, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.000532738, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00842945, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0163262, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0242229, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0321196, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0400163, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.047913, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0558097, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0637064, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0716031, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0794999, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0873966, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0952933, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.10319, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.111087, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.118983, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.12688, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.134777, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.142674, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.15057, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.158467, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.166364, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.17426, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.182157, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.190054, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.197951, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.205847, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.213744, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.221641, 0, 1.97073e-29, 0, 1.41421, -1.97073e-29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.40589e-31, 0, 0, 6.29738e-35, 5.51545e-35, 0, 1.95666e-29, 0, 0, 0
0.229537, 0, 2.51101e-28, 0, 1.41421, -2.51101e-28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.79123e-30, 0, 0, 8.02342e-34, 1.32381e-32, 0, 2.49296e-28, 0, 0, 0
0.237434, 0, 2.0106e-27, 0, 1.41421, -2.0106e-27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.43422e-29, 0, 0, 6.42427e-33, 1.62099e-31, 0, 1.99609e-27, 0, 0, 0
0.245331, 0, 1.28507e-26, 0, 1.41421, -1.28507e-26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.16662e-29, 0, 0, 4.11056e-32, 1.27419e-30, 0, 1.27577e-26, 0, 0, 0
0.253228, 0, 7.13369e-26, 0, 1.41421, -7.13369e-26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.08852e-28, 0, 0, 2.28689e-31, 8.05163e-30, 0, 7.08198e-26, 0, 0, 0
0.261124, 0, 3.58138e-25, 0, 1.41421, -3.58138e-25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.5546e-27, 0, 0, 1.15145e-30, 4.43341e-29, 0, 3.55538e-25, 0, 0, 0
0.269021, 0, 1.66356e-24, 0, 1.41421, -1.66356e-24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.18661e-26, 0, 0, 5.3666e-30, 2.21171e-28, 0, 1.65147e-24, 0, 0, 0
0.276918, 0, 7.25233e-24, 0, 1.41421, -7.25233e-24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.173e-26, 0, 0, 2.34825e-29, 1.02203e-27, 0, 7.19956e-24, 0, 0, 0
0.284814, 0, 2.99616e-23, 0, 1.41421, -2.99616e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.13711e-25, 0, 0, 9.73996e-29, 4.43597e-27, 0, 2.97434e-23, 0, 0, 0
0.292711, 0, 1.18117e-22, 0, 1.41421, -1.18117e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.42499e-25, 0, 0, 3.85602e-28, 1.8256e-26, 0, 1.17255e-22, 0, 0, 0
0.300608, 0, 4.46647e-22, 0, 1.41421, -4.46647e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.18581e-24, 0, 0, 1.46468e-27, 7.17242e-26, 0, 4.43388e-22, 0, 0, 0
0.308505, 0, 1.62655e-21, 0, 1.41421, -1.62655e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.16017e-23, 0, 0, 5.35931e-27, 2.70384e-25, 0, 1.61468e-21, 0, 0, 0
