   PIQUANT 0.0.0-main  ps__0097_0675553164_000rfs_shot_178.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, S_K, P_K, Si_K, Br_L, Al_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
-0.137708, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.129235, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.120762, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.112289, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.103815, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0953421, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0868689, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0783957, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0699225, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0614493, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.052976, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0445028, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0360296, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0275564, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0190832, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.01061, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.00213675, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00633647, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0148097, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0232829, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0317561, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0402293, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0487025, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0571758, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.065649, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0741222, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0825954, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0910686, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0995418, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.108015, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.116488, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.124961, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.133435, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.141908, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.150381, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.158854, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.167328, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.175801, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.184274, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.192747, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.20122, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.209694, 0, 9.27989e-29, 0, 1.41421, -9.27989e-29, 0, 0, 0, 0, 0, 0, 0, 0, 2.36103e-31, 0, 3.92406e-34, 1.01569e-33, 0, 9.25614e-29, 0, 0
0.218167, 0, 1.38666e-27, 0, 1.41421, -1.38666e-27, 0, 0, 0, 0, 0, 0, 0, 0, 3.52774e-30, 0, 5.86314e-33, 1.24783e-31, 0, 1.38301e-27, 0, 0
0.22664, 0, 1.29742e-26, 0, 1.41421, -1.29742e-26, 0, 0, 0, 0, 0, 0, 0, 0, 3.30052e-29, 0, 5.4855e-32, 1.85483e-30, 0, 1.29393e-26, 0, 0
0.235113, 0, 9.64428e-26, 0, 1.41421, -9.64428e-26, 0, 0, 0, 0, 0, 0, 0, 0, 2.45332e-28, 0, 4.07745e-31, 1.75053e-29, 0, 9.61795e-26, 0, 0
0.243586, 0, 6.19445e-25, 0, 1.41421, -6.19445e-25, 0, 0, 0, 0, 0, 0, 0, 0, 1.5757e-27, 0, 2.6197e-30, 1.31215e-28, 0, 6.17736e-25, 0, 0
0.25206, 0, 3.57933e-24, 0, 1.41421, -3.57933e-24, 0, 0, 0, 0, 0, 0, 0, 0, 9.10463e-27, 0, 1.51468e-29, 8.48798e-28, 0, 3.56936e-24, 0, 0
0.260533, 0, 1.90369e-23, 0, 1.41421, -1.90369e-23, 0, 0, 0, 0, 0, 0, 0, 0, 4.84226e-26, 0, 8.063e-29, 4.93464e-27, 0, 1.89835e-23, 0, 0
0.269006, 0, 9.45499e-23, 0, 1.41421, -9.45499e-23, 0, 0, 0, 0, 0, 0, 0, 0, 2.40494e-25, 0, 4.00896e-28, 2.63879e-26, 0, 9.42826e-23, 0, 0
0.277479, 0, 4.42863e-22, 0, 1.41421, -4.42863e-22, 0, 0, 0, 0, 0, 0, 0, 0, 1.12643e-24, 0, 1.88016e-27, 1.31707e-25, 0, 4.41603e-22, 0, 0
0.285953, 0, 1.97023e-21, 0, 1.41421, -1.97023e-21, 0, 0, 0, 0, 0, 0, 0, 0, 5.01122e-24, 0, 8.37682e-27, 6.19746e-25, 0, 1.96459e-21, 0, 0
0.294426, 0, 8.37006e-21, 0, 1.41421, -8.37006e-21, 0, 0, 0, 0, 0, 0, 0, 0, 2.12887e-23, 0, 3.56459e-26, 2.76914e-24, 0, 8.34597e-21, 0, 0
0.302899, 0, 3.40969e-20, 0, 1.41421, -3.40969e-20, 0, 0, 0, 0, 0, 0, 0, 0, 8.67217e-23, 0, 1.45479e-25, 1.18131e-23, 0, 3.39982e-20, 0, 0
0.311372, 0, 1.33633e-19, 0, 1.41421, -1.33633e-19, 0, 0, 0, 0, 0, 0, 0, 0, 3.39876e-22, 0, 5.71337e-25, 4.83178e-23, 0, 1.33244e-19, 0, 0
0.319845, 0, 5.05225e-19, 0, 1.41421, -5.05225e-19, 0, 0, 0, 0, 0, 0, 0, 0, 1.28495e-21, 0, 2.16497e-24, 1.90118e-22, 0, 5.03747e-19, 0, 0
0.328319, 0, 1.84665e-18, 0, 1.41421, -1.84665e-18, 0, 0, 0, 0, 0, 0, 0, 0, 4.69653e-21, 0, 7.93304e-24, 7.21601e-22, 0, 1.84122e-18, 0, 0
