   PIQUANT 0.0.0-main  ps__0097_0675553164_000rfs_shot_133.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Cr_K, Ti_K, Ca_K, K_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
-0.00100137, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00688276, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0147669, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.022651, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0305351, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0384193, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0463034, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0541875, 0, 5.61016e-30, 0, 1.41421, -5.61016e-30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.84435e-32, 0, 0, 7.27193e-35, 1.08375e-35, 0, 5.57163e-30, 0, 0, 0
0.0620716, 0, 5.52075e-29, 0, 1.41421, -5.52075e-29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.78296e-31, 0, 0, 7.1558e-34, 1.92229e-33, 0, 5.48265e-29, 0, 0, 0
0.0699558, 0, 3.42304e-28, 0, 1.41421, -3.42304e-28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.34551e-30, 0, 0, 4.43674e-33, 1.84948e-32, 0, 3.39936e-28, 0, 0, 0
0.0778399, 0, 1.7031e-27, 0, 1.41421, -1.7031e-27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.16697e-29, 0, 0, 2.20904e-32, 1.13904e-31, 0, 1.69129e-27, 0, 0, 0
0.085724, 0, 7.40923e-27, 0, 1.41421, -7.40923e-27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.07679e-29, 0, 0, 9.63401e-32, 5.65211e-31, 0, 7.3578e-27, 0, 0, 0
0.0936081, 0, 2.93692e-26, 0, 1.41421, -2.93692e-26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.01235e-28, 0, 0, 3.83368e-31, 2.45607e-30, 0, 2.91651e-26, 0, 0, 0
0.101492, 0, 1.08545e-25, 0, 1.41421, -1.08545e-25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.43737e-28, 0, 0, 1.42374e-30, 9.73065e-30, 0, 1.0779e-25, 0, 0, 0
0.109376, 0, 3.79428e-25, 0, 1.41421, -3.79428e-25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.59978e-27, 0, 0, 5.00383e-30, 3.59651e-29, 0, 3.76787e-25, 0, 0, 0
0.117261, 0, 1.26645e-24, 0, 1.41421, -1.26645e-24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.67749e-27, 0, 0, 1.6799e-29, 1.25774e-28, 0, 1.25763e-24, 0, 0, 0
0.125145, 0, 4.06347e-24, 0, 1.41421, -4.06347e-24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.7842e-26, 0, 0, 5.423e-29, 4.201e-28, 0, 4.03515e-24, 0, 0, 0
0.133029, 0, 1.25951e-23, 0, 1.41421, -1.25951e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.62985e-26, 0, 0, 1.6916e-28, 1.34913e-27, 0, 1.25073e-23, 0, 0, 0
0.140913, 0, 3.7856e-23, 0, 1.41421, -3.7856e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.59379e-25, 0, 0, 5.11773e-28, 4.18617e-27, 0, 3.75919e-23, 0, 0, 0
0.148797, 0, 1.10658e-22, 0, 1.41421, -1.10658e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.58198e-25, 0, 0, 1.50615e-27, 1.25972e-26, 0, 1.09886e-22, 0, 0, 0
0.156681, 0, 3.15344e-22, 0, 1.41421, -3.15344e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.16064e-24, 0, 0, 4.3222e-27, 3.68724e-26, 0, 3.13142e-22, 0, 0, 0
0.164565, 0, 8.77777e-22, 0, 1.41421, -8.77777e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.01423e-24, 0, 0, 1.21182e-26, 1.05229e-25, 0, 8.71645e-22, 0, 0, 0
0.172449, 0, 2.39051e-21, 0, 1.41421, -2.39051e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.63789e-23, 0, 0, 3.32487e-26, 2.93375e-25, 0, 2.37381e-21, 0, 0, 0
0.180334, 0, 6.3782e-21, 0, 1.41421, -6.3782e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.37011e-23, 0, 0, 8.93958e-26, 8.00329e-25, 0, 6.33361e-21, 0, 0, 0
0.188218, 0, 1.66923e-20, 0, 1.41421, -1.66923e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.14369e-22, 0, 0, 2.35818e-25, 2.13931e-24, 0, 1.65756e-20, 0, 0, 0
0.196102, 0, 4.28923e-20, 0, 1.41421, -4.28923e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.9388e-22, 0, 0, 6.10931e-25, 5.60975e-24, 0, 4.25922e-20, 0, 0, 0
0.203986, 0, 1.08309e-19, 0, 1.41421, -1.08309e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.42086e-22, 0, 0, 1.55577e-24, 1.4445e-23, 0, 1.07551e-19, 0, 0, 0
0.21187, 0, 2.68967e-19, 0, 1.41421, -2.68967e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.84284e-21, 0, 0, 3.89735e-24, 3.65576e-23, 0, 2.67084e-19, 0, 0, 0
0.219754, 0, 6.57306e-19, 0, 1.41421, -6.57306e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.50355e-21, 0, 0, 9.61071e-24, 9.1002e-23, 0, 6.52702e-19, 0, 0, 0
0.227638, 0, 1.58169e-18, 0, 1.41421, -1.58169e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0837e-20, 0, 0, 2.33432e-23, 2.22961e-22, 0, 1.57061e-18, 0, 0, 0
0.235522, 0, 3.74958e-18, 0, 1.41421, -3.74958e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.56902e-20, 0, 0, 5.58744e-23, 5.37978e-22, 0, 3.72329e-18, 0, 0, 0
0.243407, 0, 8.7608e-18, 0, 1.41421, -8.7608e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.00243e-20, 0, 0, 1.3186e-22, 1.27905e-21, 0, 8.69937e-18, 0, 0, 0
0.251291, 0, 2.01828e-17, 0, 1.41421, -2.01828e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.38281e-19, 0, 0, 3.06935e-22, 2.99775e-21, 0, 2.00412e-17, 0, 0, 0
0.259175, 0, 4.58612e-17, 0, 1.41421, -4.58612e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.14213e-19, 0, 0, 7.04972e-22, 6.92898e-21, 0, 4.55393e-17, 0, 0, 0
0.267059, 0, 1.02819e-16, 0, 1.41421, -1.02819e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.04446e-19, 0, 0, 1.59821e-21, 1.58004e-20, 0, 1.02097e-16, 0, 0, 0
0.274943, 0, 2.27502e-16, 0, 1.41421, -2.27502e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.55868e-18, 0, 0, 3.57735e-21, 3.55579e-20, 0, 2.25904e-16, 0, 0, 0
0.282827, 0, 4.96924e-16, 0, 1.41421, -4.96924e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.40452e-18, 0, 0, 7.90815e-21, 7.89959e-20, 0, 4.93432e-16, 0, 0, 0
