   PIQUANT 0.0.0-main  ps__0097_0675553164_000rfs_shot_186.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, S_K, P_K, Si_K, Br_L, Al_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
-0.0744713, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0662667, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0580621, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0498575, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.041653, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0334484, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0252438, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0170392, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.00883464, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.000630051, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00757452, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0157791, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0239837, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0321883, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0403928, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0485974, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.056802, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0650066, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0732112, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0814158, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0896203, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0978249, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.106029, 0, 2.03367e-28, 0, 1.41421, -2.03367e-28, 0, 0, 0, 0, 0, 0, 0, 0, 3.45049e-31, 0, 3.05894e-34, 5.66343e-34, 0, 2.03021e-28, 0, 0
0.114234, 0, 2.34939e-27, 0, 1.41421, -2.34939e-27, 0, 0, 0, 0, 0, 0, 0, 0, 3.986e-30, 0, 3.53368e-33, 1.1419e-31, 0, 2.34529e-27, 0, 0
0.122439, 0, 1.70381e-26, 0, 1.41421, -1.70381e-26, 0, 0, 0, 0, 0, 0, 0, 0, 2.89063e-29, 0, 2.56261e-32, 1.28606e-30, 0, 1.70079e-26, 0, 0
0.130643, 0, 9.86978e-26, 0, 1.41421, -9.86978e-26, 0, 0, 0, 0, 0, 0, 0, 0, 1.67444e-28, 0, 1.48584e-31, 9.24088e-30, 0, 9.8521e-26, 0, 0
0.138848, 0, 4.97385e-25, 0, 1.41421, -4.97385e-25, 0, 0, 0, 0, 0, 0, 0, 0, 8.43819e-28, 0, 7.50713e-31, 5.32604e-29, 0, 4.96488e-25, 0, 0
0.147052, 0, 2.27178e-24, 0, 1.41421, -2.27178e-24, 0, 0, 0, 0, 0, 0, 0, 0, 3.85406e-27, 0, 3.44199e-30, 2.67483e-28, 0, 2.26766e-24, 0, 0
0.155257, 0, 9.6235e-24, 0, 1.41421, -9.6235e-24, 0, 0, 0, 0, 0, 0, 0, 0, 1.6326e-26, 0, 1.46514e-29, 1.21871e-27, 0, 9.60594e-24, 0, 0
0.163462, 0, 3.83546e-23, 0, 1.41421, -3.83546e-23, 0, 0, 0, 0, 0, 0, 0, 0, 6.50672e-26, 0, 5.87109e-29, 5.15253e-27, 0, 3.82843e-23, 0, 0
