   PIQUANT 0.0.0-main  ps__0097_0675553164_000rfs_shot_32.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Cr_K, Ti_K, Ca_K, K_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
0.0746024, 0, 4.8321e-22, 0, 1.41421, -4.8321e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.49791e-24, 0, 0, 7.92012e-27, 9.77556e-26, 0, 4.80606e-22, 0, 0
0.0825144, 0, 1.19307e-21, 0, 1.41421, -1.19307e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.16746e-24, 0, 0, 1.97482e-26, 2.46667e-25, 0, 1.18664e-21, 0, 0
0.0904264, 0, 2.89546e-21, 0, 1.41421, -2.89546e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.49677e-23, 0, 0, 4.84087e-26, 6.11169e-25, 0, 2.87983e-21, 0, 0
0.0983383, 0, 6.91367e-21, 0, 1.41421, -6.91367e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.57391e-23, 0, 0, 1.16773e-25, 1.48862e-24, 0, 6.87632e-21, 0, 0
0.10625, 0, 1.62556e-20, 0, 1.41421, -1.62556e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.40303e-23, 0, 0, 2.7743e-25, 3.56785e-24, 0, 1.61677e-20, 0, 0
0.114162, 0, 3.76633e-20, 0, 1.41421, -3.76633e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.94693e-22, 0, 0, 6.49647e-25, 8.4216e-24, 0, 3.74596e-20, 0, 0
0.122074, 0, 8.60472e-20, 0, 1.41421, -8.60472e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.44801e-22, 0, 0, 1.50037e-24, 1.95918e-23, 0, 8.55813e-20, 0, 0
0.129986, 0, 1.93955e-19, 0, 1.41421, -1.93955e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0026e-21, 0, 0, 3.41952e-24, 4.49496e-23, 0, 1.92904e-19, 0, 0
0.137898, 0, 4.31544e-19, 0, 1.41421, -4.31544e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.23075e-21, 0, 0, 7.69482e-24, 1.01765e-22, 0, 4.29204e-19, 0, 0
0.14581, 0, 9.48217e-19, 0, 1.41421, -9.48217e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.90153e-21, 0, 0, 1.71041e-23, 2.27471e-22, 0, 9.4307e-19, 0, 0
0.153722, 0, 2.05834e-18, 0, 1.41421, -2.05834e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.06399e-20, 0, 0, 3.757e-23, 5.02222e-22, 0, 2.04716e-18, 0, 0
0.161634, 0, 4.41577e-18, 0, 1.41421, -4.41577e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.28258e-20, 0, 0, 8.15804e-23, 1.09571e-21, 0, 4.39177e-18, 0, 0
0.169546, 0, 9.36516e-18, 0, 1.41421, -9.36516e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.84098e-20, 0, 0, 1.75177e-22, 2.36309e-21, 0, 9.31421e-18, 0, 0
0.177458, 0, 1.96411e-17, 0, 1.41421, -1.96411e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.01527e-19, 0, 0, 3.72084e-22, 5.03964e-21, 0, 1.95342e-17, 0, 0
0.18537, 0, 4.07446e-17, 0, 1.41421, -4.07446e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.10612e-19, 0, 0, 7.81987e-22, 1.06313e-20, 0, 4.05226e-17, 0, 0
0.193282, 0, 8.36235e-17, 0, 1.41421, -8.36235e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.32254e-19, 0, 0, 1.62651e-21, 2.21901e-20, 0, 8.31674e-17, 0, 0
0.201194, 0, 1.69836e-16, 0, 1.41421, -1.69836e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.77885e-19, 0, 0, 3.34897e-21, 4.58384e-20, 0, 1.68909e-16, 0, 0
0.209106, 0, 3.41395e-16, 0, 1.41421, -3.41395e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.76466e-18, 0, 0, 6.82732e-21, 9.37344e-20, 0, 3.39529e-16, 0, 0
0.217018, 0, 6.79332e-16, 0, 1.41421, -6.79332e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.51143e-18, 0, 0, 1.37834e-20, 1.89785e-19, 0, 6.75617e-16, 0, 0
0.22493, 0, 1.33836e-15, 0, 1.41421, -1.33836e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.91784e-18, 0, 0, 2.75613e-20, 3.80541e-19, 0, 1.33103e-15, 0, 0
0.232842, 0, 2.61089e-15, 0, 1.41421, -2.61089e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.34953e-17, 0, 0, 5.45946e-20, 7.5579e-19, 0, 2.59659e-15, 0, 0
0.240754, 0, 5.04411e-15, 0, 1.41421, -5.04411e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.60719e-17, 0, 0, 1.07145e-19, 1.48708e-18, 0, 5.01644e-15, 0, 0
0.248666, 0, 9.6518e-15, 0, 1.41421, -9.6518e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.98875e-17, 0, 0, 2.08373e-19, 2.89917e-18, 0, 9.5988e-15, 0, 0
0.256578, 0, 1.82939e-14, 0, 1.41421, -1.82939e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.45551e-17, 0, 0, 4.0163e-19, 5.60128e-18, 0, 1.81933e-14, 0, 0
0.26449, 0, 3.43491e-14, 0, 1.41421, -3.43491e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.77537e-16, 0, 0, 7.67325e-19, 1.07259e-17, 0, 3.41601e-14, 0, 0
0.272402, 0, 6.38957e-14, 0, 1.41421, -6.38957e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.30249e-16, 0, 0, 1.45333e-18, 2.036e-17, 0, 6.35437e-14, 0, 0
0.280314, 0, 1.17763e-13, 0, 1.41421, -1.17763e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.08661e-16, 0, 0, 2.72928e-18, 3.83158e-17, 0, 1.17113e-13, 0, 0
0.288226, 0, 2.15058e-13, 0, 1.41421, -2.15058e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.11153e-15, 0, 0, 5.08278e-18, 7.14981e-17, 0, 2.1387e-13, 0, 0
0.296137, 0, 3.89168e-13, 0, 1.41421, -3.89168e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.01142e-15, 0, 0, 9.38854e-18, 1.32312e-16, 0, 3.87015e-13, 0, 0
0.304049, 0, 6.97875e-13, 0, 1.41421, -6.97875e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.60701e-15, 0, 0, 1.72038e-17, 2.42859e-16, 0, 6.94008e-13, 0, 0
0.311961, 0, 1.24022e-12, 0, 1.41421, -1.24022e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.41028e-15, 0, 0, 3.12804e-17, 4.42208e-16, 0, 1.23334e-12, 0, 0
0.319873, 0, 2.18435e-12, 0, 1.41421, -2.18435e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.12906e-14, 0, 0, 5.64488e-17, 7.98898e-16, 0, 2.1722e-12, 0, 0
0.327785, 0, 3.81295e-12, 0, 1.41421, -3.81295e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.97097e-14, 0, 0, 1.01132e-16, 1.43228e-15, 0, 3.79171e-12, 0, 0
0.335697, 0, 6.59685e-12, 1.26117e-44, 1.41421, -6.59685e-12, 0, 1.26117e-44, 1.26117e-44, 1.26117e-44, 1.26117e-44, 1.26117e-44, 1.26117e-44, 1.26117e-44, 1.26117e-44, 1.26117e-44, 1.26117e-44, 1.26117e-44, 1.26117e-44, 3.41029e-14, 1.26117e-44, 1.26117e-44, 1.79937e-16, 2.54875e-15, 1.26117e-44, 6.56002e-12, 1.26117e-44, 1.26117e-44
0.343609, 0, 1.13126e-11, 2.35418e-43, 1.41421, -1.13126e-11, 0, 2.35418e-43, 2.35418e-43, 2.35418e-43, 2.35418e-43, 2.35418e-43, 2.35418e-43, 2.35418e-43, 2.35418e-43, 2.35418e-43, 2.35418e-43, 2.35418e-43, 2.35418e-43, 5.8488e-14, 2.35418e-43, 2.35418e-43, 3.18058e-16, 4.50294e-15, 2.35418e-43, 1.12493e-11, 2.35418e-43, 2.35418e-43
0.351521, 0, 1.92289e-11, 3.57751e-42, 1.41421, -1.92289e-11, 0, 3.57751e-42, 3.57751e-42, 3.57751e-42, 3.57751e-42, 3.57751e-42, 3.57751e-42, 3.57751e-42, 3.57751e-42, 3.57751e-42, 3.57751e-42, 3.57751e-42, 3.57751e-42, 9.94327e-14, 3.57751e-42, 3.57751e-42, 5.58764e-16, 7.90049e-15, 3.57751e-42, 1.9121e-11, 3.57751e-42, 3.57751e-42
0.359433, 0, 3.23985e-11, 4.79174e-41, 1.41421, -3.23985e-11, 0, 4.79174e-41, 4.79174e-41, 4.79174e-41, 4.79174e-41, 4.79174e-41, 4.79174e-41, 4.79174e-41, 4.79174e-41, 4.79174e-41, 4.79174e-41, 4.79174e-41, 4.79174e-41, 1.67569e-13, 4.79174e-41, 4.79174e-41, 9.76077e-16, 1.377e-14, 4.79174e-41, 3.22162e-11, 4.79174e-41, 4.79174e-41
0.367345, 0, 5.41115e-11, 5.7333e-40, 1.41421, -5.41115e-11, 0, 5.7333e-40, 5.7333e-40, 5.7333e-40, 5.7333e-40, 5.7333e-40, 5.7333e-40, 5.7333e-40, 5.7333e-40, 5.7333e-40, 5.7333e-40, 5.7333e-40, 5.7333e-40, 2.79952e-13, 5.7333e-40, 5.7333e-40, 1.69627e-15, 2.38506e-14, 5.7333e-40, 5.3806e-11, 5.7333e-40, 5.7333e-40
0.375257, 0, 8.95905e-11, 6.17725e-39, 1.41421, -8.95905e-11, 0, 6.17725e-39, 6.17725e-39, 6.17725e-39, 6.17725e-39, 6.17725e-39, 6.17725e-39, 6.17725e-39, 6.17725e-39, 6.17725e-39, 6.17725e-39, 6.17725e-39, 6.17725e-39, 4.6368e-13, 6.17725e-39, 6.17725e-39, 2.93431e-15, 4.107e-14, 6.17725e-39, 8.90828e-11, 6.17725e-39, 6.17725e-39
0.383169, 0, 1.47046e-10, 6.02578e-38, 1.41421, -1.47046e-10, 0, 6.02578e-38, 6.02578e-38, 6.02578e-38, 6.02578e-38, 6.02578e-38, 6.02578e-38, 6.02578e-38, 6.02578e-38, 6.02578e-38, 6.02578e-38, 6.02578e-38, 6.02578e-38, 7.61414e-13, 6.02578e-38, 6.02578e-38, 5.05559e-15, 7.03425e-14, 6.02578e-38, 1.4621e-10, 6.02578e-38, 6.02578e-38
0.391081, 0, 2.39266e-10, 5.35043e-37, 1.41421, -2.39266e-10, 0, 5.35043e-37, 5.35043e-37, 5.35043e-37, 5.35043e-37, 5.35043e-37, 5.35043e-37, 5.35043e-37, 5.35043e-37, 5.35043e-37, 5.35043e-37, 5.35043e-37, 5.35043e-37, 1.2397e-12, 5.35043e-37, 5.35043e-37, 8.68084e-15, 1.19896e-13, 5.35043e-37, 2.37898e-10, 5.35043e-37, 5.35043e-37
0.398993, 0, 3.85976e-10, 4.3477e-36, 1.41421, -3.85976e-10, 0, 4.3477e-36, 4.3477e-36, 4.3477e-36, 4.3477e-36, 4.3477e-36, 4.3477e-36, 4.3477e-36, 4.3477e-36, 4.3477e-36, 4.3477e-36, 4.3477e-36, 4.3477e-36, 2.00138e-12, 4.3477e-36, 4.3477e-36, 1.48644e-14, 2.03492e-13, 4.3477e-36, 3.83756e-10, 4.3477e-36, 4.3477e-36
0.406905, 0, 6.17307e-10, 3.24905e-35, 1.41421, -6.17307e-10, 0, 3.24905e-35, 3.24905e-35, 3.24905e-35, 3.24905e-35, 3.24905e-35, 3.24905e-35, 3.24905e-35, 3.24905e-35, 3.24905e-35, 3.24905e-35, 3.24905e-35, 3.24905e-35, 3.204e-12, 3.24905e-35, 3.24905e-35, 2.53974e-14, 3.44124e-13, 3.24905e-35, 6.13734e-10, 3.24905e-35, 3.24905e-35
0.414817, 0, 9.78867e-10, 2.24332e-34, 1.41421, -9.78867e-10, 0, 2.24332e-34, 2.24332e-34, 2.24332e-34, 2.24332e-34, 2.24332e-34, 2.24332e-34, 2.24332e-34, 2.24332e-34, 2.24332e-34, 2.24332e-34, 2.24332e-34, 2.24332e-34, 5.08671e-12, 2.24332e-34, 2.24332e-34, 4.33239e-14, 5.80236e-13, 2.24332e-34, 9.73157e-10, 2.24332e-34, 2.24332e-34
0.422729, 0, 1.53902e-09, 1.53874e-33, 1.41421, -1.53902e-09, 0, 1.53874e-33, 1.53874e-33, 1.53874e-33, 1.53874e-33, 1.53874e-33, 1.53874e-33, 1.53874e-33, 1.53874e-33, 1.53874e-33, 1.53874e-33, 1.53874e-33, 1.53874e-33, 8.00942e-12, 1.53874e-33, 1.53874e-33, 7.38194e-14, 9.76154e-13, 1.53874e-33, 1.52996e-09, 1.53874e-33, 1.53874e-33
0.430641, 0, 2.39929e-09, 1.0046e-32, 1.41421, -2.39929e-09, 0, 1.0046e-32, 1.0046e-32, 1.0046e-32, 1.0046e-32, 1.0046e-32, 1.0046e-32, 1.0046e-32, 1.0046e-32, 1.0046e-32, 1.0046e-32, 1.0046e-32, 1.0046e-32, 1.25091e-11, 1.0046e-32, 1.0046e-32, 1.25683e-13, 1.63967e-12, 1.0046e-32, 2.38501e-09, 1.0046e-32, 1.0046e-32
0.438553, 0, 3.70899e-09, 6.14761e-32, 1.41421, -3.70899e-09, 0, 6.14761e-32, 6.14761e-32, 6.14761e-32, 6.14761e-32, 6.14761e-32, 6.14761e-32, 6.14761e-32, 6.14761e-32, 6.14761e-32, 6.14761e-32, 6.14761e-32, 6.14761e-32, 1.938e-11, 6.14761e-32, 6.14761e-32, 2.13867e-13, 2.75168e-12, 6.14761e-32, 3.68665e-09, 6.14761e-32, 6.14761e-32
0.446465, 0, 5.68576e-09, 3.51841e-31, 1.41421, -5.68576e-09, 0, 3.51841e-31, 3.51841e-31, 3.51841e-31, 3.51841e-31, 3.51841e-31, 3.51841e-31, 3.51841e-31, 3.51841e-31, 3.51841e-31, 3.51841e-31, 3.51841e-31, 3.51841e-31, 2.97878e-11, 3.51841e-31, 3.51841e-31, 3.6375e-13, 4.61625e-12, 3.51841e-31, 5.651e-09, 3.51841e-31, 3.51841e-31
0.454377, 0, 8.64378e-09, 1.88639e-30, 1.41421, -8.64378e-09, 0, 1.88639e-30, 1.88639e-30, 1.88639e-30, 1.88639e-30, 1.88639e-30, 1.88639e-30, 1.88639e-30, 1.88639e-30, 1.88639e-30, 1.88639e-30, 1.88639e-30, 1.88639e-30, 4.54287e-11, 1.88639e-30, 1.88639e-30, 6.1832e-13, 7.74506e-12, 1.88639e-30, 8.58999e-09, 1.88639e-30, 1.88639e-30
0.462289, 0, 1.30325e-08, 9.50203e-30, 1.41421, -1.30325e-08, 0, 9.50203e-30, 9.50203e-30, 9.50203e-30, 9.50203e-30, 9.50203e-30, 9.50203e-30, 9.50203e-30, 9.50203e-30, 9.50203e-30, 9.50203e-30, 9.50203e-30, 9.50203e-30, 6.87528e-11, 9.50203e-30, 9.50203e-30, 1.05019e-12, 1.29995e-11, 9.50203e-30, 1.29497e-08, 9.50203e-30, 9.50203e-30
0.470201, 0, 1.94888e-08, 4.51104e-29, 1.41421, -1.94888e-08, 0, 4.51104e-29, 4.51104e-29, 4.51104e-29, 4.51104e-29, 4.51104e-29, 4.51104e-29, 4.51104e-29, 4.51104e-29, 4.51104e-29, 4.51104e-29, 4.51104e-29, 4.51104e-29, 1.03271e-10, 4.51104e-29, 4.51104e-29, 1.78152e-12, 2.18291e-11, 4.51104e-29, 1.93619e-08, 4.51104e-29, 4.51104e-29
0.478113, 0, 2.89075e-08, 2.02497e-28, 1.41421, -2.89075e-08, 0, 2.02497e-28, 2.02497e-28, 2.02497e-28, 2.02497e-28, 2.02497e-28, 2.02497e-28, 2.02497e-28, 2.02497e-28, 2.02497e-28, 2.02497e-28, 2.02497e-28, 2.02497e-28, 1.53981e-10, 2.02497e-28, 2.02497e-28, 3.01694e-12, 3.66692e-11, 2.02497e-28, 2.87138e-08, 2.02497e-28, 2.02497e-28
0.486025, 0, 4.25336e-08, 8.6208e-28, 1.41421, -4.25336e-08, 0, 8.6208e-28, 8.6208e-28, 8.6208e-28, 8.6208e-28, 8.6208e-28, 8.6208e-28, 8.6208e-28, 8.6208e-28, 8.6208e-28, 8.6208e-28, 8.6208e-28, 8.6208e-28, 2.27941e-10, 8.6208e-28, 8.6208e-28, 5.09722e-12, 6.15999e-11, 8.6208e-28, 4.2239e-08, 8.6208e-28, 8.6208e-28
0.493937, 0, 6.20851e-08, 3.4908e-27, 1.41421, -6.20851e-08, 0, 3.4908e-27, 3.4908e-27, 3.4908e-27, 3.4908e-27, 3.4908e-27, 3.4908e-27, 3.4908e-27, 3.4908e-27, 3.4908e-27, 3.4908e-27, 3.4908e-27, 3.4908e-27, 3.35056e-10, 3.4908e-27, 3.4908e-27, 8.5864e-12, 1.03429e-10, 3.4908e-27, 6.1638e-08, 3.4908e-27, 3.4908e-27
0.501849, 0, 8.99102e-08, 1.34818e-26, 1.41421, -8.99102e-08, 0, 1.34818e-26, 1.34818e-26, 1.34818e-26, 1.34818e-26, 1.34818e-26, 1.34818e-26, 1.34818e-26, 1.34818e-26, 2.12874e-13, 1.34818e-26, 1.34818e-26, 1.34818e-26, 4.89126e-10, 1.34818e-26, 1.34818e-26, 1.44115e-11, 1.73455e-10, 1.34818e-26, 8.9233e-08, 1.34818e-26, 1.34818e-26
0.509761, 0, 1.29194e-07, 4.97907e-26, 1.41421, -1.29194e-07, 0, 4.97907e-26, 4.97907e-26, 4.97907e-26, 4.97907e-26, 4.97907e-26, 4.97907e-26, 4.97907e-26, 4.97907e-26, 7.61725e-13, 4.97907e-26, 4.97907e-26, 4.97907e-26, 7.09266e-10, 4.97907e-26, 4.97907e-26, 2.4085e-11, 2.90309e-10, 4.97907e-26, 1.28169e-07, 4.97907e-26, 4.97907e-26
0.517673, 0, 1.84212e-07, 1.76854e-25, 1.41421, -1.84212e-07, 0, 1.76854e-25, 1.76854e-25, 1.76854e-25, 1.76854e-25, 1.76854e-25, 1.76854e-25, 1.76854e-25, 1.76854e-25, 2.13464e-12, 1.76854e-25, 1.76854e-25, 1.76854e-25, 1.02176e-09, 1.76854e-25, 1.76854e-25, 4.00542e-11, 4.84467e-10, 1.76854e-25, 1.82664e-07, 1.76854e-25, 1.76854e-25
0.525585, 0, 2.63016e-07, 5.86209e-10, 1.41421, -2.63016e-07, 5.86209e-10, 5.86221e-10, 5.86263e-10, 5.86299e-10, 5.87031e-10, 5.86228e-10, 5.86774e-10, 5.86802e-10, 5.86406e-10, 6.01183e-10, 5.97383e-10, 5.93144e-10, 2.26489e-09, 2.04878e-09, 5.8896e-10, 5.86284e-10, 6.52457e-10, 1.39156e-09, 5.86212e-10, 2.58947e-07, 5.86209e-10, 6.03468e-10
0.533496, 0, 3.74467e-07, 2.09253e-09, 1.41421, -3.74467e-07, 2.09253e-09, 2.09257e-09, 2.09272e-09, 2.09285e-09, 2.09546e-09, 2.0926e-09, 2.09455e-09, 2.09464e-09, 2.09323e-09, 2.13979e-09, 2.13239e-09, 2.11727e-09, 8.08015e-09, 4.17301e-09, 2.10234e-09, 2.0928e-09, 2.20146e-09, 3.42489e-09, 2.09254e-09, 3.64766e-07, 2.09253e-09, 2.15409e-09
0.541408, 0, 5.33852e-07, 5.85323e-09, 1.41421, -5.33852e-07, 5.85323e-09, 5.85335e-09, 5.85377e-09, 5.85413e-09, 5.86143e-09, 5.85342e-09, 5.85886e-09, 5.85914e-09, 5.85519e-09, 5.97954e-09, 5.96466e-09, 5.92238e-09, 2.25935e-08, 8.79455e-09, 5.88066e-09, 5.85398e-09, 6.0312e-09, 8.04482e-09, 5.85326e-09, 5.1127e-07, 5.85323e-09, 6.02534e-09
0.54932, 0, 7.66508e-07, 1.49844e-08, 1.41421, -7.66508e-07, 1.49844e-08, 1.49847e-08, 1.49858e-08, 1.49867e-08, 1.50054e-08, 1.49849e-08, 1.49988e-08, 1.49995e-08, 1.49894e-08, 1.52992e-08, 1.52696e-08, 1.51614e-08, 5.78317e-08, 1.91177e-08, 1.50546e-08, 1.49863e-08, 1.52732e-08, 1.85655e-08, 1.49845e-08, 7.14308e-07, 1.49844e-08, 1.54249e-08
0.557232, 0, 1.11747e-06, 3.65657e-08, 1.41421, -1.11747e-06, 3.65657e-08, 3.65664e-08, 3.6569e-08, 3.65713e-08, 3.66169e-08, 3.65669e-08, 3.66008e-08, 3.66026e-08, 3.65779e-08, 3.73184e-08, 3.72615e-08, 3.69975e-08, 1.41108e-07, 4.23396e-08, 3.6737e-08, 3.65703e-08, 3.7031e-08, 4.2375e-08, 3.65658e-08, 9.97601e-07, 3.65657e-08, 3.76405e-08
0.565144, 0, 1.6708e-06, 8.62152e-08, 1.41421, -1.6708e-06, 8.62152e-08, 8.62168e-08, 8.62231e-08, 8.62284e-08, 8.63358e-08, 8.6218e-08, 8.62981e-08, 8.63022e-08, 8.6244e-08, 8.79777e-08, 8.78556e-08, 8.72333e-08, 3.32674e-07, 9.42336e-08, 8.6619e-08, 8.62261e-08, 8.69593e-08, 9.55743e-08, 8.62156e-08, 1.3985e-06, 8.62152e-08, 8.8749e-08
0.573056, 0, 2.58835e-06, 1.97408e-07, 1.41421, -2.58835e-06, 1.97408e-07, 1.97412e-07, 1.97426e-07, 1.97438e-07, 1.97684e-07, 1.97414e-07, 1.97598e-07, 1.97607e-07, 1.97474e-07, 2.0158e-07, 2.01164e-07, 1.99739e-07, 7.61663e-07, 2.08479e-07, 1.98333e-07, 1.97433e-07, 1.98589e-07, 2.1235e-07, 1.97409e-07, 1.9791e-06, 1.97408e-07, 2.03209e-07
0.580968, 0, 4.18653e-06, 4.39843e-07, 1.41421, -4.18653e-06, 4.39843e-07, 4.39852e-07, 4.39884e-07, 4.39911e-07, 4.40459e-07, 4.39858e-07, 4.40266e-07, 4.40287e-07, 4.3999e-07, 4.50884e-07, 4.4821e-07, 4.45036e-07, 1.69692e-06, 4.5504e-07, 4.41903e-07, 4.39899e-07, 4.41704e-07, 4.63487e-07, 4.39845e-07, 2.84736e-06, 4.39843e-07, 4.52767e-07
0.58888, 0, 7.07714e-06, 9.54452e-07, 1.41421, -7.07714e-06, 9.54452e-07, 9.5447e-07, 9.54539e-07, 9.54598e-07, 9.55787e-07, 9.54483e-07, 9.55369e-07, 9.55415e-07, 9.54771e-07, 9.80861e-07, 9.72607e-07, 9.65719e-07, 3.682e-06, 9.75194e-07, 9.58921e-07, 9.54573e-07, 9.57361e-07, 9.91524e-07, 9.54456e-07, 4.19659e-06, 9.54452e-07, 9.82494e-07
0.596792, 0, 1.24333e-05, 2.01794e-06, 1.41421, -1.24333e-05, 2.01794e-06, 2.01798e-06, 2.01812e-06, 2.01825e-06, 2.02076e-06, 2.018e-06, 2.01988e-06, 2.01997e-06, 2.01861e-06, 2.0781e-06, 2.05632e-06, 2.04176e-06, 7.78401e-06, 2.04609e-06, 2.02738e-06, 2.01819e-06, 2.02245e-06, 2.07553e-06, 2.01795e-06, 6.37756e-06, 2.01794e-06, 2.07722e-06
0.604704, 0, 2.24588e-05, 4.1578e-06, 1.41421, -2.24588e-05, 4.1578e-06, 4.15788e-06, 4.15818e-06, 4.15843e-06, 4.16361e-06, 4.15793e-06, 4.16179e-06, 4.16199e-06, 4.15919e-06, 4.29059e-06, 4.23687e-06, 4.20687e-06, 1.60371e-05, 4.19579e-06, 4.17726e-06, 4.15832e-06, 4.16475e-06, 4.24647e-06, 4.15781e-06, 1.00263e-05, 4.1578e-06, 4.27993e-06
