   PIQUANT 0.0.0-main  ps__0097_0675553164_000rfs_shot_197.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
-0.0921137, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0838394, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.075565, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0672907, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0590164, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0507421, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0424678, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0341935, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0259191, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.0176448, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.00937051, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-0.00109619, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00717812, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0154524, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0237267, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0320011, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0402754, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0485497, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.056824, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0650983, 0, 1.18505e-28, 0, 1.41421, -1.18505e-28, 0, 0, 0, 0, 0, 0, 0, 0, 2.89052e-31, 0, 0, 5.65185e-34, 6.64186e-34, 0, 1.18214e-28, 0, 0
0.0733727, 0, 1.30621e-27, 0, 1.41421, -1.30621e-27, 0, 0, 0, 0, 0, 0, 0, 0, 3.18589e-30, 0, 0, 6.2294e-33, 7.81223e-32, 0, 1.30294e-27, 0, 0
0.081647, 0, 9.04551e-27, 0, 1.41421, -9.04551e-27, 0, 0, 0, 0, 0, 0, 0, 0, 2.20614e-29, 0, 0, 4.31368e-32, 8.80918e-31, 0, 9.02252e-27, 0, 0
0.0899213, 0, 5.00955e-26, 0, 1.41421, -5.00955e-26, 0, 0, 0, 0, 0, 0, 0, 0, 1.22176e-28, 0, 0, 2.38892e-31, 6.24245e-30, 0, 4.99668e-26, 0, 0
0.0981956, 0, 2.4171e-25, 0, 1.41421, -2.4171e-25, 0, 0, 0, 0, 0, 0, 0, 0, 5.89487e-28, 0, 0, 1.15376e-30, 3.51782e-29, 0, 2.41085e-25, 0, 0
0.10647, 0, 1.05868e-24, 0, 1.41421, -1.05868e-24, 0, 0, 0, 0, 0, 0, 0, 0, 2.58188e-27, 0, 0, 5.06355e-30, 1.7201e-28, 0, 1.05592e-24, 0, 0
0.114744, 0, 4.30745e-24, 0, 1.41421, -4.30745e-24, 0, 0, 0, 0, 0, 0, 0, 0, 1.05047e-26, 0, 0, 2.06598e-29, 7.61414e-28, 0, 4.29616e-24, 0, 0
0.123019, 0, 1.65156e-23, 0, 1.41421, -1.65156e-23, 0, 0, 0, 0, 0, 0, 0, 0, 4.02768e-26, 0, 0, 7.94813e-29, 3.12586e-27, 0, 1.64721e-23, 0, 0
0.131293, 0, 6.02513e-23, 0, 1.41421, -6.02513e-23, 0, 0, 0, 0, 0, 0, 0, 0, 1.46934e-25, 0, 0, 2.91065e-28, 1.20799e-26, 0, 6.0092e-23, 0, 0
