   PIQUANT 0.0.0-main  ps__0097_0675553164_000rfs_shot_116.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Cr_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
10.7321, 6.7176, 4.6669, 4.66681, 2.95256, 2.05069, 4.66681, 0, 4.66684, 4.66681, 4.66681, 4.66681, 4.66681, 4.66681, 4.66681, 4.66681, 4.66681, 4.66681, 4.66681, 4.66681, 4.66681, 4.66681, 4.66681, 4.66681, 4.66681, 4.66681, 4.66687, 4.66681
10.7399, 8.17736, 4.65825, 4.65815, 3.1902, 3.51911, 4.65815, 0, 4.65818, 4.65815, 4.65815, 4.65815, 4.65815, 4.65815, 4.65815, 4.65815, 4.65815, 4.65815, 4.65815, 4.65815, 4.65815, 4.65815, 4.65815, 4.65815, 4.65815, 4.65815, 4.65822, 4.65815
10.7478, 7.18794, 4.6667, 4.6666, 3.03116, 2.52124, 4.6666, 0, 4.66663, 4.6666, 4.6666, 4.6666, 4.6666, 4.6666, 4.6666, 4.6666, 4.6666, 4.6666, 4.6666, 4.6666, 4.6666, 4.6666, 4.6666, 4.6666, 4.6666, 4.6666, 4.66667, 4.6666
10.7557, 8.89777, 4.66791, 4.6678, 3.30118, 4.22986, 4.6678, 0, 4.66783, 4.6678, 4.6678, 4.6678, 4.6678, 4.6678, 4.6678, 4.6678, 4.6678, 4.6678, 4.6678, 4.6678, 4.6678, 4.6678, 4.6678, 4.6678, 4.6678, 4.6678, 4.66788, 4.6678
10.7636, 9.68798, 4.66273, 4.6626, 3.41877, 5.02525, 4.6626, 0, 4.66264, 4.6626, 4.6626, 4.6626, 4.6626, 4.6626, 4.6626, 4.6626, 4.6626, 4.6626, 4.6626, 4.6626, 4.6626, 4.6626, 4.6626, 4.66261, 4.6626, 4.6626, 4.6627, 4.6626
10.7715, 3.30235, 4.65436, 4.65422, 2.30268, -1.35201, 4.65422, 0, 4.65425, 4.65422, 4.65422, 4.65422, 4.65422, 4.65422, 4.65422, 4.65422, 4.65422, 4.65422, 4.65422, 4.65422, 4.65422, 4.65422, 4.65422, 4.65422, 4.65422, 4.65422, 4.65433, 4.65422
10.7794, 6.10235, 4.64601, 4.64584, 2.84646, 1.45635, 4.64584, 0, 4.64588, 4.64584, 4.64584, 4.64584, 4.64584, 4.64584, 4.64584, 4.64584, 4.64584, 4.64584, 4.64584, 4.64584, 4.64584, 4.64584, 4.64584, 4.64585, 4.64584, 4.64584, 4.64598, 4.64584
10.7873, 10.6689, 4.65295, 4.65276, 3.55934, 6.01595, 4.65276, 0, 4.65279, 4.65276, 4.65276, 4.65276, 4.65276, 4.65276, 4.65276, 4.65276, 4.65276, 4.65276, 4.65276, 4.65276, 4.65276, 4.65276, 4.65276, 4.65276, 4.65276, 4.65276, 4.65292, 4.65276
10.7951, 9.10285, 4.6537, 4.65348, 3.33209, 4.44915, 4.65348, 0, 4.65351, 4.65348, 4.65348, 4.65348, 4.65348, 4.65348, 4.65348, 4.65348, 4.65348, 4.65348, 4.65348, 4.65348, 4.65348, 4.65348, 4.65348, 4.65348, 4.65348, 4.65348, 4.65367, 4.65348
10.803, 13.1917, 4.64893, 4.64867, 3.89766, 8.54278, 4.64867, 0, 4.64871, 4.64867, 4.64867, 4.64867, 4.64867, 4.64867, 4.64867, 4.64867, 4.64867, 4.64867, 4.64867, 4.64867, 4.64867, 4.64867, 4.64867, 4.64868, 4.64867, 4.64867, 4.6489, 4.64867
10.8109, 8.67619, 4.64142, 4.64111, 3.26744, 4.03477, 4.64111, 0, 4.64115, 4.64111, 4.64111, 4.64111, 4.64111, 4.64111, 4.64111, 4.64111, 4.64111, 4.64111, 4.64111, 4.64111, 4.64111, 4.64111, 4.64111, 4.64111, 4.64111, 4.64111, 4.64138, 4.64111
10.8188, 5.75291, 4.63391, 4.63355, 2.7844, 1.119, 4.63355, 0, 4.63359, 4.63355, 4.63355, 4.63355, 4.63355, 4.63355, 4.63355, 4.63355, 4.63355, 4.63355, 4.63355, 4.63355, 4.63355, 4.63355, 4.63355, 4.63356, 4.63355, 4.63355, 4.63387, 4.63355
10.8267, 9.10669, 4.63857, 4.63815, 3.33267, 4.46812, 4.63815, 0, 4.63819, 4.63815, 4.63815, 4.63815, 4.63815, 4.63815, 4.63815, 4.63815, 4.63815, 4.63815, 4.63815, 4.63815, 4.63815, 4.63815, 4.63815, 4.63816, 4.63815, 4.63815, 4.63853, 4.63815
10.8346, 5.60781, 4.63827, 4.6378, 2.75823, 0.969533, 4.6378, 0, 4.63783, 4.6378, 4.6378, 4.6378, 4.6378, 4.6378, 4.6378, 4.6378, 4.6378, 4.6378, 4.6378, 4.6378, 4.6378, 4.6378, 4.6378, 4.6378, 4.6378, 4.6378, 4.63824, 4.6378
10.8425, 1.74746, 4.63353, 4.63298, 1.93584, -2.88607, 4.63298, 0, 4.63301, 4.63298, 4.63298, 4.63298, 4.63298, 4.63298, 4.63298, 4.63298, 4.63298, 4.63298, 4.63298, 4.63298, 4.63298, 4.63298, 4.63298, 4.63298, 4.63298, 4.63298, 4.63349, 4.63298
10.8503, 10.3505, 4.62656, 4.62593, 3.51433, 5.72398, 4.62593, 0, 4.62597, 4.62593, 4.62593, 4.62593, 4.62593, 4.62593, 4.62593, 4.62593, 4.62593, 4.62593, 4.62593, 4.62593, 4.62593, 4.62593, 4.62593, 4.62593, 4.62593, 4.62593, 4.62653, 4.62593
10.8582, 3.77064, 4.61961, 4.61889, 2.40222, -0.848964, 4.61889, 0, 4.61893, 4.61889, 4.61889, 4.61889, 4.61889, 4.61889, 4.61889, 4.61889, 4.61889, 4.61889, 4.61889, 4.61889, 4.61889, 4.61889, 4.61889, 4.61889, 4.61889, 4.61889, 4.61957, 4.61889
10.8661, 6.86419, 4.62238, 4.62157, 2.97728, 2.24181, 4.62157, 0, 4.6216, 4.62157, 4.62157, 4.62157, 4.62157, 4.62157, 4.62157, 4.62157, 4.62157, 4.62157, 4.62157, 4.62157, 4.62157, 4.62157, 4.62157, 4.62157, 4.62157, 4.62157, 4.62234, 4.62157
10.874, 6.58686, 4.62144, 4.62053, 2.93034, 1.96543, 4.62053, 0, 4.62057, 4.62053, 4.62053, 4.62053, 4.62053, 4.62053, 4.62053, 4.62053, 4.62053, 4.62053, 4.62053, 4.62053, 4.62053, 4.62053, 4.62053, 4.62053, 4.62053, 4.62053, 4.6214, 4.62053
10.8819, 9.26468, 4.61721, 4.6162, 3.35629, 4.64748, 4.6162, 0, 4.61623, 4.6162, 4.6162, 4.6162, 4.6162, 4.6162, 4.6162, 4.6162, 4.6162, 4.6162, 4.6162, 4.6162, 4.6162, 4.6162, 4.6162, 4.6162, 4.6162, 4.6162, 4.61717, 4.6162
10.8898, 1.41561, 4.61133, 4.61022, 1.84814, -3.19572, 4.61022, 0, 4.61026, 4.61022, 4.61022, 4.61022, 4.61022, 4.61022, 4.61022, 4.61022, 4.61022, 4.61022, 4.61022, 4.61022, 4.61022, 4.61022, 4.61022, 4.61023, 4.61022, 4.61022, 4.6113, 4.61022
10.8977, 4.57026, 4.60547, 4.60425, 2.56325, -0.0352063, 4.60425, 0, 4.60429, 4.60425, 4.60425, 4.60425, 4.60425, 4.60425, 4.60425, 4.60425, 4.60425, 4.60425, 4.60425, 4.60425, 4.60425, 4.60425, 4.60425, 4.60425, 4.60425, 4.60425, 4.60543, 4.60425
10.9055, 3.99256, 4.60628, 4.60496, 2.44797, -0.613716, 4.60496, 0, 4.605, 4.60496, 4.60496, 4.60496, 4.60496, 4.60496, 4.60496, 4.60496, 4.60496, 4.60496, 4.60496, 4.60496, 4.60496, 4.60496, 4.60496, 4.60497, 4.60496, 4.60496, 4.60624, 4.60496
10.9134, 5.99299, 4.60438, 4.60297, 2.82719, 1.38861, 4.60297, 0, 4.603, 4.60297, 4.60297, 4.60297, 4.60297, 4.60297, 4.60297, 4.60297, 4.60297, 4.60297, 4.60297, 4.60297, 4.60297, 4.60297, 4.60297, 4.60297, 4.60297, 4.60297, 4.60435, 4.60297
10.9213, 5.14307, 4.60002, 4.5985, 2.67265, 0.543052, 4.5985, 0, 4.59854, 4.5985, 4.5985, 4.5985, 4.5985, 4.5985, 4.5985, 4.5985, 4.5985, 4.5985, 4.5985, 4.5985, 4.5985, 4.5985, 4.5985, 4.59851, 4.5985, 4.5985, 4.59998, 4.5985
10.9292, 1.99529, 4.59441, 4.59281, 1.99882, -2.59912, 4.59281, 0, 4.59285, 4.59281, 4.59281, 4.59281, 4.59281, 4.59281, 4.59281, 4.59281, 4.59281, 4.59281, 4.59281, 4.59281, 4.59281, 4.59281, 4.59281, 4.59281, 4.59281, 4.59281, 4.59437, 4.59281
10.9371, 6.84002, 4.5888, 4.58712, 2.97322, 2.25122, 4.58712, 0, 4.58716, 4.58712, 4.58712, 4.58712, 4.58712, 4.58712, 4.58712, 4.58712, 4.58712, 4.58712, 4.58712, 4.58712, 4.58712, 4.58712, 4.58712, 4.58712, 4.58712, 4.58712, 4.58877, 4.58712
10.945, 4.15031, 4.58812, 4.58637, 2.47998, -0.437812, 4.58637, 0, 4.5864, 4.58637, 4.58637, 4.58637, 4.58637, 4.58637, 4.58637, 4.58637, 4.58637, 4.58637, 4.58637, 4.58637, 4.58637, 4.58637, 4.58637, 4.58637, 4.58637, 4.58637, 4.58808, 4.58637
10.9529, 4.83488, 4.58571, 4.58389, 2.61436, 0.249173, 4.58389, 0, 4.58393, 4.58389, 4.58389, 4.58389, 4.58389, 4.58389, 4.58389, 4.58389, 4.58389, 4.58389, 4.58389, 4.58389, 4.58389, 4.58389, 4.58389, 4.5839, 4.58389, 4.58389, 4.58567, 4.58389
10.9607, 9.50514, 4.58167, 4.57981, 3.39192, 4.92348, 4.57981, 0, 4.57984, 4.57981, 4.57981, 4.57981, 4.57981, 4.57981, 4.57981, 4.57981, 4.57981, 4.57981, 4.57981, 4.57981, 4.57981, 4.57981, 4.57981, 4.57981, 4.57981, 4.57981, 4.58163, 4.57981
10.9686, 3.64535, 4.57681, 4.57491, 2.376, -0.931455, 4.57491, 0, 4.57495, 4.57491, 4.57491, 4.57491, 4.57491, 4.57491, 4.57491, 4.57491, 4.57491, 4.57491, 4.57491, 4.57491, 4.57491, 4.57491, 4.57491, 4.57491, 4.57491, 4.57491, 4.57677, 4.57491
10.9765, 5.66047, 4.57166, 4.56974, 2.76776, 1.08881, 4.56974, 0, 4.56978, 4.56974, 4.56974, 4.56974, 4.56974, 4.56974, 4.56974, 4.56974, 4.56974, 4.56974, 4.56974, 4.56974, 4.56974, 4.56974, 4.56974, 4.56974, 4.56974, 4.56974, 4.57163, 4.56974
10.9844, 4.33011, 4.56637, 4.56444, 2.51597, -0.236257, 4.56444, 0, 4.56447, 4.56444, 4.56444, 4.56444, 4.56444, 4.56444, 4.56444, 4.56444, 4.56444, 4.56444, 4.56444, 4.56444, 4.56444, 4.56444, 4.56444, 4.56444, 4.56444, 4.56444, 4.56633, 4.56444
10.9923, 3.33953, 4.56036, 4.55843, 2.31074, -1.22083, 4.55843, 0, 4.55847, 4.55843, 4.55843, 4.55843, 4.55843, 4.55843, 4.55843, 4.55843, 4.55843, 4.55843, 4.55843, 4.55843, 4.55843, 4.55843, 4.55843, 4.55843, 4.55843, 4.55843, 4.56032, 4.55843
11.0002, 7.47621, 4.55368, 4.55176, 3.07835, 2.92253, 4.55176, 0, 4.5518, 4.55176, 4.55176, 4.55176, 4.55176, 4.55176, 4.55176, 4.55176, 4.55176, 4.55176, 4.55176, 4.55176, 4.55176, 4.55176, 4.55176, 4.55176, 4.55176, 4.55176, 4.55364, 4.55176
11.0081, 5.16989, 4.54592, 4.54401, 2.67766, 0.623971, 4.54401, 0, 4.54405, 4.54401, 4.54401, 4.54401, 4.54401, 4.54401, 4.54401, 4.54401, 4.54401, 4.54401, 4.54401, 4.54401, 4.54401, 4.54401, 4.54401, 4.54402, 4.54401, 4.54401, 4.54588, 4.54401
11.0159, 9.45625, 4.53724, 4.53536, 3.38471, 4.91901, 4.53536, 0, 4.5354, 4.53536, 4.53536, 4.53536, 4.53536, 4.53536, 4.53536, 4.53536, 4.53536, 4.53536, 4.53536, 4.53536, 4.53536, 4.53536, 4.53536, 4.53537, 4.53536, 4.53536, 4.5372, 4.53536
11.0238, 6.17002, 4.52811, 4.52627, 2.85833, 1.64192, 4.52627, 0, 4.5263, 4.52627, 4.52627, 4.52627, 4.52627, 4.52627, 4.52627, 4.52627, 4.52627, 4.52627, 4.52627, 4.52627, 4.52627, 4.52627, 4.52627, 4.52627, 4.52627, 4.52627, 4.52807, 4.52627
11.0317, 5.35911, 4.51867, 4.51687, 2.71277, 0.840441, 4.51687, 0, 4.51691, 4.51687, 4.51687, 4.51687, 4.51687, 4.51687, 4.51687, 4.51687, 4.51687, 4.51687, 4.51687, 4.51687, 4.51687, 4.51687, 4.51687, 4.51687, 4.51687, 4.51687, 4.51863, 4.51687
11.0396, 6.62156, 4.50836, 4.5066, 2.93625, 2.11321, 4.5066, 0, 4.50664, 4.5066, 4.5066, 4.5066, 4.5066, 4.5066, 4.5066, 4.5066, 4.5066, 4.5066, 4.5066, 4.5066, 4.5066, 4.5066, 4.5066, 4.5066, 4.5066, 4.5066, 4.50832, 4.5066
11.0475, 10.6131, 4.49704, 4.49534, 3.5515, 6.11609, 4.49534, 0, 4.49537, 4.49534, 4.49534, 4.49534, 4.49534, 4.49534, 4.49534, 4.49534, 4.49534, 4.49534, 4.49534, 4.49534, 4.49534, 4.49534, 4.49534, 4.49534, 4.49534, 4.49534, 4.497, 4.49534
11.0554, 7.55948, 4.48495, 4.4833, 3.09184, 3.07453, 4.4833, 0, 4.48333, 4.4833, 4.4833, 4.4833, 4.4833, 4.4833, 4.4833, 4.4833, 4.4833, 4.4833, 4.4833, 4.4833, 4.4833, 4.4833, 4.4833, 4.4833, 4.4833, 4.4833, 4.48491, 4.4833
11.0633, 5.38032, 4.47248, 4.47088, 2.71667, 0.907844, 4.47088, 0, 4.47092, 4.47088, 4.47088, 4.47088, 4.47088, 4.47088, 4.47088, 4.47088, 4.47088, 4.47088, 4.47088, 4.47088, 4.47088, 4.47088, 4.47088, 4.47088, 4.47088, 4.47088, 4.47244, 4.47088
11.0711, 5.4089, 4.46002, 4.45848, 2.72193, 0.948876, 4.45848, 0, 4.45851, 4.45848, 4.45848, 4.45848, 4.45848, 4.45848, 4.45848, 4.45848, 4.45848, 4.45848, 4.45848, 4.45848, 4.45848, 4.45848, 4.45848, 4.45848, 4.45848, 4.45848, 4.45998, 4.45848
11.079, 6.38761, 4.45101, 4.44952, 2.89614, 1.9366, 4.44952, 0, 4.44956, 4.44952, 4.44952, 4.44952, 4.44952, 4.44952, 4.44952, 4.44952, 4.44952, 4.44952, 4.44952, 4.44952, 4.44952, 4.44952, 4.44952, 4.44952, 4.44952, 4.44952, 4.45097, 4.44952
11.0869, 5.39133, 4.43999, 4.43855, 2.7187, 0.95134, 4.43855, 0, 4.43858, 4.43855, 4.43855, 4.43855, 4.43855, 4.43855, 4.43855, 4.43855, 4.43855, 4.43855, 4.43855, 4.43855, 4.43855, 4.43855, 4.43855, 4.43855, 4.43855, 4.43855, 4.43995, 4.43855
11.0948, 6.59926, 4.42727, 4.42588, 2.93245, 2.17199, 4.42588, 0, 4.42592, 4.42588, 4.42588, 4.42588, 4.42588, 4.42588, 4.42588, 4.42588, 4.42588, 4.42588, 4.42588, 4.42588, 4.42588, 4.42588, 4.42588, 4.42588, 4.42588, 4.42588, 4.42723, 4.42588
11.1027, 5.20099, 4.41371, 4.41237, 2.68347, 0.78728, 4.41237, 0, 4.41241, 4.41237, 4.41237, 4.41237, 4.41237, 4.41237, 4.41237, 4.41237, 4.41237, 4.41237, 4.41237, 4.41237, 4.41237, 4.41237, 4.41237, 4.41238, 4.41237, 4.41237, 4.41367, 4.41237
11.1106, 5.7891, 4.40018, 4.39889, 2.79089, 1.38892, 4.39889, 0, 4.39893, 4.39889, 4.39889, 4.39889, 4.39889, 4.39889, 4.39889, 4.39889, 4.39889, 4.39889, 4.39889, 4.39889, 4.39889, 4.39889, 4.39889, 4.3989, 4.39889, 4.39889, 4.40014, 4.39889
11.1185, 2.78488, 4.3926, 4.39137, 2.18744, -1.60772, 4.39137, 0, 4.3914, 4.39137, 4.39137, 4.39137, 4.39137, 4.39137, 4.39137, 4.39137, 4.39137, 4.39137, 4.39137, 4.39137, 4.39137, 4.39137, 4.39137, 4.39137, 4.39137, 4.39137, 4.39256, 4.39137
11.1263, 6.77904, 4.38213, 4.38094, 2.96294, 2.39691, 4.38094, 0, 4.38098, 4.38094, 4.38094, 4.38094, 4.38094, 4.38094, 4.38094, 4.38094, 4.38094, 4.38094, 4.38094, 4.38094, 4.38094, 4.38094, 4.38094, 4.38094, 4.38094, 4.38094, 4.38209, 4.38094
11.1342, 5.98998, 4.36916, 4.36802, 2.82666, 1.62082, 4.36802, 0, 4.36805, 4.36802, 4.36802, 4.36802, 4.36802, 4.36802, 4.36802, 4.36802, 4.36802, 4.36802, 4.36802, 4.36802, 4.36802, 4.36802, 4.36802, 4.36802, 4.36802, 4.36802, 4.36912, 4.36802
11.1421, 9.20905, 4.35495, 4.35385, 3.34799, 4.85409, 4.35385, 0, 4.35389, 4.35385, 4.35385, 4.35385, 4.35385, 4.35385, 4.35385, 4.35385, 4.35385, 4.35385, 4.35385, 4.35385, 4.35385, 4.35385, 4.35385, 4.35386, 4.35385, 4.35385, 4.35491, 4.35385
11.15, 5.77212, 4.34077, 4.33971, 2.78785, 1.43135, 4.33971, 0, 4.33975, 4.33971, 4.33971, 4.33971, 4.33971, 4.33971, 4.33971, 4.33971, 4.33971, 4.33971, 4.33971, 4.33971, 4.33971, 4.33971, 4.33971, 4.33971, 4.33971, 4.33971, 4.34072, 4.33971
11.1579, 6.76778, 4.334, 4.33299, 2.96104, 2.43378, 4.33299, 0, 4.33303, 4.33299, 4.33299, 4.33299, 4.33299, 4.33299, 4.33299, 4.33299, 4.33299, 4.33299, 4.33299, 4.33299, 4.33299, 4.33299, 4.33299, 4.33299, 4.33299, 4.33299, 4.33396, 4.33299
11.1658, 10.2134, 4.32375, 4.32278, 3.49477, 5.88964, 4.32278, 0, 4.32282, 4.32278, 4.32278, 4.32278, 4.32278, 4.32278, 4.32278, 4.32278, 4.32278, 4.32278, 4.32278, 4.32278, 4.32278, 4.32278, 4.32278, 4.32278, 4.32278, 4.32278, 4.3237, 4.32278
11.1737, 5.44516, 4.31041, 4.30948, 2.72858, 1.13475, 4.30948, 0, 4.30952, 4.30948, 4.30948, 4.30948, 4.30948, 4.30948, 4.30948, 4.30948, 4.30948, 4.30948, 4.30948, 4.30948, 4.30948, 4.30948, 4.30948, 4.30949, 4.30948, 4.30948, 4.31037, 4.30948
11.1815, 3.99523, 4.29555, 4.29467, 2.44852, -0.300319, 4.29467, 0, 4.29471, 4.29467, 4.29467, 4.29467, 4.29467, 4.29467, 4.29467, 4.29467, 4.29467, 4.29467, 4.29467, 4.29467, 4.29467, 4.29467, 4.29467, 4.29467, 4.29467, 4.29467, 4.29551, 4.29467
11.1894, 5.22776, 4.28072, 4.27988, 2.68845, 0.947034, 4.27988, 0, 4.27992, 4.27988, 4.27988, 4.27988, 4.27988, 4.27988, 4.27988, 4.27988, 4.27988, 4.27988, 4.27988, 4.27988, 4.27988, 4.27988, 4.27988, 4.27988, 4.27988, 4.27988, 4.28068, 4.27988
11.1973, 4.99752, 4.27472, 4.27391, 2.64528, 0.722806, 4.27391, 0, 4.27395, 4.27391, 4.27391, 4.27391, 4.27391, 4.27391, 4.27391, 4.27391, 4.27391, 4.27391, 4.27391, 4.27391, 4.27391, 4.27391, 4.27391, 4.27391, 4.27391, 4.27391, 4.27467, 4.27391
11.2052, 6.76035, 4.2648, 4.26403, 2.95979, 2.49554, 4.26403, 0, 4.26407, 4.26403, 4.26403, 4.26403, 4.26403, 4.26403, 4.26403, 4.26403, 4.26403, 4.26403, 4.26403, 4.26403, 4.26403, 4.26403, 4.26403, 4.26403, 4.26403, 4.26403, 4.26476, 4.26403
11.2131, 8.03668, 4.25139, 4.25065, 3.16807, 3.78529, 4.25065, 0, 4.25069, 4.25065, 4.25065, 4.25065, 4.25065, 4.25065, 4.25065, 4.25065, 4.25065, 4.25065, 4.25065, 4.25065, 4.25065, 4.25065, 4.25065, 4.25066, 4.25065, 4.25065, 4.25134, 4.25065
11.221, 3.19579, 4.23624, 4.23554, 2.27943, -1.04045, 4.23554, 0, 4.23558, 4.23554, 4.23554, 4.23554, 4.23554, 4.23554, 4.23554, 4.23554, 4.23554, 4.23554, 4.23554, 4.23554, 4.23554, 4.23554, 4.23554, 4.23554, 4.23554, 4.23554, 4.23619, 4.23554
11.2289, 8.75316, 4.22111, 4.22046, 3.2792, 4.53205, 4.22046, 0, 4.2205, 4.22046, 4.22046, 4.22046, 4.22046, 4.22046, 4.22046, 4.22046, 4.22046, 4.22046, 4.22046, 4.22046, 4.22046, 4.22046, 4.22046, 4.22046, 4.22046, 4.22046, 4.22107, 4.22046
11.2367, 6.9951, 4.2156, 4.21498, 2.99918, 2.7795, 4.21498, 0, 4.21502, 4.21498, 4.21498, 4.21498, 4.21498, 4.21498, 4.21498, 4.21498, 4.21498, 4.21498, 4.21498, 4.21498, 4.21498, 4.21498, 4.21498, 4.21498, 4.21498, 4.21498, 4.21556, 4.21498
11.2446, 7.4961, 4.20583, 4.20525, 3.08157, 3.29027, 4.20525, 0, 4.20529, 4.20525, 4.20525, 4.20525, 4.20525, 4.20525, 4.20525, 4.20525, 4.20525, 4.20525, 4.20525, 4.20525, 4.20525, 4.20525, 4.20525, 4.20525, 4.20525, 4.20525, 4.20579, 4.20525
11.2525, 8.99058, 4.19219, 4.19164, 3.3152, 4.79839, 4.19164, 0, 4.19169, 4.19164, 4.19164, 4.19164, 4.19164, 4.19164, 4.19164, 4.19164, 4.19164, 4.19164, 4.19164, 4.19164, 4.19164, 4.19164, 4.19164, 4.19165, 4.19164, 4.19164, 4.19215, 4.19164
11.2604, 3.49888, 4.17664, 4.17613, 2.34497, -0.677754, 4.17613, 0, 4.17617, 4.17613, 4.17613, 4.17613, 4.17613, 4.17613, 4.17613, 4.17613, 4.17613, 4.17613, 4.17613, 4.17613, 4.17613, 4.17613, 4.17613, 4.17613, 4.17613, 4.17613, 4.1766, 4.17613
11.2683, 5.99504, 4.16112, 4.16064, 2.82755, 1.83393, 4.16064, 0, 4.16069, 4.16064, 4.16064, 4.16064, 4.16064, 4.16064, 4.16064, 4.16064, 4.16064, 4.16064, 4.16064, 4.16064, 4.16064, 4.16064, 4.16064, 4.16064, 4.16064, 4.16064, 4.16107, 4.16064
11.2762, 4.99554, 4.15627, 4.15583, 2.64491, 0.839272, 4.15583, 0, 4.15587, 4.15583, 4.15583, 4.15583, 4.15583, 4.15583, 4.15583, 4.15583, 4.15583, 4.15583, 4.15583, 4.15583, 4.15583, 4.15583, 4.15583, 4.15583, 4.15583, 4.15583, 4.15622, 4.15583
11.2841, 7.472, 4.1468, 4.14639, 3.07766, 3.32521, 4.14639, 0, 4.14643, 4.14639, 4.14639, 4.14639, 4.14639, 4.14639, 4.14639, 4.14639, 4.14639, 4.14639, 4.14639, 4.14639, 4.14639, 4.14639, 4.14639, 4.14639, 4.14639, 4.14639, 4.14675, 4.14639
11.2919, 4.78178, 4.1331, 4.13273, 2.60418, 0.648678, 4.13273, 0, 4.13277, 4.13273, 4.13273, 4.13273, 4.13273, 4.13273, 4.13273, 4.13273, 4.13273, 4.13273, 4.13273, 4.13273, 4.13273, 4.13273, 4.13273, 4.13273, 4.13273, 4.13273, 4.13306, 4.13273
11.2998, 5.19926, 4.11732, 4.11698, 2.68314, 1.08194, 4.11698, 0, 4.11702, 4.11698, 4.11698, 4.11698, 4.11698, 4.11698, 4.11698, 4.11698, 4.11698, 4.11698, 4.11698, 4.11698, 4.11698, 4.11698, 4.11698, 4.11698, 4.11698, 4.11698, 4.11727, 4.11698
11.3077, 6.25874, 4.10156, 4.10125, 2.8738, 2.15717, 4.10125, 0, 4.1013, 4.10125, 4.10125, 4.10125, 4.10125, 4.10125, 4.10125, 4.10125, 4.10125, 4.10125, 4.10125, 4.10125, 4.10125, 4.10125, 4.10125, 4.10126, 4.10125, 4.10125, 4.10152, 4.10125
11.3156, 3.72144, 4.09718, 4.0969, 2.39195, -0.37574, 4.0969, 0, 4.09694, 4.0969, 4.0969, 4.0969, 4.0969, 4.0969, 4.0969, 4.0969, 4.0969, 4.0969, 4.0969, 4.0969, 4.0969, 4.0969, 4.0969, 4.0969, 4.0969, 4.0969, 4.09713, 4.0969
11.3235, 5.81115, 4.08787, 4.08762, 2.79484, 1.72328, 4.08762, 0, 4.08766, 4.08762, 4.08762, 4.08762, 4.08762, 4.08762, 4.08762, 4.08762, 4.08762, 4.08762, 4.08762, 4.08762, 4.08762, 4.08762, 4.08762, 4.08762, 4.08762, 4.08762, 4.08782, 4.08762
11.3314, 3.72169, 4.07404, 4.07381, 2.392, -0.352355, 4.07381, 0, 4.07386, 4.07381, 4.07381, 4.07381, 4.07381, 4.07381, 4.07381, 4.07381, 4.07381, 4.07381, 4.07381, 4.07381, 4.07381, 4.07381, 4.07381, 4.07381, 4.07381, 4.07381, 4.07399, 4.07381
11.3393, 4.71673, 4.05797, 4.05777, 2.59167, 0.658755, 4.05777, 0, 4.05782, 4.05777, 4.05777, 4.05777, 4.05777, 4.05777, 4.05777, 4.05777, 4.05777, 4.05777, 4.05777, 4.05777, 4.05777, 4.05777, 4.05777, 4.05777, 4.05777, 4.05777, 4.05792, 4.05777
11.3471, 3.71241, 4.04194, 4.04175, 2.39006, -0.329533, 4.04175, 0, 4.04181, 4.04175, 4.04175, 4.04175, 4.04175, 4.04175, 4.04175, 4.04175, 4.04175, 4.04175, 4.04175, 4.04175, 4.04175, 4.04175, 4.04175, 4.04176, 4.04175, 4.04175, 4.04189, 4.04175
11.355, 5.55624, 4.03813, 4.03796, 2.74886, 1.51811, 4.03796, 0, 4.03802, 4.03796, 4.03796, 4.03796, 4.03796, 4.03796, 4.03796, 4.03796, 4.03796, 4.03796, 4.03796, 4.03796, 4.03796, 4.03796, 4.03796, 4.03796, 4.03796, 4.03796, 4.03807, 4.03796
11.3629, 7.99504, 4.0291, 4.02895, 3.16149, 3.96594, 4.02895, 0, 4.029, 4.02895, 4.02895, 4.02895, 4.02895, 4.02895, 4.02895, 4.02895, 4.02895, 4.02895, 4.02895, 4.02895, 4.02895, 4.02895, 4.02895, 4.02895, 4.02895, 4.02895, 4.02904, 4.02895
11.3708, 5.99554, 4.01525, 4.01511, 2.82764, 1.98029, 4.01511, 0, 4.01517, 4.01511, 4.01511, 4.01511, 4.01511, 4.01511, 4.01511, 4.01511, 4.01511, 4.01511, 4.01511, 4.01511, 4.01511, 4.01511, 4.01511, 4.01511, 4.01511, 4.01511, 4.01519, 4.01511
11.3787, 4.41437, 3.99901, 3.99888, 2.53266, 0.415363, 3.99888, 0, 3.99894, 3.99888, 3.99888, 3.99888, 3.99888, 3.99888, 3.99888, 3.99888, 3.99888, 3.99888, 3.99888, 3.99888, 3.99888, 3.99888, 3.99888, 3.99888, 3.99888, 3.99888, 3.99895, 3.99888
11.3866, 7.40446, 3.98281, 3.98269, 3.06667, 3.42165, 3.98269, 0, 3.98275, 3.98269, 3.98269, 3.98269, 3.98269, 3.98269, 3.98269, 3.98269, 3.98269, 3.98269, 3.98269, 3.98269, 3.98269, 3.98269, 3.98269, 3.98269, 3.98269, 3.98269, 3.98274, 3.98269
