   PIQUANT 0.0.0-main  ps__0097_0675553164_000rfs_shot_13.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Cr_K, Ti_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
-0.00461139, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00330836, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0112281, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0191479, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0270676, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0349874, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0429071, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0508269, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0587466, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0666664, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0745861, 0, 2.44456e-30, 0, 1.41421, -2.44456e-30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.31828e-33, 0, 0, 3.52605e-35, 9.72028e-36, 0, 2.43719e-30, 0, 0
0.0825059, 0, 2.69759e-29, 0, 1.41421, -2.69759e-29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.07525e-32, 0, 0, 3.89077e-34, 1.91539e-33, 0, 2.68929e-29, 0, 0
0.0904256, 0, 1.86852e-28, 0, 1.41421, -1.86852e-28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.59321e-31, 0, 0, 2.69489e-33, 2.06046e-32, 0, 1.8627e-28, 0, 0
0.0983454, 0, 1.03444e-27, 0, 1.41421, -1.03444e-27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.09638e-30, 0, 0, 1.49301e-32, 1.41386e-31, 0, 1.03118e-27, 0, 0
0.106265, 0, 4.98725e-27, 0, 1.41421, -4.98725e-27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.49281e-29, 0, 0, 7.21569e-32, 7.78689e-31, 0, 4.97147e-27, 0, 0
0.114185, 0, 2.18203e-26, 0, 1.41421, -2.18203e-26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.53126e-29, 0, 0, 3.16918e-31, 3.74087e-30, 0, 2.17509e-26, 0, 0
