   PIQUANT 0.0.0-main  ps__0097_0675553164_000rfs_shot_81.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Ti_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
0.111125, 0, 8.77523e-27, 0, 1.41421, -8.77523e-27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.5414e-29, 0, 0, 9.69297e-32, 0, 4.38301e-31, 0, 8.71928e-27, 0, 0, 0
0.119008, 0, 3.79544e-26, 0, 1.41421, -3.79544e-26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.39674e-28, 0, 0, 4.21467e-31, 0, 2.07272e-30, 0, 3.77122e-26, 0, 0, 0
0.126891, 0, 1.52485e-25, 0, 1.41421, -1.52485e-25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.62909e-28, 0, 0, 1.70404e-30, 0, 8.91055e-30, 0, 1.51512e-25, 0, 0, 0
0.134773, 0, 5.77308e-25, 0, 1.41421, -5.77308e-25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.64556e-27, 0, 0, 6.49668e-30, 0, 3.56229e-29, 0, 5.7362e-25, 0, 0, 0
0.142656, 0, 2.07968e-24, 0, 1.41421, -2.07968e-24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.31326e-26, 0, 0, 2.35779e-29, 0, 1.34316e-28, 0, 2.06639e-24, 0, 0, 0
0.150539, 0, 7.17723e-24, 0, 1.41421, -7.17723e-24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.53222e-26, 0, 0, 8.20049e-29, 0, 4.82157e-28, 0, 7.13135e-24, 0, 0, 0
0.158422, 0, 2.38502e-23, 0, 1.41421, -2.38502e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.50607e-25, 0, 0, 2.74711e-28, 0, 1.65892e-27, 0, 2.36977e-23, 0, 0, 0
0.166305, 0, 7.66106e-23, 0, 1.41421, -7.66106e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.83772e-25, 0, 0, 8.89809e-28, 0, 5.49794e-27, 0, 7.61205e-23, 0, 0, 0
0.174188, 0, 2.38604e-22, 0, 1.41421, -2.38604e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.50671e-24, 0, 0, 2.7953e-27, 0, 1.76187e-26, 0, 2.37077e-22, 0, 0, 0
0.182071, 0, 7.22337e-22, 0, 1.41421, -7.22337e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.56131e-24, 0, 0, 8.53792e-27, 0, 5.47604e-26, 0, 7.17712e-22, 0, 0, 0
0.189954, 0, 2.12992e-21, 0, 1.41421, -2.12992e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.34497e-23, 0, 0, 2.54074e-26, 0, 1.6548e-25, 0, 2.11628e-21, 0, 0, 0
0.197837, 0, 6.12751e-21, 0, 1.41421, -6.12751e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.8693e-23, 0, 0, 7.37892e-26, 0, 4.87181e-25, 0, 6.08826e-21, 0, 0, 0
0.20572, 0, 1.72241e-20, 0, 1.41421, -1.72241e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.08764e-22, 0, 0, 2.09454e-25, 0, 1.39972e-24, 0, 1.71138e-20, 0, 0, 0
0.213603, 0, 4.73645e-20, 0, 1.41421, -4.73645e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.99088e-22, 0, 0, 5.8181e-25, 0, 3.93024e-24, 0, 4.70609e-20, 0, 0, 0
0.221486, 0, 1.27554e-19, 0, 1.41421, -1.27554e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.05453e-22, 0, 0, 1.58322e-24, 0, 1.07985e-23, 0, 1.26736e-19, 0, 0, 0
0.229369, 0, 3.36715e-19, 0, 1.41421, -3.36715e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.12621e-21, 0, 0, 4.2245e-24, 0, 2.90624e-23, 0, 3.34555e-19, 0, 0, 0
0.237252, 0, 8.71974e-19, 0, 1.41421, -8.71974e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.50615e-21, 0, 0, 1.10621e-23, 0, 7.6688e-23, 0, 8.6638e-19, 0, 0, 0
0.245135, 0, 2.2168e-18, 0, 1.41421, -2.2168e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.39981e-20, 0, 0, 2.84473e-23, 0, 1.98565e-22, 0, 2.20258e-18, 0, 0, 0
0.253018, 0, 5.64862e-18, 0, 1.41421, -5.64862e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.56685e-20, 0, 0, 7.35853e-23, 0, 5.17198e-22, 0, 5.61236e-18, 0, 0, 0
0.260901, 0, 1.38261e-17, 0, 1.41421, -1.38261e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.73052e-20, 0, 0, 1.82309e-22, 0, 1.288e-21, 0, 1.37373e-17, 0, 0, 0
0.268784, 0, 3.32899e-17, 0, 1.41421, -3.32899e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.10209e-19, 0, 0, 4.44499e-22, 0, 3.15468e-21, 0, 3.30761e-17, 0, 0, 0
0.276667, 0, 7.88779e-17, 0, 1.41421, -7.88779e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.98072e-19, 0, 0, 1.06699e-21, 0, 7.6029e-21, 0, 7.83711e-17, 0, 0, 0
0.28455, 0, 1.83986e-16, 0, 1.41421, -1.83986e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.16177e-18, 0, 0, 2.5226e-21, 0, 1.80373e-20, 0, 1.82804e-16, 0, 0, 0
0.292433, 0, 4.22609e-16, 0, 1.41421, -4.22609e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.66851e-18, 0, 0, 5.87597e-21, 0, 4.21398e-20, 0, 4.19892e-16, 0, 0, 0
0.300316, 0, 9.56184e-16, 0, 1.41421, -9.56184e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.03763e-18, 0, 0, 1.34893e-20, 0, 9.69824e-20, 0, 9.50036e-16, 0, 0, 0
0.308199, 0, 2.1316e-15, 0, 1.41421, -2.1316e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.34594e-17, 0, 0, 3.05284e-20, 0, 2.19942e-19, 0, 2.11789e-15, 0, 0, 0
0.316081, 0, 4.68313e-15, 0, 1.41421, -4.68313e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.95699e-17, 0, 0, 6.81302e-20, 0, 4.91664e-19, 0, 4.653e-15, 0, 0, 0
0.323964, 0, 1.0142e-14, 0, 1.41421, -1.0142e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.40369e-17, 0, 0, 1.49977e-19, 0, 1.08365e-18, 0, 1.00768e-14, 0, 0, 0
0.331847, 0, 2.16549e-14, 0, 1.41421, -2.16549e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.36726e-16, 0, 0, 3.25738e-19, 0, 2.3555e-18, 0, 2.15155e-14, 0, 0, 0
0.33973, 0, 4.55939e-14, 0, 1.41421, -4.55939e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.87867e-16, 0, 0, 6.98203e-19, 0, 5.0507e-18, 0, 4.53003e-14, 0, 0, 0
0.347613, 0, 9.46775e-14, 0, 1.41421, -9.46775e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.97752e-16, 0, 0, 1.47733e-18, 0, 1.06855e-17, 0, 9.40676e-14, 0, 0, 0
0.355496, 0, 1.93927e-13, 0, 1.41421, -1.93927e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.22434e-15, 0, 0, 3.08659e-18, 0, 2.23105e-17, 0, 1.92677e-13, 0, 0, 0
0.363379, 0, 3.91873e-13, 0, 1.41421, -3.91873e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.47399e-15, 0, 0, 6.36974e-18, 0, 4.59826e-17, 0, 3.89347e-13, 0, 0, 0
0.371262, 0, 7.81302e-13, 0, 1.41421, -7.81302e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.93246e-15, 0, 0, 1.29884e-17, 0, 9.35749e-17, 0, 7.76263e-13, 0, 0, 0
0.379145, 0, 1.53714e-12, 4.48416e-44, 1.41421, -1.53714e-12, 4.48416e-44, 0, 4.48416e-44, 4.48416e-44, 4.48416e-44, 4.48416e-44, 4.48416e-44, 4.48416e-44, 4.48416e-44, 4.48416e-44, 4.48416e-44, 4.48416e-44, 9.70403e-15, 4.48416e-44, 4.48416e-44, 2.61793e-17, 4.48416e-44, 1.88064e-16, 4.48416e-44, 1.52722e-12, 4.48416e-44, 4.48416e-44, 4.48416e-44
0.387028, 0, 2.9845e-12, 8.29569e-43, 1.41421, -2.9845e-12, 8.29569e-43, 0, 8.29569e-43, 8.29569e-43, 8.29569e-43, 8.29569e-43, 8.29569e-43, 8.29569e-43, 8.29569e-43, 8.29569e-43, 8.29569e-43, 8.29569e-43, 1.88414e-14, 8.29569e-43, 8.29569e-43, 5.21831e-17, 8.29569e-43, 3.73377e-16, 8.29569e-43, 2.96523e-12, 8.29569e-43, 8.29569e-43, 8.29569e-43
0.394911, 0, 5.71931e-12, 1.24407e-41, 1.41421, -5.71931e-12, 1.24407e-41, 0, 1.24407e-41, 1.24407e-41, 1.24407e-41, 1.24407e-41, 1.24407e-41, 1.24407e-41, 1.24407e-41, 1.24407e-41, 1.24407e-41, 1.24407e-41, 3.61074e-14, 1.24407e-41, 1.24407e-41, 1.02922e-16, 1.24407e-41, 7.32513e-16, 1.24407e-41, 5.68237e-12, 1.24407e-41, 1.24407e-41, 1.24407e-41
0.402794, 0, 1.08187e-11, 1.63981e-40, 1.41421, -1.08187e-11, 1.63981e-40, 0, 1.63981e-40, 1.63981e-40, 1.63981e-40, 1.63981e-40, 1.63981e-40, 1.63981e-40, 1.63981e-40, 1.63981e-40, 1.63981e-40, 1.63981e-40, 6.83045e-14, 1.63981e-40, 1.63981e-40, 2.00986e-16, 1.63981e-40, 1.42055e-15, 1.63981e-40, 1.07487e-11, 1.63981e-40, 1.63981e-40, 1.63981e-40
0.410677, 0, 2.02023e-11, 1.93612e-39, 1.41421, -2.02023e-11, 1.93612e-39, 0, 1.93612e-39, 1.93612e-39, 1.93612e-39, 1.93612e-39, 1.93612e-39, 1.93612e-39, 1.93612e-39, 1.93612e-39, 1.93612e-39, 1.93612e-39, 1.27561e-13, 1.93612e-39, 1.93612e-39, 3.88887e-16, 1.93612e-39, 2.72421e-15, 1.93612e-39, 2.00716e-11, 1.93612e-39, 1.93612e-39, 1.93612e-39
0.41856, 0, 3.72449e-11, 2.06363e-38, 1.41421, -3.72449e-11, 2.06363e-38, 0, 2.06363e-38, 2.06363e-38, 2.06363e-38, 2.06363e-38, 2.06363e-38, 2.06363e-38, 2.06363e-38, 2.06363e-38, 2.06363e-38, 2.06363e-38, 2.35209e-13, 2.06363e-38, 2.06363e-38, 7.46181e-16, 2.06363e-38, 5.16865e-15, 2.06363e-38, 3.70038e-11, 2.06363e-38, 2.06363e-38, 2.06363e-38
0.426443, 0, 6.77974e-11, 1.99709e-37, 1.41421, -6.77974e-11, 1.99709e-37, 0, 1.99709e-37, 1.99709e-37, 1.99709e-37, 1.99709e-37, 1.99709e-37, 1.99709e-37, 1.99709e-37, 1.99709e-37, 1.99709e-37, 1.99709e-37, 4.28255e-13, 1.99709e-37, 1.99709e-37, 1.42114e-15, 1.99709e-37, 9.70755e-15, 1.99709e-37, 6.73581e-11, 1.99709e-37, 1.99709e-37, 1.99709e-37
0.434326, 0, 1.21865e-10, 1.76436e-36, 1.41421, -1.21865e-10, 1.76436e-36, 0, 1.76436e-36, 1.76436e-36, 1.76436e-36, 1.76436e-36, 1.76436e-36, 1.76436e-36, 1.76436e-36, 1.76436e-36, 1.76436e-36, 1.76436e-36, 7.70042e-13, 1.76436e-36, 1.76436e-36, 2.68932e-15, 1.76436e-36, 1.80606e-14, 1.76436e-36, 1.21074e-10, 1.76436e-36, 1.76436e-36, 1.76436e-36
0.442209, 0, 2.16322e-10, 1.43025e-35, 1.41421, -2.16322e-10, 1.43025e-35, 0, 1.43025e-35, 1.43025e-35, 1.43025e-35, 1.43025e-35, 1.43025e-35, 1.43025e-35, 1.43025e-35, 1.43025e-35, 1.43025e-35, 1.43025e-35, 1.36756e-12, 1.43025e-35, 1.43025e-35, 5.0622e-15, 1.43025e-35, 3.33122e-14, 1.43025e-35, 2.14916e-10, 1.43025e-35, 1.43025e-35, 1.43025e-35
0.450092, 0, 3.79249e-10, 1.06892e-34, 1.41421, -3.79249e-10, 1.06892e-34, 0, 1.06892e-34, 1.06892e-34, 1.06892e-34, 1.06892e-34, 1.06892e-34, 1.06892e-34, 1.06892e-34, 1.06892e-34, 1.06892e-34, 1.06892e-34, 2.39912e-12, 1.06892e-34, 1.06892e-34, 9.48864e-15, 1.06892e-34, 6.09734e-14, 1.06892e-34, 3.76779e-10, 1.06892e-34, 1.06892e-34, 1.06892e-34
0.457975, 0, 6.5673e-10, 7.5511e-34, 1.41421, -6.5673e-10, 7.5511e-34, 0, 7.5511e-34, 7.5511e-34, 7.5511e-34, 7.5511e-34, 7.5511e-34, 7.5511e-34, 7.5511e-34, 7.5511e-34, 7.5511e-34, 7.5511e-34, 4.15807e-12, 7.5511e-34, 7.5511e-34, 1.77295e-14, 7.5511e-34, 1.10876e-13, 7.5511e-34, 6.52443e-10, 7.5511e-34, 7.5511e-34, 7.5511e-34
0.465858, 0, 1.12339e-09, 5.22135e-33, 1.41421, -1.12339e-09, 5.22135e-33, 0, 5.22135e-33, 5.22135e-33, 5.22135e-33, 5.22135e-33, 5.22135e-33, 5.22135e-33, 5.22135e-33, 5.22135e-33, 5.22135e-33, 5.22135e-33, 7.12092e-12, 5.22135e-33, 5.22135e-33, 3.30539e-14, 5.22135e-33, 2.00565e-13, 5.22135e-33, 1.11604e-09, 5.22135e-33, 5.22135e-33, 5.22135e-33
0.473741, 0, 1.89847e-09, 3.4225e-32, 1.41421, -1.89847e-09, 3.4225e-32, 0, 3.4225e-32, 3.4225e-32, 3.4225e-32, 3.4225e-32, 3.4225e-32, 3.4225e-32, 3.4225e-32, 3.4225e-32, 3.4225e-32, 3.4225e-32, 1.20519e-11, 3.4225e-32, 3.4225e-32, 6.15326e-14, 3.4225e-32, 3.61421e-13, 3.4225e-32, 1.88599e-09, 3.4225e-32, 3.4225e-32, 3.4225e-32
0.481624, 0, 3.16991e-09, 2.10509e-31, 1.41421, -3.16991e-09, 2.10509e-31, 0, 2.10509e-31, 2.10509e-31, 2.10509e-31, 2.10509e-31, 2.10509e-31, 2.10509e-31, 2.10509e-31, 2.10509e-31, 2.10509e-31, 2.10509e-31, 2.01618e-11, 2.10509e-31, 2.10509e-31, 1.14432e-13, 2.10509e-31, 6.49786e-13, 2.10509e-31, 3.14899e-09, 2.10509e-31, 2.10509e-31, 2.10509e-31
0.489507, 0, 5.23011e-09, 1.2135e-30, 1.41421, -5.23011e-09, 1.2135e-30, 0, 1.2135e-30, 1.2135e-30, 1.2135e-30, 1.2135e-30, 1.2135e-30, 1.2135e-30, 1.2135e-30, 1.2135e-30, 1.2135e-30, 1.2135e-30, 3.33459e-11, 1.2135e-30, 1.2135e-30, 2.1262e-13, 1.2135e-30, 1.16729e-12, 1.2135e-30, 5.19539e-09, 1.2135e-30, 1.2135e-30, 1.2135e-30
0.497389, 0, 8.52802e-09, 6.56768e-30, 1.41421, -8.52802e-09, 6.56768e-30, 0, 6.56768e-30, 6.56768e-30, 6.56768e-30, 6.56768e-30, 6.56768e-30, 6.56768e-30, 6.56768e-30, 6.56768e-30, 6.56768e-30, 6.56768e-30, 5.45373e-11, 6.56768e-30, 6.56768e-30, 3.94634e-13, 6.56768e-30, 2.09821e-12, 6.56768e-30, 8.47099e-09, 6.56768e-30, 6.56768e-30, 6.56768e-30
0.505272, 0, 1.37442e-08, 5.47837e-29, 1.41421, -1.37442e-08, 5.47837e-29, 0, 5.47837e-29, 5.47837e-29, 5.47837e-29, 5.47837e-29, 5.47837e-29, 5.47837e-29, 5.47837e-29, 5.47837e-29, 5.47837e-29, 5.47837e-29, 8.82254e-11, 5.47837e-29, 5.47837e-29, 7.31907e-13, 5.47837e-29, 3.78258e-12, 5.47837e-29, 1.36514e-08, 5.47837e-29, 5.47837e-29, 5.47837e-29
0.513155, 0, 2.18959e-08, 2.51422e-28, 1.41421, -2.18959e-08, 2.51422e-28, 0, 2.51422e-28, 2.51422e-28, 2.51422e-28, 2.51422e-28, 2.51422e-28, 2.51422e-28, 2.51422e-28, 2.51422e-28, 2.51422e-28, 2.51422e-28, 1.41197e-10, 2.51422e-28, 2.51422e-28, 1.35281e-12, 2.51422e-28, 6.8267e-12, 2.51422e-28, 2.17465e-08, 2.51422e-28, 2.51422e-28, 2.51422e-28
0.521038, 0, 3.44865e-08, 1.09658e-27, 1.41421, -3.44865e-08, 1.09658e-27, 0, 1.09658e-27, 1.09658e-27, 1.09658e-27, 1.09658e-27, 1.09658e-27, 1.09658e-27, 1.09658e-27, 1.09658e-27, 1.09658e-27, 1.09658e-27, 2.23625e-10, 1.09658e-27, 1.09658e-27, 2.49189e-12, 1.09658e-27, 1.23536e-11, 1.09658e-27, 3.4248e-08, 1.09658e-27, 1.09658e-27, 1.09658e-27
0.528921, 0, 5.37086e-08, 4.55805e-27, 1.41421, -5.37086e-08, 4.55805e-27, 0, 4.55805e-27, 4.55805e-27, 4.55805e-27, 4.55805e-27, 4.55805e-27, 4.55805e-27, 4.55805e-27, 4.55805e-27, 4.55805e-27, 4.55805e-27, 3.50591e-10, 4.55805e-27, 4.55805e-27, 4.56923e-12, 4.55805e-27, 2.2408e-11, 4.55805e-27, 5.33311e-08, 4.55805e-27, 4.55805e-27, 4.55805e-27
0.536804, 0, 8.27205e-08, 1.81039e-26, 1.41421, -8.27205e-08, 1.81039e-26, 0, 1.81039e-26, 1.81039e-26, 1.81039e-26, 1.81039e-26, 1.81039e-26, 1.81039e-26, 1.35288e-13, 1.81039e-26, 1.81039e-26, 1.81039e-26, 5.44238e-10, 1.81039e-26, 1.81039e-26, 8.33052e-12, 1.81039e-26, 4.07069e-11, 1.81039e-26, 8.2127e-08, 1.81039e-26, 1.81039e-26, 1.81039e-26
0.544687, 0, 1.26016e-07, 6.88848e-26, 1.41421, -1.26016e-07, 6.88848e-26, 0, 6.88848e-26, 6.88848e-26, 6.88848e-26, 6.88848e-26, 6.88848e-26, 6.88848e-26, 5.53445e-13, 6.88848e-26, 6.88848e-26, 6.88848e-26, 8.36779e-10, 6.88848e-26, 6.88848e-26, 1.50845e-11, 6.88848e-26, 7.39636e-11, 6.88848e-26, 1.2509e-07, 6.88848e-26, 6.88848e-26, 6.88848e-26
0.55257, 0, 1.89913e-07, 2.52855e-25, 1.41421, -1.89913e-07, 2.52855e-25, 0, 2.52855e-25, 2.52855e-25, 2.52855e-25, 2.52855e-25, 2.52855e-25, 2.52855e-25, 1.78499e-12, 2.52855e-25, 2.52855e-25, 2.52855e-25, 1.27464e-09, 2.52855e-25, 2.52855e-25, 2.70998e-11, 2.52855e-25, 1.34195e-10, 2.52855e-25, 1.88475e-07, 2.52855e-25, 2.52855e-25, 2.52855e-25
0.560453, 0, 2.84985e-07, 4.53218e-10, 1.41421, -2.84985e-07, 4.53654e-10, 4.53218e-10, 4.5323e-10, 4.53254e-10, 4.53247e-10, 4.53885e-10, 4.53642e-10, 4.54245e-10, 4.65068e-10, 4.62838e-10, 4.58009e-10, 1.73223e-09, 2.37738e-09, 4.54605e-10, 4.53259e-10, 5.01478e-10, 4.53255e-10, 6.95898e-10, 4.5322e-10, 2.81448e-07, 4.53218e-10, 4.53218e-10, 4.6619e-10
0.568336, 0, 4.25184e-07, 1.83506e-09, 1.41421, -4.25184e-07, 1.83683e-09, 1.83506e-09, 1.83511e-09, 1.83521e-09, 1.83518e-09, 1.83777e-09, 1.83678e-09, 1.83923e-09, 1.87652e-09, 1.87412e-09, 1.85452e-09, 7.02811e-09, 4.71431e-09, 1.84069e-09, 1.83523e-09, 1.92021e-09, 1.836e-09, 2.27169e-09, 1.83507e-09, 4.1642e-07, 1.83506e-09, 1.83506e-09, 1.88773e-09
0.576219, 0, 6.33792e-07, 5.86687e-09, 1.41421, -6.33792e-07, 5.87253e-09, 5.86687e-09, 5.86702e-09, 5.86734e-09, 5.86724e-09, 5.87554e-09, 5.87238e-09, 5.88021e-09, 5.99192e-09, 5.99196e-09, 5.92916e-09, 2.24972e-08, 1.01385e-08, 5.8849e-09, 5.8674e-09, 6.01556e-09, 5.87056e-09, 6.64698e-09, 5.86689e-09, 6.11423e-07, 5.86687e-09, 5.86687e-09, 6.03554e-09
0.584102, 0, 9.51242e-07, 1.71671e-08, 1.41421, -9.51242e-07, 1.71837e-08, 1.71671e-08, 1.71675e-08, 1.71684e-08, 1.71682e-08, 1.71925e-08, 1.71832e-08, 1.72062e-08, 1.75195e-08, 1.75335e-08, 1.73496e-08, 6.5885e-08, 2.34515e-08, 1.72199e-08, 1.71686e-08, 1.7424e-08, 1.7179e-08, 1.8549e-08, 1.71671e-08, 8.93039e-07, 1.71671e-08, 1.71671e-08, 1.76612e-08
0.591985, 0, 1.45443e-06, 4.7646e-08, 1.41421, -1.45443e-06, 4.76921e-08, 4.7646e-08, 4.76472e-08, 4.76498e-08, 4.7649e-08, 4.77166e-08, 4.76908e-08, 4.77546e-08, 4.85949e-08, 4.86638e-08, 4.81528e-08, 1.82959e-07, 5.68159e-08, 4.77926e-08, 4.76503e-08, 4.80853e-08, 4.76813e-08, 5.00693e-08, 4.76461e-08, 1.30277e-06, 4.7646e-08, 4.7646e-08, 4.90183e-08
0.599868, 0, 2.30001e-06, 1.26788e-07, 1.41421, -2.30001e-06, 1.26911e-07, 1.26788e-07, 1.26791e-07, 1.26798e-07, 1.26796e-07, 1.26976e-07, 1.26907e-07, 1.27077e-07, 1.29317e-07, 1.29498e-07, 1.28137e-07, 4.87061e-07, 1.4006e-07, 1.27178e-07, 1.268e-07, 1.27531e-07, 1.26887e-07, 1.30996e-07, 1.26788e-07, 1.91002e-06, 1.26788e-07, 1.26788e-07, 1.30442e-07
0.607751, 0, 3.8195e-06, 3.24699e-07, 1.41421, -3.8195e-06, 3.25013e-07, 3.24699e-07, 3.24707e-07, 3.24725e-07, 3.2472e-07, 3.25181e-07, 3.25005e-07, 3.2544e-07, 3.31201e-07, 3.31642e-07, 3.28157e-07, 1.2478e-06, 3.43756e-07, 3.257e-07, 3.24729e-07, 3.25941e-07, 3.24963e-07, 3.31912e-07, 3.247e-07, 2.83943e-06, 3.24699e-07, 3.24699e-07, 3.34061e-07
0.615634, 0, 6.72259e-06, 8.01466e-07, 1.41421, -6.72259e-06, 8.02243e-07, 8.01466e-07, 8.01487e-07, 8.01531e-07, 8.01518e-07, 8.02656e-07, 8.02222e-07, 8.03296e-07, 8.18968e-07, 8.18613e-07, 8.10005e-07, 3.08109e-06, 8.28615e-07, 8.03937e-07, 8.0154e-07, 8.03522e-07, 8.02144e-07, 8.13678e-07, 8.01469e-07, 4.32733e-06, 8.01466e-07, 8.01466e-07, 8.24587e-07
