   PIQUANT 0.0.0-main  ps__0097_0675553164_000rfs_shot_50.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Cr_K, Ti_K, Ca_K, K_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
-0.0014206, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00647577, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0143721, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0222685, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0301649, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0380613, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0459576, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.053854, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0617504, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0696468, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0775431, 0, 3.54847e-30, 0, 1.41421, -3.54847e-30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.04273e-33, 0, 0, 5.62301e-35, 1.34244e-35, 0, 3.54236e-30, 0, 0, 0
0.0854395, 0, 3.887e-29, 0, 1.41421, -3.887e-29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.61876e-32, 0, 0, 6.15902e-34, 2.86517e-33, 0, 3.88004e-29, 0, 0, 0
0.0933359, 0, 2.67251e-28, 0, 1.41421, -2.67251e-28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.55055e-31, 0, 0, 4.23448e-33, 3.0423e-32, 0, 2.66762e-28, 0, 0, 0
0.101232, 0, 1.46864e-27, 0, 1.41421, -1.46864e-27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.50063e-30, 0, 0, 2.32943e-32, 2.064e-31, 0, 1.46591e-27, 0, 0, 0
0.109129, 0, 7.029e-27, 0, 1.41421, -7.029e-27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.19679e-29, 0, 0, 1.11822e-31, 1.12524e-30, 0, 7.0158e-27, 0, 0, 0
0.117025, 0, 3.05314e-26, 0, 1.41421, -3.05314e-26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.19834e-29, 0, 0, 4.87915e-31, 5.35494e-30, 0, 3.04736e-26, 0, 0, 0
0.124921, 0, 1.23179e-25, 0, 1.41421, -1.23179e-25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.09724e-28, 0, 0, 1.97938e-30, 2.31558e-29, 0, 1.22944e-25, 0, 0, 0
0.132818, 0, 4.68291e-25, 0, 1.41421, -4.68291e-25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.97302e-28, 0, 0, 7.57157e-30, 9.30871e-29, 0, 4.67393e-25, 0, 0, 0
0.140714, 0, 1.69384e-24, 0, 1.41421, -1.69384e-24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.88387e-27, 0, 0, 2.75688e-29, 3.52846e-28, 0, 1.69058e-24, 0, 0, 0
0.14861, 0, 5.86919e-24, 0, 1.41421, -5.86919e-24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.99258e-27, 0, 0, 9.61947e-29, 1.27311e-27, 0, 5.85783e-24, 0, 0, 0
0.156507, 0, 1.95808e-23, 0, 1.41421, -1.95808e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.33369e-26, 0, 0, 3.23269e-28, 4.402e-27, 0, 1.95427e-23, 0, 0, 0
0.164403, 0, 6.31418e-23, 0, 1.41421, -6.31418e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.075e-25, 0, 0, 1.05036e-27, 1.46594e-26, 0, 6.30185e-23, 0, 0, 0
0.1723, 0, 1.97411e-22, 0, 1.41421, -1.97411e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.36094e-25, 0, 0, 3.30979e-27, 4.71988e-26, 0, 1.97024e-22, 0, 0, 0
