   PIQUANT 0.0.0-main  ps__0097_0675553164_000rfs_shot_180.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Ni_K, Cl_K, S_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
0.124647, 0, 8.9842e-12, 0, 1.41421, -8.9842e-12, 0, 0, 0, 0, 0, 0, 0, 3.58423e-14, 0, 0, 1.02515e-16, 3.95724e-15, 0, 8.94429e-12, 0, 0
0.132342, 0, 1.42431e-11, 0, 1.41421, -1.42431e-11, 0, 0, 0, 0, 0, 0, 0, 5.68225e-14, 0, 0, 1.66282e-16, 6.5029e-15, 0, 1.41796e-11, 0, 0
0.140038, 0, 2.24394e-11, 0, 1.41421, -2.24394e-11, 0, 0, 0, 0, 0, 0, 0, 8.95216e-14, 0, 0, 2.68137e-16, 1.06274e-14, 0, 2.2339e-11, 0, 0
0.147733, 0, 3.51336e-11, 0, 1.41421, -3.51336e-11, 0, 0, 0, 0, 0, 0, 0, 1.40166e-13, 0, 0, 4.29902e-16, 1.72735e-14, 0, 3.49757e-11, 0, 0
0.155429, 0, 5.46713e-11, 0, 1.41421, -5.46713e-11, 0, 0, 0, 0, 0, 0, 0, 2.18114e-13, 0, 0, 6.85401e-16, 2.79256e-14, 0, 5.44246e-11, 0, 0
0.163124, 0, 8.45558e-11, 0, 1.41421, -8.45558e-11, 0, 0, 0, 0, 0, 0, 0, 3.37348e-13, 0, 0, 1.08675e-15, 4.4908e-14, 0, 8.41725e-11, 0, 0
0.17082, 0, 1.29986e-10, 0, 1.41421, -1.29986e-10, 0, 0, 0, 0, 0, 0, 0, 5.18614e-13, 0, 0, 1.71387e-15, 7.1842e-14, 0, 1.29393e-10, 0, 0
0.178516, 0, 1.98626e-10, 0, 1.41421, -1.98626e-10, 0, 0, 0, 0, 0, 0, 0, 7.92511e-13, 0, 0, 2.68879e-15, 1.14341e-13, 0, 1.97716e-10, 0, 0
0.186211, 0, 3.01705e-10, 0, 1.41421, -3.01705e-10, 0, 0, 0, 0, 0, 0, 0, 1.20387e-12, 0, 0, 4.19696e-15, 1.81065e-13, 0, 3.00315e-10, 0, 0
0.193907, 0, 4.5557e-10, 0, 1.41421, -4.5557e-10, 0, 0, 0, 0, 0, 0, 0, 1.81799e-12, 0, 0, 6.51915e-15, 2.85308e-13, 0, 4.5346e-10, 0, 0
0.201602, 0, 6.84078e-10, 0, 1.41421, -6.84078e-10, 0, 0, 0, 0, 0, 0, 0, 2.73022e-12, 0, 0, 1.00944e-14, 4.48122e-13, 0, 6.8089e-10, 0, 0
0.209298, 0, 1.02087e-09, 0, 1.41421, -1.02087e-09, 0, 0, 0, 0, 0, 0, 0, 4.07499e-12, 0, 0, 1.5537e-14, 6.99329e-13, 0, 1.01608e-09, 0, 0
0.216993, 0, 1.51469e-09, 0, 1.41421, -1.51469e-09, 0, 0, 0, 0, 0, 0, 0, 6.04723e-12, 0, 0, 2.38133e-14, 1.08633e-12, 0, 1.50753e-09, 0, 0
0.224689, 0, 2.23447e-09, 0, 1.41421, -2.23447e-09, 0, 0, 0, 0, 0, 0, 0, 8.92291e-12, 0, 0, 3.63537e-14, 1.67989e-12, 0, 2.22383e-09, 0, 0
0.232385, 0, 3.27752e-09, 0, 1.41421, -3.27752e-09, 0, 0, 0, 0, 0, 0, 0, 1.30918e-11, 0, 0, 5.52938e-14, 2.58644e-12, 0, 3.26179e-09, 0, 0
0.24008, 0, 4.78028e-09, 0, 1.41421, -4.78028e-09, 0, 0, 0, 0, 0, 0, 0, 1.91009e-11, 0, 0, 8.38175e-14, 3.96534e-12, 0, 4.75713e-09, 0, 0
0.247776, 0, 6.93293e-09, 3.15292e-43, 1.41421, -6.93293e-09, 0, 3.15292e-43, 3.15292e-43, 3.15292e-43, 3.15292e-43, 3.15292e-43, 3.15292e-43, 2.77139e-11, 3.15292e-43, 3.15292e-43, 1.26667e-13, 6.05451e-12, 3.15292e-43, 6.89904e-09, 3.15292e-43, 3.15292e-43
0.255471, 0, 9.9989e-09, 5.21143e-42, 1.41421, -9.9989e-09, 0, 5.21143e-42, 5.21143e-42, 5.21143e-42, 5.21143e-42, 5.21143e-42, 5.21143e-42, 3.99898e-11, 5.21143e-42, 5.21143e-42, 1.909e-13, 9.20793e-12, 5.21143e-42, 9.94951e-09, 5.21143e-42, 5.21143e-42
0.263167, 0, 1.4341e-08, 7.53829e-41, 1.41421, -1.4341e-08, 0, 7.53829e-41, 7.53829e-41, 7.53829e-41, 7.53829e-41, 7.53829e-41, 7.53829e-41, 5.73896e-11, 7.53829e-41, 7.53829e-41, 2.87025e-13, 1.39507e-11, 7.53829e-41, 1.42693e-08, 7.53829e-41, 7.53829e-41
0.270863, 0, 2.04556e-08, 9.66316e-40, 1.41421, -2.04556e-08, 0, 9.66316e-40, 9.66316e-40, 9.66316e-40, 9.66316e-40, 9.66316e-40, 9.66316e-40, 8.19173e-11, 9.66316e-40, 9.66316e-40, 4.30685e-13, 2.10598e-11, 9.66316e-40, 2.03522e-08, 9.66316e-40, 9.66316e-40
0.278558, 0, 2.90185e-08, 1.11301e-38, 1.41421, -2.90185e-08, 0, 1.11301e-38, 1.11301e-38, 1.11301e-38, 1.11301e-38, 1.11301e-38, 1.11301e-38, 1.16306e-10, 1.11301e-38, 1.11301e-38, 6.45177e-13, 3.16812e-11, 1.11301e-38, 2.88699e-08, 1.11301e-38, 1.11301e-38
0.286254, 0, 4.09433e-08, 1.15961e-37, 1.41421, -4.09433e-08, 0, 1.15961e-37, 1.15961e-37, 1.15961e-37, 1.15961e-37, 1.15961e-37, 1.15961e-37, 1.64263e-10, 1.15961e-37, 1.15961e-37, 9.65223e-13, 4.75019e-11, 1.15961e-37, 4.07306e-08, 1.15961e-37, 1.15961e-37
0.293949, 0, 5.74588e-08, 1.09821e-36, 1.41421, -5.74588e-08, 0, 1.09821e-36, 1.09821e-36, 1.09821e-36, 1.09821e-36, 1.09821e-36, 1.09821e-36, 2.3079e-10, 1.09821e-36, 1.09821e-36, 1.44261e-12, 7.09986e-11, 1.09821e-36, 5.71556e-08, 1.09821e-36, 1.09821e-36
0.301645, 0, 8.02075e-08, 9.50338e-36, 1.41421, -8.02075e-08, 0, 9.50338e-36, 9.50338e-36, 9.50338e-36, 9.50338e-36, 9.50338e-36, 9.50338e-36, 3.22599e-10, 9.50338e-36, 9.50338e-36, 2.15459e-12, 1.058e-10, 9.50338e-36, 7.9777e-08, 9.50338e-36, 9.50338e-36
0.30934, 0, 1.11372e-07, 7.55057e-35, 1.41421, -1.11372e-07, 0, 7.55057e-35, 7.55057e-35, 7.55057e-35, 7.55057e-35, 7.55057e-35, 7.55057e-35, 4.4865e-10, 7.55057e-35, 7.55057e-35, 3.21652e-12, 1.57208e-10, 7.55057e-35, 1.10763e-07, 7.55057e-35, 7.55057e-35
0.317036, 0, 1.53839e-07, 5.53289e-34, 1.41421, -1.53839e-07, 0, 5.53289e-34, 5.53289e-34, 5.53289e-34, 5.53289e-34, 5.53289e-34, 5.53289e-34, 6.20848e-10, 5.53289e-34, 5.53289e-34, 4.80059e-12, 2.32957e-10, 5.53289e-34, 1.5298e-07, 5.53289e-34, 5.53289e-34
0.324732, 0, 2.11397e-07, 3.75517e-33, 1.41421, -2.11397e-07, 0, 3.75517e-33, 3.75517e-33, 3.75517e-33, 3.75517e-33, 3.75517e-33, 3.75517e-33, 8.54926e-10, 3.75517e-33, 3.75517e-33, 7.16389e-12, 3.44298e-10, 3.75517e-33, 2.10191e-07, 3.75517e-33, 3.75517e-33
0.332427, 0, 2.8901e-07, 7.85319e-32, 1.41421, -2.8901e-07, 0, 7.85319e-32, 7.85319e-32, 7.85319e-32, 7.85319e-32, 7.85319e-32, 7.85319e-32, 1.17163e-09, 7.85319e-32, 7.85319e-32, 1.07024e-11, 5.0784e-10, 7.85319e-32, 2.8732e-07, 7.85319e-32, 7.85319e-32
0.340123, 0, 3.93101e-07, 4.77e-31, 1.41421, -3.93101e-07, 0, 4.77e-31, 4.77e-31, 4.77e-31, 4.77e-31, 4.77e-31, 4.77e-31, 1.59797e-09, 4.77e-31, 4.77e-31, 1.59676e-11, 7.46757e-10, 4.77e-31, 3.9074e-07, 4.77e-31, 4.77e-31
0.347818, 0, 5.31996e-07, 2.71325e-30, 1.41421, -5.31996e-07, 0, 2.71325e-30, 2.71325e-30, 2.71325e-30, 2.71325e-30, 2.71325e-30, 2.71325e-30, 2.16933e-09, 2.71325e-30, 2.71325e-30, 2.38191e-11, 1.09538e-09, 2.71325e-30, 5.28708e-07, 2.71325e-30, 2.71325e-30
0.355514, 0, 7.1639e-07, 1.44715e-29, 1.41421, -7.1639e-07, 0, 1.44715e-29, 1.44715e-29, 1.44715e-29, 1.44715e-29, 1.44715e-29, 1.44715e-29, 2.93153e-09, 1.44715e-29, 1.44715e-29, 3.55201e-11, 1.60283e-09, 1.44715e-29, 7.1182e-07, 1.44715e-29, 1.44715e-29
0.36321, 0, 9.59957e-07, 7.25679e-29, 1.41421, -9.59957e-07, 0, 7.25679e-29, 7.25679e-29, 7.25679e-29, 7.25679e-29, 7.25679e-29, 7.25679e-29, 3.94383e-09, 7.25679e-29, 7.25679e-29, 5.2941e-11, 2.33955e-09, 7.25679e-29, 9.53621e-07, 7.25679e-29, 7.25679e-29
0.370905, 0, 1.28009e-06, 3.4313e-28, 1.41421, -1.28009e-06, 0, 3.4313e-28, 3.4313e-28, 3.4313e-28, 3.4313e-28, 3.4313e-28, 3.4313e-28, 5.28245e-09, 3.4313e-28, 3.4313e-28, 7.88433e-11, 3.40619e-09, 3.4313e-28, 1.27132e-06, 3.4313e-28, 3.4313e-28
0.378601, 0, 1.69878e-06, 1.53433e-27, 1.41421, -1.69878e-06, 0, 1.53433e-27, 1.53433e-27, 1.53433e-27, 1.53433e-27, 1.53433e-27, 1.53433e-27, 7.04511e-09, 1.53433e-27, 1.53433e-27, 1.17289e-10, 4.94604e-09, 1.53433e-27, 1.68667e-06, 1.53433e-27, 1.53433e-27
0.386296, 0, 2.24374e-06, 6.50679e-27, 1.41421, -2.24374e-06, 0, 6.50679e-27, 6.50679e-27, 6.50679e-27, 6.50679e-27, 6.50679e-27, 6.50679e-27, 9.35657e-09, 6.50679e-27, 6.50679e-27, 1.74232e-10, 7.16218e-09, 6.50679e-27, 2.22705e-06, 6.50679e-27, 6.50679e-27
0.393992, 0, 2.94965e-06, 2.62387e-26, 1.41421, -2.94965e-06, 0, 2.62387e-26, 2.62387e-26, 2.62387e-26, 2.62387e-26, 2.62387e-26, 2.62387e-26, 1.23754e-08, 2.62387e-26, 2.62387e-26, 2.58355e-10, 1.0341e-08, 2.62387e-26, 2.92668e-06, 2.62387e-26, 2.62387e-26
0.401687, 0, 3.85974e-06, 1.00862e-25, 1.41421, -3.85974e-06, 0, 1.00862e-25, 1.00862e-25, 1.00862e-25, 1.00862e-25, 1.00862e-25, 1.00862e-25, 1.63027e-08, 1.00862e-25, 1.00862e-25, 3.82268e-10, 1.48847e-08, 1.00862e-25, 3.82817e-06, 1.00862e-25, 1.00862e-25
0.409383, 0, 5.02762e-06, 3.70471e-25, 1.41421, -5.02762e-06, 0, 3.70471e-25, 3.70471e-25, 3.70471e-25, 3.15446e-13, 3.70471e-25, 3.70471e-25, 2.13922e-08, 3.70471e-25, 3.70471e-25, 5.64192e-10, 2.13545e-08, 3.70471e-25, 4.98431e-06, 3.70471e-25, 3.70471e-25
0.417079, 0, 6.51944e-06, 1.30316e-24, 1.41421, -6.51944e-06, 0, 1.30316e-24, 1.30316e-24, 1.30316e-24, 9.73956e-13, 1.30316e-24, 1.30316e-24, 2.79626e-08, 1.30316e-24, 1.30316e-24, 8.30304e-10, 3.05296e-08, 1.30316e-24, 6.46012e-06, 1.30316e-24, 1.30316e-24
0.424774, 0, 8.41644e-06, 4.44422e-24, 1.41421, -8.41644e-06, 0, 4.44422e-24, 4.44422e-24, 4.44422e-24, 2.30926e-12, 4.44422e-24, 4.44422e-24, 3.64137e-08, 4.44422e-24, 4.44422e-24, 1.21802e-09, 4.34851e-08, 4.44422e-24, 8.33532e-06, 4.44422e-24, 4.44422e-24
0.43247, 0, 1.08361e-05, 1.56586e-08, 1.41421, -1.08361e-05, 1.56586e-08, 1.56589e-08, 1.5659e-08, 1.566e-08, 1.56785e-08, 1.56737e-08, 1.58662e-08, 6.29039e-08, 1.56641e-08, 1.56591e-08, 1.74391e-08, 7.73539e-08, 1.56586e-08, 1.07244e-05, 1.56586e-08, 1.64196e-08
0.440165, 0, 1.39007e-05, 4.78743e-08, 1.41421, -1.39007e-05, 4.78743e-08, 4.78751e-08, 4.78755e-08, 4.78786e-08, 4.79302e-08, 4.79207e-08, 4.85108e-08, 1.08951e-07, 4.78913e-08, 4.78758e-08, 5.04673e-08, 1.35043e-07, 4.78743e-08, 1.37467e-05, 4.78743e-08, 5.02084e-08
0.447861, 0, 1.77785e-05, 1.12539e-07, 1.41421, -1.77785e-05, 1.12539e-07, 1.12541e-07, 1.12542e-07, 1.12549e-07, 1.12667e-07, 1.12648e-07, 1.14039e-07, 1.91217e-07, 1.12579e-07, 1.12543e-07, 1.163e-07, 2.35161e-07, 1.12539e-07, 1.75661e-05, 1.12539e-07, 1.18039e-07
0.455556, 0, 2.26813e-05, 2.3969e-07, 1.41421, -2.26813e-05, 2.3969e-07, 2.39694e-07, 2.39696e-07, 2.39712e-07, 2.39959e-07, 2.39923e-07, 2.42891e-07, 3.40685e-07, 2.39775e-07, 2.39698e-07, 2.45122e-07, 4.11395e-07, 2.3969e-07, 2.23876e-05, 2.3969e-07, 2.51425e-07
0.463252, 0, 2.88898e-05, 4.8502e-07, 1.41421, -2.88898e-05, 4.8502e-07, 4.85029e-07, 4.85032e-07, 4.85065e-07, 4.85559e-07, 4.85493e-07, 4.91506e-07, 6.14214e-07, 4.85193e-07, 4.85036e-07, 4.9283e-07, 7.24307e-07, 4.85021e-07, 2.8482e-05, 4.8502e-07, 5.08802e-07
0.470948, 0, 3.67962e-05, 9.59202e-07, 1.41421, -3.67962e-05, 9.59202e-07, 9.59219e-07, 9.59225e-07, 9.5929e-07, 9.60479e-07, 9.60138e-07, 9.72049e-07, 1.1239e-06, 9.59544e-07, 9.59232e-07, 9.7038e-07, 1.29139e-06, 9.59202e-07, 3.62254e-05, 9.59202e-07, 1.00631e-06
0.478643, 0, 4.6903e-05, 1.8267e-06, 1.41421, -4.6903e-05, 1.8267e-06, 1.82674e-06, 1.82675e-06, 1.82687e-06, 1.83094e-06, 1.82849e-06, 1.85119e-06, 2.03596e-06, 1.82736e-06, 1.82676e-06, 1.84263e-06, 2.2852e-06, 1.82671e-06, 4.60981e-05, 1.8267e-06, 1.91648e-06
0.486339, 0, 5.99782e-05, 3.41686e-06, 1.41421, -5.99782e-05, 3.41686e-06, 3.41692e-06, 3.41694e-06, 3.41717e-06, 3.427e-06, 3.42019e-06, 3.46268e-06, 3.68183e-06, 3.41808e-06, 3.41696e-06, 3.43942e-06, 4.04643e-06, 3.41686e-06, 5.8832e-05, 3.41686e-06, 3.58487e-06
0.494034, 0, 7.71346e-05, 6.284e-06, 1.41421, -7.71346e-05, 6.284e-06, 6.28412e-06, 6.28416e-06, 6.28458e-06, 6.30568e-06, 6.29014e-06, 6.36832e-06, 6.61841e-06, 6.28625e-06, 6.2842e-06, 6.31584e-06, 7.14399e-06, 6.28401e-06, 7.54837e-05, 6.284e-06, 6.59315e-06
0.50173, 0, 0.000100042, 1.137e-05, 1.41421, -0.000100042, 1.137e-05, 1.13702e-05, 1.13702e-05, 1.1371e-05, 1.14135e-05, 1.13811e-05, 1.15226e-05, 1.17906e-05, 1.1374e-05, 1.13703e-05, 1.14147e-05, 1.25385e-05, 1.137e-05, 9.76357e-05, 1.137e-05, 1.19296e-05
0.509426, 0, 0.000131253, 2.02467e-05, 1.41421, -0.000131253, 2.02467e-05, 2.02471e-05, 2.02472e-05, 2.02486e-05, 2.03316e-05, 2.02665e-05, 2.05186e-05, 2.07741e-05, 2.0254e-05, 2.02474e-05, 2.03092e-05, 2.18262e-05, 2.02467e-05, 0.0001277, 2.02467e-05, 2.12438e-05
0.517121, 0, 0.000174683, 3.54927e-05, 1.41421, -0.000174683, 3.54927e-05, 3.54934e-05, 3.54936e-05, 3.5496e-05, 3.56524e-05, 3.55275e-05, 3.59696e-05, 3.61518e-05, 3.55055e-05, 3.54939e-05, 3.55795e-05, 3.76166e-05, 3.54928e-05, 0.000169375, 3.54927e-05, 3.72414e-05
0.524817, 0, 0.000236359, 6.1263e-05, 1.41421, -0.000236359, 6.1263e-05, 6.12641e-05, 6.12645e-05, 6.12686e-05, 6.15589e-05, 6.13229e-05, 6.20865e-05, 6.20839e-05, 6.12849e-05, 6.12649e-05, 6.13829e-05, 6.4104e-05, 6.1263e-05, 0.000228346, 6.1263e-05, 6.42827e-05
0.532512, 0, 0.000325524, 0.000104136, 1.41421, -0.000325524, 0.000104136, 0.000104138, 0.000104138, 0.000104145, 0.000104677, 0.000104238, 0.000105536, 0.000105155, 0.000104173, 0.000104139, 0.000104301, 0.000107917, 0.000104136, 0.000313324, 0.000104136, 0.000109271
0.540208, 0, 0.000456311, 0.000174347, 1.41421, -0.000456311, 0.000174347, 0.00017435, 0.000174352, 0.000174363, 0.000175322, 0.000174518, 0.000176694, 0.000175609, 0.00017441, 0.000174353, 0.000174573, 0.000179356, 0.000174347, 0.000437627, 0.000174347, 0.00018295
0.547903, 0, 0.000649865, 0.000287544, 1.41421, -0.000649865, 0.000287544, 0.000287549, 0.000287551, 0.000287571, 0.000289276, 0.000287826, 0.000291416, 0.000289101, 0.000287647, 0.000287553, 0.000287852, 0.000294149, 0.000287544, 0.000621161, 0.000287544, 0.00030174
0.555599, 0, 0.000937716, 0.000467226, 1.41421, -0.000937716, 0.000467226, 0.000467235, 0.000467238, 0.00046727, 0.00047026, 0.000467685, 0.000473521, 0.000469143, 0.000467394, 0.000467241, 0.000467645, 0.000475897, 0.000467227, 0.000893596, 0.000467226, 0.000490307
0.563295, 0, 0.00136613, 0.00074807, 1.41421, -0.00136613, 0.00074807, 0.000748084, 0.000748089, 0.00074814, 0.000753309, 0.000748805, 0.000758155, 0.000750423, 0.000748339, 0.000748094, 0.000748636, 0.000759409, 0.000748071, 0.00129845, 0.00074807, 0.000785047
0.57099, 0, 0.00200203, 0.00118035, 1.41421, -0.00200203, 0.00118035, 0.00118037, 0.00118038, 0.00118046, 0.00118927, 0.00118151, 0.00119627, 0.00118323, 0.00118077, 0.00118039, 0.00118111, 0.00119512, 0.00118035, 0.00189862, 0.00118035, 0.00123873
0.578686, 0, 0.00294071, 0.00183564, 1.41421, -0.00294071, 0.00183564, 0.00183567, 0.00183568, 0.00183581, 0.00185061, 0.00183744, 0.00186042, 0.00183916, 0.0018363, 0.0018357, 0.00183666, 0.00185483, 0.00183564, 0.00278361, 0.00183564, 0.00192649
0.586381, 0, 0.00431569, 0.00281406, 1.41421, -0.00431569, 0.00281406, 0.00281412, 0.00281414, 0.00281432, 0.00283883, 0.00281683, 0.00285208, 0.00281835, 0.00281508, 0.00281415, 0.00281543, 0.00283892, 0.00281407, 0.00407878, 0.00281406, 0.00295345
0.594077, 0, 0.00631111, 0.00425314, 1.41421, -0.00631111, 0.00425314, 0.00425322, 0.00425325, 0.00425354, 0.00429354, 0.00425733, 0.00431063, 0.00425835, 0.00425467, 0.00425328, 0.00425496, 0.00428525, 0.00425314, 0.00595682, 0.00425314, 0.00446396
0.601773, 0, 0.00917646, 0.00633832, 1.41421, -0.00917646, 0.00633832, 0.00633844, 0.00633848, 0.00633891, 0.00640331, 0.00634457, 0.00642407, 0.00634465, 0.00634061, 0.00633852, 0.00634074, 0.00637972, 0.00633833, 0.00865156, 0.00633832, 0.00665276
0.609468, 0, 0.0132446, 0.00931511, 1.41421, -0.0132446, 0.00931511, 0.00931528, 0.00931534, 0.00931597, 0.00941816, 0.0093243, 0.00944123, 0.00932277, 0.00931847, 0.00931541, 0.00931831, 0.00936838, 0.00931511, 0.0124747, 0.00931511, 0.00977761
0.617164, 0, 0.0189518, 0.0135025, 1.41421, -0.0189518, 0.0135025, 0.0135027, 0.0135028, 0.0135037, 0.0136636, 0.0135158, 0.0136854, 0.0135117, 0.0135073, 0.0135029, 0.0135067, 0.0135709, 0.0135025, 0.0178343, 0.0135025, 0.0141735
0.624859, 0, 0.0268601, 0.0193068, 1.41421, -0.0268601, 0.0193068, 0.0193071, 0.0193073, 0.0193086, 0.0195552, 0.0193259, 0.0195687, 0.019318, 0.0193138, 0.0193074, 0.0193123, 0.0193945, 0.0193068, 0.0252556, 0.0193068, 0.0202672
0.632555, 0, 0.0376814, 0.027236, 1.41421, -0.0376814, 0.027236, 0.0272365, 0.0272367, 0.0272386, 0.0276138, 0.027263, 0.0276058, 0.0272495, 0.0272459, 0.0272369, 0.0272433, 0.0273483, 0.027236, 0.0354032, 0.027236, 0.0285923
0.64025, 0, 0.0523021, 0.0379121, 1.41421, -0.0523021, 0.0379121, 0.0379128, 0.0379131, 0.0379157, 0.0384784, 0.0379497, 0.0384274, 0.0379284, 0.0379259, 0.0379134, 0.0379217, 0.0380555, 0.0379122, 0.0491038, 0.0379121, 0.0398021
0.647946, 0, 0.071807, 0.0520811, 1.41421, -0.071807, 0.0520811, 0.0520821, 0.0520824, 0.052086, 0.0529184, 0.0521327, 0.0527897, 0.0521006, 0.0521, 0.0520828, 0.0520936, 0.0522637, 0.0520812, 0.0673679, 0.0520811, 0.0546806
0.655642, 0, 0.0975009, 0.0706179, 1.41421, -0.0975009, 0.0706179, 0.0706192, 0.0706197, 0.0706245, 0.0718387, 0.070688, 0.0715797, 0.0706413, 0.0706435, 0.0706202, 0.0706341, 0.0708497, 0.070618, 0.09141, 0.0706179, 0.0741472
0.663337, 0, 0.130928, 0.094526, 1.41421, -0.130928, 0.094526, 0.0945277, 0.0945284, 0.0945348, 0.0962815, 0.0946199, 0.095815, 0.094554, 0.0945603, 0.0945291, 0.094547, 0.0948191, 0.0945261, 0.122666, 0.094526, 0.0992568
0.671033, 0, 0.173884, 0.124928, 1.41421, -0.173884, 0.124928, 0.12493, 0.124931, 0.12494, 0.127418, 0.125052, 0.126634, 0.124962, 0.124974, 0.124932, 0.124955, 0.125297, 0.124928, 0.162806, 0.124928, 0.13119
0.678728, 0, 0.228427, 0.163048, 1.41421, -0.228427, 0.163048, 0.163051, 0.163052, 0.163063, 0.166531, 0.16321, 0.165277, 0.163087, 0.163107, 0.163053, 0.163083, 0.16351, 0.163048, 0.21374, 0.163048, 0.171234
0.686424, 0, 0.296875, 0.210178, 1.41421, -0.296875, 0.210178, 0.210182, 0.210183, 0.210198, 0.214986, 0.210387, 0.213056, 0.210225, 0.210254, 0.210185, 0.210223, 0.210754, 0.210178, 0.277625, 0.210178, 0.220751
0.69412, 0, 0.381803, 0.267642, 1.41421, -0.381803, 0.267642, 0.267647, 0.267649, 0.267667, 0.274188, 0.26791, 0.271313, 0.267698, 0.26774, 0.267651, 0.2677, 0.268355, 0.267642, 0.356857, 0.267642, 0.281135
0.701815, 0, 0.486034, 0.336742, 1.41421, -0.486034, 0.336742, 0.336748, 0.336751, 0.336774, 0.345534, 0.337079, 0.341368, 0.336808, 0.336865, 0.336753, 0.336816, 0.337617, 0.336742, 0.454067, 0.336742, 0.353759
0.709511, 0.978757, 0.612622, 0.418694, 1.72591, 0.366135, 0.418694, 0.418701, 0.418704, 0.418733, 0.430346, 0.419113, 0.424455, 0.41877, 0.418847, 0.418708, 0.418787, 0.41976, 0.418694, 0.572112, 0.418694, 0.439909
0.717206, 0.0212435, 0.764837, 0.51456, 1.4217, -0.743594, 0.51456, 0.51457, 0.514573, 0.514609, 0.529796, 0.515077, 0.521654, 0.514649, 0.514749, 0.514578, 0.514678, 0.515849, 0.51456, 0.714064, 0.51456, 0.540714
0.724902, 0, 0.946149, 0.62518, 1.41421, -0.946149, 0.62518, 0.625192, 0.625196, 0.625239, 0.64484, 0.625809, 0.633816, 0.625283, 0.625409, 0.625202, 0.625328, 0.626723, 0.62518, 0.883204, 0.62518, 0.657069
0.732597, 0, 1.16021, 0.751093, 1.41421, -1.16021, 0.751093, 0.751107, 0.751113, 0.751165, 0.776127, 0.751851, 0.76149, 0.751212, 0.751369, 0.75112, 0.751279, 0.752924, 0.751094, 1.08301, 0.751093, 0.789562
0.740293, 0, 1.41084, 0.892479, 1.41421, -1.41084, 0.892479, 0.892496, 0.892502, 0.892564, 0.923938, 0.893381, 0.904861, 0.892615, 0.892807, 0.892511, 0.892711, 0.89463, 0.89248, 1.31716, 0.892479, 0.938408
0.747989, 0, 1.70202, 1.0491, 1.41421, -1.70202, 1.0491, 1.04912, 1.04913, 1.0492, 1.08812, 1.05016, 1.06369, 1.04925, 1.04949, 1.04914, 1.04939, 1.0516, 1.0491, 1.58953, 1.0491, 1.10339
