   PIQUANT 0.0.0-main  ps__0097_0675553164_000rfs_shot_145.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Cr_K, Ti_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
-0.00020116, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00767699, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0155551, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0234333, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0313114, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0391896, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0470677, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0549459, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.062824, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0707022, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0785803, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0864585, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0943367, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.102215, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.110093, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.117971, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.125849, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.133727, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.141606, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.149484, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.157362, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.16524, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.173118, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.180996, 0, 8.72984e-30, 0, 1.41421, -8.72984e-30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.33999e-32, 0, 0, 1.2446e-34, 4.86948e-36, 0, 8.69631e-30, 0, 0
0.188874, 0, 1.087e-28, 0, 1.41421, -1.087e-28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.15877e-31, 0, 0, 1.54971e-33, 9.3932e-34, 0, 1.08282e-28, 0, 0
0.196753, 0, 8.49585e-28, 0, 1.41421, -8.49585e-28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.25042e-30, 0, 0, 1.21123e-32, 1.13669e-32, 0, 8.46311e-28, 0, 0
0.204631, 0, 5.29842e-27, 0, 1.41421, -5.29842e-27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.02711e-29, 0, 0, 7.55728e-32, 8.79009e-32, 0, 5.27799e-27, 0, 0
0.212509, 0, 2.87015e-26, 0, 1.41421, -2.87015e-26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.09808e-28, 0, 0, 4.09947e-31, 5.44933e-31, 0, 2.85907e-26, 0, 0
0.220387, 0, 1.40654e-25, 0, 1.41421, -1.40654e-25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.38125e-28, 0, 0, 2.01328e-30, 2.93981e-30, 0, 1.40111e-25, 0, 0
0.228265, 0, 6.38031e-25, 0, 1.41421, -6.38031e-25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.44102e-27, 0, 0, 9.15673e-30, 1.43609e-29, 0, 6.35566e-25, 0, 0
0.236143, 0, 2.71765e-24, 0, 1.41421, -2.71765e-24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.03973e-26, 0, 0, 3.91203e-29, 6.49757e-29, 0, 2.70715e-24, 0, 0
0.244022, 0, 1.09751e-23, 0, 1.41421, -1.09751e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.19889e-26, 0, 0, 1.5851e-28, 2.76163e-28, 0, 1.09326e-23, 0, 0
0.2519, 0, 4.23142e-23, 0, 1.41421, -4.23142e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.61888e-25, 0, 0, 6.13332e-28, 1.11321e-27, 0, 4.21506e-23, 0, 0
0.259778, 0, 1.56558e-22, 0, 1.41421, -1.56558e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.98966e-25, 0, 0, 2.27802e-27, 4.28517e-27, 0, 1.55952e-22, 0, 0
0.267656, 0, 5.58089e-22, 0, 1.41421, -5.58089e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.13516e-24, 0, 0, 8.15399e-27, 1.58326e-26, 0, 5.5593e-22, 0, 0
0.275534, 0, 1.92287e-21, 0, 1.41421, -1.92287e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.35658e-24, 0, 0, 2.82174e-26, 5.63717e-26, 0, 1.91543e-21, 0, 0
0.283412, 0, 6.41995e-21, 0, 1.41421, -6.41995e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.45616e-23, 0, 0, 9.46492e-26, 1.94027e-25, 0, 6.3951e-21, 0, 0
0.29129, 0, 2.08146e-20, 0, 1.41421, -2.08146e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.9633e-23, 0, 0, 3.08386e-25, 6.47248e-25, 0, 2.0734e-20, 0, 0
0.299169, 0, 6.56481e-20, 0, 1.41421, -6.56481e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.51158e-22, 0, 0, 9.77727e-25, 2.097e-24, 0, 6.53938e-20, 0, 0
0.307047, 0, 2.01717e-19, 0, 1.41421, -2.01717e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.71734e-22, 0, 0, 3.02094e-24, 6.61026e-24, 0, 2.00936e-19, 0, 0
0.314925, 0, 6.04613e-19, 0, 1.41421, -6.04613e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.31314e-21, 0, 0, 9.108e-24, 2.03035e-23, 0, 6.0227e-19, 0, 0
0.322803, 0, 1.76967e-18, 0, 1.41421, -1.76967e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.77041e-21, 0, 0, 2.68247e-23, 6.08422e-23, 0, 1.76282e-18, 0, 0
0.330681, 0, 5.17364e-18, 0, 1.41421, -5.17364e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.9793e-20, 0, 0, 7.90799e-23, 1.82832e-22, 0, 5.15359e-18, 0, 0
0.338559, 0, 1.44273e-17, 0, 1.41421, -1.44273e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.51943e-20, 0, 0, 2.22043e-22, 5.20926e-22, 0, 1.43714e-17, 0, 0
0.346438, 0, 3.94044e-17, 0, 1.41421, -3.94044e-17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.50745e-19, 0, 0, 6.10881e-22, 1.45305e-21, 0, 3.92516e-17, 0, 0
0.354316, 0, 1.05465e-16, 0, 1.41421, -1.05465e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.03455e-19, 0, 0, 1.64768e-21, 3.97042e-21, 0, 1.05056e-16, 0, 0
0.362194, 0, 2.76746e-16, 0, 1.41421, -2.76746e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.05865e-18, 0, 0, 4.35918e-21, 1.06337e-20, 0, 2.75673e-16, 0, 0
0.370072, 0, 7.1227e-16, 0, 1.41421, -7.1227e-16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.72455e-18, 0, 0, 1.13174e-20, 2.79274e-20, 0, 7.09507e-16, 0, 0
0.37795, 0, 1.7987e-15, 0, 1.41421, -1.7987e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.87987e-18, 0, 0, 2.88451e-20, 7.19561e-20, 0, 1.79171e-15, 0, 0
0.385828, 0, 4.45822e-15, 0, 1.41421, -4.45822e-15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.70511e-17, 0, 0, 7.22013e-20, 1.81954e-19, 0, 4.44091e-15, 0, 0
0.393706, 0, 1.08488e-14, 0, 1.41421, -1.08488e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.1489e-17, 0, 0, 1.77557e-19, 4.51716e-19, 0, 1.08066e-14, 0, 0
0.401585, 0, 2.59252e-14, 0, 1.41421, -2.59252e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.91358e-17, 0, 0, 4.29137e-19, 1.10132e-18, 0, 2.58246e-14, 0, 0
0.409463, 0, 6.08536e-14, 1.82169e-44, 1.41421, -6.08536e-14, 0, 1.82169e-44, 1.82169e-44, 1.82169e-44, 1.82169e-44, 1.82169e-44, 1.82169e-44, 1.82169e-44, 1.82169e-44, 1.82169e-44, 1.82169e-44, 1.82169e-44, 2.32672e-16, 1.82169e-44, 1.82169e-44, 1.01971e-18, 2.63774e-18, 1.82169e-44, 6.06173e-14, 1.82169e-44, 1.82169e-44
0.417341, 0, 1.40333e-13, 3.41917e-43, 1.41421, -1.40333e-13, 0, 3.41917e-43, 3.41917e-43, 3.41917e-43, 3.41917e-43, 3.41917e-43, 3.41917e-43, 3.41917e-43, 3.41917e-43, 3.41917e-43, 3.41917e-43, 3.41917e-43, 5.36487e-16, 3.41917e-43, 3.41917e-43, 2.38308e-18, 6.20774e-18, 3.41917e-43, 1.39788e-13, 3.41917e-43, 3.41917e-43
0.425219, 0, 3.17992e-13, 5.25627e-42, 1.41421, -3.17992e-13, 0, 5.25627e-42, 5.25627e-42, 5.25627e-42, 5.25627e-42, 5.25627e-42, 5.25627e-42, 5.25627e-42, 5.25627e-42, 5.25627e-42, 5.25627e-42, 5.25627e-42, 1.2155e-15, 5.25627e-42, 5.25627e-42, 5.47987e-18, 1.43591e-17, 5.25627e-42, 3.16756e-13, 5.25627e-42, 5.25627e-42
0.433097, 0, 7.08153e-13, 7.06843e-41, 1.41421, -7.08153e-13, 0, 7.06843e-41, 7.06843e-41, 7.06843e-41, 7.06843e-41, 7.06843e-41, 7.06843e-41, 7.06843e-41, 7.06843e-41, 7.06843e-41, 7.06843e-41, 7.06843e-41, 2.70644e-15, 7.06843e-41, 7.06843e-41, 1.24045e-17, 3.26526e-17, 7.06843e-41, 7.05402e-13, 7.06843e-41, 7.06843e-41
0.440975, 0, 1.55008e-12, 8.49991e-40, 1.41421, -1.55008e-12, 0, 8.49991e-40, 8.49991e-40, 8.49991e-40, 8.49991e-40, 8.49991e-40, 8.49991e-40, 8.49991e-40, 8.49991e-40, 8.49991e-40, 8.49991e-40, 8.49991e-40, 5.92325e-15, 8.49991e-40, 8.49991e-40, 2.76581e-17, 7.30158e-17, 8.49991e-40, 1.54406e-12, 8.49991e-40, 8.49991e-40
0.448853, 0, 3.33548e-12, 9.22488e-39, 1.41421, -3.33548e-12, 0, 9.22488e-39, 9.22488e-39, 9.22488e-39, 9.22488e-39, 9.22488e-39, 9.22488e-39, 9.22488e-39, 9.22488e-39, 9.22488e-39, 9.22488e-39, 9.22488e-39, 1.27438e-14, 9.22488e-39, 9.22488e-39, 6.07859e-17, 1.60597e-16, 9.22488e-39, 3.32251e-12, 9.22488e-39, 9.22488e-39
0.456732, 0, 7.05645e-12, 9.09096e-38, 1.41421, -7.05645e-12, 0, 9.09096e-38, 9.09096e-38, 9.09096e-38, 9.09096e-38, 9.09096e-38, 9.09096e-38, 9.09096e-38, 9.09096e-38, 9.09096e-38, 9.09096e-38, 9.09096e-38, 2.69572e-14, 9.09096e-38, 9.09096e-38, 1.31795e-16, 3.47536e-16, 9.09096e-38, 7.02902e-12, 9.09096e-38, 9.09096e-38
0.46461, 0, 1.46788e-11, 8.18135e-37, 1.41421, -1.46788e-11, 0, 8.18135e-37, 8.18135e-37, 8.18135e-37, 8.18135e-37, 8.18135e-37, 8.18135e-37, 8.18135e-37, 8.18135e-37, 8.18135e-37, 8.18135e-37, 8.18135e-37, 5.60715e-14, 8.18135e-37, 8.18135e-37, 2.82203e-16, 7.40197e-16, 8.18135e-37, 1.46217e-11, 8.18135e-37, 8.18135e-37
0.472488, 0, 3.00275e-11, 6.75822e-36, 1.41421, -3.00275e-11, 0, 6.75822e-36, 6.75822e-36, 6.75822e-36, 6.75822e-36, 6.75822e-36, 6.75822e-36, 6.75822e-36, 6.75822e-36, 6.75822e-36, 6.75822e-36, 6.75822e-36, 1.14699e-13, 6.75822e-36, 6.75822e-36, 5.97507e-16, 1.55222e-15, 6.75822e-36, 2.99106e-11, 6.75822e-36, 6.75822e-36
0.480366, 0, 6.04108e-11, 5.14976e-35, 1.41421, -6.04108e-11, 0, 5.14976e-35, 5.14976e-35, 5.14976e-35, 5.14976e-35, 5.14976e-35, 5.14976e-35, 5.14976e-35, 5.14976e-35, 5.14976e-35, 5.14976e-35, 5.14976e-35, 2.30776e-13, 5.14976e-35, 5.14976e-35, 1.25282e-15, 3.20647e-15, 5.14976e-35, 6.01755e-11, 5.14976e-35, 5.14976e-35
0.488244, 0, 1.19543e-10, 3.6614e-34, 1.41421, -1.19543e-10, 0, 3.6614e-34, 3.6614e-34, 3.6614e-34, 3.6614e-34, 3.6614e-34, 3.6614e-34, 3.6614e-34, 3.6614e-34, 3.6614e-34, 3.6614e-34, 3.6614e-34, 4.5677e-13, 3.6614e-34, 3.6614e-34, 2.60573e-15, 6.52893e-15, 3.6614e-34, 1.19077e-10, 3.6614e-34, 3.6614e-34
0.496122, 0, 2.32697e-10, 2.55091e-33, 1.41421, -2.32697e-10, 0, 2.55091e-33, 2.55091e-33, 2.55091e-33, 2.55091e-33, 2.55091e-33, 2.55091e-33, 2.55091e-33, 2.55091e-33, 2.55091e-33, 2.55091e-33, 2.55091e-33, 8.89502e-13, 2.55091e-33, 2.55091e-33, 5.38602e-15, 1.31142e-14, 2.55091e-33, 2.31789e-10, 2.55091e-33, 2.55091e-33
0.504, 0, 4.45615e-10, 1.69388e-32, 1.41421, -4.45615e-10, 0, 1.69388e-32, 1.69388e-32, 1.69388e-32, 1.69388e-32, 1.69388e-32, 1.69388e-32, 1.69388e-32, 1.69388e-32, 1.69388e-32, 1.69388e-32, 1.69388e-32, 1.70457e-12, 1.69388e-32, 1.69388e-32, 1.10846e-14, 2.60119e-14, 1.69388e-32, 4.43873e-10, 1.69388e-32, 1.69388e-32
0.511879, 0, 8.39624e-10, 1.06031e-31, 1.41421, -8.39624e-10, 0, 1.06031e-31, 1.06031e-31, 1.06031e-31, 1.06031e-31, 1.06031e-31, 1.06031e-31, 1.06031e-31, 1.06031e-31, 1.06031e-31, 1.06031e-31, 1.06031e-31, 3.21509e-12, 1.06031e-31, 1.06031e-31, 2.27547e-14, 5.1016e-14, 1.06031e-31, 8.36335e-10, 1.06031e-31, 1.06031e-31
0.519757, 0, 1.55672e-09, 6.24063e-31, 1.41421, -1.55672e-09, 0, 6.24063e-31, 6.24063e-31, 6.24063e-31, 6.24063e-31, 6.24063e-31, 6.24063e-31, 6.24063e-31, 6.24063e-31, 6.24063e-31, 6.24063e-31, 6.24063e-31, 5.96996e-12, 6.24063e-31, 6.24063e-31, 4.66609e-14, 9.90951e-14, 6.24063e-31, 1.5506e-09, 6.24063e-31, 6.24063e-31
0.527635, 0, 2.84049e-09, 3.45645e-30, 1.41421, -2.84049e-09, 0, 3.45645e-30, 3.45645e-30, 3.45645e-30, 3.45645e-30, 3.45645e-30, 3.45645e-30, 3.45645e-30, 3.45645e-30, 3.45645e-30, 3.45645e-30, 3.45645e-30, 1.09159e-11, 3.45645e-30, 3.45645e-30, 9.56733e-14, 1.91024e-13, 3.45645e-30, 2.82929e-09, 3.45645e-30, 3.45645e-30
0.535513, 0, 5.10143e-09, 1.80575e-29, 1.41421, -5.10143e-09, 0, 1.80575e-29, 1.80575e-29, 1.80575e-29, 1.80575e-29, 1.80575e-29, 1.80575e-29, 1.80575e-29, 1.80575e-29, 1.80575e-29, 1.80575e-29, 1.80575e-29, 1.96601e-11, 1.80575e-29, 1.80575e-29, 1.9621e-13, 3.66308e-13, 1.80575e-29, 5.0812e-09, 1.80575e-29, 1.80575e-29
0.543391, 0, 9.01923e-09, 8.9236e-29, 1.41421, -9.01923e-09, 0, 8.9236e-29, 8.9236e-29, 8.9236e-29, 8.9236e-29, 8.9236e-29, 8.9236e-29, 8.9236e-29, 8.9236e-29, 8.9236e-29, 8.9236e-29, 8.9236e-29, 3.48887e-11, 8.9236e-29, 8.9236e-29, 4.02305e-13, 7.0063e-13, 8.9236e-29, 8.98324e-09, 8.9236e-29, 8.9236e-29
0.551269, 0, 1.56999e-08, 4.18393e-28, 1.41421, -1.56999e-08, 0, 4.18393e-28, 4.18393e-28, 4.18393e-28, 4.18393e-28, 4.18393e-28, 4.18393e-28, 4.18393e-28, 4.18393e-28, 4.18393e-28, 4.18393e-28, 4.18393e-28, 6.10253e-11, 4.18393e-28, 4.18393e-28, 8.23765e-13, 1.34036e-12, 4.18393e-28, 1.56367e-08, 4.18393e-28, 4.18393e-28
0.559148, 0, 2.69121e-08, 1.86666e-27, 1.41421, -2.69121e-08, 0, 1.86666e-27, 1.86666e-27, 1.86666e-27, 1.86666e-27, 1.86666e-27, 1.86666e-27, 1.86666e-27, 1.86666e-27, 1.86666e-27, 1.86666e-27, 1.86666e-27, 1.05252e-10, 1.86666e-27, 1.86666e-27, 1.68163e-12, 2.57149e-12, 1.86666e-27, 2.68025e-08, 1.86666e-27, 1.86666e-27
0.567026, 0, 4.54364e-08, 7.94688e-27, 1.41421, -4.54364e-08, 0, 7.94688e-27, 7.94688e-27, 7.94688e-27, 7.94688e-27, 7.94688e-27, 7.94688e-27, 7.94688e-27, 7.94688e-27, 7.94688e-27, 7.94688e-27, 7.94688e-27, 1.79069e-10, 7.94688e-27, 7.94688e-27, 3.41544e-12, 4.95768e-12, 7.94688e-27, 4.5249e-08, 7.94688e-27, 7.94688e-27
0.574904, 0, 7.55713e-08, 3.23706e-26, 1.41421, -7.55713e-08, 0, 3.23706e-26, 3.23706e-26, 3.23706e-26, 3.23706e-26, 3.23706e-26, 3.23706e-26, 3.23706e-26, 2.41266e-13, 3.23706e-26, 3.23706e-26, 3.23706e-26, 3.00659e-10, 3.23706e-26, 3.23706e-26, 6.88648e-12, 9.6166e-12, 3.23706e-26, 7.52539e-08, 3.23706e-26, 3.23706e-26
