   PIQUANT 0.0.0-main  ps__0097_0675553164_000rfs_shot_114.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Cr_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
10.8665, 5.99331, 4.54816, 4.54815, 2.82724, 1.44515, 4.54815, 0, 4.54815, 4.54815, 4.54815, 4.54815, 4.54815, 4.54815, 4.54815, 4.54815, 4.54815, 4.54815, 4.54815, 4.54815, 4.54815, 4.54815, 4.54815, 4.54815, 4.54816, 4.54815, 4.54815, 4.54815
10.8744, 4.12862, 4.53513, 4.53513, 2.47561, -0.406509, 4.53513, 0, 4.53513, 4.53513, 4.53513, 4.53513, 4.53513, 4.53513, 4.53513, 4.53513, 4.53513, 4.53513, 4.53513, 4.53513, 4.53513, 4.53513, 4.53513, 4.53513, 4.53513, 4.53513, 4.53513, 4.53513
10.8823, 6.71797, 4.52213, 4.52212, 2.95262, 2.19584, 4.52212, 0, 4.52213, 4.52212, 4.52212, 4.52212, 4.52212, 4.52212, 4.52212, 4.52212, 4.52212, 4.52212, 4.52212, 4.52212, 4.52212, 4.52212, 4.52212, 4.52212, 4.52213, 4.52212, 4.52212, 4.52212
10.8902, 2.27261, 4.51512, 4.51512, 2.06703, -2.24251, 4.51512, 0, 4.51512, 4.51512, 4.51512, 4.51512, 4.51512, 4.51512, 4.51512, 4.51512, 4.51512, 4.51512, 4.51512, 4.51512, 4.51512, 4.51512, 4.51512, 4.51512, 4.51512, 4.51512, 4.51512, 4.51512
10.8981, 5.99504, 4.50694, 4.50694, 2.82755, 1.4881, 4.50694, 0, 4.50694, 4.50694, 4.50694, 4.50694, 4.50694, 4.50694, 4.50694, 4.50694, 4.50694, 4.50694, 4.50694, 4.50694, 4.50694, 4.50694, 4.50694, 4.50694, 4.50694, 4.50694, 4.50694, 4.50694
10.9059, 2.99504, 4.49765, 4.49765, 2.23496, -1.50261, 4.49765, 0, 4.49765, 4.49765, 4.49765, 4.49765, 4.49765, 4.49765, 4.49765, 4.49765, 4.49765, 4.49765, 4.49765, 4.49765, 4.49765, 4.49765, 4.49765, 4.49765, 4.49765, 4.49765, 4.49765, 4.49765
10.9138, 3.14339, 4.48782, 4.48781, 2.2679, -1.34443, 4.48781, 0, 4.48781, 4.48781, 4.48781, 4.48781, 4.48781, 4.48781, 4.48781, 4.48781, 4.48781, 4.48781, 4.48781, 4.48781, 4.48781, 4.48781, 4.48781, 4.48781, 4.48781, 4.48781, 4.48781, 4.48781
10.9217, 5.39527, 4.47799, 4.47799, 2.71942, 0.917281, 4.47799, 0, 4.47799, 4.47799, 4.47799, 4.47799, 4.47799, 4.47799, 4.47799, 4.47799, 4.47799, 4.47799, 4.47799, 4.47799, 4.47799, 4.47799, 4.47799, 4.47799, 4.47799, 4.47799, 4.47799, 4.47799
10.9296, 5.44696, 4.47018, 4.47017, 2.72891, 0.976785, 4.47017, 0, 4.47018, 4.47017, 4.47017, 4.47017, 4.47017, 4.47017, 4.47017, 4.47017, 4.47017, 4.47017, 4.47017, 4.47017, 4.47017, 4.47017, 4.47017, 4.47017, 4.47018, 4.47017, 4.47017, 4.47017
10.9375, 7.68476, 4.46174, 4.46173, 3.11203, 3.22302, 4.46173, 0, 4.46174, 4.46173, 4.46173, 4.46173, 4.46173, 4.46173, 4.46173, 4.46173, 4.46173, 4.46173, 4.46173, 4.46173, 4.46173, 4.46173, 4.46173, 4.46173, 4.46174, 4.46173, 4.46173, 4.46173
10.9454, 10.9901, 4.45271, 4.4527, 3.60418, 6.53738, 4.4527, 0, 4.4527, 4.4527, 4.4527, 4.4527, 4.4527, 4.4527, 4.4527, 4.4527, 4.4527, 4.4527, 4.4527, 4.4527, 4.4527, 4.4527, 4.4527, 4.4527, 4.4527, 4.4527, 4.4527, 4.4527
10.9533, 4.31057, 4.44338, 4.44338, 2.51209, -0.132812, 4.44338, 0, 4.44338, 4.44338, 4.44338, 4.44338, 4.44338, 4.44338, 4.44338, 4.44338, 4.44338, 4.44338, 4.44338, 4.44338, 4.44338, 4.44338, 4.44338, 4.44338, 4.44338, 4.44338, 4.44338, 4.44338
10.9611, 3.15783, 4.43407, 4.43407, 2.27109, -1.27624, 4.43407, 0, 4.43407, 4.43407, 4.43407, 4.43407, 4.43407, 4.43407, 4.43407, 4.43407, 4.43407, 4.43407, 4.43407, 4.43407, 4.43407, 4.43407, 4.43407, 4.43407, 4.43407, 4.43407, 4.43407, 4.43407
10.969, 6.50235, 4.42554, 4.42554, 2.91588, 2.07681, 4.42554, 0, 4.42554, 4.42554, 4.42554, 4.42554, 4.42554, 4.42554, 4.42554, 4.42554, 4.42554, 4.42554, 4.42554, 4.42554, 4.42554, 4.42554, 4.42554, 4.42554, 4.42554, 4.42554, 4.42554, 4.42554
10.9769, 8.3254, 4.41682, 4.41682, 3.21332, 3.90858, 4.41682, 0, 4.41682, 4.41682, 4.41682, 4.41682, 4.41682, 4.41682, 4.41682, 4.41682, 4.41682, 4.41682, 4.41682, 4.41682, 4.41682, 4.41682, 4.41682, 4.41682, 4.41682, 4.41682, 4.41682, 4.41682
10.9848, 4.65576, 4.40794, 4.40794, 2.57988, 0.24782, 4.40794, 0, 4.40794, 4.40794, 4.40794, 4.40794, 4.40794, 4.40794, 4.40794, 4.40794, 4.40794, 4.40794, 4.40794, 4.40794, 4.40794, 4.40794, 4.40794, 4.40794, 4.40794, 4.40794, 4.40794, 4.40794
10.9927, 5.50682, 4.39888, 4.39887, 2.73986, 1.10794, 4.39887, 0, 4.39887, 4.39887, 4.39887, 4.39887, 4.39887, 4.39887, 4.39887, 4.39887, 4.39887, 4.39887, 4.39887, 4.39887, 4.39887, 4.39887, 4.39887, 4.39887, 4.39887, 4.39887, 4.39887, 4.39887
11.0006, 3.99765, 4.38966, 4.38966, 2.44901, -0.392015, 4.38966, 0, 4.38966, 4.38966, 4.38966, 4.38966, 4.38966, 4.38966, 4.38966, 4.38966, 4.38966, 4.38966, 4.38966, 4.38966, 4.38966, 4.38966, 4.38966, 4.38966, 4.38966, 4.38966, 4.38966, 4.38966
11.0085, 8.64374, 4.38032, 4.38032, 3.26248, 4.26342, 4.38032, 0, 4.38032, 4.38032, 4.38032, 4.38032, 4.38032, 4.38032, 4.38032, 4.38032, 4.38032, 4.38032, 4.38032, 4.38032, 4.38032, 4.38032, 4.38032, 4.38032, 4.38032, 4.38032, 4.38032, 4.38032
11.0163, 9.45366, 4.37089, 4.37089, 3.38433, 5.08277, 4.37089, 0, 4.37089, 4.37089, 4.37089, 4.37089, 4.37089, 4.37089, 4.37089, 4.37089, 4.37089, 4.37089, 4.37089, 4.37089, 4.37089, 4.37089, 4.37089, 4.37089, 4.37089, 4.37089, 4.37089, 4.37089
11.0242, 7.34956, 4.36132, 4.36132, 3.0577, 2.98824, 4.36132, 0, 4.36132, 4.36132, 4.36132, 4.36132, 4.36132, 4.36132, 4.36132, 4.36132, 4.36132, 4.36132, 4.36132, 4.36132, 4.36132, 4.36132, 4.36132, 4.36132, 4.36132, 4.36132, 4.36132, 4.36132
11.0321, 5.99058, 4.35162, 4.35162, 2.82676, 1.63896, 4.35162, 0, 4.35162, 4.35162, 4.35162, 4.35162, 4.35162, 4.35162, 4.35162, 4.35162, 4.35162, 4.35162, 4.35162, 4.35162, 4.35162, 4.35162, 4.35162, 4.35162, 4.35162, 4.35162, 4.35162, 4.35162
11.04, 6.36357, 4.34183, 4.34182, 2.89198, 2.02174, 4.34182, 0, 4.34183, 4.34182, 4.34182, 4.34182, 4.34182, 4.34182, 4.34182, 4.34182, 4.34182, 4.34182, 4.34182, 4.34182, 4.34182, 4.34182, 4.34182, 4.34182, 4.34183, 4.34182, 4.34182, 4.34182
11.0479, 6.6176, 4.33189, 4.33189, 2.93557, 2.2857, 4.33189, 0, 4.33189, 4.33189, 4.33189, 4.33189, 4.33189, 4.33189, 4.33189, 4.33189, 4.33189, 4.33189, 4.33189, 4.33189, 4.33189, 4.33189, 4.33189, 4.33189, 4.33189, 4.33189, 4.33189, 4.33189
11.0558, 5.37299, 4.32183, 4.32183, 2.71532, 1.05115, 4.32183, 0, 4.32183, 4.32183, 4.32183, 4.32183, 4.32183, 4.32183, 4.32183, 4.32183, 4.32183, 4.32183, 4.32183, 4.32183, 4.32183, 4.32183, 4.32183, 4.32183, 4.32183, 4.32183, 4.32183, 4.32183
11.0637, 3.18887, 4.31164, 4.31164, 2.27791, -1.12277, 4.31164, 0, 4.31164, 4.31164, 4.31164, 4.31164, 4.31164, 4.31164, 4.31164, 4.31164, 4.31164, 4.31164, 4.31164, 4.31164, 4.31164, 4.31164, 4.31164, 4.31164, 4.31164, 4.31164, 4.31164, 4.31164
11.0715, 1.99775, 4.30134, 4.30134, 1.99944, -2.3036, 4.30134, 0, 4.30134, 4.30134, 4.30134, 4.30134, 4.30134, 4.30134, 4.30134, 4.30134, 4.30134, 4.30134, 4.30134, 4.30134, 4.30134, 4.30134, 4.30134, 4.30134, 4.30134, 4.30134, 4.30134, 4.30134
11.0794, 5.79876, 4.29097, 4.29097, 2.79263, 1.50779, 4.29097, 0, 4.29097, 4.29097, 4.29097, 4.29097, 4.29097, 4.29097, 4.29097, 4.29097, 4.29097, 4.29097, 4.29097, 4.29097, 4.29097, 4.29097, 4.29097, 4.29097, 4.29097, 4.29097, 4.29097, 4.29097
11.0873, 3.19628, 4.28049, 4.28049, 2.27954, -1.08421, 4.28049, 0, 4.28049, 4.28049, 4.28049, 4.28049, 4.28049, 4.28049, 4.28049, 4.28049, 4.28049, 4.28049, 4.28049, 4.28049, 4.28049, 4.28049, 4.28049, 4.28049, 4.28049, 4.28049, 4.28049, 4.28049
11.0952, 8.18389, 4.26992, 4.26991, 3.19122, 3.91397, 4.26991, 0, 4.26992, 4.26991, 4.26991, 4.26991, 4.26991, 4.26991, 4.26991, 4.26991, 4.26991, 4.26991, 4.26991, 4.26991, 4.26991, 4.26991, 4.26991, 4.26991, 4.26992, 4.26991, 4.26991, 4.26991
11.1031, 5.3995, 4.25929, 4.25928, 2.7202, 1.14022, 4.25928, 0, 4.25928, 4.25928, 4.25928, 4.25928, 4.25928, 4.25928, 4.25928, 4.25928, 4.25928, 4.25928, 4.25928, 4.25928, 4.25928, 4.25928, 4.25928, 4.25928, 4.25928, 4.25928, 4.25928, 4.25928
11.111, 5.20099, 4.24862, 4.24861, 2.68347, 0.952372, 4.24861, 0, 4.24862, 4.24861, 4.24861, 4.24861, 4.24861, 4.24861, 4.24861, 4.24861, 4.24861, 4.24861, 4.24861, 4.24861, 4.24861, 4.24861, 4.24861, 4.24861, 4.24862, 4.24861, 4.24861, 4.24861
11.1189, 3.57423, 4.23794, 4.23794, 2.36098, -0.663717, 4.23794, 0, 4.23794, 4.23794, 4.23794, 4.23794, 4.23794, 4.23794, 4.23794, 4.23794, 4.23794, 4.23794, 4.23794, 4.23794, 4.23794, 4.23794, 4.23794, 4.23794, 4.23794, 4.23794, 4.23794, 4.23794
11.1267, 6.41616, 4.22728, 4.22728, 2.90106, 2.18888, 4.22728, 0, 4.22728, 4.22728, 4.22728, 4.22728, 4.22728, 4.22728, 4.22728, 4.22728, 4.22728, 4.22728, 4.22728, 4.22728, 4.22728, 4.22728, 4.22728, 4.22728, 4.22728, 4.22728, 4.22728, 4.22728
11.1346, 5.77925, 4.21661, 4.2166, 2.78913, 1.56264, 4.2166, 0, 4.21661, 4.2166, 4.2166, 4.2166, 4.2166, 4.2166, 4.2166, 4.2166, 4.2166, 4.2166, 4.2166, 4.2166, 4.2166, 4.2166, 4.2166, 4.2166, 4.21661, 4.2166, 4.2166, 4.2166
11.1425, 3.99331, 4.2059, 4.20589, 2.44812, -0.212588, 4.20589, 0, 4.20589, 4.20589, 4.20589, 4.20589, 4.20589, 4.20589, 4.20589, 4.20589, 4.20589, 4.20589, 4.20589, 4.20589, 4.20589, 4.20589, 4.20589, 4.20589, 4.20589, 4.20589, 4.20589, 4.20589
11.1504, 7.21301, 4.19515, 4.19514, 3.03529, 3.01786, 4.19514, 0, 4.19515, 4.19514, 4.19514, 4.19514, 4.19514, 4.19514, 4.19514, 4.19514, 4.19514, 4.19514, 4.19514, 4.19514, 4.19514, 4.19514, 4.19514, 4.19514, 4.19515, 4.19514, 4.19514, 4.19514
11.1583, 3.77249, 4.18439, 4.18439, 2.4026, -0.411901, 4.18439, 0, 4.18439, 4.18439, 4.18439, 4.18439, 4.18439, 4.18439, 4.18439, 4.18439, 4.18439, 4.18439, 4.18439, 4.18439, 4.18439, 4.18439, 4.18439, 4.18439, 4.18439, 4.18439, 4.18439, 4.18439
11.1662, 4.44325, 4.17365, 4.17364, 2.53836, 0.269598, 4.17364, 0, 4.17365, 4.17364, 4.17364, 4.17364, 4.17364, 4.17364, 4.17364, 4.17364, 4.17364, 4.17364, 4.17364, 4.17364, 4.17364, 4.17364, 4.17364, 4.17364, 4.17365, 4.17364, 4.17364, 4.17364
11.1741, 5.31424, 4.16305, 4.16305, 2.70449, 1.15119, 4.16305, 0, 4.16305, 4.16305, 4.16305, 4.16305, 4.16305, 4.16305, 4.16305, 4.16305, 4.16305, 4.16305, 4.16305, 4.16305, 4.16305, 4.16305, 4.16305, 4.16305, 4.16305, 4.16305, 4.16305, 4.16305
11.1819, 3.45069, 4.15241, 4.1524, 2.33467, -0.701716, 4.1524, 0, 4.15241, 4.1524, 4.1524, 4.1524, 4.1524, 4.1524, 4.1524, 4.1524, 4.1524, 4.1524, 4.1524, 4.1524, 4.1524, 4.1524, 4.1524, 4.1524, 4.15241, 4.1524, 4.1524, 4.1524
11.1898, 5.99529, 4.14173, 4.14173, 2.82759, 1.85356, 4.14173, 0, 4.14173, 4.14173, 4.14173, 4.14173, 4.14173, 4.14173, 4.14173, 4.14173, 4.14173, 4.14173, 4.14173, 4.14173, 4.14173, 4.14173, 4.14173, 4.14173, 4.14173, 4.14173, 4.14173, 4.14173
11.1977, 7.52516, 4.13101, 4.131, 3.08628, 3.39415, 4.131, 0, 4.13101, 4.131, 4.131, 4.131, 4.131, 4.131, 4.131, 4.131, 4.131, 4.131, 4.131, 4.131, 4.131, 4.131, 4.131, 4.131, 4.13101, 4.131, 4.131, 4.131
11.2056, 6.46518, 4.12026, 4.12026, 2.9095, 2.34492, 4.12026, 0, 4.12026, 4.12026, 4.12026, 4.12026, 4.12026, 4.12026, 4.12026, 4.12026, 4.12026, 4.12026, 4.12026, 4.12026, 4.12026, 4.12026, 4.12026, 4.12026, 4.12026, 4.12026, 4.12026, 4.12026
11.2135, 5.75564, 4.1095, 4.1095, 2.78489, 1.64614, 4.1095, 0, 4.1095, 4.1095, 4.1095, 4.1095, 4.1095, 4.1095, 4.1095, 4.1095, 4.1095, 4.1095, 4.1095, 4.1095, 4.1095, 4.1095, 4.1095, 4.1095, 4.1095, 4.1095, 4.1095, 4.1095
11.2214, 6.99257, 4.09873, 4.09872, 2.99876, 2.89384, 4.09872, 0, 4.09873, 4.09872, 4.09872, 4.09872, 4.09872, 4.09872, 4.09872, 4.09872, 4.09872, 4.09872, 4.09872, 4.09872, 4.09872, 4.09872, 4.09872, 4.09872, 4.09873, 4.09872, 4.09872, 4.09872
11.2293, 9.99294, 4.08749, 4.08748, 3.46308, 5.90545, 4.08748, 0, 4.08748, 4.08748, 4.08748, 4.08748, 4.08748, 4.08748, 4.08748, 4.08748, 4.08748, 4.08748, 4.08748, 4.08748, 4.08748, 4.08748, 4.08748, 4.08748, 4.08748, 4.08748, 4.08748, 4.08748
11.2371, 6.49879, 4.07578, 4.07578, 2.91527, 2.42301, 4.07578, 0, 4.07578, 4.07578, 4.07578, 4.07578, 4.07578, 4.07578, 4.07578, 4.07578, 4.07578, 4.07578, 4.07578, 4.07578, 4.07578, 4.07578, 4.07578, 4.07578, 4.07578, 4.07578, 4.07578, 4.07578
11.245, 9.2369, 4.06374, 4.06374, 3.35215, 5.17315, 4.06374, 0, 4.06374, 4.06374, 4.06374, 4.06374, 4.06374, 4.06374, 4.06374, 4.06374, 4.06374, 4.06374, 4.06374, 4.06374, 4.06374, 4.06374, 4.06374, 4.06374, 4.06374, 4.06374, 4.06374, 4.06374
11.2529, 7.99058, 4.05148, 4.05147, 3.16079, 3.9391, 4.05147, 0, 4.05148, 4.05147, 4.05147, 4.05147, 4.05147, 4.05147, 4.05147, 4.05147, 4.05147, 4.05147, 4.05147, 4.05147, 4.05147, 4.05147, 4.05147, 4.05147, 4.05148, 4.05147, 4.05147, 4.05147
11.2608, 5.49888, 4.0391, 4.0391, 2.73841, 1.45978, 4.0391, 0, 4.0391, 4.0391, 4.0391, 4.0391, 4.0391, 4.0391, 4.0391, 4.0391, 4.0391, 4.0391, 4.0391, 4.0391, 4.0391, 4.0391, 4.0391, 4.0391, 4.0391, 4.0391, 4.0391, 4.0391
11.2687, 2.99504, 4.02634, 4.02633, 2.23496, -1.03129, 4.02633, 0, 4.02633, 4.02633, 4.02633, 4.02633, 4.02633, 4.02633, 4.02633, 4.02633, 4.02633, 4.02633, 4.02633, 4.02633, 4.02633, 4.02633, 4.02633, 4.02633, 4.02634, 4.02633, 4.02633, 4.02633
11.2766, 5.73668, 4.01322, 4.01322, 2.78149, 1.72346, 4.01322, 0, 4.01322, 4.01322, 4.01322, 4.01322, 4.01322, 4.01322, 4.01322, 4.01322, 4.01322, 4.01322, 4.01322, 4.01322, 4.01322, 4.01322, 4.01322, 4.01322, 4.01322, 4.01322, 4.01322, 4.01322
11.2844, 4.73086, 3.99994, 3.99993, 2.59439, 0.730922, 3.99993, 0, 3.99994, 3.99993, 3.99993, 3.99993, 3.99993, 3.99993, 3.99993, 3.99993, 3.99993, 3.99993, 3.99993, 3.99993, 3.99993, 3.99993, 3.99993, 3.99993, 3.99994, 3.99993, 3.99993, 3.99993
11.2923, 5.51784, 3.98616, 3.98616, 2.74187, 1.53168, 3.98616, 0, 3.98616, 3.98616, 3.98616, 3.98616, 3.98616, 3.98616, 3.98616, 3.98616, 3.98616, 3.98616, 3.98616, 3.98616, 3.98616, 3.98616, 3.98616, 3.98616, 3.98616, 3.98616, 3.98616, 3.98616
11.3002, 3.26171, 3.97173, 3.97173, 2.29384, -0.710021, 3.97173, 0, 3.97173, 3.97173, 3.97173, 3.97173, 3.97173, 3.97173, 3.97173, 3.97173, 3.97173, 3.97173, 3.97173, 3.97173, 3.97173, 3.97173, 3.97173, 3.97173, 3.97173, 3.97173, 3.97173, 3.97173
11.3081, 3.46022, 3.9566, 3.9566, 2.33671, -0.49638, 3.9566, 0, 3.9566, 3.9566, 3.9566, 3.9566, 3.9566, 3.9566, 3.9566, 3.9566, 3.9566, 3.9566, 3.9566, 3.9566, 3.9566, 3.9566, 3.9566, 3.9566, 3.9566, 3.9566, 3.9566, 3.9566
11.316, 5.26369, 3.94095, 3.94094, 2.69512, 1.32275, 3.94094, 0, 3.94094, 3.94094, 3.94094, 3.94094, 3.94094, 3.94094, 3.94094, 3.94094, 3.94094, 3.94094, 3.94094, 3.94094, 3.94094, 3.94094, 3.94094, 3.94094, 3.94094, 3.94094, 3.94094, 3.94094
11.3239, 4.99554, 3.92504, 3.92504, 2.64491, 1.0705, 3.92504, 0, 3.92504, 3.92504, 3.92504, 3.92504, 3.92504, 3.92504, 3.92504, 3.92504, 3.92504, 3.92504, 3.92504, 3.92504, 3.92504, 3.92504, 3.92504, 3.92504, 3.92504, 3.92504, 3.92504, 3.92504
11.3318, 4.99504, 3.90917, 3.90917, 2.64481, 1.08587, 3.90917, 0, 3.90917, 3.90917, 3.90917, 3.90917, 3.90917, 3.90917, 3.90917, 3.90917, 3.90917, 3.90917, 3.90917, 3.90917, 3.90917, 3.90917, 3.90917, 3.90917, 3.90917, 3.90917, 3.90917, 3.90917
11.3396, 7.27336, 3.89609, 3.89609, 3.04522, 3.37727, 3.89609, 0, 3.89609, 3.89609, 3.89609, 3.89609, 3.89609, 3.89609, 3.89609, 3.89609, 3.89609, 3.89609, 3.89609, 3.89609, 3.89609, 3.89609, 3.89609, 3.89609, 3.89609, 3.89609, 3.89609, 3.89609
11.3475, 2.71705, 3.88147, 3.88146, 2.17188, -1.16442, 3.88146, 0, 3.88146, 3.88146, 3.88146, 3.88146, 3.88146, 3.88146, 3.88146, 3.88146, 3.88146, 3.88146, 3.88146, 3.88146, 3.88146, 3.88146, 3.88146, 3.88146, 3.88146, 3.88146, 3.88146, 3.88146
11.3554, 1.99497, 3.86553, 3.86553, 1.99874, -1.87056, 3.86553, 0, 3.86553, 3.86553, 3.86553, 3.86553, 3.86553, 3.86553, 3.86553, 3.86553, 3.86553, 3.86553, 3.86553, 3.86553, 3.86553, 3.86553, 3.86553, 3.86553, 3.86553, 3.86553, 3.86553, 3.86553
11.3633, 7.56629, 3.84896, 3.84896, 3.09294, 3.71733, 3.84896, 0, 3.84896, 3.84896, 3.84896, 3.84896, 3.84896, 3.84896, 3.84896, 3.84896, 3.84896, 3.84896, 3.84896, 3.84896, 3.84896, 3.84896, 3.84896, 3.84896, 3.84896, 3.84896, 3.84896, 3.84896
11.3712, 3.84857, 3.83243, 3.83242, 2.41838, 0.0161459, 3.83242, 0, 3.83243, 3.83242, 3.83242, 3.83242, 3.83242, 3.83242, 3.83242, 3.83242, 3.83242, 3.83242, 3.83242, 3.83242, 3.83242, 3.83242, 3.83242, 3.83242, 3.83243, 3.83242, 3.83242, 3.83242
11.3791, 5.99009, 3.82042, 3.82042, 2.82667, 2.16966, 3.82042, 0, 3.82042, 3.82042, 3.82042, 3.82042, 3.82042, 3.82042, 3.82042, 3.82042, 3.82042, 3.82042, 3.82042, 3.82042, 3.82042, 3.82042, 3.82042, 3.82042, 3.82042, 3.82042, 3.82042, 3.82042
11.387, 9.11165, 3.80616, 3.80616, 3.33341, 5.30549, 3.80616, 0, 3.80616, 3.80616, 3.80616, 3.80616, 3.80616, 3.80616, 3.80616, 3.80616, 3.80616, 3.80616, 3.80616, 3.80616, 3.80616, 3.80616, 3.80616, 3.80616, 3.80616, 3.80616, 3.80616, 3.80616
11.3948, 7.45943, 3.78991, 3.78991, 3.07562, 3.66952, 3.78991, 0, 3.78991, 3.78991, 3.78991, 3.78991, 3.78991, 3.78991, 3.78991, 3.78991, 3.78991, 3.78991, 3.78991, 3.78991, 3.78991, 3.78991, 3.78991, 3.78991, 3.78991, 3.78991, 3.78991, 3.78991
11.4027, 2.29262, 3.77269, 3.77269, 2.07186, -1.48008, 3.77269, 0, 3.77269, 3.77269, 3.77269, 3.77269, 3.77269, 3.77269, 3.77269, 3.77269, 3.77269, 3.77269, 3.77269, 3.77269, 3.77269, 3.77269, 3.77269, 3.77269, 3.77269, 3.77269, 3.77269, 3.77269
11.4106, 3.69765, 3.75552, 3.75551, 2.38697, -0.0578699, 3.75551, 0, 3.75551, 3.75551, 3.75551, 3.75551, 3.75551, 3.75551, 3.75551, 3.75551, 3.75551, 3.75551, 3.75551, 3.75551, 3.75551, 3.75551, 3.75551, 3.75551, 3.75551, 3.75551, 3.75551, 3.75551
11.4185, 3.69294, 3.74458, 3.74457, 2.38599, -0.0516412, 3.74457, 0, 3.74458, 3.74457, 3.74457, 3.74457, 3.74457, 3.74457, 3.74457, 3.74457, 3.74457, 3.74457, 3.74457, 3.74457, 3.74457, 3.74457, 3.74457, 3.74457, 3.74457, 3.74457, 3.74457, 3.74457
11.4264, 4.60223, 3.73079, 3.73078, 2.56948, 0.871443, 3.73078, 0, 3.73079, 3.73078, 3.73078, 3.73078, 3.73078, 3.73078, 3.73078, 3.73078, 3.73078, 3.73078, 3.73078, 3.73078, 3.73078, 3.73078, 3.73078, 3.73078, 3.73078, 3.73078, 3.73078, 3.73078
11.4343, 4.69046, 3.71447, 3.71446, 2.58659, 0.975993, 3.71446, 0, 3.71446, 3.71446, 3.71446, 3.71446, 3.71446, 3.71446, 3.71446, 3.71446, 3.71446, 3.71446, 3.71446, 3.71446, 3.71446, 3.71446, 3.71446, 3.71446, 3.71446, 3.71446, 3.71446, 3.71446
11.4422, 5.37621, 3.6969, 3.6969, 2.71592, 1.67931, 3.6969, 0, 3.6969, 3.6969, 3.6969, 3.6969, 3.6969, 3.6969, 3.6969, 3.6969, 3.6969, 3.6969, 3.6969, 3.6969, 3.6969, 3.6969, 3.6969, 3.6969, 3.6969, 3.6969, 3.6969, 3.6969
11.45, 5.30211, 3.67938, 3.67937, 2.70224, 1.62272, 3.67937, 0, 3.67938, 3.67937, 3.67937, 3.67937, 3.67937, 3.67937, 3.67937, 3.67937, 3.67937, 3.67937, 3.67937, 3.67937, 3.67937, 3.67937, 3.67937, 3.67937, 3.67938, 3.67937, 3.67937, 3.67937
11.4579, 6.67822, 3.66929, 3.66929, 2.94588, 3.00893, 3.66929, 0, 3.66929, 3.66929, 3.66929, 3.66929, 3.66929, 3.66929, 3.66929, 3.66929, 3.66929, 3.66929, 3.66929, 3.66929, 3.66929, 3.66929, 3.66929, 3.66929, 3.66929, 3.66929, 3.66929, 3.66929
11.4658, 5.62413, 3.65582, 3.65581, 2.76118, 1.96831, 3.65581, 0, 3.65582, 3.65581, 3.65581, 3.65581, 3.65581, 3.65581, 3.65581, 3.65581, 3.65581, 3.65581, 3.65581, 3.65581, 3.65581, 3.65581, 3.65581, 3.65581, 3.65581, 3.65581, 3.65581, 3.65581
11.4737, 5.35638, 3.63932, 3.63931, 2.71227, 1.71706, 3.63931, 0, 3.63932, 3.63931, 3.63931, 3.63931, 3.63931, 3.63931, 3.63931, 3.63931, 3.63931, 3.63931, 3.63931, 3.63931, 3.63931, 3.63931, 3.63931, 3.63931, 3.63932, 3.63931, 3.63931, 3.63931
11.4816, 2.63395, 3.62135, 3.62134, 2.15266, -0.987394, 3.62134, 0, 3.62134, 3.62134, 3.62134, 3.62134, 3.62134, 3.62134, 3.62134, 3.62134, 3.62134, 3.62134, 3.62134, 3.62134, 3.62134, 3.62134, 3.62134, 3.62134, 3.62134, 3.62134, 3.62134, 3.62134
11.4895, 4.99529, 3.60342, 3.6034, 2.64486, 1.39188, 3.6034, 0, 3.60341, 3.6034, 3.6034, 3.6034, 3.6034, 3.6034, 3.6034, 3.6034, 3.6034, 3.6034, 3.6034, 3.6034, 3.6034, 3.6034, 3.6034, 3.6034, 3.60341, 3.6034, 3.6034, 3.6034
11.4974, 3.99504, 3.59431, 3.5943, 2.44848, 0.400732, 3.5943, 0, 3.59431, 3.5943, 3.5943, 3.5943, 3.5943, 3.5943, 3.5943, 3.5943, 3.5943, 3.5943, 3.5943, 3.5943, 3.5943, 3.5943, 3.5943, 3.5943, 3.5943, 3.5943, 3.5943, 3.5943
11.5052, 6.99512, 3.58128, 3.58126, 2.99919, 3.41385, 3.58126, 0, 3.58127, 3.58126, 3.58126, 3.58126, 3.58126, 3.58126, 3.58126, 3.58126, 3.58126, 3.58126, 3.58126, 3.58126, 3.58126, 3.58126, 3.58126, 3.58126, 3.58127, 3.58126, 3.58126, 3.58126
11.5131, 1.99521, 3.56473, 3.56472, 1.9988, -1.56952, 3.56472, 0, 3.56473, 3.56472, 3.56472, 3.56472, 3.56472, 3.56472, 3.56472, 3.56472, 3.56472, 3.56472, 3.56472, 3.56472, 3.56472, 3.56472, 3.56472, 3.56472, 3.56472, 3.56472, 3.56472, 3.56472
11.521, 4.32739, 3.54647, 3.54645, 2.51543, 0.78092, 3.54645, 0, 3.54646, 3.54645, 3.54645, 3.54645, 3.54645, 3.54645, 3.54645, 3.54645, 3.54645, 3.54645, 3.54645, 3.54645, 3.54645, 3.54645, 3.54645, 3.54645, 3.54645, 3.54645, 3.54645, 3.54645
