   PIQUANT 0.0.0-main  ps__0097_0675553164_000rfs_shot_114.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Cr_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
3.67503, 3.99275, 5.77398, 4.85273, 2.44801, -1.78123, 4.85273, 0, 4.85273, 4.85275, 4.8567, 4.85281, 4.97771, 5.64069, 4.85273, 4.85273, 4.85273, 4.85273, 4.85273, 4.85273, 4.85273, 4.85273, 4.85273, 4.85273, 4.85273, 4.85698, 4.85273, 4.85273
3.68292, 5.05524, 5.82148, 4.88553, 2.65617, -0.766238, 4.88553, 0, 4.88553, 4.88555, 4.8895, 4.88561, 5.00836, 5.6911, 4.88553, 4.88553, 4.88553, 4.88553, 4.88553, 4.88553, 4.88553, 4.88553, 4.88553, 4.88553, 4.88554, 4.88902, 4.88553, 4.88553
3.6908, 6.11102, 5.85565, 4.91844, 2.84798, 0.255365, 4.91844, 0, 4.91844, 4.91845, 4.9224, 4.91852, 5.03747, 5.72971, 4.91844, 4.91844, 4.91844, 4.91844, 4.91844, 4.91844, 4.91844, 4.91844, 4.91844, 4.91844, 4.91844, 4.92128, 4.91844, 4.91844
3.69869, 7.92754, 5.87641, 4.95145, 3.1508, 2.05114, 4.95145, 0, 4.95145, 4.95146, 4.95542, 4.95153, 5.0652, 5.75628, 4.95145, 4.95145, 4.95145, 4.95145, 4.95145, 4.95145, 4.95145, 4.95145, 4.95145, 4.95145, 4.95145, 4.95375, 4.95145, 4.95145
3.70657, 8.93244, 5.88424, 4.98456, 3.30642, 3.0482, 4.98456, 0, 4.98456, 4.98458, 4.98853, 4.98464, 5.09175, 5.77113, 4.98456, 4.98456, 4.98456, 4.98456, 4.98456, 4.98456, 4.98456, 4.98456, 4.98456, 4.98456, 4.98457, 4.98643, 4.98456, 4.98456
3.71446, 7.04356, 5.88024, 5.01779, 3.00725, 1.16332, 5.01779, 0, 5.01779, 5.01781, 5.02176, 5.01787, 5.11739, 5.77508, 5.01779, 5.01779, 5.01779, 5.01779, 5.01779, 5.01779, 5.01779, 5.01779, 5.01779, 5.01779, 5.01779, 5.01929, 5.01779, 5.01779
3.72234, 10.7857, 5.86594, 5.05113, 3.57571, 4.91975, 5.05113, 0, 5.05113, 5.05114, 5.0551, 5.05121, 5.14239, 5.76941, 5.05113, 5.05113, 5.05113, 5.05113, 5.05113, 5.05113, 5.05113, 5.05113, 5.05113, 5.05113, 5.05113, 5.05233, 5.05113, 5.05113
3.73023, 8.09386, 5.84327, 5.08458, 3.17708, 2.25059, 5.08458, 0, 5.08458, 5.08459, 5.08855, 5.08466, 5.16705, 5.75578, 5.08458, 5.08458, 5.08458, 5.08458, 5.08458, 5.08458, 5.08458, 5.08458, 5.08458, 5.08458, 5.08458, 5.08553, 5.08458, 5.08458
3.73812, 8.94703, 5.81441, 5.11814, 3.30863, 3.13262, 5.11814, 0, 5.11814, 5.11816, 5.12211, 5.11822, 5.19164, 5.73609, 5.11814, 5.11814, 5.11814, 5.11814, 5.11814, 5.11814, 5.11814, 5.11814, 5.11814, 5.11814, 5.11814, 5.1189, 5.11814, 5.11814
3.746, 2.99516, 5.78162, 5.15182, 2.23499, -2.78646, 5.15182, 0, 5.15182, 5.15184, 5.15579, 5.1519, 5.21643, 5.71234, 5.15182, 5.15182, 5.15182, 5.15182, 5.15182, 5.15182, 5.15182, 5.15182, 5.15182, 5.15182, 5.15182, 5.15242, 5.15182, 5.15182
3.75389, 8.118, 5.74715, 5.18562, 3.18088, 2.37085, 5.18562, 0, 5.18562, 5.18564, 5.18959, 5.1857, 5.24165, 5.68658, 5.18562, 5.18562, 5.18562, 5.18562, 5.18562, 5.18562, 5.18562, 5.18562, 5.18562, 5.18562, 5.18562, 5.18609, 5.18562, 5.18562
3.76177, 7.87234, 5.71307, 5.21954, 3.14203, 2.15927, 5.21954, 0, 5.21954, 5.21956, 5.22351, 5.21962, 5.26749, 5.66069, 5.21954, 5.21954, 5.21954, 5.21954, 5.21954, 5.21954, 5.21954, 5.21954, 5.21954, 5.21954, 5.21954, 5.21991, 5.21954, 5.21954
3.76966, 9.03123, 5.68123, 5.25357, 3.32133, 3.34999, 5.25357, 0, 5.25357, 5.25359, 5.25754, 5.25366, 5.29406, 5.63639, 5.25357, 5.25357, 5.25357, 5.25357, 5.25357, 5.25357, 5.25357, 5.25357, 5.25357, 5.25357, 5.25358, 5.25386, 5.25357, 5.25357
3.77754, 3.99293, 5.65314, 5.28774, 2.44805, -1.66021, 5.28774, 0, 5.28774, 5.28775, 5.2917, 5.28782, 5.32149, 5.6151, 5.28774, 5.28774, 5.28774, 5.28774, 5.28774, 5.28774, 5.28774, 5.28774, 5.28774, 5.28774, 5.28774, 5.28796, 5.28774, 5.28774
3.78543, 5.93014, 5.62995, 5.32202, 2.81605, 0.300189, 5.32202, 0, 5.32202, 5.32204, 5.32599, 5.3221, 5.34982, 5.59792, 5.32202, 5.32202, 5.32202, 5.32202, 5.32202, 5.32202, 5.32202, 5.32202, 5.32202, 5.32202, 5.32202, 5.32219, 5.32202, 5.32202
3.79331, 4.02643, 5.61246, 5.35643, 2.45488, -1.58604, 5.35643, 0, 5.35643, 5.35645, 5.3604, 5.35651, 5.37905, 5.58565, 5.35643, 5.35643, 5.35643, 5.35643, 5.35643, 5.35643, 5.35643, 5.35643, 5.35643, 5.35643, 5.35643, 5.35656, 5.35643, 5.35643
3.8012, 3.04814, 5.60112, 5.39096, 2.24681, -2.55298, 5.39096, 0, 5.39096, 5.39098, 5.39493, 5.39104, 5.40917, 5.57875, 5.39096, 5.39096, 5.39096, 5.39096, 5.39096, 5.39096, 5.39096, 5.39096, 5.39096, 5.39096, 5.39097, 5.39106, 5.39096, 5.39096
3.80908, 7.94219, 5.59606, 5.42563, 3.15312, 2.34614, 5.42563, 0, 5.42563, 5.42564, 5.42959, 5.42571, 5.44013, 5.57741, 5.42563, 5.42563, 5.42563, 5.42563, 5.42563, 5.42563, 5.42563, 5.42563, 5.42563, 5.42563, 5.42563, 5.4257, 5.42563, 5.42563
3.81697, 2.99523, 5.59716, 5.46041, 2.235, -2.60193, 5.46041, 0, 5.46041, 5.46043, 5.46438, 5.46049, 5.47187, 5.58158, 5.46041, 5.46041, 5.46041, 5.46041, 5.46041, 5.46041, 5.46041, 5.46041, 5.46041, 5.46041, 5.46042, 5.46047, 5.46041, 5.46041
3.82486, 1.99517, 5.60413, 5.49533, 1.99879, -3.60897, 5.49533, 0, 5.49533, 5.49535, 5.4993, 5.49541, 5.50433, 5.59103, 5.49533, 5.49533, 5.49533, 5.49533, 5.49533, 5.49533, 5.49533, 5.49533, 5.49533, 5.49533, 5.49534, 5.49538, 5.49533, 5.49533
3.83274, 4.96159, 5.61652, 5.53038, 2.63848, -0.654935, 5.53038, 0, 5.53038, 5.53039, 5.53434, 5.53046, 5.53741, 5.60539, 5.53038, 5.53038, 5.53038, 5.53038, 5.53038, 5.53038, 5.53038, 5.53038, 5.53038, 5.53038, 5.53038, 5.53041, 5.53038, 5.53038
3.84063, 2.02881, 5.63381, 5.56555, 2.00719, -3.605, 5.56555, 0, 5.56555, 5.56557, 5.56952, 5.56563, 5.57105, 5.62423, 5.56555, 5.56555, 5.56555, 5.56555, 5.56555, 5.56555, 5.56555, 5.56555, 5.56555, 5.56555, 5.56556, 5.56558, 5.56555, 5.56555
3.84851, 2.99511, 5.65546, 5.60085, 2.23497, -2.66035, 5.60085, 0, 5.60086, 5.60087, 5.60482, 5.60094, 5.60516, 5.64707, 5.60085, 5.60085, 5.60085, 5.60085, 5.60085, 5.60085, 5.60085, 5.60085, 5.60085, 5.60085, 5.60086, 5.60087, 5.60085, 5.60085
3.8564, 3.99523, 5.68094, 5.63629, 2.44852, -1.68571, 5.63629, 0, 5.63629, 5.6363, 5.64025, 5.63637, 5.63969, 5.67345, 5.63629, 5.63629, 5.63629, 5.63629, 5.63629, 5.63629, 5.63629, 5.63629, 5.63629, 5.63629, 5.63629, 5.6363, 5.63629, 5.63629
3.86428, 3.98801, 5.70973, 5.67184, 2.44704, -1.72172, 5.67184, 0, 5.67184, 5.67185, 5.67581, 5.67192, 5.67457, 5.70293, 5.67184, 5.67184, 5.67184, 5.67184, 5.67184, 5.67184, 5.67184, 5.67184, 5.67184, 5.67184, 5.67184, 5.67185, 5.67184, 5.67184
3.87217, 2.00697, 5.74142, 5.70751, 2.00174, -3.73445, 5.70751, 0, 5.70751, 5.70753, 5.71148, 5.70759, 5.70975, 5.73511, 5.70751, 5.70751, 5.70751, 5.70751, 5.70751, 5.70751, 5.70751, 5.70751, 5.70751, 5.70751, 5.70752, 5.70752, 5.70751, 5.70751
3.88005, 4.99058, 5.77562, 5.7433, 2.64397, -0.785038, 5.7433, 0, 5.7433, 5.74332, 5.74727, 5.74338, 5.74518, 5.76967, 5.7433, 5.7433, 5.7433, 5.7433, 5.7433, 5.7433, 5.7433, 5.7433, 5.7433, 5.7433, 5.7433, 5.74331, 5.7433, 5.7433
3.88794, 3.99517, 5.81201, 5.7792, 2.4485, -1.81684, 5.7792, 0, 5.7792, 5.77922, 5.78317, 5.77928, 5.78082, 5.80632, 5.7792, 5.7792, 5.7792, 5.7792, 5.7792, 5.7792, 5.7792, 5.7792, 5.7792, 5.7792, 5.7792, 5.7792, 5.7792, 5.7792
3.89582, 2.00012, 5.85032, 5.8152, 2.00003, -3.85019, 5.8152, 0, 5.8152, 5.81522, 5.81917, 5.81528, 5.81663, 5.84481, 5.8152, 5.8152, 5.8152, 5.8152, 5.8152, 5.8152, 5.8152, 5.8152, 5.8152, 5.8152, 5.8152, 5.8152, 5.8152, 5.8152
3.90371, 3.99511, 5.89031, 5.85129, 2.44849, -1.89521, 5.85129, 0, 5.85129, 5.8513, 5.85526, 5.85137, 5.85259, 5.88494, 5.85129, 5.85129, 5.85129, 5.85129, 5.85129, 5.85129, 5.85129, 5.85129, 5.85129, 5.85129, 5.85129, 5.85129, 5.85129, 5.85129
3.91159, 2.00489, 5.93178, 5.88746, 2.00122, -3.92689, 5.88746, 0, 5.88746, 5.88747, 5.89142, 5.88754, 5.88867, 5.92649, 5.88746, 5.88746, 5.88746, 5.88746, 5.88746, 5.88746, 5.88746, 5.88746, 5.88746, 5.88746, 5.88746, 5.88746, 5.88746, 5.88746
3.91948, 1.99027, 5.97453, 5.92369, 1.99757, -3.98425, 5.92369, 0, 5.92369, 5.9237, 5.92765, 5.92377, 5.92485, 5.9693, 5.92369, 5.92369, 5.92369, 5.92369, 5.92369, 5.92369, 5.92369, 5.92369, 5.92369, 5.92369, 5.92369, 5.92369, 5.92369, 5.92369
3.92737, 7.96115, 6.01832, 5.95997, 3.15613, 1.94283, 5.95997, 0, 5.95997, 5.95998, 5.96393, 5.96005, 5.96109, 6.01313, 5.95997, 5.95997, 5.95997, 5.95997, 5.95997, 5.95997, 5.95997, 5.95997, 5.95997, 5.95997, 5.95997, 5.95997, 5.95997, 5.95997
3.93525, 3.01945, 6.06295, 5.99627, 2.24041, -3.0435, 5.99627, 0, 5.99628, 5.99629, 6.00024, 5.99636, 5.99738, 6.05778, 5.99627, 5.99627, 5.99627, 5.99627, 5.99627, 5.99627, 5.99627, 5.99627, 5.99627, 5.99627, 5.99628, 5.99628, 5.99627, 5.99627
3.94314, 4.97838, 6.10814, 6.0326, 2.64166, -1.12977, 6.0326, 0, 6.0326, 6.03262, 6.03657, 6.03268, 6.03369, 6.10299, 6.0326, 6.0326, 6.0326, 6.0326, 6.0326, 6.0326, 6.0326, 6.0326, 6.0326, 6.0326, 6.0326, 6.0326, 6.0326, 6.0326
3.95102, 4.05074, 6.15361, 6.06892, 2.45983, -2.10286, 6.06892, 0, 6.06892, 6.06893, 6.07289, 6.069, 6.07001, 6.14845, 6.06892, 6.06892, 6.06892, 6.06892, 6.06892, 6.06892, 6.06892, 6.06892, 6.06892, 6.06892, 6.06892, 6.06892, 6.06892, 6.06892
3.95891, 9.86914, 6.19903, 6.10521, 3.44516, 3.67012, 6.10521, 0, 6.10521, 6.10523, 6.10918, 6.10529, 6.10631, 6.19386, 6.10521, 6.10521, 6.10521, 6.10521, 6.10521, 6.10521, 6.10521, 6.10521, 6.10521, 6.10521, 6.10522, 6.10521, 6.10521, 6.10521
3.96679, 4.10669, 6.24408, 6.14147, 2.47117, -2.13739, 6.14147, 0, 6.14147, 6.14149, 6.14544, 6.14155, 6.14258, 6.2389, 6.14147, 6.14147, 6.14147, 6.14147, 6.14147, 6.14147, 6.14147, 6.14147, 6.14147, 6.14147, 6.14147, 6.14147, 6.14147, 6.14147
3.97468, 3.99755, 6.28842, 6.17767, 2.44899, -2.29086, 6.17767, 0, 6.17767, 6.17769, 6.18164, 6.17775, 6.17881, 6.28321, 6.17767, 6.17767, 6.17767, 6.17767, 6.17767, 6.17767, 6.17767, 6.17767, 6.17767, 6.17767, 6.17767, 6.17767, 6.17767, 6.17767
3.98256, 5.88148, 6.33172, 6.2138, 2.8074, -0.450243, 6.2138, 0, 6.21381, 6.21382, 6.21777, 6.21389, 6.21498, 6.32648, 6.2138, 6.2138, 6.2138, 6.2138, 6.2138, 6.2138, 6.2138, 6.2138, 6.2138, 6.2138, 6.21381, 6.2138, 6.2138, 6.2138
3.99045, 5.05089, 6.37369, 6.24986, 2.65535, -1.32279, 6.24986, 0, 6.24986, 6.24987, 6.25382, 6.24994, 6.25108, 6.36839, 6.24986, 6.24986, 6.24986, 6.24986, 6.24986, 6.24986, 6.24986, 6.24986, 6.24986, 6.24986, 6.24986, 6.24986, 6.24986, 6.24986
3.99833, 3.06041, 6.41407, 6.28582, 2.24954, -3.35366, 6.28582, 0, 6.28582, 6.28584, 6.28979, 6.2859, 6.28712, 6.40871, 6.28582, 6.28582, 6.28582, 6.28582, 6.28582, 6.28582, 6.28582, 6.28582, 6.28582, 6.28582, 6.28583, 6.28582, 6.28582, 6.28582
4.00622, 4.96134, 6.4527, 6.3217, 2.63844, -1.49135, 6.3217, 0, 6.3217, 6.32172, 6.32567, 6.32178, 6.32308, 6.44725, 6.3217, 6.3217, 6.3217, 6.3217, 6.3217, 6.3217, 6.3217, 6.3217, 6.3217, 6.3217, 6.3217, 6.3217, 6.3217, 6.3217
4.0141, 1.07249, 6.48944, 6.35749, 1.75285, -5.41695, 6.35749, 0, 6.35749, 6.3575, 6.36145, 6.35757, 6.35898, 6.48388, 6.35749, 6.35749, 6.35749, 6.35749, 6.35749, 6.35749, 6.35749, 6.35749, 6.35749, 6.35749, 6.35749, 6.35749, 6.35749, 6.35749
4.02199, 4.91784, 6.52429, 6.39319, 2.63018, -1.60644, 6.39319, 0, 6.39319, 6.39321, 6.39716, 6.39327, 6.39483, 6.51858, 6.39319, 6.39319, 6.39319, 6.39319, 6.39319, 6.39319, 6.39319, 6.39319, 6.39319, 6.39319, 6.39319, 6.39319, 6.39319, 6.39319
4.02988, 6.95177, 6.55729, 6.42881, 2.99195, 0.394475, 6.42881, 0, 6.42881, 6.42883, 6.43278, 6.4289, 6.43063, 6.55141, 6.42881, 6.42881, 6.42881, 6.42881, 6.42881, 6.42881, 6.42881, 6.42881, 6.42881, 6.42881, 6.42882, 6.42881, 6.42881, 6.42881
4.03776, 3.08448, 6.58861, 6.46437, 2.25488, -3.50413, 6.46437, 0, 6.46437, 6.46439, 6.46834, 6.46445, 6.46642, 6.58249, 6.46437, 6.46437, 6.46437, 6.46437, 6.46437, 6.46437, 6.46437, 6.46437, 6.46437, 6.46437, 6.46438, 6.46437, 6.46437, 6.46437
4.04565, 7.90111, 6.61843, 6.49988, 3.1466, 1.28268, 6.49988, 0, 6.49988, 6.49989, 6.50385, 6.49996, 6.50221, 6.61204, 6.49988, 6.49988, 6.49988, 6.49988, 6.49988, 6.49988, 6.49988, 6.49988, 6.49988, 6.49988, 6.49988, 6.49988, 6.49988, 6.49988
4.05353, 2.1448, 6.64705, 6.53535, 2.03588, -4.50225, 6.53535, 0, 6.53535, 6.53536, 6.53931, 6.53543, 6.53802, 6.6403, 6.53535, 6.53535, 6.53535, 6.53535, 6.53535, 6.53535, 6.53535, 6.53535, 6.53535, 6.53535, 6.53535, 6.53535, 6.53535, 6.53535
4.06142, 2.94684, 6.67476, 6.57079, 2.22415, -3.72791, 6.57079, 0, 6.57079, 6.57081, 6.57476, 6.57087, 6.57389, 6.6676, 6.57079, 6.57079, 6.57079, 6.57079, 6.57079, 6.57079, 6.57079, 6.57079, 6.57079, 6.57079, 6.5708, 6.57079, 6.57079, 6.57079
4.0693, 6.94213, 6.70189, 6.60623, 2.99034, 0.240242, 6.60623, 0, 6.60623, 6.60625, 6.6102, 6.60632, 6.60982, 6.69423, 6.60623, 6.60623, 6.60623, 6.60623, 6.60623, 6.60623, 6.60623, 6.60623, 6.60623, 6.60623, 6.60624, 6.60623, 6.60623, 6.60623
4.07719, 4.87931, 6.72878, 6.64169, 2.62284, -1.84947, 6.64169, 0, 6.6417, 6.64171, 6.64566, 6.64178, 6.64587, 6.72053, 6.64169, 6.64169, 6.64169, 6.64169, 6.64169, 6.64169, 6.64169, 6.64169, 6.64169, 6.64169, 6.6417, 6.64169, 6.64169, 6.64169
4.08507, 5.11103, 6.75572, 6.67718, 2.66665, -1.64469, 6.67718, 0, 6.67718, 6.6772, 6.68115, 6.67727, 6.68204, 6.7468, 6.67718, 6.67718, 6.67718, 6.67718, 6.67718, 6.67718, 6.67718, 6.67718, 6.67718, 6.67718, 6.67719, 6.67718, 6.67718, 6.67718
4.09296, 7.86964, 6.78302, 6.71273, 3.1416, 1.08662, 6.71273, 0, 6.71273, 6.71274, 6.7167, 6.71281, 6.71835, 6.77333, 6.71273, 6.71273, 6.71273, 6.71273, 6.71273, 6.71273, 6.71273, 6.71273, 6.71273, 6.71273, 6.71273, 6.71273, 6.71273, 6.71273
4.10084, 6.12069, 6.81089, 6.74834, 2.84968, -0.690202, 6.74834, 0, 6.74834, 6.74835, 6.7523, 6.74842, 6.75483, 6.80033, 6.74834, 6.74834, 6.74834, 6.74834, 6.74834, 6.74834, 6.74834, 6.74834, 6.74834, 6.74834, 6.74834, 6.74834, 6.74834, 6.74834
4.10873, 3.13036, 6.83951, 6.78403, 2.26503, -3.70915, 6.78403, 0, 6.78403, 6.78404, 6.78799, 6.78411, 6.79148, 6.828, 6.78403, 6.78403, 6.78403, 6.78403, 6.78403, 6.78403, 6.78403, 6.78403, 6.78403, 6.78403, 6.78403, 6.78403, 6.78403, 6.78403
4.11661, 11.5099, 6.86901, 6.8198, 3.67559, 4.64093, 6.8198, 0, 6.8198, 6.81982, 6.82377, 6.81989, 6.82829, 6.85646, 6.8198, 6.8198, 6.8198, 6.8198, 6.8198, 6.8198, 6.8198, 6.8198, 6.8198, 6.8198, 6.81981, 6.8198, 6.8198, 6.8198
4.1245, 5.41763, 6.89946, 6.85569, 2.72353, -1.48184, 6.85569, 0, 6.85569, 6.85571, 6.85966, 6.85577, 6.86527, 6.88582, 6.85569, 6.85569, 6.85569, 6.85569, 6.85569, 6.85569, 6.85569, 6.85569, 6.85569, 6.85569, 6.85569, 6.85569, 6.85569, 6.85569
4.13239, 2.99765, 6.93088, 6.89168, 2.23554, -3.93323, 6.89168, 0, 6.89169, 6.8917, 6.89565, 6.89177, 6.90241, 6.91609, 6.89168, 6.89168, 6.89168, 6.89168, 6.89168, 6.89168, 6.89168, 6.89168, 6.89168, 6.89168, 6.89169, 6.89168, 6.89168, 6.89168
4.14027, 5.76576, 6.96324, 6.9278, 2.78671, -1.19748, 6.9278, 0, 6.9278, 6.92782, 6.93177, 6.92788, 6.93968, 6.94729, 6.9278, 6.9278, 6.9278, 6.9278, 6.9278, 6.9278, 6.9278, 6.9278, 6.9278, 6.9278, 6.9278, 6.9278, 6.9278, 6.9278
4.14816, 3.06999, 6.99647, 6.96404, 2.25166, -3.92648, 6.96404, 0, 6.96404, 6.96406, 6.96801, 6.96412, 6.97706, 6.97939, 6.96404, 6.96404, 6.96404, 6.96404, 6.96404, 6.96404, 6.96404, 6.96404, 6.96404, 6.96404, 6.96404, 6.96404, 6.96404, 6.96404
4.15604, 2.07497, 7.03051, 7.00042, 2.01866, -4.95554, 7.00042, 0, 7.00042, 7.00043, 7.00438, 7.0005, 7.01453, 7.01233, 7.00042, 7.00042, 7.00042, 7.00042, 7.00042, 7.00042, 7.00042, 7.00042, 7.00042, 7.00042, 7.00042, 7.00042, 7.00042, 7.00042
4.16393, 8.82652, 7.06523, 7.03692, 3.29037, 1.76129, 7.03692, 0, 7.03692, 7.03694, 7.04089, 7.037, 7.05205, 7.04604, 7.03692, 7.03692, 7.03692, 7.03692, 7.03692, 7.03692, 7.03692, 7.03692, 7.03692, 7.03692, 7.03692, 7.03692, 7.03692, 7.03692
4.17181, 6.07678, 7.10054, 7.07357, 2.84197, -1.02376, 7.07357, 0, 7.07357, 7.07358, 7.07753, 7.07365, 7.08959, 7.08044, 7.07357, 7.07357, 7.07357, 7.07357, 7.07357, 7.07357, 7.07357, 7.07357, 7.07357, 7.07357, 7.07357, 7.07357, 7.07357, 7.07357
4.1797, 2.17148, 7.13631, 7.11035, 2.04242, -4.96483, 7.11035, 0, 7.11035, 7.11037, 7.11432, 7.11043, 7.12713, 7.11547, 7.11035, 7.11035, 7.11035, 7.11035, 7.11035, 7.11035, 7.11035, 7.11035, 7.11035, 7.11035, 7.11035, 7.11035, 7.11035, 7.11035
4.18758, 2.99765, 7.17245, 7.14728, 2.23554, -4.17481, 7.14728, 0, 7.14728, 7.14729, 7.15125, 7.14736, 7.16463, 7.15103, 7.14728, 7.14728, 7.14728, 7.14728, 7.14728, 7.14728, 7.14728, 7.14728, 7.14728, 7.14728, 7.14728, 7.14728, 7.14728, 7.14728
4.19547, 1.9033, 7.20886, 7.18435, 1.97568, -5.30556, 7.18435, 0, 7.18435, 7.18436, 7.18831, 7.18443, 7.20208, 7.18706, 7.18435, 7.18435, 7.18435, 7.18435, 7.18435, 7.18435, 7.18435, 7.18435, 7.18435, 7.18435, 7.18435, 7.18435, 7.18435, 7.18435
4.20335, 7.89875, 7.24546, 7.22155, 3.14623, 0.653288, 7.22155, 0, 7.22156, 7.22157, 7.22552, 7.22164, 7.23946, 7.22349, 7.22155, 7.22155, 7.22155, 7.22155, 7.22155, 7.22155, 7.22155, 7.22155, 7.22155, 7.22155, 7.22156, 7.22155, 7.22155, 7.22155
4.21124, 4.99294, 7.2822, 7.25891, 2.64442, -2.28926, 7.25891, 0, 7.25891, 7.25893, 7.26288, 7.25899, 7.27677, 7.26027, 7.25891, 7.25891, 7.25891, 7.25891, 7.25891, 7.25891, 7.25891, 7.25891, 7.25891, 7.25891, 7.25891, 7.25891, 7.25891, 7.25891
4.21912, 4.19535, 7.31901, 7.2964, 2.48905, -3.12366, 7.2964, 0, 7.2964, 7.29642, 7.30037, 7.29649, 7.314, 7.29735, 7.2964, 7.2964, 7.2964, 7.2964, 7.2964, 7.2964, 7.2964, 7.2964, 7.2964, 7.2964, 7.29641, 7.2964, 7.2964, 7.2964
4.22701, 7.78998, 7.35589, 7.33405, 3.12889, 0.434092, 7.33405, 0, 7.33405, 7.33406, 7.33801, 7.33413, 7.35118, 7.33469, 7.33405, 7.33405, 7.33405, 7.33405, 7.33405, 7.33405, 7.33405, 7.33405, 7.33405, 7.33405, 7.33405, 7.33405, 7.33405, 7.33405
4.2349, 6.99292, 7.39281, 7.37182, 2.99882, -0.399896, 7.37182, 0, 7.37182, 7.37184, 7.37579, 7.3719, 7.38831, 7.37226, 7.37182, 7.37182, 7.37182, 7.37182, 7.37182, 7.37182, 7.37182, 7.37182, 7.37182, 7.37182, 7.37183, 7.37182, 7.37182, 7.37182
4.24278, 6.8842, 7.42978, 7.40974, 2.98064, -0.545582, 7.40974, 0, 7.40974, 7.40976, 7.41371, 7.40982, 7.42543, 7.41003, 7.40974, 7.40974, 7.40974, 7.40974, 7.40974, 7.40974, 7.40974, 7.40974, 7.40974, 7.40974, 7.40975, 7.40974, 7.40974, 7.40974
4.25067, 9.76807, 7.46682, 7.44781, 3.43046, 2.30125, 7.44781, 0, 7.44781, 7.44782, 7.45177, 7.44789, 7.46256, 7.448, 7.44781, 7.44781, 7.44781, 7.44781, 7.44781, 7.44781, 7.44781, 7.44781, 7.44781, 7.44781, 7.44781, 7.44781, 7.44781, 7.44781
4.25855, 3.55275, 7.50392, 7.48601, 2.35643, -3.95118, 7.48601, 0, 7.48601, 7.48602, 7.48997, 7.48609, 7.49973, 7.48613, 7.48601, 7.48601, 7.48601, 7.48601, 7.48601, 7.48601, 7.48601, 7.48601, 7.48601, 7.48601, 7.48601, 7.48601, 7.48601, 7.48601
4.26644, 8.53439, 7.54113, 7.52434, 3.24567, 0.993254, 7.52434, 0, 7.52434, 7.52436, 7.52831, 7.52442, 7.53699, 7.52442, 7.52434, 7.52434, 7.52434, 7.52434, 7.52434, 7.52434, 7.52434, 7.52434, 7.52434, 7.52434, 7.52434, 7.52434, 7.52434, 7.52434
4.27432, 3.46078, 7.57847, 7.56282, 2.33683, -4.11769, 7.56282, 0, 7.56282, 7.56283, 7.56678, 7.5629, 7.57435, 7.56286, 7.56282, 7.56282, 7.56282, 7.56282, 7.56282, 7.56282, 7.56282, 7.56282, 7.56282, 7.56282, 7.56282, 7.56282, 7.56282, 7.56282
4.28221, 3.87697, 7.61596, 7.60142, 2.42425, -3.73899, 7.60142, 0, 7.60142, 7.60144, 7.60539, 7.60151, 7.61186, 7.60145, 7.60142, 7.60142, 7.60142, 7.60142, 7.60142, 7.60142, 7.60142, 7.60142, 7.60142, 7.60142, 7.60143, 7.60142, 7.60142, 7.60142
4.29009, 5.7493, 7.65363, 7.64017, 2.78376, -1.90432, 7.64017, 0, 7.64017, 7.64018, 7.64413, 7.64025, 7.64954, 7.64019, 7.64017, 7.64017, 7.64017, 7.64017, 7.64017, 7.64017, 7.64017, 7.64017, 7.64017, 7.64017, 7.64017, 7.64017, 7.64017, 7.64017
4.29798, 4.11555, 7.69149, 7.67904, 2.47296, -3.57593, 7.67904, 0, 7.67904, 7.67906, 7.68301, 7.67912, 7.68741, 7.67905, 7.67904, 7.67904, 7.67904, 7.67904, 7.67904, 7.67904, 7.67904, 7.67904, 7.67904, 7.67904, 7.67905, 7.67904, 7.67904, 7.67904
4.30586, 4.99277, 7.72956, 7.71805, 2.64439, -2.73678, 7.71805, 0, 7.71805, 7.71806, 7.72202, 7.71813, 7.72548, 7.71806, 7.71805, 7.71805, 7.71805, 7.71805, 7.71805, 7.71805, 7.71805, 7.71805, 7.71805, 7.71805, 7.71805, 7.71805, 7.71805, 7.71805
4.31375, 7.99291, 7.76785, 7.75719, 3.16116, 0.225067, 7.75719, 0, 7.75719, 7.7572, 7.76116, 7.75727, 7.76377, 7.75719, 7.75719, 7.75719, 7.75719, 7.75719, 7.75719, 7.75719, 7.75719, 7.75719, 7.75719, 7.75719, 7.75719, 7.75719, 7.75719, 7.75719
4.32164, 9.99257, 7.80637, 7.79646, 3.46303, 2.1862, 7.79646, 0, 7.79646, 7.79647, 7.80043, 7.79654, 7.8023, 7.79646, 7.79646, 7.79646, 7.79646, 7.79646, 7.79646, 7.79646, 7.79646, 7.79646, 7.79646, 7.79646, 7.79646, 7.79646, 7.79646, 7.79646
4.32952, 5.85787, 7.84511, 7.83586, 2.80319, -1.98725, 7.83586, 0, 7.83586, 7.83587, 7.83982, 7.83594, 7.84104, 7.83586, 7.83586, 7.83586, 7.83586, 7.83586, 7.83586, 7.83586, 7.83586, 7.83586, 7.83586, 7.83586, 7.83586, 7.83586, 7.83586, 7.83586
