   PIQUANT 0.0.0-main  ps__0097_0675553164_000rfs_shot_10.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Cr_K, Ti_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
-0.00599638, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0019246, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00984558, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0177666, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0256875, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0336085, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0415295, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0494505, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0573715, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0652925, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0732135, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0811344, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0890554, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0969764, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.104897, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.112818, 0, 1.2092e-29, 0, 1.41421, -1.2092e-29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.08636e-32, 0, 0, 1.53246e-34, 9.07376e-36, 0, 1.2041e-29, 0, 0, 0
0.120739, 0, 1.31914e-28, 0, 1.41421, -1.31914e-28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.54876e-31, 0, 0, 1.67177e-33, 1.46154e-33, 0, 1.31356e-28, 0, 0, 0
0.12866, 0, 9.04937e-28, 0, 1.41421, -9.04937e-28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.80645e-30, 0, 0, 1.14684e-32, 1.57124e-32, 0, 9.01103e-28, 0, 0, 0
0.136581, 0, 4.96822e-27, 0, 1.41421, -4.96822e-27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.08978e-29, 0, 0, 6.29625e-32, 1.07654e-31, 0, 4.94715e-27, 0, 0, 0
0.144502, 0, 2.37769e-26, 0, 1.41421, -2.37769e-26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.00013e-28, 0, 0, 3.01685e-31, 5.91576e-31, 0, 2.3676e-26, 0, 0, 0
0.152423, 0, 1.03343e-25, 0, 1.41421, -1.03343e-25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.3469e-28, 0, 0, 1.31419e-30, 2.83484e-30, 0, 1.02904e-25, 0, 0, 0
0.160344, 0, 4.17415e-25, 0, 1.41421, -4.17415e-25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.75576e-27, 0, 0, 5.32417e-30, 1.23369e-29, 0, 4.15641e-25, 0, 0, 0
0.168265, 0, 1.61747e-24, 0, 1.41421, -1.61747e-24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.8035e-27, 0, 0, 2.07303e-29, 5.12572e-29, 0, 1.6106e-24, 0, 0, 0
0.176186, 0, 5.92095e-24, 0, 1.41421, -5.92095e-24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.4905e-26, 0, 0, 7.62462e-29, 1.98203e-28, 0, 5.89577e-24, 0, 0, 0
0.184107, 0, 2.068e-23, 0, 1.41421, -2.068e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.69851e-26, 0, 0, 2.67579e-28, 7.24503e-28, 0, 2.0592e-23, 0, 0, 0
0.192028, 0, 6.93769e-23, 0, 1.41421, -6.93769e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.91816e-25, 0, 0, 9.02058e-28, 2.52784e-27, 0, 6.90817e-23, 0, 0, 0
0.199949, 0, 2.24629e-22, 0, 1.41421, -2.24629e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.44843e-25, 0, 0, 2.93538e-27, 8.4741e-27, 0, 2.23673e-22, 0, 0, 0
0.20787, 0, 7.04472e-22, 0, 1.41421, -7.04472e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.96317e-24, 0, 0, 9.25367e-27, 2.74235e-26, 0, 7.01472e-22, 0, 0, 0
0.215791, 0, 2.14602e-21, 0, 1.41421, -2.14602e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.02665e-24, 0, 0, 2.83415e-26, 8.59812e-26, 0, 2.13688e-21, 0, 0, 0
0.223712, 0, 6.36439e-21, 0, 1.41421, -6.36439e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.677e-23, 0, 0, 8.45242e-26, 2.61911e-25, 0, 6.33728e-21, 0, 0, 0
0.231633, 0, 1.84096e-20, 0, 1.41421, -1.84096e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.74346e-23, 0, 0, 2.45928e-25, 7.76904e-25, 0, 1.83311e-20, 0, 0, 0
0.239554, 0, 5.20208e-20, 0, 1.41421, -5.20208e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.1881e-22, 0, 0, 6.99193e-25, 2.24835e-24, 0, 5.1799e-20, 0, 0, 0
0.247475, 0, 1.43791e-19, 0, 1.41421, -1.43791e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.04816e-22, 0, 0, 1.94506e-24, 6.3581e-24, 0, 1.43178e-19, 0, 0, 0
0.255396, 0, 3.89236e-19, 0, 1.41421, -3.89236e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.6372e-21, 0, 0, 5.30062e-24, 1.75933e-23, 0, 3.87576e-19, 0, 0, 0
0.263317, 0, 1.03286e-18, 0, 1.41421, -1.03286e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.34441e-21, 0, 0, 1.41648e-23, 4.76891e-23, 0, 1.02845e-18, 0, 0, 0
