   PIQUANT 0.0.0-main  ps__0097_0675553164_000rfs_shot_198.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
-0.00421009, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0036978, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0116057, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0195136, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0274215, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0353294, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0432372, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0511451, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.059053, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0669609, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0748688, 0, 8.08145e-29, 0, 1.41421, -8.08145e-29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0924e-31, 0, 0, 1.33455e-34, 7.37385e-35, 0, 8.07051e-29, 0, 0
0.0827767, 0, 8.88706e-28, 0, 1.41421, -8.88706e-28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.20128e-30, 0, 0, 1.46757e-33, 1.32151e-32, 0, 8.8749e-28, 0, 0
0.0906846, 0, 6.13447e-27, 0, 1.41421, -6.13447e-27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.29198e-30, 0, 0, 1.01301e-32, 1.42638e-31, 0, 6.12603e-27, 0, 0
0.0985925, 0, 3.38447e-26, 0, 1.41421, -3.38447e-26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.57477e-29, 0, 0, 5.59157e-32, 9.80016e-31, 0, 3.37979e-26, 0, 0
0.1065, 0, 1.62618e-25, 0, 1.41421, -1.62618e-25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.19809e-28, 0, 0, 2.69194e-31, 5.39701e-30, 0, 1.62393e-25, 0, 0
0.114408, 0, 7.09099e-25, 0, 1.41421, -7.09099e-25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.58479e-28, 0, 0, 1.17768e-30, 2.59049e-29, 0, 7.08114e-25, 0, 0
0.122316, 0, 2.87183e-24, 0, 1.41421, -2.87183e-24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.88179e-27, 0, 0, 4.78963e-30, 1.12868e-28, 0, 2.86783e-24, 0, 0
0.130224, 0, 1.09591e-23, 0, 1.41421, -1.09591e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.48132e-26, 0, 0, 1.83661e-29, 4.5688e-28, 0, 1.09438e-23, 0, 0
0.138132, 0, 3.97875e-23, 0, 1.41421, -3.97875e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.37797e-26, 0, 0, 6.7032e-29, 1.74298e-27, 0, 3.97319e-23, 0, 0
0.14604, 0, 1.3837e-22, 0, 1.41421, -1.3837e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.87031e-25, 0, 0, 2.34439e-28, 6.32718e-27, 0, 1.38176e-22, 0, 0
0.153948, 0, 4.63298e-22, 0, 1.41421, -4.63298e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.26226e-25, 0, 0, 7.89654e-28, 2.20046e-26, 0, 4.62649e-22, 0, 0
