   PIQUANT 0.0.0-main  ps__0097_0675553164_000rfs_shot_190.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
-0.00443175, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00347685, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0113855, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0192941, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0272027, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0351113, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0430199, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0509285, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0588371, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0667457, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0746543, 0, 7.47237e-29, 0, 1.41421, -7.47237e-29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.60148e-32, 0, 0, 2.6642e-34, 7.10081e-35, 0, 7.46274e-29, 0, 0
0.0825629, 0, 8.21992e-28, 0, 1.41421, -8.21992e-28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.05619e-30, 0, 0, 2.93068e-33, 1.24733e-32, 0, 8.20921e-28, 0, 0
0.0904715, 0, 5.67577e-27, 0, 1.41421, -5.67577e-27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.29281e-30, 0, 0, 2.02359e-32, 1.34882e-31, 0, 5.66832e-27, 0, 0
0.0983801, 0, 3.13238e-26, 0, 1.41421, -3.13238e-26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.02478e-29, 0, 0, 1.11727e-31, 9.28011e-31, 0, 3.12825e-26, 0, 0
0.106289, 0, 1.50553e-25, 0, 1.41421, -1.50553e-25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.93443e-28, 0, 0, 5.38006e-31, 5.11605e-30, 0, 1.50354e-25, 0, 0
0.114197, 0, 6.56692e-25, 0, 1.41421, -6.56692e-25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.43773e-28, 0, 0, 2.35415e-30, 2.45778e-29, 0, 6.55821e-25, 0, 0
0.122106, 0, 2.66038e-24, 0, 1.41421, -2.66038e-24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.41827e-27, 0, 0, 9.57609e-30, 1.07167e-28, 0, 2.65685e-24, 0, 0
0.130014, 0, 1.01553e-23, 0, 1.41421, -1.01553e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.30483e-26, 0, 0, 3.67265e-29, 4.34095e-28, 0, 1.01418e-23, 0, 0
0.137923, 0, 3.68801e-23, 0, 1.41421, -3.68801e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.73864e-26, 0, 0, 1.34066e-28, 1.65708e-27, 0, 3.6831e-23, 0, 0
