   PIQUANT 0.0.0-main  ps__0097_0675553164_000rfs_shot_132.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Zn_K, Ni_K, Fe_K, Cr_K, Ti_K, Ca_K, Cl_K, S_K, P_K, Si_K, Al_K, Mg_K, Zn_L, Na_K, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
3.53982, 1.20952, 3.67766, 3.65422, 1.79151, -2.46815, 3.65422, 0, 3.65424, 3.65425, 3.65449, 3.66101, 3.6544, 3.66004, 3.65422, 3.65422, 3.65422, 3.65422, 3.65422, 3.65422, 3.65422, 3.65422, 3.65422, 3.65423, 3.66457, 3.65422, 3.65422
3.54771, 3.88925, 3.70559, 3.68072, 2.42678, 0.183658, 3.68072, 0, 3.68074, 3.68075, 3.68099, 3.68915, 3.6809, 3.68902, 3.68072, 3.68072, 3.68072, 3.68072, 3.68072, 3.68072, 3.68072, 3.68072, 3.68072, 3.68072, 3.68836, 3.68072, 3.68072
3.55561, 4.99516, 3.73711, 3.70731, 2.64484, 1.25805, 3.70731, 0, 3.70734, 3.70734, 3.70758, 3.71794, 3.7075, 3.72041, 3.70731, 3.70731, 3.70731, 3.70731, 3.70731, 3.70731, 3.70731, 3.70731, 3.70731, 3.70732, 3.71289, 3.70731, 3.70731
3.5635, 4.89644, 3.77418, 3.73399, 2.62611, 1.12226, 3.73399, 0, 3.73401, 3.73402, 3.73426, 3.74763, 3.73418, 3.75602, 3.73399, 3.73399, 3.73399, 3.73399, 3.73399, 3.73399, 3.73399, 3.73399, 3.73399, 3.73399, 3.73801, 3.73399, 3.73399
3.57139, 5.0939, 3.82, 3.76075, 2.66344, 1.2739, 3.76075, 0, 3.76077, 3.76078, 3.76102, 3.77858, 3.76095, 3.79879, 3.76075, 3.76075, 3.76075, 3.76075, 3.76075, 3.76075, 3.76075, 3.76075, 3.76075, 3.76075, 3.7636, 3.76075, 3.76075
3.57928, 2.27695, 3.87933, 3.78758, 2.06808, -1.60238, 3.78758, 0, 3.7876, 3.78761, 3.78785, 3.81123, 3.78779, 3.85315, 3.78758, 3.78758, 3.78758, 3.78758, 3.78758, 3.78758, 3.78758, 3.78758, 3.78758, 3.78758, 3.78959, 3.78758, 3.78758
3.58717, 8.89663, 3.95882, 3.81449, 3.301, 4.93781, 3.81449, 0, 3.81452, 3.81452, 3.81476, 3.84607, 3.8147, 3.92532, 3.81449, 3.81449, 3.81449, 3.81449, 3.81449, 3.81449, 3.81449, 3.81449, 3.81449, 3.8145, 3.81588, 3.81449, 3.81449
3.59507, 6.81192, 4.06696, 3.84149, 2.96849, 2.74496, 3.84149, 0, 3.84151, 3.84151, 3.84175, 3.88354, 3.8417, 4.02342, 3.84149, 3.84149, 3.84149, 3.84149, 3.84149, 3.84149, 3.84149, 3.84149, 3.84149, 3.84149, 3.84244, 3.84149, 3.84149
3.60296, 3.82181, 4.21368, 3.86855, 2.41284, -0.391866, 3.86855, 0, 3.86858, 3.86858, 3.86882, 3.92393, 3.86878, 4.15711, 3.86855, 3.86855, 3.86855, 3.86855, 3.86855, 3.86855, 3.86855, 3.86855, 3.86855, 3.86856, 3.8692, 3.86855, 3.86855
3.61085, 4.59025, 4.40922, 3.8957, 2.56715, 0.181035, 3.8957, 0, 3.89572, 3.89573, 3.89597, 3.96731, 3.89593, 4.33663, 3.8957, 3.8957, 3.8957, 3.8957, 3.8957, 3.8957, 3.8957, 3.8957, 3.8957, 3.8957, 3.89613, 3.8957, 3.8957
3.61874, 7.81912, 4.66234, 3.92293, 3.13355, 3.15678, 3.92293, 0, 3.92295, 3.92295, 3.9232, 4.01339, 3.92316, 4.57104, 3.92293, 3.92293, 3.92293, 3.92293, 3.92293, 3.92293, 3.92293, 3.92293, 3.92293, 3.92293, 3.92321, 3.92293, 3.92293
3.62664, 6.74961, 4.97785, 3.95023, 2.95797, 1.77176, 3.95023, 0, 3.95025, 3.95026, 3.9505, 4.06144, 3.95047, 4.86589, 3.95023, 3.95023, 3.95023, 3.95023, 3.95023, 3.95023, 3.95023, 3.95023, 3.95023, 3.95023, 3.95041, 3.95023, 3.95023
3.63453, 3.30347, 5.3539, 3.97761, 2.30293, -2.05043, 3.97761, 0, 3.97763, 3.97764, 3.97788, 4.11032, 3.97786, 5.22049, 3.97761, 3.97761, 3.97761, 3.97761, 3.97761, 3.97761, 3.97761, 3.97761, 3.97761, 3.97761, 3.97773, 3.97761, 3.97761
3.64242, 7.76151, 5.77968, 4.00506, 3.12434, 1.98183, 4.00506, 0, 4.00508, 4.00509, 4.00533, 4.15855, 4.00532, 5.62554, 4.00506, 4.00506, 4.00506, 4.00506, 4.00506, 4.00506, 4.00506, 4.00506, 4.00506, 4.00506, 4.00514, 4.00506, 4.00506
3.65031, 4.35398, 6.2343, 4.03259, 2.52071, -1.88032, 4.03259, 0, 4.03261, 4.03262, 4.03286, 4.20443, 4.03286, 6.06183, 4.03259, 4.03259, 4.03259, 4.03259, 4.03259, 4.03259, 4.03259, 4.03259, 4.03259, 4.03259, 4.03264, 4.03259, 4.03259
3.65821, 11.841, 6.68747, 4.06019, 3.72035, 5.15354, 4.06019, 0, 4.06022, 4.06022, 4.06046, 4.2463, 4.06047, 6.50074, 4.06019, 4.06019, 4.06019, 4.06019, 4.06019, 4.06019, 4.06019, 4.06019, 4.06019, 4.0602, 4.06022, 4.06019, 4.06019
3.6661, 11.7834, 7.10251, 4.08788, 3.71259, 4.68085, 4.08788, 0, 4.0879, 4.0879, 4.08815, 4.28278, 4.08816, 6.90699, 4.08788, 4.08788, 4.08788, 4.08788, 4.08788, 4.08788, 4.08788, 4.08788, 4.08788, 4.08788, 4.08789, 4.08788, 4.08788
3.67399, 5.05777, 7.44128, 4.11564, 2.65665, -2.3835, 4.11564, 0, 4.11566, 4.11566, 4.11591, 4.31294, 4.11593, 7.24335, 4.11564, 4.11564, 4.11564, 4.11564, 4.11564, 4.11564, 4.11564, 4.11564, 4.11564, 4.11564, 4.11565, 4.11564, 4.11564
3.68188, 10.178, 7.67031, 4.14348, 3.48969, 2.50765, 4.14348, 0, 4.1435, 4.14351, 4.14375, 4.33652, 4.14378, 7.47664, 4.14348, 4.14348, 4.14348, 4.14348, 4.14348, 4.14348, 4.14348, 4.14348, 4.14348, 4.14348, 4.14348, 4.14348, 4.14348
3.68978, 9.98351, 7.7667, 4.1714, 3.46172, 2.2168, 4.1714, 0, 4.17143, 4.17143, 4.17167, 4.35392, 4.17171, 7.58356, 4.1714, 4.1714, 4.1714, 4.1714, 4.1714, 4.1714, 4.1714, 4.1714, 4.1714, 4.17141, 4.17141, 4.1714, 4.1714
3.69767, 7.75177, 7.72245, 4.19942, 3.12278, 0.0293279, 4.19942, 0, 4.19944, 4.19945, 4.19969, 4.36616, 4.19973, 7.55506, 4.19942, 4.19942, 4.19942, 4.19942, 4.19942, 4.19942, 4.19942, 4.19942, 4.19942, 4.19942, 4.19942, 4.19942, 4.19942
3.70556, 6.88201, 7.5459, 4.22752, 2.98027, -0.663895, 4.22752, 0, 4.22754, 4.22755, 4.22779, 4.37471, 4.22785, 7.39807, 4.22752, 4.22752, 4.22752, 4.22752, 4.22752, 4.22752, 4.22752, 4.22752, 4.22752, 4.22752, 4.22752, 4.22752, 4.22752
3.71345, 8.10359, 7.26022, 4.25572, 3.17862, 0.84337, 4.25572, 0, 4.25575, 4.25575, 4.25599, 4.38126, 4.25606, 7.13404, 4.25572, 4.25572, 4.25572, 4.25572, 4.25572, 4.25572, 4.25572, 4.25572, 4.25572, 4.25573, 4.25572, 4.25572, 4.25572
3.72134, 8.89163, 6.89901, 4.28402, 3.30025, 1.99262, 4.28402, 0, 4.28404, 4.28405, 4.28429, 4.38748, 4.28436, 6.79489, 4.28402, 4.28402, 4.28402, 4.28402, 4.28402, 4.28402, 4.28402, 4.28402, 4.28402, 4.28402, 4.28402, 4.28402, 4.28402
3.72924, 3.09386, 6.50039, 4.31242, 2.25696, -3.40652, 4.31242, 0, 4.31244, 4.31245, 4.31269, 4.39482, 4.31277, 6.41732, 4.31242, 4.31242, 4.31242, 4.31242, 4.31242, 4.31242, 4.31242, 4.31242, 4.31242, 4.31242, 4.31242, 4.31242, 4.31242
3.73713, 6.03848, 6.10096, 4.34092, 2.83522, -0.0624809, 4.34092, 0, 4.34095, 4.34095, 4.34119, 4.40437, 4.34128, 6.03683, 4.34092, 4.34092, 4.34092, 4.34092, 4.34092, 4.34092, 4.34092, 4.34092, 4.34092, 4.34093, 4.34092, 4.34092, 4.34092
3.74502, 9.94702, 5.73082, 4.36953, 3.45645, 4.2162, 4.36953, 0, 4.36955, 4.36956, 4.3698, 4.4168, 4.3699, 5.68286, 4.36953, 4.36953, 4.36953, 4.36953, 4.36953, 4.36953, 4.36953, 4.36953, 4.36953, 4.36953, 4.36953, 4.36953, 4.36953
3.75291, 6.07469, 5.41072, 4.39825, 2.8416, 0.663966, 4.39825, 0, 4.39827, 4.39828, 4.39852, 4.43235, 4.39862, 5.37592, 4.39825, 4.39825, 4.39825, 4.39825, 4.39825, 4.39825, 4.39825, 4.39825, 4.39825, 4.39825, 4.39825, 4.39825, 4.39825
3.76081, 9.83387, 5.15134, 4.42707, 3.44004, 4.68252, 4.42707, 0, 4.42709, 4.4271, 4.42734, 4.45096, 4.42746, 5.12675, 4.42707, 4.42707, 4.42707, 4.42707, 4.42707, 4.42707, 4.42707, 4.42707, 4.42707, 4.42707, 4.42707, 4.42707, 4.42707
3.7687, 4.03364, 4.95448, 4.456, 2.45635, -0.920835, 4.456, 0, 4.45602, 4.45603, 4.45627, 4.4723, 4.4564, 4.93747, 4.456, 4.456, 4.456, 4.456, 4.456, 4.456, 4.456, 4.456, 4.456, 4.456, 4.456, 4.456, 4.456
3.77659, 5.02899, 4.81526, 4.48504, 2.65122, 0.213737, 4.48504, 0, 4.48506, 4.48507, 4.48531, 4.49593, 4.48544, 4.80364, 4.48504, 4.48504, 4.48504, 4.48504, 4.48504, 4.48504, 4.48504, 4.48504, 4.48504, 4.48504, 4.48504, 4.48504, 4.48504
3.78448, 5.9614, 4.72491, 4.51418, 2.8216, 1.23649, 4.51418, 0, 4.5142, 4.51421, 4.51445, 4.5214, 4.5146, 4.71696, 4.51418, 4.51418, 4.51418, 4.51418, 4.51418, 4.51418, 4.51418, 4.51418, 4.51418, 4.51419, 4.51418, 4.51418, 4.51418
3.79238, 5.99517, 4.67316, 4.54343, 2.82757, 1.32201, 4.54343, 0, 4.54346, 4.54346, 4.5437, 4.54824, 4.54386, 4.66761, 4.54343, 4.54343, 4.54343, 4.54343, 4.54343, 4.54343, 4.54343, 4.54343, 4.54343, 4.54344, 4.54343, 4.54343, 4.54343
3.80027, 3.96877, 4.65004, 4.57279, 2.44311, -0.681264, 4.57279, 0, 4.57281, 4.57282, 4.57306, 4.57608, 4.57322, 4.646, 4.57279, 4.57279, 4.57279, 4.57279, 4.57279, 4.57279, 4.57279, 4.57279, 4.57279, 4.57279, 4.57279, 4.57279, 4.57279
3.80816, 5.99755, 4.64697, 4.60225, 2.82799, 1.35058, 4.60225, 0, 4.60228, 4.60228, 4.60252, 4.60462, 4.6027, 4.64384, 4.60225, 4.60225, 4.60225, 4.60225, 4.60225, 4.60225, 4.60225, 4.60225, 4.60225, 4.60226, 4.60225, 4.60225, 4.60225
3.81605, 3.99762, 4.65724, 4.63182, 2.449, -0.659624, 4.63182, 0, 4.63185, 4.63185, 4.63209, 4.63366, 4.63228, 4.65463, 4.63182, 4.63182, 4.63182, 4.63182, 4.63182, 4.63182, 4.63182, 4.63182, 4.63182, 4.63183, 4.63182, 4.63182, 4.63182
3.82395, 3.036, 4.67594, 4.6615, 2.2441, -1.63994, 4.6615, 0, 4.66152, 4.66153, 4.66177, 4.66303, 4.66197, 4.67363, 4.6615, 4.6615, 4.6615, 4.6615, 4.6615, 4.6615, 4.6615, 4.6615, 4.6615, 4.6615, 4.6615, 4.6615, 4.6615
3.83184, 9.99275, 4.69975, 4.69129, 3.46305, 5.293, 4.69129, 0, 4.69131, 4.69131, 4.69156, 4.69265, 4.69176, 4.6976, 4.69129, 4.69129, 4.69129, 4.69129, 4.69129, 4.69129, 4.69129, 4.69129, 4.69129, 4.69129, 4.69129, 4.69129, 4.69129
3.83973, 3.99284, 4.72654, 4.72118, 2.44803, -0.733695, 4.72118, 0, 4.72121, 4.72121, 4.72145, 4.72245, 4.72167, 4.72447, 4.72118, 4.72118, 4.72118, 4.72118, 4.72118, 4.72118, 4.72118, 4.72118, 4.72118, 4.72119, 4.72118, 4.72118, 4.72118
3.84762, 7.96874, 4.75503, 4.7512, 3.15733, 3.21372, 4.7512, 0, 4.75122, 4.75122, 4.75147, 4.75241, 4.75169, 4.753, 4.7512, 4.7512, 4.7512, 4.7512, 4.7512, 4.7512, 4.7512, 4.7512, 4.7512, 4.7512, 4.7512, 4.7512, 4.7512
3.85551, 1.00719, 4.7845, 4.78133, 1.73412, -3.77731, 4.78133, 0, 4.78135, 4.78135, 4.78159, 4.7825, 4.78183, 4.7825, 4.78133, 4.78133, 4.78133, 4.78133, 4.78133, 4.78133, 4.78133, 4.78133, 4.78133, 4.78133, 4.78133, 4.78133, 4.78133
3.86341, 1.98801, 4.81462, 4.81158, 1.997, -2.82661, 4.81158, 0, 4.8116, 4.8116, 4.81184, 4.81272, 4.81209, 4.81263, 4.81158, 4.81158, 4.81158, 4.81158, 4.81158, 4.81158, 4.81158, 4.81158, 4.81158, 4.81158, 4.81158, 4.81158, 4.81158
3.8713, 0.997553, 4.84528, 4.84195, 1.73134, -3.84772, 4.84195, 0, 4.84197, 4.84198, 4.84222, 4.84308, 4.84248, 4.8433, 4.84195, 4.84195, 4.84195, 4.84195, 4.84195, 4.84195, 4.84195, 4.84195, 4.84195, 4.84195, 4.84195, 4.84195, 4.84195
3.87919, 2.99765, 4.87657, 4.87245, 2.23554, -1.87892, 4.87245, 0, 4.87247, 4.87248, 4.87272, 4.87356, 4.87299, 4.8746, 4.87245, 4.87245, 4.87245, 4.87245, 4.87245, 4.87245, 4.87245, 4.87245, 4.87245, 4.87245, 4.87245, 4.87245, 4.87245
3.88708, 2.99758, 4.90877, 4.90309, 2.23553, -1.91119, 4.90309, 0, 4.90311, 4.90311, 4.90336, 4.90418, 4.90364, 4.90681, 4.90309, 4.90309, 4.90309, 4.90309, 4.90309, 4.90309, 4.90309, 4.90309, 4.90309, 4.90309, 4.90309, 4.90309, 4.90309
3.89498, 2.99498, 4.94235, 4.93385, 2.23495, -1.94737, 4.93385, 0, 4.93387, 4.93388, 4.93412, 4.93493, 4.93441, 4.94039, 4.93385, 4.93385, 4.93385, 4.93385, 4.93385, 4.93385, 4.93385, 4.93385, 4.93385, 4.93385, 4.93385, 4.93385, 4.93385
3.90287, 9.9904, 4.97804, 4.96475, 3.46272, 5.01236, 4.96475, 0, 4.96477, 4.96478, 4.96502, 4.96582, 4.96532, 4.97608, 4.96475, 4.96475, 4.96475, 4.96475, 4.96475, 4.96475, 4.96475, 4.96475, 4.96475, 4.96475, 4.96475, 4.96475, 4.96475
3.91076, 4.99275, 5.01685, 4.99578, 2.64438, -0.0240993, 4.99578, 0, 4.9958, 4.9958, 4.99605, 4.99684, 4.99636, 5.01488, 4.99578, 4.99578, 4.99578, 4.99578, 4.99578, 4.99578, 4.99578, 4.99578, 4.99578, 4.99578, 4.99578, 4.99578, 4.99578
3.91865, 2.01221, 5.06006, 5.02692, 2.00305, -3.04786, 5.02692, 0, 5.02695, 5.02695, 5.02719, 5.02798, 5.02752, 5.05809, 5.02692, 5.02692, 5.02692, 5.02692, 5.02692, 5.02692, 5.02692, 5.02692, 5.02692, 5.02693, 5.02692, 5.02692, 5.02692
3.92655, 0.997584, 5.10917, 5.05818, 1.73135, -4.11158, 5.05818, 0, 5.05821, 5.05821, 5.05845, 5.05924, 5.05879, 5.10719, 5.05818, 5.05818, 5.05818, 5.05818, 5.05818, 5.05818, 5.05818, 5.05818, 5.05818, 5.05819, 5.05818, 5.05818, 5.05818
3.93444, 8.96846, 5.16569, 5.08953, 3.31187, 3.80278, 5.08953, 0, 5.08955, 5.08956, 5.0898, 5.09058, 5.09015, 5.1637, 5.08953, 5.08953, 5.08953, 5.08953, 5.08953, 5.08953, 5.08953, 5.08953, 5.08953, 5.08953, 5.08953, 5.08953, 5.08953
3.94233, 0.0436803, 5.2309, 5.12095, 1.42957, -5.18722, 5.12095, 0, 5.12097, 5.12097, 5.12121, 5.12199, 5.12157, 5.2289, 5.12095, 5.12095, 5.12095, 5.12095, 5.12095, 5.12095, 5.12095, 5.12095, 5.12095, 5.12095, 5.12095, 5.12095, 5.12095
3.95022, 1.96122, 5.30547, 5.15239, 1.99028, -3.34426, 5.15239, 0, 5.15242, 5.15242, 5.15266, 5.15344, 5.15304, 5.30347, 5.15239, 5.15239, 5.15239, 5.15239, 5.15239, 5.15239, 5.15239, 5.15239, 5.15239, 5.1524, 5.15239, 5.15239, 5.15239
3.95811, 3.01697, 5.38904, 5.18383, 2.23986, -2.37207, 5.18383, 0, 5.18385, 5.18386, 5.1841, 5.18488, 5.18448, 5.38702, 5.18383, 5.18383, 5.18383, 5.18383, 5.18383, 5.18383, 5.18383, 5.18383, 5.18383, 5.18383, 5.18383, 5.18383, 5.18383
3.96601, 6.99765, 5.47991, 5.21521, 2.99961, 1.51773, 5.21521, 0, 5.21523, 5.21523, 5.21548, 5.21626, 5.21587, 5.47788, 5.21521, 5.21521, 5.21521, 5.21521, 5.21521, 5.21521, 5.21521, 5.21521, 5.21521, 5.21521, 5.21521, 5.21521, 5.21521
3.9739, 0.997553, 5.57487, 5.24648, 1.73134, -4.57732, 5.24648, 0, 5.2465, 5.2465, 5.24675, 5.24753, 5.24715, 5.57283, 5.24648, 5.24648, 5.24648, 5.24648, 5.24648, 5.24648, 5.24648, 5.24648, 5.24648, 5.24648, 5.24648, 5.24648, 5.24648
3.98179, 1.02661, 5.66935, 5.27759, 1.73972, -4.64274, 5.27759, 0, 5.27761, 5.27762, 5.27786, 5.27865, 5.27828, 5.66729, 5.27759, 5.27759, 5.27759, 5.27759, 5.27759, 5.27759, 5.27759, 5.27759, 5.27759, 5.27759, 5.27759, 5.27759, 5.27759
3.98968, 3.93717, 5.75784, 5.3085, 2.43663, -1.82066, 5.3085, 0, 5.30853, 5.30853, 5.30877, 5.30957, 5.3092, 5.75576, 5.3085, 5.3085, 5.3085, 5.3085, 5.3085, 5.3085, 5.3085, 5.3085, 5.3085, 5.30851, 5.3085, 5.3085, 5.3085
3.99758, 3.96134, 5.83469, 5.33919, 2.44159, -1.87335, 5.33919, 0, 5.33921, 5.33922, 5.33946, 5.34026, 5.3399, 5.83258, 5.33919, 5.33919, 5.33919, 5.33919, 5.33919, 5.33919, 5.33919, 5.33919, 5.33919, 5.33919, 5.33919, 5.33919, 5.33919
4.00547, 3.029, 5.89497, 5.36962, 2.24254, -2.86597, 5.36962, 0, 5.36964, 5.36965, 5.36989, 5.37071, 5.37034, 5.89283, 5.36962, 5.36962, 5.36962, 5.36962, 5.36962, 5.36962, 5.36962, 5.36962, 5.36962, 5.36962, 5.36962, 5.36962, 5.36962
4.01336, 8.87918, 5.93535, 5.3998, 3.29836, 2.94383, 5.3998, 0, 5.39982, 5.39983, 5.40007, 5.40091, 5.40053, 5.93318, 5.3998, 5.3998, 5.3998, 5.3998, 5.3998, 5.3998, 5.3998, 5.3998, 5.3998, 5.3998, 5.3998, 5.3998, 5.3998
4.02125, 5.11115, 5.95471, 5.42974, 2.66667, -0.843554, 5.42974, 0, 5.42976, 5.42977, 5.43001, 5.43089, 5.43049, 5.95249, 5.42974, 5.42974, 5.42974, 5.42974, 5.42974, 5.42974, 5.42974, 5.42974, 5.42974, 5.42975, 5.42974, 5.42974, 5.42974
4.02915, 6.99523, 5.95435, 5.45948, 2.99921, 1.04089, 5.45948, 0, 5.45951, 5.45951, 5.45975, 5.46068, 5.46024, 5.95207, 5.45948, 5.45948, 5.45948, 5.45948, 5.45948, 5.45948, 5.45948, 5.45948, 5.45948, 5.45949, 5.45948, 5.45948, 5.45948
4.03704, 10.7196, 5.93773, 5.48907, 3.56646, 4.78192, 5.48907, 0, 5.48909, 5.4891, 5.48934, 5.49033, 5.48984, 5.93538, 5.48907, 5.48907, 5.48907, 5.48907, 5.48907, 5.48907, 5.48907, 5.48907, 5.48907, 5.48907, 5.48907, 5.48907, 5.48907
4.04493, 3.27074, 5.90985, 5.51855, 2.29581, -2.63911, 5.51855, 0, 5.51857, 5.51858, 5.51882, 5.51988, 5.51933, 5.90741, 5.51855, 5.51855, 5.51855, 5.51855, 5.51855, 5.51855, 5.51855, 5.51855, 5.51855, 5.51855, 5.51855, 5.51855, 5.51855
4.05282, 5.8938, 5.87636, 5.54798, 2.80959, 0.0174475, 5.54798, 0, 5.548, 5.54801, 5.54825, 5.54941, 5.54878, 5.8738, 5.54798, 5.54798, 5.54798, 5.54798, 5.54798, 5.54798, 5.54798, 5.54798, 5.54798, 5.54798, 5.54798, 5.54798, 5.54798
4.06071, 10.8838, 5.84268, 5.57742, 3.5894, 5.04111, 5.57742, 0, 5.57744, 5.57745, 5.57769, 5.57897, 5.57823, 5.83999, 5.57742, 5.57742, 5.57742, 5.57742, 5.57742, 5.57742, 5.57742, 5.57742, 5.57742, 5.57742, 5.57742, 5.57742, 5.57742
4.06861, 7.09688, 5.81328, 5.60691, 3.0161, 1.2836, 5.60691, 0, 5.60693, 5.60694, 5.60718, 5.60862, 5.60773, 5.81043, 5.60691, 5.60691, 5.60691, 5.60691, 5.60691, 5.60691, 5.60691, 5.60691, 5.60691, 5.60691, 5.60691, 5.60691, 5.60691
4.0765, 7.99033, 5.79129, 5.6365, 3.16075, 2.19904, 5.6365, 0, 5.63652, 5.63652, 5.63677, 5.63839, 5.63733, 5.78824, 5.6365, 5.6365, 5.6365, 5.6365, 5.6365, 5.6365, 5.6365, 5.6365, 5.6365, 5.6365, 5.6365, 5.6365, 5.6365
4.08439, 6.23172, 5.77835, 5.6662, 2.8691, 0.453369, 5.6662, 0, 5.66622, 5.66623, 5.66647, 5.66835, 5.66705, 5.77504, 5.6662, 5.6662, 5.6662, 5.6662, 5.6662, 5.6662, 5.6662, 5.6662, 5.6662, 5.6662, 5.6662, 5.6662, 5.6662
4.09228, 4.93724, 5.77481, 5.69605, 2.63386, -0.837572, 5.69605, 0, 5.69607, 5.69607, 5.69632, 5.69852, 5.69691, 5.77115, 5.69605, 5.69605, 5.69605, 5.69605, 5.69605, 5.69605, 5.69605, 5.69605, 5.69605, 5.69605, 5.69605, 5.69605, 5.69605
4.10018, 4.9324, 5.78003, 5.72604, 2.63295, -0.847628, 5.72604, 0, 5.72606, 5.72607, 5.72631, 5.72897, 5.72691, 5.7759, 5.72604, 5.72604, 5.72604, 5.72604, 5.72604, 5.72604, 5.72604, 5.72604, 5.72604, 5.72604, 5.72604, 5.72604, 5.72604
4.10807, 7.92776, 5.7928, 5.75618, 3.15083, 2.13495, 5.75618, 0, 5.7562, 5.7562, 5.75644, 5.75974, 5.75707, 5.78803, 5.75618, 5.75618, 5.75618, 5.75618, 5.75618, 5.75618, 5.75618, 5.75618, 5.75618, 5.75618, 5.75618, 5.75618, 5.75618
4.11596, 5.92257, 5.81169, 5.78646, 2.81471, 0.110882, 5.78646, 0, 5.78649, 5.78649, 5.78673, 5.79088, 5.78737, 5.80605, 5.78646, 5.78646, 5.78646, 5.78646, 5.78646, 5.78646, 5.78646, 5.78646, 5.78646, 5.78647, 5.78646, 5.78646, 5.78646
4.12385, 4.2076, 5.83528, 5.8169, 2.49151, -1.62768, 5.8169, 0, 5.81692, 5.81692, 5.81716, 5.82246, 5.81781, 5.82848, 5.8169, 5.8169, 5.8169, 5.8169, 5.8169, 5.8169, 5.8169, 5.8169, 5.8169, 5.8169, 5.8169, 5.8169, 5.8169
4.13175, 3.99765, 5.86235, 5.84746, 2.44901, -1.86471, 5.84746, 0, 5.84748, 5.84749, 5.84773, 5.8545, 5.84839, 5.85406, 5.84746, 5.84746, 5.84746, 5.84746, 5.84746, 5.84746, 5.84746, 5.84746, 5.84746, 5.84746, 5.84746, 5.84746, 5.84746
4.13964, 3.92027, 5.89193, 5.87816, 2.43316, -1.97167, 5.87816, 0, 5.87818, 5.87819, 5.87843, 5.88705, 5.87911, 5.88178, 5.87816, 5.87816, 5.87816, 5.87816, 5.87816, 5.87816, 5.87816, 5.87816, 5.87816, 5.87816, 5.87816, 5.87816, 5.87816
4.14753, 4.99516, 5.92328, 5.90899, 2.64484, -0.928126, 5.90899, 0, 5.90901, 5.90902, 5.90926, 5.9201, 5.90995, 5.9109, 5.90899, 5.90899, 5.90899, 5.90899, 5.90899, 5.90899, 5.90899, 5.90899, 5.90899, 5.90899, 5.90899, 5.90899, 5.90899
4.15542, 2.99529, 5.95584, 5.93995, 2.23501, -2.96055, 5.93995, 0, 5.93997, 5.93998, 5.94022, 5.95358, 5.94092, 5.94092, 5.93995, 5.93995, 5.93995, 5.93995, 5.93995, 5.93995, 5.93995, 5.93995, 5.93995, 5.93995, 5.93995, 5.93995, 5.93995
4.16332, 10.5734, 5.98919, 5.97103, 3.54589, 4.58417, 5.97103, 0, 5.97105, 5.97106, 5.9713, 5.98741, 5.97202, 5.97151, 5.97103, 5.97103, 5.97103, 5.97103, 5.97103, 5.97103, 5.97103, 5.97103, 5.97103, 5.97103, 5.97103, 5.97103, 5.97103
4.17121, 3.41686, 6.02298, 6.00224, 2.32742, -2.60611, 6.00224, 0, 6.00226, 6.00227, 6.00251, 6.02143, 6.00324, 6.00246, 6.00224, 6.00224, 6.00224, 6.00224, 6.00224, 6.00224, 6.00224, 6.00224, 6.00224, 6.00224, 6.00224, 6.00224, 6.00224
4.1791, 12.5489, 6.05689, 6.03357, 3.8143, 6.49198, 6.03357, 0, 6.03359, 6.0336, 6.03384, 6.05546, 6.03459, 6.03367, 6.03357, 6.03357, 6.03357, 6.03357, 6.03357, 6.03357, 6.03357, 6.03357, 6.03357, 6.03358, 6.03357, 6.03357, 6.03357
4.18699, 4.62497, 6.09068, 6.06503, 2.5739, -1.46571, 6.06503, 0, 6.06506, 6.06506, 6.0653, 6.08928, 6.06606, 6.06508, 6.06503, 6.06503, 6.06503, 6.06503, 6.06503, 6.06503, 6.06503, 6.06503, 6.06503, 6.06504, 6.06503, 6.06503, 6.06503
4.19488, 3.90583, 6.12408, 6.09662, 2.43019, -2.21825, 6.09662, 0, 6.09664, 6.09665, 6.09689, 6.1227, 6.09766, 6.09664, 6.09662, 6.09662, 6.09662, 6.09662, 6.09662, 6.09662, 6.09662, 6.09662, 6.09662, 6.09662, 6.09662, 6.09662, 6.09662
4.20278, 6.80458, 6.15694, 6.12833, 2.96725, 0.647641, 6.12833, 0, 6.12836, 6.12836, 6.1286, 6.15555, 6.12939, 6.12834, 6.12833, 6.12833, 6.12833, 6.12833, 6.12833, 6.12833, 6.12833, 6.12833, 6.12833, 6.12834, 6.12833, 6.12833, 6.12833
4.21067, 3.09182, 6.18913, 6.16018, 2.25651, -3.0973, 6.16018, 0, 6.1602, 6.1602, 6.16045, 6.18773, 6.16125, 6.16018, 6.16018, 6.16018, 6.16018, 6.16018, 6.16018, 6.16018, 6.16018, 6.16018, 6.16018, 6.16018, 6.16018, 6.16018, 6.16018
4.21856, 3.09647, 6.22061, 6.19215, 2.25754, -3.12414, 6.19215, 0, 6.19217, 6.19217, 6.19242, 6.2192, 6.19323, 6.19215, 6.19215, 6.19215, 6.19215, 6.19215, 6.19215, 6.19215, 6.19215, 6.19215, 6.19215, 6.19215, 6.19215, 6.19215, 6.19215
