   PIQUANT 0.0.0-main  ps__0097_0675553164_000rfs_shot_25.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Cr_K, Ti_K, Ca_K, K_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
0.288017, 0, 5.38255e-14, 0, 1.41421, -5.38255e-14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.7861e-16, 0, 0, 1.33893e-18, 9.34421e-18, 0, 5.34362e-14, 0, 0
0.295932, 0, 1.03754e-13, 0, 1.41421, -1.03754e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.29801e-16, 0, 0, 2.6312e-18, 1.84073e-17, 0, 1.03003e-13, 0, 0
0.303847, 0, 1.97777e-13, 0, 1.41421, -1.97777e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.39114e-15, 0, 0, 5.11773e-18, 3.58843e-17, 0, 1.96344e-13, 0, 0
0.311761, 0, 3.72861e-13, 0, 1.41421, -3.72861e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.62266e-15, 0, 0, 9.85428e-18, 6.9242e-17, 0, 3.70159e-13, 0, 0
0.319676, 0, 6.95287e-13, 0, 1.41421, -6.95287e-13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.8906e-15, 0, 0, 1.87891e-17, 1.32277e-16, 0, 6.90245e-13, 0, 0
0.327591, 0, 1.28253e-12, 0, 1.41421, -1.28253e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.02138e-15, 0, 0, 3.54846e-17, 2.50231e-16, 0, 1.27323e-12, 0, 0
0.335506, 0, 2.34045e-12, 0, 1.41421, -2.34045e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.64633e-14, 0, 0, 6.63991e-17, 4.68851e-16, 0, 2.32345e-12, 0, 0
0.343421, 0, 4.22563e-12, 0, 1.41421, -4.22563e-12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.97255e-14, 0, 0, 1.23147e-16, 8.703e-16, 0, 4.19492e-12, 0, 0
0.351336, 0, 7.54883e-12, 2.10195e-44, 1.41421, -7.54883e-12, 0, 2.10195e-44, 2.10195e-44, 2.10195e-44, 2.10195e-44, 2.10195e-44, 2.10195e-44, 2.10195e-44, 2.10195e-44, 2.10195e-44, 2.10195e-44, 2.10195e-44, 2.10195e-44, 5.31068e-14, 2.10195e-44, 2.10195e-44, 2.26462e-16, 1.60088e-15, 2.10195e-44, 7.4939e-12, 2.10195e-44, 2.10195e-44
0.359251, 0, 1.33443e-11, 3.82554e-43, 1.41421, -1.33443e-11, 0, 3.82554e-43, 3.82554e-43, 3.82554e-43, 3.82554e-43, 3.82554e-43, 3.82554e-43, 3.82554e-43, 3.82554e-43, 3.82554e-43, 3.82554e-43, 3.82554e-43, 3.82554e-43, 9.38888e-14, 3.82554e-43, 3.82554e-43, 4.13127e-16, 2.91901e-15, 3.82554e-43, 1.32471e-11, 3.82554e-43, 3.82554e-43
0.367166, 0, 2.33437e-11, 6.00176e-42, 1.41421, -2.33437e-11, 0, 6.00176e-42, 6.00176e-42, 6.00176e-42, 6.00176e-42, 6.00176e-42, 6.00176e-42, 6.00176e-42, 6.00176e-42, 6.00176e-42, 6.00176e-42, 6.00176e-42, 6.00176e-42, 1.6427e-13, 6.00176e-42, 6.00176e-42, 7.48008e-16, 5.27773e-15, 6.00176e-42, 2.31734e-11, 6.00176e-42, 6.00176e-42
0.375081, 0, 4.04141e-11, 8.25575e-41, 1.41421, -4.04141e-11, 0, 8.25575e-41, 8.25575e-41, 8.25575e-41, 8.25575e-41, 8.25575e-41, 8.25575e-41, 8.25575e-41, 8.25575e-41, 8.25575e-41, 8.25575e-41, 8.25575e-41, 8.25575e-41, 2.84457e-13, 8.25575e-41, 8.25575e-41, 1.34497e-15, 9.46588e-15, 8.25575e-41, 4.01189e-11, 8.25575e-41, 8.25575e-41
0.382995, 0, 6.92491e-11, 1.01411e-39, 1.41421, -6.92491e-11, 0, 1.01411e-39, 1.01411e-39, 1.01411e-39, 1.01411e-39, 1.01411e-39, 1.01411e-39, 1.01411e-39, 1.01411e-39, 1.01411e-39, 1.01411e-39, 1.01411e-39, 1.01411e-39, 4.87558e-13, 1.01411e-39, 1.01411e-39, 2.40317e-15, 1.6849e-14, 1.01411e-39, 6.87423e-11, 1.01411e-39, 1.01411e-39
0.39091, 0, 1.17447e-10, 1.12144e-38, 1.41421, -1.17447e-10, 0, 1.12144e-38, 1.12144e-38, 1.12144e-38, 1.12144e-38, 1.12144e-38, 1.12144e-38, 1.12144e-38, 1.12144e-38, 1.12144e-38, 1.12144e-38, 1.12144e-38, 1.12144e-38, 8.27231e-13, 1.12144e-38, 1.12144e-38, 4.26992e-15, 2.97789e-14, 1.12144e-38, 1.16586e-10, 1.12144e-38, 1.12144e-38
0.398825, 0, 1.97173e-10, 1.12234e-37, 1.41421, -1.97173e-10, 0, 1.12234e-37, 1.12234e-37, 1.12234e-37, 1.12234e-37, 1.12234e-37, 1.12234e-37, 1.12234e-37, 1.12234e-37, 1.12234e-37, 1.12234e-37, 1.12234e-37, 1.12234e-37, 1.38949e-12, 1.12234e-37, 1.12234e-37, 7.54996e-15, 5.22902e-14, 1.12234e-37, 1.95723e-10, 1.12234e-37, 1.12234e-37
0.40674, 0, 3.27723e-10, 3.11952e-36, 1.41421, -3.27723e-10, 0, 3.11952e-36, 3.11952e-36, 3.11952e-36, 3.11952e-36, 3.11952e-36, 3.11952e-36, 3.11952e-36, 3.11952e-36, 3.11952e-36, 3.11952e-36, 3.11952e-36, 3.11952e-36, 2.31111e-12, 3.11952e-36, 3.11952e-36, 1.33195e-14, 9.14259e-14, 3.11952e-36, 3.25307e-10, 3.11952e-36, 3.11952e-36
0.414655, 0, 5.39191e-10, 2.39845e-35, 1.41421, -5.39191e-10, 0, 2.39845e-35, 2.39845e-35, 2.39845e-35, 2.39845e-35, 2.39845e-35, 2.39845e-35, 2.39845e-35, 2.39845e-35, 2.39845e-35, 2.39845e-35, 2.39845e-35, 2.39845e-35, 3.80567e-12, 2.39845e-35, 2.39845e-35, 2.33763e-14, 1.588e-13, 2.39845e-35, 5.35203e-10, 2.39845e-35, 2.39845e-35
0.42257, 0, 8.78308e-10, 1.70347e-34, 1.41421, -8.78308e-10, 0, 1.70347e-34, 1.70347e-34, 1.70347e-34, 1.70347e-34, 1.70347e-34, 1.70347e-34, 1.70347e-34, 1.70347e-34, 1.70347e-34, 1.70347e-34, 1.70347e-34, 1.70347e-34, 6.20598e-12, 1.70347e-34, 1.70347e-34, 4.09199e-14, 2.74639e-13, 1.70347e-34, 8.71787e-10, 1.70347e-34, 1.70347e-34
0.430485, 0, 1.41661e-09, 1.19907e-33, 1.41421, -1.41661e-09, 0, 1.19907e-33, 1.19907e-33, 1.19907e-33, 1.19907e-33, 1.19907e-33, 1.19907e-33, 1.19907e-33, 1.19907e-33, 1.19907e-33, 1.19907e-33, 1.19907e-33, 1.19907e-33, 1.00233e-11, 1.19907e-33, 1.19907e-33, 7.14901e-14, 4.73334e-13, 1.19907e-33, 1.40604e-09, 1.19907e-33, 1.19907e-33
0.4384, 0, 2.26248e-09, 8.03944e-33, 1.41421, -2.26248e-09, 0, 8.03944e-33, 8.03944e-33, 8.03944e-33, 8.03944e-33, 8.03944e-33, 8.03944e-33, 8.03944e-33, 8.03944e-33, 8.03944e-33, 8.03944e-33, 8.03944e-33, 8.03944e-33, 1.60356e-11, 8.03944e-33, 8.03944e-33, 1.24723e-13, 8.13658e-13, 8.03944e-33, 2.24551e-09, 8.03944e-33, 8.03944e-33
0.446315, 0, 3.57838e-09, 5.05457e-32, 1.41421, -3.57838e-09, 0, 5.05457e-32, 5.05457e-32, 5.05457e-32, 5.05457e-32, 5.05457e-32, 5.05457e-32, 5.05457e-32, 5.05457e-32, 5.05457e-32, 5.05457e-32, 5.05457e-32, 5.05457e-32, 2.54158e-11, 5.05457e-32, 5.05457e-32, 2.17369e-13, 1.39621e-12, 5.05457e-32, 3.55135e-09, 5.05457e-32, 5.05457e-32
0.454229, 0, 5.60521e-09, 2.97289e-31, 1.41421, -5.60521e-09, 0, 2.97289e-31, 2.97289e-31, 2.97289e-31, 2.97289e-31, 2.97289e-31, 2.97289e-31, 2.97289e-31, 2.97289e-31, 2.97289e-31, 2.97289e-31, 2.97289e-31, 2.97289e-31, 3.99143e-11, 2.97289e-31, 2.97289e-31, 3.78518e-13, 2.39349e-12, 2.97289e-31, 5.56252e-09, 2.97289e-31, 2.97289e-31
0.462144, 0, 8.69635e-09, 1.63804e-30, 1.41421, -8.69635e-09, 0, 1.63804e-30, 1.63804e-30, 1.63804e-30, 1.63804e-30, 1.63804e-30, 1.63804e-30, 1.63804e-30, 1.63804e-30, 1.63804e-30, 1.63804e-30, 1.63804e-30, 1.63804e-30, 6.21204e-11, 1.63804e-30, 1.63804e-30, 6.58567e-13, 4.10168e-12, 1.63804e-30, 8.62947e-09, 1.63804e-30, 1.63804e-30
0.470059, 0, 1.33649e-08, 8.47853e-30, 1.41421, -1.33649e-08, 0, 8.47853e-30, 8.47853e-30, 8.47853e-30, 8.47853e-30, 8.47853e-30, 8.47853e-30, 8.47853e-30, 8.47853e-30, 8.47853e-30, 8.47853e-30, 8.47853e-30, 8.47853e-30, 9.58296e-11, 8.47853e-30, 8.47853e-30, 1.14457e-12, 7.02986e-12, 8.47853e-30, 1.32609e-08, 8.47853e-30, 8.47853e-30
0.477974, 0, 2.03478e-08, 4.13594e-29, 1.41421, -2.03478e-08, 0, 4.13594e-29, 4.13594e-29, 4.13594e-29, 4.13594e-29, 4.13594e-29, 4.13594e-29, 4.13594e-29, 4.13594e-29, 4.13594e-29, 4.13594e-29, 4.13594e-29, 4.13594e-29, 1.46557e-10, 4.13594e-29, 4.13594e-29, 1.98626e-12, 1.20528e-11, 4.13594e-29, 2.01872e-08, 4.13594e-29, 4.13594e-29
0.485889, 0, 3.0693e-08, 1.90734e-28, 1.41421, -3.0693e-08, 0, 1.90734e-28, 1.90734e-28, 1.90734e-28, 1.90734e-28, 1.90734e-28, 1.90734e-28, 1.90734e-28, 1.90734e-28, 1.90734e-28, 1.90734e-28, 1.90734e-28, 1.90734e-28, 2.22252e-10, 1.90734e-28, 1.90734e-28, 3.43978e-12, 2.06716e-11, 1.90734e-28, 3.04467e-08, 1.90734e-28, 1.90734e-28
0.493804, 0, 4.58753e-08, 8.3408e-28, 1.41421, -4.58753e-08, 0, 8.3408e-28, 8.3408e-28, 8.3408e-28, 8.3408e-28, 8.3408e-28, 8.3408e-28, 8.3408e-28, 8.3408e-28, 8.3408e-28, 8.3408e-28, 8.3408e-28, 8.3408e-28, 3.34278e-10, 8.3408e-28, 8.3408e-28, 5.94063e-12, 3.54548e-11, 8.3408e-28, 4.54996e-08, 8.3408e-28, 8.3408e-28
0.501719, 0, 6.79489e-08, 3.46855e-27, 1.41421, -6.79489e-08, 0, 3.46855e-27, 3.46855e-27, 3.46855e-27, 3.46855e-27, 3.46855e-27, 3.46855e-27, 3.46855e-27, 3.46855e-27, 3.46855e-27, 3.46855e-27, 3.46855e-27, 3.46855e-27, 4.98749e-10, 3.46855e-27, 3.46855e-27, 1.02238e-11, 6.07779e-11, 3.46855e-27, 6.73792e-08, 3.46855e-27, 3.46855e-27
0.509634, 0, 9.97486e-08, 1.37548e-26, 1.41421, -9.97486e-08, 0, 1.37548e-26, 1.37548e-26, 1.37548e-26, 1.37548e-26, 1.37548e-26, 1.37548e-26, 1.37548e-26, 1.37548e-26, 2.09401e-13, 1.37548e-26, 1.37548e-26, 1.37548e-26, 7.38358e-10, 1.37548e-26, 1.37548e-26, 1.75201e-11, 1.04053e-10, 1.37548e-26, 9.88884e-08, 1.37548e-26, 1.37548e-26
0.517549, 0, 1.45144e-07, 5.21468e-26, 1.41421, -1.45144e-07, 0, 5.21468e-26, 5.21468e-26, 5.21468e-26, 5.21468e-26, 5.21468e-26, 5.21468e-26, 5.21468e-26, 5.21468e-26, 7.83529e-13, 5.21468e-26, 5.21468e-26, 5.21468e-26, 1.08481e-09, 5.21468e-26, 5.21468e-26, 2.98725e-11, 1.77738e-10, 5.21468e-26, 1.43851e-07, 5.21468e-26, 5.21468e-26
0.525463, 0, 2.09372e-07, 1.90049e-25, 1.41421, -2.09372e-07, 0, 1.90049e-25, 1.90049e-25, 1.90049e-25, 1.90049e-25, 1.90049e-25, 1.90049e-25, 1.90049e-25, 1.90049e-25, 2.29543e-12, 1.90049e-25, 1.90049e-25, 1.90049e-25, 1.58207e-09, 1.90049e-25, 1.90049e-25, 5.06417e-11, 3.02596e-10, 1.90049e-25, 2.07435e-07, 1.90049e-25, 1.90049e-25
0.533378, 0, 3.01977e-07, 6.81898e-10, 1.41421, -3.01977e-07, 6.81898e-10, 6.81915e-10, 6.81964e-10, 6.81953e-10, 6.83088e-10, 6.82053e-10, 6.82438e-10, 6.83238e-10, 6.81939e-10, 6.98076e-10, 6.97558e-10, 6.8896e-10, 2.4346e-09, 2.97268e-09, 6.83999e-10, 6.81946e-10, 7.67202e-10, 1.19479e-09, 6.81901e-10, 2.97272e-07, 6.81898e-10, 7.01284e-10
0.541293, 0, 4.34083e-07, 2.5366e-09, 1.41421, -4.34083e-07, 2.5366e-09, 2.53666e-09, 2.53684e-09, 2.5368e-09, 2.54102e-09, 2.53717e-09, 2.5386e-09, 2.54158e-09, 2.53675e-09, 2.58952e-09, 2.59482e-09, 2.56285e-09, 9.0527e-09, 5.83036e-09, 2.54441e-09, 2.53677e-09, 2.67931e-09, 3.40113e-09, 2.53661e-09, 4.23036e-07, 2.5366e-09, 2.60867e-09
0.549208, 0, 6.24785e-07, 7.38786e-09, 1.41421, -6.24785e-07, 7.38786e-09, 7.38803e-09, 7.38857e-09, 7.38845e-09, 7.40074e-09, 7.38953e-09, 7.3937e-09, 7.40236e-09, 7.38829e-09, 7.53475e-09, 7.55741e-09, 7.46432e-09, 2.6365e-08, 1.20913e-08, 7.4106e-09, 7.38837e-09, 7.62484e-09, 8.8355e-09, 7.38789e-09, 5.98757e-07, 7.38786e-09, 7.59775e-09
0.557123, 0, 9.06487e-07, 1.96613e-08, 1.41421, -9.06487e-07, 1.96613e-08, 1.96617e-08, 1.96631e-08, 1.96628e-08, 1.96955e-08, 1.96657e-08, 1.96768e-08, 1.96999e-08, 1.96624e-08, 2.0041e-08, 2.01124e-08, 1.98647e-08, 7.01594e-08, 2.63327e-08, 1.97218e-08, 1.96626e-08, 2.00517e-08, 2.2067e-08, 1.96613e-08, 8.44769e-07, 1.96613e-08, 2.02198e-08
0.565038, 0, 1.33848e-06, 4.97369e-08, 1.41421, -1.33848e-06, 4.97369e-08, 4.97381e-08, 4.97417e-08, 4.97409e-08, 4.98236e-08, 4.97482e-08, 4.97763e-08, 4.98346e-08, 4.97399e-08, 5.06761e-08, 5.08781e-08, 5.02516e-08, 1.7747e-07, 5.91374e-08, 4.989e-08, 4.97404e-08, 5.03751e-08, 5.37013e-08, 4.97371e-08, 1.19233e-06, 4.97369e-08, 5.11497e-08
0.572953, 0, 2.03499e-06, 1.21175e-07, 1.41421, -2.03499e-06, 1.21175e-07, 1.21178e-07, 1.21187e-07, 1.21185e-07, 1.21387e-07, 1.21203e-07, 1.21271e-07, 1.21413e-07, 1.21183e-07, 1.23442e-07, 1.23956e-07, 1.22429e-07, 4.32352e-07, 1.34335e-07, 1.21548e-07, 1.21184e-07, 1.2221e-07, 1.27656e-07, 1.21176e-07, 1.69242e-06, 1.21175e-07, 1.24617e-07
0.580868, 0, 3.22275e-06, 2.85725e-07, 1.41421, -3.22275e-06, 2.85725e-07, 2.85731e-07, 2.85752e-07, 2.85747e-07, 2.86223e-07, 2.85789e-07, 2.85951e-07, 2.86286e-07, 2.85741e-07, 2.91218e-07, 2.9228e-07, 2.88681e-07, 1.01942e-06, 3.04027e-07, 2.86604e-07, 2.85745e-07, 2.87387e-07, 2.9621e-07, 2.85726e-07, 2.43316e-06, 2.85725e-07, 2.9384e-07
0.588782, 0, 5.35643e-06, 6.53356e-07, 1.41421, -5.35643e-06, 6.53356e-07, 6.53371e-07, 6.53418e-07, 6.53408e-07, 6.54494e-07, 6.53504e-07, 6.53873e-07, 6.54638e-07, 6.53394e-07, 6.68068e-07, 6.68344e-07, 6.60115e-07, 2.33099e-06, 6.78649e-07, 6.55366e-07, 6.53401e-07, 6.56004e-07, 6.70151e-07, 6.53358e-07, 3.57373e-06, 6.53356e-07, 6.71911e-07
0.596697, 0, 9.33501e-06, 1.45021e-06, 1.41421, -9.33501e-06, 1.45021e-06, 1.45024e-06, 1.45034e-06, 1.45032e-06, 1.45273e-06, 1.45053e-06, 1.45135e-06, 1.45305e-06, 1.45029e-06, 1.48604e-06, 1.48347e-06, 1.46521e-06, 5.17374e-06, 1.48494e-06, 1.45467e-06, 1.45031e-06, 1.45439e-06, 1.47683e-06, 1.45021e-06, 5.40886e-06, 1.45021e-06, 1.49139e-06
0.604612, 0, 1.69108e-05, 3.12611e-06, 1.41421, -1.69108e-05, 3.12611e-06, 3.12618e-06, 3.12641e-06, 3.12636e-06, 3.13156e-06, 3.12682e-06, 3.12858e-06, 3.13224e-06, 3.12629e-06, 3.20931e-06, 3.19782e-06, 3.15845e-06, 1.11523e-05, 3.17351e-06, 3.13573e-06, 3.12633e-06, 3.13266e-06, 3.16789e-06, 3.12612e-06, 8.48749e-06, 3.12611e-06, 3.21488e-06
0.612527, 0, 3.14156e-05, 6.5468e-06, 1.41421, -3.14156e-05, 6.5468e-06, 6.54695e-06, 6.54742e-06, 6.54732e-06, 6.55821e-06, 6.54828e-06, 6.55197e-06, 6.55965e-06, 6.54718e-06, 6.73382e-06, 6.69696e-06, 6.61452e-06, 2.33545e-05, 6.6111e-06, 6.56694e-06, 6.54725e-06, 6.55698e-06, 6.6117e-06, 6.54682e-06, 1.38244e-05, 6.5468e-06, 6.7327e-06
