   PIQUANT 0.0.0-main  ps__0097_0675553164_000rfs_shot_92.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Fe_K, Cr_K, Ti_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
5.61018, 5.89495, 11.9838, 11.9249, 2.8098, -6.08889, 11.9249, 0, 11.9249, 11.9249, 11.9268, 11.9252, 11.9249, 11.9249, 11.9249, 11.9249, 11.9249, 11.9249, 11.9249, 11.9249, 11.9249, 11.9249, 11.9249, 11.9249, 11.9249, 11.9816, 11.9249
5.61807, 8.40348, 12.014, 11.9534, 3.22544, -3.6105, 11.9534, 0, 11.9534, 11.9534, 11.9553, 11.9536, 11.9534, 11.9534, 11.9534, 11.9534, 11.9534, 11.9534, 11.9534, 11.9534, 11.9534, 11.9534, 11.9534, 11.9534, 11.9534, 12.0119, 11.9534
5.62596, 12.0419, 12.0445, 11.9817, 3.74725, -0.00258636, 11.9817, 0, 11.9817, 11.9817, 11.9836, 11.9818, 11.9817, 11.9817, 11.9817, 11.9817, 11.9817, 11.9817, 11.9817, 11.9817, 11.9817, 11.9817, 11.9817, 11.9817, 11.9817, 12.0424, 11.9817
5.63386, 9.1171, 12.0747, 12.0098, 3.33423, -2.95762, 12.0098, 0, 12.0098, 12.0098, 12.0117, 12.0099, 12.0098, 12.0098, 12.0098, 12.0098, 12.0098, 12.0098, 12.0098, 12.0098, 12.0098, 12.0098, 12.0098, 12.0098, 12.0098, 12.0726, 12.0098
5.64175, 9.45985, 12.1043, 12.0376, 3.38524, -2.64444, 12.0376, 0, 12.0376, 12.0376, 12.0395, 12.0377, 12.0376, 12.0376, 12.0376, 12.0376, 12.0376, 12.0376, 12.0376, 12.0376, 12.0376, 12.0376, 12.0376, 12.0376, 12.0376, 12.1022, 12.0376
5.64964, 13.3799, 12.1327, 12.0651, 3.92172, 1.24718, 12.0651, 0, 12.0652, 12.0652, 12.0671, 12.0652, 12.0651, 12.0651, 12.0651, 12.0651, 12.0651, 12.0651, 12.0651, 12.0651, 12.0651, 12.0651, 12.0651, 12.0651, 12.0651, 12.1306, 12.0651
5.65754, 11.0658, 12.1598, 12.0925, 3.61467, -1.09401, 12.0925, 0, 12.0925, 12.0925, 12.0945, 12.0926, 12.0925, 12.0925, 12.0925, 12.0925, 12.0925, 12.0925, 12.0925, 12.0925, 12.0925, 12.0925, 12.0925, 12.0925, 12.0925, 12.1577, 12.0925
5.66543, 7.90482, 12.1854, 12.1196, 3.14719, -4.28053, 12.1196, 0, 12.1196, 12.1196, 12.1216, 12.1197, 12.1196, 12.1196, 12.1196, 12.1196, 12.1196, 12.1196, 12.1196, 12.1196, 12.1196, 12.1196, 12.1196, 12.1196, 12.1196, 12.1832, 12.1196
5.67333, 13.9857, 12.2094, 12.1464, 3.99821, 1.77632, 12.1464, 0, 12.1465, 12.1465, 12.1485, 12.1465, 12.1464, 12.1464, 12.1464, 12.1464, 12.1464, 12.1464, 12.1464, 12.1464, 12.1464, 12.1464, 12.1464, 12.1464, 12.1464, 12.2072, 12.1464
5.68122, 9.79633, 12.2321, 12.1731, 3.43458, -2.43576, 12.1731, 0, 12.1731, 12.1731, 12.1751, 12.1732, 12.1731, 12.1731, 12.1731, 12.1731, 12.1731, 12.1731, 12.1731, 12.1731, 12.1731, 12.1731, 12.1731, 12.1731, 12.1731, 12.2299, 12.1731
5.68911, 11.8239, 12.2537, 12.1994, 3.71805, -0.429832, 12.1994, 0, 12.1994, 12.1994, 12.2015, 12.1995, 12.1994, 12.1994, 12.1994, 12.1994, 12.1994, 12.1994, 12.1994, 12.1994, 12.1994, 12.1994, 12.1994, 12.1994, 12.1994, 12.2515, 12.1994
5.69701, 11.8886, 12.2747, 12.2255, 3.72674, -0.386132, 12.2255, 0, 12.2255, 12.2255, 12.2276, 12.2256, 12.2255, 12.2255, 12.2255, 12.2255, 12.2255, 12.2255, 12.2255, 12.2255, 12.2255, 12.2255, 12.2255, 12.2255, 12.2255, 12.2725, 12.2255
5.7049, 8.09727, 12.2954, 12.2513, 3.17762, -4.19815, 12.2513, 0, 12.2513, 12.2513, 12.2535, 12.2514, 12.2513, 12.2513, 12.2513, 12.2513, 12.2513, 12.2513, 12.2513, 12.2513, 12.2513, 12.2513, 12.2513, 12.2513, 12.2513, 12.2931, 12.2513
5.71279, 6.4357, 12.3162, 12.2769, 2.90443, -5.88046, 12.2769, 0, 12.2769, 12.2769, 12.2791, 12.277, 12.2769, 12.2769, 12.2769, 12.2769, 12.2769, 12.2769, 12.2769, 12.2769, 12.2769, 12.2769, 12.2769, 12.2769, 12.2769, 12.3139, 12.2769
5.72069, 7.43078, 12.3373, 12.3022, 3.07096, -4.90649, 12.3022, 0, 12.3022, 12.3022, 12.3044, 12.3023, 12.3022, 12.3022, 12.3022, 12.3022, 12.3022, 12.3022, 12.3022, 12.3022, 12.3022, 12.3022, 12.3022, 12.3022, 12.3022, 12.3349, 12.3022
5.72858, 10.4263, 12.3589, 12.3272, 3.52509, -1.93262, 12.3272, 0, 12.3272, 12.3272, 12.3295, 12.3273, 12.3272, 12.3272, 12.3272, 12.3272, 12.3272, 12.3272, 12.3272, 12.3272, 12.3272, 12.3272, 12.3272, 12.3272, 12.3272, 12.3565, 12.3272
5.73647, 9.54954, 12.3812, 12.352, 3.39846, -2.83165, 12.352, 0, 12.352, 12.352, 12.3542, 12.3521, 12.352, 12.352, 12.352, 12.352, 12.352, 12.352, 12.352, 12.352, 12.352, 12.352, 12.352, 12.352, 12.352, 12.3788, 12.352
5.74437, 10.8546, 12.4041, 12.3764, 3.58533, -1.54954, 12.3764, 0, 12.3764, 12.3764, 12.3787, 12.3766, 12.3764, 12.3764, 12.3764, 12.3764, 12.3764, 12.3764, 12.3764, 12.3764, 12.3764, 12.3764, 12.3764, 12.3764, 12.3764, 12.4017, 12.3764
5.75226, 10.9835, 12.4276, 12.4006, 3.60327, -1.44408, 12.4006, 0, 12.4006, 12.4006, 12.4029, 12.4008, 12.4006, 12.4006, 12.4006, 12.4006, 12.4006, 12.4006, 12.4006, 12.4006, 12.4006, 12.4006, 12.4006, 12.4006, 12.4006, 12.4251, 12.4006
5.76015, 7.26884, 12.4515, 12.4245, 3.04448, -5.18265, 12.4245, 0, 12.4245, 12.4245, 12.4268, 12.4247, 12.4245, 12.4245, 12.4245, 12.4245, 12.4245, 12.4245, 12.4245, 12.4245, 12.4245, 12.4245, 12.4245, 12.4245, 12.4245, 12.4489, 12.4245
5.76805, 12.9927, 12.4756, 12.448, 3.87204, 0.517075, 12.448, 0, 12.4481, 12.448, 12.4504, 12.4484, 12.448, 12.448, 12.448, 12.448, 12.448, 12.448, 12.448, 12.448, 12.448, 12.448, 12.448, 12.448, 12.448, 12.4729, 12.448
5.77594, 9.68775, 12.4998, 12.4713, 3.41874, -2.81201, 12.4713, 0, 12.4713, 12.4713, 12.4737, 12.4719, 12.4713, 12.4713, 12.4713, 12.4713, 12.4713, 12.4713, 12.4713, 12.4713, 12.4713, 12.4713, 12.4713, 12.4713, 12.4713, 12.4968, 12.4713
5.78384, 12.4047, 12.5238, 12.4943, 3.79535, -0.119137, 12.4943, 0, 12.4943, 12.4943, 12.4967, 12.4952, 12.4943, 12.4943, 12.4943, 12.4943, 12.4943, 12.4943, 12.4943, 12.4943, 12.4943, 12.4943, 12.4943, 12.4943, 12.4943, 12.5204, 12.4943
5.79173, 18.0741, 12.5477, 12.5169, 4.48041, 5.52632, 12.5169, 0, 12.5169, 12.5169, 12.5193, 12.5186, 12.5169, 12.5169, 12.5169, 12.5169, 12.5169, 12.5169, 12.5169, 12.5169, 12.5169, 12.5169, 12.5169, 12.5169, 12.5169, 12.5436, 12.5169
5.79962, 13.887, 12.5716, 12.5392, 3.98585, 1.31544, 12.5392, 0, 12.5392, 12.5392, 12.5417, 12.5421, 12.5392, 12.5392, 12.5392, 12.5392, 12.5392, 12.5392, 12.5392, 12.5392, 12.5392, 12.5392, 12.5392, 12.5392, 12.5392, 12.5662, 12.5392
5.80752, 8.91053, 12.5955, 12.5612, 3.30311, -3.68493, 12.5612, 0, 12.5612, 12.5612, 12.5637, 12.5661, 12.5612, 12.5612, 12.5612, 12.5612, 12.5612, 12.5612, 12.5612, 12.5612, 12.5612, 12.5612, 12.5612, 12.5612, 12.5612, 12.5881, 12.5612
5.81541, 8.58092, 12.6198, 12.5828, 3.25283, -4.03892, 12.5828, 0, 12.5828, 12.5828, 12.5853, 12.5909, 12.5828, 12.5828, 12.5828, 12.5828, 12.5828, 12.5828, 12.5828, 12.5828, 12.5828, 12.5828, 12.5828, 12.5828, 12.5828, 12.6092, 12.5828
5.8233, 6.99524, 12.6453, 12.6041, 2.99921, -5.65001, 12.6041, 0, 12.6042, 12.6042, 12.6067, 12.6172, 12.6041, 12.6041, 12.6041, 12.6041, 12.6041, 12.6041, 12.6041, 12.6041, 12.6041, 12.6041, 12.6042, 12.6041, 12.6041, 12.6297, 12.6041
5.8312, 7.80897, 12.6725, 12.6251, 3.13193, -4.86349, 12.6251, 0, 12.6251, 12.6251, 12.6277, 12.6456, 12.6251, 12.6251, 12.6251, 12.6251, 12.6251, 12.6251, 12.6251, 12.6251, 12.6251, 12.6251, 12.6251, 12.6251, 12.6251, 12.6494, 12.6251
5.83909, 6.5858, 12.7024, 12.6458, 2.93015, -6.1166, 12.6458, 0, 12.6458, 12.6458, 12.6483, 12.677, 12.6458, 12.6458, 12.6458, 12.6458, 12.6458, 12.6458, 12.6458, 12.6458, 12.6458, 12.6458, 12.6458, 12.6458, 12.6458, 12.6686, 12.6458
5.84698, 9.40454, 12.7361, 12.666, 3.37706, -3.33159, 12.666, 0, 12.6661, 12.6661, 12.6687, 12.7123, 12.666, 12.666, 12.666, 12.666, 12.666, 12.666, 12.666, 12.666, 12.666, 12.666, 12.6661, 12.666, 12.666, 12.6873, 12.666
5.85488, 14.3803, 12.7747, 12.686, 4.04726, 1.60562, 12.686, 0, 12.686, 12.686, 12.6886, 12.7525, 12.686, 12.686, 12.686, 12.686, 12.686, 12.686, 12.686, 12.686, 12.686, 12.686, 12.686, 12.686, 12.686, 12.7056, 12.686
5.86277, 10.3851, 12.819, 12.7056, 3.51925, -2.43386, 12.7056, 0, 12.7056, 12.7056, 12.7082, 12.7984, 12.7056, 12.7056, 12.7056, 12.7056, 12.7056, 12.7056, 12.7056, 12.7056, 12.7056, 12.7056, 12.7056, 12.7056, 12.7056, 12.7235, 12.7056
5.87067, 10.1959, 12.8697, 12.7248, 3.49226, -2.67379, 12.7248, 0, 12.7248, 12.7248, 12.7275, 12.8506, 12.7248, 12.7248, 12.7248, 12.7248, 12.7248, 12.7248, 12.7248, 12.7248, 12.7248, 12.7248, 12.7248, 12.7248, 12.7248, 12.7412, 12.7248
5.87856, 8.77532, 12.9269, 12.7438, 3.28258, -4.15161, 12.7438, 0, 12.7438, 12.7438, 12.7465, 12.9093, 12.7438, 12.7438, 12.7438, 12.7438, 12.7438, 12.7438, 12.7438, 12.7438, 12.7438, 12.7438, 12.7438, 12.7438, 12.7438, 12.7587, 12.7438
5.88645, 8.03546, 12.9902, 12.7623, 3.16788, -4.95469, 12.7623, 0, 12.7623, 12.7623, 12.7651, 12.9738, 12.7623, 12.7623, 12.7623, 12.7623, 12.7623, 12.7623, 12.7623, 12.7623, 12.7623, 12.7623, 12.7623, 12.7623, 12.7623, 12.776, 12.7623
5.89435, 6.7726, 13.0581, 12.7806, 2.96186, -6.28545, 12.7806, 0, 12.7806, 12.7806, 12.7833, 13.0428, 12.7806, 12.7806, 12.7806, 12.7806, 12.7806, 12.7806, 12.7806, 12.7806, 12.7806, 12.7806, 12.7806, 12.7806, 12.7806, 12.7931, 12.7806
5.90224, 11.1482, 13.1285, 12.7985, 3.62605, -1.98028, 12.7985, 0, 12.7986, 12.7986, 12.8013, 13.1143, 12.7985, 12.7985, 12.7985, 12.7985, 12.7985, 12.7985, 12.7985, 12.7985, 12.7985, 12.7985, 12.7985, 12.7985, 12.7985, 12.81, 12.7985
5.91013, 7.98587, 13.1986, 12.8162, 3.16004, -5.21274, 12.8162, 0, 12.8163, 12.8163, 12.8191, 13.1853, 12.8162, 12.8162, 12.8162, 12.8162, 12.8162, 12.8162, 12.8162, 12.8162, 12.8162, 12.8162, 12.8163, 12.8162, 12.8162, 12.8268, 12.8162
5.91803, 9.84424, 13.2651, 12.8337, 3.44155, -3.42082, 12.8337, 0, 12.8337, 12.8337, 12.8366, 13.2525, 12.8337, 12.8337, 12.8337, 12.8337, 12.8337, 12.8337, 12.8337, 12.8337, 12.8337, 12.8337, 12.8337, 12.8337, 12.8337, 12.8434, 12.8337
5.92592, 13.8825, 13.3243, 12.8511, 3.98528, 0.558141, 12.8511, 0, 12.8511, 12.8511, 12.8539, 13.3126, 12.8511, 12.8511, 12.8511, 12.8511, 12.8511, 12.8511, 12.8511, 12.8511, 12.8511, 12.8511, 12.8511, 12.8511, 12.8511, 12.86, 12.8511
5.93381, 8.85428, 13.3732, 12.8684, 3.29458, -4.5189, 12.8684, 0, 12.8684, 12.8684, 12.8713, 13.3621, 12.8684, 12.8684, 12.8684, 12.8684, 12.8684, 12.8684, 12.8684, 12.8684, 12.8684, 12.8684, 12.8684, 12.8684, 12.8684, 12.8765, 12.8684
5.94171, 11.7337, 13.4091, 12.8857, 3.7059, -1.67536, 12.8857, 0, 12.8857, 12.8857, 12.8886, 13.3987, 12.8857, 12.8857, 12.8857, 12.8857, 12.8857, 12.8857, 12.8857, 12.8857, 12.8857, 12.8857, 12.8857, 12.8857, 12.8857, 12.8932, 12.8857
5.9496, 16.8713, 13.4305, 12.9033, 4.34412, 3.44085, 12.9033, 0, 12.9033, 12.9033, 12.9062, 13.4207, 12.9033, 12.9033, 12.9033, 12.9033, 12.9033, 12.9033, 12.9033, 12.9033, 12.9033, 12.9033, 12.9033, 12.9033, 12.9033, 12.9101, 12.9033
5.9575, 8.72698, 13.4372, 12.9211, 3.27521, -4.71026, 12.9211, 0, 12.9211, 12.9211, 12.9241, 13.4281, 12.9211, 12.9211, 12.9211, 12.9211, 12.9211, 12.9211, 12.9211, 12.9211, 12.9211, 12.9211, 12.9211, 12.9211, 12.9211, 12.9273, 12.9211
5.96539, 10.8879, 13.4304, 12.9394, 3.58997, -2.54247, 12.9394, 0, 12.9395, 12.9394, 12.9424, 13.4218, 12.9394, 12.9394, 12.9394, 12.9394, 12.9394, 12.9394, 12.9394, 12.9394, 12.9394, 12.9394, 12.9394, 12.9394, 12.9394, 12.9451, 12.9394
5.97328, 9.3562, 13.4122, 12.9584, 3.3699, -4.05598, 12.9584, 0, 12.9584, 12.9584, 12.9614, 13.4041, 12.9584, 12.9584, 12.9584, 12.9584, 12.9584, 12.9584, 12.9584, 12.9584, 12.9584, 12.9584, 12.9584, 12.9584, 12.9584, 12.9635, 12.9584
5.98118, 14.0737, 13.3857, 12.9781, 4.0092, 0.687982, 12.9781, 0, 12.9781, 12.9781, 12.9812, 13.3781, 12.9781, 12.9781, 12.9781, 12.9781, 12.9781, 12.9781, 12.9781, 12.9781, 12.9781, 12.9781, 12.9781, 12.9781, 12.9781, 12.9827, 12.9781
5.98907, 12.7, 13.3546, 12.9987, 3.83406, -0.654549, 12.9987, 0, 12.9988, 12.9988, 13.0018, 13.3475, 12.9987, 12.9987, 12.9987, 12.9987, 12.9987, 12.9987, 12.9987, 12.9987, 12.9987, 12.9987, 12.9987, 12.9987, 12.9987, 13.0028, 12.9987
5.99696, 12.0468, 13.3224, 13.0204, 3.74791, -1.27551, 13.0204, 0, 13.0204, 13.0204, 13.0235, 13.3157, 13.0204, 13.0204, 13.0204, 13.0204, 13.0204, 13.0204, 13.0204, 13.0204, 13.0204, 13.0204, 13.0204, 13.0204, 13.0204, 13.0239, 13.0204
6.00486, 12.4947, 13.2922, 13.043, 3.8072, -0.797502, 13.043, 0, 13.043, 13.043, 13.0461, 13.286, 13.043, 13.043, 13.043, 13.043, 13.043, 13.043, 13.043, 13.043, 13.043, 13.043, 13.043, 13.043, 13.043, 13.0461, 13.043
6.01275, 10.5823, 13.2669, 13.0667, 3.54715, -2.68458, 13.0667, 0, 13.0667, 13.0667, 13.0699, 13.2609, 13.0667, 13.0667, 13.0667, 13.0667, 13.0667, 13.0667, 13.0667, 13.0667, 13.0667, 13.0667, 13.0667, 13.0667, 13.0667, 13.0695, 13.0667
6.02064, 7.34653, 13.2479, 13.0914, 3.05721, -5.90138, 13.0914, 0, 13.0915, 13.0915, 13.0946, 13.2423, 13.0914, 13.0914, 13.0914, 13.0914, 13.0914, 13.0914, 13.0914, 13.0914, 13.0914, 13.0914, 13.0914, 13.0914, 13.0914, 13.0939, 13.0914
6.02854, 11.6885, 13.2364, 13.1171, 3.69979, -1.54788, 13.1171, 0, 13.1171, 13.1171, 13.1203, 13.231, 13.1171, 13.1171, 13.1171, 13.1171, 13.1171, 13.1171, 13.1171, 13.1171, 13.1171, 13.1171, 13.1171, 13.1171, 13.1171, 13.1193, 13.1171
6.03643, 10.0231, 13.2324, 13.1437, 3.46744, -3.20923, 13.1437, 0, 13.1437, 13.1437, 13.1469, 13.2272, 13.1437, 13.1437, 13.1437, 13.1437, 13.1437, 13.1437, 13.1437, 13.1437, 13.1437, 13.1437, 13.1437, 13.1437, 13.1437, 13.1456, 13.1437
6.04432, 13.9824, 13.2355, 13.1709, 3.9978, 0.746825, 13.1709, 0, 13.1709, 13.1709, 13.1742, 13.2305, 13.1709, 13.1709, 13.1709, 13.1709, 13.1709, 13.1709, 13.1709, 13.1709, 13.1709, 13.1709, 13.1709, 13.1709, 13.1709, 13.1727, 13.1709
6.05222, 9.62615, 13.245, 13.1988, 3.40971, -3.61889, 13.1988, 0, 13.1988, 13.1988, 13.2021, 13.24, 13.1988, 13.1988, 13.1988, 13.1988, 13.1988, 13.1988, 13.1988, 13.1988, 13.1988, 13.1988, 13.1988, 13.1988, 13.1988, 13.2005, 13.1988
6.06011, 11.3298, 13.2598, 13.227, 3.65101, -1.92998, 13.227, 0, 13.2271, 13.2271, 13.2304, 13.2548, 13.227, 13.227, 13.227, 13.227, 13.227, 13.227, 13.227, 13.227, 13.227, 13.227, 13.227, 13.227, 13.227, 13.2287, 13.227
6.06801, 13.3247, 13.2788, 13.2556, 3.91467, 0.0458708, 13.2556, 0, 13.2556, 13.2556, 13.259, 13.2738, 13.2556, 13.2556, 13.2556, 13.2556, 13.2556, 13.2556, 13.2556, 13.2556, 13.2556, 13.2556, 13.2556, 13.2556, 13.2556, 13.2572, 13.2556
6.0759, 7.65211, 13.3009, 13.2843, 3.10678, -5.64884, 13.2843, 0, 13.2843, 13.2843, 13.2877, 13.2959, 13.2843, 13.2843, 13.2843, 13.2843, 13.2843, 13.2843, 13.2843, 13.2843, 13.2843, 13.2843, 13.2843, 13.2843, 13.2843, 13.286, 13.2843
6.08379, 11.9943, 13.3253, 13.3131, 3.7409, -1.33103, 13.3131, 0, 13.3131, 13.3131, 13.3165, 13.3203, 13.3131, 13.3131, 13.3131, 13.3131, 13.3131, 13.3131, 13.3131, 13.3131, 13.3131, 13.3131, 13.3131, 13.3131, 13.3131, 13.3147, 13.3131
6.09169, 9.99025, 13.3512, 13.3418, 3.46269, -3.36096, 13.3418, 0, 13.3418, 13.3418, 13.3453, 13.3462, 13.3418, 13.3418, 13.3418, 13.3418, 13.3418, 13.3418, 13.3418, 13.3418, 13.3418, 13.3418, 13.3418, 13.3418, 13.3418, 13.3434, 13.3418
6.09958, 12.9647, 13.378, 13.3704, 3.86842, -0.413317, 13.3704, 0, 13.3704, 13.3704, 13.3739, 13.373, 13.3704, 13.3704, 13.3704, 13.3704, 13.3704, 13.3704, 13.3704, 13.3704, 13.3704, 13.3704, 13.3704, 13.3704, 13.3704, 13.372, 13.3704
6.10747, 11.3711, 13.4053, 13.3988, 3.65665, -2.03425, 13.3988, 0, 13.3988, 13.3988, 13.4023, 13.4003, 13.3988, 13.3988, 13.3988, 13.3988, 13.3988, 13.3988, 13.3988, 13.3988, 13.3988, 13.3988, 13.3988, 13.3988, 13.3988, 13.4003, 13.3988
6.11537, 13.3152, 13.4328, 13.427, 3.91346, -0.11762, 13.427, 0, 13.427, 13.427, 13.4306, 13.4278, 13.427, 13.427, 13.427, 13.427, 13.427, 13.427, 13.427, 13.427, 13.427, 13.427, 13.427, 13.427, 13.427, 13.4284, 13.427
6.12326, 13.3102, 13.4603, 13.4549, 3.91283, -0.150064, 13.4549, 0, 13.4549, 13.4549, 13.4585, 13.4553, 13.4549, 13.4549, 13.4549, 13.4549, 13.4549, 13.4549, 13.4549, 13.4549, 13.4549, 13.4549, 13.4549, 13.4549, 13.4549, 13.4562, 13.4549
6.13115, 8.99058, 13.4876, 13.4825, 3.3152, -4.49705, 13.4825, 0, 13.4825, 13.4825, 13.4862, 13.4827, 13.4825, 13.4825, 13.4825, 13.4825, 13.4825, 13.4825, 13.4825, 13.4825, 13.4825, 13.4825, 13.4825, 13.4825, 13.4825, 13.4837, 13.4825
6.13905, 8.6777, 13.5148, 13.5098, 3.26767, -4.83708, 13.5098, 0, 13.5098, 13.5098, 13.5136, 13.5099, 13.5098, 13.5098, 13.5098, 13.5098, 13.5098, 13.5098, 13.5098, 13.5098, 13.5098, 13.5098, 13.5098, 13.5098, 13.5098, 13.5108, 13.5098
6.14694, 10.9237, 13.5417, 13.5368, 3.59495, -2.61801, 13.5368, 0, 13.5368, 13.5368, 13.5407, 13.5369, 13.5368, 13.5368, 13.5368, 13.5368, 13.5368, 13.5368, 13.5368, 13.5368, 13.5368, 13.5368, 13.5368, 13.5368, 13.5368, 13.5377, 13.5368
6.15483, 10.0616, 13.5683, 13.5635, 3.47299, -3.50671, 13.5635, 0, 13.5635, 13.5635, 13.5676, 13.5635, 13.5635, 13.5635, 13.5635, 13.5635, 13.5635, 13.5635, 13.5635, 13.5635, 13.5635, 13.5635, 13.5635, 13.5635, 13.5635, 13.5642, 13.5635
6.16273, 14.9099, 13.5948, 13.5898, 4.11216, 1.31508, 13.5898, 0, 13.5898, 13.5898, 13.5941, 13.5898, 13.5898, 13.5898, 13.5898, 13.5898, 13.5898, 13.5898, 13.5898, 13.5898, 13.5898, 13.5898, 13.5898, 13.5898, 13.5898, 13.5904, 13.5898
6.17062, 9.68188, 13.621, 13.6158, 3.41788, -3.93909, 13.6158, 0, 13.6158, 13.6158, 13.6205, 13.6158, 13.6158, 13.6158, 13.6158, 13.6158, 13.6158, 13.6158, 13.6158, 13.6158, 13.6158, 13.6158, 13.6158, 13.6158, 13.6158, 13.6163, 13.6158
6.17851, 9.98801, 13.647, 13.6415, 3.46237, -3.659, 13.6415, 0, 13.6415, 13.6415, 13.6466, 13.6415, 13.6415, 13.6415, 13.6415, 13.6415, 13.6415, 13.6415, 13.6415, 13.6415, 13.6415, 13.6415, 13.6415, 13.6415, 13.6415, 13.6418, 13.6415
6.18641, 16.585, 13.673, 13.6668, 4.31103, 2.91203, 13.6668, 0, 13.6668, 13.6668, 13.6727, 13.6668, 13.6668, 13.6668, 13.6668, 13.6668, 13.6668, 13.6668, 13.6668, 13.6668, 13.6668, 13.6668, 13.6668, 13.6668, 13.6668, 13.6671, 13.6668
6.1943, 14.0952, 13.699, 13.6918, 4.01188, 0.396126, 13.6918, 0, 13.6918, 13.6918, 13.6988, 13.6918, 13.6918, 13.6918, 13.6918, 13.6918, 13.6918, 13.6918, 13.6918, 13.6918, 13.6918, 13.6918, 13.6918, 13.6918, 13.6918, 13.692, 13.6918
6.2022, 11.2838, 13.7255, 13.7165, 3.64469, -2.44173, 13.7165, 0, 13.7165, 13.7165, 13.7254, 13.7165, 13.7165, 13.7165, 13.7165, 13.7165, 13.7165, 13.7165, 13.7165, 13.7165, 13.7165, 13.7165, 13.7165, 13.7165, 13.7165, 13.7166, 13.7165
6.21009, 11.8614, 13.753, 13.7408, 3.72309, -1.8916, 13.7408, 0, 13.7408, 13.7408, 13.7529, 13.7408, 13.7408, 13.7408, 13.7408, 13.7408, 13.7408, 13.7408, 13.7408, 13.7408, 13.7408, 13.7408, 13.7408, 13.7408, 13.7408, 13.7409, 13.7408
6.21798, 17.4032, 13.7826, 13.7648, 4.40491, 3.62062, 13.7648, 0, 13.7648, 13.7648, 13.7825, 13.7648, 13.7648, 13.7648, 13.7648, 13.7648, 13.7648, 13.7648, 13.7648, 13.7648, 13.7648, 13.7648, 13.7648, 13.7648, 13.7648, 13.7649, 13.7648
6.22588, 10.9854, 13.8161, 13.7884, 3.60353, -2.83072, 13.7884, 0, 13.7884, 13.7884, 13.816, 13.7884, 13.7884, 13.7884, 13.7884, 13.7884, 13.7884, 13.7884, 13.7884, 13.7884, 13.7884, 13.7884, 13.7884, 13.7884, 13.7884, 13.7885, 13.7884
6.23377, 12.2695, 13.8566, 13.8117, 3.7775, -1.58715, 13.8117, 0, 13.8117, 13.8117, 13.8566, 13.8117, 13.8117, 13.8117, 13.8117, 13.8117, 13.8117, 13.8117, 13.8117, 13.8117, 13.8117, 13.8117, 13.8117, 13.8117, 13.8117, 13.8118, 13.8117
6.24166, 14.1387, 13.9092, 13.8347, 4.0173, 0.229475, 13.8347, 0, 13.8347, 13.8347, 13.9091, 13.8347, 13.8347, 13.8347, 13.8347, 13.8347, 13.8347, 13.8347, 13.8347, 13.8347, 13.8347, 13.8347, 13.8347, 13.8347, 13.8347, 13.8348, 13.8347
6.24956, 14.2694, 13.9814, 13.8574, 4.03353, 0.287978, 13.8574, 0, 13.8574, 13.8574, 13.9813, 13.8574, 13.8574, 13.8574, 13.8574, 13.8574, 13.8574, 13.8574, 13.8574, 13.8574, 13.8574, 13.8574, 13.8574, 13.8574, 13.8574, 13.8574, 13.8574
6.25745, 16.6483, 14.0847, 13.8797, 4.31836, 2.56355, 13.8797, 0, 13.8797, 13.8797, 14.0846, 13.8797, 13.8797, 13.8797, 13.8797, 13.8797, 13.8797, 13.8797, 13.8797, 13.8797, 13.8797, 13.8797, 13.8797, 13.8797, 13.8797, 13.8797, 13.8797
6.26535, 16.8765, 14.2352, 13.9016, 4.3447, 2.64127, 13.9016, 0, 13.9016, 13.9016, 14.2351, 13.9016, 13.9016, 13.9016, 13.9016, 13.9016, 13.9016, 13.9016, 13.9016, 13.9016, 13.9016, 13.9016, 13.9016, 13.9016, 13.9016, 13.9017, 13.9016
6.27324, 17.7981, 14.4545, 13.9232, 4.4495, 3.34354, 13.9232, 0, 13.9232, 13.9232, 14.4544, 13.9232, 13.9232, 13.9232, 13.9232, 13.9232, 13.9232, 13.9232, 13.9232, 13.9232, 13.9232, 13.9232, 13.9232, 13.9232, 13.9232, 13.9233, 13.9232
6.28113, 18.5152, 14.7706, 13.9445, 4.52937, 3.74455, 13.9445, 0, 13.9445, 13.9445, 14.7705, 13.9445, 13.9445, 13.9445, 13.9445, 13.9445, 13.9445, 13.9445, 13.9445, 13.9445, 13.9445, 13.9445, 13.9445, 13.9445, 13.9445, 13.9446, 13.9445
6.28903, 21.9712, 15.2171, 13.9654, 4.89604, 6.75414, 13.9654, 0, 13.9655, 13.9655, 15.217, 13.9654, 13.9654, 13.9654, 13.9654, 13.9654, 13.9654, 13.9654, 13.9654, 13.9654, 13.9654, 13.9654, 13.9655, 13.9654, 13.9654, 13.9655, 13.9654
6.29692, 27.1766, 15.8317, 13.986, 5.40154, 11.3449, 13.986, 0, 13.986, 13.986, 15.8316, 13.986, 13.986, 13.986, 13.986, 13.986, 13.986, 13.986, 13.986, 13.986, 13.986, 13.986, 13.986, 13.986, 13.986, 13.9861, 13.986
