   PIQUANT 0.0.0-main  ps__0097_0675553164_000rfs_shot_92.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Fe_K, Cr_K, Ti_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
14.1905, 1.99752, 1.25694, 1.25694, 1.99938, 0.740584, 1.25694, 0, 1.25694, 1.25694, 1.25694, 1.25694, 1.25694, 1.25694, 1.25694, 1.25694, 1.25694, 1.25694, 1.25694, 1.25694, 1.25694, 1.25694, 1.25694, 1.25694, 1.25694, 1.25694, 1.25694
14.1984, 1.84907, 1.24809, 1.24809, 1.9619, 0.600982, 1.24809, 0, 1.24809, 1.24809, 1.24809, 1.24809, 1.24809, 1.24809, 1.24809, 1.24809, 1.24809, 1.24809, 1.24809, 1.24809, 1.24809, 1.24809, 1.24809, 1.24809, 1.24809, 1.24809, 1.24809
14.2063, 2.29715, 1.23695, 1.23695, 2.07296, 1.0602, 1.23695, 0, 1.23695, 1.23695, 1.23695, 1.23695, 1.23695, 1.23695, 1.23695, 1.23695, 1.23695, 1.23695, 1.23695, 1.23695, 1.23695, 1.23695, 1.23695, 1.23695, 1.23695, 1.23695, 1.23695
14.2142, 0.846487, 1.22472, 1.22472, 1.68715, -0.378231, 1.22472, 0, 1.22472, 1.22472, 1.22472, 1.22472, 1.22472, 1.22472, 1.22472, 1.22472, 1.22472, 1.22472, 1.22472, 1.22472, 1.22472, 1.22472, 1.22472, 1.22472, 1.22472, 1.22472, 1.22472
14.2221, 4.84174, 1.21254, 1.21254, 2.61567, 3.6292, 1.21254, 0, 1.21254, 1.21254, 1.21254, 1.21254, 1.21254, 1.21254, 1.21254, 1.21254, 1.21254, 1.21254, 1.21254, 1.21254, 1.21254, 1.21254, 1.21254, 1.21254, 1.21254, 1.21254, 1.21254
14.23, 1.31177, 1.20687, 1.20687, 1.81983, 0.104897, 1.20687, 0, 1.20687, 1.20687, 1.20687, 1.20687, 1.20687, 1.20687, 1.20687, 1.20687, 1.20687, 1.20687, 1.20687, 1.20687, 1.20687, 1.20687, 1.20687, 1.20687, 1.20687, 1.20687, 1.20687
14.2379, 2.67856, 1.19823, 1.19823, 2.163, 1.48033, 1.19823, 0, 1.19823, 1.19823, 1.19823, 1.19823, 1.19823, 1.19823, 1.19823, 1.19823, 1.19823, 1.19823, 1.19823, 1.19823, 1.19823, 1.19823, 1.19823, 1.19823, 1.19823, 1.19823, 1.19823
14.2458, 1.32144, 1.18706, 1.18706, 1.82248, 0.134376, 1.18706, 0, 1.18706, 1.18706, 1.18706, 1.18706, 1.18706, 1.18706, 1.18706, 1.18706, 1.18706, 1.18706, 1.18706, 1.18706, 1.18706, 1.18706, 1.18706, 1.18706, 1.18706, 1.18706, 1.18706
14.2537, 2, 1.17468, 1.17467, 2, 0.825325, 1.17467, 0, 1.17467, 1.17467, 1.17467, 1.17467, 1.17467, 1.17467, 1.17467, 1.17467, 1.17467, 1.17467, 1.17467, 1.17467, 1.17467, 1.17467, 1.17468, 1.17467, 1.17467, 1.17467, 1.17467
14.2616, 1.66398, 1.16235, 1.16235, 1.91415, 0.501628, 1.16235, 0, 1.16235, 1.16235, 1.16235, 1.16235, 1.16235, 1.16235, 1.16235, 1.16235, 1.16235, 1.16235, 1.16235, 1.16235, 1.16235, 1.16235, 1.16235, 1.16235, 1.16235, 1.16235, 1.16235
14.2694, 2.16576, 1.15727, 1.15727, 2.04102, 1.00849, 1.15727, 0, 1.15727, 1.15727, 1.15727, 1.15727, 1.15727, 1.15727, 1.15727, 1.15727, 1.15727, 1.15727, 1.15727, 1.15727, 1.15727, 1.15727, 1.15727, 1.15727, 1.15727, 1.15727, 1.15727
14.2773, 2.65204, 1.14895, 1.14895, 2.15686, 1.50309, 1.14895, 0, 1.14895, 1.14895, 1.14895, 1.14895, 1.14895, 1.14895, 1.14895, 1.14895, 1.14895, 1.14895, 1.14895, 1.14895, 1.14895, 1.14895, 1.14895, 1.14895, 1.14895, 1.14895, 1.14895
14.2852, 1.343, 1.1379, 1.1379, 1.82839, 0.205096, 1.1379, 0, 1.1379, 1.1379, 1.1379, 1.1379, 1.1379, 1.1379, 1.1379, 1.1379, 1.1379, 1.1379, 1.1379, 1.1379, 1.1379, 1.1379, 1.1379, 1.1379, 1.1379, 1.1379, 1.1379
14.2931, 1.99777, 1.12553, 1.12553, 1.99944, 0.872239, 1.12553, 0, 1.12553, 1.12553, 1.12553, 1.12553, 1.12553, 1.12553, 1.12553, 1.12553, 1.12553, 1.12553, 1.12553, 1.12553, 1.12553, 1.12553, 1.12553, 1.12553, 1.12553, 1.12553, 1.12553
14.301, 2.8176, 1.11323, 1.11323, 2.1949, 1.70437, 1.11323, 0, 1.11323, 1.11323, 1.11323, 1.11323, 1.11323, 1.11323, 1.11323, 1.11323, 1.11323, 1.11323, 1.11323, 1.11323, 1.11323, 1.11323, 1.11323, 1.11323, 1.11323, 1.11323, 1.11323
14.3089, 1.17745, 1.10862, 1.10862, 1.78254, 0.0688294, 1.10862, 0, 1.10862, 1.10862, 1.10862, 1.10862, 1.10862, 1.10862, 1.10862, 1.10862, 1.10862, 1.10862, 1.10862, 1.10862, 1.10862, 1.10862, 1.10862, 1.10862, 1.10862, 1.10862, 1.10862
14.3168, 0.99777, 1.10056, 1.10056, 1.73141, -0.102788, 1.10056, 0, 1.10056, 1.10056, 1.10056, 1.10056, 1.10056, 1.10056, 1.10056, 1.10056, 1.10056, 1.10056, 1.10056, 1.10056, 1.10056, 1.10056, 1.10056, 1.10056, 1.10056, 1.10056, 1.10056
14.3247, 1.99742, 1.08957, 1.08957, 1.99936, 0.907852, 1.08957, 0, 1.08957, 1.08957, 1.08957, 1.08957, 1.08957, 1.08957, 1.08957, 1.08957, 1.08957, 1.08957, 1.08957, 1.08957, 1.08957, 1.08957, 1.08957, 1.08957, 1.08957, 1.08957, 1.08957
14.3326, 2.18721, 1.07716, 1.07716, 2.04627, 1.11005, 1.07716, 0, 1.07716, 1.07716, 1.07716, 1.07716, 1.07716, 1.07716, 1.07716, 1.07716, 1.07716, 1.07716, 1.07716, 1.07716, 1.07716, 1.07716, 1.07716, 1.07716, 1.07716, 1.07716, 1.07716
14.3405, 1.61611, 1.06483, 1.06483, 1.90161, 0.551277, 1.06483, 0, 1.06483, 1.06483, 1.06483, 1.06483, 1.06483, 1.06483, 1.06483, 1.06483, 1.06483, 1.06483, 1.06483, 1.06483, 1.06483, 1.06483, 1.06483, 1.06483, 1.06483, 1.06483, 1.06483
14.3484, 4.18947, 1.06077, 1.06077, 2.48786, 3.1287, 1.06077, 0, 1.06077, 1.06077, 1.06077, 1.06077, 1.06077, 1.06077, 1.06077, 1.06077, 1.06077, 1.06077, 1.06077, 1.06077, 1.06077, 1.06077, 1.06077, 1.06077, 1.06077, 1.06077, 1.06077
14.3563, 2.19442, 1.05303, 1.05303, 2.04803, 1.14139, 1.05303, 0, 1.05303, 1.05303, 1.05303, 1.05303, 1.05303, 1.05303, 1.05303, 1.05303, 1.05303, 1.05303, 1.05303, 1.05303, 1.05303, 1.05303, 1.05303, 1.05303, 1.05303, 1.05303, 1.05303
14.3642, 0.800867, 1.04217, 1.04217, 1.67358, -0.241304, 1.04217, 0, 1.04217, 1.04217, 1.04217, 1.04217, 1.04217, 1.04217, 1.04217, 1.04217, 1.04217, 1.04217, 1.04217, 1.04217, 1.04217, 1.04217, 1.04217, 1.04217, 1.04217, 1.04217, 1.04217
14.3721, 0.997423, 1.02981, 1.0298, 1.73131, -0.0323828, 1.0298, 0, 1.0298, 1.0298, 1.0298, 1.0298, 1.0298, 1.0298, 1.0298, 1.0298, 1.0298, 1.0298, 1.0298, 1.0298, 1.0298, 1.0298, 1.02981, 1.0298, 1.0298, 1.0298, 1.0298
14.38, 3.79353, 1.01751, 1.01751, 2.40698, 2.77602, 1.01751, 0, 1.01751, 1.01751, 1.01751, 1.01751, 1.01751, 1.01751, 1.01751, 1.01751, 1.01751, 1.01751, 1.01751, 1.01751, 1.01751, 1.01751, 1.01751, 1.01751, 1.01751, 1.01751, 1.01751
14.3878, 4.20173, 1.01397, 1.01397, 2.49033, 3.18777, 1.01397, 0, 1.01397, 1.01397, 1.01397, 1.01397, 1.01397, 1.01397, 1.01397, 1.01397, 1.01397, 1.01397, 1.01397, 1.01397, 1.01397, 1.01397, 1.01397, 1.01397, 1.01397, 1.01397, 1.01397
14.3957, 4.20644, 1.00654, 1.00654, 2.49127, 3.1999, 1.00654, 0, 1.00654, 1.00654, 1.00654, 1.00654, 1.00654, 1.00654, 1.00654, 1.00654, 1.00654, 1.00654, 1.00654, 1.00654, 1.00654, 1.00654, 1.00654, 1.00654, 1.00654, 1.00654, 1.00654
14.4036, 1.78872, 0.995821, 0.99582, 1.94646, 0.792903, 0.99582, 0, 0.99582, 0.99582, 0.99582, 0.99582, 0.99582, 0.99582, 0.99582, 0.99582, 0.99582, 0.99582, 0.99582, 0.99582, 0.99582, 0.99582, 0.995821, 0.99582, 0.99582, 0.99582, 0.99582
14.4115, 1.78401, 0.983507, 0.983507, 1.94525, 0.800508, 0.983507, 0, 0.983507, 0.983507, 0.983507, 0.983507, 0.983507, 0.983507, 0.983507, 0.983507, 0.983507, 0.983507, 0.983507, 0.983507, 0.983507, 0.983507, 0.983507, 0.983507, 0.983507, 0.983507, 0.983507
14.4194, 0.427261, 0.97127, 0.971269, 1.55797, -0.544008, 0.971269, 0, 0.971269, 0.971269, 0.971269, 0.971269, 0.971269, 0.971269, 0.971269, 0.971269, 0.971269, 0.971269, 0.971269, 0.971269, 0.971269, 0.971269, 0.97127, 0.971269, 0.971269, 0.971269, 0.971269
14.4273, 0, 0.969106, 0.969106, 1.41421, -0.969106, 0.969106, 0, 0.969106, 0.969106, 0.969106, 0.969106, 0.969106, 0.969106, 0.969106, 0.969106, 0.969106, 0.969106, 0.969106, 0.969106, 0.969106, 0.969106, 0.969106, 0.969106, 0.969106, 0.969106, 0.969106
14.4352, 0, 0.962327, 0.962326, 1.41421, -0.962327, 0.962326, 0, 0.962326, 0.962326, 0.962326, 0.962326, 0.962326, 0.962326, 0.962326, 0.962326, 0.962326, 0.962326, 0.962326, 0.962326, 0.962326, 0.962326, 0.962327, 0.962326, 0.962326, 0.962326, 0.962326
14.4431, 1.77658, 0.951522, 0.951521, 1.94334, 0.825058, 0.951521, 0, 0.951521, 0.951521, 0.951521, 0.951521, 0.951521, 0.951521, 0.951521, 0.951521, 0.951521, 0.951521, 0.951521, 0.951521, 0.951521, 0.951521, 0.951522, 0.951521, 0.951521, 0.951521, 0.951521
14.451, 0.997646, 0.938769, 0.938768, 1.73137, 0.0588767, 0.938768, 0, 0.938768, 0.938768, 0.938768, 0.938768, 0.938768, 0.938768, 0.938768, 0.938768, 0.938768, 0.938768, 0.938768, 0.938768, 0.938768, 0.938768, 0.938769, 0.938768, 0.938768, 0.938768, 0.938768
14.4589, 0.997646, 0.926102, 0.926101, 1.73137, 0.0715438, 0.926101, 0, 0.926101, 0.926101, 0.926101, 0.926101, 0.926101, 0.926101, 0.926101, 0.926101, 0.926101, 0.926101, 0.926101, 0.926101, 0.926101, 0.926101, 0.926102, 0.926101, 0.926101, 0.926101, 0.926101
14.4668, 2.76691, 0.932784, 0.932784, 2.18333, 1.83413, 0.932784, 0, 0.932784, 0.932784, 0.932784, 0.932784, 0.932784, 0.932784, 0.932784, 0.932784, 0.932784, 0.932784, 0.932784, 0.932784, 0.932784, 0.932784, 0.932784, 0.932784, 0.932784, 0.932784, 0.932784
14.4747, 0.461214, 0.934496, 0.934495, 1.56883, -0.473281, 0.934495, 0, 0.934495, 0.934495, 0.934495, 0.934495, 0.934495, 0.934495, 0.934495, 0.934495, 0.934495, 0.934495, 0.934495, 0.934495, 0.934495, 0.934495, 0.934496, 0.934495, 0.934495, 0.934495, 0.934495
14.4826, 1, 0.931619, 0.931618, 1.73205, 0.0683811, 0.931618, 0, 0.931618, 0.931618, 0.931618, 0.931618, 0.931618, 0.931618, 0.931618, 0.931618, 0.931618, 0.931618, 0.931618, 0.931618, 0.931618, 0.931618, 0.931619, 0.931618, 0.931618, 0.931618, 0.931618
14.4905, 1, 0.926459, 0.926459, 1.73205, 0.0735405, 0.926459, 0, 0.926459, 0.926459, 0.926459, 0.926459, 0.926459, 0.926459, 0.926459, 0.926459, 0.926459, 0.926459, 0.926459, 0.926459, 0.926459, 0.926459, 0.926459, 0.926459, 0.926459, 0.926459, 0.926459
14.4984, 0.759851, 0.921314, 0.921314, 1.66128, -0.161463, 0.921314, 0, 0.921314, 0.921314, 0.921314, 0.921314, 0.921314, 0.921314, 0.921314, 0.921314, 0.921314, 0.921314, 0.921314, 0.921314, 0.921314, 0.921314, 0.921314, 0.921314, 0.921314, 0.921314, 0.921314
14.5063, 1.24015, 0.925964, 0.925963, 1.80004, 0.314185, 0.925963, 0, 0.925963, 0.925963, 0.925963, 0.925963, 0.925963, 0.925963, 0.925963, 0.925963, 0.925963, 0.925963, 0.925963, 0.925963, 0.925963, 0.925963, 0.925964, 0.925963, 0.925963, 0.925963, 0.925963
14.5141, 3, 0.926912, 0.926912, 2.23607, 2.07309, 0.926912, 0, 0.926912, 0.926912, 0.926912, 0.926912, 0.926912, 0.926912, 0.926912, 0.926912, 0.926912, 0.926912, 0.926912, 0.926912, 0.926912, 0.926912, 0.926912, 0.926912, 0.926912, 0.926912, 0.926912
14.522, 2.25799, 0.92455, 0.92455, 2.06349, 1.33344, 0.92455, 0, 0.92455, 0.92455, 0.92455, 0.92455, 0.92455, 0.92455, 0.92455, 0.92455, 0.92455, 0.92455, 0.92455, 0.92455, 0.92455, 0.92455, 0.92455, 0.92455, 0.92455, 0.92455, 0.92455
14.5299, 5.49219, 0.920541, 0.92054, 2.73719, 4.57165, 0.92054, 0, 0.92054, 0.92054, 0.92054, 0.92054, 0.92054, 0.92054, 0.92054, 0.92054, 0.92054, 0.92054, 0.92054, 0.92054, 0.92054, 0.92054, 0.920541, 0.92054, 0.92054, 0.92054, 0.92054
14.5378, 2.74523, 0.91654, 0.916539, 2.17835, 1.82869, 0.916539, 0, 0.916539, 0.916539, 0.916539, 0.916539, 0.916539, 0.916539, 0.916539, 0.916539, 0.916539, 0.916539, 0.916539, 0.916539, 0.916539, 0.916539, 0.91654, 0.916539, 0.916539, 0.916539, 0.916539
14.5457, 1.50458, 0.920446, 0.920445, 1.87205, 0.584139, 0.920445, 0, 0.920445, 0.920445, 0.920445, 0.920445, 0.920445, 0.920445, 0.920445, 0.920445, 0.920445, 0.920445, 0.920445, 0.920445, 0.920445, 0.920445, 0.920446, 0.920445, 0.920445, 0.920445, 0.920445
14.5536, 3.48575, 0.921108, 0.921107, 2.34217, 2.56464, 0.921107, 0, 0.921107, 0.921107, 0.921107, 0.921107, 0.921107, 0.921107, 0.921107, 0.921107, 0.921107, 0.921107, 0.921107, 0.921107, 0.921107, 0.921107, 0.921108, 0.921107, 0.921107, 0.921107, 0.921107
14.5615, 2.25465, 0.918855, 0.918855, 2.06268, 1.33579, 0.918855, 0, 0.918855, 0.918855, 0.918855, 0.918855, 0.918855, 0.918855, 0.918855, 0.918855, 0.918855, 0.918855, 0.918855, 0.918855, 0.918855, 0.918855, 0.918855, 0.918855, 0.918855, 0.918855, 0.918855
14.5694, 1.73594, 0.915152, 0.915151, 1.93286, 0.820784, 0.915151, 0, 0.915151, 0.915151, 0.915151, 0.915151, 0.915151, 0.915151, 0.915151, 0.915151, 0.915151, 0.915151, 0.915151, 0.915151, 0.915151, 0.915151, 0.915152, 0.915151, 0.915151, 0.915151, 0.915151
14.5773, 1.52367, 0.911455, 0.911455, 1.87714, 0.612213, 0.911455, 0, 0.911455, 0.911455, 0.911455, 0.911455, 0.911455, 0.911455, 0.911455, 0.911455, 0.911455, 0.911455, 0.911455, 0.911455, 0.911455, 0.911455, 0.911455, 0.911455, 0.911455, 0.911455, 0.911455
14.5852, 3.19963, 0.914812, 0.914811, 2.28027, 2.28482, 0.914811, 0, 0.914811, 0.914811, 0.914811, 0.914811, 0.914811, 0.914811, 0.914811, 0.914811, 0.914811, 0.914811, 0.914811, 0.914811, 0.914811, 0.914811, 0.914812, 0.914811, 0.914811, 0.914811, 0.914811
14.5931, 2.53126, 0.915306, 0.915305, 2.12868, 1.61595, 0.915305, 0, 0.915305, 0.915305, 0.915305, 0.915305, 0.915305, 0.915305, 0.915305, 0.915305, 0.915305, 0.915305, 0.915305, 0.915305, 0.915305, 0.915305, 0.915306, 0.915305, 0.915305, 0.915305, 0.915305
14.601, 2.45424, 0.913195, 0.913194, 2.11051, 1.54105, 0.913194, 0, 0.913194, 0.913194, 0.913194, 0.913194, 0.913194, 0.913194, 0.913194, 0.913194, 0.913194, 0.913194, 0.913194, 0.913194, 0.913194, 0.913194, 0.913195, 0.913194, 0.913194, 0.913194, 0.913194
14.6089, 4.26667, 0.909787, 0.909786, 2.50333, 3.35688, 0.909786, 0, 0.909786, 0.909786, 0.909786, 0.909786, 0.909786, 0.909786, 0.909786, 0.909786, 0.909786, 0.909786, 0.909786, 0.909786, 0.909786, 0.909786, 0.909787, 0.909786, 0.909786, 0.909786, 0.909786
14.6168, 0.548203, 0.906385, 0.906385, 1.59631, -0.358182, 0.906385, 0, 0.906385, 0.906385, 0.906385, 0.906385, 0.906385, 0.906385, 0.906385, 0.906385, 0.906385, 0.906385, 0.906385, 0.906385, 0.906385, 0.906385, 0.906385, 0.906385, 0.906385, 0.906385, 0.906385
14.6247, 0, 0.909129, 0.909128, 1.41421, -0.909129, 0.909128, 0, 0.909128, 0.909128, 0.909128, 0.909128, 0.909128, 0.909128, 0.909128, 0.909128, 0.909128, 0.909128, 0.909128, 0.909128, 0.909128, 0.909128, 0.909129, 0.909128, 0.909128, 0.909128, 0.909128
14.6326, 1.43767, 0.909371, 0.90937, 1.8541, 0.528299, 0.90937, 0, 0.90937, 0.90937, 0.90937, 0.90937, 0.90937, 0.90937, 0.90937, 0.90937, 0.90937, 0.90937, 0.90937, 0.90937, 0.90937, 0.90937, 0.909371, 0.90937, 0.90937, 0.90937, 0.90937
14.6404, 6.71177, 0.907303, 0.907302, 2.95157, 5.80447, 0.907302, 0, 0.907302, 0.907302, 0.907302, 0.907302, 0.907302, 0.907302, 0.907302, 0.907302, 0.907302, 0.907302, 0.907302, 0.907302, 0.907302, 0.907302, 0.907303, 0.907302, 0.907302, 0.907302, 0.907302
14.6483, 2.56456, 0.904085, 0.904084, 2.13648, 1.66048, 0.904084, 0, 0.904084, 0.904084, 0.904084, 0.904084, 0.904084, 0.904084, 0.904084, 0.904084, 0.904084, 0.904084, 0.904084, 0.904084, 0.904084, 0.904084, 0.904085, 0.904084, 0.904084, 0.904084, 0.904084
14.6562, 1.70912, 0.900872, 0.900871, 1.92591, 0.808245, 0.900871, 0, 0.900871, 0.900871, 0.900871, 0.900871, 0.900871, 0.900871, 0.900871, 0.900871, 0.900871, 0.900871, 0.900871, 0.900871, 0.900871, 0.900871, 0.900872, 0.900871, 0.900871, 0.900871, 0.900871
14.6641, 2.57688, 0.903111, 0.90311, 2.13936, 1.67377, 0.90311, 0, 0.90311, 0.90311, 0.90311, 0.90311, 0.90311, 0.90311, 0.90311, 0.90311, 0.90311, 0.90311, 0.90311, 0.90311, 0.90311, 0.90311, 0.903111, 0.90311, 0.90311, 0.90311, 0.90311
14.672, 1.70669, 0.903202, 0.903201, 1.92528, 0.80349, 0.903201, 0, 0.903201, 0.903201, 0.903201, 0.903201, 0.903201, 0.903201, 0.903201, 0.903201, 0.903201, 0.903201, 0.903201, 0.903201, 0.903201, 0.903201, 0.903202, 0.903201, 0.903201, 0.903201, 0.903201
14.6799, 0.293309, 0.901265, 0.901264, 1.51437, -0.607956, 0.901264, 0, 0.901264, 0.901264, 0.901264, 0.901264, 0.901264, 0.901264, 0.901264, 0.901264, 0.901264, 0.901264, 0.901264, 0.901264, 0.901264, 0.901264, 0.901265, 0.901264, 0.901264, 0.901264, 0.901264
14.6878, 1.70198, 0.898318, 0.898317, 1.92405, 0.803665, 0.898317, 0, 0.898317, 0.898317, 0.898317, 0.898317, 0.898317, 0.898317, 0.898317, 0.898317, 0.898317, 0.898317, 0.898317, 0.898317, 0.898317, 0.898317, 0.898318, 0.898317, 0.898317, 0.898317, 0.898317
14.6957, 1.29802, 0.895375, 0.895375, 1.81604, 0.402642, 0.895375, 0, 0.895375, 0.895375, 0.895375, 0.895375, 0.895375, 0.895375, 0.895375, 0.895375, 0.895375, 0.895375, 0.895375, 0.895375, 0.895375, 0.895375, 0.895375, 0.895375, 0.895375, 0.895375, 0.895375
14.7036, 2.69706, 0.896917, 0.896917, 2.16727, 1.80015, 0.896917, 0, 0.896917, 0.896917, 0.896917, 0.896917, 0.896917, 0.896917, 0.896917, 0.896917, 0.896917, 0.896917, 0.896917, 0.896917, 0.896917, 0.896917, 0.896917, 0.896917, 0.896917, 0.896917, 0.896917
14.7115, 2.38695, 0.896709, 0.896708, 2.09451, 1.49024, 0.896708, 0, 0.896708, 0.896708, 0.896708, 0.896708, 0.896708, 0.896708, 0.896708, 0.896708, 0.896708, 0.896708, 0.896708, 0.896708, 0.896708, 0.896708, 0.896709, 0.896708, 0.896708, 0.896708, 0.896708
14.7194, 2.30037, 0.894808, 0.894807, 2.07373, 1.40556, 0.894807, 0, 0.894807, 0.894807, 0.894807, 0.894807, 0.894807, 0.894807, 0.894807, 0.894807, 0.894807, 0.894807, 0.894807, 0.894807, 0.894807, 0.894807, 0.894808, 0.894807, 0.894807, 0.894807, 0.894807
14.7273, 1.30545, 0.892064, 0.892063, 1.81809, 0.413389, 0.892063, 0, 0.892063, 0.892063, 0.892063, 0.892063, 0.892063, 0.892063, 0.892063, 0.892063, 0.892063, 0.892063, 0.892063, 0.892063, 0.892063, 0.892063, 0.892064, 0.892063, 0.892063, 0.892063, 0.892063
14.7352, 0.997646, 0.889324, 0.889323, 1.73137, 0.108321, 0.889323, 0, 0.889323, 0.889323, 0.889323, 0.889323, 0.889323, 0.889323, 0.889323, 0.889323, 0.889323, 0.889323, 0.889323, 0.889323, 0.889323, 0.889323, 0.889324, 0.889323, 0.889323, 0.889323, 0.889323
14.7431, 1.31252, 0.889907, 0.889906, 1.82003, 0.422609, 0.889906, 0, 0.889906, 0.889906, 0.889906, 0.889906, 0.889906, 0.889906, 0.889906, 0.889906, 0.889906, 0.889906, 0.889906, 0.889906, 0.889906, 0.889906, 0.889907, 0.889906, 0.889906, 0.889906, 0.889906
14.751, 2.36555, 0.889338, 0.889337, 2.08939, 1.47621, 0.889337, 0, 0.889337, 0.889337, 0.889337, 0.889337, 0.889337, 0.889337, 0.889337, 0.889337, 0.889337, 0.889337, 0.889337, 0.889337, 0.889337, 0.889337, 0.889338, 0.889337, 0.889337, 0.889337, 0.889337
14.7588, 1.63445, 0.887683, 0.887682, 1.90642, 0.746766, 0.887682, 0, 0.887682, 0.887682, 0.887682, 0.887682, 0.887682, 0.887682, 0.887682, 0.887682, 0.887682, 0.887682, 0.887682, 0.887682, 0.887682, 0.887682, 0.887683, 0.887682, 0.887682, 0.887682, 0.887682
14.7667, 2.35539, 0.885487, 0.885486, 2.08696, 1.4699, 0.885486, 0, 0.885486, 0.885486, 0.885486, 0.885486, 0.885486, 0.885486, 0.885486, 0.885486, 0.885486, 0.885486, 0.885486, 0.885486, 0.885486, 0.885486, 0.885487, 0.885486, 0.885486, 0.885486, 0.885486
14.7746, 1.99554, 0.883293, 0.883293, 1.99888, 1.11225, 0.883293, 0, 0.883293, 0.883293, 0.883293, 0.883293, 0.883293, 0.883293, 0.883293, 0.883293, 0.883293, 0.883293, 0.883293, 0.883293, 0.883293, 0.883293, 0.883293, 0.883293, 0.883293, 0.883293, 0.883293
14.7825, 1.32206, 0.882283, 0.882282, 1.82265, 0.439774, 0.882282, 0, 0.882282, 0.882282, 0.882282, 0.882282, 0.882282, 0.882282, 0.882282, 0.882282, 0.882282, 0.882282, 0.882282, 0.882282, 0.882282, 0.882282, 0.882283, 0.882282, 0.882282, 0.882282, 0.882282
14.7904, 3.99752, 0.881069, 0.881069, 2.44898, 3.11645, 0.881069, 0, 0.881069, 0.881069, 0.881069, 0.881069, 0.881069, 0.881069, 0.881069, 0.881069, 0.881069, 0.881069, 0.881069, 0.881069, 0.881069, 0.881069, 0.881069, 0.881069, 0.881069, 0.881069, 0.881069
14.7983, 0.997769, 0.879653, 0.879653, 1.73141, 0.118116, 0.879653, 0, 0.879653, 0.879653, 0.879653, 0.879653, 0.879653, 0.879653, 0.879653, 0.879653, 0.879653, 0.879653, 0.879653, 0.879653, 0.879653, 0.879653, 0.879653, 0.879653, 0.879653, 0.879653, 0.879653
14.8062, 1.33172, 0.877844, 0.877843, 1.8253, 0.453879, 0.877843, 0, 0.877843, 0.877843, 0.877843, 0.877843, 0.877843, 0.877843, 0.877843, 0.877843, 0.877843, 0.877843, 0.877843, 0.877843, 0.877843, 0.877843, 0.877844, 0.877843, 0.877843, 0.877843, 0.877843
14.8141, 1.6632, 0.875693, 0.875692, 1.91395, 0.787504, 0.875692, 0, 0.875692, 0.875692, 0.875692, 0.875692, 0.875692, 0.875692, 0.875692, 0.875692, 0.875692, 0.875692, 0.875692, 0.875692, 0.875692, 0.875692, 0.875693, 0.875692, 0.875692, 0.875692, 0.875692
14.822, 1.3368, 0.8733, 0.873299, 1.82669, 0.463503, 0.873299, 0, 0.873299, 0.873299, 0.873299, 0.873299, 0.873299, 0.873299, 0.873299, 0.873299, 0.873299, 0.873299, 0.873299, 0.873299, 0.873299, 0.873299, 0.8733, 0.873299, 0.873299, 0.873299, 0.873299
14.8299, 0, 0.870751, 0.870751, 1.41421, -0.870751, 0.870751, 0, 0.870751, 0.870751, 0.870751, 0.870751, 0.870751, 0.870751, 0.870751, 0.870751, 0.870751, 0.870751, 0.870751, 0.870751, 0.870751, 0.870751, 0.870751, 0.870751, 0.870751, 0.870751, 0.870751
14.8378, 0, 0.868109, 0.868109, 1.41421, -0.868109, 0.868109, 0, 0.868109, 0.868109, 0.868109, 0.868109, 0.868109, 0.868109, 0.868109, 0.868109, 0.868109, 0.868109, 0.868109, 0.868109, 0.868109, 0.868109, 0.868109, 0.868109, 0.868109, 0.868109, 0.868109
14.8457, 1.65378, 0.865414, 0.865413, 1.91149, 0.788366, 0.865413, 0, 0.865413, 0.865413, 0.865413, 0.865413, 0.865413, 0.865413, 0.865413, 0.865413, 0.865413, 0.865413, 0.865413, 0.865413, 0.865413, 0.865413, 0.865414, 0.865413, 0.865413, 0.865413, 0.865413
14.8536, 4.64882, 0.862687, 0.862686, 2.57853, 3.78614, 0.862686, 0, 0.862686, 0.862686, 0.862686, 0.862686, 0.862686, 0.862686, 0.862686, 0.862686, 0.862686, 0.862686, 0.862686, 0.862686, 0.862686, 0.862686, 0.862687, 0.862686, 0.862686, 0.862686, 0.862686
14.8615, 0.697398, 0.859944, 0.859944, 1.64238, -0.162546, 0.859944, 0, 0.859944, 0.859944, 0.859944, 0.859944, 0.859944, 0.859944, 0.859944, 0.859944, 0.859944, 0.859944, 0.859944, 0.859944, 0.859944, 0.859944, 0.859944, 0.859944, 0.859944, 0.859944, 0.859944
14.8694, 0.646512, 0.857194, 0.857193, 1.62681, -0.210682, 0.857193, 0, 0.857193, 0.857193, 0.857193, 0.857193, 0.857193, 0.857193, 0.857193, 0.857193, 0.857193, 0.857193, 0.857193, 0.857193, 0.857193, 0.857193, 0.857194, 0.857193, 0.857193, 0.857193, 0.857193
