   PIQUANT 0.0.0-main  ps__0097_0675553164_000rfs_shot_123.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Cr_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
-0.000844997, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00704188, 0, 5.99058e-21, 0, 1.41421, -5.99058e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.14643e-24, 0, 0, 1.16387e-25, 5.92803e-23, 0, 5.92304e-21, 0, 0
0.0149288, 0, 1.31041e-20, 0, 1.41421, -1.31041e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.78166e-23, 0, 0, 2.58351e-25, 1.32031e-22, 0, 1.2954e-20, 0, 0
0.0228156, 0, 2.82969e-20, 0, 1.41421, -2.82969e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.84662e-23, 0, 0, 5.66176e-25, 2.90186e-22, 0, 2.79677e-20, 0, 0
0.0307025, 0, 6.0354e-20, 0, 1.41421, -6.0354e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.20291e-23, 0, 0, 1.22566e-24, 6.29784e-22, 0, 5.9641e-20, 0, 0
0.0385894, 0, 1.27212e-19, 0, 1.41421, -1.27212e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.72866e-22, 0, 0, 2.62236e-24, 1.35043e-21, 0, 1.25686e-19, 0, 0
0.0464762, 0, 2.6509e-19, 0, 1.41421, -2.6509e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.6016e-22, 0, 0, 5.54763e-24, 2.86243e-21, 0, 2.61862e-19, 0, 0
0.0543631, 0, 5.46412e-19, 0, 1.41421, -5.46412e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.42232e-22, 0, 0, 1.16119e-23, 6.00211e-21, 0, 5.39656e-19, 0, 0
0.06225, 0, 1.11432e-18, 0, 1.41421, -1.11432e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.51338e-21, 0, 0, 2.40504e-23, 1.24516e-20, 0, 1.10033e-18, 0, 0
0.0701369, 0, 2.2491e-18, 0, 1.41421, -2.2491e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.05394e-21, 0, 0, 4.93069e-23, 2.55661e-20, 0, 2.22043e-18, 0, 0
0.0780237, 0, 4.49409e-18, 0, 1.41421, -4.49409e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.10107e-21, 0, 0, 1.00091e-22, 5.19726e-20, 0, 4.43591e-18, 0, 0
