   PIQUANT 0.0.0-main  ps__0097_0675553164_000rfs_shot_118.msa
Energy (keV), meas, calc, bkg, sigma, residual, Ar_K, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Cr_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Rh_L_coh_Lb1
-0.00033106, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00755675, 0, 9.80519e-22, 0, 1.41421, -9.80519e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.60594e-24, 0, 0, 8.21761e-27, 2.53806e-23, 0, 9.46525e-22, 0, 0
0.0154446, 0, 2.2709e-21, 0, 1.41421, -2.2709e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.99213e-23, 0, 0, 1.93182e-26, 5.99195e-23, 0, 2.19104e-21, 0, 0
0.0233324, 0, 5.17575e-21, 0, 1.41421, -5.17575e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.5381e-23, 0, 0, 4.46894e-26, 1.39104e-22, 0, 4.99122e-21, 0, 0
0.0312202, 0, 1.16192e-20, 0, 1.41421, -1.16192e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.01827e-22, 0, 0, 1.01828e-25, 3.17892e-22, 0, 1.11994e-20, 0, 0
0.039108, 0, 2.57126e-20, 0, 1.41421, -2.57126e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.25225e-22, 0, 0, 2.28723e-25, 7.15781e-22, 0, 2.47713e-20, 0, 0
0.0469958, 0, 5.61277e-20, 0, 1.41421, -5.61277e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.914e-22, 0, 0, 5.06801e-25, 1.58923e-21, 0, 5.40466e-20, 0, 0
0.0548836, 0, 1.20931e-19, 0, 1.41421, -1.20931e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.05823e-21, 0, 0, 1.10848e-24, 3.48184e-21, 0, 1.16389e-19, 0, 0
0.0627715, 0, 2.5731e-19, 0, 1.41421, -2.5731e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.25053e-21, 0, 0, 2.39453e-24, 7.53206e-21, 0, 2.47525e-19, 0, 0
0.0706593, 0, 5.40938e-19, 0, 1.41421, -5.40938e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.7289e-21, 0, 0, 5.11136e-24, 1.6097e-20, 0, 5.20107e-19, 0, 0
0.0785471, 0, 1.12409e-18, 0, 1.41421, -1.12409e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.82181e-21, 0, 0, 1.07863e-23, 3.40033e-20, 0, 1.08025e-18, 0, 0
0.0864349, 0, 2.30984e-18, 0, 1.41421, -2.30984e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.0172e-20, 0, 0, 2.25116e-23, 7.10296e-20, 0, 2.21862e-18, 0, 0
0.0943227, 0, 4.69516e-18, 0, 1.41421, -4.69516e-18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.09815e-20, 0, 0, 4.64836e-23, 1.46783e-19, 0, 4.50735e-18, 0, 0
