   PIQUANT 0.0.0-main  ps__0097_0675553164_000rfs_shot_12.msa
Energy (keV), meas, calc, bkg, sigma, residual, DetCE, Br_K, Zn_K, Ni_K, Fe_K, Cr_K, Ti_K, Ca_K, Cl_K, S_K, P_K, Si_K, Br_L, Al_K, Mg_K, Zn_L, Ni_L, Rh_K_coh, Rh_L_coh, Rh_K_inc, Pileup, Rh_L_coh_Lb1
-0.00316544, 0, 0, 0, 1.41421, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.00474436, 0, 1.75895e-23, 0, 1.41421, -1.75895e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.02278e-26, 0, 0, 9.77128e-29, 2.35694e-27, 0, 1.75468e-23, 0, 0, 0
0.0126542, 0, 4.43224e-23, 0, 1.41421, -4.43224e-23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.01367e-25, 0, 0, 2.49117e-28, 6.0868e-27, 0, 4.42147e-23, 0, 0, 0
0.020564, 0, 1.09451e-22, 0, 1.41421, -1.09451e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.50319e-25, 0, 0, 6.22463e-28, 1.53785e-26, 0, 1.09185e-22, 0, 0, 0
0.0284738, 0, 2.65289e-22, 0, 1.41421, -2.65289e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6.06721e-25, 0, 0, 1.52671e-27, 3.80832e-26, 0, 2.64642e-22, 0, 0, 0
0.0363836, 0, 6.31938e-22, 0, 1.41421, -6.31938e-22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.44525e-24, 0, 0, 3.68044e-27, 9.25808e-26, 0, 6.30397e-22, 0, 0, 0
0.0442934, 0, 1.48105e-21, 0, 1.41421, -1.48105e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.38716e-24, 0, 0, 8.73025e-27, 2.21229e-25, 0, 1.47743e-21, 0, 0, 0
0.0522032, 0, 3.41832e-21, 0, 1.41421, -3.41832e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.81769e-24, 0, 0, 2.03964e-26, 5.20207e-25, 0, 3.40996e-21, 0, 0, 0
0.060113, 0, 7.77613e-21, 0, 1.41421, -7.77613e-21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.7784e-23, 0, 0, 4.69724e-26, 1.20487e-24, 0, 7.75709e-21, 0, 0, 0
0.0680228, 0, 1.74474e-20, 0, 1.41421, -1.74474e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.9902e-23, 0, 0, 1.06711e-25, 2.75098e-24, 0, 1.74047e-20, 0, 0, 0
0.0759326, 0, 3.86358e-20, 0, 1.41421, -3.86358e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.83593e-23, 0, 0, 2.39293e-25, 6.1964e-24, 0, 3.8541e-20, 0, 0, 0
0.0838424, 0, 8.44851e-20, 0, 1.41421, -8.44851e-20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.93215e-22, 0, 0, 5.29971e-25, 1.37775e-23, 0, 8.42775e-20, 0, 0, 0
0.0917522, 0, 1.82522e-19, 0, 1.41421, -1.82522e-19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.17423e-22, 0, 0, 1.15983e-24, 3.0257e-23, 0, 1.82074e-19, 0, 0, 0
